date,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,nyc flu,pneumonia,fever flu,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,flu game,cold versus flu,incubation period for flu,how long is flu contagious,treating the flu,flu treatments,flu complications,influenza symptoms,contagious flu,how to treat flu,flu fever,type a influenza,cure the flu,flu vs cold,flu contagious period,how long is the flu,signs of the flu,the flu virus,flu cough,flu symptoms,treat flu,ear thermometer,taking temperature,get rid of the flu,over the counter flu,reduce a fever,flu and cold,cold and flu,flu vs. cold,cure flu,human temperature,braun thermoscan,flu length,remedies for flu,how long does flu last,what to do if you have the flu,flu shots,symptoms of flu,treat the flu,over the counter flu medicine,flu report,incubation period for the flu,influenza a and b,having the flu,normal body temperature,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,flu shot side effects,cold vs flu,flu how long,flu recovery,flu versus cold,exposed to flu,flu remedies,influenza type a,flu medicine,fever,flu duration,the flu symptoms,flu shot,flu or cold,flu vaccine,cold vs. flu,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu
2015-10,9.0,3.0,5.0,64.0,6.0,0.0,6.0,9.0,49.0,1.0,47.0,2.0,6.0,3.0,7.0,2.0,37.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,6.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,16.0,10.0,0.0,1.0,0.0,3.0,5.0,7.0,22.0,23.0,0.0,3.0,17.0,5.0,1.0,4.0,8.0,0.0,1.0,13.0,1.0,8.0,0.0,8.0,15.0,9.0,57.0,4.0,4.0,7.0,18.0,15.0,9.0,1.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,3.0,2.0,0.0,9.0,1.0,1.0,1.0,8.0,0.0,12.0,6.0,5.0,45.0,2.0
2015-11,9.0,3.0,5.0,64.0,6.0,0.0,6.0,9.0,49.0,1.0,47.0,2.0,6.0,3.0,7.0,2.0,37.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,6.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,16.0,10.0,0.0,1.0,0.0,3.0,5.0,7.0,22.0,23.0,0.0,3.0,17.0,5.0,1.0,4.0,8.0,0.0,1.0,13.0,1.0,8.0,0.0,8.0,15.0,9.0,57.0,4.0,4.0,7.0,18.0,15.0,9.0,1.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,3.0,2.0,0.0,9.0,1.0,1.0,1.0,8.0,0.0,12.0,6.0,5.0,45.0,2.0
2015-12,9.0,3.0,5.0,64.0,6.0,0.0,6.0,9.0,49.0,1.0,47.0,2.0,6.0,3.0,7.0,2.0,37.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,6.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,16.0,10.0,0.0,1.0,0.0,3.0,5.0,7.0,22.0,23.0,0.0,3.0,17.0,5.0,1.0,4.0,8.0,0.0,1.0,13.0,1.0,8.0,0.0,8.0,15.0,9.0,57.0,4.0,4.0,7.0,18.0,15.0,9.0,1.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,3.0,2.0,0.0,9.0,1.0,1.0,1.0,8.0,0.0,12.0,6.0,5.0,45.0,2.0
2015-13,9.0,3.0,5.0,64.0,6.0,0.0,6.0,9.0,49.0,1.0,47.0,2.0,6.0,3.0,7.0,2.0,37.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,6.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,16.0,10.0,0.0,1.0,0.0,3.0,5.0,7.0,22.0,23.0,0.0,3.0,17.0,5.0,1.0,4.0,8.0,0.0,1.0,13.0,1.0,8.0,0.0,8.0,15.0,9.0,57.0,4.0,4.0,7.0,18.0,15.0,9.0,1.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,3.0,2.0,0.0,9.0,1.0,1.0,1.0,8.0,0.0,12.0,6.0,5.0,45.0,2.0
2015-14,7.0,3.0,3.0,55.0,4.0,0.0,3.0,0.0,40.0,0.0,37.0,1.0,5.0,2.0,3.0,2.0,21.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,18.0,11.0,0.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,9.0,32.0,2.0
2015-15,7.0,3.0,3.0,55.0,4.0,0.0,3.0,0.0,40.0,0.0,37.0,1.0,5.0,2.0,3.0,2.0,21.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,18.0,11.0,0.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,9.0,32.0,2.0
2015-16,7.0,3.0,3.0,55.0,4.0,0.0,3.0,0.0,40.0,0.0,37.0,1.0,5.0,2.0,3.0,2.0,21.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,18.0,11.0,0.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,9.0,32.0,2.0
2015-17,7.0,3.0,3.0,55.0,4.0,0.0,3.0,0.0,40.0,0.0,37.0,1.0,5.0,2.0,3.0,2.0,21.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,0.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,18.0,11.0,0.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,9.0,32.0,2.0
2015-18,5.0,3.0,3.0,48.0,0.0,0.0,6.0,3.0,12.0,1.0,38.0,2.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.0,2.0,20.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,42.0,0.0
2015-19,5.0,3.0,3.0,48.0,0.0,0.0,6.0,3.0,12.0,1.0,38.0,2.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.0,2.0,20.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,42.0,0.0
2015-20,5.0,3.0,3.0,48.0,0.0,0.0,6.0,3.0,12.0,1.0,38.0,2.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.0,2.0,20.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,42.0,0.0
2015-21,5.0,3.0,3.0,48.0,0.0,0.0,6.0,3.0,12.0,1.0,38.0,2.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.0,2.0,20.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,42.0,0.0
2015-22,5.0,3.0,3.0,48.0,0.0,0.0,6.0,3.0,12.0,1.0,38.0,2.0,5.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.0,2.0,20.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,42.0,0.0
2015-23,4.0,0.0,0.0,71.0,0.0,0.0,3.0,0.0,14.0,0.0,31.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,5.0,41.0,0.0
2015-24,4.0,0.0,0.0,71.0,0.0,0.0,3.0,0.0,14.0,0.0,31.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,5.0,41.0,0.0
2015-25,4.0,0.0,0.0,71.0,0.0,0.0,3.0,0.0,14.0,0.0,31.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,5.0,41.0,0.0
2015-26,4.0,0.0,0.0,71.0,0.0,0.0,3.0,0.0,14.0,0.0,31.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,5.0,41.0,0.0
2015-27,5.0,2.0,0.0,34.0,2.0,0.0,3.0,0.0,22.0,1.0,35.0,1.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,12.0,0.0,3.0,12.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,24.0,0.0
2015-28,5.0,2.0,0.0,34.0,2.0,0.0,3.0,0.0,22.0,1.0,35.0,1.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,12.0,0.0,3.0,12.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,24.0,0.0
2015-29,5.0,2.0,0.0,34.0,2.0,0.0,3.0,0.0,22.0,1.0,35.0,1.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,12.0,0.0,3.0,12.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,24.0,0.0
2015-30,5.0,2.0,0.0,34.0,2.0,0.0,3.0,0.0,22.0,1.0,35.0,1.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,12.0,0.0,3.0,12.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,24.0,0.0
2015-31,11.0,0.0,0.0,49.0,6.0,0.0,5.0,0.0,22.0,1.0,47.0,2.0,5.0,2.0,3.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,16.0,0.0,2.0,10.0,3.0,1.0,3.0,6.0,1.0,19.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,70.0,4.0,0.0,2.0,6.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,24.0,0.0,44.0,0.0,1.0,2.0,4.0,1.0,17.0,3.0,10.0,20.0,0.0
2015-32,11.0,0.0,0.0,49.0,6.0,0.0,5.0,0.0,22.0,1.0,47.0,2.0,5.0,2.0,3.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,16.0,0.0,2.0,10.0,3.0,1.0,3.0,6.0,1.0,19.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,70.0,4.0,0.0,2.0,6.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,24.0,0.0,44.0,0.0,1.0,2.0,4.0,1.0,17.0,3.0,10.0,20.0,0.0
2015-33,11.0,0.0,0.0,49.0,6.0,0.0,5.0,0.0,22.0,1.0,47.0,2.0,5.0,2.0,3.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,16.0,0.0,2.0,10.0,3.0,1.0,3.0,6.0,1.0,19.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,70.0,4.0,0.0,2.0,6.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,24.0,0.0,44.0,0.0,1.0,2.0,4.0,1.0,17.0,3.0,10.0,20.0,0.0
2015-34,11.0,0.0,0.0,49.0,6.0,0.0,5.0,0.0,22.0,1.0,47.0,2.0,5.0,2.0,3.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,16.0,0.0,2.0,10.0,3.0,1.0,3.0,6.0,1.0,19.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,70.0,4.0,0.0,2.0,6.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,24.0,0.0,44.0,0.0,1.0,2.0,4.0,1.0,17.0,3.0,10.0,20.0,0.0
2015-35,11.0,0.0,0.0,49.0,6.0,0.0,5.0,0.0,22.0,1.0,47.0,2.0,5.0,2.0,3.0,1.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,16.0,0.0,2.0,10.0,3.0,1.0,3.0,6.0,1.0,19.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,70.0,4.0,0.0,2.0,6.0,4.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,24.0,0.0,44.0,0.0,1.0,2.0,4.0,1.0,17.0,3.0,10.0,20.0,0.0
2015-36,20.0,0.0,5.0,53.0,2.0,3.0,0.0,0.0,31.0,3.0,58.0,3.0,6.0,1.0,3.0,2.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,0.0,2.0,14.0,0.0,4.0,4.0,6.0,15.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,33.0,37.0,0.0,5.0,29.0,2.0,0.0,4.0,9.0,0.0,35.0,10.0,0.0,0.0,21.0,0.0,7.0,6.0,61.0,4.0,0.0,10.0,2.0,8.0,14.0,1.0,3.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,3.0,61.0,1.0,85.0,1.0,2.0,2.0,1.0,0.0,15.0,7.0,16.0,33.0,0.0
2015-37,20.0,0.0,5.0,53.0,2.0,3.0,0.0,0.0,31.0,3.0,58.0,3.0,6.0,1.0,3.0,2.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,0.0,2.0,14.0,0.0,4.0,4.0,6.0,15.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,33.0,37.0,0.0,5.0,29.0,2.0,0.0,4.0,9.0,0.0,35.0,10.0,0.0,0.0,21.0,0.0,7.0,6.0,61.0,4.0,0.0,10.0,2.0,8.0,14.0,1.0,3.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,3.0,61.0,1.0,85.0,1.0,2.0,2.0,1.0,0.0,15.0,7.0,16.0,33.0,0.0
2015-38,20.0,0.0,5.0,53.0,2.0,3.0,0.0,0.0,31.0,3.0,58.0,3.0,6.0,1.0,3.0,2.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,0.0,2.0,14.0,0.0,4.0,4.0,6.0,15.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,33.0,37.0,0.0,5.0,29.0,2.0,0.0,4.0,9.0,0.0,35.0,10.0,0.0,0.0,21.0,0.0,7.0,6.0,61.0,4.0,0.0,10.0,2.0,8.0,14.0,1.0,3.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,3.0,61.0,1.0,85.0,1.0,2.0,2.0,1.0,0.0,15.0,7.0,16.0,33.0,0.0
2015-39,20.0,0.0,5.0,53.0,2.0,3.0,0.0,0.0,31.0,3.0,58.0,3.0,6.0,1.0,3.0,2.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,0.0,2.0,14.0,0.0,4.0,4.0,6.0,15.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,33.0,37.0,0.0,5.0,29.0,2.0,0.0,4.0,9.0,0.0,35.0,10.0,0.0,0.0,21.0,0.0,7.0,6.0,61.0,4.0,0.0,10.0,2.0,8.0,14.0,1.0,3.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,3.0,61.0,1.0,85.0,1.0,2.0,2.0,1.0,0.0,15.0,7.0,16.0,33.0,0.0
2015-40,15.0,0.0,0.0,42.0,4.0,0.0,8.0,3.0,33.0,2.0,62.0,3.0,6.0,4.0,5.0,3.0,22.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,3.0,2.0,4.0,1.0,11.0,5.0,0.0,12.0,0.0,7.0,2.0,4.0,7.0,9.0,0.0,1.0,0.0,5.0,0.0,3.0,41.0,47.0,0.0,5.0,15.0,5.0,0.0,1.0,5.0,0.0,18.0,8.0,1.0,0.0,15.0,0.0,0.0,8.0,75.0,0.0,0.0,4.0,13.0,2.0,11.0,1.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,2.0,34.0,1.0,35.0,0.0,1.0,2.0,0.0,1.0,12.0,6.0,15.0,27.0,0.0
2015-41,15.0,0.0,0.0,42.0,4.0,0.0,8.0,3.0,33.0,2.0,62.0,3.0,6.0,4.0,5.0,3.0,22.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,3.0,2.0,4.0,1.0,11.0,5.0,0.0,12.0,0.0,7.0,2.0,4.0,7.0,9.0,0.0,1.0,0.0,5.0,0.0,3.0,41.0,47.0,0.0,5.0,15.0,5.0,0.0,1.0,5.0,0.0,18.0,8.0,1.0,0.0,15.0,0.0,0.0,8.0,75.0,0.0,0.0,4.0,13.0,2.0,11.0,1.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,2.0,34.0,1.0,35.0,0.0,1.0,2.0,0.0,1.0,12.0,6.0,15.0,27.0,0.0
2015-42,15.0,0.0,0.0,42.0,4.0,0.0,8.0,3.0,33.0,2.0,62.0,3.0,6.0,4.0,5.0,3.0,22.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,3.0,2.0,4.0,1.0,11.0,5.0,0.0,12.0,0.0,7.0,2.0,4.0,7.0,9.0,0.0,1.0,0.0,5.0,0.0,3.0,41.0,47.0,0.0,5.0,15.0,5.0,0.0,1.0,5.0,0.0,18.0,8.0,1.0,0.0,15.0,0.0,0.0,8.0,75.0,0.0,0.0,4.0,13.0,2.0,11.0,1.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,2.0,34.0,1.0,35.0,0.0,1.0,2.0,0.0,1.0,12.0,6.0,15.0,27.0,0.0
2015-43,15.0,0.0,0.0,42.0,4.0,0.0,8.0,3.0,33.0,2.0,62.0,3.0,6.0,4.0,5.0,3.0,22.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,3.0,2.0,4.0,1.0,11.0,5.0,0.0,12.0,0.0,7.0,2.0,4.0,7.0,9.0,0.0,1.0,0.0,5.0,0.0,3.0,41.0,47.0,0.0,5.0,15.0,5.0,0.0,1.0,5.0,0.0,18.0,8.0,1.0,0.0,15.0,0.0,0.0,8.0,75.0,0.0,0.0,4.0,13.0,2.0,11.0,1.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,2.0,34.0,1.0,35.0,0.0,1.0,2.0,0.0,1.0,12.0,6.0,15.0,27.0,0.0
