date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,oklahoma flu,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu type a,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,flu in oklahoma,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2012-49,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,32.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,20.0,0.0,6.0,11.0,0.0,8.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2012-50,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,32.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,20.0,0.0,6.0,11.0,0.0,8.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2012-51,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,32.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,20.0,0.0,6.0,11.0,0.0,8.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2012-52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,32.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,7.0,0.0,5.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,20.0,0.0,6.0,11.0,0.0,8.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2013-01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-03,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-04,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-05,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-07,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-09,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,14.0,99.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,35.0,8.0,8.0,4.0,6.0,6.0,6.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,34.0,0.0,16.0,0.0,5.0,0.0,20.0,0.0,0.0,7.0,18.0
2013-15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0
2013-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0
2013-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0
2013-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0
2013-19,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2013-20,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2013-21,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2013-22,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
2013-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
2013-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
2013-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
2013-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
2013-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,53.0
2013-28,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,31.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,43.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,11.0,0.0,0.0,8.0,0.0,10.0,4.0,7.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2013-29,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,31.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,43.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,11.0,0.0,0.0,8.0,0.0,10.0,4.0,7.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2013-30,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,31.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,43.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,11.0,0.0,0.0,8.0,0.0,10.0,4.0,7.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
