date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,flu massachusetts,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu boston,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,cdc,type a influenza,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2010-40,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,0.0,41.0,3.0,5.0,0.0,1.0,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,17.0,34.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,43.0,0.0,10.0,29.0,0.0,9.0,9.0,11.0,0.0,6.0,10.0,8.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,46.0,0.0,2.0,2.0,0.0,61.0,7.0,7.0,0.0,0.0,25.0,25.0
2010-41,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,0.0,41.0,3.0,5.0,0.0,1.0,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,17.0,34.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,43.0,0.0,10.0,29.0,0.0,9.0,9.0,11.0,0.0,6.0,10.0,8.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,46.0,0.0,2.0,2.0,0.0,61.0,7.0,7.0,0.0,0.0,25.0,25.0
2010-42,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,0.0,41.0,3.0,5.0,0.0,1.0,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,17.0,34.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,43.0,0.0,10.0,29.0,0.0,9.0,9.0,11.0,0.0,6.0,10.0,8.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,46.0,0.0,2.0,2.0,0.0,61.0,7.0,7.0,0.0,0.0,25.0,25.0
2010-43,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,0.0,41.0,3.0,5.0,0.0,1.0,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,17.0,34.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,43.0,0.0,10.0,29.0,0.0,9.0,9.0,11.0,0.0,6.0,10.0,8.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,46.0,0.0,2.0,2.0,0.0,61.0,7.0,7.0,0.0,0.0,25.0,25.0
2010-44,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,0.0,41.0,3.0,5.0,0.0,1.0,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,17.0,34.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,43.0,0.0,10.0,29.0,0.0,9.0,9.0,11.0,0.0,6.0,10.0,8.0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,46.0,0.0,2.0,2.0,0.0,61.0,7.0,7.0,0.0,0.0,25.0,25.0
2010-45,14.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,63.0,0.0,31.0,0.0,39.0,3.0,2.0,0.0,0.0,9.0,6.0,5.0,0.0,6.0,4.0,6.0,6.0,23.0,6.0,7.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,11.0,17.0,0.0,27.0,0.0,0.0,18.0,1.0,1.0,36.0,0.0,9.0,19.0,0.0,24.0,3.0,33.0,4.0,13.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,5.0,5.0,13.0,0.0,0.0,8.0,43.0,0.0,6.0,5.0,7.0,20.0,7.0,0.0,0.0,25.0,25.0,0.0
2010-46,14.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,63.0,0.0,31.0,0.0,39.0,3.0,2.0,0.0,0.0,9.0,6.0,5.0,0.0,6.0,4.0,6.0,6.0,23.0,6.0,7.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,11.0,17.0,0.0,27.0,0.0,0.0,18.0,1.0,1.0,36.0,0.0,9.0,19.0,0.0,24.0,3.0,33.0,4.0,13.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,5.0,5.0,13.0,0.0,0.0,8.0,43.0,0.0,6.0,5.0,7.0,20.0,7.0,0.0,0.0,25.0,25.0,0.0
2010-47,14.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,63.0,0.0,31.0,0.0,39.0,3.0,2.0,0.0,0.0,9.0,6.0,5.0,0.0,6.0,4.0,6.0,6.0,23.0,6.0,7.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,11.0,17.0,0.0,27.0,0.0,0.0,18.0,1.0,1.0,36.0,0.0,9.0,19.0,0.0,24.0,3.0,33.0,4.0,13.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,5.0,5.0,13.0,0.0,0.0,8.0,43.0,0.0,6.0,5.0,7.0,20.0,7.0,0.0,0.0,25.0,25.0,0.0
2010-48,14.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,63.0,0.0,31.0,0.0,39.0,3.0,2.0,0.0,0.0,9.0,6.0,5.0,0.0,6.0,4.0,6.0,6.0,23.0,6.0,7.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,11.0,17.0,0.0,27.0,0.0,0.0,18.0,1.0,1.0,36.0,0.0,9.0,19.0,0.0,24.0,3.0,33.0,4.0,13.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,5.0,5.0,13.0,0.0,0.0,8.0,43.0,0.0,6.0,5.0,7.0,20.0,7.0,0.0,0.0,25.0,25.0,0.0
2010-49,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2010-50,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2010-51,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2010-52,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-01,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-02,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-03,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-04,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-05,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-06,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-07,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-08,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-09,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-10,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-11,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-12,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-13,5.0,0.0,30.0,30.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,21.0,0.0,0.0,46.0,2.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,38.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,46.0,0.0,0.0,0.0,12.0,36.0,1.0,1.0,38.0,0.0,6.0,13.0,6.0,22.0,5.0,20.0,2.0,12.0,0.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,58.0,0.0,4.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,17.0,0.0
2011-14,5.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,30.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,56.0,0.0,0.0,31.0,0.0,19.0,5.0,4.0,2.0,9.0,7.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,7.0,7.0,0.0,0.0,51.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,17.0,17.0,0.0
2011-15,5.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,30.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,56.0,0.0,0.0,31.0,0.0,19.0,5.0,4.0,2.0,9.0,7.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,7.0,7.0,0.0,0.0,51.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,17.0,17.0,0.0
2011-16,5.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,30.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,56.0,0.0,0.0,31.0,0.0,19.0,5.0,4.0,2.0,9.0,7.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,7.0,7.0,0.0,0.0,51.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,17.0,17.0,0.0
2011-17,5.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,30.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,56.0,0.0,0.0,31.0,0.0,19.0,5.0,4.0,2.0,9.0,7.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,7.0,7.0,0.0,0.0,51.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,17.0,17.0,0.0
2011-18,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,46.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,19.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-19,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,46.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,19.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-20,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,46.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,19.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-21,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,46.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,19.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
