date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,flu in oregon,reduce fever,cdc,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,flu oregon,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,portland flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2012-41,16.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,4.0,16.0,0.0,0.0,1.0,1.0,1.0,50.0,31.0,31.0,0.0,10.0,14.0,2.0,0.0,5.0,7.0,13.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,70.0,0.0,0.0,0.0,44.0,0.0,5.0,8.0,43.0,5.0,26.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,12.0,0.0,3.0,0.0,11.0,0.0,0.0,58.0,0.0,9.0,6.0,47.0,0.0,23.0,47.0,0.0,39.0,39.0,40.0
2012-42,16.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,4.0,16.0,0.0,0.0,1.0,1.0,1.0,50.0,31.0,31.0,0.0,10.0,14.0,2.0,0.0,5.0,7.0,13.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,70.0,0.0,0.0,0.0,44.0,0.0,5.0,8.0,43.0,5.0,26.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,12.0,0.0,3.0,0.0,11.0,0.0,0.0,58.0,0.0,9.0,6.0,47.0,0.0,23.0,47.0,0.0,39.0,39.0,40.0
2012-43,16.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,4.0,16.0,0.0,0.0,1.0,1.0,1.0,50.0,31.0,31.0,0.0,10.0,14.0,2.0,0.0,5.0,7.0,13.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,70.0,0.0,0.0,0.0,44.0,0.0,5.0,8.0,43.0,5.0,26.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,12.0,0.0,3.0,0.0,11.0,0.0,0.0,58.0,0.0,9.0,6.0,47.0,0.0,23.0,47.0,0.0,39.0,39.0,40.0
2012-44,16.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,4.0,16.0,0.0,0.0,1.0,1.0,1.0,50.0,31.0,31.0,0.0,10.0,14.0,2.0,0.0,5.0,7.0,13.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,70.0,0.0,0.0,0.0,44.0,0.0,5.0,8.0,43.0,5.0,26.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,12.0,0.0,3.0,0.0,11.0,0.0,0.0,58.0,0.0,9.0,6.0,47.0,0.0,23.0,47.0,0.0,39.0,39.0,40.0
2012-45,21.0,0.0,15.0,0.0,8.0,0.0,9.0,0.0,2.0,9.0,25.0,0.0,4.0,0.0,1.0,0.0,49.0,10.0,10.0,0.0,0.0,18.0,0.0,0.0,3.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,31.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,37.0,18.0,18.0,12.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,49.0,8.0,30.0,0.0,0.0,15.0,0.0,58.0,0.0,0.0,19.0,0.0,29.0,19.0,4.0,24.0,3.0,4.0,0.0,10.0,0.0,46.0,35.0,0.0,23.0,6.0,45.0,22.0,45.0,22.0,0.0,37.0,0.0,0.0
2012-46,21.0,0.0,15.0,0.0,8.0,0.0,9.0,0.0,2.0,9.0,25.0,0.0,4.0,0.0,1.0,0.0,49.0,10.0,10.0,0.0,0.0,18.0,0.0,0.0,3.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,31.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,37.0,18.0,18.0,12.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,49.0,8.0,30.0,0.0,0.0,15.0,0.0,58.0,0.0,0.0,19.0,0.0,29.0,19.0,4.0,24.0,3.0,4.0,0.0,10.0,0.0,46.0,35.0,0.0,23.0,6.0,45.0,22.0,45.0,22.0,0.0,37.0,0.0,0.0
2012-47,21.0,0.0,15.0,0.0,8.0,0.0,9.0,0.0,2.0,9.0,25.0,0.0,4.0,0.0,1.0,0.0,49.0,10.0,10.0,0.0,0.0,18.0,0.0,0.0,3.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,31.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,37.0,18.0,18.0,12.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,49.0,8.0,30.0,0.0,0.0,15.0,0.0,58.0,0.0,0.0,19.0,0.0,29.0,19.0,4.0,24.0,3.0,4.0,0.0,10.0,0.0,46.0,35.0,0.0,23.0,6.0,45.0,22.0,45.0,22.0,0.0,37.0,0.0,0.0
2012-48,21.0,0.0,15.0,0.0,8.0,0.0,9.0,0.0,2.0,9.0,25.0,0.0,4.0,0.0,1.0,0.0,49.0,10.0,10.0,0.0,0.0,18.0,0.0,0.0,3.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,10.0,31.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,37.0,18.0,18.0,12.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,49.0,8.0,30.0,0.0,0.0,15.0,0.0,58.0,0.0,0.0,19.0,0.0,29.0,19.0,4.0,24.0,3.0,4.0,0.0,10.0,0.0,46.0,35.0,0.0,23.0,6.0,45.0,22.0,45.0,22.0,0.0,37.0,0.0,0.0
2012-49,13.0,8.0,8.0,12.0,8.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,6.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,21.0,1.0,5.0,0.0,1.0,38.0,0.0,19.0,0.0,13.0,25.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,2.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,37.0,0.0,0.0,15.0,0.0,10.0,0.0,72.0,0.0,0.0,0.0,20.0,40.0,0.0,5.0,8.0,3.0,0.0,10.0,10.0,0.0,16.0,36.0,0.0,3.0,0.0,23.0,0.0,23.0,23.0,39.0,38.0,0.0,38.0
2012-50,13.0,8.0,8.0,12.0,8.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,6.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,21.0,1.0,5.0,0.0,1.0,38.0,0.0,19.0,0.0,13.0,25.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,2.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,37.0,0.0,0.0,15.0,0.0,10.0,0.0,72.0,0.0,0.0,0.0,20.0,40.0,0.0,5.0,8.0,3.0,0.0,10.0,10.0,0.0,16.0,36.0,0.0,3.0,0.0,23.0,0.0,23.0,23.0,39.0,38.0,0.0,38.0
2012-51,13.0,8.0,8.0,12.0,8.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,6.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,21.0,1.0,5.0,0.0,1.0,38.0,0.0,19.0,0.0,13.0,25.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,2.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,37.0,0.0,0.0,15.0,0.0,10.0,0.0,72.0,0.0,0.0,0.0,20.0,40.0,0.0,5.0,8.0,3.0,0.0,10.0,10.0,0.0,16.0,36.0,0.0,3.0,0.0,23.0,0.0,23.0,23.0,39.0,38.0,0.0,38.0
2012-52,13.0,8.0,8.0,12.0,8.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,6.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,21.0,1.0,5.0,0.0,1.0,38.0,0.0,19.0,0.0,13.0,25.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,2.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,37.0,0.0,0.0,15.0,0.0,10.0,0.0,72.0,0.0,0.0,0.0,20.0,40.0,0.0,5.0,8.0,3.0,0.0,10.0,10.0,0.0,16.0,36.0,0.0,3.0,0.0,23.0,0.0,23.0,23.0,39.0,38.0,0.0,38.0
2013-01,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-02,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-03,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-04,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-05,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-06,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-07,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-08,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-09,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-10,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-11,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-12,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-13,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-14,16.0,0.0,0.0,100.0,0.0,2.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,1.0,47.0,18.0,18.0,0.0,0.0,8.0,1.0,0.0,4.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,54.0,1.0,0.0,19.0,19.0,0.0,15.0,5.0,55.0,12.0,5.0,14.0,0.0,9.0,0.0,67.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,0.0,5.0,5.0,41.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0
2013-15,8.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,43.0,26.0,9.0,0.0,0.0,8.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,5.0,9.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,8.0,2.0,0.0,9.0,9.0,9.0,9.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,68.0,0.0
2013-16,8.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,43.0,26.0,9.0,0.0,0.0,8.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,5.0,9.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,8.0,2.0,0.0,9.0,9.0,9.0,9.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,68.0,0.0
2013-17,8.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,43.0,26.0,9.0,0.0,0.0,8.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,5.0,9.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,8.0,2.0,0.0,9.0,9.0,9.0,9.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,68.0,0.0
2013-18,8.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,43.0,26.0,9.0,0.0,0.0,8.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,5.0,9.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,8.0,2.0,0.0,9.0,9.0,9.0,9.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,68.0,0.0
2013-19,8.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,18.0,36.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,5.0,0.0,67.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,3.0,3.0,0.0,22.0,22.0,22.0,0.0,0.0,36.0,36.0
2013-20,8.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,18.0,36.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,5.0,0.0,67.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,3.0,3.0,0.0,22.0,22.0,22.0,0.0,0.0,36.0,36.0
2013-21,8.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,18.0,36.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,5.0,0.0,67.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,3.0,3.0,0.0,22.0,22.0,22.0,0.0,0.0,36.0,36.0
2013-22,8.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,18.0,36.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,5.0,0.0,67.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,3.0,3.0,0.0,22.0,22.0,22.0,0.0,0.0,36.0,36.0
