date,north_dakota_flu,flu,influenza a and b,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,how long contagious,i have the flu,low body,flu treatment,man flu,is the flu contagious,flu shot,flu vs cold,flu symptoms 2018,human temperature,high fever,cold vs flu,dog flu,influenza symptoms,the flu virus,side effects of flu shot,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,cdc flu map,fever flu,stomach flu,how long does flu last,influenza a,swine flu,flu cough,contagious flu,signs of flu,normal body,is flu contagious,ear thermometer,flu fever,symptoms of the flu,taking temperature,keto flu,flu contagious,bronchitis,flu symptoms 2017,symptoms of bronchitis,oscillococcinum,flu medicine,flu shot side effects,body temperature,target
2011-37,0.42462799999999995,52.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,36.0,0.0,28.0,0.0,31.0,0.0,0.0,35.0,0.0,39.0,48.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,46.0,0.0,93.0,65.0,35.0,0.593692
2011-38,0.593692,52.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,36.0,0.0,28.0,0.0,31.0,0.0,0.0,35.0,0.0,39.0,48.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,46.0,0.0,93.0,65.0,35.0,0.496175
2011-39,0.496175,52.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,36.0,0.0,28.0,0.0,31.0,0.0,0.0,35.0,0.0,39.0,48.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,46.0,0.0,93.0,65.0,35.0,0.67955
2011-40,0.67955,17.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,48.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,0.6368159999999999
2011-41,0.6368159999999999,17.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,48.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,0.622051
2011-42,0.622051,17.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,48.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,0.341807
2011-43,0.341807,17.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,48.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,0.605144
2011-44,0.605144,17.0,0.0,50.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,48.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,0.695024
2011-45,0.695024,22.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,47.0,0.0,0.0,45.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,71.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,23.0,0.523972
2011-46,0.523972,22.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,47.0,0.0,0.0,45.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,71.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,23.0,1.22739
2011-47,1.22739,22.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,47.0,0.0,0.0,45.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,71.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,23.0,0.45180699999999996
2011-48,0.45180699999999996,22.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,47.0,0.0,0.0,45.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,71.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,23.0,0.744269
2011-49,0.744269,17.0,0.0,64.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,57.0,0.0,0.0,39.0,57.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,32.0,0.0,0.0,50.0,0.0,52.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,95.0,0.0,0.0,0.0,24.0,1.0572700000000002
2011-50,1.0572700000000002,17.0,0.0,64.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,57.0,0.0,0.0,39.0,57.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,32.0,0.0,0.0,50.0,0.0,52.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,95.0,0.0,0.0,0.0,24.0,0.7635529999999999
2011-51,0.7635529999999999,17.0,0.0,64.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,57.0,0.0,0.0,39.0,57.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,32.0,0.0,0.0,50.0,0.0,52.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,95.0,0.0,0.0,0.0,24.0,0.433487
2011-52,0.433487,17.0,0.0,64.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.0,57.0,0.0,0.0,39.0,57.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,32.0,0.0,0.0,50.0,0.0,52.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,95.0,0.0,0.0,0.0,24.0,0.600052
2012-01,0.600052,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,0.42452799999999996
2012-02,0.42452799999999996,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,0.6498189999999999
2012-03,0.6498189999999999,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,0.9399860000000001
2012-04,0.9399860000000001,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.06092
2012-05,1.06092,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.37287
2012-06,1.37287,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.1170200000000001
2012-07,1.1170200000000001,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.09466
2012-08,1.09466,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.21951
2012-09,1.21951,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,0.955414
2012-10,0.955414,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,2.52556
2012-11,2.52556,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.93892
2012-12,1.93892,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,0.884956
2012-13,0.884956,7.0,0.0,61.0,0.0,51.0,25.0,0.0,18.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,65.0,0.0,55.0,8.0,0.0,0.0,45.0,0.0,21.0,0.0,0.0,65.0,0.0,0.0,0.0,37.0,40.0,0.0,41.0,0.0,0.0,0.0,21.0,1.39485
2012-14,1.39485,10.0,0.0,21.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,43.0,0.0,0.0,0.0,22.0,1.18265
2012-15,1.18265,10.0,0.0,21.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,43.0,0.0,0.0,0.0,22.0,1.2476
2012-16,1.2476,10.0,0.0,21.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,43.0,0.0,0.0,0.0,22.0,0.514139
2012-17,0.514139,10.0,0.0,21.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,43.0,0.0,0.0,0.0,22.0,0.41322299999999995
2012-18,0.41322299999999995,10.0,0.0,21.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,43.0,0.0,0.0,0.0,22.0,0.5551699999999999
2012-19,0.5551699999999999,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,38.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,47.0,0.0,0.0,0.0,24.0,0.608643
2012-20,0.608643,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,38.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,47.0,0.0,0.0,0.0,24.0,0.0816993
2012-21,0.0816993,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,38.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,47.0,0.0,0.0,0.0,24.0,0.35149400000000003
2012-22,0.35149400000000003,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,38.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,47.0,0.0,0.0,0.0,24.0,0.0001
2012-23,0.0001,12.0,0.0,22.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,30.0,79.0,27.0,34.0,0.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,23.0,0.208333
2012-24,0.208333,12.0,0.0,22.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,30.0,79.0,27.0,34.0,0.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,23.0,0.224719
2012-25,0.224719,12.0,0.0,22.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,30.0,79.0,27.0,34.0,0.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0001
2012-26,0.0001,12.0,0.0,22.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,30.0,79.0,27.0,34.0,0.0,38.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0001
2012-27,0.0001,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0001
2012-28,0.0001,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0001
2012-29,0.0001,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0001
2012-30,0.0001,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.673077
2012-31,0.673077,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.11848299999999999
2012-32,0.11848299999999999,17.0,0.0,55.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,50.0,0.0,28.0,0.0,0.0,31.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,85.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,0.083612
2012-33,0.083612,17.0,0.0,55.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,50.0,0.0,28.0,0.0,0.0,31.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,85.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,0.354296
2012-34,0.354296,17.0,0.0,55.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,50.0,0.0,28.0,0.0,0.0,31.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,85.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,0.219298
2012-35,0.219298,17.0,0.0,55.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,50.0,0.0,28.0,0.0,0.0,31.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,85.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0001
2012-36,0.0001,43.0,0.0,67.0,0.0,0.0,0.0,75.0,31.0,10.0,0.0,22.0,0.0,25.0,0.0,0.0,42.0,0.0,0.0,0.0,74.0,0.0,46.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,38.0,0.0,43.0,0.0,0.0,0.0,47.0,0.0,0.0,43.0,0.0,52.0,56.0,0.364299
2012-37,0.364299,43.0,0.0,67.0,0.0,0.0,0.0,75.0,31.0,10.0,0.0,22.0,0.0,25.0,0.0,0.0,42.0,0.0,0.0,0.0,74.0,0.0,46.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,38.0,0.0,43.0,0.0,0.0,0.0,47.0,0.0,0.0,43.0,0.0,52.0,56.0,0.0001
