date,california_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu shot kaiser,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,california flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2013-17,1.7337,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0,1.6856,1.62542,1.59179,1.59109
2013-18,1.6856,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0,1.62542,1.69397,1.52385,1.41541
2013-19,1.62542,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0,1.69397,1.59179,1.5464799999999999,1.43255
2013-20,1.69397,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0,1.59179,1.52385,1.5856700000000001,1.2505600000000001
2013-21,1.59179,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0,1.52385,1.5464799999999999,1.59109,1.3039100000000001
2013-22,1.52385,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0,1.5464799999999999,1.5856700000000001,1.41541,1.3224
2013-23,1.5464799999999999,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0,1.5856700000000001,1.59109,1.43255,1.2281799999999998
2013-24,1.5856700000000001,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0,1.59109,1.41541,1.2505600000000001,1.32131
2013-25,1.59109,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0,1.41541,1.43255,1.3039100000000001,1.21946
2013-26,1.41541,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0,1.43255,1.2505600000000001,1.3224,1.19376
2013-27,1.43255,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0,1.2505600000000001,1.3039100000000001,1.2281799999999998,1.53035
2013-28,1.2505600000000001,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0,1.3039100000000001,1.3224,1.32131,1.63164
2013-29,1.3039100000000001,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0,1.3224,1.2281799999999998,1.21946,1.70543
2013-30,1.3224,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0,1.2281799999999998,1.32131,1.19376,1.67839
2013-31,1.2281799999999998,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0,1.32131,1.21946,1.53035,1.9458099999999998
2013-32,1.32131,16.0,7.0,20.0,7.0,0.0,1.0,1.0,2.0,12.0,23.0,20.0,0.0,7.0,0.0,30.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,8.0,0.0,2.0,26.0,6.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,26.0,46.0,3.0,0.0,5.0,2.0,6.0,10.0,8.0,2.0,0.0,12.0,69.0,0.0,0.0,48.0,0.0,2.0,4.0,31.0,2.0,0.0,0.0,0.0,77.0,3.0,1.0,9.0,40.0,4.0,12.0,0.0,13.0,0.0,68.0,0.0,0.0,2.0,0.0,11.0,6.0,37.0,0.0,5.0,1.0,10.0,4.0,10.0,9.0,1.0,3.0,1.0,75.0,1.21946,1.19376,1.63164,1.5247899999999999
2013-33,1.21946,16.0,7.0,20.0,7.0,0.0,1.0,1.0,2.0,12.0,23.0,20.0,0.0,7.0,0.0,30.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,8.0,0.0,2.0,26.0,6.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,26.0,46.0,3.0,0.0,5.0,2.0,6.0,10.0,8.0,2.0,0.0,12.0,69.0,0.0,0.0,48.0,0.0,2.0,4.0,31.0,2.0,0.0,0.0,0.0,77.0,3.0,1.0,9.0,40.0,4.0,12.0,0.0,13.0,0.0,68.0,0.0,0.0,2.0,0.0,11.0,6.0,37.0,0.0,5.0,1.0,10.0,4.0,10.0,9.0,1.0,3.0,1.0,75.0,1.19376,1.53035,1.70543,1.75269
2013-34,1.19376,16.0,7.0,20.0,7.0,0.0,1.0,1.0,2.0,12.0,23.0,20.0,0.0,7.0,0.0,30.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,8.0,0.0,2.0,26.0,6.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,26.0,46.0,3.0,0.0,5.0,2.0,6.0,10.0,8.0,2.0,0.0,12.0,69.0,0.0,0.0,48.0,0.0,2.0,4.0,31.0,2.0,0.0,0.0,0.0,77.0,3.0,1.0,9.0,40.0,4.0,12.0,0.0,13.0,0.0,68.0,0.0,0.0,2.0,0.0,11.0,6.0,37.0,0.0,5.0,1.0,10.0,4.0,10.0,9.0,1.0,3.0,1.0,75.0,1.53035,1.63164,1.67839,1.74662
2013-35,1.53035,16.0,7.0,20.0,7.0,0.0,1.0,1.0,2.0,12.0,23.0,20.0,0.0,7.0,0.0,30.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,8.0,0.0,2.0,26.0,6.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,26.0,46.0,3.0,0.0,5.0,2.0,6.0,10.0,8.0,2.0,0.0,12.0,69.0,0.0,0.0,48.0,0.0,2.0,4.0,31.0,2.0,0.0,0.0,0.0,77.0,3.0,1.0,9.0,40.0,4.0,12.0,0.0,13.0,0.0,68.0,0.0,0.0,2.0,0.0,11.0,6.0,37.0,0.0,5.0,1.0,10.0,4.0,10.0,9.0,1.0,3.0,1.0,75.0,1.63164,1.70543,1.9458099999999998,1.77965
2013-36,1.63164,26.0,7.0,26.0,13.0,20.0,1.0,2.0,3.0,13.0,13.0,16.0,0.0,6.0,0.0,40.0,5.0,2.0,0.0,0.0,16.0,9.0,0.0,15.0,1.0,10.0,22.0,0.0,1.0,9.0,1.0,4.0,27.0,11.0,3.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,35.0,42.0,7.0,0.0,8.0,2.0,5.0,11.0,4.0,5.0,5.0,11.0,57.0,0.0,0.0,53.0,0.0,5.0,4.0,37.0,3.0,0.0,0.0,0.0,75.0,4.0,0.0,13.0,41.0,4.0,7.0,2.0,9.0,0.0,66.0,0.0,0.0,2.0,1.0,14.0,6.0,35.0,1.0,4.0,2.0,6.0,12.0,14.0,17.0,1.0,3.0,1.0,68.0,1.70543,1.67839,1.5247899999999999,1.9930700000000001
2013-37,1.70543,26.0,7.0,26.0,13.0,20.0,1.0,2.0,3.0,13.0,13.0,16.0,0.0,6.0,0.0,40.0,5.0,2.0,0.0,0.0,16.0,9.0,0.0,15.0,1.0,10.0,22.0,0.0,1.0,9.0,1.0,4.0,27.0,11.0,3.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,35.0,42.0,7.0,0.0,8.0,2.0,5.0,11.0,4.0,5.0,5.0,11.0,57.0,0.0,0.0,53.0,0.0,5.0,4.0,37.0,3.0,0.0,0.0,0.0,75.0,4.0,0.0,13.0,41.0,4.0,7.0,2.0,9.0,0.0,66.0,0.0,0.0,2.0,1.0,14.0,6.0,35.0,1.0,4.0,2.0,6.0,12.0,14.0,17.0,1.0,3.0,1.0,68.0,1.67839,1.9458099999999998,1.75269,2.29774
2013-38,1.67839,26.0,7.0,26.0,13.0,20.0,1.0,2.0,3.0,13.0,13.0,16.0,0.0,6.0,0.0,40.0,5.0,2.0,0.0,0.0,16.0,9.0,0.0,15.0,1.0,10.0,22.0,0.0,1.0,9.0,1.0,4.0,27.0,11.0,3.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,35.0,42.0,7.0,0.0,8.0,2.0,5.0,11.0,4.0,5.0,5.0,11.0,57.0,0.0,0.0,53.0,0.0,5.0,4.0,37.0,3.0,0.0,0.0,0.0,75.0,4.0,0.0,13.0,41.0,4.0,7.0,2.0,9.0,0.0,66.0,0.0,0.0,2.0,1.0,14.0,6.0,35.0,1.0,4.0,2.0,6.0,12.0,14.0,17.0,1.0,3.0,1.0,68.0,1.9458099999999998,1.5247899999999999,1.74662,2.29161
2013-39,1.9458099999999998,26.0,7.0,26.0,13.0,20.0,1.0,2.0,3.0,13.0,13.0,16.0,0.0,6.0,0.0,40.0,5.0,2.0,0.0,0.0,16.0,9.0,0.0,15.0,1.0,10.0,22.0,0.0,1.0,9.0,1.0,4.0,27.0,11.0,3.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,35.0,42.0,7.0,0.0,8.0,2.0,5.0,11.0,4.0,5.0,5.0,11.0,57.0,0.0,0.0,53.0,0.0,5.0,4.0,37.0,3.0,0.0,0.0,0.0,75.0,4.0,0.0,13.0,41.0,4.0,7.0,2.0,9.0,0.0,66.0,0.0,0.0,2.0,1.0,14.0,6.0,35.0,1.0,4.0,2.0,6.0,12.0,14.0,17.0,1.0,3.0,1.0,68.0,1.5247899999999999,1.75269,1.77965,2.13404
2013-40,1.5247899999999999,26.0,7.0,26.0,13.0,20.0,1.0,2.0,3.0,13.0,13.0,16.0,0.0,6.0,0.0,40.0,5.0,2.0,0.0,0.0,16.0,9.0,0.0,15.0,1.0,10.0,22.0,0.0,1.0,9.0,1.0,4.0,27.0,11.0,3.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,35.0,42.0,7.0,0.0,8.0,2.0,5.0,11.0,4.0,5.0,5.0,11.0,57.0,0.0,0.0,53.0,0.0,5.0,4.0,37.0,3.0,0.0,0.0,0.0,75.0,4.0,0.0,13.0,41.0,4.0,7.0,2.0,9.0,0.0,66.0,0.0,0.0,2.0,1.0,14.0,6.0,35.0,1.0,4.0,2.0,6.0,12.0,14.0,17.0,1.0,3.0,1.0,68.0,1.75269,1.74662,1.9930700000000001,2.59558
2013-41,1.75269,20.0,20.0,7.0,7.0,7.0,0.0,2.0,6.0,7.0,20.0,30.0,7.0,13.0,0.0,41.0,4.0,2.0,0.0,0.0,14.0,10.0,0.0,13.0,3.0,11.0,29.0,1.0,2.0,8.0,2.0,4.0,38.0,5.0,4.0,21.0,8.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,23.0,41.0,5.0,0.0,10.0,3.0,8.0,9.0,5.0,2.0,0.0,6.0,48.0,0.0,0.0,55.0,0.0,5.0,5.0,23.0,4.0,0.0,0.0,0.0,76.0,6.0,2.0,14.0,31.0,9.0,14.0,2.0,14.0,0.0,72.0,0.0,0.0,2.0,1.0,7.0,7.0,44.0,0.0,8.0,3.0,10.0,5.0,19.0,30.0,1.0,7.0,1.0,69.0,1.74662,1.77965,2.29774,2.32553
2013-42,1.74662,20.0,20.0,7.0,7.0,7.0,0.0,2.0,6.0,7.0,20.0,30.0,7.0,13.0,0.0,41.0,4.0,2.0,0.0,0.0,14.0,10.0,0.0,13.0,3.0,11.0,29.0,1.0,2.0,8.0,2.0,4.0,38.0,5.0,4.0,21.0,8.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,23.0,41.0,5.0,0.0,10.0,3.0,8.0,9.0,5.0,2.0,0.0,6.0,48.0,0.0,0.0,55.0,0.0,5.0,5.0,23.0,4.0,0.0,0.0,0.0,76.0,6.0,2.0,14.0,31.0,9.0,14.0,2.0,14.0,0.0,72.0,0.0,0.0,2.0,1.0,7.0,7.0,44.0,0.0,8.0,3.0,10.0,5.0,19.0,30.0,1.0,7.0,1.0,69.0,1.77965,1.9930700000000001,2.29161,2.77058
2013-43,1.77965,20.0,20.0,7.0,7.0,7.0,0.0,2.0,6.0,7.0,20.0,30.0,7.0,13.0,0.0,41.0,4.0,2.0,0.0,0.0,14.0,10.0,0.0,13.0,3.0,11.0,29.0,1.0,2.0,8.0,2.0,4.0,38.0,5.0,4.0,21.0,8.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,23.0,41.0,5.0,0.0,10.0,3.0,8.0,9.0,5.0,2.0,0.0,6.0,48.0,0.0,0.0,55.0,0.0,5.0,5.0,23.0,4.0,0.0,0.0,0.0,76.0,6.0,2.0,14.0,31.0,9.0,14.0,2.0,14.0,0.0,72.0,0.0,0.0,2.0,1.0,7.0,7.0,44.0,0.0,8.0,3.0,10.0,5.0,19.0,30.0,1.0,7.0,1.0,69.0,1.9930700000000001,2.29774,2.13404,3.1557
2013-44,1.9930700000000001,20.0,20.0,7.0,7.0,7.0,0.0,2.0,6.0,7.0,20.0,30.0,7.0,13.0,0.0,41.0,4.0,2.0,0.0,0.0,14.0,10.0,0.0,13.0,3.0,11.0,29.0,1.0,2.0,8.0,2.0,4.0,38.0,5.0,4.0,21.0,8.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,23.0,41.0,5.0,0.0,10.0,3.0,8.0,9.0,5.0,2.0,0.0,6.0,48.0,0.0,0.0,55.0,0.0,5.0,5.0,23.0,4.0,0.0,0.0,0.0,76.0,6.0,2.0,14.0,31.0,9.0,14.0,2.0,14.0,0.0,72.0,0.0,0.0,2.0,1.0,7.0,7.0,44.0,0.0,8.0,3.0,10.0,5.0,19.0,30.0,1.0,7.0,1.0,69.0,2.29774,2.29161,2.59558,5.10491
2013-45,2.29774,22.0,14.0,14.0,14.0,7.0,1.0,2.0,8.0,11.0,37.0,43.0,7.0,17.0,0.0,53.0,7.0,4.0,0.0,0.0,19.0,15.0,0.0,23.0,2.0,15.0,33.0,1.0,1.0,7.0,4.0,6.0,49.0,11.0,9.0,23.0,12.0,3.0,0.0,0.0,0.0,2.0,4.0,10.0,1.0,6.0,53.0,16.0,1.0,13.0,6.0,14.0,12.0,13.0,2.0,5.0,8.0,47.0,0.0,0.0,71.0,1.0,7.0,11.0,16.0,4.0,1.0,0.0,0.0,77.0,7.0,2.0,16.0,32.0,17.0,26.0,6.0,18.0,0.0,74.0,0.0,0.0,3.0,2.0,8.0,17.0,58.0,1.0,12.0,5.0,21.0,13.0,31.0,49.0,1.0,4.0,5.0,56.0,2.29161,2.13404,2.32553,5.1101
2013-46,2.29161,22.0,14.0,14.0,14.0,7.0,1.0,2.0,8.0,11.0,37.0,43.0,7.0,17.0,0.0,53.0,7.0,4.0,0.0,0.0,19.0,15.0,0.0,23.0,2.0,15.0,33.0,1.0,1.0,7.0,4.0,6.0,49.0,11.0,9.0,23.0,12.0,3.0,0.0,0.0,0.0,2.0,4.0,10.0,1.0,6.0,53.0,16.0,1.0,13.0,6.0,14.0,12.0,13.0,2.0,5.0,8.0,47.0,0.0,0.0,71.0,1.0,7.0,11.0,16.0,4.0,1.0,0.0,0.0,77.0,7.0,2.0,16.0,32.0,17.0,26.0,6.0,18.0,0.0,74.0,0.0,0.0,3.0,2.0,8.0,17.0,58.0,1.0,12.0,5.0,21.0,13.0,31.0,49.0,1.0,4.0,5.0,56.0,2.13404,2.59558,2.77058,4.61744
2013-47,2.13404,22.0,14.0,14.0,14.0,7.0,1.0,2.0,8.0,11.0,37.0,43.0,7.0,17.0,0.0,53.0,7.0,4.0,0.0,0.0,19.0,15.0,0.0,23.0,2.0,15.0,33.0,1.0,1.0,7.0,4.0,6.0,49.0,11.0,9.0,23.0,12.0,3.0,0.0,0.0,0.0,2.0,4.0,10.0,1.0,6.0,53.0,16.0,1.0,13.0,6.0,14.0,12.0,13.0,2.0,5.0,8.0,47.0,0.0,0.0,71.0,1.0,7.0,11.0,16.0,4.0,1.0,0.0,0.0,77.0,7.0,2.0,16.0,32.0,17.0,26.0,6.0,18.0,0.0,74.0,0.0,0.0,3.0,2.0,8.0,17.0,58.0,1.0,12.0,5.0,21.0,13.0,31.0,49.0,1.0,4.0,5.0,56.0,2.59558,2.32553,3.1557,4.57287
