date,virginia_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,fever,over the counter flu medicine,the flu symptoms,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,treatment for flu,cdc flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,virginia flu,what is flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2015-48,2.1701599999999996,14.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,32.0,16.0,0.0,21.0,0.0,87.0,6.0,8.0,0.0,0.0,12.0,9.0,0.0,9.0,1.0,9.0,38.0,0.0,0.0,5.0,0.0,39.0,0.0,25.0,1.0,1.0,0.0,13.0,0.0,6.0,6.0,6.0,12.0,0.0,15.0,59.0,0.0,16.0,0.0,5.0,20.0,31.0,10.0,26.0,0.0,0.0,11.0,45.0,9.0,6.0,11.0,38.0,2.0,6.0,3.0,1.0,0.0,0.0,74.0,19.0,0.0,13.0,17.0,4.0,2.0,0.0,7.0,20.0,7.0,14.0,3.0,11.0,0.0,5.0,1.0,79.0,13.0,10.0,13.0,0.0,11.0,15.0,8.0,7.0,5.0,7.0,3.0,67.0,2.07325,2.22075,2.80804,2.18843
2015-49,2.07325,14.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,32.0,16.0,0.0,21.0,0.0,87.0,6.0,8.0,0.0,0.0,12.0,9.0,0.0,9.0,1.0,9.0,38.0,0.0,0.0,5.0,0.0,39.0,0.0,25.0,1.0,1.0,0.0,13.0,0.0,6.0,6.0,6.0,12.0,0.0,15.0,59.0,0.0,16.0,0.0,5.0,20.0,31.0,10.0,26.0,0.0,0.0,11.0,45.0,9.0,6.0,11.0,38.0,2.0,6.0,3.0,1.0,0.0,0.0,74.0,19.0,0.0,13.0,17.0,4.0,2.0,0.0,7.0,20.0,7.0,14.0,3.0,11.0,0.0,5.0,1.0,79.0,13.0,10.0,13.0,0.0,11.0,15.0,8.0,7.0,5.0,7.0,3.0,67.0,2.22075,2.36551,2.67095,1.93452
2015-50,2.22075,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.36551,2.80804,2.32881,1.7453400000000001
2015-51,2.36551,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.80804,2.67095,2.22837,1.9085
2015-52,2.80804,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.67095,2.32881,2.18843,2.32802
2015-53,2.67095,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.32881,2.22837,1.93452,2.69247
2016-01,2.32881,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.22837,2.18843,1.7453400000000001,3.34539
2016-02,2.22837,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.18843,1.93452,1.9085,3.94309
2016-03,2.18843,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,1.93452,1.7453400000000001,2.32802,3.7071
2016-04,1.93452,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,1.7453400000000001,1.9085,2.69247,3.1451700000000002
2016-05,1.7453400000000001,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,1.9085,2.32802,3.34539,2.8142400000000003
2016-06,1.9085,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.32802,2.69247,3.94309,2.43005
2016-07,2.32802,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.69247,3.34539,3.7071,2.4967599999999996
2016-08,2.69247,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,3.34539,3.94309,3.1451700000000002,2.61728
2016-09,3.34539,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,3.94309,3.7071,2.8142400000000003,2.52094
2016-10,3.94309,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,3.7071,3.1451700000000002,2.43005,2.17544
2016-11,3.7071,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,3.1451700000000002,2.8142400000000003,2.4967599999999996,1.8763599999999998
2016-12,3.1451700000000002,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.8142400000000003,2.43005,2.61728,1.75606
2016-13,2.8142400000000003,14.0,41.0,0.0,61.0,20.0,0.0,2.0,3.0,7.0,9.0,22.0,0.0,9.0,1.0,53.0,10.0,3.0,0.0,0.0,14.0,9.0,0.0,18.0,3.0,9.0,13.0,0.0,0.0,10.0,2.0,31.0,3.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,10.0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,0.0,21.0,21.0,8.0,17.0,9.0,0.0,0.0,51.0,8.0,8.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0,19.0,0.0,14.0,27.0,2.0,6.0,0.0,4.0,21.0,3.0,13.0,0.0,7.0,1.0,6.0,0.0,63.0,10.0,10.0,13.0,0.0,14.0,18.0,15.0,3.0,5.0,3.0,0.0,80.0,2.43005,2.4967599999999996,2.52094,1.71059
2016-14,2.43005,12.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,18.0,0.0,0.0,0.0,40.0,6.0,5.0,0.0,0.0,9.0,9.0,0.0,8.0,1.0,5.0,17.0,4.0,0.0,4.0,0.0,25.0,2.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,78.0,0.0,5.0,5.0,0.0,13.0,9.0,9.0,34.0,9.0,0.0,19.0,71.0,9.0,4.0,9.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,74.0,18.0,0.0,8.0,26.0,2.0,8.0,0.0,2.0,17.0,0.0,9.0,3.0,6.0,1.0,4.0,0.0,46.0,0.0,8.0,3.0,3.0,8.0,14.0,4.0,7.0,4.0,3.0,0.0,84.0,2.4967599999999996,2.61728,2.17544,1.66439
2016-15,2.4967599999999996,12.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,18.0,0.0,0.0,0.0,40.0,6.0,5.0,0.0,0.0,9.0,9.0,0.0,8.0,1.0,5.0,17.0,4.0,0.0,4.0,0.0,25.0,2.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,78.0,0.0,5.0,5.0,0.0,13.0,9.0,9.0,34.0,9.0,0.0,19.0,71.0,9.0,4.0,9.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,74.0,18.0,0.0,8.0,26.0,2.0,8.0,0.0,2.0,17.0,0.0,9.0,3.0,6.0,1.0,4.0,0.0,46.0,0.0,8.0,3.0,3.0,8.0,14.0,4.0,7.0,4.0,3.0,0.0,84.0,2.61728,2.52094,1.8763599999999998,1.34067
2016-16,2.61728,12.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,18.0,0.0,0.0,0.0,40.0,6.0,5.0,0.0,0.0,9.0,9.0,0.0,8.0,1.0,5.0,17.0,4.0,0.0,4.0,0.0,25.0,2.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,78.0,0.0,5.0,5.0,0.0,13.0,9.0,9.0,34.0,9.0,0.0,19.0,71.0,9.0,4.0,9.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,74.0,18.0,0.0,8.0,26.0,2.0,8.0,0.0,2.0,17.0,0.0,9.0,3.0,6.0,1.0,4.0,0.0,46.0,0.0,8.0,3.0,3.0,8.0,14.0,4.0,7.0,4.0,3.0,0.0,84.0,2.52094,2.17544,1.75606,1.43361
2016-17,2.52094,12.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,18.0,0.0,0.0,0.0,40.0,6.0,5.0,0.0,0.0,9.0,9.0,0.0,8.0,1.0,5.0,17.0,4.0,0.0,4.0,0.0,25.0,2.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,78.0,0.0,5.0,5.0,0.0,13.0,9.0,9.0,34.0,9.0,0.0,19.0,71.0,9.0,4.0,9.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0,74.0,18.0,0.0,8.0,26.0,2.0,8.0,0.0,2.0,17.0,0.0,9.0,3.0,6.0,1.0,4.0,0.0,46.0,0.0,8.0,3.0,3.0,8.0,14.0,4.0,7.0,4.0,3.0,0.0,84.0,2.17544,1.8763599999999998,1.71059,1.25253
2016-18,2.17544,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,14.0,52.0,5.0,7.0,0.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,0.0,35.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,73.0,17.0,0.0,5.0,22.0,0.0,2.0,2.0,6.0,4.0,3.0,6.0,0.0,6.0,0.0,2.0,0.0,38.0,0.0,3.0,3.0,0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,53.0,1.8763599999999998,1.75606,1.66439,1.30854
2016-19,1.8763599999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,14.0,52.0,5.0,7.0,0.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,0.0,35.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,73.0,17.0,0.0,5.0,22.0,0.0,2.0,2.0,6.0,4.0,3.0,6.0,0.0,6.0,0.0,2.0,0.0,38.0,0.0,3.0,3.0,0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,53.0,1.75606,1.71059,1.34067,1.1676
2016-20,1.75606,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,14.0,52.0,5.0,7.0,0.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,0.0,35.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,73.0,17.0,0.0,5.0,22.0,0.0,2.0,2.0,6.0,4.0,3.0,6.0,0.0,6.0,0.0,2.0,0.0,38.0,0.0,3.0,3.0,0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,53.0,1.71059,1.66439,1.43361,0.976184
2016-21,1.71059,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,14.0,52.0,5.0,7.0,0.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,0.0,35.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,73.0,17.0,0.0,5.0,22.0,0.0,2.0,2.0,6.0,4.0,3.0,6.0,0.0,6.0,0.0,2.0,0.0,38.0,0.0,3.0,3.0,0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,53.0,1.66439,1.34067,1.25253,0.9440459999999999
2016-22,1.66439,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,14.0,52.0,5.0,7.0,0.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,0.0,35.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,73.0,17.0,0.0,5.0,22.0,0.0,2.0,2.0,6.0,4.0,3.0,6.0,0.0,6.0,0.0,2.0,0.0,38.0,0.0,3.0,3.0,0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,53.0,1.34067,1.43361,1.30854,1.01157
2016-23,1.34067,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,2.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,27.0,0.0,0.0,10.0,39.0,3.0,0.0,6.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,78.0,15.0,2.0,4.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,39.0,8.0,5.0,8.0,3.0,2.0,6.0,7.0,0.0,3.0,3.0,3.0,52.0,1.43361,1.25253,1.1676,0.868836
2016-24,1.43361,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,2.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,27.0,0.0,0.0,10.0,39.0,3.0,0.0,6.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,78.0,15.0,2.0,4.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,39.0,8.0,5.0,8.0,3.0,2.0,6.0,7.0,0.0,3.0,3.0,3.0,52.0,1.25253,1.30854,0.976184,1.03551
2016-25,1.25253,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,2.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,27.0,0.0,0.0,10.0,39.0,3.0,0.0,6.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,78.0,15.0,2.0,4.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,39.0,8.0,5.0,8.0,3.0,2.0,6.0,7.0,0.0,3.0,3.0,3.0,52.0,1.30854,1.1676,0.9440459999999999,0.9524469999999999
