date,new_hampshire_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,i have the flu,low body,treat the flu,is the flu contagious,do i have the flu,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,flu symptoms 2018,human temperature,spanish flu,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,cdc,type a influenza,influenza incubation period,thermoscan,how to treat the flu,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,flu test,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,flu map,treatment for flu,cdc flu,taking temperature,flu shot symptoms,flu contagious,flu length,bronchitis,symptoms of bronchitis,boston flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target
2013-21,0.039432199999999994,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0001
2013-22,0.0001,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0518403
2013-23,0.0518403,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0365497
2013-24,0.0365497,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0001
2013-25,0.0001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0851064
2013-26,0.0851064,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.105374
2013-27,0.105374,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.07763980000000001
2013-28,0.07763980000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,46.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0392465
2013-29,0.0392465,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,46.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0001
2013-30,0.0001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,46.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0446628
2013-31,0.0446628,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,46.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.046019300000000006
2013-32,0.046019300000000006,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,0.0,12.0,0.0,0.0,0.0,44.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0457038
2013-33,0.0457038,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,0.0,12.0,0.0,0.0,0.0,44.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.084246
2013-34,0.084246,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,0.0,12.0,0.0,0.0,0.0,44.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0001
2013-35,0.0001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,0.0,12.0,0.0,0.0,0.0,44.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,0.1443
2013-36,0.1443,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,50.0,7.0,7.0,3.0,0.0,9.0,7.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,37.0,0.0382409
2013-37,0.0382409,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,50.0,7.0,7.0,3.0,0.0,9.0,7.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,37.0,0.0581058
2013-38,0.0581058,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,50.0,7.0,7.0,3.0,0.0,9.0,7.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,37.0,0.08022460000000001
2013-39,0.08022460000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,50.0,7.0,7.0,3.0,0.0,9.0,7.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,37.0,0.0760601
2013-40,0.0760601,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,50.0,7.0,7.0,3.0,0.0,9.0,7.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,37.0,0.0736784
2013-41,0.0736784,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,28.0,0.0,0.0,39.0,0.0,0.0,0.0,38.0,0.0366838
2013-42,0.0366838,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,28.0,0.0,0.0,39.0,0.0,0.0,0.0,38.0,0.122951
2013-43,0.122951,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,28.0,0.0,0.0,39.0,0.0,0.0,0.0,38.0,0.144796
2013-44,0.144796,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,28.0,0.0,0.0,39.0,0.0,0.0,0.0,38.0,0.27368400000000004
2013-45,0.27368400000000004,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,42.0,0.0,44.0,0.0,7.0,7.0,0.0,15.0,8.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,41.0,11.0,11.0,11.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,11.0,22.0,0.0,0.0,0.0,16.0,16.0,0.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,19.0,0.0,19.0,0.0,0.0,4.0,0.0,20.0,27.0,0.0,0.0,0.0,19.0,37.0,0.0,0.0,0.0,55.0,0.191083
2013-46,0.191083,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,42.0,0.0,44.0,0.0,7.0,7.0,0.0,15.0,8.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,41.0,11.0,11.0,11.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,11.0,22.0,0.0,0.0,0.0,16.0,16.0,0.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,19.0,0.0,19.0,0.0,0.0,4.0,0.0,20.0,27.0,0.0,0.0,0.0,19.0,37.0,0.0,0.0,0.0,55.0,0.21606799999999998
2013-47,0.21606799999999998,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,42.0,0.0,44.0,0.0,7.0,7.0,0.0,15.0,8.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,41.0,11.0,11.0,11.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,11.0,22.0,0.0,0.0,0.0,16.0,16.0,0.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,19.0,0.0,19.0,0.0,0.0,4.0,0.0,20.0,27.0,0.0,0.0,0.0,19.0,37.0,0.0,0.0,0.0,55.0,0.15767899999999999
2013-48,0.15767899999999999,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,42.0,0.0,44.0,0.0,7.0,7.0,0.0,15.0,8.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,41.0,11.0,11.0,11.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,11.0,22.0,0.0,0.0,0.0,16.0,16.0,0.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,19.0,0.0,19.0,0.0,0.0,4.0,0.0,20.0,27.0,0.0,0.0,0.0,19.0,37.0,0.0,0.0,0.0,55.0,0.107852
2013-49,0.107852,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,56.0,5.0,9.0,4.0,0.0,8.0,3.0,1.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,37.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,51.0,0.17211700000000002
2013-50,0.17211700000000002,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,56.0,5.0,9.0,4.0,0.0,8.0,3.0,1.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,37.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,51.0,0.10180700000000001
2013-51,0.10180700000000001,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,56.0,5.0,9.0,4.0,0.0,8.0,3.0,1.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,37.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,51.0,0.5121640000000001
2013-52,0.5121640000000001,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,56.0,5.0,9.0,4.0,0.0,8.0,3.0,1.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,37.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,51.0,0.384212
2014-01,0.384212,11.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,56.0,5.0,9.0,4.0,0.0,8.0,3.0,1.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,37.0,28.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,51.0,0.826887
