date,wisconsin_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,wisconsin flu,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,flu shot walgreens,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,flu in wisconsin,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,flu complications,signs of the flu,treat flu,how to get rid of the flu,target_1,target_2,target_4,target_8
2016-16,2.03978,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,3.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,7.0,39.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,13.0,38.0,0.0,2.0,5.0,21.0,2.0,6.0,5.0,0.0,5.0,0.0,6.0,0.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,18.0,0.0,18.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.6494099999999998,1.38487,2.04325,1.09439
2016-17,1.6494099999999998,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,3.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,7.0,39.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,13.0,38.0,0.0,2.0,5.0,21.0,2.0,6.0,5.0,0.0,5.0,0.0,6.0,0.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,18.0,0.0,18.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.38487,1.61093,0.619743,0.386764
2016-18,1.38487,7.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,23.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,41.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,29.0,10.0,10.0,16.0,8.0,8.0,0.0,0.0,22.0,22.0,22.0,1.61093,2.04325,1.9947099999999998,0.274348
2016-19,1.61093,7.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,23.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,41.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,29.0,10.0,10.0,16.0,8.0,8.0,0.0,0.0,22.0,22.0,22.0,2.04325,0.619743,1.77268,0.058445400000000015
2016-20,2.04325,7.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,23.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,41.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,29.0,10.0,10.0,16.0,8.0,8.0,0.0,0.0,22.0,22.0,22.0,0.619743,1.9947099999999998,1.09439,0.339992
2016-21,0.619743,7.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,23.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,41.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,29.0,10.0,10.0,16.0,8.0,8.0,0.0,0.0,22.0,22.0,22.0,1.9947099999999998,1.77268,0.386764,0.042625699999999996
2016-22,1.9947099999999998,7.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,23.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,41.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,29.0,10.0,10.0,16.0,8.0,8.0,0.0,0.0,22.0,22.0,22.0,1.77268,1.09439,0.274348,0.7541479999999999
2016-23,1.77268,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,1.0,0.0,36.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,14.0,28.0,0.0,2.0,3.0,19.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.09439,0.386764,0.058445400000000015,0.324675
2016-24,1.09439,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,1.0,0.0,36.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,14.0,28.0,0.0,2.0,3.0,19.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.386764,0.274348,0.339992,0.254842
2016-25,0.386764,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,1.0,0.0,36.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,14.0,28.0,0.0,2.0,3.0,19.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.274348,0.058445400000000015,0.042625699999999996,0.255973
2016-26,0.274348,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,1.0,0.0,36.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,14.0,28.0,0.0,2.0,3.0,19.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.058445400000000015,0.339992,0.7541479999999999,0.366898
2016-27,0.058445400000000015,9.0,27.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,39.0,0.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,11.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339992,0.042625699999999996,0.324675,0.568788
2016-28,0.339992,9.0,27.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,39.0,0.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,11.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042625699999999996,0.7541479999999999,0.254842,0.373274
2016-29,0.042625699999999996,9.0,27.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,39.0,0.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,11.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541479999999999,0.324675,0.255973,0.9548610000000001
2016-30,0.7541479999999999,9.0,27.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,39.0,0.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,11.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324675,0.254842,0.366898,0.768597
2016-31,0.324675,9.0,27.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,39.0,0.0,16.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,11.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254842,0.255973,0.568788,0.980667
2016-32,0.254842,16.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,80.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,11.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,40.0,0.0,7.0,0.0,22.0,0.0,2.0,0.0,18.0,9.0,36.0,0.0,6.0,32.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,39.0,0.0,6.0,2.0,16.0,6.0,37.0,3.0,3.0,0.0,12.0,0.0,0.0,65.0,15.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,13.0,22.0,7.0,7.0,22.0,0.0,20.0,0.0,0.0,0.255973,0.366898,0.373274,1.11524
2016-33,0.255973,16.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,80.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,11.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,40.0,0.0,7.0,0.0,22.0,0.0,2.0,0.0,18.0,9.0,36.0,0.0,6.0,32.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,39.0,0.0,6.0,2.0,16.0,6.0,37.0,3.0,3.0,0.0,12.0,0.0,0.0,65.0,15.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,13.0,22.0,7.0,7.0,22.0,0.0,20.0,0.0,0.0,0.366898,0.568788,0.9548610000000001,0.9496180000000001
2016-34,0.366898,16.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,80.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,11.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,40.0,0.0,7.0,0.0,22.0,0.0,2.0,0.0,18.0,9.0,36.0,0.0,6.0,32.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,39.0,0.0,6.0,2.0,16.0,6.0,37.0,3.0,3.0,0.0,12.0,0.0,0.0,65.0,15.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,13.0,22.0,7.0,7.0,22.0,0.0,20.0,0.0,0.0,0.568788,0.373274,0.768597,1.1312200000000001
2016-35,0.568788,16.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,80.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,11.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,40.0,0.0,7.0,0.0,22.0,0.0,2.0,0.0,18.0,9.0,36.0,0.0,6.0,32.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,39.0,0.0,6.0,2.0,16.0,6.0,37.0,3.0,3.0,0.0,12.0,0.0,0.0,65.0,15.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,13.0,22.0,7.0,7.0,22.0,0.0,20.0,0.0,0.0,0.373274,0.9548610000000001,0.980667,0.951427
2016-36,0.373274,29.0,0.0,24.0,24.0,0.0,9.0,0.0,0.0,0.0,51.0,0.0,4.0,3.0,0.0,1.0,67.0,4.0,1.0,0.0,0.0,20.0,2.0,0.0,11.0,0.0,11.0,13.0,0.0,0.0,14.0,0.0,3.0,0.0,10.0,34.0,0.0,14.0,0.0,59.0,0.0,3.0,0.0,0.0,17.0,21.0,0.0,12.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,3.0,8.0,16.0,7.0,55.0,3.0,3.0,5.0,0.0,6.0,0.0,56.0,9.0,9.0,0.0,14.0,0.0,7.0,7.0,0.0,5.0,0.0,11.0,5.0,8.0,34.0,21.0,30.0,7.0,21.0,7.0,53.0,19.0,38.0,38.0,0.0,0.9548610000000001,0.768597,1.11524,1.41216
2016-37,0.9548610000000001,29.0,0.0,24.0,24.0,0.0,9.0,0.0,0.0,0.0,51.0,0.0,4.0,3.0,0.0,1.0,67.0,4.0,1.0,0.0,0.0,20.0,2.0,0.0,11.0,0.0,11.0,13.0,0.0,0.0,14.0,0.0,3.0,0.0,10.0,34.0,0.0,14.0,0.0,59.0,0.0,3.0,0.0,0.0,17.0,21.0,0.0,12.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,3.0,8.0,16.0,7.0,55.0,3.0,3.0,5.0,0.0,6.0,0.0,56.0,9.0,9.0,0.0,14.0,0.0,7.0,7.0,0.0,5.0,0.0,11.0,5.0,8.0,34.0,21.0,30.0,7.0,21.0,7.0,53.0,19.0,38.0,38.0,0.0,0.768597,0.980667,0.9496180000000001,1.27009
2016-38,0.768597,29.0,0.0,24.0,24.0,0.0,9.0,0.0,0.0,0.0,51.0,0.0,4.0,3.0,0.0,1.0,67.0,4.0,1.0,0.0,0.0,20.0,2.0,0.0,11.0,0.0,11.0,13.0,0.0,0.0,14.0,0.0,3.0,0.0,10.0,34.0,0.0,14.0,0.0,59.0,0.0,3.0,0.0,0.0,17.0,21.0,0.0,12.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,3.0,8.0,16.0,7.0,55.0,3.0,3.0,5.0,0.0,6.0,0.0,56.0,9.0,9.0,0.0,14.0,0.0,7.0,7.0,0.0,5.0,0.0,11.0,5.0,8.0,34.0,21.0,30.0,7.0,21.0,7.0,53.0,19.0,38.0,38.0,0.0,0.980667,1.11524,1.1312200000000001,0.976864
2016-39,0.980667,29.0,0.0,24.0,24.0,0.0,9.0,0.0,0.0,0.0,51.0,0.0,4.0,3.0,0.0,1.0,67.0,4.0,1.0,0.0,0.0,20.0,2.0,0.0,11.0,0.0,11.0,13.0,0.0,0.0,14.0,0.0,3.0,0.0,10.0,34.0,0.0,14.0,0.0,59.0,0.0,3.0,0.0,0.0,17.0,21.0,0.0,12.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,3.0,8.0,16.0,7.0,55.0,3.0,3.0,5.0,0.0,6.0,0.0,56.0,9.0,9.0,0.0,14.0,0.0,7.0,7.0,0.0,5.0,0.0,11.0,5.0,8.0,34.0,21.0,30.0,7.0,21.0,7.0,53.0,19.0,38.0,38.0,0.0,1.11524,0.9496180000000001,0.951427,0.886824
2016-40,1.11524,21.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,1.0,90.0,6.0,2.0,0.0,0.0,15.0,2.0,0.0,18.0,2.0,5.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,76.0,7.0,7.0,1.0,28.0,0.0,3.0,0.0,9.0,9.0,13.0,0.0,12.0,49.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,29.0,0.0,0.0,25.0,0.0,1.0,4.0,28.0,1.0,31.0,3.0,0.0,3.0,0.0,11.0,0.0,45.0,9.0,9.0,0.0,37.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,9.0,17.0,39.0,30.0,7.0,14.0,7.0,29.0,0.0,19.0,19.0,0.0,0.9496180000000001,1.1312200000000001,1.41216,1.07108
2016-41,0.9496180000000001,21.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,1.0,90.0,6.0,2.0,0.0,0.0,15.0,2.0,0.0,18.0,2.0,5.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,76.0,7.0,7.0,1.0,28.0,0.0,3.0,0.0,9.0,9.0,13.0,0.0,12.0,49.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,29.0,0.0,0.0,25.0,0.0,1.0,4.0,28.0,1.0,31.0,3.0,0.0,3.0,0.0,11.0,0.0,45.0,9.0,9.0,0.0,37.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,9.0,17.0,39.0,30.0,7.0,14.0,7.0,29.0,0.0,19.0,19.0,0.0,1.1312200000000001,0.951427,1.27009,1.4914399999999999
2016-42,1.1312200000000001,21.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,1.0,90.0,6.0,2.0,0.0,0.0,15.0,2.0,0.0,18.0,2.0,5.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,76.0,7.0,7.0,1.0,28.0,0.0,3.0,0.0,9.0,9.0,13.0,0.0,12.0,49.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,29.0,0.0,0.0,25.0,0.0,1.0,4.0,28.0,1.0,31.0,3.0,0.0,3.0,0.0,11.0,0.0,45.0,9.0,9.0,0.0,37.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,9.0,17.0,39.0,30.0,7.0,14.0,7.0,29.0,0.0,19.0,19.0,0.0,0.951427,1.41216,0.976864,0.935866
2016-43,0.951427,21.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,1.0,90.0,6.0,2.0,0.0,0.0,15.0,2.0,0.0,18.0,2.0,5.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,76.0,7.0,7.0,1.0,28.0,0.0,3.0,0.0,9.0,9.0,13.0,0.0,12.0,49.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,29.0,0.0,0.0,25.0,0.0,1.0,4.0,28.0,1.0,31.0,3.0,0.0,3.0,0.0,11.0,0.0,45.0,9.0,9.0,0.0,37.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,9.0,17.0,39.0,30.0,7.0,14.0,7.0,29.0,0.0,19.0,19.0,0.0,1.41216,1.27009,0.886824,1.57013
2016-44,1.41216,21.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,1.0,90.0,6.0,2.0,0.0,0.0,15.0,2.0,0.0,18.0,2.0,5.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,76.0,7.0,7.0,1.0,28.0,0.0,3.0,0.0,9.0,9.0,13.0,0.0,12.0,49.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,2.0,29.0,0.0,0.0,25.0,0.0,1.0,4.0,28.0,1.0,31.0,3.0,0.0,3.0,0.0,11.0,0.0,45.0,9.0,9.0,0.0,37.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,9.0,17.0,39.0,30.0,7.0,14.0,7.0,29.0,0.0,19.0,19.0,0.0,1.27009,0.976864,1.07108,1.3245
2016-45,1.27009,19.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,7.0,2.0,0.0,0.0,0.0,83.0,8.0,2.0,0.0,0.0,21.0,0.0,0.0,26.0,4.0,0.0,28.0,10.0,0.0,3.0,0.0,3.0,0.0,17.0,56.0,0.0,17.0,2.0,15.0,0.0,2.0,0.0,17.0,25.0,12.0,0.0,23.0,23.0,6.0,8.0,17.0,0.0,0.0,1.0,0.0,2.0,27.0,0.0,12.0,35.0,0.0,1.0,6.0,61.0,2.0,19.0,3.0,3.0,9.0,0.0,5.0,5.0,43.0,18.0,36.0,0.0,9.0,7.0,7.0,13.0,0.0,0.0,21.0,16.0,5.0,0.0,21.0,25.0,21.0,10.0,17.0,7.0,10.0,0.0,28.0,37.0,18.0,0.976864,0.886824,1.4914399999999999,1.26724
2016-46,0.976864,19.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,7.0,2.0,0.0,0.0,0.0,83.0,8.0,2.0,0.0,0.0,21.0,0.0,0.0,26.0,4.0,0.0,28.0,10.0,0.0,3.0,0.0,3.0,0.0,17.0,56.0,0.0,17.0,2.0,15.0,0.0,2.0,0.0,17.0,25.0,12.0,0.0,23.0,23.0,6.0,8.0,17.0,0.0,0.0,1.0,0.0,2.0,27.0,0.0,12.0,35.0,0.0,1.0,6.0,61.0,2.0,19.0,3.0,3.0,9.0,0.0,5.0,5.0,43.0,18.0,36.0,0.0,9.0,7.0,7.0,13.0,0.0,0.0,21.0,16.0,5.0,0.0,21.0,25.0,21.0,10.0,17.0,7.0,10.0,0.0,28.0,37.0,18.0,0.886824,1.07108,0.935866,1.9268599999999998
