date,wisconsin_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,wisconsin flu,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,flu shot walgreens,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,flu in wisconsin,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,flu complications,signs of the flu,treat flu,how to get rid of the flu,target_1,target_2,target_4,target_8
2015-38,0.60551,30.0,0.0,28.0,0.0,0.0,10.0,0.0,0.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0,61.0,7.0,2.0,0.0,0.0,20.0,3.0,0.0,19.0,3.0,6.0,27.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,27.0,8.0,12.0,0.0,58.0,0.0,5.0,0.0,15.0,0.0,54.0,0.0,42.0,41.0,0.0,0.0,15.0,0.0,10.0,0.0,1.0,0.0,42.0,0.0,0.0,28.0,0.0,2.0,5.0,22.0,3.0,61.0,5.0,0.0,4.0,0.0,6.0,0.0,57.0,32.0,16.0,0.0,11.0,8.0,8.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,29.0,29.0,34.0,8.0,12.0,8.0,89.0,22.0,22.0,0.0,44.0,0.561134,1.30351,1.7285,1.56006
2015-39,0.561134,30.0,0.0,28.0,0.0,0.0,10.0,0.0,0.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0,61.0,7.0,2.0,0.0,0.0,20.0,3.0,0.0,19.0,3.0,6.0,27.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,27.0,8.0,12.0,0.0,58.0,0.0,5.0,0.0,15.0,0.0,54.0,0.0,42.0,41.0,0.0,0.0,15.0,0.0,10.0,0.0,1.0,0.0,42.0,0.0,0.0,28.0,0.0,2.0,5.0,22.0,3.0,61.0,5.0,0.0,4.0,0.0,6.0,0.0,57.0,32.0,16.0,0.0,11.0,8.0,8.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,29.0,29.0,34.0,8.0,12.0,8.0,89.0,22.0,22.0,0.0,44.0,1.30351,1.8958700000000002,1.82971,1.61699
2015-40,1.30351,30.0,0.0,28.0,0.0,0.0,10.0,0.0,0.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0,61.0,7.0,2.0,0.0,0.0,20.0,3.0,0.0,19.0,3.0,6.0,27.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,27.0,8.0,12.0,0.0,58.0,0.0,5.0,0.0,15.0,0.0,54.0,0.0,42.0,41.0,0.0,0.0,15.0,0.0,10.0,0.0,1.0,0.0,42.0,0.0,0.0,28.0,0.0,2.0,5.0,22.0,3.0,61.0,5.0,0.0,4.0,0.0,6.0,0.0,57.0,32.0,16.0,0.0,11.0,8.0,8.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,29.0,29.0,34.0,8.0,12.0,8.0,89.0,22.0,22.0,0.0,44.0,1.8958700000000002,1.7285,1.56403,2.01622
2015-41,1.8958700000000002,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,1.0,0.0,70.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,44.0,0.0,8.0,0.0,28.0,0.0,2.0,0.0,15.0,10.0,20.0,0.0,7.0,28.0,14.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0,43.0,0.0,0.0,2.0,24.0,2.0,52.0,4.0,4.0,11.0,6.0,0.0,0.0,32.0,22.0,22.0,0.0,22.0,8.0,16.0,24.0,16.0,6.0,0.0,26.0,0.0,0.0,30.0,30.0,25.0,17.0,12.0,8.0,37.0,0.0,22.0,22.0,33.0,1.7285,1.82971,1.62839,1.53918
2015-42,1.7285,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,1.0,0.0,70.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,44.0,0.0,8.0,0.0,28.0,0.0,2.0,0.0,15.0,10.0,20.0,0.0,7.0,28.0,14.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0,43.0,0.0,0.0,2.0,24.0,2.0,52.0,4.0,4.0,11.0,6.0,0.0,0.0,32.0,22.0,22.0,0.0,22.0,8.0,16.0,24.0,16.0,6.0,0.0,26.0,0.0,0.0,30.0,30.0,25.0,17.0,12.0,8.0,37.0,0.0,22.0,22.0,33.0,1.82971,1.56403,1.56006,1.25945
2015-43,1.82971,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,1.0,0.0,70.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,44.0,0.0,8.0,0.0,28.0,0.0,2.0,0.0,15.0,10.0,20.0,0.0,7.0,28.0,14.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0,43.0,0.0,0.0,2.0,24.0,2.0,52.0,4.0,4.0,11.0,6.0,0.0,0.0,32.0,22.0,22.0,0.0,22.0,8.0,16.0,24.0,16.0,6.0,0.0,26.0,0.0,0.0,30.0,30.0,25.0,17.0,12.0,8.0,37.0,0.0,22.0,22.0,33.0,1.56403,1.62839,1.61699,1.6161
2015-44,1.56403,21.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,1.0,0.0,70.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,44.0,0.0,8.0,0.0,28.0,0.0,2.0,0.0,15.0,10.0,20.0,0.0,7.0,28.0,14.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0,43.0,0.0,0.0,2.0,24.0,2.0,52.0,4.0,4.0,11.0,6.0,0.0,0.0,32.0,22.0,22.0,0.0,22.0,8.0,16.0,24.0,16.0,6.0,0.0,26.0,0.0,0.0,30.0,30.0,25.0,17.0,12.0,8.0,37.0,0.0,22.0,22.0,33.0,1.62839,1.56006,2.01622,1.89283
2015-45,1.62839,18.0,0.0,27.0,27.0,0.0,10.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,71.0,5.0,3.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,30.0,0.0,0.0,5.0,0.0,3.0,3.0,16.0,47.0,8.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,7.0,34.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,36.0,0.0,28.0,97.0,0.0,5.0,4.0,51.0,3.0,23.0,14.0,0.0,19.0,0.0,6.0,0.0,38.0,11.0,42.0,10.0,10.0,16.0,8.0,23.0,8.0,6.0,0.0,31.0,0.0,10.0,77.0,19.0,19.0,8.0,16.0,12.0,12.0,0.0,43.0,22.0,0.0,1.56006,1.61699,1.53918,1.79739
2015-46,1.56006,18.0,0.0,27.0,27.0,0.0,10.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,71.0,5.0,3.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,30.0,0.0,0.0,5.0,0.0,3.0,3.0,16.0,47.0,8.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,7.0,34.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,36.0,0.0,28.0,97.0,0.0,5.0,4.0,51.0,3.0,23.0,14.0,0.0,19.0,0.0,6.0,0.0,38.0,11.0,42.0,10.0,10.0,16.0,8.0,23.0,8.0,6.0,0.0,31.0,0.0,10.0,77.0,19.0,19.0,8.0,16.0,12.0,12.0,0.0,43.0,22.0,0.0,1.61699,2.01622,1.25945,1.7437599999999998
2015-47,1.61699,18.0,0.0,27.0,27.0,0.0,10.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,71.0,5.0,3.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,30.0,0.0,0.0,5.0,0.0,3.0,3.0,16.0,47.0,8.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,7.0,34.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,36.0,0.0,28.0,97.0,0.0,5.0,4.0,51.0,3.0,23.0,14.0,0.0,19.0,0.0,6.0,0.0,38.0,11.0,42.0,10.0,10.0,16.0,8.0,23.0,8.0,6.0,0.0,31.0,0.0,10.0,77.0,19.0,19.0,8.0,16.0,12.0,12.0,0.0,43.0,22.0,0.0,2.01622,1.53918,1.6161,1.47809
2015-48,2.01622,18.0,0.0,27.0,27.0,0.0,10.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,71.0,5.0,3.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,30.0,0.0,0.0,5.0,0.0,3.0,3.0,16.0,47.0,8.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,7.0,34.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,36.0,0.0,28.0,97.0,0.0,5.0,4.0,51.0,3.0,23.0,14.0,0.0,19.0,0.0,6.0,0.0,38.0,11.0,42.0,10.0,10.0,16.0,8.0,23.0,8.0,6.0,0.0,31.0,0.0,10.0,77.0,19.0,19.0,8.0,16.0,12.0,12.0,0.0,43.0,22.0,0.0,1.53918,1.25945,1.89283,1.98363
2015-49,1.53918,18.0,0.0,27.0,27.0,0.0,10.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,71.0,5.0,3.0,0.0,0.0,17.0,3.0,0.0,17.0,3.0,0.0,30.0,0.0,0.0,5.0,0.0,3.0,3.0,16.0,47.0,8.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,7.0,34.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,36.0,0.0,28.0,97.0,0.0,5.0,4.0,51.0,3.0,23.0,14.0,0.0,19.0,0.0,6.0,0.0,38.0,11.0,42.0,10.0,10.0,16.0,8.0,23.0,8.0,6.0,0.0,31.0,0.0,10.0,77.0,19.0,19.0,8.0,16.0,12.0,12.0,0.0,43.0,22.0,0.0,1.25945,1.6161,1.79739,1.34354
2015-50,1.25945,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.6161,1.89283,1.7437599999999998,1.62109
2015-51,1.6161,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.89283,1.79739,1.47809,1.74373
2015-52,1.89283,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.79739,1.7437599999999998,1.98363,2.16718
2015-53,1.79739,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.7437599999999998,1.47809,1.34354,2.5566400000000002
2016-01,1.7437599999999998,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.47809,1.98363,1.62109,2.9807799999999998
2016-02,1.47809,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.98363,1.34354,1.74373,3.27547
2016-03,1.98363,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.34354,1.62109,2.16718,2.7159
2016-04,1.34354,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.62109,1.74373,2.5566400000000002,2.61708
2016-05,1.62109,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.74373,2.16718,2.9807799999999998,2.69445
2016-06,1.74373,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.16718,2.5566400000000002,3.27547,1.99845
2016-07,2.16718,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.5566400000000002,2.9807799999999998,2.7159,1.78037
2016-08,2.5566400000000002,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.9807799999999998,3.27547,2.61708,2.03978
2016-09,2.9807799999999998,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,3.27547,2.7159,2.69445,1.6494099999999998
2016-10,3.27547,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.7159,2.61708,1.99845,1.38487
2016-11,2.7159,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.61708,2.69445,1.78037,1.61093
2016-12,2.61708,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,2.69445,1.99845,2.03978,2.04325
2016-13,2.69445,13.0,0.0,25.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,6.0,22.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,43.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,18.0,0.0,19.0,44.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,6.0,9.0,3.0,3.0,8.0,0.0,12.0,0.0,87.0,10.0,19.0,0.0,14.0,0.0,0.0,14.0,14.0,6.0,0.0,11.0,0.0,0.0,9.0,22.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,20.0,1.99845,1.78037,1.6494099999999998,0.619743
2016-14,1.99845,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,3.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,7.0,39.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,13.0,38.0,0.0,2.0,5.0,21.0,2.0,6.0,5.0,0.0,5.0,0.0,6.0,0.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,18.0,0.0,18.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.78037,2.03978,1.38487,1.9947099999999998
2016-15,1.78037,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,3.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,7.0,39.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,13.0,38.0,0.0,2.0,5.0,21.0,2.0,6.0,5.0,0.0,5.0,0.0,6.0,0.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,18.0,0.0,18.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.03978,1.6494099999999998,1.61093,1.77268
