date,new_mexico_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,flu in new mexico,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,walgreens flu shot,normal body temperature,how to treat the flu,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target
2011-39,1.99089,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,32.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,0.0,8.0,19.0,0.0,23.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.77268
2011-40,1.77268,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.41792
2011-41,1.41792,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.8852400000000002
2011-42,1.8852400000000002,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.13822
2011-43,2.13822,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.52885
2011-44,2.52885,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.8847099999999999
2011-45,1.8847099999999999,9.0,0.0,0.0,39.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,98.0,33.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,8.0,8.0,0.0,23.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,19.0,71.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,35.0,2.99745
2011-46,2.99745,9.0,0.0,0.0,39.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,98.0,33.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,8.0,8.0,0.0,23.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,19.0,71.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,35.0,3.24894
2011-47,3.24894,9.0,0.0,0.0,39.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,98.0,33.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,8.0,8.0,0.0,23.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,19.0,71.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,35.0,2.6233400000000002
2011-48,2.6233400000000002,9.0,0.0,0.0,39.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,98.0,33.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,8.0,8.0,0.0,23.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,19.0,71.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,35.0,2.30193
2011-49,2.30193,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,18.0,9.0,9.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.9183299999999999
2011-50,1.9183299999999999,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,18.0,9.0,9.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.5587
2011-51,2.5587,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,18.0,9.0,9.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.8922
2011-52,2.8922,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,18.0,9.0,9.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.5439
2012-01,2.5439,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.28729
2012-02,2.28729,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.08926
2012-03,2.08926,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.54792
2012-04,2.54792,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.52296
2012-05,2.52296,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.1602200000000003
2012-06,2.1602200000000003,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.63637
2012-07,2.63637,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.95269
2012-08,2.95269,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,3.65699
2012-09,3.65699,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.89737
2012-10,2.89737,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,3.1945
2012-11,3.1945,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.61767
2012-12,2.61767,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.3236
2012-13,2.3236,10.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,33.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,25.0,2.72257
2012-14,2.72257,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.61172
2012-15,2.61172,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.1027099999999996
2012-16,2.1027099999999996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.7289700000000001
2012-17,1.7289700000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.48205
2012-18,1.48205,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.4108
2012-19,1.4108,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,52.0,1.3578
