date,alaska_flu,flu,symptoms of flu,stomach flu,the flu,bird flu,high fever,flu shot,flu how long,oscillococcinum,bronchitis,contagious flu,flu fever,cold and flu,flu contagious,normal body,flu and cold,flu medicine,how long is the flu,cure flu,flu vs cold,taking temperature,pneumonia,normal body temperature,symptoms of the flu,flu symptoms 2018,low body,flu shot side effects,reduce fever,influenza symptoms,how long contagious,i have the flu,fever flu,swine flu,how long does the flu last,cold vs flu,thermoscan,flu treatment,the flu virus,how long does flu last,human temperature,is flu contagious,cold or flu,flu symptoms,spanish flu,body temperature,fever reducer,flu cough,how long flu,fever cough,ear thermometer,target
2015-39,1.0050299999999999,34.0,46.0,41.0,18.0,0.0,27.0,41.0,46.0,0.0,53.0,0.0,63.0,0.0,0.0,32.0,0.0,46.0,0.0,54.0,0.0,39.0,30.0,0.0,0.0,0.0,23.0,53.0,0.0,0.0,0.0,33.0,63.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,47.0,0.0,21.0,31.0,0.0,0.0,0.0,46.0,23.0,100.0,0.505689
2015-40,0.505689,34.0,46.0,41.0,18.0,0.0,27.0,41.0,46.0,0.0,53.0,0.0,63.0,0.0,0.0,32.0,0.0,46.0,0.0,54.0,0.0,39.0,30.0,0.0,0.0,0.0,23.0,53.0,0.0,0.0,0.0,33.0,63.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,47.0,0.0,21.0,31.0,0.0,0.0,0.0,46.0,23.0,100.0,0.6273529999999999
2015-41,0.6273529999999999,20.0,0.0,17.0,19.0,0.0,57.0,20.0,24.0,52.0,42.0,53.0,0.0,0.0,53.0,34.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,48.0,37.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,31.0,32.0,0.0,0.0,0.0,24.0,0.0,0.0,1.1730200000000002
2015-42,1.1730200000000002,20.0,0.0,17.0,19.0,0.0,57.0,20.0,24.0,52.0,42.0,53.0,0.0,0.0,53.0,34.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,48.0,37.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,31.0,32.0,0.0,0.0,0.0,24.0,0.0,0.0,0.9826590000000001
2015-43,0.9826590000000001,20.0,0.0,17.0,19.0,0.0,57.0,20.0,24.0,52.0,42.0,53.0,0.0,0.0,53.0,34.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,48.0,37.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,31.0,32.0,0.0,0.0,0.0,24.0,0.0,0.0,0.531601
2015-44,0.531601,20.0,0.0,17.0,19.0,0.0,57.0,20.0,24.0,52.0,42.0,53.0,0.0,0.0,53.0,34.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,48.0,37.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,31.0,32.0,0.0,0.0,0.0,24.0,0.0,0.0,0.947867
2015-45,0.947867,25.0,24.0,26.0,26.0,0.0,56.0,15.0,48.0,0.0,41.0,26.0,0.0,34.0,26.0,50.0,34.0,47.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,45.0,48.0,0.0,0.0,1.1213
2015-46,1.1213,25.0,24.0,26.0,26.0,0.0,56.0,15.0,48.0,0.0,41.0,26.0,0.0,34.0,26.0,50.0,34.0,47.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,45.0,48.0,0.0,0.0,0.715746
2015-47,0.715746,25.0,24.0,26.0,26.0,0.0,56.0,15.0,48.0,0.0,41.0,26.0,0.0,34.0,26.0,50.0,34.0,47.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,45.0,48.0,0.0,0.0,0.721154
2015-48,0.721154,25.0,24.0,26.0,26.0,0.0,56.0,15.0,48.0,0.0,41.0,26.0,0.0,34.0,26.0,50.0,34.0,47.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,45.0,48.0,0.0,0.0,1.32114
2015-49,1.32114,25.0,24.0,26.0,26.0,0.0,56.0,15.0,48.0,0.0,41.0,26.0,0.0,34.0,26.0,50.0,34.0,47.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0,26.0,0.0,12.0,0.0,45.0,48.0,0.0,0.0,0.596421
2015-50,0.596421,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.226244
2015-51,0.226244,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.4225350000000001
2015-52,0.4225350000000001,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.356718
2015-53,0.356718,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.591716
2016-01,0.591716,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.332963
2016-02,0.332963,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.4329
2016-03,0.4329,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.7186859999999999
2016-04,0.7186859999999999,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,0.6013229999999999
2016-05,0.6013229999999999,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,1.19976
2016-06,1.19976,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,1.6980000000000002
2016-07,1.6980000000000002,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,1.99413
2016-08,1.99413,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,1.92744
2016-09,1.92744,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,3.40426
2016-10,3.40426,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,5.73435
2016-11,5.73435,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,4.1559800000000005
2016-12,4.1559800000000005,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,4.42248
2016-13,4.42248,30.0,88.0,31.0,14.0,0.0,0.0,7.0,22.0,0.0,31.0,24.0,0.0,0.0,24.0,61.0,0.0,0.0,0.0,0.0,54.0,0.0,31.0,23.0,100.0,0.0,32.0,0.0,0.0,38.0,42.0,31.0,0.0,15.0,0.0,48.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,41.0,22.0,0.0,0.0,3.68609
2016-14,3.68609,14.0,22.0,16.0,21.0,0.0,39.0,7.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,44.0,0.0,0.0,0.0,15.0,23.0,52.0,0.0,33.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,22.0,0.0,2.78207
2016-15,2.78207,14.0,22.0,16.0,21.0,0.0,39.0,7.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,44.0,0.0,0.0,0.0,15.0,23.0,52.0,0.0,33.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,22.0,0.0,3.5573099999999998
2016-16,3.5573099999999998,14.0,22.0,16.0,21.0,0.0,39.0,7.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,44.0,0.0,0.0,0.0,15.0,23.0,52.0,0.0,33.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,22.0,0.0,2.23881
2016-17,2.23881,14.0,22.0,16.0,21.0,0.0,39.0,7.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,44.0,0.0,0.0,0.0,15.0,23.0,52.0,0.0,33.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,22.0,0.0,2.04473
2016-18,2.04473,8.0,0.0,16.0,18.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03474
2016-19,1.03474,8.0,0.0,16.0,18.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3984699999999997
2016-20,3.3984699999999997,8.0,0.0,16.0,18.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544588
2016-21,0.544588,8.0,0.0,16.0,18.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547945
2016-22,0.547945,8.0,0.0,16.0,18.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43668100000000004
2016-23,0.43668100000000004,11.0,0.0,23.0,21.0,0.0,77.0,0.0,44.0,0.0,38.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,0.0,0.0,44.0,0.0,48.0,0.56391
2016-24,0.56391,11.0,0.0,23.0,21.0,0.0,77.0,0.0,44.0,0.0,38.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,0.0,0.0,44.0,0.0,48.0,0.205198
2016-25,0.205198,11.0,0.0,23.0,21.0,0.0,77.0,0.0,44.0,0.0,38.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,0.0,0.0,44.0,0.0,48.0,0.186567
2016-26,0.186567,11.0,0.0,23.0,21.0,0.0,77.0,0.0,44.0,0.0,38.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,0.0,0.0,44.0,0.0,48.0,0.520833
2016-27,0.520833,10.0,0.0,16.0,7.0,26.0,25.0,0.0,22.0,0.0,43.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.260417
2016-28,0.260417,10.0,0.0,16.0,7.0,26.0,25.0,0.0,22.0,0.0,43.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.252313
2016-29,0.252313,10.0,0.0,16.0,7.0,26.0,25.0,0.0,22.0,0.0,43.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.512821
2016-30,0.512821,10.0,0.0,16.0,7.0,26.0,25.0,0.0,22.0,0.0,43.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.586756
2016-31,0.586756,10.0,0.0,16.0,7.0,26.0,25.0,0.0,22.0,0.0,43.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.577082
2016-32,0.577082,38.0,22.0,31.0,27.0,0.0,50.0,28.0,43.0,0.0,49.0,0.0,78.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,50.0,0.0,21.0,33.0,0.0,0.0,20.0,0.0,78.0,0.0,99.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,0.0,0.0,43.0,0.0,0.0,0.514139
2016-33,0.514139,38.0,22.0,31.0,27.0,0.0,50.0,28.0,43.0,0.0,49.0,0.0,78.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,50.0,0.0,21.0,33.0,0.0,0.0,20.0,0.0,78.0,0.0,99.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,0.0,0.0,43.0,0.0,0.0,0.64
2016-34,0.64,38.0,22.0,31.0,27.0,0.0,50.0,28.0,43.0,0.0,49.0,0.0,78.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,50.0,0.0,21.0,33.0,0.0,0.0,20.0,0.0,78.0,0.0,99.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,0.0,0.0,43.0,0.0,0.0,1.24611
2016-35,1.24611,38.0,22.0,31.0,27.0,0.0,50.0,28.0,43.0,0.0,49.0,0.0,78.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,50.0,0.0,21.0,33.0,0.0,0.0,20.0,0.0,78.0,0.0,99.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,0.0,0.0,43.0,0.0,0.0,0.9733940000000001
2016-36,0.9733940000000001,36.0,22.0,16.0,34.0,26.0,0.0,60.0,54.0,0.0,50.0,24.0,0.0,0.0,24.0,30.0,0.0,43.0,0.0,51.0,0.0,0.0,46.0,0.0,100.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,0.0,0.0,50.0,0.0,94.0,0.0,0.0,42.0,30.0,0.0,0.0,32.0,0.0,23.0,42.0,41.0,54.0,0.0,48.0,0.918033
2016-37,0.918033,36.0,22.0,16.0,34.0,26.0,0.0,60.0,54.0,0.0,50.0,24.0,0.0,0.0,24.0,30.0,0.0,43.0,0.0,51.0,0.0,0.0,46.0,0.0,100.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,0.0,0.0,50.0,0.0,94.0,0.0,0.0,42.0,30.0,0.0,0.0,32.0,0.0,23.0,42.0,41.0,54.0,0.0,48.0,1.15865
2016-38,1.15865,36.0,22.0,16.0,34.0,26.0,0.0,60.0,54.0,0.0,50.0,24.0,0.0,0.0,24.0,30.0,0.0,43.0,0.0,51.0,0.0,0.0,46.0,0.0,100.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,0.0,0.0,50.0,0.0,94.0,0.0,0.0,42.0,30.0,0.0,0.0,32.0,0.0,23.0,42.0,41.0,54.0,0.0,48.0,1.24777
2016-39,1.24777,36.0,22.0,16.0,34.0,26.0,0.0,60.0,54.0,0.0,50.0,24.0,0.0,0.0,24.0,30.0,0.0,43.0,0.0,51.0,0.0,0.0,46.0,0.0,100.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,0.0,0.0,50.0,0.0,94.0,0.0,0.0,42.0,30.0,0.0,0.0,32.0,0.0,23.0,42.0,41.0,54.0,0.0,48.0,0.9402280000000001
2016-40,0.9402280000000001,36.0,22.0,39.0,28.0,0.0,0.0,14.0,44.0,0.0,63.0,24.0,40.0,30.0,24.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,45.0,54.0,24.0,29.0,34.0,42.0,0.0,44.0,43.0,0.0,1.1568100000000001
2016-41,1.1568100000000001,36.0,22.0,39.0,28.0,0.0,0.0,14.0,44.0,0.0,63.0,24.0,40.0,30.0,24.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,45.0,54.0,24.0,29.0,34.0,42.0,0.0,44.0,43.0,0.0,0.501792
2016-42,0.501792,36.0,22.0,39.0,28.0,0.0,0.0,14.0,44.0,0.0,63.0,24.0,40.0,30.0,24.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,45.0,54.0,24.0,29.0,34.0,42.0,0.0,44.0,43.0,0.0,0.816327
2016-43,0.816327,36.0,22.0,39.0,28.0,0.0,0.0,14.0,44.0,0.0,63.0,24.0,40.0,30.0,24.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,45.0,54.0,24.0,29.0,34.0,42.0,0.0,44.0,43.0,0.0,0.5336890000000001
2016-44,0.5336890000000001,36.0,22.0,39.0,28.0,0.0,0.0,14.0,44.0,0.0,63.0,24.0,40.0,30.0,24.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,45.0,54.0,24.0,29.0,34.0,42.0,0.0,44.0,43.0,0.0,0.802469
2016-45,0.802469,35.0,0.0,100.0,17.0,0.0,51.0,14.0,22.0,0.0,62.0,0.0,39.0,30.0,0.0,60.0,30.0,43.0,0.0,0.0,0.0,0.0,48.0,22.0,0.0,0.0,43.0,0.0,0.0,37.0,21.0,0.0,39.0,0.0,49.0,96.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,1.1215
2016-46,1.1215,35.0,0.0,100.0,17.0,0.0,51.0,14.0,22.0,0.0,62.0,0.0,39.0,30.0,0.0,60.0,30.0,43.0,0.0,0.0,0.0,0.0,48.0,22.0,0.0,0.0,43.0,0.0,0.0,37.0,21.0,0.0,39.0,0.0,49.0,96.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,1.0007700000000002
2016-47,1.0007700000000002,35.0,0.0,100.0,17.0,0.0,51.0,14.0,22.0,0.0,62.0,0.0,39.0,30.0,0.0,60.0,30.0,43.0,0.0,0.0,0.0,0.0,48.0,22.0,0.0,0.0,43.0,0.0,0.0,37.0,21.0,0.0,39.0,0.0,49.0,96.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,1.10894
2016-48,1.10894,35.0,0.0,100.0,17.0,0.0,51.0,14.0,22.0,0.0,62.0,0.0,39.0,30.0,0.0,60.0,30.0,43.0,0.0,0.0,0.0,0.0,48.0,22.0,0.0,0.0,43.0,0.0,0.0,37.0,21.0,0.0,39.0,0.0,49.0,96.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,0.70373
