date,kentucky_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu shots,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,kentucky flu,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,type a flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2017-20,0.437637,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,8.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,22.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,48.0,0.37114,0.316907,0.121249,0.19850399999999999
2017-21,0.37114,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,8.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,22.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,48.0,0.316907,0.17707699999999998,0.18650899999999998,0.13751
2017-22,0.316907,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,8.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,22.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,48.0,0.17707699999999998,0.121249,0.161473,0.124572
2017-23,0.17707699999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,0.0,14.0,0.0,1.0,34.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,29.0,0.0,0.0,0.0,4.0,7.0,0.0,9.0,7.0,11.0,22.0,4.0,4.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,0.121249,0.18650899999999998,0.164718,0.108527
2017-24,0.121249,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,0.0,14.0,0.0,1.0,34.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,29.0,0.0,0.0,0.0,4.0,7.0,0.0,9.0,7.0,11.0,22.0,4.0,4.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,0.18650899999999998,0.161473,0.19850399999999999,0.103245
2017-25,0.18650899999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,0.0,14.0,0.0,1.0,34.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,29.0,0.0,0.0,0.0,4.0,7.0,0.0,9.0,7.0,11.0,22.0,4.0,4.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,0.161473,0.164718,0.13751,0.178918
2017-26,0.161473,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,0.0,14.0,0.0,1.0,34.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,21.0,19.0,4.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,29.0,0.0,0.0,0.0,4.0,7.0,0.0,9.0,7.0,11.0,22.0,4.0,4.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,0.164718,0.19850399999999999,0.124572,0.08965930000000001
2017-27,0.164718,8.0,17.0,0.0,17.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,7.0,0.0,5.0,27.0,0.0,0.0,0.0,3.0,24.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,39.0,0.0,8.0,9.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,41.0,0.19850399999999999,0.13751,0.108527,0.33108000000000004
2017-28,0.19850399999999999,8.0,17.0,0.0,17.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,7.0,0.0,5.0,27.0,0.0,0.0,0.0,3.0,24.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,39.0,0.0,8.0,9.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,41.0,0.13751,0.124572,0.103245,0.217662
2017-29,0.13751,8.0,17.0,0.0,17.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,7.0,0.0,5.0,27.0,0.0,0.0,0.0,3.0,24.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,39.0,0.0,8.0,9.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,41.0,0.124572,0.108527,0.178918,0.341344
2017-30,0.124572,8.0,17.0,0.0,17.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,7.0,0.0,5.0,27.0,0.0,0.0,0.0,3.0,24.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,39.0,0.0,8.0,9.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,41.0,0.108527,0.103245,0.08965930000000001,0.380745
2017-31,0.108527,8.0,17.0,0.0,17.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,3.0,0.0,0.0,5.0,6.0,0.0,7.0,0.0,5.0,27.0,0.0,0.0,0.0,3.0,24.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,39.0,0.0,8.0,9.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,41.0,0.103245,0.178918,0.33108000000000004,0.34463
2017-32,0.103245,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,0.0,0.0,3.0,55.0,7.0,2.0,0.0,0.0,9.0,6.0,0.0,19.0,2.0,5.0,27.0,0.0,0.0,0.0,0.0,16.0,5.0,7.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,2.0,8.0,8.0,0.0,16.0,13.0,0.0,26.0,13.0,0.0,5.0,0.0,9.0,13.0,13.0,0.0,0.0,4.0,12.0,4.0,12.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,7.0,7.0,0.0,0.0,12.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,46.0,0.0,6.0,4.0,8.0,0.0,23.0,0.0,0.0,6.0,5.0,54.0,0.178918,0.08965930000000001,0.217662,0.727819
2017-33,0.178918,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,0.0,0.0,3.0,55.0,7.0,2.0,0.0,0.0,9.0,6.0,0.0,19.0,2.0,5.0,27.0,0.0,0.0,0.0,0.0,16.0,5.0,7.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,2.0,8.0,8.0,0.0,16.0,13.0,0.0,26.0,13.0,0.0,5.0,0.0,9.0,13.0,13.0,0.0,0.0,4.0,12.0,4.0,12.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,7.0,7.0,0.0,0.0,12.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,46.0,0.0,6.0,4.0,8.0,0.0,23.0,0.0,0.0,6.0,5.0,54.0,0.08965930000000001,0.33108000000000004,0.341344,0.995265
2017-34,0.08965930000000001,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,0.0,0.0,3.0,55.0,7.0,2.0,0.0,0.0,9.0,6.0,0.0,19.0,2.0,5.0,27.0,0.0,0.0,0.0,0.0,16.0,5.0,7.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,2.0,8.0,8.0,0.0,16.0,13.0,0.0,26.0,13.0,0.0,5.0,0.0,9.0,13.0,13.0,0.0,0.0,4.0,12.0,4.0,12.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,7.0,7.0,0.0,0.0,12.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,46.0,0.0,6.0,4.0,8.0,0.0,23.0,0.0,0.0,6.0,5.0,54.0,0.33108000000000004,0.217662,0.380745,0.975701
2017-35,0.33108000000000004,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,0.0,0.0,3.0,55.0,7.0,2.0,0.0,0.0,9.0,6.0,0.0,19.0,2.0,5.0,27.0,0.0,0.0,0.0,0.0,16.0,5.0,7.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,2.0,8.0,8.0,0.0,16.0,13.0,0.0,26.0,13.0,0.0,5.0,0.0,9.0,13.0,13.0,0.0,0.0,4.0,12.0,4.0,12.0,3.0,3.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,7.0,7.0,0.0,0.0,12.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,46.0,0.0,6.0,4.0,8.0,0.0,23.0,0.0,0.0,6.0,5.0,54.0,0.217662,0.341344,0.34463,1.46052
2017-36,0.217662,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,19.0,0.0,0.0,13.0,3.0,50.0,7.0,1.0,0.0,0.0,13.0,10.0,0.0,15.0,3.0,7.0,35.0,0.0,0.0,9.0,3.0,20.0,12.0,10.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0,1.0,16.0,12.0,0.0,12.0,25.0,0.0,13.0,13.0,0.0,16.0,7.0,12.0,32.0,13.0,0.0,25.0,0.0,19.0,10.0,17.0,11.0,3.0,53.0,5.0,4.0,0.0,4.0,0.0,0.0,36.0,7.0,0.0,0.0,4.0,17.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,15.0,17.0,0.0,6.0,11.0,0.0,0.0,5.0,66.0,0.341344,0.380745,0.727819,1.6751
2017-37,0.341344,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,19.0,0.0,0.0,13.0,3.0,50.0,7.0,1.0,0.0,0.0,13.0,10.0,0.0,15.0,3.0,7.0,35.0,0.0,0.0,9.0,3.0,20.0,12.0,10.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0,1.0,16.0,12.0,0.0,12.0,25.0,0.0,13.0,13.0,0.0,16.0,7.0,12.0,32.0,13.0,0.0,25.0,0.0,19.0,10.0,17.0,11.0,3.0,53.0,5.0,4.0,0.0,4.0,0.0,0.0,36.0,7.0,0.0,0.0,4.0,17.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,15.0,17.0,0.0,6.0,11.0,0.0,0.0,5.0,66.0,0.380745,0.34463,0.995265,1.60245
2017-38,0.380745,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,19.0,0.0,0.0,13.0,3.0,50.0,7.0,1.0,0.0,0.0,13.0,10.0,0.0,15.0,3.0,7.0,35.0,0.0,0.0,9.0,3.0,20.0,12.0,10.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0,1.0,16.0,12.0,0.0,12.0,25.0,0.0,13.0,13.0,0.0,16.0,7.0,12.0,32.0,13.0,0.0,25.0,0.0,19.0,10.0,17.0,11.0,3.0,53.0,5.0,4.0,0.0,4.0,0.0,0.0,36.0,7.0,0.0,0.0,4.0,17.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,15.0,17.0,0.0,6.0,11.0,0.0,0.0,5.0,66.0,0.34463,0.727819,0.975701,2.17625
2017-39,0.34463,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,19.0,0.0,0.0,13.0,3.0,50.0,7.0,1.0,0.0,0.0,13.0,10.0,0.0,15.0,3.0,7.0,35.0,0.0,0.0,9.0,3.0,20.0,12.0,10.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0,1.0,16.0,12.0,0.0,12.0,25.0,0.0,13.0,13.0,0.0,16.0,7.0,12.0,32.0,13.0,0.0,25.0,0.0,19.0,10.0,17.0,11.0,3.0,53.0,5.0,4.0,0.0,4.0,0.0,0.0,36.0,7.0,0.0,0.0,4.0,17.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,15.0,17.0,0.0,6.0,11.0,0.0,0.0,5.0,66.0,0.727819,0.995265,1.46052,1.73643
2017-40,0.727819,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,12.0,12.0,1.0,67.0,8.0,5.0,0.0,0.0,13.0,10.0,0.0,15.0,2.0,10.0,55.0,8.0,0.0,9.0,0.0,38.0,7.0,3.0,10.0,0.0,14.0,9.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,16.0,0.0,0.0,12.0,12.0,9.0,9.0,0.0,4.0,18.0,12.0,0.0,12.0,4.0,8.0,4.0,26.0,6.0,3.0,35.0,3.0,10.0,0.0,3.0,10.0,7.0,63.0,7.0,0.0,4.0,0.0,26.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,58.0,0.0,4.0,12.0,11.0,4.0,0.0,6.0,0.0,17.0,0.0,87.0,0.995265,0.975701,1.6751,2.10069
2017-41,0.995265,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,12.0,12.0,1.0,67.0,8.0,5.0,0.0,0.0,13.0,10.0,0.0,15.0,2.0,10.0,55.0,8.0,0.0,9.0,0.0,38.0,7.0,3.0,10.0,0.0,14.0,9.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,16.0,0.0,0.0,12.0,12.0,9.0,9.0,0.0,4.0,18.0,12.0,0.0,12.0,4.0,8.0,4.0,26.0,6.0,3.0,35.0,3.0,10.0,0.0,3.0,10.0,7.0,63.0,7.0,0.0,4.0,0.0,26.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,58.0,0.0,4.0,12.0,11.0,4.0,0.0,6.0,0.0,17.0,0.0,87.0,0.975701,1.46052,1.60245,3.3279099999999997
2017-42,0.975701,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,12.0,12.0,1.0,67.0,8.0,5.0,0.0,0.0,13.0,10.0,0.0,15.0,2.0,10.0,55.0,8.0,0.0,9.0,0.0,38.0,7.0,3.0,10.0,0.0,14.0,9.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,16.0,0.0,0.0,12.0,12.0,9.0,9.0,0.0,4.0,18.0,12.0,0.0,12.0,4.0,8.0,4.0,26.0,6.0,3.0,35.0,3.0,10.0,0.0,3.0,10.0,7.0,63.0,7.0,0.0,4.0,0.0,26.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,58.0,0.0,4.0,12.0,11.0,4.0,0.0,6.0,0.0,17.0,0.0,87.0,1.46052,1.6751,2.17625,4.8155
