date,kentucky_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu shots,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,kentucky flu,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,type a flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2016-40,0.48432200000000003,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,28.0,0.0,2.0,69.0,7.0,4.0,0.0,0.0,11.0,7.0,0.0,13.0,4.0,2.0,34.0,0.0,0.0,10.0,0.0,23.0,6.0,9.0,11.0,32.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,5.0,21.0,0.0,0.0,0.0,4.0,11.0,9.0,17.0,7.0,4.0,11.0,5.0,4.0,0.0,0.0,4.0,8.0,28.0,12.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,80.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,0.41971400000000003,0.638821,0.675377,1.39493
2016-41,0.41971400000000003,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,28.0,0.0,2.0,69.0,7.0,4.0,0.0,0.0,11.0,7.0,0.0,13.0,4.0,2.0,34.0,0.0,0.0,10.0,0.0,23.0,6.0,9.0,11.0,32.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,5.0,21.0,0.0,0.0,0.0,4.0,11.0,9.0,17.0,7.0,4.0,11.0,5.0,4.0,0.0,0.0,4.0,8.0,28.0,12.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,80.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,0.638821,1.01945,0.691474,0.709875
2016-42,0.638821,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,28.0,0.0,2.0,69.0,7.0,4.0,0.0,0.0,11.0,7.0,0.0,13.0,4.0,2.0,34.0,0.0,0.0,10.0,0.0,23.0,6.0,9.0,11.0,32.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,5.0,21.0,0.0,0.0,0.0,4.0,11.0,9.0,17.0,7.0,4.0,11.0,5.0,4.0,0.0,0.0,4.0,8.0,28.0,12.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,80.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,1.01945,0.675377,1.1757799999999998,1.04621
2016-43,1.01945,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,28.0,0.0,2.0,69.0,7.0,4.0,0.0,0.0,11.0,7.0,0.0,13.0,4.0,2.0,34.0,0.0,0.0,10.0,0.0,23.0,6.0,9.0,11.0,32.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,5.0,21.0,0.0,0.0,0.0,4.0,11.0,9.0,17.0,7.0,4.0,11.0,5.0,4.0,0.0,0.0,4.0,8.0,28.0,12.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,80.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,0.675377,0.691474,0.8804790000000001,3.7696199999999997
2016-44,0.675377,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,28.0,0.0,2.0,69.0,7.0,4.0,0.0,0.0,11.0,7.0,0.0,13.0,4.0,2.0,34.0,0.0,0.0,10.0,0.0,23.0,6.0,9.0,11.0,32.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,5.0,21.0,0.0,0.0,0.0,4.0,11.0,9.0,17.0,7.0,4.0,11.0,5.0,4.0,0.0,0.0,4.0,8.0,28.0,12.0,0.0,0.0,4.0,17.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,80.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,0.691474,1.1757799999999998,1.39493,4.25743
2016-45,0.691474,14.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,8.0,41.0,0.0,0.0,0.0,2.0,80.0,12.0,6.0,0.0,0.0,13.0,12.0,0.0,25.0,4.0,16.0,65.0,0.0,0.0,9.0,4.0,45.0,4.0,5.0,0.0,20.0,20.0,10.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,8.0,13.0,0.0,13.0,0.0,0.0,12.0,7.0,17.0,34.0,0.0,0.0,0.0,0.0,23.0,12.0,19.0,14.0,3.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,34.0,8.0,11.0,0.0,4.0,19.0,8.0,1.0,7.0,0.0,1.0,3.0,0.0,84.0,2.0,4.0,12.0,8.0,8.0,6.0,12.0,0.0,0.0,6.0,62.0,1.1757799999999998,0.8804790000000001,0.709875,2.56237
2016-46,1.1757799999999998,14.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,8.0,41.0,0.0,0.0,0.0,2.0,80.0,12.0,6.0,0.0,0.0,13.0,12.0,0.0,25.0,4.0,16.0,65.0,0.0,0.0,9.0,4.0,45.0,4.0,5.0,0.0,20.0,20.0,10.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,8.0,13.0,0.0,13.0,0.0,0.0,12.0,7.0,17.0,34.0,0.0,0.0,0.0,0.0,23.0,12.0,19.0,14.0,3.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,34.0,8.0,11.0,0.0,4.0,19.0,8.0,1.0,7.0,0.0,1.0,3.0,0.0,84.0,2.0,4.0,12.0,8.0,8.0,6.0,12.0,0.0,0.0,6.0,62.0,0.8804790000000001,1.39493,1.04621,3.60641
2016-47,0.8804790000000001,14.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,8.0,41.0,0.0,0.0,0.0,2.0,80.0,12.0,6.0,0.0,0.0,13.0,12.0,0.0,25.0,4.0,16.0,65.0,0.0,0.0,9.0,4.0,45.0,4.0,5.0,0.0,20.0,20.0,10.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,8.0,13.0,0.0,13.0,0.0,0.0,12.0,7.0,17.0,34.0,0.0,0.0,0.0,0.0,23.0,12.0,19.0,14.0,3.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,34.0,8.0,11.0,0.0,4.0,19.0,8.0,1.0,7.0,0.0,1.0,3.0,0.0,84.0,2.0,4.0,12.0,8.0,8.0,6.0,12.0,0.0,0.0,6.0,62.0,1.39493,0.709875,3.7696199999999997,4.44958
2016-48,1.39493,14.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,8.0,41.0,0.0,0.0,0.0,2.0,80.0,12.0,6.0,0.0,0.0,13.0,12.0,0.0,25.0,4.0,16.0,65.0,0.0,0.0,9.0,4.0,45.0,4.0,5.0,0.0,20.0,20.0,10.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,8.0,13.0,0.0,13.0,0.0,0.0,12.0,7.0,17.0,34.0,0.0,0.0,0.0,0.0,23.0,12.0,19.0,14.0,3.0,12.0,9.0,11.0,0.0,0.0,0.0,0.0,34.0,8.0,11.0,0.0,4.0,19.0,8.0,1.0,7.0,0.0,1.0,3.0,0.0,84.0,2.0,4.0,12.0,8.0,8.0,6.0,12.0,0.0,0.0,6.0,62.0,0.709875,1.04621,4.25743,4.8653
2016-49,0.709875,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,1.04621,3.7696199999999997,2.56237,4.51889
2016-50,1.04621,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,3.7696199999999997,4.25743,3.60641,6.5129
2016-51,3.7696199999999997,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,4.25743,2.56237,4.44958,9.21883
2016-52,4.25743,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,2.56237,3.60641,4.8653,8.21918
2017-01,2.56237,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,3.60641,4.44958,4.51889,6.13134
2017-02,3.60641,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,4.44958,4.8653,6.5129,6.7103699999999975
2017-03,4.44958,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,4.8653,4.51889,9.21883,7.5484899999999975
2017-04,4.8653,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,4.51889,6.5129,8.21918,8.17308
2017-05,4.51889,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,6.5129,9.21883,6.13134,5.49145
2017-06,6.5129,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,9.21883,8.21918,6.7103699999999975,3.9444
2017-07,9.21883,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,8.21918,6.13134,7.5484899999999975,1.8934099999999998
2017-08,8.21918,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,6.13134,6.7103699999999975,8.17308,1.2896100000000001
2017-09,6.13134,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,6.7103699999999975,7.5484899999999975,5.49145,0.924409
2017-10,6.7103699999999975,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,7.5484899999999975,8.17308,3.9444,0.735196
2017-11,7.5484899999999975,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,8.17308,5.49145,1.8934099999999998,0.503912
2017-12,8.17308,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,5.49145,3.9444,1.2896100000000001,0.437637
2017-13,5.49145,11.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,4.0,14.0,0.0,14.0,14.0,1.0,54.0,7.0,2.0,0.0,0.0,11.0,9.0,0.0,13.0,2.0,11.0,42.0,9.0,0.0,9.0,0.0,20.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0,12.0,7.0,10.0,13.0,0.0,0.0,14.0,4.0,10.0,8.0,12.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,8.0,61.0,0.0,8.0,0.0,4.0,12.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,52.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,68.0,3.9444,1.8934099999999998,0.924409,0.37114
2017-14,3.9444,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,41.0,2.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,40.0,0.0,13.0,13.0,0.0,0.0,5.0,10.0,14.0,13.0,0.0,0.0,0.0,6.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.8934099999999998,1.2896100000000001,0.735196,0.316907
2017-15,1.8934099999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,41.0,2.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,40.0,0.0,13.0,13.0,0.0,0.0,5.0,10.0,14.0,13.0,0.0,0.0,0.0,6.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.2896100000000001,0.924409,0.503912,0.17707699999999998
2017-16,1.2896100000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,41.0,2.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,40.0,0.0,13.0,13.0,0.0,0.0,5.0,10.0,14.0,13.0,0.0,0.0,0.0,6.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.924409,0.735196,0.437637,0.121249
2017-17,0.924409,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,41.0,2.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,40.0,0.0,13.0,13.0,0.0,0.0,5.0,10.0,14.0,13.0,0.0,0.0,0.0,6.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.735196,0.503912,0.37114,0.18650899999999998
2017-18,0.735196,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,41.0,2.0,3.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,40.0,0.0,13.0,13.0,0.0,0.0,5.0,10.0,14.0,13.0,0.0,0.0,0.0,6.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,3.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.503912,0.437637,0.316907,0.161473
2017-19,0.503912,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,8.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,22.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,48.0,0.437637,0.37114,0.17707699999999998,0.164718
