date,louisiana_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,louisiana flu,exposed to flu,flu contagious,flu length,bronchitis,type a flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2011-31,0.872698,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,46.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,1.08269,1.12234,1.36734,2.97633
2011-32,1.08269,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,9.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,0.0,23.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,53.0,1.12234,1.44716,1.7068299999999998,2.8485099999999997
2011-33,1.12234,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,9.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,0.0,23.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,53.0,1.44716,1.36734,1.98413,2.8915900000000003
2011-34,1.44716,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,9.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,0.0,23.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,53.0,1.36734,1.7068299999999998,3.1651,2.45195
2011-35,1.36734,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,9.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,0.0,23.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,53.0,1.7068299999999998,1.98413,2.97633,2.35048
2011-36,1.7068299999999998,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,72.0,17.0,0.0,9.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,71.0,1.98413,3.1651,2.8485099999999997,2.48977
2011-37,1.98413,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,72.0,17.0,0.0,9.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,71.0,3.1651,2.97633,2.8915900000000003,2.47432
2011-38,3.1651,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,72.0,17.0,0.0,9.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,71.0,2.97633,2.8485099999999997,2.45195,2.82114
2011-39,2.97633,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,72.0,17.0,0.0,9.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,71.0,2.8485099999999997,2.8915900000000003,2.35048,2.52569
2011-40,2.8485099999999997,11.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,2.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,17.0,26.0,0.0,20.0,5.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,21.0,21.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,49.0,0.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,71.0,2.8915900000000003,2.45195,2.48977,2.95145
2011-41,2.8915900000000003,11.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,2.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,17.0,26.0,0.0,20.0,5.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,21.0,21.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,49.0,0.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,71.0,2.45195,2.35048,2.47432,2.68642
2011-42,2.45195,11.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,2.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,17.0,26.0,0.0,20.0,5.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,21.0,21.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,49.0,0.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,71.0,2.35048,2.48977,2.82114,3.72645
2011-43,2.35048,11.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,2.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,17.0,26.0,0.0,20.0,5.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,21.0,21.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,49.0,0.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,71.0,2.48977,2.47432,2.52569,2.72098
2011-44,2.48977,11.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,2.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,17.0,26.0,0.0,20.0,5.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,21.0,21.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,49.0,0.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,71.0,2.47432,2.82114,2.95145,3.01952
2011-45,2.47432,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,0.0,34.0,34.0,17.0,0.0,0.0,0.0,0.0,35.0,17.0,9.0,13.0,30.0,5.0,15.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20.0,2.82114,2.52569,2.68642,3.41888
2011-46,2.82114,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,0.0,34.0,34.0,17.0,0.0,0.0,0.0,0.0,35.0,17.0,9.0,13.0,30.0,5.0,15.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20.0,2.52569,2.95145,3.72645,2.4155599999999997
2011-47,2.52569,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,0.0,34.0,34.0,17.0,0.0,0.0,0.0,0.0,35.0,17.0,9.0,13.0,30.0,5.0,15.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20.0,2.95145,2.68642,2.72098,2.6312900000000004
2011-48,2.95145,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,0.0,34.0,34.0,17.0,0.0,0.0,0.0,0.0,35.0,17.0,9.0,13.0,30.0,5.0,15.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20.0,2.68642,3.72645,3.01952,2.13152
2011-49,2.68642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,7.0,2.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,0.0,37.0,0.0,19.0,11.0,11.0,22.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,77.0,19.0,19.0,0.0,27.0,0.0,27.0,27.0,20.0,39.0,10.0,24.0,11.0,17.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,11.0,0.0,6.0,14.0,0.0,4.0,0.0,11.0,0.0,86.0,12.0,23.0,15.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,3.72645,2.72098,3.41888,2.0596200000000002
2011-50,3.72645,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,7.0,2.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,0.0,37.0,0.0,19.0,11.0,11.0,22.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,77.0,19.0,19.0,0.0,27.0,0.0,27.0,27.0,20.0,39.0,10.0,24.0,11.0,17.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,11.0,0.0,6.0,14.0,0.0,4.0,0.0,11.0,0.0,86.0,12.0,23.0,15.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,2.72098,3.01952,2.4155599999999997,2.8578099999999997
2011-51,2.72098,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,7.0,2.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,0.0,37.0,0.0,19.0,11.0,11.0,22.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,77.0,19.0,19.0,0.0,27.0,0.0,27.0,27.0,20.0,39.0,10.0,24.0,11.0,17.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,11.0,0.0,6.0,14.0,0.0,4.0,0.0,11.0,0.0,86.0,12.0,23.0,15.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,3.01952,3.41888,2.6312900000000004,3.17863
2011-52,3.01952,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,7.0,2.0,0.0,0.0,19.0,0.0,0.0,19.0,4.0,0.0,37.0,0.0,19.0,11.0,11.0,22.0,0.0,0.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,77.0,19.0,19.0,0.0,27.0,0.0,27.0,27.0,20.0,39.0,10.0,24.0,11.0,17.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,11.0,0.0,6.0,14.0,0.0,4.0,0.0,11.0,0.0,86.0,12.0,23.0,15.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,3.41888,2.4155599999999997,2.13152,2.51418
2012-01,3.41888,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.4155599999999997,2.6312900000000004,2.0596200000000002,2.4183
2012-02,2.4155599999999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.6312900000000004,2.13152,2.8578099999999997,2.51068
2012-03,2.6312900000000004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.13152,2.0596200000000002,3.17863,2.7467200000000003
2012-04,2.13152,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.0596200000000002,2.8578099999999997,2.51418,2.51933
2012-05,2.0596200000000002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.8578099999999997,3.17863,2.4183,2.60108
2012-06,2.8578099999999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,3.17863,2.51418,2.51068,2.23763
2012-07,3.17863,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.51418,2.4183,2.7467200000000003,1.8104099999999999
2012-08,2.51418,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.4183,2.51068,2.51933,2.2008400000000004
2012-09,2.4183,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.51068,2.7467200000000003,2.60108,1.99036
2012-10,2.51068,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,17.0,0.0,17.0,17.0,0.0,17.0,18.0,25.0,25.0,0.0,13.0,17.0,0.0,17.0,43.0,19.0,6.0,10.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,78.0,0.0,0.0,47.0,16.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,1.0,3.0,0.0,3.0,0.0,41.0,5.0,5.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,60.0,2.7467200000000003,2.51933,2.23763,2.0997
