date,idaho_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu in idaho,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,dog flu,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,how long does the flu last,fever flu,how long does flu last,food poisoning,influenza a,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,flu medicine,flu remedies,flu shot side effects,flu complications,treat flu,how to get rid of the flu,body temperature,h1n1 flu,target
2016-49,0.691358,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.38484
2016-50,1.38484,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.21255
2016-51,1.21255,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,2.698
2016-52,2.698,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.7543900000000001
2017-01,1.7543900000000001,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,2.29383
2017-02,2.29383,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,2.75527
2017-03,2.75527,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.71112
2017-04,1.71112,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.69492
2017-05,1.69492,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.76899
2017-06,1.76899,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.9960099999999998
2017-07,1.9960099999999998,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.48699
2017-08,1.48699,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.06332
2017-09,1.06332,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.47433
2017-10,1.47433,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,1.0826799999999999
2017-11,1.0826799999999999,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,0.583771
2017-12,0.583771,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,0.554017
2017-13,0.554017,10.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.0,28.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,34.0,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,32.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,23.0,11.0,0.0,22.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,13.0,0.0,0.592353
2017-14,0.592353,9.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.744753
2017-15,0.744753,9.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.28280500000000003
2017-16,0.28280500000000003,9.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.616592
2017-17,0.616592,9.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.79023
2017-18,0.79023,9.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.455433
2017-19,0.455433,10.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.921053
2017-20,0.921053,10.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.120048
2017-21,0.120048,10.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0001
2017-22,0.0001,10.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0001
2017-23,0.0001,8.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,37.0,21.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,4.0,4.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0001
2017-24,0.0001,8.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,37.0,21.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,4.0,4.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0001
2017-25,0.0001,8.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,37.0,21.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,4.0,4.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0001
2017-26,0.0001,8.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,37.0,21.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,4.0,4.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0001
2017-27,0.0001,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0001
2017-28,0.0001,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0001
2017-29,0.0001,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0001
