date,vermont_flu,flu,symptoms of flu,stomach flu,the flu,bird flu,high fever,flu shot,flu how long,braun thermoscan,flu report,swine flu symptoms,oscillococcinum,bronchitis,contagious flu,cdc flu,flu fever,vermont flu,cold and flu,flu contagious,normal body,flu and cold,flu medicine,how long is the flu,flu vs cold,taking temperature,uvm flu shots,pneumonia,normal body temperature,symptoms of the flu,flu symptoms 2018,low body,flu shot side effects,influenza symptoms,how long contagious,is the flu contagious,flu symptoms 2017,i have the flu,fever flu,swine flu,how long does the flu last,cold vs flu,flu and fever,signs of flu,flu care,flu children,thermoscan,flu treatment,cdc flu map,the flu virus,how long does flu last,human temperature,how long is flu contagious,is flu contagious,how long is the flu contagious,cold or flu,flu map,flu symptoms,spanish flu,body temperature,fever reducer,flu cough,signs of the flu,how long flu,flu or cold,fever cough,ear thermometer,target
2011-26,0.6459189999999999,3.0,0.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,8.0,0.0,24.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.759975
2011-27,0.759975,7.0,32.0,0.0,0.0,75.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,49.0,0.0,0.711322
2011-28,0.711322,7.0,32.0,0.0,0.0,75.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,49.0,0.0,0.8329
2011-29,0.8329,7.0,32.0,0.0,0.0,75.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,49.0,0.0,1.0981
2011-30,1.0981,7.0,32.0,0.0,0.0,75.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,49.0,0.0,1.01083
2011-31,1.01083,7.0,32.0,0.0,0.0,75.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,49.0,0.0,0.996016
2011-32,0.996016,12.0,0.0,0.0,5.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.81818
2011-33,1.81818,12.0,0.0,0.0,5.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.49254
2011-34,1.49254,12.0,0.0,0.0,5.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.45202
2011-35,1.45202,12.0,0.0,0.0,5.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0202
2011-36,2.0202,16.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,34.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,67.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17391
2011-37,2.17391,16.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,34.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,67.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1092600000000001
2011-38,1.1092600000000001,16.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,34.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,67.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27728
2011-39,1.27728,16.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,34.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,67.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43991
2011-40,1.43991,9.0,29.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52211
2011-41,1.52211,9.0,29.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06132
2011-42,1.06132,9.0,29.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23529
2011-43,1.23529,9.0,29.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66756
2011-44,1.66756,9.0,29.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29151
2011-45,1.29151,4.0,28.0,0.0,5.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,49.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,52.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10277
2011-46,1.10277,4.0,28.0,0.0,5.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,49.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,52.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11538
2011-47,2.11538,4.0,28.0,0.0,5.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,49.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,52.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84139
2011-48,1.84139,4.0,28.0,0.0,5.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,49.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,52.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60576
2011-49,1.60576,13.0,32.0,0.0,6.0,0.0,94.0,16.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,61.0,46.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,0.0,22.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1.58254
2011-50,1.58254,13.0,32.0,0.0,6.0,0.0,94.0,16.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,61.0,46.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,0.0,22.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.23263
2011-51,2.23263,13.0,32.0,0.0,6.0,0.0,94.0,16.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,61.0,46.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,0.0,22.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.79251
2011-52,2.79251,13.0,32.0,0.0,6.0,0.0,94.0,16.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,61.0,46.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,0.0,22.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.18978
2012-01,2.18978,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6686400000000003
2012-02,2.6686400000000003,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0958099999999997
2012-03,2.0958099999999997,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97239
2012-04,1.97239,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82735
2012-05,1.82735,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17941
2012-06,2.17941,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73134
2012-07,1.73134,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30133
2012-08,2.30133,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9902400000000002
2012-09,1.9902400000000002,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89179
2012-10,1.89179,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68362
2012-11,2.68362,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87338
2012-12,2.87338,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0589
2012-13,3.0589,10.0,0.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,71.0,34.0,0.0,40.0,32.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,49.0,0.0,0.0,0.0,0.0,59.0,64.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,100.0,0.0,0.0,13.0,0.0,28.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8942099999999997
2012-14,2.8942099999999997,2.0,27.0,29.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58732
2012-15,2.58732,2.0,27.0,29.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7515
2012-16,2.7515,2.0,27.0,29.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55958
2012-17,2.55958,2.0,27.0,29.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9019400000000002
2012-18,1.9019400000000002,2.0,27.0,29.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0948900000000004
2012-19,2.0948900000000004,4.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84697
2012-20,1.84697,4.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97548
2012-21,1.97548,4.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84758
