date,washington_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,washington state flu,treat the flu,seattle flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,cold symptoms,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,stomach,how long is flu contagious,treatment for flu,cdc flu,taking temperature,exposed to flu,flu length,bronchitis,get over the flu,stomach flu symptoms,what is the flu,oscillococcinum,cold or flu,flu medicine,flu shot side effects,flu complications,signs of the flu,treat flu,body temperature,target_1,target_2,target_4,target_8
2011-08,3.80721,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,3.4690300000000005,3.04946,3.06081,1.38714
2011-09,3.4690300000000005,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,3.04946,3.6427099999999997,1.5469600000000001,0.649087
2011-10,3.04946,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,3.6427099999999997,3.06081,0.7985800000000001,0.7207210000000001
2011-11,3.6427099999999997,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,3.06081,1.5469600000000001,0.9704969999999999,0.580781
2011-12,3.06081,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,1.5469600000000001,0.7985800000000001,1.38714,0.49813199999999996
2011-13,1.5469600000000001,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,24.0,24.0,8.0,0.0,0.0,0.0,20.0,8.0,4.0,9.0,11.0,13.0,1.0,3.0,0.0,0.0,11.0,22.0,0.0,11.0,21.0,28.0,0.0,0.0,0.0,0.0,11.0,23.0,1.0,37.0,0.0,9.0,0.0,9.0,0.0,15.0,2.0,33.0,4.0,12.0,6.0,0.0,13.0,0.0,77.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,24.0,8.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,65.0,0.7985800000000001,0.9704969999999999,0.649087,0.18018
2011-14,0.7985800000000001,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,7.0,0.0,17.0,0.0,11.0,9.0,29.0,0.0,12.0,6.0,0.0,6.0,6.0,84.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,1.0,0.0,55.0,0.0,0.0,8.0,12.0,0.0,0.0,49.0,0.0,4.0,21.0,16.0,10.0,10.0,0.0,10.0,10.0,10.0,59.0,0.9704969999999999,1.38714,0.7207210000000001,0.297177
2011-15,0.9704969999999999,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,7.0,0.0,17.0,0.0,11.0,9.0,29.0,0.0,12.0,6.0,0.0,6.0,6.0,84.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,1.0,0.0,55.0,0.0,0.0,8.0,12.0,0.0,0.0,49.0,0.0,4.0,21.0,16.0,10.0,10.0,0.0,10.0,10.0,10.0,59.0,1.38714,0.649087,0.580781,0.332226
2011-16,1.38714,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,7.0,0.0,17.0,0.0,11.0,9.0,29.0,0.0,12.0,6.0,0.0,6.0,6.0,84.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,1.0,0.0,55.0,0.0,0.0,8.0,12.0,0.0,0.0,49.0,0.0,4.0,21.0,16.0,10.0,10.0,0.0,10.0,10.0,10.0,59.0,0.649087,0.7207210000000001,0.49813199999999996,0.268097
2011-17,0.649087,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,7.0,0.0,17.0,0.0,11.0,9.0,29.0,0.0,12.0,6.0,0.0,6.0,6.0,84.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,1.0,0.0,55.0,0.0,0.0,8.0,12.0,0.0,0.0,49.0,0.0,4.0,21.0,16.0,10.0,10.0,0.0,10.0,10.0,10.0,59.0,0.7207210000000001,0.580781,0.18018,0.0001
2011-18,0.7207210000000001,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,11.0,2.0,31.0,0.0,4.0,6.0,19.0,0.0,14.0,5.0,16.0,0.0,6.0,9.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,67.0,0.580781,0.49813199999999996,0.297177,0.0001
2011-19,0.580781,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,11.0,2.0,31.0,0.0,4.0,6.0,19.0,0.0,14.0,5.0,16.0,0.0,6.0,9.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,67.0,0.49813199999999996,0.18018,0.332226,0.0001
2011-20,0.49813199999999996,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,11.0,2.0,31.0,0.0,4.0,6.0,19.0,0.0,14.0,5.0,16.0,0.0,6.0,9.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,67.0,0.18018,0.297177,0.268097,0.0001
2011-21,0.18018,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,11.0,2.0,31.0,0.0,4.0,6.0,19.0,0.0,14.0,5.0,16.0,0.0,6.0,9.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,67.0,0.297177,0.332226,0.0001,0.0001
2011-22,0.297177,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,37.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,6.0,0.0,0.0,0.0,11.0,11.0,2.0,31.0,0.0,4.0,6.0,19.0,0.0,14.0,5.0,16.0,0.0,6.0,9.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,67.0,0.332226,0.268097,0.0001,0.0001
2011-23,0.332226,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,6.0,0.0,0.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,14.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,4.0,0.0,12.0,0.0,12.0,5.0,21.0,2.0,4.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,8.0,8.0,8.0,8.0,0.0,17.0,0.0,8.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,11.0,34.0,0.268097,0.0001,0.0001,0.0001
2011-24,0.268097,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,6.0,0.0,0.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,14.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,4.0,0.0,12.0,0.0,12.0,5.0,21.0,2.0,4.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,8.0,8.0,8.0,8.0,0.0,17.0,0.0,8.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,11.0,34.0,0.0001,0.0001,0.0001,0.0001
2011-25,0.0001,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,6.0,0.0,0.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,14.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,4.0,0.0,12.0,0.0,12.0,5.0,21.0,2.0,4.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,8.0,8.0,8.0,8.0,0.0,17.0,0.0,8.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,11.0,34.0,0.0001,0.0001,0.0001,0.0001
2011-26,0.0001,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,6.0,0.0,0.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,14.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,4.0,0.0,12.0,0.0,12.0,5.0,21.0,2.0,4.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,8.0,8.0,8.0,8.0,0.0,17.0,0.0,8.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,11.0,34.0,0.0001,0.0001,0.0001,0.07917660000000001
2011-27,0.0001,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,36.0,0.0,3.0,0.0,14.0,0.0,6.0,5.0,13.0,2.0,4.0,6.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.0,0.0001,0.0001,0.0001,0.0001
2011-28,0.0001,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,36.0,0.0,3.0,0.0,14.0,0.0,6.0,5.0,13.0,2.0,4.0,6.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.0,0.0001,0.0001,0.0001,0.0934579
2011-29,0.0001,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,36.0,0.0,3.0,0.0,14.0,0.0,6.0,5.0,13.0,2.0,4.0,6.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.0,0.0001,0.0001,0.0001,0.078064
2011-30,0.0001,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,36.0,0.0,3.0,0.0,14.0,0.0,6.0,5.0,13.0,2.0,4.0,6.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.0,0.0001,0.0001,0.07917660000000001,0.22409
2011-31,0.0001,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,36.0,0.0,3.0,0.0,14.0,0.0,6.0,5.0,13.0,2.0,4.0,6.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.0,0.0001,0.0001,0.0001,0.0001
2011-32,0.0001,14.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,11.0,9.0,0.0,11.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,35.0,1.0,7.0,6.0,21.0,0.0,6.0,4.0,14.0,4.0,10.0,6.0,6.0,19.0,0.0,82.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,51.0,0.0,8.0,12.0,8.0,8.0,0.0,27.0,0.0,5.0,16.0,32.0,11.0,0.0,22.0,0.0,0.0,11.0,47.0,0.0001,0.07917660000000001,0.0934579,0.505386
2011-33,0.0001,14.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,11.0,9.0,0.0,11.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,35.0,1.0,7.0,6.0,21.0,0.0,6.0,4.0,14.0,4.0,10.0,6.0,6.0,19.0,0.0,82.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,51.0,0.0,8.0,12.0,8.0,8.0,0.0,27.0,0.0,5.0,16.0,32.0,11.0,0.0,22.0,0.0,0.0,11.0,47.0,0.07917660000000001,0.0001,0.078064,0.495616
2011-34,0.07917660000000001,14.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,11.0,9.0,0.0,11.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,35.0,1.0,7.0,6.0,21.0,0.0,6.0,4.0,14.0,4.0,10.0,6.0,6.0,19.0,0.0,82.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,51.0,0.0,8.0,12.0,8.0,8.0,0.0,27.0,0.0,5.0,16.0,32.0,11.0,0.0,22.0,0.0,0.0,11.0,47.0,0.0001,0.0934579,0.22409,0.395257
2011-35,0.0001,14.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,11.0,9.0,0.0,11.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,35.0,1.0,7.0,6.0,21.0,0.0,6.0,4.0,14.0,4.0,10.0,6.0,6.0,19.0,0.0,82.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,51.0,0.0,8.0,12.0,8.0,8.0,0.0,27.0,0.0,5.0,16.0,32.0,11.0,0.0,22.0,0.0,0.0,11.0,47.0,0.0934579,0.078064,0.0001,0.467738
2011-36,0.0934579,20.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,18.0,3.0,0.0,7.0,3.0,15.0,26.0,0.0,0.0,0.0,5.0,18.0,5.0,6.0,0.0,21.0,8.0,1.0,38.0,0.0,0.0,20.0,0.0,10.0,10.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,38.0,0.0,10.0,0.0,11.0,0.0,16.0,8.0,17.0,2.0,11.0,6.0,0.0,24.0,0.0,72.0,0.0,0.0,0.0,18.0,12.0,24.0,0.0,1.0,0.0,52.0,0.0,0.0,19.0,15.0,0.0,0.0,40.0,2.0,7.0,20.0,10.0,15.0,20.0,87.0,0.0,0.0,10.0,49.0,0.078064,0.22409,0.505386,0.666747
2011-37,0.078064,20.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,18.0,3.0,0.0,7.0,3.0,15.0,26.0,0.0,0.0,0.0,5.0,18.0,5.0,6.0,0.0,21.0,8.0,1.0,38.0,0.0,0.0,20.0,0.0,10.0,10.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,38.0,0.0,10.0,0.0,11.0,0.0,16.0,8.0,17.0,2.0,11.0,6.0,0.0,24.0,0.0,72.0,0.0,0.0,0.0,18.0,12.0,24.0,0.0,1.0,0.0,52.0,0.0,0.0,19.0,15.0,0.0,0.0,40.0,2.0,7.0,20.0,10.0,15.0,20.0,87.0,0.0,0.0,10.0,49.0,0.22409,0.0001,0.495616,0.5153989999999999
2011-38,0.22409,20.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,18.0,3.0,0.0,7.0,3.0,15.0,26.0,0.0,0.0,0.0,5.0,18.0,5.0,6.0,0.0,21.0,8.0,1.0,38.0,0.0,0.0,20.0,0.0,10.0,10.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,38.0,0.0,10.0,0.0,11.0,0.0,16.0,8.0,17.0,2.0,11.0,6.0,0.0,24.0,0.0,72.0,0.0,0.0,0.0,18.0,12.0,24.0,0.0,1.0,0.0,52.0,0.0,0.0,19.0,15.0,0.0,0.0,40.0,2.0,7.0,20.0,10.0,15.0,20.0,87.0,0.0,0.0,10.0,49.0,0.0001,0.505386,0.395257,0.671551
