date,washington_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,washington state flu,treat the flu,seattle flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,cold symptoms,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,stomach,how long is flu contagious,treatment for flu,cdc flu,taking temperature,exposed to flu,flu length,bronchitis,get over the flu,stomach flu symptoms,what is the flu,oscillococcinum,cold or flu,flu medicine,flu shot side effects,flu complications,signs of the flu,treat flu,body temperature,target_1,target_2,target_4,target_8
2011-39,0.0001,20.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,18.0,3.0,0.0,7.0,3.0,15.0,26.0,0.0,0.0,0.0,5.0,18.0,5.0,6.0,0.0,21.0,8.0,1.0,38.0,0.0,0.0,20.0,0.0,10.0,10.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,38.0,0.0,10.0,0.0,11.0,0.0,16.0,8.0,17.0,2.0,11.0,6.0,0.0,24.0,0.0,72.0,0.0,0.0,0.0,18.0,12.0,24.0,0.0,1.0,0.0,52.0,0.0,0.0,19.0,15.0,0.0,0.0,40.0,2.0,7.0,20.0,10.0,15.0,20.0,87.0,0.0,0.0,10.0,49.0,0.505386,0.495616,0.467738,0.818984
2011-40,0.505386,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,1.0,49.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,9.0,3.0,7.0,24.0,7.0,0.0,0.0,5.0,25.0,5.0,12.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,0.0,9.0,0.0,10.0,5.0,5.0,5.0,28.0,4.0,10.0,6.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,11.0,11.0,23.0,11.0,1.0,0.0,55.0,0.0,7.0,7.0,7.0,0.0,2.0,49.0,2.0,6.0,24.0,43.0,9.0,0.0,58.0,10.0,10.0,10.0,50.0,0.495616,0.395257,0.666747,0.508475
2011-41,0.495616,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,1.0,49.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,9.0,3.0,7.0,24.0,7.0,0.0,0.0,5.0,25.0,5.0,12.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,0.0,9.0,0.0,10.0,5.0,5.0,5.0,28.0,4.0,10.0,6.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,11.0,11.0,23.0,11.0,1.0,0.0,55.0,0.0,7.0,7.0,7.0,0.0,2.0,49.0,2.0,6.0,24.0,43.0,9.0,0.0,58.0,10.0,10.0,10.0,50.0,0.395257,0.467738,0.5153989999999999,0.350482
2011-42,0.395257,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,1.0,49.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,9.0,3.0,7.0,24.0,7.0,0.0,0.0,5.0,25.0,5.0,12.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,0.0,9.0,0.0,10.0,5.0,5.0,5.0,28.0,4.0,10.0,6.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,11.0,11.0,23.0,11.0,1.0,0.0,55.0,0.0,7.0,7.0,7.0,0.0,2.0,49.0,2.0,6.0,24.0,43.0,9.0,0.0,58.0,10.0,10.0,10.0,50.0,0.467738,0.666747,0.671551,0.658171
2011-43,0.467738,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,1.0,49.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,9.0,3.0,7.0,24.0,7.0,0.0,0.0,5.0,25.0,5.0,12.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,0.0,9.0,0.0,10.0,5.0,5.0,5.0,28.0,4.0,10.0,6.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,11.0,11.0,23.0,11.0,1.0,0.0,55.0,0.0,7.0,7.0,7.0,0.0,2.0,49.0,2.0,6.0,24.0,43.0,9.0,0.0,58.0,10.0,10.0,10.0,50.0,0.666747,0.5153989999999999,0.818984,0.777116
2011-44,0.666747,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,1.0,49.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,9.0,3.0,7.0,24.0,7.0,0.0,0.0,5.0,25.0,5.0,12.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,0.0,9.0,0.0,10.0,5.0,5.0,5.0,28.0,4.0,10.0,6.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,11.0,11.0,23.0,11.0,1.0,0.0,55.0,0.0,7.0,7.0,7.0,0.0,2.0,49.0,2.0,6.0,24.0,43.0,9.0,0.0,58.0,10.0,10.0,10.0,50.0,0.5153989999999999,0.671551,0.508475,0.9534370000000001
2011-45,0.5153989999999999,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,49.0,4.0,1.0,0.0,0.0,15.0,2.0,0.0,12.0,0.0,6.0,12.0,0.0,0.0,4.0,4.0,29.0,9.0,3.0,3.0,9.0,16.0,2.0,11.0,0.0,0.0,9.0,9.0,0.0,13.0,5.0,16.0,5.0,0.0,0.0,0.0,9.0,9.0,1.0,33.0,0.0,9.0,5.0,14.0,5.0,21.0,5.0,55.0,5.0,9.0,5.0,5.0,7.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,1.0,0.0,59.0,0.0,0.0,6.0,0.0,6.0,2.0,60.0,2.0,11.0,17.0,17.0,8.0,17.0,22.0,0.0,0.0,9.0,54.0,0.671551,0.818984,0.350482,0.9223809999999999
2011-46,0.671551,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,49.0,4.0,1.0,0.0,0.0,15.0,2.0,0.0,12.0,0.0,6.0,12.0,0.0,0.0,4.0,4.0,29.0,9.0,3.0,3.0,9.0,16.0,2.0,11.0,0.0,0.0,9.0,9.0,0.0,13.0,5.0,16.0,5.0,0.0,0.0,0.0,9.0,9.0,1.0,33.0,0.0,9.0,5.0,14.0,5.0,21.0,5.0,55.0,5.0,9.0,5.0,5.0,7.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,1.0,0.0,59.0,0.0,0.0,6.0,0.0,6.0,2.0,60.0,2.0,11.0,17.0,17.0,8.0,17.0,22.0,0.0,0.0,9.0,54.0,0.818984,0.508475,0.658171,0.5872149999999999
2011-47,0.818984,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,49.0,4.0,1.0,0.0,0.0,15.0,2.0,0.0,12.0,0.0,6.0,12.0,0.0,0.0,4.0,4.0,29.0,9.0,3.0,3.0,9.0,16.0,2.0,11.0,0.0,0.0,9.0,9.0,0.0,13.0,5.0,16.0,5.0,0.0,0.0,0.0,9.0,9.0,1.0,33.0,0.0,9.0,5.0,14.0,5.0,21.0,5.0,55.0,5.0,9.0,5.0,5.0,7.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,1.0,0.0,59.0,0.0,0.0,6.0,0.0,6.0,2.0,60.0,2.0,11.0,17.0,17.0,8.0,17.0,22.0,0.0,0.0,9.0,54.0,0.508475,0.350482,0.777116,0.965825
2011-48,0.508475,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,49.0,4.0,1.0,0.0,0.0,15.0,2.0,0.0,12.0,0.0,6.0,12.0,0.0,0.0,4.0,4.0,29.0,9.0,3.0,3.0,9.0,16.0,2.0,11.0,0.0,0.0,9.0,9.0,0.0,13.0,5.0,16.0,5.0,0.0,0.0,0.0,9.0,9.0,1.0,33.0,0.0,9.0,5.0,14.0,5.0,21.0,5.0,55.0,5.0,9.0,5.0,5.0,7.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,1.0,0.0,59.0,0.0,0.0,6.0,0.0,6.0,2.0,60.0,2.0,11.0,17.0,17.0,8.0,17.0,22.0,0.0,0.0,9.0,54.0,0.350482,0.658171,0.9534370000000001,0.605462
2011-49,0.350482,16.0,33.0,0.0,33.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,59.0,3.0,1.0,0.0,0.0,14.0,5.0,0.0,10.0,0.0,0.0,12.0,8.0,8.0,0.0,6.0,29.0,12.0,5.0,14.0,23.0,9.0,1.0,6.0,0.0,0.0,23.0,11.0,11.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,12.0,23.0,2.0,37.0,0.0,7.0,6.0,24.0,6.0,12.0,11.0,41.0,4.0,16.0,7.0,0.0,20.0,7.0,84.0,0.0,0.0,0.0,14.0,0.0,13.0,14.0,2.0,0.0,53.0,1.0,8.0,21.0,13.0,0.0,0.0,64.0,0.0,4.0,17.0,34.0,11.0,11.0,11.0,0.0,12.0,11.0,57.0,0.658171,0.777116,0.9223809999999999,1.15514
2011-50,0.658171,16.0,33.0,0.0,33.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,59.0,3.0,1.0,0.0,0.0,14.0,5.0,0.0,10.0,0.0,0.0,12.0,8.0,8.0,0.0,6.0,29.0,12.0,5.0,14.0,23.0,9.0,1.0,6.0,0.0,0.0,23.0,11.0,11.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,12.0,23.0,2.0,37.0,0.0,7.0,6.0,24.0,6.0,12.0,11.0,41.0,4.0,16.0,7.0,0.0,20.0,7.0,84.0,0.0,0.0,0.0,14.0,0.0,13.0,14.0,2.0,0.0,53.0,1.0,8.0,21.0,13.0,0.0,0.0,64.0,0.0,4.0,17.0,34.0,11.0,11.0,11.0,0.0,12.0,11.0,57.0,0.777116,0.9534370000000001,0.5872149999999999,1.1169
2011-51,0.777116,16.0,33.0,0.0,33.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,59.0,3.0,1.0,0.0,0.0,14.0,5.0,0.0,10.0,0.0,0.0,12.0,8.0,8.0,0.0,6.0,29.0,12.0,5.0,14.0,23.0,9.0,1.0,6.0,0.0,0.0,23.0,11.0,11.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,12.0,23.0,2.0,37.0,0.0,7.0,6.0,24.0,6.0,12.0,11.0,41.0,4.0,16.0,7.0,0.0,20.0,7.0,84.0,0.0,0.0,0.0,14.0,0.0,13.0,14.0,2.0,0.0,53.0,1.0,8.0,21.0,13.0,0.0,0.0,64.0,0.0,4.0,17.0,34.0,11.0,11.0,11.0,0.0,12.0,11.0,57.0,0.9534370000000001,0.9223809999999999,0.965825,1.0736
2011-52,0.9534370000000001,16.0,33.0,0.0,33.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,59.0,3.0,1.0,0.0,0.0,14.0,5.0,0.0,10.0,0.0,0.0,12.0,8.0,8.0,0.0,6.0,29.0,12.0,5.0,14.0,23.0,9.0,1.0,6.0,0.0,0.0,23.0,11.0,11.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,12.0,23.0,2.0,37.0,0.0,7.0,6.0,24.0,6.0,12.0,11.0,41.0,4.0,16.0,7.0,0.0,20.0,7.0,84.0,0.0,0.0,0.0,14.0,0.0,13.0,14.0,2.0,0.0,53.0,1.0,8.0,21.0,13.0,0.0,0.0,64.0,0.0,4.0,17.0,34.0,11.0,11.0,11.0,0.0,12.0,11.0,57.0,0.9223809999999999,0.5872149999999999,0.605462,1.29669
2012-01,0.9223809999999999,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,0.5872149999999999,0.965825,1.15514,1.1092
2012-02,0.5872149999999999,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,0.965825,0.605462,1.1169,1.4472399999999999
2012-03,0.965825,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,0.605462,1.15514,1.0736,1.50504
2012-04,0.605462,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.15514,1.1169,1.29669,1.14068
2012-05,1.15514,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.1169,1.0736,1.1092,1.5149299999999999
2012-06,1.1169,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.0736,1.29669,1.4472399999999999,1.62086
2012-07,1.0736,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.29669,1.1092,1.50504,1.7378
2012-08,1.29669,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.1092,1.4472399999999999,1.14068,1.6757400000000002
2012-09,1.1092,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.4472399999999999,1.50504,1.5149299999999999,1.37635
2012-10,1.4472399999999999,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.50504,1.14068,1.62086,1.52914
2012-11,1.50504,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.14068,1.5149299999999999,1.7378,1.17981
2012-12,1.14068,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.5149299999999999,1.62086,1.6757400000000002,0.8434860000000001
2012-13,1.5149299999999999,12.0,0.0,48.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,56.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,5.0,15.0,21.0,0.0,0.0,4.0,4.0,51.0,4.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,12.0,8.0,8.0,10.0,52.0,5.0,0.0,0.0,0.0,25.0,8.0,1.0,33.0,0.0,6.0,0.0,16.0,0.0,11.0,4.0,28.0,2.0,6.0,5.0,5.0,31.0,0.0,79.0,0.0,0.0,0.0,10.0,10.0,24.0,0.0,1.0,0.0,64.0,0.0,0.0,6.0,12.0,0.0,1.0,60.0,0.0,6.0,25.0,0.0,8.0,12.0,0.0,0.0,13.0,8.0,67.0,1.62086,1.7378,1.37635,0.46595
2012-14,1.62086,11.0,0.0,0.0,22.0,0.0,20.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,41.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,11.0,11.0,0.0,0.0,8.0,4.0,37.0,4.0,3.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,38.0,0.0,6.0,0.0,16.0,0.0,6.0,2.0,22.0,5.0,3.0,13.0,4.0,4.0,0.0,86.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,8.0,0.0,0.0,37.0,0.0,5.0,7.0,8.0,7.0,8.0,8.0,0.0,8.0,0.0,75.0,1.7378,1.6757400000000002,1.52914,0.558036
2012-15,1.7378,11.0,0.0,0.0,22.0,0.0,20.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,41.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,11.0,11.0,0.0,0.0,8.0,4.0,37.0,4.0,3.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,38.0,0.0,6.0,0.0,16.0,0.0,6.0,2.0,22.0,5.0,3.0,13.0,4.0,4.0,0.0,86.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,8.0,0.0,0.0,37.0,0.0,5.0,7.0,8.0,7.0,8.0,8.0,0.0,8.0,0.0,75.0,1.6757400000000002,1.37635,1.17981,0.36245700000000003
2012-16,1.6757400000000002,11.0,0.0,0.0,22.0,0.0,20.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,41.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,11.0,11.0,0.0,0.0,8.0,4.0,37.0,4.0,3.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,38.0,0.0,6.0,0.0,16.0,0.0,6.0,2.0,22.0,5.0,3.0,13.0,4.0,4.0,0.0,86.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,8.0,0.0,0.0,37.0,0.0,5.0,7.0,8.0,7.0,8.0,8.0,0.0,8.0,0.0,75.0,1.37635,1.52914,0.8434860000000001,0.313849
2012-17,1.37635,11.0,0.0,0.0,22.0,0.0,20.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,41.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,11.0,11.0,0.0,0.0,8.0,4.0,37.0,4.0,3.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,38.0,0.0,6.0,0.0,16.0,0.0,6.0,2.0,22.0,5.0,3.0,13.0,4.0,4.0,0.0,86.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,8.0,0.0,0.0,37.0,0.0,5.0,7.0,8.0,7.0,8.0,8.0,0.0,8.0,0.0,75.0,1.52914,1.17981,0.46595,0.350443
