date,oregon_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,flu in oregon,reduce fever,cdc,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,flu oregon,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,portland flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu,target_1,target_2,target_4,target_8
2011-18,0.924745,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.929924,1.07901,0.814053,0.780814
2011-19,0.929924,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.07901,0.6458189999999999,0.575595,0.648088
2011-20,1.07901,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.6458189999999999,0.814053,1.07849,0.5574140000000001
2011-21,0.6458189999999999,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.814053,0.575595,1.29577,0.312663
2011-22,0.814053,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.575595,1.07849,0.780814,0.5420050000000001
2011-23,0.575595,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,1.07849,1.29577,0.648088,0.448934
2011-24,1.07849,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,1.29577,0.780814,0.5574140000000001,0.48413100000000003
2011-25,1.29577,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.780814,0.648088,0.312663,0.383693
2011-26,0.780814,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.648088,0.5574140000000001,0.5420050000000001,0.35934299999999997
2011-27,0.648088,5.0,0.0,0.0,19.0,0.0,3.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,26.0,0.0,6.0,6.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.5574140000000001,0.312663,0.448934,0.484914
2011-28,0.5574140000000001,5.0,0.0,0.0,19.0,0.0,3.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,26.0,0.0,6.0,6.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.312663,0.5420050000000001,0.48413100000000003,0.561167
2011-29,0.312663,5.0,0.0,0.0,19.0,0.0,3.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,26.0,0.0,6.0,6.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.5420050000000001,0.448934,0.383693,1.05332
2011-30,0.5420050000000001,5.0,0.0,0.0,19.0,0.0,3.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,26.0,0.0,6.0,6.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.448934,0.48413100000000003,0.35934299999999997,1.14144
2011-31,0.448934,5.0,0.0,0.0,19.0,0.0,3.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,26.0,0.0,6.0,6.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.48413100000000003,0.383693,0.484914,0.750268
2011-32,0.48413100000000003,15.0,0.0,18.0,18.0,0.0,0.0,6.0,0.0,0.0,4.0,29.0,4.0,9.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,22.0,21.0,15.0,73.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.0,56.0,0.0,0.0,0.0,49.0,25.0,0.0,6.0,27.0,0.0,35.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,12.0,0.0,24.0,21.0,0.0,3.0,0.0,0.0,0.0,26.0,52.0,0.0,44.0,0.0,44.0,0.383693,0.35934299999999997,0.561167,0.264473
2011-33,0.383693,15.0,0.0,18.0,18.0,0.0,0.0,6.0,0.0,0.0,4.0,29.0,4.0,9.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,22.0,21.0,15.0,73.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.0,56.0,0.0,0.0,0.0,49.0,25.0,0.0,6.0,27.0,0.0,35.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,12.0,0.0,24.0,21.0,0.0,3.0,0.0,0.0,0.0,26.0,52.0,0.0,44.0,0.0,44.0,0.35934299999999997,0.484914,1.05332,0.67861
2011-34,0.35934299999999997,15.0,0.0,18.0,18.0,0.0,0.0,6.0,0.0,0.0,4.0,29.0,4.0,9.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,22.0,21.0,15.0,73.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.0,56.0,0.0,0.0,0.0,49.0,25.0,0.0,6.0,27.0,0.0,35.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,12.0,0.0,24.0,21.0,0.0,3.0,0.0,0.0,0.0,26.0,52.0,0.0,44.0,0.0,44.0,0.484914,0.561167,1.14144,0.5826859999999999
2011-35,0.484914,15.0,0.0,18.0,18.0,0.0,0.0,6.0,0.0,0.0,4.0,29.0,4.0,9.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,22.0,21.0,15.0,73.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.0,56.0,0.0,0.0,0.0,49.0,25.0,0.0,6.0,27.0,0.0,35.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,12.0,0.0,24.0,21.0,0.0,3.0,0.0,0.0,0.0,26.0,52.0,0.0,44.0,0.0,44.0,0.561167,1.05332,0.750268,0.581751
2011-36,0.561167,24.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,39.0,0.0,0.0,19.0,20.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,17.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,14.0,0.0,26.0,5.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,34.0,0.0,6.0,0.0,60.0,0.0,24.0,24.0,0.0,81.0,39.0,0.0,1.05332,1.14144,0.264473,0.680828
2011-37,1.05332,24.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,39.0,0.0,0.0,19.0,20.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,17.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,14.0,0.0,26.0,5.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,34.0,0.0,6.0,0.0,60.0,0.0,24.0,24.0,0.0,81.0,39.0,0.0,1.14144,0.750268,0.67861,0.4664180000000001
2011-38,1.14144,24.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,39.0,0.0,0.0,19.0,20.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,17.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,14.0,0.0,26.0,5.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,34.0,0.0,6.0,0.0,60.0,0.0,24.0,24.0,0.0,81.0,39.0,0.0,0.750268,0.264473,0.5826859999999999,0.921502
2011-39,0.750268,24.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,39.0,0.0,0.0,19.0,20.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,17.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,14.0,0.0,26.0,5.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,34.0,0.0,6.0,0.0,60.0,0.0,24.0,24.0,0.0,81.0,39.0,0.0,0.264473,0.67861,0.581751,1.4647700000000001
2011-40,0.264473,14.0,0.0,9.0,0.0,17.0,2.0,17.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,0.0,0.0,48.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,41.0,20.0,27.0,41.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,0.0,56.0,0.0,0.0,0.0,23.0,0.0,6.0,9.0,37.0,6.0,11.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,32.0,22.0,43.0,22.0,4.0,3.0,0.0,3.0,0.0,11.0,0.0,17.0,45.0,0.0,13.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67861,0.5826859999999999,0.680828,0.846785
2011-41,0.67861,14.0,0.0,9.0,0.0,17.0,2.0,17.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,0.0,0.0,48.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,41.0,20.0,27.0,41.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,0.0,56.0,0.0,0.0,0.0,23.0,0.0,6.0,9.0,37.0,6.0,11.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,32.0,22.0,43.0,22.0,4.0,3.0,0.0,3.0,0.0,11.0,0.0,17.0,45.0,0.0,13.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5826859999999999,0.581751,0.4664180000000001,0.556638
2011-42,0.5826859999999999,14.0,0.0,9.0,0.0,17.0,2.0,17.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,0.0,0.0,48.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,41.0,20.0,27.0,41.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,0.0,56.0,0.0,0.0,0.0,23.0,0.0,6.0,9.0,37.0,6.0,11.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,32.0,22.0,43.0,22.0,4.0,3.0,0.0,3.0,0.0,11.0,0.0,17.0,45.0,0.0,13.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581751,0.680828,0.921502,1.2535399999999999
2011-43,0.581751,14.0,0.0,9.0,0.0,17.0,2.0,17.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,0.0,0.0,48.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,41.0,20.0,27.0,41.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,0.0,56.0,0.0,0.0,0.0,23.0,0.0,6.0,9.0,37.0,6.0,11.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,32.0,22.0,43.0,22.0,4.0,3.0,0.0,3.0,0.0,11.0,0.0,17.0,45.0,0.0,13.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680828,0.4664180000000001,1.4647700000000001,1.72481
2011-44,0.680828,14.0,0.0,9.0,0.0,17.0,2.0,17.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,0.0,0.0,48.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,41.0,20.0,27.0,41.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,0.0,56.0,0.0,0.0,0.0,23.0,0.0,6.0,9.0,37.0,6.0,11.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,32.0,22.0,43.0,22.0,4.0,3.0,0.0,3.0,0.0,11.0,0.0,17.0,45.0,0.0,13.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4664180000000001,0.921502,0.846785,1.25433
2011-45,0.4664180000000001,12.0,9.0,0.0,9.0,0.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,18.0,18.0,36.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,6.0,11.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,22.0,0.0,22.0,22.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,3.0,0.0,52.0,25.0,0.0,51.0,0.0,0.0,0.0,0.0,0.921502,1.4647700000000001,0.556638,1.24555
2011-46,0.921502,12.0,9.0,0.0,9.0,0.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,18.0,18.0,36.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,6.0,11.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,22.0,0.0,22.0,22.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,3.0,0.0,52.0,25.0,0.0,51.0,0.0,0.0,0.0,0.0,1.4647700000000001,0.846785,1.2535399999999999,0.716662
2011-47,1.4647700000000001,12.0,9.0,0.0,9.0,0.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,18.0,18.0,36.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,6.0,11.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,22.0,0.0,22.0,22.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,3.0,0.0,52.0,25.0,0.0,51.0,0.0,0.0,0.0,0.0,0.846785,0.556638,1.72481,1.2901
2011-48,0.846785,12.0,9.0,0.0,9.0,0.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,18.0,18.0,36.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,6.0,11.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,22.0,0.0,22.0,22.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,3.0,0.0,52.0,25.0,0.0,51.0,0.0,0.0,0.0,0.0,0.556638,1.2535399999999999,1.25433,1.39747
