date,missouri_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,flu 2019,incubation period for flu,reduce a fever,flu missouri,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,flu shot walgreens,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,st louis flu,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,exposed to flu,free flu shots,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2013-32,0.0680504,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,39.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,5.0,12.0,5.0,0.0,0.0,3.0,3.0,11.0,7.0,39.0,6.0,13.0,1.0,22.0,0.0,2.0,0.0,0.0,11.0,22.0,0.0,25.0,50.0,0.0,0.0,0.0,5.0,5.0,29.0,10.0,14.0,0.0,0.0,10.0,0.0,12.0,4.0,19.0,2.0,4.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,35.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,21.0,8.0,0.0,0.0,6.0,19.0,19.0,7.0,14.0,0.0,14.0,0.0,0.0,0.0,53.0,0.095057
2013-33,0.095057,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,39.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,5.0,12.0,5.0,0.0,0.0,3.0,3.0,11.0,7.0,39.0,6.0,13.0,1.0,22.0,0.0,2.0,0.0,0.0,11.0,22.0,0.0,25.0,50.0,0.0,0.0,0.0,5.0,5.0,29.0,10.0,14.0,0.0,0.0,10.0,0.0,12.0,4.0,19.0,2.0,4.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,35.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,21.0,8.0,0.0,0.0,6.0,19.0,19.0,7.0,14.0,0.0,14.0,0.0,0.0,0.0,53.0,0.10526300000000001
2013-34,0.10526300000000001,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,39.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,5.0,12.0,5.0,0.0,0.0,3.0,3.0,11.0,7.0,39.0,6.0,13.0,1.0,22.0,0.0,2.0,0.0,0.0,11.0,22.0,0.0,25.0,50.0,0.0,0.0,0.0,5.0,5.0,29.0,10.0,14.0,0.0,0.0,10.0,0.0,12.0,4.0,19.0,2.0,4.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,35.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,21.0,8.0,0.0,0.0,6.0,19.0,19.0,7.0,14.0,0.0,14.0,0.0,0.0,0.0,53.0,0.081389
2013-35,0.081389,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,39.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,5.0,12.0,5.0,0.0,0.0,3.0,3.0,11.0,7.0,39.0,6.0,13.0,1.0,22.0,0.0,2.0,0.0,0.0,11.0,22.0,0.0,25.0,50.0,0.0,0.0,0.0,5.0,5.0,29.0,10.0,14.0,0.0,0.0,10.0,0.0,12.0,4.0,19.0,2.0,4.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,35.0,7.0,7.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,21.0,8.0,0.0,0.0,6.0,19.0,19.0,7.0,14.0,0.0,14.0,0.0,0.0,0.0,53.0,0.306279
2013-36,0.306279,22.0,0.0,0.0,23.0,23.0,8.0,1.0,1.0,1.0,49.0,3.0,2.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,58.0,0.0,0.0,1.0,42.0,0.0,6.0,0.0,11.0,0.0,26.0,0.0,17.0,34.0,7.0,5.0,5.0,0.0,7.0,18.0,0.0,9.0,9.0,0.0,14.0,0.0,16.0,7.0,30.0,4.0,4.0,22.0,0.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,13.0,6.0,6.0,5.0,5.0,25.0,5.0,4.0,49.0,9.0,0.0,0.0,12.0,30.0,6.0,6.0,13.0,13.0,61.0,4.0,4.0,0.0,78.0,0.337838
2013-37,0.337838,22.0,0.0,0.0,23.0,23.0,8.0,1.0,1.0,1.0,49.0,3.0,2.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,58.0,0.0,0.0,1.0,42.0,0.0,6.0,0.0,11.0,0.0,26.0,0.0,17.0,34.0,7.0,5.0,5.0,0.0,7.0,18.0,0.0,9.0,9.0,0.0,14.0,0.0,16.0,7.0,30.0,4.0,4.0,22.0,0.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,13.0,6.0,6.0,5.0,5.0,25.0,5.0,4.0,49.0,9.0,0.0,0.0,12.0,30.0,6.0,6.0,13.0,13.0,61.0,4.0,4.0,0.0,78.0,0.431566
2013-38,0.431566,22.0,0.0,0.0,23.0,23.0,8.0,1.0,1.0,1.0,49.0,3.0,2.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,58.0,0.0,0.0,1.0,42.0,0.0,6.0,0.0,11.0,0.0,26.0,0.0,17.0,34.0,7.0,5.0,5.0,0.0,7.0,18.0,0.0,9.0,9.0,0.0,14.0,0.0,16.0,7.0,30.0,4.0,4.0,22.0,0.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,13.0,6.0,6.0,5.0,5.0,25.0,5.0,4.0,49.0,9.0,0.0,0.0,12.0,30.0,6.0,6.0,13.0,13.0,61.0,4.0,4.0,0.0,78.0,0.354724
2013-39,0.354724,22.0,0.0,0.0,23.0,23.0,8.0,1.0,1.0,1.0,49.0,3.0,2.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,58.0,0.0,0.0,1.0,42.0,0.0,6.0,0.0,11.0,0.0,26.0,0.0,17.0,34.0,7.0,5.0,5.0,0.0,7.0,18.0,0.0,9.0,9.0,0.0,14.0,0.0,16.0,7.0,30.0,4.0,4.0,22.0,0.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,13.0,6.0,6.0,5.0,5.0,25.0,5.0,4.0,49.0,9.0,0.0,0.0,12.0,30.0,6.0,6.0,13.0,13.0,61.0,4.0,4.0,0.0,78.0,1.10175
2013-40,1.10175,22.0,0.0,0.0,23.0,23.0,8.0,1.0,1.0,1.0,49.0,3.0,2.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,3.0,2.0,7.0,9.0,58.0,0.0,0.0,1.0,42.0,0.0,6.0,0.0,11.0,0.0,26.0,0.0,17.0,34.0,7.0,5.0,5.0,0.0,7.0,18.0,0.0,9.0,9.0,0.0,14.0,0.0,16.0,7.0,30.0,4.0,4.0,22.0,0.0,0.0,9.0,0.0,5.0,0.0,33.0,0.0,13.0,6.0,6.0,5.0,5.0,25.0,5.0,4.0,49.0,9.0,0.0,0.0,12.0,30.0,6.0,6.0,13.0,13.0,61.0,4.0,4.0,0.0,78.0,1.32619
2013-41,1.32619,16.0,0.0,35.0,0.0,0.0,9.0,1.0,0.0,0.0,29.0,0.0,3.0,2.0,1.0,1.0,52.0,4.0,1.0,0.0,0.0,12.0,2.0,0.0,8.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,54.0,0.0,9.0,0.0,27.0,0.0,3.0,11.0,11.0,0.0,27.0,0.0,10.0,38.0,7.0,5.0,0.0,0.0,12.0,9.0,0.0,14.0,0.0,4.0,10.0,0.0,10.0,4.0,14.0,2.0,2.0,21.0,4.0,4.0,0.0,0.0,14.0,0.0,58.0,7.0,13.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,11.0,0.0,0.0,6.0,25.0,31.0,19.0,10.0,10.0,10.0,36.0,0.0,8.0,4.0,40.0,1.00076
2013-42,1.00076,16.0,0.0,35.0,0.0,0.0,9.0,1.0,0.0,0.0,29.0,0.0,3.0,2.0,1.0,1.0,52.0,4.0,1.0,0.0,0.0,12.0,2.0,0.0,8.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,54.0,0.0,9.0,0.0,27.0,0.0,3.0,11.0,11.0,0.0,27.0,0.0,10.0,38.0,7.0,5.0,0.0,0.0,12.0,9.0,0.0,14.0,0.0,4.0,10.0,0.0,10.0,4.0,14.0,2.0,2.0,21.0,4.0,4.0,0.0,0.0,14.0,0.0,58.0,7.0,13.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,11.0,0.0,0.0,6.0,25.0,31.0,19.0,10.0,10.0,10.0,36.0,0.0,8.0,4.0,40.0,1.24873
2013-43,1.24873,16.0,0.0,35.0,0.0,0.0,9.0,1.0,0.0,0.0,29.0,0.0,3.0,2.0,1.0,1.0,52.0,4.0,1.0,0.0,0.0,12.0,2.0,0.0,8.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,54.0,0.0,9.0,0.0,27.0,0.0,3.0,11.0,11.0,0.0,27.0,0.0,10.0,38.0,7.0,5.0,0.0,0.0,12.0,9.0,0.0,14.0,0.0,4.0,10.0,0.0,10.0,4.0,14.0,2.0,2.0,21.0,4.0,4.0,0.0,0.0,14.0,0.0,58.0,7.0,13.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,11.0,0.0,0.0,6.0,25.0,31.0,19.0,10.0,10.0,10.0,36.0,0.0,8.0,4.0,40.0,1.06213
2013-44,1.06213,16.0,0.0,35.0,0.0,0.0,9.0,1.0,0.0,0.0,29.0,0.0,3.0,2.0,1.0,1.0,52.0,4.0,1.0,0.0,0.0,12.0,2.0,0.0,8.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,54.0,0.0,9.0,0.0,27.0,0.0,3.0,11.0,11.0,0.0,27.0,0.0,10.0,38.0,7.0,5.0,0.0,0.0,12.0,9.0,0.0,14.0,0.0,4.0,10.0,0.0,10.0,4.0,14.0,2.0,2.0,21.0,4.0,4.0,0.0,0.0,14.0,0.0,58.0,7.0,13.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,11.0,0.0,0.0,6.0,25.0,31.0,19.0,10.0,10.0,10.0,36.0,0.0,8.0,4.0,40.0,1.16895
2013-45,1.16895,23.0,0.0,23.0,34.0,46.0,19.0,1.0,0.0,1.0,9.0,2.0,9.0,0.0,1.0,0.0,64.0,9.0,2.0,0.0,0.0,20.0,1.0,0.0,19.0,3.0,9.0,21.0,0.0,0.0,0.0,6.0,2.0,9.0,31.0,34.0,6.0,9.0,1.0,17.0,0.0,2.0,16.0,21.0,16.0,0.0,0.0,20.0,67.0,10.0,9.0,9.0,0.0,7.0,32.0,9.0,23.0,18.0,4.0,16.0,4.0,29.0,7.0,58.0,9.0,14.0,15.0,13.0,7.0,37.0,9.0,9.0,0.0,42.0,6.0,32.0,6.0,13.0,5.0,27.0,22.0,8.0,0.0,7.0,37.0,4.0,0.0,24.0,42.0,30.0,6.0,39.0,32.0,10.0,8.0,4.0,4.0,61.0,1.23795
2013-46,1.23795,23.0,0.0,23.0,34.0,46.0,19.0,1.0,0.0,1.0,9.0,2.0,9.0,0.0,1.0,0.0,64.0,9.0,2.0,0.0,0.0,20.0,1.0,0.0,19.0,3.0,9.0,21.0,0.0,0.0,0.0,6.0,2.0,9.0,31.0,34.0,6.0,9.0,1.0,17.0,0.0,2.0,16.0,21.0,16.0,0.0,0.0,20.0,67.0,10.0,9.0,9.0,0.0,7.0,32.0,9.0,23.0,18.0,4.0,16.0,4.0,29.0,7.0,58.0,9.0,14.0,15.0,13.0,7.0,37.0,9.0,9.0,0.0,42.0,6.0,32.0,6.0,13.0,5.0,27.0,22.0,8.0,0.0,7.0,37.0,4.0,0.0,24.0,42.0,30.0,6.0,39.0,32.0,10.0,8.0,4.0,4.0,61.0,1.4448
2013-47,1.4448,23.0,0.0,23.0,34.0,46.0,19.0,1.0,0.0,1.0,9.0,2.0,9.0,0.0,1.0,0.0,64.0,9.0,2.0,0.0,0.0,20.0,1.0,0.0,19.0,3.0,9.0,21.0,0.0,0.0,0.0,6.0,2.0,9.0,31.0,34.0,6.0,9.0,1.0,17.0,0.0,2.0,16.0,21.0,16.0,0.0,0.0,20.0,67.0,10.0,9.0,9.0,0.0,7.0,32.0,9.0,23.0,18.0,4.0,16.0,4.0,29.0,7.0,58.0,9.0,14.0,15.0,13.0,7.0,37.0,9.0,9.0,0.0,42.0,6.0,32.0,6.0,13.0,5.0,27.0,22.0,8.0,0.0,7.0,37.0,4.0,0.0,24.0,42.0,30.0,6.0,39.0,32.0,10.0,8.0,4.0,4.0,61.0,1.6266
2013-48,1.6266,23.0,0.0,23.0,34.0,46.0,19.0,1.0,0.0,1.0,9.0,2.0,9.0,0.0,1.0,0.0,64.0,9.0,2.0,0.0,0.0,20.0,1.0,0.0,19.0,3.0,9.0,21.0,0.0,0.0,0.0,6.0,2.0,9.0,31.0,34.0,6.0,9.0,1.0,17.0,0.0,2.0,16.0,21.0,16.0,0.0,0.0,20.0,67.0,10.0,9.0,9.0,0.0,7.0,32.0,9.0,23.0,18.0,4.0,16.0,4.0,29.0,7.0,58.0,9.0,14.0,15.0,13.0,7.0,37.0,9.0,9.0,0.0,42.0,6.0,32.0,6.0,13.0,5.0,27.0,22.0,8.0,0.0,7.0,37.0,4.0,0.0,24.0,42.0,30.0,6.0,39.0,32.0,10.0,8.0,4.0,4.0,61.0,1.9059700000000002
2013-49,1.9059700000000002,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,2.2772099999999997
2013-50,2.2772099999999997,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,4.55016
2013-51,4.55016,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,6.6993100000000005
2013-52,6.6993100000000005,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,5.92605
2014-01,5.92605,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,3.97493
2014-02,3.97493,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,3.3622
2014-03,3.3622,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,3.19497
2014-04,3.19497,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,3.17951
2014-05,3.17951,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,2.43792
2014-06,2.43792,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,2.00081
2014-07,2.00081,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.68301
2014-08,1.68301,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.63679
2014-09,1.63679,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.40174
2014-10,1.40174,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.78872
2014-11,1.78872,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.3234700000000001
2014-12,1.3234700000000001,8.0,0.0,0.0,0.0,23.0,8.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,50.0,0.0,0.0,5.0,0.0,14.0,18.0,9.0,36.0,9.0,4.0,12.0,0.0,12.0,2.0,37.0,3.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,13.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,12.0,6.0,0.0,13.0,19.0,6.0,0.0,4.0,4.0,52.0,1.37779
