date,massachusetts_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,flu massachusetts,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu boston,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,cdc,type a influenza,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu,target_1,target_2,target_4,target_8
2014-08,1.4571100000000001,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.2469,1.3024,1.5086600000000001,1.5401200000000002
2014-09,1.2469,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.3024,1.2771700000000001,1.37952,1.39503
2014-10,1.3024,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.2771700000000001,1.5086600000000001,1.68397,1.01512
2014-11,1.2771700000000001,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.5086600000000001,1.37952,1.89628,1.07308
2014-12,1.5086600000000001,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.37952,1.68397,1.5401200000000002,1.00655
2014-13,1.37952,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.68397,1.89628,1.39503,0.749749
2014-14,1.68397,12.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,14.0,0.0,41.0,0.0,0.0,1.0,49.0,7.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,16.0,3.0,9.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,20.0,45.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,15.0,33.0,5.0,20.0,0.0,0.0,12.0,0.0,1.0,36.0,0.0,12.0,17.0,4.0,17.0,9.0,24.0,4.0,3.0,7.0,0.0,8.0,0.0,74.0,0.0,0.0,0.0,11.0,5.0,5.0,11.0,15.0,2.0,3.0,9.0,8.0,3.0,2.0,8.0,47.0,0.0,3.0,3.0,6.0,6.0,12.0,3.0,11.0,11.0,17.0,0.0,1.89628,1.5401200000000002,1.01512,0.708627
2014-15,1.89628,6.0,21.0,0.0,21.0,0.0,3.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,3.0,11.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,24.0,24.0,5.0,8.0,0.0,0.0,13.0,0.0,1.0,34.0,0.0,4.0,15.0,0.0,31.0,6.0,15.0,2.0,2.0,2.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,2.0,2.0,5.0,0.0,3.0,0.0,5.0,43.0,0.0,3.0,4.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,12.0,1.5401200000000002,1.39503,1.07308,0.7572770000000001
2014-16,1.5401200000000002,6.0,21.0,0.0,21.0,0.0,3.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,3.0,11.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,24.0,24.0,5.0,8.0,0.0,0.0,13.0,0.0,1.0,34.0,0.0,4.0,15.0,0.0,31.0,6.0,15.0,2.0,2.0,2.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,2.0,2.0,5.0,0.0,3.0,0.0,5.0,43.0,0.0,3.0,4.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,12.0,1.39503,1.01512,1.00655,0.717355
2014-17,1.39503,6.0,21.0,0.0,21.0,0.0,3.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,3.0,11.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,24.0,24.0,5.0,8.0,0.0,0.0,13.0,0.0,1.0,34.0,0.0,4.0,15.0,0.0,31.0,6.0,15.0,2.0,2.0,2.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,2.0,2.0,5.0,0.0,3.0,0.0,5.0,43.0,0.0,3.0,4.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,12.0,1.01512,1.07308,0.749749,0.662935
2014-18,1.01512,6.0,21.0,0.0,21.0,0.0,3.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,3.0,11.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,24.0,24.0,5.0,8.0,0.0,0.0,13.0,0.0,1.0,34.0,0.0,4.0,15.0,0.0,31.0,6.0,15.0,2.0,2.0,2.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,2.0,2.0,5.0,0.0,3.0,0.0,5.0,43.0,0.0,3.0,4.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,12.0,1.07308,1.00655,0.708627,0.7788619999999999
2014-19,1.07308,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,39.0,6.0,14.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,5.0,15.0,5.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,8.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,3.0,8.0,0.0,0.0,8.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,1.00655,0.749749,0.7572770000000001,0.8453299999999999
2014-20,1.00655,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,39.0,6.0,14.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,5.0,15.0,5.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,8.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,3.0,8.0,0.0,0.0,8.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.749749,0.708627,0.717355,0.603396
2014-21,0.749749,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,39.0,6.0,14.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,5.0,15.0,5.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,8.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,3.0,8.0,0.0,0.0,8.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.708627,0.7572770000000001,0.662935,0.601338
2014-22,0.708627,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,39.0,6.0,14.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,5.0,15.0,5.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,8.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,3.0,8.0,0.0,0.0,8.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.7572770000000001,0.717355,0.7788619999999999,0.579598
2014-23,0.7572770000000001,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,30.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,0.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717355,0.662935,0.8453299999999999,0.4810640000000001
2014-24,0.717355,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,30.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,0.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662935,0.7788619999999999,0.603396,0.500134
2014-25,0.662935,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,30.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,0.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7788619999999999,0.8453299999999999,0.601338,0.5526340000000001
2014-26,0.7788619999999999,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,30.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,0.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8453299999999999,0.603396,0.579598,0.468604
2014-27,0.8453299999999999,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,30.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,0.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,3.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603396,0.601338,0.4810640000000001,0.4893020000000001
2014-28,0.603396,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,25.0,0.0,16.0,0.0,28.0,1.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,12.0,42.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,35.0,0.0,7.0,10.0,0.0,20.0,5.0,6.0,0.0,4.0,3.0,0.0,5.0,3.0,77.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,21.0,0.0,2.0,2.0,7.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.601338,0.579598,0.500134,0.612085
2014-29,0.601338,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,25.0,0.0,16.0,0.0,28.0,1.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,12.0,42.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,35.0,0.0,7.0,10.0,0.0,20.0,5.0,6.0,0.0,4.0,3.0,0.0,5.0,3.0,77.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,21.0,0.0,2.0,2.0,7.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.579598,0.4810640000000001,0.5526340000000001,0.5754739999999999
2014-30,0.579598,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,25.0,0.0,16.0,0.0,28.0,1.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,12.0,42.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,35.0,0.0,7.0,10.0,0.0,20.0,5.0,6.0,0.0,4.0,3.0,0.0,5.0,3.0,77.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,21.0,0.0,2.0,2.0,7.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.4810640000000001,0.500134,0.468604,0.564925
2014-31,0.4810640000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,25.0,0.0,16.0,0.0,28.0,1.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,12.0,42.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,35.0,0.0,7.0,10.0,0.0,20.0,5.0,6.0,0.0,4.0,3.0,0.0,5.0,3.0,77.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,21.0,0.0,2.0,2.0,7.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.500134,0.5526340000000001,0.4893020000000001,0.664808
2014-32,0.500134,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,15.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,1.0,10.0,3.0,18.0,0.0,4.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,14.0,61.0,0.0,13.0,9.0,0.0,18.0,0.0,1.0,49.0,0.0,5.0,16.0,5.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,0.0,12.0,18.0,0.0,0.0,2.0,43.0,1.0,2.0,3.0,10.0,51.0,5.0,3.0,0.0,0.0,0.0,0.0,0.5526340000000001,0.468604,0.612085,0.618429
2014-33,0.5526340000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,15.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,1.0,10.0,3.0,18.0,0.0,4.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,14.0,61.0,0.0,13.0,9.0,0.0,18.0,0.0,1.0,49.0,0.0,5.0,16.0,5.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,0.0,12.0,18.0,0.0,0.0,2.0,43.0,1.0,2.0,3.0,10.0,51.0,5.0,3.0,0.0,0.0,0.0,0.0,0.468604,0.4893020000000001,0.5754739999999999,0.706026
2014-34,0.468604,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,15.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,1.0,10.0,3.0,18.0,0.0,4.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,14.0,61.0,0.0,13.0,9.0,0.0,18.0,0.0,1.0,49.0,0.0,5.0,16.0,5.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,0.0,12.0,18.0,0.0,0.0,2.0,43.0,1.0,2.0,3.0,10.0,51.0,5.0,3.0,0.0,0.0,0.0,0.0,0.4893020000000001,0.612085,0.564925,0.784763
2014-35,0.4893020000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,15.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,1.0,10.0,3.0,18.0,0.0,4.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,14.0,61.0,0.0,13.0,9.0,0.0,18.0,0.0,1.0,49.0,0.0,5.0,16.0,5.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,0.0,12.0,18.0,0.0,0.0,2.0,43.0,1.0,2.0,3.0,10.0,51.0,5.0,3.0,0.0,0.0,0.0,0.0,0.612085,0.5754739999999999,0.664808,0.605295
2014-36,0.612085,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,15.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,1.0,10.0,3.0,18.0,0.0,4.0,0.0,0.0,2.0,6.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,14.0,61.0,0.0,13.0,9.0,0.0,18.0,0.0,1.0,49.0,0.0,5.0,16.0,5.0,16.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,0.0,12.0,18.0,0.0,0.0,2.0,43.0,1.0,2.0,3.0,10.0,51.0,5.0,3.0,0.0,0.0,0.0,0.0,0.5754739999999999,0.564925,0.618429,0.7404069999999999
2014-37,0.5754739999999999,32.0,0.0,0.0,21.0,0.0,3.0,0.0,3.0,13.0,15.0,0.0,14.0,0.0,0.0,51.0,6.0,2.0,0.0,0.0,18.0,11.0,1.0,0.0,12.0,2.0,7.0,4.0,9.0,0.0,3.0,0.0,2.0,3.0,11.0,53.0,5.0,5.0,0.0,83.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,26.0,39.0,10.0,16.0,0.0,8.0,8.0,0.0,1.0,100.0,0.0,4.0,28.0,9.0,35.0,9.0,10.0,5.0,7.0,3.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,15.0,0.0,2.0,9.0,13.0,2.0,0.0,8.0,51.0,0.0,5.0,6.0,0.0,75.0,5.0,3.0,12.0,12.0,17.0,12.0,0.564925,0.664808,0.706026,0.943831
2014-38,0.564925,32.0,0.0,0.0,21.0,0.0,3.0,0.0,3.0,13.0,15.0,0.0,14.0,0.0,0.0,51.0,6.0,2.0,0.0,0.0,18.0,11.0,1.0,0.0,12.0,2.0,7.0,4.0,9.0,0.0,3.0,0.0,2.0,3.0,11.0,53.0,5.0,5.0,0.0,83.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,26.0,39.0,10.0,16.0,0.0,8.0,8.0,0.0,1.0,100.0,0.0,4.0,28.0,9.0,35.0,9.0,10.0,5.0,7.0,3.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,15.0,0.0,2.0,9.0,13.0,2.0,0.0,8.0,51.0,0.0,5.0,6.0,0.0,75.0,5.0,3.0,12.0,12.0,17.0,12.0,0.664808,0.618429,0.784763,0.881402
