date,south_carolina_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,2018 flu,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,sc flu,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,flu in sc,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2012-41,0.31997800000000004,12.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,9.0,1.0,0.0,1.0,12.0,2.0,0.0,11.0,2.0,12.0,0.0,6.0,0.0,15.0,0.0,7.0,7.0,12.0,52.0,12.0,12.0,0.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,23.0,15.0,0.0,18.0,0.0,26.0,26.0,69.0,35.0,0.0,34.0,6.0,0.0,6.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,64.0,0.0,0.0,73.0,14.0,15.0,0.0,6.0,12.0,6.0,7.0,3.0,10.0,0.0,6.0,18.0,6.0,6.0,0.0,0.0,5.0,0.0,28.0,21.0,0.0,14.0,0.0,70.0,0.400475,0.25132600000000005,0.39693,4.22179
2012-42,0.400475,12.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,9.0,1.0,0.0,1.0,12.0,2.0,0.0,11.0,2.0,12.0,0.0,6.0,0.0,15.0,0.0,7.0,7.0,12.0,52.0,12.0,12.0,0.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,23.0,15.0,0.0,18.0,0.0,26.0,26.0,69.0,35.0,0.0,34.0,6.0,0.0,6.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,64.0,0.0,0.0,73.0,14.0,15.0,0.0,6.0,12.0,6.0,7.0,3.0,10.0,0.0,6.0,18.0,6.0,6.0,0.0,0.0,5.0,0.0,28.0,21.0,0.0,14.0,0.0,70.0,0.25132600000000005,0.24660900000000002,0.517197,3.5657300000000003
2012-43,0.25132600000000005,12.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,9.0,1.0,0.0,1.0,12.0,2.0,0.0,11.0,2.0,12.0,0.0,6.0,0.0,15.0,0.0,7.0,7.0,12.0,52.0,12.0,12.0,0.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,23.0,15.0,0.0,18.0,0.0,26.0,26.0,69.0,35.0,0.0,34.0,6.0,0.0,6.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,64.0,0.0,0.0,73.0,14.0,15.0,0.0,6.0,12.0,6.0,7.0,3.0,10.0,0.0,6.0,18.0,6.0,6.0,0.0,0.0,5.0,0.0,28.0,21.0,0.0,14.0,0.0,70.0,0.24660900000000002,0.39693,1.09422,3.7720599999999997
2012-44,0.24660900000000002,12.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,9.0,1.0,0.0,1.0,12.0,2.0,0.0,11.0,2.0,12.0,0.0,6.0,0.0,15.0,0.0,7.0,7.0,12.0,52.0,12.0,12.0,0.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,23.0,15.0,0.0,18.0,0.0,26.0,26.0,69.0,35.0,0.0,34.0,6.0,0.0,6.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,64.0,0.0,0.0,73.0,14.0,15.0,0.0,6.0,12.0,6.0,7.0,3.0,10.0,0.0,6.0,18.0,6.0,6.0,0.0,0.0,5.0,0.0,28.0,21.0,0.0,14.0,0.0,70.0,0.39693,0.517197,2.09501,3.51324
2012-45,0.39693,34.0,28.0,28.0,28.0,28.0,0.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,5.0,4.0,63.0,26.0,2.0,0.0,0.0,34.0,2.0,0.0,34.0,6.0,28.0,3.0,11.0,0.0,46.0,0.0,19.0,8.0,54.0,60.0,24.0,36.0,2.0,48.0,0.0,0.0,42.0,21.0,21.0,0.0,0.0,71.0,24.0,0.0,18.0,0.0,18.0,64.0,71.0,36.0,0.0,0.0,12.0,24.0,24.0,30.0,61.0,69.0,41.0,8.0,0.0,0.0,69.0,1.0,0.0,60.0,23.0,15.0,6.0,6.0,39.0,6.0,15.0,10.0,63.0,2.0,6.0,34.0,0.0,37.0,0.0,6.0,33.0,6.0,59.0,29.0,0.0,52.0,9.0,72.0,0.517197,1.09422,4.22179,2.20832
2012-46,0.517197,34.0,28.0,28.0,28.0,28.0,0.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,5.0,4.0,63.0,26.0,2.0,0.0,0.0,34.0,2.0,0.0,34.0,6.0,28.0,3.0,11.0,0.0,46.0,0.0,19.0,8.0,54.0,60.0,24.0,36.0,2.0,48.0,0.0,0.0,42.0,21.0,21.0,0.0,0.0,71.0,24.0,0.0,18.0,0.0,18.0,64.0,71.0,36.0,0.0,0.0,12.0,24.0,24.0,30.0,61.0,69.0,41.0,8.0,0.0,0.0,69.0,1.0,0.0,60.0,23.0,15.0,6.0,6.0,39.0,6.0,15.0,10.0,63.0,2.0,6.0,34.0,0.0,37.0,0.0,6.0,33.0,6.0,59.0,29.0,0.0,52.0,9.0,72.0,1.09422,2.09501,3.5657300000000003,2.04398
2012-47,1.09422,34.0,28.0,28.0,28.0,28.0,0.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,5.0,4.0,63.0,26.0,2.0,0.0,0.0,34.0,2.0,0.0,34.0,6.0,28.0,3.0,11.0,0.0,46.0,0.0,19.0,8.0,54.0,60.0,24.0,36.0,2.0,48.0,0.0,0.0,42.0,21.0,21.0,0.0,0.0,71.0,24.0,0.0,18.0,0.0,18.0,64.0,71.0,36.0,0.0,0.0,12.0,24.0,24.0,30.0,61.0,69.0,41.0,8.0,0.0,0.0,69.0,1.0,0.0,60.0,23.0,15.0,6.0,6.0,39.0,6.0,15.0,10.0,63.0,2.0,6.0,34.0,0.0,37.0,0.0,6.0,33.0,6.0,59.0,29.0,0.0,52.0,9.0,72.0,2.09501,4.22179,3.7720599999999997,1.32181
2012-48,2.09501,34.0,28.0,28.0,28.0,28.0,0.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,5.0,4.0,63.0,26.0,2.0,0.0,0.0,34.0,2.0,0.0,34.0,6.0,28.0,3.0,11.0,0.0,46.0,0.0,19.0,8.0,54.0,60.0,24.0,36.0,2.0,48.0,0.0,0.0,42.0,21.0,21.0,0.0,0.0,71.0,24.0,0.0,18.0,0.0,18.0,64.0,71.0,36.0,0.0,0.0,12.0,24.0,24.0,30.0,61.0,69.0,41.0,8.0,0.0,0.0,69.0,1.0,0.0,60.0,23.0,15.0,6.0,6.0,39.0,6.0,15.0,10.0,63.0,2.0,6.0,34.0,0.0,37.0,0.0,6.0,33.0,6.0,59.0,29.0,0.0,52.0,9.0,72.0,4.22179,3.5657300000000003,3.51324,0.944414
2012-49,4.22179,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.5657300000000003,3.7720599999999997,2.20832,0.94416
2012-50,3.5657300000000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.7720599999999997,3.51324,2.04398,0.968492
2012-51,3.7720599999999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.51324,2.20832,1.32181,1.0661
2012-52,3.51324,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.20832,2.04398,0.944414,1.00689
2013-01,2.20832,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,2.04398,1.32181,0.94416,0.957829
2013-02,2.04398,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.32181,0.944414,0.968492,1.38795
2013-03,1.32181,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.944414,0.94416,1.0661,1.06724
2013-04,0.944414,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.94416,0.968492,1.00689,1.30239
2013-05,0.94416,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.968492,1.0661,0.957829,1.2638
2013-06,0.968492,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.0661,1.00689,1.38795,0.839717
2013-07,1.0661,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.00689,0.957829,1.06724,0.684182
2013-08,1.00689,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.957829,1.38795,1.30239,0.35991100000000004
2013-09,0.957829,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.38795,1.06724,1.2638,0.346177
2013-10,1.38795,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.06724,1.30239,0.839717,0.151286
2013-11,1.06724,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.30239,1.2638,0.684182,0.22232800000000005
2013-12,1.30239,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,1.2638,0.839717,0.35991100000000004,0.184264
2013-13,1.2638,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.839717,0.684182,0.346177,0.10013999999999999
2013-14,0.839717,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0,0.684182,0.35991100000000004,0.151286,0.389579
2013-15,0.684182,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,0.35991100000000004,0.346177,0.22232800000000005,0.121753
2013-16,0.35991100000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,0.346177,0.151286,0.184264,0.0609756
2013-17,0.346177,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,0.151286,0.22232800000000005,0.10013999999999999,0.09017130000000001
2013-18,0.151286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,0.22232800000000005,0.184264,0.389579,0.100503
2013-19,0.22232800000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.184264,0.10013999999999999,0.121753,0.028710900000000008
2013-20,0.184264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.10013999999999999,0.389579,0.0609756,0.0361402
