date,oklahoma_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,oklahoma flu,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu type a,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,flu in oklahoma,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2015-05,10.5877,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,9.63973,11.4717,8.483830000000001,4.25296
2015-06,9.63973,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,11.4717,8.99183,5.82613,3.24472
2015-07,11.4717,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,8.99183,8.483830000000001,7.0960300000000025,2.7066
2015-08,8.99183,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,8.483830000000001,5.82613,5.73356,1.67577
2015-09,8.483830000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,5.82613,7.0960300000000025,4.25296,1.30879
2015-10,5.82613,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,7.0960300000000025,5.73356,3.24472,1.23579
2015-11,7.0960300000000025,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,5.73356,4.25296,2.7066,1.98118
2015-12,5.73356,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,4.25296,3.24472,1.67577,1.0028700000000002
2015-13,4.25296,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,3.24472,2.7066,1.30879,0.432633
2015-14,3.24472,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,34.0,0.0,0.0,14.0,0.0,0.0,42.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,10.0,14.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,13.0,25.0,8.0,0.0,4.0,0.0,7.0,11.0,0.0,9.0,0.0,0.0,5.0,0.0,14.0,0.0,13.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,7.0,0.0,22.0,5.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,30.0,3.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,2.7066,1.67577,1.23579,0.8620690000000001
2015-15,2.7066,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,14.0,0.0,14.0,1.0,0.0,28.0,2.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,8.0,35.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,38.0,9.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,30.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,1.67577,1.30879,1.98118,0.56391
2015-16,1.67577,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,14.0,0.0,14.0,1.0,0.0,28.0,2.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,8.0,35.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,38.0,9.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,30.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,1.30879,1.23579,1.0028700000000002,0.21097
2015-17,1.30879,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,14.0,0.0,14.0,1.0,0.0,28.0,2.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,8.0,35.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,38.0,9.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,30.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,1.23579,1.98118,0.432633,0.4708100000000001
2015-18,1.23579,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,14.0,0.0,14.0,1.0,0.0,28.0,2.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,0.0,8.0,35.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,38.0,9.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,30.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,1.98118,1.0028700000000002,0.8620690000000001,0.363471
2015-19,1.98118,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,28.0,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,35.0,10.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,27.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0028700000000002,0.432633,0.56391,0.562852
2015-20,1.0028700000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,28.0,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,35.0,10.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,27.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.432633,0.8620690000000001,0.21097,0.4889979999999999
2015-21,0.432633,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,28.0,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,35.0,10.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,27.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.8620690000000001,0.56391,0.4708100000000001,0.47138
2015-22,0.8620690000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,28.0,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,35.0,10.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,27.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.56391,0.21097,0.363471,0.399401
2015-23,0.56391,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,28.0,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,35.0,10.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,27.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.21097,0.4708100000000001,0.562852,0.520833
2015-24,0.21097,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,28.0,0.0,0.0,2.0,0.0,31.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.4708100000000001,0.363471,0.4889979999999999,0.0001
2015-25,0.4708100000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,28.0,0.0,0.0,2.0,0.0,31.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.363471,0.562852,0.47138,0.493827
2015-26,0.363471,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,28.0,0.0,0.0,2.0,0.0,31.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.562852,0.4889979999999999,0.399401,0.660905
2015-27,0.562852,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,28.0,0.0,0.0,2.0,0.0,31.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.4889979999999999,0.47138,0.520833,0.42016800000000004
2015-28,0.4889979999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,36.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,7.0,3.0,3.0,0.0,0.0,6.0,6.0,25.0,55.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.47138,0.399401,0.0001,0.671488
2015-29,0.47138,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,36.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,7.0,3.0,3.0,0.0,0.0,6.0,6.0,25.0,55.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.399401,0.520833,0.493827,0.596421
2015-30,0.399401,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,36.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,7.0,3.0,3.0,0.0,0.0,6.0,6.0,25.0,55.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.520833,0.0001,0.660905,1.45985
2015-31,0.520833,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,36.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,7.0,3.0,3.0,0.0,0.0,6.0,6.0,25.0,55.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0001,0.493827,0.42016800000000004,1.08949
2015-32,0.0001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,15.0,64.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,16.0,6.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,30.0,12.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.493827,0.660905,0.671488,1.06336
2015-33,0.493827,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,15.0,64.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,16.0,6.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,30.0,12.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.660905,0.42016800000000004,0.596421,0.9370379999999999
2015-34,0.660905,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,15.0,64.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,16.0,6.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,30.0,12.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.42016800000000004,0.671488,1.45985,2.1645
2015-35,0.42016800000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,15.0,64.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,16.0,6.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,30.0,12.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.671488,0.596421,1.08949,2.1817599999999997
2015-36,0.671488,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,15.0,64.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,16.0,6.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,30.0,12.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.596421,1.45985,1.06336,2.18795
