date,maine_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu in maine,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,flu maine,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,maine cdc flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,maine cdc,flu vs. cold,flu symptoms 2018,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,flu map,treatment for flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,flu medicine,flu remedies,flu shot side effects,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2015-26,0.737101,2.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.5706869999999999,0.752644,0.46824099999999996,0.605807
2015-27,0.5706869999999999,2.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.752644,0.8032130000000001,0.294317,0.58126
2015-28,0.752644,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.8032130000000001,0.46824099999999996,0.635637,0.892676
2015-29,0.8032130000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.46824099999999996,0.294317,0.575349,0.777143
2015-30,0.46824099999999996,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.294317,0.635637,0.605807,0.7312609999999999
2015-31,0.294317,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.635637,0.575349,0.58126,0.192097
2015-32,0.635637,18.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,5.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,0.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.0,0.0,17.0,17.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,27.0,0.575349,0.605807,0.892676,0.536033
2015-33,0.575349,18.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,5.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,0.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.0,0.0,17.0,17.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,27.0,0.605807,0.58126,0.777143,1.1742
2015-34,0.605807,18.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,5.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,0.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.0,0.0,17.0,17.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,27.0,0.58126,0.892676,0.7312609999999999,0.893655
2015-35,0.58126,18.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,5.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,0.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.0,0.0,17.0,17.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,27.0,0.892676,0.777143,0.192097,1.0912899999999999
2015-36,0.892676,18.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,5.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,0.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,35.0,0.0,17.0,17.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,27.0,0.777143,0.7312609999999999,0.536033,1.03147
2015-37,0.777143,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.0,82.0,3.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,17.0,0.0,0.0,18.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,6.0,25.0,0.0,99.0,0.0,0.0,0.0,83.0,0.7312609999999999,0.192097,1.1742,1.08696
2015-38,0.7312609999999999,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.0,82.0,3.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,17.0,0.0,0.0,18.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,6.0,25.0,0.0,99.0,0.0,0.0,0.0,83.0,0.192097,0.536033,0.893655,1.35762
2015-39,0.192097,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.0,82.0,3.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,17.0,0.0,0.0,18.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,6.0,25.0,0.0,99.0,0.0,0.0,0.0,83.0,0.536033,1.1742,1.0912899999999999,0.985137
2015-40,0.536033,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.0,82.0,3.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,20.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,17.0,0.0,0.0,18.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,6.0,25.0,0.0,99.0,0.0,0.0,0.0,83.0,1.1742,0.893655,1.03147,0.688249
2015-41,1.1742,17.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,84.0,7.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,4.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,17.0,20.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,0.0,14.0,0.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,14.0,47.0,0.0,9.0,0.0,0.0,26.0,39.0,0.0,0.0,0.0,87.0,0.893655,1.0912899999999999,1.08696,1.06572
2015-42,0.893655,17.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,84.0,7.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,4.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,17.0,20.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,0.0,14.0,0.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,14.0,47.0,0.0,9.0,0.0,0.0,26.0,39.0,0.0,0.0,0.0,87.0,1.0912899999999999,1.03147,1.35762,0.9601709999999999
2015-43,1.0912899999999999,17.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,84.0,7.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,4.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,17.0,20.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,0.0,14.0,0.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,14.0,47.0,0.0,9.0,0.0,0.0,26.0,39.0,0.0,0.0,0.0,87.0,1.03147,1.08696,0.985137,0.8982040000000001
2015-44,1.03147,17.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,84.0,7.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,4.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,17.0,20.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,0.0,14.0,0.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,14.0,47.0,0.0,9.0,0.0,0.0,26.0,39.0,0.0,0.0,0.0,87.0,1.08696,1.35762,0.688249,0.902171
2015-45,1.08696,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.0,63.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,74.0,23.0,14.0,0.0,20.0,0.0,17.0,0.0,26.0,0.0,36.0,0.0,18.0,18.0,18.0,0.0,18.0,36.0,0.0,0.0,0.0,20.0,70.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,1.35762,0.985137,1.06572,1.62022
2015-46,1.35762,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.0,63.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,74.0,23.0,14.0,0.0,20.0,0.0,17.0,0.0,26.0,0.0,36.0,0.0,18.0,18.0,18.0,0.0,18.0,36.0,0.0,0.0,0.0,20.0,70.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,0.985137,0.688249,0.9601709999999999,0.8627450000000001
2015-47,0.985137,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.0,63.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,74.0,23.0,14.0,0.0,20.0,0.0,17.0,0.0,26.0,0.0,36.0,0.0,18.0,18.0,18.0,0.0,18.0,36.0,0.0,0.0,0.0,20.0,70.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,0.688249,1.06572,0.8982040000000001,0.872151
2015-48,0.688249,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.0,63.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,74.0,23.0,14.0,0.0,20.0,0.0,17.0,0.0,26.0,0.0,36.0,0.0,18.0,18.0,18.0,0.0,18.0,36.0,0.0,0.0,0.0,20.0,70.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,1.06572,0.9601709999999999,0.902171,0.9513149999999999
2015-49,1.06572,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,3.0,63.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,74.0,23.0,14.0,0.0,20.0,0.0,17.0,0.0,26.0,0.0,36.0,0.0,18.0,18.0,18.0,0.0,18.0,36.0,0.0,0.0,0.0,20.0,70.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,84.0,0.9601709999999999,0.8982040000000001,1.62022,0.8865569999999999
2015-50,0.9601709999999999,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.8982040000000001,0.902171,0.8627450000000001,1.15839
2015-51,0.8982040000000001,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.902171,1.62022,0.872151,0.8998440000000001
2015-52,0.902171,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.62022,0.8627450000000001,0.9513149999999999,0.9208870000000001
2015-53,1.62022,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.8627450000000001,0.872151,0.8865569999999999,0.883864
2016-01,0.8627450000000001,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.872151,0.9513149999999999,1.15839,0.903274
2016-02,0.872151,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.9513149999999999,0.8865569999999999,0.8998440000000001,1.1257
2016-03,0.9513149999999999,19.0,0.0,28.0,0.0,0.0,34.0,0.0,34.0,0.0,78.0,0.0,0.0,39.0,0.0,3.0,57.0,11.0,4.0,0.0,4.0,7.0,13.0,0.0,0.0,7.0,14.0,9.0,9.0,9.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,45.0,0.0,0.0,8.0,19.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,58.0,10.0,12.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,19.0,39.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.8865569999999999,1.15839,0.9208870000000001,1.95195
