date,arizona_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,arizona flu,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2016-03,3.02494,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.4058599999999997,3.97859,5.17415,3.57787
2016-04,3.4058599999999997,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.97859,5.18344,5.38213,3.0899900000000002
2016-05,3.97859,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,5.18344,5.17415,5.02006,2.8788
2016-06,5.18344,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,5.17415,5.38213,4.14432,2.73979
2016-07,5.17415,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,5.38213,5.02006,3.57787,2.80626
2016-08,5.38213,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,5.02006,4.14432,3.0899900000000002,2.74251
2016-09,5.02006,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,4.14432,3.57787,2.8788,2.2786
2016-10,4.14432,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.57787,3.0899900000000002,2.73979,1.9495200000000001
2016-11,3.57787,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.0899900000000002,2.8788,2.80626,1.8429
2016-12,3.0899900000000002,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.8788,2.73979,2.74251,1.8761599999999998
2016-13,2.8788,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.73979,2.80626,2.2786,1.36355
2016-14,2.73979,13.0,0.0,45.0,22.0,0.0,0.0,4.0,4.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,17.0,4.0,0.0,0.0,0.0,8.0,35.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,6.0,0.0,44.0,10.0,0.0,5.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,69.0,4.0,4.0,12.0,34.0,0.0,13.0,0.0,8.0,0.0,86.0,0.0,0.0,5.0,0.0,14.0,0.0,7.0,27.0,0.0,14.0,6.0,12.0,6.0,0.0,8.0,4.0,47.0,2.80626,2.74251,1.9495200000000001,1.19484
2016-15,2.80626,13.0,0.0,45.0,22.0,0.0,0.0,4.0,4.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,17.0,4.0,0.0,0.0,0.0,8.0,35.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,6.0,0.0,44.0,10.0,0.0,5.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,69.0,4.0,4.0,12.0,34.0,0.0,13.0,0.0,8.0,0.0,86.0,0.0,0.0,5.0,0.0,14.0,0.0,7.0,27.0,0.0,14.0,6.0,12.0,6.0,0.0,8.0,4.0,47.0,2.74251,2.2786,1.8429,1.30139
2016-16,2.74251,13.0,0.0,45.0,22.0,0.0,0.0,4.0,4.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,17.0,4.0,0.0,0.0,0.0,8.0,35.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,6.0,0.0,44.0,10.0,0.0,5.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,69.0,4.0,4.0,12.0,34.0,0.0,13.0,0.0,8.0,0.0,86.0,0.0,0.0,5.0,0.0,14.0,0.0,7.0,27.0,0.0,14.0,6.0,12.0,6.0,0.0,8.0,4.0,47.0,2.2786,1.9495200000000001,1.8761599999999998,1.3982
2016-17,2.2786,13.0,0.0,45.0,22.0,0.0,0.0,4.0,4.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,17.0,4.0,0.0,0.0,0.0,8.0,35.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,6.0,0.0,44.0,10.0,0.0,5.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,69.0,4.0,4.0,12.0,34.0,0.0,13.0,0.0,8.0,0.0,86.0,0.0,0.0,5.0,0.0,14.0,0.0,7.0,27.0,0.0,14.0,6.0,12.0,6.0,0.0,8.0,4.0,47.0,1.9495200000000001,1.8429,1.36355,0.845835
2016-18,1.9495200000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,35.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,33.0,16.0,0.0,0.0,10.0,10.0,0.0,10.0,48.0,0.0,0.0,24.0,5.0,17.0,5.0,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,63.0,4.0,0.0,11.0,15.0,9.0,0.0,0.0,18.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,13.0,10.0,7.0,4.0,0.0,39.0,1.8429,1.8761599999999998,1.19484,1.04029
2016-19,1.8429,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,35.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,33.0,16.0,0.0,0.0,10.0,10.0,0.0,10.0,48.0,0.0,0.0,24.0,5.0,17.0,5.0,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,63.0,4.0,0.0,11.0,15.0,9.0,0.0,0.0,18.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,13.0,10.0,7.0,4.0,0.0,39.0,1.8761599999999998,1.36355,1.30139,0.936658
2016-20,1.8761599999999998,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,35.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,33.0,16.0,0.0,0.0,10.0,10.0,0.0,10.0,48.0,0.0,0.0,24.0,5.0,17.0,5.0,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,63.0,4.0,0.0,11.0,15.0,9.0,0.0,0.0,18.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,13.0,10.0,7.0,4.0,0.0,39.0,1.36355,1.19484,1.3982,0.79623
2016-21,1.36355,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,35.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,33.0,16.0,0.0,0.0,10.0,10.0,0.0,10.0,48.0,0.0,0.0,24.0,5.0,17.0,5.0,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,63.0,4.0,0.0,11.0,15.0,9.0,0.0,0.0,18.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,13.0,10.0,7.0,4.0,0.0,39.0,1.19484,1.30139,0.845835,0.8448180000000001
2016-22,1.19484,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,35.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,33.0,16.0,0.0,0.0,10.0,10.0,0.0,10.0,48.0,0.0,0.0,24.0,5.0,17.0,5.0,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,63.0,4.0,0.0,11.0,15.0,9.0,0.0,0.0,18.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,13.0,10.0,7.0,4.0,0.0,39.0,1.30139,1.3982,1.04029,0.749576
2016-23,1.30139,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,14.0,0.0,6.0,5.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,85.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,7.0,11.0,7.0,7.0,13.0,0.0,0.0,4.0,4.0,54.0,1.3982,0.845835,0.936658,0.769468
2016-24,1.3982,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,14.0,0.0,6.0,5.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,85.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,7.0,11.0,7.0,7.0,13.0,0.0,0.0,4.0,4.0,54.0,0.845835,1.04029,0.79623,0.35189899999999996
2016-25,0.845835,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,14.0,0.0,6.0,5.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,85.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,7.0,11.0,7.0,7.0,13.0,0.0,0.0,4.0,4.0,54.0,1.04029,0.936658,0.8448180000000001,0.465008
2016-26,1.04029,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,14.0,0.0,6.0,5.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,85.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,7.0,11.0,7.0,7.0,13.0,0.0,0.0,4.0,4.0,54.0,0.936658,0.79623,0.749576,0.601662
2016-27,0.936658,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,17.0,0.0,1.0,40.0,1.0,2.0,0.0,1.0,9.0,3.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,19.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,13.0,38.0,0.0,9.0,0.0,18.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,7.0,14.0,7.0,0.0,6.0,6.0,0.0,0.0,4.0,71.0,0.79623,0.8448180000000001,0.769468,0.9445549999999999
2016-28,0.79623,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,17.0,0.0,1.0,40.0,1.0,2.0,0.0,1.0,9.0,3.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,19.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,13.0,38.0,0.0,9.0,0.0,18.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,7.0,14.0,7.0,0.0,6.0,6.0,0.0,0.0,4.0,71.0,0.8448180000000001,0.749576,0.35189899999999996,0.522004
2016-29,0.8448180000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,17.0,0.0,1.0,40.0,1.0,2.0,0.0,1.0,9.0,3.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,19.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,13.0,38.0,0.0,9.0,0.0,18.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,7.0,14.0,7.0,0.0,6.0,6.0,0.0,0.0,4.0,71.0,0.749576,0.769468,0.465008,0.48537299999999994
2016-30,0.749576,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,17.0,0.0,1.0,40.0,1.0,2.0,0.0,1.0,9.0,3.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,19.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,13.0,38.0,0.0,9.0,0.0,18.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,7.0,14.0,7.0,0.0,6.0,6.0,0.0,0.0,4.0,71.0,0.769468,0.35189899999999996,0.601662,0.560523
2016-31,0.769468,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,17.0,0.0,1.0,40.0,1.0,2.0,0.0,1.0,9.0,3.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,19.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,13.0,38.0,0.0,9.0,0.0,18.0,0.0,75.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,7.0,14.0,7.0,0.0,6.0,6.0,0.0,0.0,4.0,71.0,0.35189899999999996,0.465008,0.9445549999999999,0.686454
2016-32,0.35189899999999996,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,16.0,0.0,0.0,1.0,1.0,91.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,8.0,2.0,0.0,17.0,0.0,4.0,0.0,0.0,37.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,39.0,0.0,0.0,5.0,9.0,9.0,10.0,0.0,38.0,0.0,0.0,15.0,0.0,5.0,5.0,16.0,4.0,3.0,20.0,3.0,0.0,0.0,0.0,66.0,8.0,0.0,12.0,40.0,0.0,9.0,0.0,0.0,0.0,74.0,0.0,0.0,5.0,5.0,7.0,5.0,0.0,10.0,14.0,20.0,12.0,12.0,25.0,0.0,4.0,0.0,97.0,0.465008,0.601662,0.522004,1.23442
2016-33,0.465008,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,16.0,0.0,0.0,1.0,1.0,91.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,8.0,2.0,0.0,17.0,0.0,4.0,0.0,0.0,37.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,39.0,0.0,0.0,5.0,9.0,9.0,10.0,0.0,38.0,0.0,0.0,15.0,0.0,5.0,5.0,16.0,4.0,3.0,20.0,3.0,0.0,0.0,0.0,66.0,8.0,0.0,12.0,40.0,0.0,9.0,0.0,0.0,0.0,74.0,0.0,0.0,5.0,5.0,7.0,5.0,0.0,10.0,14.0,20.0,12.0,12.0,25.0,0.0,4.0,0.0,97.0,0.601662,0.9445549999999999,0.48537299999999994,0.872229
