date,arizona_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,arizona flu,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2015-25,0.804638,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,61.0,5.0,0.0,5.0,37.0,10.0,0.0,0.0,10.0,0.0,71.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,36.0,0.6118,0.735794,0.647333,0.60065
2015-26,0.6118,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,61.0,5.0,0.0,5.0,37.0,10.0,0.0,0.0,10.0,0.0,71.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,36.0,0.735794,0.626526,0.599811,0.919573
2015-27,0.735794,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,29.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,61.0,5.0,0.0,5.0,37.0,10.0,0.0,0.0,10.0,0.0,71.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,36.0,0.626526,0.647333,0.684717,0.904374
2015-28,0.626526,7.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,37.0,2.0,1.0,0.0,1.0,7.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,7.0,0.0,61.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,8.0,7.0,5.0,4.0,0.0,0.0,0.0,69.0,5.0,5.0,5.0,36.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,7.0,0.0,0.0,5.0,0.0,50.0,0.647333,0.599811,0.627193,0.8388190000000001
2015-29,0.647333,7.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,37.0,2.0,1.0,0.0,1.0,7.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,7.0,0.0,61.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,8.0,7.0,5.0,4.0,0.0,0.0,0.0,69.0,5.0,5.0,5.0,36.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,7.0,0.0,0.0,5.0,0.0,50.0,0.599811,0.684717,0.60065,0.819975
2015-30,0.599811,7.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,37.0,2.0,1.0,0.0,1.0,7.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,7.0,0.0,61.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,8.0,7.0,5.0,4.0,0.0,0.0,0.0,69.0,5.0,5.0,5.0,36.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,7.0,0.0,0.0,5.0,0.0,50.0,0.684717,0.627193,0.919573,0.9058700000000001
2015-31,0.684717,7.0,27.0,0.0,27.0,0.0,5.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,37.0,2.0,1.0,0.0,1.0,7.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,7.0,0.0,61.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,8.0,7.0,5.0,4.0,0.0,0.0,0.0,69.0,5.0,5.0,5.0,36.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,7.0,0.0,0.0,5.0,0.0,50.0,0.627193,0.60065,0.904374,1.0133299999999998
2015-32,0.627193,15.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,9.0,19.0,19.0,0.0,0.0,0.0,1.0,43.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,11.0,3.0,0.0,10.0,5.0,0.0,0.0,5.0,43.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,7.0,5.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,14.0,28.0,10.0,0.0,0.0,10.0,0.0,67.0,0.0,0.0,6.0,0.0,16.0,5.0,12.0,16.0,16.0,24.0,11.0,7.0,7.0,0.0,9.0,0.0,74.0,0.60065,0.919573,0.8388190000000001,0.736351
2015-33,0.60065,15.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,9.0,19.0,19.0,0.0,0.0,0.0,1.0,43.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,11.0,3.0,0.0,10.0,5.0,0.0,0.0,5.0,43.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,7.0,5.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,14.0,28.0,10.0,0.0,0.0,10.0,0.0,67.0,0.0,0.0,6.0,0.0,16.0,5.0,12.0,16.0,16.0,24.0,11.0,7.0,7.0,0.0,9.0,0.0,74.0,0.919573,0.904374,0.819975,1.23609
2015-34,0.919573,15.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,9.0,19.0,19.0,0.0,0.0,0.0,1.0,43.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,11.0,3.0,0.0,10.0,5.0,0.0,0.0,5.0,43.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,7.0,5.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,14.0,28.0,10.0,0.0,0.0,10.0,0.0,67.0,0.0,0.0,6.0,0.0,16.0,5.0,12.0,16.0,16.0,24.0,11.0,7.0,7.0,0.0,9.0,0.0,74.0,0.904374,0.8388190000000001,0.9058700000000001,1.44689
2015-35,0.904374,15.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,9.0,19.0,19.0,0.0,0.0,0.0,1.0,43.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,11.0,3.0,0.0,10.0,5.0,0.0,0.0,5.0,43.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,7.0,5.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,14.0,28.0,10.0,0.0,0.0,10.0,0.0,67.0,0.0,0.0,6.0,0.0,16.0,5.0,12.0,16.0,16.0,24.0,11.0,7.0,7.0,0.0,9.0,0.0,74.0,0.8388190000000001,0.819975,1.0133299999999998,1.49271
2015-36,0.8388190000000001,15.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,9.0,19.0,19.0,0.0,0.0,0.0,1.0,43.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,11.0,3.0,0.0,10.0,5.0,0.0,0.0,5.0,43.0,14.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,5.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,7.0,5.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,14.0,28.0,10.0,0.0,0.0,10.0,0.0,67.0,0.0,0.0,6.0,0.0,16.0,5.0,12.0,16.0,16.0,24.0,11.0,7.0,7.0,0.0,9.0,0.0,74.0,0.819975,0.9058700000000001,0.736351,1.80696
2015-37,0.819975,24.0,25.0,25.0,0.0,25.0,0.0,5.0,14.0,14.0,18.0,0.0,0.0,0.0,0.0,4.0,57.0,4.0,2.0,0.0,0.0,15.0,8.0,0.0,19.0,3.0,0.0,23.0,0.0,5.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,31.0,3.0,0.0,55.0,6.0,0.0,6.0,0.0,11.0,26.0,0.0,17.0,17.0,0.0,0.0,0.0,21.0,0.0,10.0,8.0,0.0,62.0,8.0,0.0,0.0,0.0,70.0,9.0,0.0,9.0,32.0,14.0,19.0,9.0,19.0,0.0,73.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,15.0,15.0,27.0,10.0,24.0,10.0,7.0,4.0,4.0,67.0,0.9058700000000001,1.0133299999999998,1.23609,1.87283
2015-38,0.9058700000000001,24.0,25.0,25.0,0.0,25.0,0.0,5.0,14.0,14.0,18.0,0.0,0.0,0.0,0.0,4.0,57.0,4.0,2.0,0.0,0.0,15.0,8.0,0.0,19.0,3.0,0.0,23.0,0.0,5.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,31.0,3.0,0.0,55.0,6.0,0.0,6.0,0.0,11.0,26.0,0.0,17.0,17.0,0.0,0.0,0.0,21.0,0.0,10.0,8.0,0.0,62.0,8.0,0.0,0.0,0.0,70.0,9.0,0.0,9.0,32.0,14.0,19.0,9.0,19.0,0.0,73.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,15.0,15.0,27.0,10.0,24.0,10.0,7.0,4.0,4.0,67.0,1.0133299999999998,0.736351,1.44689,1.80418
2015-39,1.0133299999999998,24.0,25.0,25.0,0.0,25.0,0.0,5.0,14.0,14.0,18.0,0.0,0.0,0.0,0.0,4.0,57.0,4.0,2.0,0.0,0.0,15.0,8.0,0.0,19.0,3.0,0.0,23.0,0.0,5.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,31.0,3.0,0.0,55.0,6.0,0.0,6.0,0.0,11.0,26.0,0.0,17.0,17.0,0.0,0.0,0.0,21.0,0.0,10.0,8.0,0.0,62.0,8.0,0.0,0.0,0.0,70.0,9.0,0.0,9.0,32.0,14.0,19.0,9.0,19.0,0.0,73.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,15.0,15.0,27.0,10.0,24.0,10.0,7.0,4.0,4.0,67.0,0.736351,1.23609,1.49271,1.8416099999999997
2015-40,0.736351,24.0,25.0,25.0,0.0,25.0,0.0,5.0,14.0,14.0,18.0,0.0,0.0,0.0,0.0,4.0,57.0,4.0,2.0,0.0,0.0,15.0,8.0,0.0,19.0,3.0,0.0,23.0,0.0,5.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,31.0,3.0,0.0,55.0,6.0,0.0,6.0,0.0,11.0,26.0,0.0,17.0,17.0,0.0,0.0,0.0,21.0,0.0,10.0,8.0,0.0,62.0,8.0,0.0,0.0,0.0,70.0,9.0,0.0,9.0,32.0,14.0,19.0,9.0,19.0,0.0,73.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,15.0,15.0,27.0,10.0,24.0,10.0,7.0,4.0,4.0,67.0,1.23609,1.44689,1.80696,1.8898700000000002
2015-41,1.23609,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,19.0,0.0,2.0,73.0,8.0,3.0,0.0,0.0,22.0,3.0,0.0,18.0,3.0,0.0,35.0,0.0,0.0,0.0,5.0,27.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,9.0,0.0,37.0,6.0,0.0,21.0,0.0,22.0,11.0,11.0,36.0,0.0,0.0,36.0,0.0,22.0,16.0,16.0,13.0,3.0,24.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,40.0,10.0,20.0,0.0,20.0,1.0,75.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,24.0,41.0,20.0,7.0,14.0,22.0,0.0,5.0,5.0,78.0,1.44689,1.49271,1.87283,2.40085
2015-42,1.44689,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,19.0,0.0,2.0,73.0,8.0,3.0,0.0,0.0,22.0,3.0,0.0,18.0,3.0,0.0,35.0,0.0,0.0,0.0,5.0,27.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,9.0,0.0,37.0,6.0,0.0,21.0,0.0,22.0,11.0,11.0,36.0,0.0,0.0,36.0,0.0,22.0,16.0,16.0,13.0,3.0,24.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,40.0,10.0,20.0,0.0,20.0,1.0,75.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,24.0,41.0,20.0,7.0,14.0,22.0,0.0,5.0,5.0,78.0,1.49271,1.80696,1.80418,2.31562
2015-43,1.49271,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,19.0,0.0,2.0,73.0,8.0,3.0,0.0,0.0,22.0,3.0,0.0,18.0,3.0,0.0,35.0,0.0,0.0,0.0,5.0,27.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,9.0,0.0,37.0,6.0,0.0,21.0,0.0,22.0,11.0,11.0,36.0,0.0,0.0,36.0,0.0,22.0,16.0,16.0,13.0,3.0,24.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,40.0,10.0,20.0,0.0,20.0,1.0,75.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,24.0,41.0,20.0,7.0,14.0,22.0,0.0,5.0,5.0,78.0,1.80696,1.87283,1.8416099999999997,2.41173
2015-44,1.80696,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,19.0,0.0,2.0,73.0,8.0,3.0,0.0,0.0,22.0,3.0,0.0,18.0,3.0,0.0,35.0,0.0,0.0,0.0,5.0,27.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,9.0,0.0,37.0,6.0,0.0,21.0,0.0,22.0,11.0,11.0,36.0,0.0,0.0,36.0,0.0,22.0,16.0,16.0,13.0,3.0,24.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,40.0,10.0,20.0,0.0,20.0,1.0,75.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,24.0,41.0,20.0,7.0,14.0,22.0,0.0,5.0,5.0,78.0,1.87283,1.80418,1.8898700000000002,3.08603
2015-45,1.87283,22.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,19.0,38.0,38.0,0.0,19.0,0.0,4.0,64.0,4.0,3.0,0.0,1.0,19.0,3.0,0.0,17.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,55.0,14.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,48.0,0.0,0.0,12.0,0.0,22.0,11.0,44.0,26.0,35.0,0.0,0.0,8.0,13.0,5.0,16.0,5.0,3.0,13.0,8.0,0.0,0.0,0.0,67.0,0.0,9.0,21.0,28.0,10.0,15.0,0.0,10.0,0.0,74.0,0.0,0.0,16.0,0.0,22.0,0.0,8.0,32.0,16.0,32.0,18.0,21.0,14.0,0.0,7.0,9.0,74.0,1.80418,1.8416099999999997,2.40085,2.59408
2015-46,1.80418,22.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,19.0,38.0,38.0,0.0,19.0,0.0,4.0,64.0,4.0,3.0,0.0,1.0,19.0,3.0,0.0,17.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,55.0,14.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,48.0,0.0,0.0,12.0,0.0,22.0,11.0,44.0,26.0,35.0,0.0,0.0,8.0,13.0,5.0,16.0,5.0,3.0,13.0,8.0,0.0,0.0,0.0,67.0,0.0,9.0,21.0,28.0,10.0,15.0,0.0,10.0,0.0,74.0,0.0,0.0,16.0,0.0,22.0,0.0,8.0,32.0,16.0,32.0,18.0,21.0,14.0,0.0,7.0,9.0,74.0,1.8416099999999997,1.8898700000000002,2.31562,2.77037
2015-47,1.8416099999999997,22.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,19.0,38.0,38.0,0.0,19.0,0.0,4.0,64.0,4.0,3.0,0.0,1.0,19.0,3.0,0.0,17.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,55.0,14.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,48.0,0.0,0.0,12.0,0.0,22.0,11.0,44.0,26.0,35.0,0.0,0.0,8.0,13.0,5.0,16.0,5.0,3.0,13.0,8.0,0.0,0.0,0.0,67.0,0.0,9.0,21.0,28.0,10.0,15.0,0.0,10.0,0.0,74.0,0.0,0.0,16.0,0.0,22.0,0.0,8.0,32.0,16.0,32.0,18.0,21.0,14.0,0.0,7.0,9.0,74.0,1.8898700000000002,2.40085,2.41173,2.7880599999999998
2015-48,1.8898700000000002,22.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,19.0,38.0,38.0,0.0,19.0,0.0,4.0,64.0,4.0,3.0,0.0,1.0,19.0,3.0,0.0,17.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,55.0,14.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,48.0,0.0,0.0,12.0,0.0,22.0,11.0,44.0,26.0,35.0,0.0,0.0,8.0,13.0,5.0,16.0,5.0,3.0,13.0,8.0,0.0,0.0,0.0,67.0,0.0,9.0,21.0,28.0,10.0,15.0,0.0,10.0,0.0,74.0,0.0,0.0,16.0,0.0,22.0,0.0,8.0,32.0,16.0,32.0,18.0,21.0,14.0,0.0,7.0,9.0,74.0,2.40085,2.31562,3.08603,3.02494
2015-49,2.40085,22.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,19.0,38.0,38.0,0.0,19.0,0.0,4.0,64.0,4.0,3.0,0.0,1.0,19.0,3.0,0.0,17.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,55.0,14.0,0.0,44.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,48.0,0.0,0.0,12.0,0.0,22.0,11.0,44.0,26.0,35.0,0.0,0.0,8.0,13.0,5.0,16.0,5.0,3.0,13.0,8.0,0.0,0.0,0.0,67.0,0.0,9.0,21.0,28.0,10.0,15.0,0.0,10.0,0.0,74.0,0.0,0.0,16.0,0.0,22.0,0.0,8.0,32.0,16.0,32.0,18.0,21.0,14.0,0.0,7.0,9.0,74.0,2.31562,2.41173,2.59408,3.4058599999999997
2015-50,2.31562,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.41173,3.08603,2.77037,3.97859
2015-51,2.41173,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.08603,2.59408,2.7880599999999998,5.18344
2015-52,3.08603,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.59408,2.77037,3.02494,5.17415
2015-53,2.59408,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.77037,2.7880599999999998,3.4058599999999997,5.38213
2016-01,2.77037,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,2.7880599999999998,3.02494,3.97859,5.02006
2016-02,2.7880599999999998,19.0,22.0,0.0,22.0,22.0,0.0,0.0,12.0,8.0,0.0,16.0,0.0,16.0,0.0,1.0,57.0,10.0,3.0,0.0,0.0,21.0,2.0,0.0,31.0,4.0,8.0,29.0,0.0,0.0,0.0,4.0,20.0,8.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,5.0,0.0,38.0,10.0,0.0,0.0,0.0,23.0,9.0,0.0,30.0,22.0,0.0,30.0,0.0,20.0,25.0,30.0,10.0,11.0,8.0,3.0,0.0,0.0,0.0,67.0,6.0,4.0,28.0,36.0,0.0,25.0,0.0,8.0,0.0,96.0,0.0,1.0,5.0,9.0,12.0,0.0,0.0,37.0,13.0,20.0,9.0,36.0,18.0,0.0,0.0,0.0,53.0,3.02494,3.4058599999999997,5.18344,4.14432
