date,north_carolina_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,cdc,type a influenza,influenza incubation period,thermoscan,how to treat the flu,nc flu,how long does the flu last,flu virus,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,cdc flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2011-25,0.637996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,0.654332,0.677613,0.31738299999999997,0.5319149999999999
2011-26,0.654332,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,0.677613,0.422692,0.37921,0.293794
2011-27,0.677613,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.422692,0.31738299999999997,0.262342,0.43691
2011-28,0.422692,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.31738299999999997,0.37921,0.27534400000000003,0.389788
2011-29,0.31738299999999997,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.37921,0.262342,0.5319149999999999,0.562852
2011-30,0.37921,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.262342,0.27534400000000003,0.293794,0.52098
2011-31,0.262342,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.27534400000000003,0.5319149999999999,0.43691,0.8586809999999999
2011-32,0.27534400000000003,11.0,0.0,23.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,35.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,5.0,3.0,4.0,12.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,9.0,5.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,9.0,4.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,46.0,0.0,2.0,3.0,6.0,18.0,6.0,6.0,0.0,0.0,60.0,0.5319149999999999,0.293794,0.389788,0.350666
2011-33,0.5319149999999999,11.0,0.0,23.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,35.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,5.0,3.0,4.0,12.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,9.0,5.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,9.0,4.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,46.0,0.0,2.0,3.0,6.0,18.0,6.0,6.0,0.0,0.0,60.0,0.293794,0.43691,0.562852,0.583957
2011-34,0.293794,11.0,0.0,23.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,35.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,5.0,3.0,4.0,12.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,9.0,5.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,9.0,4.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,46.0,0.0,2.0,3.0,6.0,18.0,6.0,6.0,0.0,0.0,60.0,0.43691,0.389788,0.52098,0.793962
2011-35,0.43691,11.0,0.0,23.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,35.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,5.0,3.0,4.0,12.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,9.0,5.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,9.0,4.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,46.0,0.0,2.0,3.0,6.0,18.0,6.0,6.0,0.0,0.0,60.0,0.389788,0.562852,0.8586809999999999,0.740942
2011-36,0.389788,16.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,6.0,6.0,6.0,0.0,17.0,0.0,3.0,26.0,0.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,8.0,11.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,6.0,2.0,8.0,33.0,6.0,6.0,0.0,0.0,2.0,2.0,12.0,21.0,0.0,21.0,0.0,9.0,4.0,4.0,0.0,4.0,6.0,0.0,9.0,6.0,52.0,0.0,5.0,3.0,11.0,14.0,6.0,6.0,4.0,0.0,43.0,0.562852,0.52098,0.350666,0.797813
2011-37,0.562852,16.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,6.0,6.0,6.0,0.0,17.0,0.0,3.0,26.0,0.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,8.0,11.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,6.0,2.0,8.0,33.0,6.0,6.0,0.0,0.0,2.0,2.0,12.0,21.0,0.0,21.0,0.0,9.0,4.0,4.0,0.0,4.0,6.0,0.0,9.0,6.0,52.0,0.0,5.0,3.0,11.0,14.0,6.0,6.0,4.0,0.0,43.0,0.52098,0.8586809999999999,0.583957,0.910326
2011-38,0.52098,16.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,6.0,6.0,6.0,0.0,17.0,0.0,3.0,26.0,0.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,8.0,11.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,6.0,2.0,8.0,33.0,6.0,6.0,0.0,0.0,2.0,2.0,12.0,21.0,0.0,21.0,0.0,9.0,4.0,4.0,0.0,4.0,6.0,0.0,9.0,6.0,52.0,0.0,5.0,3.0,11.0,14.0,6.0,6.0,4.0,0.0,43.0,0.8586809999999999,0.350666,0.793962,0.864231
2011-39,0.8586809999999999,16.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,6.0,6.0,6.0,0.0,17.0,0.0,3.0,26.0,0.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,8.0,11.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,6.0,2.0,8.0,33.0,6.0,6.0,0.0,0.0,2.0,2.0,12.0,21.0,0.0,21.0,0.0,9.0,4.0,4.0,0.0,4.0,6.0,0.0,9.0,6.0,52.0,0.0,5.0,3.0,11.0,14.0,6.0,6.0,4.0,0.0,43.0,0.350666,0.583957,0.740942,0.78578
2011-40,0.350666,10.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,12.0,1.0,58.0,3.0,3.0,0.0,0.0,10.0,6.0,0.0,6.0,1.0,8.0,63.0,0.0,0.0,17.0,0.0,6.0,32.0,10.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,8.0,12.0,0.0,15.0,8.0,9.0,4.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,9.0,3.0,4.0,10.0,5.0,8.0,19.0,3.0,7.0,0.0,0.0,3.0,0.0,10.0,18.0,9.0,9.0,0.0,6.0,0.0,4.0,11.0,0.0,9.0,0.0,9.0,7.0,50.0,0.0,1.0,3.0,11.0,14.0,11.0,0.0,0.0,0.0,49.0,0.583957,0.793962,0.797813,0.795694
2011-41,0.583957,10.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,12.0,1.0,58.0,3.0,3.0,0.0,0.0,10.0,6.0,0.0,6.0,1.0,8.0,63.0,0.0,0.0,17.0,0.0,6.0,32.0,10.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,8.0,12.0,0.0,15.0,8.0,9.0,4.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,9.0,3.0,4.0,10.0,5.0,8.0,19.0,3.0,7.0,0.0,0.0,3.0,0.0,10.0,18.0,9.0,9.0,0.0,6.0,0.0,4.0,11.0,0.0,9.0,0.0,9.0,7.0,50.0,0.0,1.0,3.0,11.0,14.0,11.0,0.0,0.0,0.0,49.0,0.793962,0.740942,0.910326,0.750728
2011-42,0.793962,10.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,12.0,1.0,58.0,3.0,3.0,0.0,0.0,10.0,6.0,0.0,6.0,1.0,8.0,63.0,0.0,0.0,17.0,0.0,6.0,32.0,10.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,8.0,12.0,0.0,15.0,8.0,9.0,4.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,9.0,3.0,4.0,10.0,5.0,8.0,19.0,3.0,7.0,0.0,0.0,3.0,0.0,10.0,18.0,9.0,9.0,0.0,6.0,0.0,4.0,11.0,0.0,9.0,0.0,9.0,7.0,50.0,0.0,1.0,3.0,11.0,14.0,11.0,0.0,0.0,0.0,49.0,0.740942,0.797813,0.864231,0.883308
2011-43,0.740942,10.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,12.0,1.0,58.0,3.0,3.0,0.0,0.0,10.0,6.0,0.0,6.0,1.0,8.0,63.0,0.0,0.0,17.0,0.0,6.0,32.0,10.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,8.0,12.0,0.0,15.0,8.0,9.0,4.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,9.0,3.0,4.0,10.0,5.0,8.0,19.0,3.0,7.0,0.0,0.0,3.0,0.0,10.0,18.0,9.0,9.0,0.0,6.0,0.0,4.0,11.0,0.0,9.0,0.0,9.0,7.0,50.0,0.0,1.0,3.0,11.0,14.0,11.0,0.0,0.0,0.0,49.0,0.797813,0.910326,0.78578,1.13978
2011-44,0.797813,10.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,12.0,1.0,58.0,3.0,3.0,0.0,0.0,10.0,6.0,0.0,6.0,1.0,8.0,63.0,0.0,0.0,17.0,0.0,6.0,32.0,10.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,1.0,19.0,7.0,0.0,8.0,12.0,0.0,15.0,8.0,9.0,4.0,9.0,4.0,37.0,1.0,0.0,1.0,0.0,9.0,3.0,4.0,10.0,5.0,8.0,19.0,3.0,7.0,0.0,0.0,3.0,0.0,10.0,18.0,9.0,9.0,0.0,6.0,0.0,4.0,11.0,0.0,9.0,0.0,9.0,7.0,50.0,0.0,1.0,3.0,11.0,14.0,11.0,0.0,0.0,0.0,49.0,0.910326,0.864231,0.795694,1.52118
2011-45,0.910326,8.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,55.0,3.0,1.0,0.0,0.0,6.0,8.0,0.0,6.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,3.0,21.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,22.0,2.0,5.0,7.0,0.0,8.0,0.0,3.0,5.0,0.0,7.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,53.0,0.0,2.0,1.0,5.0,8.0,5.0,0.0,3.0,0.0,64.0,0.864231,0.78578,0.750728,0.9200139999999999
2011-46,0.864231,8.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,55.0,3.0,1.0,0.0,0.0,6.0,8.0,0.0,6.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,3.0,21.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,22.0,2.0,5.0,7.0,0.0,8.0,0.0,3.0,5.0,0.0,7.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,53.0,0.0,2.0,1.0,5.0,8.0,5.0,0.0,3.0,0.0,64.0,0.78578,0.795694,0.883308,0.889533
2011-47,0.78578,8.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,55.0,3.0,1.0,0.0,0.0,6.0,8.0,0.0,6.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,3.0,21.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,22.0,2.0,5.0,7.0,0.0,8.0,0.0,3.0,5.0,0.0,7.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,53.0,0.0,2.0,1.0,5.0,8.0,5.0,0.0,3.0,0.0,64.0,0.795694,0.750728,1.13978,1.01225
2011-48,0.795694,8.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,55.0,3.0,1.0,0.0,0.0,6.0,8.0,0.0,6.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,3.0,21.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,22.0,2.0,5.0,7.0,0.0,8.0,0.0,3.0,5.0,0.0,7.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,53.0,0.0,2.0,1.0,5.0,8.0,5.0,0.0,3.0,0.0,64.0,0.750728,0.883308,1.52118,1.0445
2011-49,0.750728,20.0,25.0,0.0,51.0,26.0,0.0,0.0,3.0,3.0,28.0,14.0,0.0,42.0,1.0,62.0,10.0,4.0,0.0,0.0,12.0,15.0,0.0,16.0,1.0,16.0,39.0,6.0,0.0,19.0,7.0,4.0,22.0,0.0,18.0,23.0,14.0,0.0,0.0,0.0,1.0,1.0,17.0,9.0,0.0,26.0,9.0,9.0,9.0,0.0,5.0,10.0,10.0,0.0,39.0,0.0,0.0,2.0,0.0,15.0,6.0,6.0,29.0,10.0,13.0,9.0,3.0,15.0,0.0,3.0,5.0,3.0,26.0,24.0,0.0,28.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,3.0,5.0,15.0,62.0,2.0,4.0,9.0,10.0,10.0,6.0,6.0,4.0,4.0,59.0,0.883308,1.13978,0.9200139999999999,1.05287
2011-50,0.883308,20.0,25.0,0.0,51.0,26.0,0.0,0.0,3.0,3.0,28.0,14.0,0.0,42.0,1.0,62.0,10.0,4.0,0.0,0.0,12.0,15.0,0.0,16.0,1.0,16.0,39.0,6.0,0.0,19.0,7.0,4.0,22.0,0.0,18.0,23.0,14.0,0.0,0.0,0.0,1.0,1.0,17.0,9.0,0.0,26.0,9.0,9.0,9.0,0.0,5.0,10.0,10.0,0.0,39.0,0.0,0.0,2.0,0.0,15.0,6.0,6.0,29.0,10.0,13.0,9.0,3.0,15.0,0.0,3.0,5.0,3.0,26.0,24.0,0.0,28.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,3.0,5.0,15.0,62.0,2.0,4.0,9.0,10.0,10.0,6.0,6.0,4.0,4.0,59.0,1.13978,1.52118,0.889533,1.2901200000000002
2011-51,1.13978,20.0,25.0,0.0,51.0,26.0,0.0,0.0,3.0,3.0,28.0,14.0,0.0,42.0,1.0,62.0,10.0,4.0,0.0,0.0,12.0,15.0,0.0,16.0,1.0,16.0,39.0,6.0,0.0,19.0,7.0,4.0,22.0,0.0,18.0,23.0,14.0,0.0,0.0,0.0,1.0,1.0,17.0,9.0,0.0,26.0,9.0,9.0,9.0,0.0,5.0,10.0,10.0,0.0,39.0,0.0,0.0,2.0,0.0,15.0,6.0,6.0,29.0,10.0,13.0,9.0,3.0,15.0,0.0,3.0,5.0,3.0,26.0,24.0,0.0,28.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,3.0,5.0,15.0,62.0,2.0,4.0,9.0,10.0,10.0,6.0,6.0,4.0,4.0,59.0,1.52118,0.9200139999999999,1.01225,1.32649
2011-52,1.52118,20.0,25.0,0.0,51.0,26.0,0.0,0.0,3.0,3.0,28.0,14.0,0.0,42.0,1.0,62.0,10.0,4.0,0.0,0.0,12.0,15.0,0.0,16.0,1.0,16.0,39.0,6.0,0.0,19.0,7.0,4.0,22.0,0.0,18.0,23.0,14.0,0.0,0.0,0.0,1.0,1.0,17.0,9.0,0.0,26.0,9.0,9.0,9.0,0.0,5.0,10.0,10.0,0.0,39.0,0.0,0.0,2.0,0.0,15.0,6.0,6.0,29.0,10.0,13.0,9.0,3.0,15.0,0.0,3.0,5.0,3.0,26.0,24.0,0.0,28.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,3.0,5.0,15.0,62.0,2.0,4.0,9.0,10.0,10.0,6.0,6.0,4.0,4.0,59.0,0.9200139999999999,0.889533,1.0445,1.70918
2012-01,0.9200139999999999,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,43.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,4.0,21.0,0.0,0.0,10.0,3.0,3.0,12.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,8.0,4.0,8.0,0.0,37.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,7.0,2.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,7.0,45.0,0.0,3.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,63.0,0.889533,1.01225,1.05287,1.5212299999999999
2012-02,0.889533,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,43.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,4.0,21.0,0.0,0.0,10.0,3.0,3.0,12.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,8.0,4.0,8.0,0.0,37.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,7.0,2.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,7.0,45.0,0.0,3.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,63.0,1.01225,1.0445,1.2901200000000002,1.6367399999999999
2012-03,1.01225,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,43.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,4.0,21.0,0.0,0.0,10.0,3.0,3.0,12.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,8.0,4.0,8.0,0.0,37.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,7.0,2.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,7.0,45.0,0.0,3.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,63.0,1.0445,1.05287,1.32649,0.902817
