date,indiana_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,indiana flu,high fever,flu in indiana,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,cold symptoms,thermoscan,normal body temperature,how to treat the flu,flu virus,cold,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2014-01,4.01657,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,3.4993300000000005
2014-02,3.4993300000000005,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,2.98864
2014-03,2.98864,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,3.3885699999999996
2014-04,3.3885699999999996,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,3.0464599999999997
2014-05,3.0464599999999997,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,2.40204
2014-06,2.40204,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.9461099999999998
2014-07,1.9461099999999998,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.96205
2014-08,1.96205,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.7792299999999999
2014-09,1.7792299999999999,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.34899
2014-10,1.34899,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.33333
2014-11,1.33333,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,1.3592
2014-12,1.3592,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,0.919183
2014-13,0.919183,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,0.886968
2014-14,0.886968,9.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,13.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,33.0,70.0,0.0,20.0,20.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,14.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,21.0,22.0,14.0,7.0,7.0,45.0,1.0,2.0,0.0,9.0,4.0,0.0,13.0,0.0,6.0,4.0,13.0,0.0,11.0,11.0,11.0,33.0,0.0,0.0,5.0,0.0,6.0,17.0,0.0,0.0,20.0,20.0,8.0,0.0,36.0,18.0,0.0,0.0,4.0,39.0,0.567721
2014-15,0.567721,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,22.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,6.0,6.0,15.0,66.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,17.0,0.0,20.0,8.0,8.0,0.0,23.0,49.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,12.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,13.0,9.0,34.0,0.0,0.0,20.0,10.0,5.0,0.0,38.0,0.565355
2014-16,0.565355,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,22.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,6.0,6.0,15.0,66.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,17.0,0.0,20.0,8.0,8.0,0.0,23.0,49.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,12.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,13.0,9.0,34.0,0.0,0.0,20.0,10.0,5.0,0.0,38.0,0.616675
2014-17,0.616675,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,22.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,6.0,6.0,15.0,66.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,17.0,0.0,20.0,8.0,8.0,0.0,23.0,49.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,12.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,13.0,9.0,34.0,0.0,0.0,20.0,10.0,5.0,0.0,38.0,0.745033
2014-18,0.745033,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,22.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,6.0,6.0,15.0,66.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,17.0,0.0,20.0,8.0,8.0,0.0,23.0,49.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,12.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,13.0,9.0,34.0,0.0,0.0,20.0,10.0,5.0,0.0,38.0,0.647463
2014-19,0.647463,5.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,9.0,0.0,9.0,4.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,7.0,7.0,7.0,26.0,60.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,21.0,0.0,29.0,0.0,10.0,38.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,10.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,1.19117
2014-20,1.19117,5.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,9.0,0.0,9.0,4.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,7.0,7.0,7.0,26.0,60.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,21.0,0.0,29.0,0.0,10.0,38.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,10.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,0.647529
2014-21,0.647529,5.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,9.0,0.0,9.0,4.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,7.0,7.0,7.0,26.0,60.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,21.0,0.0,29.0,0.0,10.0,38.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,10.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,0.534158
2014-22,0.534158,5.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,9.0,0.0,9.0,4.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,7.0,7.0,7.0,26.0,60.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,21.0,0.0,29.0,0.0,10.0,38.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,10.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,0.517552
2014-23,0.517552,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,28.0,9.0,37.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.4859729999999999
2014-24,0.4859729999999999,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,28.0,9.0,37.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.376023
2014-25,0.376023,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,28.0,9.0,37.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.846468
2014-26,0.846468,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,28.0,9.0,37.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.347222
2014-27,0.347222,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,28.0,9.0,37.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.484076
2014-28,0.484076,7.0,0.0,63.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,40.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,7.0,0.0,7.0,37.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,35.0,0.0,26.0,0.0,0.0,41.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,57.0,0.120744
2014-29,0.120744,7.0,0.0,63.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,40.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,7.0,0.0,7.0,37.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,35.0,0.0,26.0,0.0,0.0,41.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,57.0,0.185917
2014-30,0.185917,7.0,0.0,63.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,40.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,7.0,0.0,7.0,37.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,35.0,0.0,26.0,0.0,0.0,41.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,57.0,0.561523
2014-31,0.561523,7.0,0.0,63.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,40.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,7.0,0.0,7.0,37.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,35.0,0.0,26.0,0.0,0.0,41.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,57.0,0.526778
2014-32,0.526778,15.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,0.0,1.0,0.0,59.0,8.0,15.0,0.0,8.0,12.0,0.0,0.0,3.0,9.0,3.0,5.0,0.0,6.0,6.0,6.0,28.0,51.0,0.0,11.0,11.0,28.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,29.0,11.0,5.0,5.0,0.0,6.0,9.0,13.0,0.0,6.0,0.0,39.0,0.0,0.0,0.0,8.0,40.0,0.0,1.0,0.0,64.0,5.0,0.0,10.0,0.0,9.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,7.0,13.0,0.0,0.0,0.0,18.0,18.0,10.0,30.0,10.0,10.0,0.0,0.0,48.0,0.491464
2014-33,0.491464,15.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,0.0,1.0,0.0,59.0,8.0,15.0,0.0,8.0,12.0,0.0,0.0,3.0,9.0,3.0,5.0,0.0,6.0,6.0,6.0,28.0,51.0,0.0,11.0,11.0,28.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,29.0,11.0,5.0,5.0,0.0,6.0,9.0,13.0,0.0,6.0,0.0,39.0,0.0,0.0,0.0,8.0,40.0,0.0,1.0,0.0,64.0,5.0,0.0,10.0,0.0,9.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,7.0,13.0,0.0,0.0,0.0,18.0,18.0,10.0,30.0,10.0,10.0,0.0,0.0,48.0,0.39806199999999997
