date,mississippi_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,type b flu,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,flu cough,over the counter flu,contagious flu,flu mississippi,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,tamiflu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,type a flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu,target
2011-42,2.61265,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,7.0,0.0,21.0,42.0,0.0,0.0,0.0,0.0,23.0,0.0,34.0,0.0,45.0,0.0,35.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,0.0,13.0,0.0,20.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.69223
2011-43,2.69223,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,7.0,0.0,21.0,42.0,0.0,0.0,0.0,0.0,23.0,0.0,34.0,0.0,45.0,0.0,35.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,0.0,13.0,0.0,20.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.85042
2011-44,2.85042,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,7.0,0.0,21.0,42.0,0.0,0.0,0.0,0.0,23.0,0.0,34.0,0.0,45.0,0.0,35.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,0.0,13.0,0.0,20.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.22581
2011-45,3.22581,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,10.0,10.0,0.0,0.0,44.0,0.0,3.5331099999999998
2011-46,3.5331099999999998,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,10.0,10.0,0.0,0.0,44.0,0.0,2.8728
2011-47,2.8728,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,10.0,10.0,0.0,0.0,44.0,0.0,3.36865
2011-48,3.36865,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,10.0,10.0,0.0,0.0,44.0,0.0,4.28481
2011-49,4.28481,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,66.0,0.0,27.0,27.0,5.0,0.0,0.0,5.0,45.0,90.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,27.0,0.0,0.0,16.0,16.0,0.0,46.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,19.0,0.0,12.0,0.0,18.0,0.0,53.0,0.0,0.0,3.77676
2011-50,3.77676,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,66.0,0.0,27.0,27.0,5.0,0.0,0.0,5.0,45.0,90.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,27.0,0.0,0.0,16.0,16.0,0.0,46.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,19.0,0.0,12.0,0.0,18.0,0.0,53.0,0.0,0.0,3.97266
2011-51,3.97266,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,66.0,0.0,27.0,27.0,5.0,0.0,0.0,5.0,45.0,90.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,27.0,0.0,0.0,16.0,16.0,0.0,46.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,19.0,0.0,12.0,0.0,18.0,0.0,53.0,0.0,0.0,4.1451400000000005
2011-52,4.1451400000000005,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,66.0,0.0,27.0,27.0,5.0,0.0,0.0,5.0,45.0,90.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,27.0,0.0,0.0,16.0,16.0,0.0,46.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,19.0,0.0,12.0,0.0,18.0,0.0,53.0,0.0,0.0,2.97906
2012-01,2.97906,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.4684199999999996
2012-02,3.4684199999999996,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.05138
2012-03,3.05138,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.17245
2012-04,3.17245,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,4.15225
2012-05,4.15225,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,4.07314
2012-06,4.07314,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.86596
2012-07,3.86596,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.83416
2012-08,3.83416,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,4.67671
2012-09,4.67671,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,5.17955
2012-10,5.17955,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,5.32075
2012-11,5.32075,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,4.37794
2012-12,4.37794,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,4.1368
2012-13,4.1368,6.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,0.0,62.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,3.82471
2012-14,3.82471,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2138299999999997
2012-15,3.2138299999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7760700000000003
2012-16,2.7760700000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9274
2012-17,2.9274,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18757
2012-18,3.18757,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09789
2012-19,3.09789,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,63.0,0.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3536099999999998
2012-20,3.3536099999999998,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,63.0,0.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7283199999999996
2012-21,3.7283199999999996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,63.0,0.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7730900000000003
2012-22,2.7730900000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,63.0,0.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9626099999999997
2012-23,2.9626099999999997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,38.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8424400000000003
