date,michigan_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,michigan flu,flu lasts,the flu,flu symptoms,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,flu in michigan,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu,target_1,target_2,target_4,target_8
2011-41,0.606742,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,18.0,3.0,3.0,3.0,0.0,0.0,1.0,63.0,6.0,9.0,15.0,0.0,10.0,7.0,1.0,0.0,0.0,16.0,2.0,9.0,0.0,0.0,0.0,32.0,0.0,50.0,0.0,21.0,2.0,21.0,0.0,1.0,0.0,0.0,13.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,42.0,0.0,14.0,55.0,14.0,2.0,5.0,17.0,5.0,9.0,22.0,2.0,2.0,0.0,0.0,15.0,8.0,50.0,21.0,7.0,0.0,10.0,14.0,5.0,5.0,0.0,5.0,0.0,9.0,47.0,0.0,2.0,4.0,13.0,27.0,62.0,13.0,15.0,15.0,15.0,0.0,0.5718449999999999,0.514484,0.6715949999999999,0.556167
2011-42,0.5718449999999999,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,18.0,3.0,3.0,3.0,0.0,0.0,1.0,63.0,6.0,9.0,15.0,0.0,10.0,7.0,1.0,0.0,0.0,16.0,2.0,9.0,0.0,0.0,0.0,32.0,0.0,50.0,0.0,21.0,2.0,21.0,0.0,1.0,0.0,0.0,13.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,42.0,0.0,14.0,55.0,14.0,2.0,5.0,17.0,5.0,9.0,22.0,2.0,2.0,0.0,0.0,15.0,8.0,50.0,21.0,7.0,0.0,10.0,14.0,5.0,5.0,0.0,5.0,0.0,9.0,47.0,0.0,2.0,4.0,13.0,27.0,62.0,13.0,15.0,15.0,15.0,0.0,0.514484,0.677397,0.527357,0.702562
2011-43,0.514484,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,18.0,3.0,3.0,3.0,0.0,0.0,1.0,63.0,6.0,9.0,15.0,0.0,10.0,7.0,1.0,0.0,0.0,16.0,2.0,9.0,0.0,0.0,0.0,32.0,0.0,50.0,0.0,21.0,2.0,21.0,0.0,1.0,0.0,0.0,13.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,42.0,0.0,14.0,55.0,14.0,2.0,5.0,17.0,5.0,9.0,22.0,2.0,2.0,0.0,0.0,15.0,8.0,50.0,21.0,7.0,0.0,10.0,14.0,5.0,5.0,0.0,5.0,0.0,9.0,47.0,0.0,2.0,4.0,13.0,27.0,62.0,13.0,15.0,15.0,15.0,0.0,0.677397,0.6715949999999999,0.654552,0.6634
2011-44,0.677397,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,18.0,3.0,3.0,3.0,0.0,0.0,1.0,63.0,6.0,9.0,15.0,0.0,10.0,7.0,1.0,0.0,0.0,16.0,2.0,9.0,0.0,0.0,0.0,32.0,0.0,50.0,0.0,21.0,2.0,21.0,0.0,1.0,0.0,0.0,13.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,42.0,0.0,14.0,55.0,14.0,2.0,5.0,17.0,5.0,9.0,22.0,2.0,2.0,0.0,0.0,15.0,8.0,50.0,21.0,7.0,0.0,10.0,14.0,5.0,5.0,0.0,5.0,0.0,9.0,47.0,0.0,2.0,4.0,13.0,27.0,62.0,13.0,15.0,15.0,15.0,0.0,0.6715949999999999,0.527357,0.516951,0.723831
2011-45,0.6715949999999999,18.0,0.0,0.0,20.0,20.0,6.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,47.0,7.0,5.0,7.0,0.0,10.0,10.0,1.0,0.0,7.0,13.0,12.0,5.0,0.0,0.0,0.0,11.0,0.0,51.0,0.0,36.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,9.0,18.0,24.0,6.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,33.0,0.0,14.0,28.0,14.0,3.0,5.0,57.0,4.0,8.0,7.0,0.0,0.0,0.0,16.0,16.0,0.0,43.0,7.0,14.0,18.0,10.0,15.0,0.0,5.0,14.0,9.0,0.0,23.0,66.0,0.0,5.0,3.0,9.0,9.0,9.0,23.0,0.0,0.0,16.0,0.0,0.527357,0.654552,0.556167,0.6041310000000001
2011-46,0.527357,18.0,0.0,0.0,20.0,20.0,6.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,47.0,7.0,5.0,7.0,0.0,10.0,10.0,1.0,0.0,7.0,13.0,12.0,5.0,0.0,0.0,0.0,11.0,0.0,51.0,0.0,36.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,9.0,18.0,24.0,6.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,33.0,0.0,14.0,28.0,14.0,3.0,5.0,57.0,4.0,8.0,7.0,0.0,0.0,0.0,16.0,16.0,0.0,43.0,7.0,14.0,18.0,10.0,15.0,0.0,5.0,14.0,9.0,0.0,23.0,66.0,0.0,5.0,3.0,9.0,9.0,9.0,23.0,0.0,0.0,16.0,0.0,0.654552,0.516951,0.702562,0.6304529999999999
2011-47,0.654552,18.0,0.0,0.0,20.0,20.0,6.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,47.0,7.0,5.0,7.0,0.0,10.0,10.0,1.0,0.0,7.0,13.0,12.0,5.0,0.0,0.0,0.0,11.0,0.0,51.0,0.0,36.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,9.0,18.0,24.0,6.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,33.0,0.0,14.0,28.0,14.0,3.0,5.0,57.0,4.0,8.0,7.0,0.0,0.0,0.0,16.0,16.0,0.0,43.0,7.0,14.0,18.0,10.0,15.0,0.0,5.0,14.0,9.0,0.0,23.0,66.0,0.0,5.0,3.0,9.0,9.0,9.0,23.0,0.0,0.0,16.0,0.0,0.516951,0.556167,0.6634,0.679524
2011-48,0.516951,18.0,0.0,0.0,20.0,20.0,6.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,47.0,7.0,5.0,7.0,0.0,10.0,10.0,1.0,0.0,7.0,13.0,12.0,5.0,0.0,0.0,0.0,11.0,0.0,51.0,0.0,36.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,9.0,18.0,24.0,6.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,33.0,0.0,14.0,28.0,14.0,3.0,5.0,57.0,4.0,8.0,7.0,0.0,0.0,0.0,16.0,16.0,0.0,43.0,7.0,14.0,18.0,10.0,15.0,0.0,5.0,14.0,9.0,0.0,23.0,66.0,0.0,5.0,3.0,9.0,9.0,9.0,23.0,0.0,0.0,16.0,0.0,0.556167,0.702562,0.723831,0.7590939999999999
2011-49,0.556167,18.0,24.0,0.0,0.0,47.0,11.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,13.0,17.0,3.0,20.0,15.0,0.0,0.0,6.0,16.0,3.0,13.0,0.0,13.0,0.0,13.0,17.0,26.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,37.0,15.0,7.0,0.0,17.0,0.0,17.0,2.0,1.0,0.0,32.0,0.0,17.0,100.0,0.0,3.0,4.0,66.0,3.0,19.0,8.0,3.0,3.0,0.0,0.0,14.0,0.0,61.0,9.0,17.0,26.0,9.0,12.0,0.0,23.0,0.0,6.0,0.0,11.0,42.0,2.0,5.0,6.0,33.0,11.0,16.0,22.0,0.0,19.0,0.0,0.0,0.702562,0.6634,0.6041310000000001,1.04344
2011-50,0.702562,18.0,24.0,0.0,0.0,47.0,11.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,13.0,17.0,3.0,20.0,15.0,0.0,0.0,6.0,16.0,3.0,13.0,0.0,13.0,0.0,13.0,17.0,26.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,37.0,15.0,7.0,0.0,17.0,0.0,17.0,2.0,1.0,0.0,32.0,0.0,17.0,100.0,0.0,3.0,4.0,66.0,3.0,19.0,8.0,3.0,3.0,0.0,0.0,14.0,0.0,61.0,9.0,17.0,26.0,9.0,12.0,0.0,23.0,0.0,6.0,0.0,11.0,42.0,2.0,5.0,6.0,33.0,11.0,16.0,22.0,0.0,19.0,0.0,0.0,0.6634,0.723831,0.6304529999999999,0.763035
2011-51,0.6634,18.0,24.0,0.0,0.0,47.0,11.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,13.0,17.0,3.0,20.0,15.0,0.0,0.0,6.0,16.0,3.0,13.0,0.0,13.0,0.0,13.0,17.0,26.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,37.0,15.0,7.0,0.0,17.0,0.0,17.0,2.0,1.0,0.0,32.0,0.0,17.0,100.0,0.0,3.0,4.0,66.0,3.0,19.0,8.0,3.0,3.0,0.0,0.0,14.0,0.0,61.0,9.0,17.0,26.0,9.0,12.0,0.0,23.0,0.0,6.0,0.0,11.0,42.0,2.0,5.0,6.0,33.0,11.0,16.0,22.0,0.0,19.0,0.0,0.0,0.723831,0.6041310000000001,0.679524,1.03808
2011-52,0.723831,18.0,24.0,0.0,0.0,47.0,11.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,13.0,17.0,3.0,20.0,15.0,0.0,0.0,6.0,16.0,3.0,13.0,0.0,13.0,0.0,13.0,17.0,26.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,37.0,15.0,7.0,0.0,17.0,0.0,17.0,2.0,1.0,0.0,32.0,0.0,17.0,100.0,0.0,3.0,4.0,66.0,3.0,19.0,8.0,3.0,3.0,0.0,0.0,14.0,0.0,61.0,9.0,17.0,26.0,9.0,12.0,0.0,23.0,0.0,6.0,0.0,11.0,42.0,2.0,5.0,6.0,33.0,11.0,16.0,22.0,0.0,19.0,0.0,0.0,0.6041310000000001,0.6304529999999999,0.7590939999999999,0.942744
2012-01,0.6041310000000001,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.6304529999999999,0.679524,1.04344,1.1164100000000001
2012-02,0.6304529999999999,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.679524,0.7590939999999999,0.763035,1.47622
2012-03,0.679524,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.7590939999999999,1.04344,1.03808,1.65565
2012-04,0.7590939999999999,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.04344,0.763035,0.942744,1.10076
2012-05,1.04344,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.763035,1.03808,1.1164100000000001,0.679728
2012-06,0.763035,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.03808,0.942744,1.47622,0.739247
2012-07,1.03808,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.942744,1.1164100000000001,1.65565,0.711864
2012-08,0.942744,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.1164100000000001,1.47622,1.10076,0.577485
2012-09,1.1164100000000001,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.47622,1.65565,0.679728,0.573425
2012-10,1.47622,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.65565,1.10076,0.739247,0.893012
2012-11,1.65565,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.10076,0.679728,0.711864,0.825334
2012-12,1.10076,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.679728,0.739247,0.577485,0.746057
2012-13,0.679728,8.0,0.0,0.0,17.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,4.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,26.0,32.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,1.0,34.0,0.0,0.0,48.0,0.0,6.0,4.0,20.0,4.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,6.0,6.0,11.0,0.0,4.0,0.0,4.0,0.0,8.0,44.0,1.0,2.0,3.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.739247,0.711864,0.573425,0.531247
2012-14,0.739247,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,7.0,8.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,34.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,9.0,28.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,1.0,34.0,0.0,22.0,38.0,11.0,4.0,5.0,12.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,51.0,6.0,11.0,11.0,6.0,15.0,0.0,0.0,4.0,0.0,7.0,4.0,35.0,0.0,4.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.711864,0.577485,0.893012,0.569692
2012-15,0.711864,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,7.0,8.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,34.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,9.0,28.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,1.0,34.0,0.0,22.0,38.0,11.0,4.0,5.0,12.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,51.0,6.0,11.0,11.0,6.0,15.0,0.0,0.0,4.0,0.0,7.0,4.0,35.0,0.0,4.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.577485,0.573425,0.825334,0.549048
2012-16,0.577485,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,7.0,8.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,34.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,9.0,28.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,1.0,34.0,0.0,22.0,38.0,11.0,4.0,5.0,12.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,51.0,6.0,11.0,11.0,6.0,15.0,0.0,0.0,4.0,0.0,7.0,4.0,35.0,0.0,4.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.573425,0.893012,0.746057,0.54594
2012-17,0.573425,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,7.0,8.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,34.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,9.0,28.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,1.0,34.0,0.0,22.0,38.0,11.0,4.0,5.0,12.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,51.0,6.0,11.0,11.0,6.0,15.0,0.0,0.0,4.0,0.0,7.0,4.0,35.0,0.0,4.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.893012,0.825334,0.531247,0.642317
2012-18,0.893012,6.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,29.0,7.0,8.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,34.0,0.0,35.0,0.0,17.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,9.0,28.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,1.0,34.0,0.0,22.0,38.0,11.0,4.0,5.0,12.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,51.0,6.0,11.0,11.0,6.0,15.0,0.0,0.0,4.0,0.0,7.0,4.0,35.0,0.0,4.0,2.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.825334,0.746057,0.569692,0.178498
2012-19,0.825334,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,30.0,4.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,32.0,0.0,0.0,29.0,0.0,2.0,2.0,16.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,38.0,0.0,5.0,5.0,3.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,31.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.746057,0.531247,0.549048,0.828325
