date,pennsylvania_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,2018 flu,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu pa,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,signs of flu,the flu symptoms,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,treatment for flu,cdc flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target
2011-26,0.6240859999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,3.0,21.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,87.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,0.0,0.0,4.0,2.0,0.0,23.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,57.0,0.8213959999999999
2011-27,0.8213959999999999,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,32.0,0.0,5.0,5.0,12.0,5.0,3.0,9.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,11.0,6.0,0.0,0.0,0.0,39.0,0.538529
2011-28,0.538529,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,32.0,0.0,5.0,5.0,12.0,5.0,3.0,9.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,11.0,6.0,0.0,0.0,0.0,39.0,0.5991609999999999
2011-29,0.5991609999999999,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,32.0,0.0,5.0,5.0,12.0,5.0,3.0,9.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,11.0,6.0,0.0,0.0,0.0,39.0,0.5274979999999999
2011-30,0.5274979999999999,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,32.0,0.0,5.0,5.0,12.0,5.0,3.0,9.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,11.0,6.0,0.0,0.0,0.0,39.0,0.5194270000000001
2011-31,0.5194270000000001,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,32.0,0.0,5.0,5.0,12.0,5.0,3.0,9.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,11.0,6.0,0.0,0.0,0.0,39.0,0.628995
2011-32,0.628995,16.0,0.0,24.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,5.0,12.0,0.0,5.0,6.0,3.0,20.0,3.0,0.0,16.0,8.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,22.0,34.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,11.0,64.0,11.0,3.0,2.0,8.0,3.0,17.0,29.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,11.0,4.0,0.0,2.0,2.0,2.0,0.0,10.0,3.0,8.0,3.0,2.0,0.0,36.0,0.0,10.0,15.0,5.0,10.0,8.0,34.0,0.0,6.0,0.0,56.0,0.575717
2011-33,0.575717,16.0,0.0,24.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,5.0,12.0,0.0,5.0,6.0,3.0,20.0,3.0,0.0,16.0,8.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,22.0,34.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,11.0,64.0,11.0,3.0,2.0,8.0,3.0,17.0,29.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,11.0,4.0,0.0,2.0,2.0,2.0,0.0,10.0,3.0,8.0,3.0,2.0,0.0,36.0,0.0,10.0,15.0,5.0,10.0,8.0,34.0,0.0,6.0,0.0,56.0,0.47421
2011-34,0.47421,16.0,0.0,24.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,5.0,12.0,0.0,5.0,6.0,3.0,20.0,3.0,0.0,16.0,8.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,22.0,34.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,11.0,64.0,11.0,3.0,2.0,8.0,3.0,17.0,29.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,11.0,4.0,0.0,2.0,2.0,2.0,0.0,10.0,3.0,8.0,3.0,2.0,0.0,36.0,0.0,10.0,15.0,5.0,10.0,8.0,34.0,0.0,6.0,0.0,56.0,0.530273
2011-35,0.530273,16.0,0.0,24.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,5.0,12.0,0.0,5.0,6.0,3.0,20.0,3.0,0.0,16.0,8.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,22.0,34.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,11.0,64.0,11.0,3.0,2.0,8.0,3.0,17.0,29.0,2.0,2.0,0.0,0.0,86.0,0.0,4.0,11.0,4.0,0.0,2.0,2.0,2.0,0.0,10.0,3.0,8.0,3.0,2.0,0.0,36.0,0.0,10.0,15.0,5.0,10.0,8.0,34.0,0.0,6.0,0.0,56.0,0.6145390000000001
2011-36,0.6145390000000001,19.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,5.0,36.0,0.0,0.0,3.0,3.0,35.0,6.0,8.0,19.0,0.0,8.0,6.0,0.0,0.0,0.0,5.0,0.0,37.0,46.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,40.0,0.0,20.0,41.0,0.0,2.0,11.0,13.0,3.0,11.0,26.0,2.0,0.0,0.0,0.0,78.0,0.0,4.0,9.0,2.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,15.0,6.0,2.0,0.0,48.0,0.0,29.0,7.0,5.0,7.0,11.0,75.0,5.0,0.0,0.0,84.0,0.815472
2011-37,0.815472,19.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,5.0,36.0,0.0,0.0,3.0,3.0,35.0,6.0,8.0,19.0,0.0,8.0,6.0,0.0,0.0,0.0,5.0,0.0,37.0,46.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,40.0,0.0,20.0,41.0,0.0,2.0,11.0,13.0,3.0,11.0,26.0,2.0,0.0,0.0,0.0,78.0,0.0,4.0,9.0,2.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,15.0,6.0,2.0,0.0,48.0,0.0,29.0,7.0,5.0,7.0,11.0,75.0,5.0,0.0,0.0,84.0,0.978735
2011-38,0.978735,19.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,5.0,36.0,0.0,0.0,3.0,3.0,35.0,6.0,8.0,19.0,0.0,8.0,6.0,0.0,0.0,0.0,5.0,0.0,37.0,46.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,40.0,0.0,20.0,41.0,0.0,2.0,11.0,13.0,3.0,11.0,26.0,2.0,0.0,0.0,0.0,78.0,0.0,4.0,9.0,2.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,15.0,6.0,2.0,0.0,48.0,0.0,29.0,7.0,5.0,7.0,11.0,75.0,5.0,0.0,0.0,84.0,0.7789189999999999
2011-39,0.7789189999999999,19.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,5.0,36.0,0.0,0.0,3.0,3.0,35.0,6.0,8.0,19.0,0.0,8.0,6.0,0.0,0.0,0.0,5.0,0.0,37.0,46.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,40.0,0.0,20.0,41.0,0.0,2.0,11.0,13.0,3.0,11.0,26.0,2.0,0.0,0.0,0.0,78.0,0.0,4.0,9.0,2.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,15.0,6.0,2.0,0.0,48.0,0.0,29.0,7.0,5.0,7.0,11.0,75.0,5.0,0.0,0.0,84.0,0.728934
2011-40,0.728934,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,5.0,1.0,5.0,21.0,5.0,0.0,0.0,3.0,19.0,4.0,0.0,23.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,18.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,3.0,9.0,21.0,5.0,11.0,17.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0,10.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,6.0,3.0,0.0,55.0,0.0,16.0,23.0,5.0,5.0,16.0,42.0,0.0,5.0,0.0,96.0,0.819881
2011-41,0.819881,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,5.0,1.0,5.0,21.0,5.0,0.0,0.0,3.0,19.0,4.0,0.0,23.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,18.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,3.0,9.0,21.0,5.0,11.0,17.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0,10.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,6.0,3.0,0.0,55.0,0.0,16.0,23.0,5.0,5.0,16.0,42.0,0.0,5.0,0.0,96.0,0.806645
2011-42,0.806645,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,5.0,1.0,5.0,21.0,5.0,0.0,0.0,3.0,19.0,4.0,0.0,23.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,18.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,3.0,9.0,21.0,5.0,11.0,17.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0,10.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,6.0,3.0,0.0,55.0,0.0,16.0,23.0,5.0,5.0,16.0,42.0,0.0,5.0,0.0,96.0,0.905021
2011-43,0.905021,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,5.0,1.0,5.0,21.0,5.0,0.0,0.0,3.0,19.0,4.0,0.0,23.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,18.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,3.0,9.0,21.0,5.0,11.0,17.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0,10.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,6.0,3.0,0.0,55.0,0.0,16.0,23.0,5.0,5.0,16.0,42.0,0.0,5.0,0.0,96.0,0.980066
2011-44,0.980066,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,5.0,1.0,5.0,21.0,5.0,0.0,0.0,3.0,19.0,4.0,0.0,23.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,18.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,3.0,9.0,21.0,5.0,11.0,17.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0,10.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,6.0,3.0,0.0,55.0,0.0,16.0,23.0,5.0,5.0,16.0,42.0,0.0,5.0,0.0,96.0,1.0482799999999999
2011-45,1.0482799999999999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,62.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,7.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,8.0,0.0,8.0,0.0,5.0,0.0,5.0,5.0,0.0,31.0,55.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,32.0,10.0,0.0,39.0,10.0,2.0,6.0,23.0,3.0,8.0,10.0,6.0,1.0,0.0,0.0,68.0,0.0,2.0,19.0,2.0,2.0,0.0,4.0,9.0,0.0,15.0,3.0,4.0,3.0,3.0,1.0,68.0,0.0,21.0,14.0,0.0,5.0,10.0,21.0,0.0,5.0,0.0,58.0,0.9791030000000001
2011-46,0.9791030000000001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,62.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,7.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,8.0,0.0,8.0,0.0,5.0,0.0,5.0,5.0,0.0,31.0,55.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,32.0,10.0,0.0,39.0,10.0,2.0,6.0,23.0,3.0,8.0,10.0,6.0,1.0,0.0,0.0,68.0,0.0,2.0,19.0,2.0,2.0,0.0,4.0,9.0,0.0,15.0,3.0,4.0,3.0,3.0,1.0,68.0,0.0,21.0,14.0,0.0,5.0,10.0,21.0,0.0,5.0,0.0,58.0,1.32165
2011-47,1.32165,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,62.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,7.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,8.0,0.0,8.0,0.0,5.0,0.0,5.0,5.0,0.0,31.0,55.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,32.0,10.0,0.0,39.0,10.0,2.0,6.0,23.0,3.0,8.0,10.0,6.0,1.0,0.0,0.0,68.0,0.0,2.0,19.0,2.0,2.0,0.0,4.0,9.0,0.0,15.0,3.0,4.0,3.0,3.0,1.0,68.0,0.0,21.0,14.0,0.0,5.0,10.0,21.0,0.0,5.0,0.0,58.0,1.17903
2011-48,1.17903,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,62.0,3.0,2.0,0.0,0.0,10.0,1.0,0.0,7.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,8.0,0.0,8.0,0.0,5.0,0.0,5.0,5.0,0.0,31.0,55.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,32.0,10.0,0.0,39.0,10.0,2.0,6.0,23.0,3.0,8.0,10.0,6.0,1.0,0.0,0.0,68.0,0.0,2.0,19.0,2.0,2.0,0.0,4.0,9.0,0.0,15.0,3.0,4.0,3.0,3.0,1.0,68.0,0.0,21.0,14.0,0.0,5.0,10.0,21.0,0.0,5.0,0.0,58.0,1.00654
2011-49,1.00654,18.0,0.0,0.0,27.0,27.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,6.0,1.0,0.0,0.0,13.0,3.0,0.0,14.0,4.0,8.0,16.0,0.0,0.0,0.0,3.0,27.0,3.0,9.0,39.0,26.0,9.0,0.0,0.0,19.0,0.0,6.0,0.0,12.0,46.0,0.0,22.0,15.0,0.0,1.0,1.0,1.0,32.0,0.0,11.0,45.0,11.0,2.0,12.0,39.0,2.0,6.0,15.0,3.0,2.0,0.0,0.0,87.0,0.0,10.0,20.0,0.0,0.0,2.0,4.0,11.0,0.0,16.0,3.0,3.0,10.0,5.0,0.0,48.0,1.0,13.0,16.0,11.0,0.0,24.0,21.0,6.0,6.0,0.0,49.0,1.19955
2011-50,1.19955,18.0,0.0,0.0,27.0,27.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,6.0,1.0,0.0,0.0,13.0,3.0,0.0,14.0,4.0,8.0,16.0,0.0,0.0,0.0,3.0,27.0,3.0,9.0,39.0,26.0,9.0,0.0,0.0,19.0,0.0,6.0,0.0,12.0,46.0,0.0,22.0,15.0,0.0,1.0,1.0,1.0,32.0,0.0,11.0,45.0,11.0,2.0,12.0,39.0,2.0,6.0,15.0,3.0,2.0,0.0,0.0,87.0,0.0,10.0,20.0,0.0,0.0,2.0,4.0,11.0,0.0,16.0,3.0,3.0,10.0,5.0,0.0,48.0,1.0,13.0,16.0,11.0,0.0,24.0,21.0,6.0,6.0,0.0,49.0,1.62257
2011-51,1.62257,18.0,0.0,0.0,27.0,27.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,6.0,1.0,0.0,0.0,13.0,3.0,0.0,14.0,4.0,8.0,16.0,0.0,0.0,0.0,3.0,27.0,3.0,9.0,39.0,26.0,9.0,0.0,0.0,19.0,0.0,6.0,0.0,12.0,46.0,0.0,22.0,15.0,0.0,1.0,1.0,1.0,32.0,0.0,11.0,45.0,11.0,2.0,12.0,39.0,2.0,6.0,15.0,3.0,2.0,0.0,0.0,87.0,0.0,10.0,20.0,0.0,0.0,2.0,4.0,11.0,0.0,16.0,3.0,3.0,10.0,5.0,0.0,48.0,1.0,13.0,16.0,11.0,0.0,24.0,21.0,6.0,6.0,0.0,49.0,2.10624
2011-52,2.10624,18.0,0.0,0.0,27.0,27.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,6.0,1.0,0.0,0.0,13.0,3.0,0.0,14.0,4.0,8.0,16.0,0.0,0.0,0.0,3.0,27.0,3.0,9.0,39.0,26.0,9.0,0.0,0.0,19.0,0.0,6.0,0.0,12.0,46.0,0.0,22.0,15.0,0.0,1.0,1.0,1.0,32.0,0.0,11.0,45.0,11.0,2.0,12.0,39.0,2.0,6.0,15.0,3.0,2.0,0.0,0.0,87.0,0.0,10.0,20.0,0.0,0.0,2.0,4.0,11.0,0.0,16.0,3.0,3.0,10.0,5.0,0.0,48.0,1.0,13.0,16.0,11.0,0.0,24.0,21.0,6.0,6.0,0.0,49.0,1.59839
2012-01,1.59839,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.50271
2012-02,1.50271,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.36725
2012-03,1.36725,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.29824
2012-04,1.29824,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.33236
2012-05,1.33236,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.34819
2012-06,1.34819,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,28.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,22.0,58.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,36.0,0.0,1.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,76.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,0.0,45.0,0.0,15.0,15.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,51.0,1.29395
