date,georgia_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu game,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2013-48,2.73349,22.0,10.0,15.0,26.0,31.0,0.0,3.0,4.0,9.0,14.0,42.0,7.0,21.0,0.0,2.0,67.0,16.0,1.0,0.0,0.0,22.0,7.0,2.0,0.0,26.0,22.0,3.0,9.0,2.0,13.0,11.0,5.0,50.0,26.0,9.0,24.0,7.0,20.0,0.0,0.0,0.0,13.0,19.0,13.0,0.0,51.0,18.0,8.0,10.0,5.0,18.0,5.0,13.0,50.0,31.0,0.0,12.0,2.0,18.0,21.0,21.0,21.0,28.0,17.0,11.0,1.0,0.0,0.0,74.0,5.0,2.0,27.0,15.0,16.0,30.0,0.0,9.0,9.0,10.0,29.0,4.0,3.0,5.0,20.0,2.0,83.0,4.0,7.0,7.0,14.0,16.0,16.0,2.0,12.0,8.0,60.0,2.7549799999999998
2013-49,2.7549799999999998,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,2.71505
2013-50,2.71505,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,4.04705
2013-51,4.04705,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,5.37386
2013-52,5.37386,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,3.5802099999999997
2014-01,3.5802099999999997,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,2.28367
2014-02,2.28367,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,2.0011900000000002
2014-03,2.0011900000000002,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,1.84772
2014-04,1.84772,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,1.8826
2014-05,1.8826,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,1.33199
2014-06,1.33199,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,1.33795
2014-07,1.33795,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.8294360000000001
2014-08,0.8294360000000001,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.9020469999999999
2014-09,0.9020469999999999,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.814624
2014-10,0.814624,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.629599
2014-11,0.629599,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.667277
2014-12,0.667277,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.6377010000000001
2014-13,0.6377010000000001,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.583182
2014-14,0.583182,5.0,10.0,0.0,16.0,10.0,0.0,0.0,1.0,3.0,7.0,14.0,0.0,7.0,0.0,2.0,36.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,22.0,34.0,4.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,43.0,4.0,0.0,4.0,3.0,11.0,8.0,8.0,31.0,13.0,0.0,13.0,1.0,7.0,2.0,7.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,71.0,2.0,0.0,9.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,10.0,4.0,3.0,0.0,4.0,2.0,41.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,48.0,0.35791799999999996
2014-15,0.35791799999999996,4.0,11.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,13.0,41.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,39.0,9.0,0.0,4.0,0.0,0.0,0.0,5.0,39.0,13.0,0.0,13.0,0.0,8.0,3.0,5.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,3.0,9.0,3.0,3.0,0.0,6.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,42.0,1.0,3.0,1.0,4.0,6.0,4.0,0.0,2.0,0.0,50.0,0.361294
2014-16,0.361294,4.0,11.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,13.0,41.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,39.0,9.0,0.0,4.0,0.0,0.0,0.0,5.0,39.0,13.0,0.0,13.0,0.0,8.0,3.0,5.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,3.0,9.0,3.0,3.0,0.0,6.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,42.0,1.0,3.0,1.0,4.0,6.0,4.0,0.0,2.0,0.0,50.0,0.4813520000000001
2014-17,0.4813520000000001,4.0,11.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,13.0,41.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,39.0,9.0,0.0,4.0,0.0,0.0,0.0,5.0,39.0,13.0,0.0,13.0,0.0,8.0,3.0,5.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,3.0,9.0,3.0,3.0,0.0,6.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,42.0,1.0,3.0,1.0,4.0,6.0,4.0,0.0,2.0,0.0,50.0,0.36579
2014-18,0.36579,4.0,11.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,13.0,41.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,39.0,9.0,0.0,4.0,0.0,0.0,0.0,5.0,39.0,13.0,0.0,13.0,0.0,8.0,3.0,5.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,3.0,9.0,3.0,3.0,0.0,6.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,42.0,1.0,3.0,1.0,4.0,6.0,4.0,0.0,2.0,0.0,50.0,0.314309
2014-19,0.314309,3.0,0.0,12.0,0.0,12.0,0.0,0.0,3.0,3.0,17.0,17.0,0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,49.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,41.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,7.0,3.0,3.0,8.0,3.0,4.0,2.0,4.0,0.0,37.0,0.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,50.0,0.306577
2014-20,0.306577,3.0,0.0,12.0,0.0,12.0,0.0,0.0,3.0,3.0,17.0,17.0,0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,49.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,41.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,7.0,3.0,3.0,8.0,3.0,4.0,2.0,4.0,0.0,37.0,0.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,50.0,0.289491
2014-21,0.289491,3.0,0.0,12.0,0.0,12.0,0.0,0.0,3.0,3.0,17.0,17.0,0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,49.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,41.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,7.0,3.0,3.0,8.0,3.0,4.0,2.0,4.0,0.0,37.0,0.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,50.0,0.24099
2014-22,0.24099,3.0,0.0,12.0,0.0,12.0,0.0,0.0,3.0,3.0,17.0,17.0,0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,49.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,41.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,7.0,3.0,3.0,8.0,3.0,4.0,2.0,4.0,0.0,37.0,0.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,50.0,0.244993
2014-23,0.244993,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,32.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,54.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,4.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,45.0,0.154143
2014-24,0.154143,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,32.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,54.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,4.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,45.0,0.031736
2014-25,0.031736,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,32.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,54.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,4.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,45.0,0.029061299999999998
2014-26,0.029061299999999998,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,32.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,54.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,4.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,45.0,0.08554989999999997
2014-27,0.08554989999999997,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,19.0,32.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,54.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,4.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,21.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,45.0,0.0951336
2014-28,0.0951336,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,2.0,4.0,0.0,3.0,2.0,3.0,11.0,38.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,26.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0,4.0,14.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,36.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,51.0,0.142664
