date,georgia_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu game,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2013-15,1.0082,4.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,16.0,30.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,55.0,4.0,0.0,4.0,0.0,6.0,3.0,3.0,34.0,0.0,0.0,27.0,0.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,72.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,2.0,0.0,43.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,45.0,0.941882
2013-16,0.941882,4.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,16.0,30.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,55.0,4.0,0.0,4.0,0.0,6.0,3.0,3.0,34.0,0.0,0.0,27.0,0.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,72.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,2.0,0.0,43.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,45.0,0.631108
2013-17,0.631108,4.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,16.0,30.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,55.0,4.0,0.0,4.0,0.0,6.0,3.0,3.0,34.0,0.0,0.0,27.0,0.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,72.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,2.0,0.0,43.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,45.0,0.571364
2013-18,0.571364,4.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,16.0,30.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,55.0,4.0,0.0,4.0,0.0,6.0,3.0,3.0,34.0,0.0,0.0,27.0,0.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,72.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,2.0,0.0,43.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,45.0,0.7707430000000001
2013-19,0.7707430000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,16.0,43.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,4.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,46.0,0.6122609999999999
2013-20,0.6122609999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,16.0,43.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,4.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,46.0,0.636416
2013-21,0.636416,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,16.0,43.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,4.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,46.0,0.5229689999999999
2013-22,0.5229689999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,16.0,43.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,4.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,46.0,0.38824200000000003
2013-23,0.38824200000000003,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,16.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,43.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.381727
2013-24,0.381727,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,16.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,43.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.363967
2013-25,0.363967,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,16.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,43.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.283298
2013-26,0.283298,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,16.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,43.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.370136
2013-27,0.370136,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,16.0,40.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,43.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.230965
2013-28,0.230965,4.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,4.0,2.0,2.0,16.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,42.0,4.0,4.0,8.0,0.0,3.0,0.0,5.0,90.0,0.0,13.0,13.0,0.0,6.0,1.0,4.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,75.0,1.0,1.0,4.0,13.0,0.0,6.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,29.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,65.0,0.22454200000000002
2013-29,0.22454200000000002,4.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,4.0,2.0,2.0,16.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,42.0,4.0,4.0,8.0,0.0,3.0,0.0,5.0,90.0,0.0,13.0,13.0,0.0,6.0,1.0,4.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,75.0,1.0,1.0,4.0,13.0,0.0,6.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,29.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,65.0,0.327948
2013-30,0.327948,4.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,4.0,2.0,2.0,16.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,42.0,4.0,4.0,8.0,0.0,3.0,0.0,5.0,90.0,0.0,13.0,13.0,0.0,6.0,1.0,4.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,75.0,1.0,1.0,4.0,13.0,0.0,6.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,29.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,65.0,0.268397
2013-31,0.268397,4.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,4.0,2.0,2.0,16.0,52.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,42.0,4.0,4.0,8.0,0.0,3.0,0.0,5.0,90.0,0.0,13.0,13.0,0.0,6.0,1.0,4.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,75.0,1.0,1.0,4.0,13.0,0.0,6.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,29.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,65.0,0.307167
2013-32,0.307167,9.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,39.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,5.0,1.0,6.0,0.0,3.0,2.0,0.0,14.0,46.0,7.0,7.0,7.0,19.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,50.0,8.0,0.0,12.0,0.0,5.0,3.0,5.0,30.0,12.0,0.0,12.0,0.0,6.0,3.0,5.0,2.0,8.0,35.0,3.0,0.0,0.0,0.0,73.0,1.0,0.0,5.0,18.0,3.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,4.0,1.0,5.0,0.0,37.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,66.0,0.358171
2013-33,0.358171,9.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,39.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,5.0,1.0,6.0,0.0,3.0,2.0,0.0,14.0,46.0,7.0,7.0,7.0,19.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,50.0,8.0,0.0,12.0,0.0,5.0,3.0,5.0,30.0,12.0,0.0,12.0,0.0,6.0,3.0,5.0,2.0,8.0,35.0,3.0,0.0,0.0,0.0,73.0,1.0,0.0,5.0,18.0,3.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,4.0,1.0,5.0,0.0,37.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,66.0,0.48257
2013-34,0.48257,9.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,39.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,5.0,1.0,6.0,0.0,3.0,2.0,0.0,14.0,46.0,7.0,7.0,7.0,19.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,50.0,8.0,0.0,12.0,0.0,5.0,3.0,5.0,30.0,12.0,0.0,12.0,0.0,6.0,3.0,5.0,2.0,8.0,35.0,3.0,0.0,0.0,0.0,73.0,1.0,0.0,5.0,18.0,3.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,4.0,1.0,5.0,0.0,37.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,66.0,0.481037
2013-35,0.481037,9.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,39.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,5.0,1.0,6.0,0.0,3.0,2.0,0.0,14.0,46.0,7.0,7.0,7.0,19.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,50.0,8.0,0.0,12.0,0.0,5.0,3.0,5.0,30.0,12.0,0.0,12.0,0.0,6.0,3.0,5.0,2.0,8.0,35.0,3.0,0.0,0.0,0.0,73.0,1.0,0.0,5.0,18.0,3.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,4.0,1.0,5.0,0.0,37.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,66.0,0.5856560000000001
2013-36,0.5856560000000001,14.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,0.0,7.0,1.0,2.0,41.0,4.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,7.0,0.0,5.0,2.0,4.0,19.0,34.0,4.0,13.0,4.0,48.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,51.0,8.0,0.0,4.0,3.0,24.0,0.0,13.0,68.0,19.0,0.0,12.0,0.0,10.0,3.0,8.0,3.0,7.0,45.0,5.0,0.0,0.0,0.0,74.0,3.0,2.0,12.0,17.0,0.0,6.0,3.0,6.0,0.0,0.0,13.0,2.0,3.0,0.0,3.0,2.0,37.0,0.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,49.0,0.630374
2013-37,0.630374,14.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,0.0,7.0,1.0,2.0,41.0,4.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,7.0,0.0,5.0,2.0,4.0,19.0,34.0,4.0,13.0,4.0,48.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,51.0,8.0,0.0,4.0,3.0,24.0,0.0,13.0,68.0,19.0,0.0,12.0,0.0,10.0,3.0,8.0,3.0,7.0,45.0,5.0,0.0,0.0,0.0,74.0,3.0,2.0,12.0,17.0,0.0,6.0,3.0,6.0,0.0,0.0,13.0,2.0,3.0,0.0,3.0,2.0,37.0,0.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,49.0,0.702136
2013-38,0.702136,14.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,0.0,7.0,1.0,2.0,41.0,4.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,7.0,0.0,5.0,2.0,4.0,19.0,34.0,4.0,13.0,4.0,48.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,51.0,8.0,0.0,4.0,3.0,24.0,0.0,13.0,68.0,19.0,0.0,12.0,0.0,10.0,3.0,8.0,3.0,7.0,45.0,5.0,0.0,0.0,0.0,74.0,3.0,2.0,12.0,17.0,0.0,6.0,3.0,6.0,0.0,0.0,13.0,2.0,3.0,0.0,3.0,2.0,37.0,0.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,49.0,0.695063
2013-39,0.695063,14.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,0.0,7.0,1.0,2.0,41.0,4.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,7.0,0.0,5.0,2.0,4.0,19.0,34.0,4.0,13.0,4.0,48.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,51.0,8.0,0.0,4.0,3.0,24.0,0.0,13.0,68.0,19.0,0.0,12.0,0.0,10.0,3.0,8.0,3.0,7.0,45.0,5.0,0.0,0.0,0.0,74.0,3.0,2.0,12.0,17.0,0.0,6.0,3.0,6.0,0.0,0.0,13.0,2.0,3.0,0.0,3.0,2.0,37.0,0.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,49.0,1.00692
2013-40,1.00692,14.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,0.0,7.0,1.0,2.0,41.0,4.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,7.0,0.0,5.0,2.0,4.0,19.0,34.0,4.0,13.0,4.0,48.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,51.0,8.0,0.0,4.0,3.0,24.0,0.0,13.0,68.0,19.0,0.0,12.0,0.0,10.0,3.0,8.0,3.0,7.0,45.0,5.0,0.0,0.0,0.0,74.0,3.0,2.0,12.0,17.0,0.0,6.0,3.0,6.0,0.0,0.0,13.0,2.0,3.0,0.0,3.0,2.0,37.0,0.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,49.0,0.971469
2013-41,0.971469,12.0,11.0,11.0,10.0,11.0,0.0,0.0,3.0,3.0,14.0,22.0,7.0,14.0,1.0,2.0,52.0,5.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,8.0,12.0,2.0,8.0,1.0,13.0,2.0,2.0,22.0,56.0,6.0,12.0,15.0,24.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,56.0,6.0,4.0,4.0,8.0,11.0,5.0,0.0,45.0,13.0,13.0,0.0,1.0,6.0,2.0,10.0,6.0,7.0,17.0,4.0,0.0,0.0,0.0,76.0,4.0,1.0,14.0,13.0,0.0,14.0,0.0,6.0,2.0,2.0,21.0,6.0,5.0,0.0,10.0,0.0,60.0,1.0,1.0,4.0,6.0,8.0,16.0,0.0,4.0,0.0,70.0,1.01722
2013-42,1.01722,12.0,11.0,11.0,10.0,11.0,0.0,0.0,3.0,3.0,14.0,22.0,7.0,14.0,1.0,2.0,52.0,5.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,8.0,12.0,2.0,8.0,1.0,13.0,2.0,2.0,22.0,56.0,6.0,12.0,15.0,24.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,56.0,6.0,4.0,4.0,8.0,11.0,5.0,0.0,45.0,13.0,13.0,0.0,1.0,6.0,2.0,10.0,6.0,7.0,17.0,4.0,0.0,0.0,0.0,76.0,4.0,1.0,14.0,13.0,0.0,14.0,0.0,6.0,2.0,2.0,21.0,6.0,5.0,0.0,10.0,0.0,60.0,1.0,1.0,4.0,6.0,8.0,16.0,0.0,4.0,0.0,70.0,1.1974
2013-43,1.1974,12.0,11.0,11.0,10.0,11.0,0.0,0.0,3.0,3.0,14.0,22.0,7.0,14.0,1.0,2.0,52.0,5.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,8.0,12.0,2.0,8.0,1.0,13.0,2.0,2.0,22.0,56.0,6.0,12.0,15.0,24.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,56.0,6.0,4.0,4.0,8.0,11.0,5.0,0.0,45.0,13.0,13.0,0.0,1.0,6.0,2.0,10.0,6.0,7.0,17.0,4.0,0.0,0.0,0.0,76.0,4.0,1.0,14.0,13.0,0.0,14.0,0.0,6.0,2.0,2.0,21.0,6.0,5.0,0.0,10.0,0.0,60.0,1.0,1.0,4.0,6.0,8.0,16.0,0.0,4.0,0.0,70.0,1.4410399999999999
2013-44,1.4410399999999999,12.0,11.0,11.0,10.0,11.0,0.0,0.0,3.0,3.0,14.0,22.0,7.0,14.0,1.0,2.0,52.0,5.0,1.0,0.0,0.0,12.0,3.0,1.0,0.0,8.0,12.0,2.0,8.0,1.0,13.0,2.0,2.0,22.0,56.0,6.0,12.0,15.0,24.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,56.0,6.0,4.0,4.0,8.0,11.0,5.0,0.0,45.0,13.0,13.0,0.0,1.0,6.0,2.0,10.0,6.0,7.0,17.0,4.0,0.0,0.0,0.0,76.0,4.0,1.0,14.0,13.0,0.0,14.0,0.0,6.0,2.0,2.0,21.0,6.0,5.0,0.0,10.0,0.0,60.0,1.0,1.0,4.0,6.0,8.0,16.0,0.0,4.0,0.0,70.0,1.57451
2013-45,1.57451,22.0,10.0,15.0,26.0,31.0,0.0,3.0,4.0,9.0,14.0,42.0,7.0,21.0,0.0,2.0,67.0,16.0,1.0,0.0,0.0,22.0,7.0,2.0,0.0,26.0,22.0,3.0,9.0,2.0,13.0,11.0,5.0,50.0,26.0,9.0,24.0,7.0,20.0,0.0,0.0,0.0,13.0,19.0,13.0,0.0,51.0,18.0,8.0,10.0,5.0,18.0,5.0,13.0,50.0,31.0,0.0,12.0,2.0,18.0,21.0,21.0,21.0,28.0,17.0,11.0,1.0,0.0,0.0,74.0,5.0,2.0,27.0,15.0,16.0,30.0,0.0,9.0,9.0,10.0,29.0,4.0,3.0,5.0,20.0,2.0,83.0,4.0,7.0,7.0,14.0,16.0,16.0,2.0,12.0,8.0,60.0,1.66375
2013-46,1.66375,22.0,10.0,15.0,26.0,31.0,0.0,3.0,4.0,9.0,14.0,42.0,7.0,21.0,0.0,2.0,67.0,16.0,1.0,0.0,0.0,22.0,7.0,2.0,0.0,26.0,22.0,3.0,9.0,2.0,13.0,11.0,5.0,50.0,26.0,9.0,24.0,7.0,20.0,0.0,0.0,0.0,13.0,19.0,13.0,0.0,51.0,18.0,8.0,10.0,5.0,18.0,5.0,13.0,50.0,31.0,0.0,12.0,2.0,18.0,21.0,21.0,21.0,28.0,17.0,11.0,1.0,0.0,0.0,74.0,5.0,2.0,27.0,15.0,16.0,30.0,0.0,9.0,9.0,10.0,29.0,4.0,3.0,5.0,20.0,2.0,83.0,4.0,7.0,7.0,14.0,16.0,16.0,2.0,12.0,8.0,60.0,1.9944099999999998
2013-47,1.9944099999999998,22.0,10.0,15.0,26.0,31.0,0.0,3.0,4.0,9.0,14.0,42.0,7.0,21.0,0.0,2.0,67.0,16.0,1.0,0.0,0.0,22.0,7.0,2.0,0.0,26.0,22.0,3.0,9.0,2.0,13.0,11.0,5.0,50.0,26.0,9.0,24.0,7.0,20.0,0.0,0.0,0.0,13.0,19.0,13.0,0.0,51.0,18.0,8.0,10.0,5.0,18.0,5.0,13.0,50.0,31.0,0.0,12.0,2.0,18.0,21.0,21.0,21.0,28.0,17.0,11.0,1.0,0.0,0.0,74.0,5.0,2.0,27.0,15.0,16.0,30.0,0.0,9.0,9.0,10.0,29.0,4.0,3.0,5.0,20.0,2.0,83.0,4.0,7.0,7.0,14.0,16.0,16.0,2.0,12.0,8.0,60.0,2.73349
