date,new_york_flu,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,nyc flu,pneumonia,fever flu,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,flu game,cold versus flu,incubation period for flu,how long is flu contagious,treating the flu,flu treatments,flu complications,influenza symptoms,contagious flu,how to treat flu,flu fever,type a influenza,cure the flu,flu vs cold,flu contagious period,how long is the flu,signs of the flu,the flu virus,flu cough,flu symptoms,treat flu,ear thermometer,taking temperature,get rid of the flu,over the counter flu,reduce a fever,flu and cold,cold and flu,flu vs. cold,cure flu,human temperature,braun thermoscan,flu length,remedies for flu,how long does flu last,what to do if you have the flu,flu shots,symptoms of flu,treat the flu,over the counter flu medicine,flu report,incubation period for the flu,influenza a and b,having the flu,normal body temperature,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,flu shot side effects,cold vs flu,flu how long,flu recovery,flu versus cold,exposed to flu,flu remedies,influenza type a,flu medicine,fever,flu duration,the flu symptoms,flu shot,flu or cold,flu vaccine,cold vs. flu,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu,target_1,target_2,target_4,target_8
2017-26,1.18149,6.0,2.0,5.0,62.0,6.0,0.0,12.0,5.0,48.0,0.0,33.0,2.0,6.0,1.0,1.0,2.0,18.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,8.0,0.0,2.0,6.0,0.0,10.0,2.0,0.0,18.0,5.0,0.0,1.0,0.0,5.0,3.0,3.0,25.0,22.0,0.0,3.0,12.0,2.0,0.0,5.0,2.0,0.0,3.0,3.0,0.0,13.0,13.0,0.0,6.0,4.0,53.0,0.0,0.0,9.0,15.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,1.0,4.0,1.0,13.0,0.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,42.0,1.0,1.1153,0.998308,0.9446110000000001,0.899017
2017-27,1.1153,7.0,2.0,2.0,47.0,2.0,0.0,12.0,0.0,31.0,1.0,33.0,2.0,5.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,6.0,0.0,2.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,24.0,26.0,0.0,4.0,20.0,6.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,4.0,33.0,0.0,0.0,7.0,11.0,5.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,9.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,46.0,0.0,0.998308,1.07903,0.961125,0.795934
2017-28,0.998308,7.0,2.0,2.0,47.0,2.0,0.0,12.0,0.0,31.0,1.0,33.0,2.0,5.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,6.0,0.0,2.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,24.0,26.0,0.0,4.0,20.0,6.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,4.0,33.0,0.0,0.0,7.0,11.0,5.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,9.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,46.0,0.0,1.07903,0.9446110000000001,0.904343,0.932594
2017-29,1.07903,7.0,2.0,2.0,47.0,2.0,0.0,12.0,0.0,31.0,1.0,33.0,2.0,5.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,6.0,0.0,2.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,24.0,26.0,0.0,4.0,20.0,6.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,4.0,33.0,0.0,0.0,7.0,11.0,5.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,9.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,46.0,0.0,0.9446110000000001,0.961125,0.8936120000000001,0.904698
2017-30,0.9446110000000001,7.0,2.0,2.0,47.0,2.0,0.0,12.0,0.0,31.0,1.0,33.0,2.0,5.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,6.0,0.0,2.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,24.0,26.0,0.0,4.0,20.0,6.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,4.0,33.0,0.0,0.0,7.0,11.0,5.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,9.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,46.0,0.0,0.961125,0.904343,0.899017,0.938622
2017-31,0.961125,7.0,2.0,2.0,47.0,2.0,0.0,12.0,0.0,31.0,1.0,33.0,2.0,5.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,6.0,0.0,2.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,24.0,26.0,0.0,4.0,20.0,6.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,4.0,33.0,0.0,0.0,7.0,11.0,5.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,9.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,46.0,0.0,0.904343,0.8936120000000001,0.795934,1.24783
2017-32,0.904343,14.0,0.0,3.0,54.0,0.0,0.0,5.0,0.0,30.0,2.0,41.0,3.0,7.0,1.0,4.0,2.0,14.0,1.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,12.0,2.0,2.0,8.0,4.0,2.0,6.0,6.0,13.0,6.0,0.0,1.0,0.0,3.0,3.0,3.0,43.0,48.0,0.0,6.0,17.0,3.0,0.0,3.0,8.0,0.0,23.0,4.0,1.0,12.0,6.0,12.0,6.0,10.0,32.0,3.0,3.0,5.0,11.0,7.0,14.0,2.0,3.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,38.0,1.0,49.0,0.0,2.0,1.0,4.0,0.0,20.0,4.0,13.0,43.0,0.0,0.8936120000000001,0.899017,0.932594,1.19834
2017-33,0.8936120000000001,14.0,0.0,3.0,54.0,0.0,0.0,5.0,0.0,30.0,2.0,41.0,3.0,7.0,1.0,4.0,2.0,14.0,1.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,12.0,2.0,2.0,8.0,4.0,2.0,6.0,6.0,13.0,6.0,0.0,1.0,0.0,3.0,3.0,3.0,43.0,48.0,0.0,6.0,17.0,3.0,0.0,3.0,8.0,0.0,23.0,4.0,1.0,12.0,6.0,12.0,6.0,10.0,32.0,3.0,3.0,5.0,11.0,7.0,14.0,2.0,3.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,38.0,1.0,49.0,0.0,2.0,1.0,4.0,0.0,20.0,4.0,13.0,43.0,0.0,0.899017,0.795934,0.904698,1.0355
2017-34,0.899017,14.0,0.0,3.0,54.0,0.0,0.0,5.0,0.0,30.0,2.0,41.0,3.0,7.0,1.0,4.0,2.0,14.0,1.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,12.0,2.0,2.0,8.0,4.0,2.0,6.0,6.0,13.0,6.0,0.0,1.0,0.0,3.0,3.0,3.0,43.0,48.0,0.0,6.0,17.0,3.0,0.0,3.0,8.0,0.0,23.0,4.0,1.0,12.0,6.0,12.0,6.0,10.0,32.0,3.0,3.0,5.0,11.0,7.0,14.0,2.0,3.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,38.0,1.0,49.0,0.0,2.0,1.0,4.0,0.0,20.0,4.0,13.0,43.0,0.0,0.795934,0.932594,0.938622,1.3730799999999999
2017-35,0.795934,14.0,0.0,3.0,54.0,0.0,0.0,5.0,0.0,30.0,2.0,41.0,3.0,7.0,1.0,4.0,2.0,14.0,1.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,12.0,2.0,2.0,8.0,4.0,2.0,6.0,6.0,13.0,6.0,0.0,1.0,0.0,3.0,3.0,3.0,43.0,48.0,0.0,6.0,17.0,3.0,0.0,3.0,8.0,0.0,23.0,4.0,1.0,12.0,6.0,12.0,6.0,10.0,32.0,3.0,3.0,5.0,11.0,7.0,14.0,2.0,3.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,38.0,1.0,49.0,0.0,2.0,1.0,4.0,0.0,20.0,4.0,13.0,43.0,0.0,0.932594,0.904698,1.24783,1.36996
2017-36,0.932594,21.0,2.0,8.0,64.0,8.0,4.0,20.0,0.0,45.0,3.0,54.0,3.0,6.0,2.0,5.0,3.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,1.0,12.0,0.0,0.0,20.0,6.0,7.0,5.0,22.0,31.0,10.0,0.0,1.0,0.0,2.0,3.0,1.0,49.0,65.0,1.0,4.0,20.0,3.0,2.0,3.0,8.0,0.0,35.0,9.0,0.0,18.0,18.0,6.0,0.0,7.0,43.0,7.0,3.0,7.0,14.0,5.0,19.0,3.0,2.0,15.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,2.0,61.0,1.0,54.0,1.0,2.0,1.0,1.0,0.0,18.0,3.0,24.0,51.0,3.0,0.904698,0.938622,1.19834,1.50787
2017-37,0.904698,21.0,2.0,8.0,64.0,8.0,4.0,20.0,0.0,45.0,3.0,54.0,3.0,6.0,2.0,5.0,3.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,1.0,12.0,0.0,0.0,20.0,6.0,7.0,5.0,22.0,31.0,10.0,0.0,1.0,0.0,2.0,3.0,1.0,49.0,65.0,1.0,4.0,20.0,3.0,2.0,3.0,8.0,0.0,35.0,9.0,0.0,18.0,18.0,6.0,0.0,7.0,43.0,7.0,3.0,7.0,14.0,5.0,19.0,3.0,2.0,15.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,2.0,61.0,1.0,54.0,1.0,2.0,1.0,1.0,0.0,18.0,3.0,24.0,51.0,3.0,0.938622,1.24783,1.0355,1.6103299999999998
2017-38,0.938622,21.0,2.0,8.0,64.0,8.0,4.0,20.0,0.0,45.0,3.0,54.0,3.0,6.0,2.0,5.0,3.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,1.0,12.0,0.0,0.0,20.0,6.0,7.0,5.0,22.0,31.0,10.0,0.0,1.0,0.0,2.0,3.0,1.0,49.0,65.0,1.0,4.0,20.0,3.0,2.0,3.0,8.0,0.0,35.0,9.0,0.0,18.0,18.0,6.0,0.0,7.0,43.0,7.0,3.0,7.0,14.0,5.0,19.0,3.0,2.0,15.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,2.0,61.0,1.0,54.0,1.0,2.0,1.0,1.0,0.0,18.0,3.0,24.0,51.0,3.0,1.24783,1.19834,1.3730799999999999,1.6294
2017-39,1.24783,21.0,2.0,8.0,64.0,8.0,4.0,20.0,0.0,45.0,3.0,54.0,3.0,6.0,2.0,5.0,3.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,1.0,12.0,0.0,0.0,20.0,6.0,7.0,5.0,22.0,31.0,10.0,0.0,1.0,0.0,2.0,3.0,1.0,49.0,65.0,1.0,4.0,20.0,3.0,2.0,3.0,8.0,0.0,35.0,9.0,0.0,18.0,18.0,6.0,0.0,7.0,43.0,7.0,3.0,7.0,14.0,5.0,19.0,3.0,2.0,15.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,2.0,61.0,1.0,54.0,1.0,2.0,1.0,1.0,0.0,18.0,3.0,24.0,51.0,3.0,1.19834,1.0355,1.36996,1.9000299999999999
2017-40,1.19834,21.0,2.0,8.0,64.0,8.0,4.0,20.0,0.0,45.0,3.0,54.0,3.0,6.0,2.0,5.0,3.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,1.0,12.0,0.0,0.0,20.0,6.0,7.0,5.0,22.0,31.0,10.0,0.0,1.0,0.0,2.0,3.0,1.0,49.0,65.0,1.0,4.0,20.0,3.0,2.0,3.0,8.0,0.0,35.0,9.0,0.0,18.0,18.0,6.0,0.0,7.0,43.0,7.0,3.0,7.0,14.0,5.0,19.0,3.0,2.0,15.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,2.0,61.0,1.0,54.0,1.0,2.0,1.0,1.0,0.0,18.0,3.0,24.0,51.0,3.0,1.0355,1.3730799999999999,1.50787,2.09801
2017-41,1.0355,19.0,4.0,7.0,65.0,11.0,5.0,21.0,2.0,38.0,2.0,66.0,4.0,8.0,3.0,7.0,5.0,28.0,0.0,2.0,1.0,0.0,14.0,0.0,4.0,2.0,1.0,10.0,2.0,17.0,0.0,6.0,19.0,2.0,15.0,4.0,12.0,35.0,13.0,0.0,1.0,1.0,3.0,6.0,5.0,63.0,72.0,0.0,7.0,17.0,7.0,1.0,4.0,18.0,0.0,25.0,17.0,1.0,6.0,6.0,0.0,13.0,5.0,66.0,3.0,3.0,2.0,27.0,7.0,11.0,2.0,3.0,9.0,3.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,66.0,0.0,3.0,41.0,1.0,43.0,0.0,2.0,1.0,5.0,1.0,22.0,6.0,25.0,50.0,0.0,1.3730799999999999,1.36996,1.6103299999999998,2.39118
2017-42,1.3730799999999999,19.0,4.0,7.0,65.0,11.0,5.0,21.0,2.0,38.0,2.0,66.0,4.0,8.0,3.0,7.0,5.0,28.0,0.0,2.0,1.0,0.0,14.0,0.0,4.0,2.0,1.0,10.0,2.0,17.0,0.0,6.0,19.0,2.0,15.0,4.0,12.0,35.0,13.0,0.0,1.0,1.0,3.0,6.0,5.0,63.0,72.0,0.0,7.0,17.0,7.0,1.0,4.0,18.0,0.0,25.0,17.0,1.0,6.0,6.0,0.0,13.0,5.0,66.0,3.0,3.0,2.0,27.0,7.0,11.0,2.0,3.0,9.0,3.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,66.0,0.0,3.0,41.0,1.0,43.0,0.0,2.0,1.0,5.0,1.0,22.0,6.0,25.0,50.0,0.0,1.36996,1.50787,1.6294,2.6572299999999998
