date,rhode_island_flu,flu,flu recovery,having the flu,flu rhode island,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,cvs flu shots,is the flu contagious,do i have the flu,flu in ri,cold versus flu,incubation period for the flu,flu vs cold,flu type a,flu care,flu headache,flu vs. cold,human temperature,high fever,cvs flu shot,spanish flu,flu treatments,cold vs flu,influenza type a,dog flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,fever flu,stomach flu,how long does flu last,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,flu map,treatment for flu,taking temperature,exposed to flu,flu symptoms 2019,keto flu,flu length,bronchitis,get over the flu,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2016-13,1.29748,14.0,0.0,0.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,3.0,0.0,2.0,14.0,10.0,0.0,14.0,0.0,14.0,22.0,0.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,11.0,11.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,19.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.2229
2016-14,1.2229,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,10.0,7.0,7.0,22.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,11.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.875086
2016-15,0.875086,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,10.0,7.0,7.0,22.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,11.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.735822
2016-16,0.735822,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,10.0,7.0,7.0,22.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,11.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.927536
2016-17,0.927536,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,10.0,7.0,7.0,22.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,11.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.249808
2016-18,0.249808,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.238711
2016-19,0.238711,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.217202
2016-20,0.217202,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.053447400000000006
2016-21,0.053447400000000006,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0001
2016-22,0.0001,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.08434069999999999
2016-23,0.08434069999999999,6.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,19.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,8.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0001
2016-24,0.0001,6.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,19.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,8.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.055865899999999996
2016-25,0.055865899999999996,6.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,19.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,8.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.057803499999999994
2016-26,0.057803499999999994,6.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,19.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,8.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0001
2016-27,0.0001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0001
2016-28,0.0001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0001
2016-29,0.0001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0001
2016-30,0.0001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0374672
2016-31,0.0374672,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0001
2016-32,0.0001,16.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,65.0,5.0,3.0,0.0,0.0,7.0,6.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,16.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,16.0,0.0,48.0,12.0,12.0,0.0,43.0,0.0001
2016-33,0.0001,16.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,65.0,5.0,3.0,0.0,0.0,7.0,6.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,16.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,16.0,0.0,48.0,12.0,12.0,0.0,43.0,0.06642310000000001
2016-34,0.06642310000000001,16.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,65.0,5.0,3.0,0.0,0.0,7.0,6.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,16.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,16.0,0.0,48.0,12.0,12.0,0.0,43.0,0.157398
2016-35,0.157398,16.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,65.0,5.0,3.0,0.0,0.0,7.0,6.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,16.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,18.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,16.0,0.0,48.0,12.0,12.0,0.0,43.0,1.41455
2016-36,1.41455,23.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,3.0,0.0,0.0,13.0,14.0,0.0,6.0,6.0,13.0,20.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,29.0,1.23668
2016-37,1.23668,23.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,3.0,0.0,0.0,13.0,14.0,0.0,6.0,6.0,13.0,20.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,29.0,0.8362120000000001
2016-38,0.8362120000000001,23.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,3.0,0.0,0.0,13.0,14.0,0.0,6.0,6.0,13.0,20.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,29.0,0.331675
2016-39,0.331675,23.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,3.0,0.0,0.0,13.0,14.0,0.0,6.0,6.0,13.0,20.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,29.0,0.420008
2016-40,0.420008,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,43.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,7.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,24.0,37.0,49.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,32.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.0,0.0,15.0,0.0,12.0,0.0,59.0,0.401038
2016-41,0.401038,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,43.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,7.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,24.0,37.0,49.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,32.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.0,0.0,15.0,0.0,12.0,0.0,59.0,0.7039770000000001
2016-42,0.7039770000000001,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,43.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,7.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,24.0,37.0,49.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,32.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.0,0.0,15.0,0.0,12.0,0.0,59.0,0.408466
2016-43,0.408466,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,43.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,7.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,24.0,37.0,49.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,32.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.0,0.0,15.0,0.0,12.0,0.0,59.0,0.45938999999999997
2016-44,0.45938999999999997,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,43.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,7.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,24.0,37.0,49.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,32.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,31.0,0.0,15.0,0.0,12.0,0.0,59.0,0.452133
2016-45,0.452133,17.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,73.0,11.0,3.0,0.0,0.0,15.0,13.0,0.0,22.0,9.0,12.0,30.0,0.0,0.0,40.0,0.0,19.0,0.0,15.0,15.0,29.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,23.0,46.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,28.0,0.0,0.0,0.0,17.0,0.0,7.0,17.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,50.0,28.0,0.0,0.0,0.0,23.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,28.0,15.0,0.0,15.0,0.0,0.0,0.0,45.0,0.331994
