date,colorado_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,colorado flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu shot walgreens,flu denver,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,fever,signs of flu,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2016-28,0.297177,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,38.0,0.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,21.0,49.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,9.0,0.0,26.0,0.0,2.0,6.0,23.0,4.0,12.0,0.0,0.0,5.0,0.0,60.0,10.0,0.0,41.0,0.0,0.0,6.0,10.0,21.0,7.0,0.0,0.0,0.0,0.0,7.0,31.0,2.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.377477
2016-29,0.377477,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,38.0,0.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,21.0,49.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,9.0,0.0,26.0,0.0,2.0,6.0,23.0,4.0,12.0,0.0,0.0,5.0,0.0,60.0,10.0,0.0,41.0,0.0,0.0,6.0,10.0,21.0,7.0,0.0,0.0,0.0,0.0,7.0,31.0,2.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.19125699999999998
2016-30,0.19125699999999998,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,38.0,0.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,21.0,49.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,9.0,0.0,26.0,0.0,2.0,6.0,23.0,4.0,12.0,0.0,0.0,5.0,0.0,60.0,10.0,0.0,41.0,0.0,0.0,6.0,10.0,21.0,7.0,0.0,0.0,0.0,0.0,7.0,31.0,2.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.313917
2016-31,0.313917,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,38.0,0.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,21.0,49.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,9.0,0.0,26.0,0.0,2.0,6.0,23.0,4.0,12.0,0.0,0.0,5.0,0.0,60.0,10.0,0.0,41.0,0.0,0.0,6.0,10.0,21.0,7.0,0.0,0.0,0.0,0.0,7.0,31.0,2.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.30193200000000003
2016-32,0.30193200000000003,18.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,1.0,1.0,2.0,77.0,17.0,17.0,0.0,6.0,8.0,0.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,2.0,16.0,0.0,7.0,46.0,0.0,13.0,1.0,27.0,1.0,2.0,0.0,7.0,7.0,15.0,0.0,17.0,30.0,7.0,7.0,7.0,7.0,19.0,26.0,0.0,25.0,17.0,0.0,8.0,21.0,0.0,7.0,4.0,22.0,7.0,34.0,3.0,5.0,3.0,0.0,62.0,11.0,0.0,50.0,0.0,0.0,6.0,0.0,13.0,13.0,0.0,0.0,5.0,0.0,5.0,51.0,0.0,4.0,3.0,6.0,0.0,10.0,13.0,0.0,0.0,0.0,43.0,0.24377
2016-33,0.24377,18.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,1.0,1.0,2.0,77.0,17.0,17.0,0.0,6.0,8.0,0.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,2.0,16.0,0.0,7.0,46.0,0.0,13.0,1.0,27.0,1.0,2.0,0.0,7.0,7.0,15.0,0.0,17.0,30.0,7.0,7.0,7.0,7.0,19.0,26.0,0.0,25.0,17.0,0.0,8.0,21.0,0.0,7.0,4.0,22.0,7.0,34.0,3.0,5.0,3.0,0.0,62.0,11.0,0.0,50.0,0.0,0.0,6.0,0.0,13.0,13.0,0.0,0.0,5.0,0.0,5.0,51.0,0.0,4.0,3.0,6.0,0.0,10.0,13.0,0.0,0.0,0.0,43.0,0.617761
2016-34,0.617761,18.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,1.0,1.0,2.0,77.0,17.0,17.0,0.0,6.0,8.0,0.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,2.0,16.0,0.0,7.0,46.0,0.0,13.0,1.0,27.0,1.0,2.0,0.0,7.0,7.0,15.0,0.0,17.0,30.0,7.0,7.0,7.0,7.0,19.0,26.0,0.0,25.0,17.0,0.0,8.0,21.0,0.0,7.0,4.0,22.0,7.0,34.0,3.0,5.0,3.0,0.0,62.0,11.0,0.0,50.0,0.0,0.0,6.0,0.0,13.0,13.0,0.0,0.0,5.0,0.0,5.0,51.0,0.0,4.0,3.0,6.0,0.0,10.0,13.0,0.0,0.0,0.0,43.0,1.21923
2016-35,1.21923,18.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,1.0,1.0,2.0,77.0,17.0,17.0,0.0,6.0,8.0,0.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,2.0,16.0,0.0,7.0,46.0,0.0,13.0,1.0,27.0,1.0,2.0,0.0,7.0,7.0,15.0,0.0,17.0,30.0,7.0,7.0,7.0,7.0,19.0,26.0,0.0,25.0,17.0,0.0,8.0,21.0,0.0,7.0,4.0,22.0,7.0,34.0,3.0,5.0,3.0,0.0,62.0,11.0,0.0,50.0,0.0,0.0,6.0,0.0,13.0,13.0,0.0,0.0,5.0,0.0,5.0,51.0,0.0,4.0,3.0,6.0,0.0,10.0,13.0,0.0,0.0,0.0,43.0,0.694444
2016-36,0.694444,31.0,15.0,15.0,0.0,0.0,16.0,1.0,1.0,2.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,47.0,17.0,14.0,0.0,5.0,12.0,0.0,0.0,4.0,8.0,0.0,7.0,0.0,8.0,2.0,28.0,0.0,0.0,55.0,0.0,10.0,1.0,56.0,4.0,5.0,0.0,14.0,7.0,11.0,0.0,23.0,33.0,13.0,14.0,0.0,0.0,22.0,17.0,0.0,17.0,0.0,0.0,8.0,29.0,0.0,0.0,9.0,50.0,0.0,52.0,3.0,0.0,3.0,0.0,60.0,12.0,0.0,82.0,0.0,0.0,0.0,6.0,42.0,6.0,0.0,0.0,5.0,5.0,5.0,46.0,0.0,3.0,2.0,9.0,6.0,19.0,9.0,0.0,0.0,0.0,42.0,1.11019
2016-37,1.11019,31.0,15.0,15.0,0.0,0.0,16.0,1.0,1.0,2.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,47.0,17.0,14.0,0.0,5.0,12.0,0.0,0.0,4.0,8.0,0.0,7.0,0.0,8.0,2.0,28.0,0.0,0.0,55.0,0.0,10.0,1.0,56.0,4.0,5.0,0.0,14.0,7.0,11.0,0.0,23.0,33.0,13.0,14.0,0.0,0.0,22.0,17.0,0.0,17.0,0.0,0.0,8.0,29.0,0.0,0.0,9.0,50.0,0.0,52.0,3.0,0.0,3.0,0.0,60.0,12.0,0.0,82.0,0.0,0.0,0.0,6.0,42.0,6.0,0.0,0.0,5.0,5.0,5.0,46.0,0.0,3.0,2.0,9.0,6.0,19.0,9.0,0.0,0.0,0.0,42.0,0.989467
2016-38,0.989467,31.0,15.0,15.0,0.0,0.0,16.0,1.0,1.0,2.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,47.0,17.0,14.0,0.0,5.0,12.0,0.0,0.0,4.0,8.0,0.0,7.0,0.0,8.0,2.0,28.0,0.0,0.0,55.0,0.0,10.0,1.0,56.0,4.0,5.0,0.0,14.0,7.0,11.0,0.0,23.0,33.0,13.0,14.0,0.0,0.0,22.0,17.0,0.0,17.0,0.0,0.0,8.0,29.0,0.0,0.0,9.0,50.0,0.0,52.0,3.0,0.0,3.0,0.0,60.0,12.0,0.0,82.0,0.0,0.0,0.0,6.0,42.0,6.0,0.0,0.0,5.0,5.0,5.0,46.0,0.0,3.0,2.0,9.0,6.0,19.0,9.0,0.0,0.0,0.0,42.0,0.634417
2016-39,0.634417,31.0,15.0,15.0,0.0,0.0,16.0,1.0,1.0,2.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,47.0,17.0,14.0,0.0,5.0,12.0,0.0,0.0,4.0,8.0,0.0,7.0,0.0,8.0,2.0,28.0,0.0,0.0,55.0,0.0,10.0,1.0,56.0,4.0,5.0,0.0,14.0,7.0,11.0,0.0,23.0,33.0,13.0,14.0,0.0,0.0,22.0,17.0,0.0,17.0,0.0,0.0,8.0,29.0,0.0,0.0,9.0,50.0,0.0,52.0,3.0,0.0,3.0,0.0,60.0,12.0,0.0,82.0,0.0,0.0,0.0,6.0,42.0,6.0,0.0,0.0,5.0,5.0,5.0,46.0,0.0,3.0,2.0,9.0,6.0,19.0,9.0,0.0,0.0,0.0,42.0,0.77574
2016-40,0.77574,23.0,15.0,15.0,15.0,0.0,18.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,29.0,21.0,0.0,5.0,14.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,0.0,0.0,19.0,0.0,13.0,42.0,6.0,6.0,0.0,25.0,2.0,3.0,0.0,0.0,7.0,18.0,0.0,13.0,49.0,20.0,0.0,7.0,0.0,14.0,33.0,0.0,0.0,16.0,0.0,8.0,20.0,8.0,7.0,13.0,54.0,9.0,31.0,3.0,0.0,9.0,0.0,61.0,12.0,0.0,48.0,16.0,5.0,5.0,0.0,28.0,0.0,19.0,5.0,9.0,0.0,14.0,48.0,0.0,10.0,2.0,16.0,15.0,16.0,13.0,0.0,6.0,3.0,28.0,1.20449
2016-41,1.20449,23.0,15.0,15.0,15.0,0.0,18.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,29.0,21.0,0.0,5.0,14.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,0.0,0.0,19.0,0.0,13.0,42.0,6.0,6.0,0.0,25.0,2.0,3.0,0.0,0.0,7.0,18.0,0.0,13.0,49.0,20.0,0.0,7.0,0.0,14.0,33.0,0.0,0.0,16.0,0.0,8.0,20.0,8.0,7.0,13.0,54.0,9.0,31.0,3.0,0.0,9.0,0.0,61.0,12.0,0.0,48.0,16.0,5.0,5.0,0.0,28.0,0.0,19.0,5.0,9.0,0.0,14.0,48.0,0.0,10.0,2.0,16.0,15.0,16.0,13.0,0.0,6.0,3.0,28.0,1.08558
2016-42,1.08558,23.0,15.0,15.0,15.0,0.0,18.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,29.0,21.0,0.0,5.0,14.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,0.0,0.0,19.0,0.0,13.0,42.0,6.0,6.0,0.0,25.0,2.0,3.0,0.0,0.0,7.0,18.0,0.0,13.0,49.0,20.0,0.0,7.0,0.0,14.0,33.0,0.0,0.0,16.0,0.0,8.0,20.0,8.0,7.0,13.0,54.0,9.0,31.0,3.0,0.0,9.0,0.0,61.0,12.0,0.0,48.0,16.0,5.0,5.0,0.0,28.0,0.0,19.0,5.0,9.0,0.0,14.0,48.0,0.0,10.0,2.0,16.0,15.0,16.0,13.0,0.0,6.0,3.0,28.0,0.9315209999999999
2016-43,0.9315209999999999,23.0,15.0,15.0,15.0,0.0,18.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,29.0,21.0,0.0,5.0,14.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,0.0,0.0,19.0,0.0,13.0,42.0,6.0,6.0,0.0,25.0,2.0,3.0,0.0,0.0,7.0,18.0,0.0,13.0,49.0,20.0,0.0,7.0,0.0,14.0,33.0,0.0,0.0,16.0,0.0,8.0,20.0,8.0,7.0,13.0,54.0,9.0,31.0,3.0,0.0,9.0,0.0,61.0,12.0,0.0,48.0,16.0,5.0,5.0,0.0,28.0,0.0,19.0,5.0,9.0,0.0,14.0,48.0,0.0,10.0,2.0,16.0,15.0,16.0,13.0,0.0,6.0,3.0,28.0,0.388299
2016-44,0.388299,23.0,15.0,15.0,15.0,0.0,18.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,29.0,21.0,0.0,5.0,14.0,0.0,0.0,6.0,14.0,3.0,10.0,0.0,0.0,0.0,19.0,0.0,13.0,42.0,6.0,6.0,0.0,25.0,2.0,3.0,0.0,0.0,7.0,18.0,0.0,13.0,49.0,20.0,0.0,7.0,0.0,14.0,33.0,0.0,0.0,16.0,0.0,8.0,20.0,8.0,7.0,13.0,54.0,9.0,31.0,3.0,0.0,9.0,0.0,61.0,12.0,0.0,48.0,16.0,5.0,5.0,0.0,28.0,0.0,19.0,5.0,9.0,0.0,14.0,48.0,0.0,10.0,2.0,16.0,15.0,16.0,13.0,0.0,6.0,3.0,28.0,0.7117439999999999
2016-45,0.7117439999999999,23.0,29.0,14.0,0.0,0.0,18.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,63.0,28.0,46.0,0.0,0.0,17.0,0.0,0.0,5.0,15.0,4.0,23.0,2.0,3.0,2.0,17.0,0.0,9.0,37.0,0.0,15.0,0.0,12.0,1.0,3.0,0.0,21.0,10.0,14.0,0.0,9.0,47.0,6.0,21.0,7.0,0.0,10.0,39.0,47.0,39.0,16.0,8.0,8.0,19.0,0.0,7.0,12.0,85.0,14.0,19.0,6.0,6.0,12.0,0.0,61.0,14.0,0.0,31.0,5.0,15.0,15.0,9.0,42.0,6.0,12.0,0.0,4.0,0.0,18.0,69.0,2.0,10.0,3.0,18.0,9.0,33.0,18.0,9.0,0.0,3.0,55.0,1.04565
2016-46,1.04565,23.0,29.0,14.0,0.0,0.0,18.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,63.0,28.0,46.0,0.0,0.0,17.0,0.0,0.0,5.0,15.0,4.0,23.0,2.0,3.0,2.0,17.0,0.0,9.0,37.0,0.0,15.0,0.0,12.0,1.0,3.0,0.0,21.0,10.0,14.0,0.0,9.0,47.0,6.0,21.0,7.0,0.0,10.0,39.0,47.0,39.0,16.0,8.0,8.0,19.0,0.0,7.0,12.0,85.0,14.0,19.0,6.0,6.0,12.0,0.0,61.0,14.0,0.0,31.0,5.0,15.0,15.0,9.0,42.0,6.0,12.0,0.0,4.0,0.0,18.0,69.0,2.0,10.0,3.0,18.0,9.0,33.0,18.0,9.0,0.0,3.0,55.0,0.695581
2016-47,0.695581,23.0,29.0,14.0,0.0,0.0,18.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,63.0,28.0,46.0,0.0,0.0,17.0,0.0,0.0,5.0,15.0,4.0,23.0,2.0,3.0,2.0,17.0,0.0,9.0,37.0,0.0,15.0,0.0,12.0,1.0,3.0,0.0,21.0,10.0,14.0,0.0,9.0,47.0,6.0,21.0,7.0,0.0,10.0,39.0,47.0,39.0,16.0,8.0,8.0,19.0,0.0,7.0,12.0,85.0,14.0,19.0,6.0,6.0,12.0,0.0,61.0,14.0,0.0,31.0,5.0,15.0,15.0,9.0,42.0,6.0,12.0,0.0,4.0,0.0,18.0,69.0,2.0,10.0,3.0,18.0,9.0,33.0,18.0,9.0,0.0,3.0,55.0,1.6604700000000001
2016-48,1.6604700000000001,23.0,29.0,14.0,0.0,0.0,18.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,63.0,28.0,46.0,0.0,0.0,17.0,0.0,0.0,5.0,15.0,4.0,23.0,2.0,3.0,2.0,17.0,0.0,9.0,37.0,0.0,15.0,0.0,12.0,1.0,3.0,0.0,21.0,10.0,14.0,0.0,9.0,47.0,6.0,21.0,7.0,0.0,10.0,39.0,47.0,39.0,16.0,8.0,8.0,19.0,0.0,7.0,12.0,85.0,14.0,19.0,6.0,6.0,12.0,0.0,61.0,14.0,0.0,31.0,5.0,15.0,15.0,9.0,42.0,6.0,12.0,0.0,4.0,0.0,18.0,69.0,2.0,10.0,3.0,18.0,9.0,33.0,18.0,9.0,0.0,3.0,55.0,1.25899
2016-49,1.25899,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.4232
2016-50,1.4232,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.74142
2016-51,1.74142,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,0.52356
2016-52,0.52356,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.89284
2017-01,1.89284,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.64474
2017-02,1.64474,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,2.23164
2017-03,2.23164,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.87467
2017-04,1.87467,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,2.2702400000000003
2017-05,2.2702400000000003,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,2.03286
2017-06,2.03286,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,3.5398199999999997
2017-07,3.5398199999999997,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.31508
2017-08,1.31508,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.7366099999999998
