date,new_jersey_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,nj flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu in nj,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,fever,over the counter flu medicine,the flu symptoms,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2011-46,1.21234,9.0,0.0,0.0,65.0,0.0,0.0,2.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,3.0,80.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,11.0,2.0,9.0,2.0,9.0,0.0,15.0,27.0,29.0,7.0,0.0,7.0,12.0,0.0,0.0,0.0,13.0,27.0,27.0,0.0,50.0,7.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,0.0,10.0,80.0,0.0,0.0,59.0,0.0,2.0,6.0,5.0,3.0,1.0,0.0,0.0,52.0,0.0,8.0,23.0,3.0,3.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,58.0,27.0,11.0,8.0,5.0,7.0,7.0,0.0,7.0,3.0,35.0,1.40955,1.10861,1.10917,0.5754020000000001
2011-47,1.40955,9.0,0.0,0.0,65.0,0.0,0.0,2.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,3.0,80.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,11.0,2.0,9.0,2.0,9.0,0.0,15.0,27.0,29.0,7.0,0.0,7.0,12.0,0.0,0.0,0.0,13.0,27.0,27.0,0.0,50.0,7.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,0.0,10.0,80.0,0.0,0.0,59.0,0.0,2.0,6.0,5.0,3.0,1.0,0.0,0.0,52.0,0.0,8.0,23.0,3.0,3.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,58.0,27.0,11.0,8.0,5.0,7.0,7.0,0.0,7.0,3.0,35.0,1.10861,1.1077700000000001,0.643678,0.785512
2011-48,1.10861,9.0,0.0,0.0,65.0,0.0,0.0,2.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,3.0,80.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,11.0,2.0,9.0,2.0,9.0,0.0,15.0,27.0,29.0,7.0,0.0,7.0,12.0,0.0,0.0,0.0,13.0,27.0,27.0,0.0,50.0,7.0,0.0,0.0,0.0,12.0,12.0,25.0,0.0,0.0,10.0,80.0,0.0,0.0,59.0,0.0,2.0,6.0,5.0,3.0,1.0,0.0,0.0,52.0,0.0,8.0,23.0,3.0,3.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,58.0,27.0,11.0,8.0,5.0,7.0,7.0,0.0,7.0,3.0,35.0,1.1077700000000001,1.10917,0.621891,0.758214
2011-49,1.1077700000000001,15.0,0.0,37.0,74.0,0.0,3.0,3.0,0.0,6.0,17.0,17.0,17.0,34.0,1.0,13.0,60.0,7.0,1.0,0.0,0.0,11.0,7.0,3.0,0.0,11.0,20.0,0.0,3.0,2.0,12.0,4.0,4.0,25.0,33.0,8.0,29.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,11.0,0.0,19.0,0.0,21.0,43.0,14.0,0.0,0.0,0.0,11.0,1.0,0.0,57.0,1.0,5.0,18.0,13.0,4.0,2.0,0.0,0.0,57.0,0.0,34.0,25.0,9.0,16.0,0.0,5.0,13.0,2.0,4.0,7.0,1.0,0.0,7.0,0.0,65.0,15.0,22.0,19.0,19.0,8.0,25.0,0.0,0.0,4.0,36.0,1.10917,0.643678,1.05178,0.807918
2011-50,1.10917,15.0,0.0,37.0,74.0,0.0,3.0,3.0,0.0,6.0,17.0,17.0,17.0,34.0,1.0,13.0,60.0,7.0,1.0,0.0,0.0,11.0,7.0,3.0,0.0,11.0,20.0,0.0,3.0,2.0,12.0,4.0,4.0,25.0,33.0,8.0,29.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,11.0,0.0,19.0,0.0,21.0,43.0,14.0,0.0,0.0,0.0,11.0,1.0,0.0,57.0,1.0,5.0,18.0,13.0,4.0,2.0,0.0,0.0,57.0,0.0,34.0,25.0,9.0,16.0,0.0,5.0,13.0,2.0,4.0,7.0,1.0,0.0,7.0,0.0,65.0,15.0,22.0,19.0,19.0,8.0,25.0,0.0,0.0,4.0,36.0,0.643678,0.621891,0.5754020000000001,0.8131659999999999
2011-51,0.643678,15.0,0.0,37.0,74.0,0.0,3.0,3.0,0.0,6.0,17.0,17.0,17.0,34.0,1.0,13.0,60.0,7.0,1.0,0.0,0.0,11.0,7.0,3.0,0.0,11.0,20.0,0.0,3.0,2.0,12.0,4.0,4.0,25.0,33.0,8.0,29.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,11.0,0.0,19.0,0.0,21.0,43.0,14.0,0.0,0.0,0.0,11.0,1.0,0.0,57.0,1.0,5.0,18.0,13.0,4.0,2.0,0.0,0.0,57.0,0.0,34.0,25.0,9.0,16.0,0.0,5.0,13.0,2.0,4.0,7.0,1.0,0.0,7.0,0.0,65.0,15.0,22.0,19.0,19.0,8.0,25.0,0.0,0.0,4.0,36.0,0.621891,1.05178,0.785512,0.816933
2011-52,0.621891,15.0,0.0,37.0,74.0,0.0,3.0,3.0,0.0,6.0,17.0,17.0,17.0,34.0,1.0,13.0,60.0,7.0,1.0,0.0,0.0,11.0,7.0,3.0,0.0,11.0,20.0,0.0,3.0,2.0,12.0,4.0,4.0,25.0,33.0,8.0,29.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,11.0,0.0,19.0,0.0,21.0,43.0,14.0,0.0,0.0,0.0,11.0,1.0,0.0,57.0,1.0,5.0,18.0,13.0,4.0,2.0,0.0,0.0,57.0,0.0,34.0,25.0,9.0,16.0,0.0,5.0,13.0,2.0,4.0,7.0,1.0,0.0,7.0,0.0,65.0,15.0,22.0,19.0,19.0,8.0,25.0,0.0,0.0,4.0,36.0,1.05178,0.5754020000000001,0.758214,0.838095
2012-01,1.05178,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.5754020000000001,0.785512,0.807918,0.975707
2012-02,0.5754020000000001,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.785512,0.758214,0.8131659999999999,1.34273
2012-03,0.785512,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.758214,0.807918,0.816933,0.885591
2012-04,0.758214,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.807918,0.8131659999999999,0.838095,0.9573200000000001
2012-05,0.807918,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.8131659999999999,0.816933,0.975707,0.801221
2012-06,0.8131659999999999,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.816933,0.838095,1.34273,1.15403
2012-07,0.816933,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.838095,0.975707,0.885591,0.8476469999999999
2012-08,0.838095,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.975707,1.34273,0.9573200000000001,0.9783940000000001
2012-09,0.975707,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,1.34273,0.885591,0.801221,0.7499060000000001
2012-10,1.34273,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.885591,0.9573200000000001,1.15403,1.02529
2012-11,0.885591,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.9573200000000001,0.801221,0.8476469999999999,0.440222
2012-12,0.9573200000000001,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,0.801221,1.15403,0.9783940000000001,0.509793
2012-13,0.801221,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,4.0,0.0,7.0,24.0,43.0,7.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,47.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,7.0,13.0,5.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,16.0,5.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,39.0,1.15403,0.8476469999999999,0.7499060000000001,0.164204
2012-14,1.15403,4.0,0.0,30.0,30.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,17.0,37.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,48.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,14.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,20.0,0.0,10.0,5.0,0.0,0.0,0.0,14.0,0.0,39.0,0.8476469999999999,0.9783940000000001,1.02529,0.279764
2012-15,0.8476469999999999,4.0,0.0,30.0,30.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,17.0,37.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,48.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,14.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,20.0,0.0,10.0,5.0,0.0,0.0,0.0,14.0,0.0,39.0,0.9783940000000001,0.7499060000000001,0.440222,0.0912686
2012-16,0.9783940000000001,4.0,0.0,30.0,30.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,17.0,37.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,48.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,14.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,20.0,0.0,10.0,5.0,0.0,0.0,0.0,14.0,0.0,39.0,0.7499060000000001,1.02529,0.509793,0.152532
2012-17,0.7499060000000001,4.0,0.0,30.0,30.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,17.0,37.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,48.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,14.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,20.0,0.0,10.0,5.0,0.0,0.0,0.0,14.0,0.0,39.0,1.02529,0.440222,0.164204,0.14139300000000002
2012-18,1.02529,4.0,0.0,30.0,30.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,17.0,37.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,48.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,14.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,38.0,20.0,0.0,10.0,5.0,0.0,0.0,0.0,14.0,0.0,39.0,0.440222,0.509793,0.279764,0.153092
2012-19,0.440222,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,23.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,56.0,0.0,0.0,45.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,26.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,53.0,0.509793,0.164204,0.0912686,0.343495
2012-20,0.509793,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,23.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,56.0,0.0,0.0,45.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,26.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,53.0,0.164204,0.279764,0.152532,0.057653499999999996
2012-21,0.164204,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,23.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,56.0,0.0,0.0,45.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,26.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,53.0,0.279764,0.0912686,0.14139300000000002,0.0359195
2012-22,0.279764,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,23.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,56.0,0.0,0.0,45.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,26.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,53.0,0.0912686,0.152532,0.153092,0.193517
2012-23,0.0912686,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,16.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,51.0,0.0,0.0,0.0,12.0,0.0,24.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,47.0,0.0,3.0,17.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.152532,0.14139300000000002,0.343495,0.11500899999999999
2012-24,0.152532,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,16.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,51.0,0.0,0.0,0.0,12.0,0.0,24.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,47.0,0.0,3.0,17.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.14139300000000002,0.153092,0.057653499999999996,0.054884699999999995
2012-25,0.14139300000000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,16.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,51.0,0.0,0.0,0.0,12.0,0.0,24.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,47.0,0.0,3.0,17.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.153092,0.343495,0.0359195,0.0512295
