date,new_jersey_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,nj flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu in nj,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,fever,over the counter flu medicine,the flu symptoms,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2012-26,0.153092,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,16.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,51.0,0.0,0.0,0.0,12.0,0.0,24.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,47.0,0.0,3.0,17.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.343495,0.057653499999999996,0.193517,0.331492
2012-27,0.343495,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,55.0,0.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,12.0,37.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,43.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,48.0,0.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,15.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,39.0,0.057653499999999996,0.0359195,0.11500899999999999,0.466563
2012-28,0.057653499999999996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,55.0,0.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,12.0,37.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,43.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,48.0,0.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,15.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,39.0,0.0359195,0.193517,0.054884699999999995,0.609537
2012-29,0.0359195,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,55.0,0.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,12.0,37.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,43.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,48.0,0.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,15.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,39.0,0.193517,0.11500899999999999,0.0512295,0.65872
2012-30,0.193517,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,55.0,0.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,12.0,37.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,43.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,48.0,0.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,15.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,39.0,0.11500899999999999,0.054884699999999995,0.331492,0.699913
2012-31,0.11500899999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,55.0,0.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,12.0,37.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,43.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,0.0,48.0,0.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,15.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,39.0,0.054884699999999995,0.0512295,0.466563,0.795837
2012-32,0.054884699999999995,11.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,10.0,47.0,2.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,14.0,0.0,3.0,21.0,51.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,46.0,1.0,5.0,8.0,20.0,3.0,0.0,0.0,0.0,42.0,0.0,10.0,15.0,8.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,39.0,15.0,5.0,5.0,15.0,7.0,27.0,0.0,7.0,0.0,60.0,0.0512295,0.331492,0.609537,1.36904
2012-33,0.0512295,11.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,10.0,47.0,2.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,14.0,0.0,3.0,21.0,51.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,46.0,1.0,5.0,8.0,20.0,3.0,0.0,0.0,0.0,42.0,0.0,10.0,15.0,8.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,39.0,15.0,5.0,5.0,15.0,7.0,27.0,0.0,7.0,0.0,60.0,0.331492,0.466563,0.65872,1.7053599999999998
2012-34,0.331492,11.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,10.0,47.0,2.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,14.0,0.0,3.0,21.0,51.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,46.0,1.0,5.0,8.0,20.0,3.0,0.0,0.0,0.0,42.0,0.0,10.0,15.0,8.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,39.0,15.0,5.0,5.0,15.0,7.0,27.0,0.0,7.0,0.0,60.0,0.466563,0.609537,0.699913,1.39434
2012-35,0.466563,11.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,10.0,47.0,2.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,14.0,0.0,3.0,21.0,51.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,46.0,1.0,5.0,8.0,20.0,3.0,0.0,0.0,0.0,42.0,0.0,10.0,15.0,8.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,39.0,15.0,5.0,5.0,15.0,7.0,27.0,0.0,7.0,0.0,60.0,0.609537,0.65872,0.795837,1.45544
2012-36,0.609537,15.0,0.0,0.0,29.0,0.0,0.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,58.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,9.0,2.0,6.0,0.0,12.0,3.0,0.0,16.0,32.0,6.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,36.0,0.0,0.0,9.0,23.0,0.0,28.0,17.0,0.0,0.0,0.0,35.0,1.0,0.0,46.0,0.0,4.0,7.0,23.0,4.0,1.0,0.0,1.0,59.0,2.0,5.0,29.0,2.0,11.0,3.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,12.0,10.0,5.0,7.0,81.0,0.0,13.0,0.0,60.0,0.65872,0.699913,1.36904,1.2773700000000001
2012-37,0.65872,15.0,0.0,0.0,29.0,0.0,0.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,58.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,9.0,2.0,6.0,0.0,12.0,3.0,0.0,16.0,32.0,6.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,36.0,0.0,0.0,9.0,23.0,0.0,28.0,17.0,0.0,0.0,0.0,35.0,1.0,0.0,46.0,0.0,4.0,7.0,23.0,4.0,1.0,0.0,1.0,59.0,2.0,5.0,29.0,2.0,11.0,3.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,12.0,10.0,5.0,7.0,81.0,0.0,13.0,0.0,60.0,0.699913,0.795837,1.7053599999999998,1.80709
2012-38,0.699913,15.0,0.0,0.0,29.0,0.0,0.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,58.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,9.0,2.0,6.0,0.0,12.0,3.0,0.0,16.0,32.0,6.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,36.0,0.0,0.0,9.0,23.0,0.0,28.0,17.0,0.0,0.0,0.0,35.0,1.0,0.0,46.0,0.0,4.0,7.0,23.0,4.0,1.0,0.0,1.0,59.0,2.0,5.0,29.0,2.0,11.0,3.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,12.0,10.0,5.0,7.0,81.0,0.0,13.0,0.0,60.0,0.795837,1.36904,1.39434,1.39585
2012-39,0.795837,15.0,0.0,0.0,29.0,0.0,0.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,58.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,9.0,2.0,6.0,0.0,12.0,3.0,0.0,16.0,32.0,6.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,36.0,0.0,0.0,9.0,23.0,0.0,28.0,17.0,0.0,0.0,0.0,35.0,1.0,0.0,46.0,0.0,4.0,7.0,23.0,4.0,1.0,0.0,1.0,59.0,2.0,5.0,29.0,2.0,11.0,3.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,12.0,10.0,5.0,7.0,81.0,0.0,13.0,0.0,60.0,1.36904,1.7053599999999998,1.45544,1.3644100000000001
2012-40,1.36904,15.0,0.0,0.0,29.0,0.0,0.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,58.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,9.0,2.0,6.0,0.0,12.0,3.0,0.0,16.0,32.0,6.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,36.0,0.0,0.0,9.0,23.0,0.0,28.0,17.0,0.0,0.0,0.0,35.0,1.0,0.0,46.0,0.0,4.0,7.0,23.0,4.0,1.0,0.0,1.0,59.0,2.0,5.0,29.0,2.0,11.0,3.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,12.0,12.0,10.0,5.0,7.0,81.0,0.0,13.0,0.0,60.0,1.7053599999999998,1.39434,1.2773700000000001,2.2386
2012-41,1.7053599999999998,10.0,0.0,30.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,14.0,0.0,0.0,1.0,8.0,59.0,5.0,1.0,0.0,1.0,6.0,4.0,3.0,0.0,8.0,7.0,3.0,8.0,0.0,3.0,3.0,0.0,23.0,30.0,7.0,6.0,13.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,6.0,0.0,6.0,0.0,12.0,17.0,0.0,0.0,0.0,18.0,27.0,1.0,0.0,50.0,0.0,1.0,3.0,13.0,4.0,1.0,0.0,0.0,54.0,3.0,6.0,20.0,0.0,3.0,0.0,6.0,9.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,46.0,32.0,15.0,5.0,0.0,0.0,23.0,0.0,7.0,0.0,44.0,1.39434,1.45544,1.80709,2.2145
2012-42,1.39434,10.0,0.0,30.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,14.0,0.0,0.0,1.0,8.0,59.0,5.0,1.0,0.0,1.0,6.0,4.0,3.0,0.0,8.0,7.0,3.0,8.0,0.0,3.0,3.0,0.0,23.0,30.0,7.0,6.0,13.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,6.0,0.0,6.0,0.0,12.0,17.0,0.0,0.0,0.0,18.0,27.0,1.0,0.0,50.0,0.0,1.0,3.0,13.0,4.0,1.0,0.0,0.0,54.0,3.0,6.0,20.0,0.0,3.0,0.0,6.0,9.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,46.0,32.0,15.0,5.0,0.0,0.0,23.0,0.0,7.0,0.0,44.0,1.45544,1.2773700000000001,1.39585,2.1556900000000003
2012-43,1.45544,10.0,0.0,30.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,14.0,0.0,0.0,1.0,8.0,59.0,5.0,1.0,0.0,1.0,6.0,4.0,3.0,0.0,8.0,7.0,3.0,8.0,0.0,3.0,3.0,0.0,23.0,30.0,7.0,6.0,13.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,6.0,0.0,6.0,0.0,12.0,17.0,0.0,0.0,0.0,18.0,27.0,1.0,0.0,50.0,0.0,1.0,3.0,13.0,4.0,1.0,0.0,0.0,54.0,3.0,6.0,20.0,0.0,3.0,0.0,6.0,9.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,46.0,32.0,15.0,5.0,0.0,0.0,23.0,0.0,7.0,0.0,44.0,1.2773700000000001,1.80709,1.3644100000000001,3.8497199999999996
2012-44,1.2773700000000001,10.0,0.0,30.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,14.0,0.0,0.0,1.0,8.0,59.0,5.0,1.0,0.0,1.0,6.0,4.0,3.0,0.0,8.0,7.0,3.0,8.0,0.0,3.0,3.0,0.0,23.0,30.0,7.0,6.0,13.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,6.0,0.0,6.0,0.0,12.0,17.0,0.0,0.0,0.0,18.0,27.0,1.0,0.0,50.0,0.0,1.0,3.0,13.0,4.0,1.0,0.0,0.0,54.0,3.0,6.0,20.0,0.0,3.0,0.0,6.0,9.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,46.0,32.0,15.0,5.0,0.0,0.0,23.0,0.0,7.0,0.0,44.0,1.80709,1.39585,2.2386,5.44188
2012-45,1.80709,20.0,25.0,25.0,0.0,25.0,0.0,2.0,2.0,13.0,23.0,34.0,0.0,11.0,0.0,13.0,69.0,6.0,2.0,0.0,1.0,15.0,5.0,4.0,0.0,11.0,19.0,4.0,9.0,0.0,14.0,9.0,6.0,36.0,42.0,6.0,17.0,11.0,19.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,63.0,8.0,10.0,26.0,10.0,15.0,24.0,19.0,0.0,0.0,0.0,62.0,1.0,0.0,60.0,1.0,6.0,5.0,18.0,6.0,2.0,0.0,0.0,66.0,6.0,25.0,20.0,4.0,6.0,0.0,5.0,27.0,1.0,4.0,12.0,0.0,0.0,2.0,0.0,88.0,21.0,21.0,17.0,9.0,25.0,23.0,0.0,6.0,5.0,63.0,1.39585,1.3644100000000001,2.2145,5.001869999999999
2012-46,1.39585,20.0,25.0,25.0,0.0,25.0,0.0,2.0,2.0,13.0,23.0,34.0,0.0,11.0,0.0,13.0,69.0,6.0,2.0,0.0,1.0,15.0,5.0,4.0,0.0,11.0,19.0,4.0,9.0,0.0,14.0,9.0,6.0,36.0,42.0,6.0,17.0,11.0,19.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,63.0,8.0,10.0,26.0,10.0,15.0,24.0,19.0,0.0,0.0,0.0,62.0,1.0,0.0,60.0,1.0,6.0,5.0,18.0,6.0,2.0,0.0,0.0,66.0,6.0,25.0,20.0,4.0,6.0,0.0,5.0,27.0,1.0,4.0,12.0,0.0,0.0,2.0,0.0,88.0,21.0,21.0,17.0,9.0,25.0,23.0,0.0,6.0,5.0,63.0,1.3644100000000001,2.2386,2.1556900000000003,4.94719
2012-47,1.3644100000000001,20.0,25.0,25.0,0.0,25.0,0.0,2.0,2.0,13.0,23.0,34.0,0.0,11.0,0.0,13.0,69.0,6.0,2.0,0.0,1.0,15.0,5.0,4.0,0.0,11.0,19.0,4.0,9.0,0.0,14.0,9.0,6.0,36.0,42.0,6.0,17.0,11.0,19.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,63.0,8.0,10.0,26.0,10.0,15.0,24.0,19.0,0.0,0.0,0.0,62.0,1.0,0.0,60.0,1.0,6.0,5.0,18.0,6.0,2.0,0.0,0.0,66.0,6.0,25.0,20.0,4.0,6.0,0.0,5.0,27.0,1.0,4.0,12.0,0.0,0.0,2.0,0.0,88.0,21.0,21.0,17.0,9.0,25.0,23.0,0.0,6.0,5.0,63.0,2.2386,2.2145,3.8497199999999996,5.61734
2012-48,2.2386,20.0,25.0,25.0,0.0,25.0,0.0,2.0,2.0,13.0,23.0,34.0,0.0,11.0,0.0,13.0,69.0,6.0,2.0,0.0,1.0,15.0,5.0,4.0,0.0,11.0,19.0,4.0,9.0,0.0,14.0,9.0,6.0,36.0,42.0,6.0,17.0,11.0,19.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,63.0,8.0,10.0,26.0,10.0,15.0,24.0,19.0,0.0,0.0,0.0,62.0,1.0,0.0,60.0,1.0,6.0,5.0,18.0,6.0,2.0,0.0,0.0,66.0,6.0,25.0,20.0,4.0,6.0,0.0,5.0,27.0,1.0,4.0,12.0,0.0,0.0,2.0,0.0,88.0,21.0,21.0,17.0,9.0,25.0,23.0,0.0,6.0,5.0,63.0,2.2145,2.1556900000000003,5.44188,4.94037
2012-49,2.2145,9.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,5.0,27.0,14.0,0.0,0.0,1.0,5.0,60.0,2.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,3.0,9.0,5.0,6.0,0.0,3.0,3.0,7.0,34.0,60.0,7.0,20.0,10.0,8.0,0.0,0.0,0.0,13.0,13.0,25.0,0.0,28.0,6.0,0.0,15.0,0.0,23.0,0.0,12.0,0.0,0.0,9.0,72.0,0.0,0.0,56.0,0.0,3.0,7.0,9.0,1.0,1.0,0.0,0.0,48.0,0.0,10.0,20.0,7.0,4.0,3.0,9.0,13.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,56.0,10.0,8.0,10.0,15.0,0.0,30.0,0.0,0.0,0.0,71.0,2.1556900000000003,3.8497199999999996,5.001869999999999,4.63762
2012-50,2.1556900000000003,9.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,5.0,27.0,14.0,0.0,0.0,1.0,5.0,60.0,2.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,3.0,9.0,5.0,6.0,0.0,3.0,3.0,7.0,34.0,60.0,7.0,20.0,10.0,8.0,0.0,0.0,0.0,13.0,13.0,25.0,0.0,28.0,6.0,0.0,15.0,0.0,23.0,0.0,12.0,0.0,0.0,9.0,72.0,0.0,0.0,56.0,0.0,3.0,7.0,9.0,1.0,1.0,0.0,0.0,48.0,0.0,10.0,20.0,7.0,4.0,3.0,9.0,13.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,56.0,10.0,8.0,10.0,15.0,0.0,30.0,0.0,0.0,0.0,71.0,3.8497199999999996,5.44188,4.94719,4.45368
2012-51,3.8497199999999996,9.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,5.0,27.0,14.0,0.0,0.0,1.0,5.0,60.0,2.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,3.0,9.0,5.0,6.0,0.0,3.0,3.0,7.0,34.0,60.0,7.0,20.0,10.0,8.0,0.0,0.0,0.0,13.0,13.0,25.0,0.0,28.0,6.0,0.0,15.0,0.0,23.0,0.0,12.0,0.0,0.0,9.0,72.0,0.0,0.0,56.0,0.0,3.0,7.0,9.0,1.0,1.0,0.0,0.0,48.0,0.0,10.0,20.0,7.0,4.0,3.0,9.0,13.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,56.0,10.0,8.0,10.0,15.0,0.0,30.0,0.0,0.0,0.0,71.0,5.44188,5.001869999999999,5.61734,4.79113
2012-52,5.44188,9.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,5.0,27.0,14.0,0.0,0.0,1.0,5.0,60.0,2.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,3.0,9.0,5.0,6.0,0.0,3.0,3.0,7.0,34.0,60.0,7.0,20.0,10.0,8.0,0.0,0.0,0.0,13.0,13.0,25.0,0.0,28.0,6.0,0.0,15.0,0.0,23.0,0.0,12.0,0.0,0.0,9.0,72.0,0.0,0.0,56.0,0.0,3.0,7.0,9.0,1.0,1.0,0.0,0.0,48.0,0.0,10.0,20.0,7.0,4.0,3.0,9.0,13.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,56.0,10.0,8.0,10.0,15.0,0.0,30.0,0.0,0.0,0.0,71.0,5.001869999999999,4.94719,4.94037,3.44288
2013-01,5.001869999999999,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,4.94719,5.61734,4.63762,2.78825
2013-02,4.94719,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,5.61734,4.94037,4.45368,3.74782
2013-03,5.61734,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,4.94037,4.63762,4.79113,3.21132
2013-04,4.94037,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,4.63762,4.45368,3.44288,2.8529299999999997
2013-05,4.63762,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,4.45368,4.79113,2.78825,2.76671
