date,nevada_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,flu in las vegas,oscillococcinum,cold or flu,flu medicine,flu shot side effects,diarrhea,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2015-19,0.593662,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,10.0,0.0,16.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,0.0,5.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.290604,0.493659,0.346852,0.179033
2015-20,0.290604,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,10.0,0.0,16.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,0.0,5.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.493659,0.608654,0.364282,0.134156
2015-21,0.493659,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,10.0,0.0,16.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,0.0,5.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.608654,0.346852,0.25413,0.210681
2015-22,0.608654,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,10.0,0.0,16.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,0.0,5.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.346852,0.364282,0.195991,0.111535
2015-23,0.346852,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,10.0,0.0,16.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,0.0,5.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,17.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,42.0,0.364282,0.25413,0.179033,0.247219
2015-24,0.364282,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,8.0,15.0,8.0,24.0,0.0,0.0,0.0,16.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,24.0,73.0,10.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,12.0,12.0,16.0,0.0,0.0,16.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,47.0,0.25413,0.195991,0.134156,0.134048
2015-25,0.25413,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,8.0,15.0,8.0,24.0,0.0,0.0,0.0,16.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,24.0,73.0,10.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,12.0,12.0,16.0,0.0,0.0,16.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,47.0,0.195991,0.179033,0.210681,0.28028000000000003
2015-26,0.195991,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,8.0,15.0,8.0,24.0,0.0,0.0,0.0,16.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,24.0,73.0,10.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,12.0,12.0,16.0,0.0,0.0,16.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,47.0,0.179033,0.134156,0.111535,0.762777
2015-27,0.179033,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,8.0,15.0,8.0,24.0,0.0,0.0,0.0,16.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,24.0,73.0,10.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,12.0,12.0,16.0,0.0,0.0,16.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,47.0,0.134156,0.210681,0.247219,0.739504
2015-28,0.134156,7.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.0,0.0,0.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,5.0,0.0,16.0,16.0,0.0,15.0,0.0,76.0,0.0,0.0,7.0,22.0,0.210681,0.111535,0.134048,0.795756
2015-29,0.210681,7.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.0,0.0,0.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,5.0,0.0,16.0,16.0,0.0,15.0,0.0,76.0,0.0,0.0,7.0,22.0,0.111535,0.247219,0.28028000000000003,0.8421559999999999
2015-30,0.111535,7.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.0,0.0,0.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,5.0,0.0,16.0,16.0,0.0,15.0,0.0,76.0,0.0,0.0,7.0,22.0,0.247219,0.134048,0.762777,0.497512
2015-31,0.247219,7.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.0,0.0,0.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,5.0,0.0,16.0,16.0,0.0,15.0,0.0,76.0,0.0,0.0,7.0,22.0,0.134048,0.28028000000000003,0.739504,0.9454100000000001
2015-32,0.134048,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,22.0,13.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,57.0,5.0,5.0,5.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,27.0,0.0,5.0,0.0,23.0,0.0,0.0,23.0,1.0,60.0,0.0,0.0,0.0,100.0,0.28028000000000003,0.762777,0.795756,1.30785
2015-33,0.28028000000000003,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,22.0,13.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,57.0,5.0,5.0,5.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,27.0,0.0,5.0,0.0,23.0,0.0,0.0,23.0,1.0,60.0,0.0,0.0,0.0,100.0,0.762777,0.739504,0.8421559999999999,0.62855
2015-34,0.762777,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,22.0,13.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,57.0,5.0,5.0,5.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,27.0,0.0,5.0,0.0,23.0,0.0,0.0,23.0,1.0,60.0,0.0,0.0,0.0,100.0,0.739504,0.795756,0.497512,0.397966
2015-35,0.739504,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,22.0,13.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,57.0,5.0,5.0,5.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,27.0,0.0,5.0,0.0,23.0,0.0,0.0,23.0,1.0,60.0,0.0,0.0,0.0,100.0,0.795756,0.8421559999999999,0.9454100000000001,0.488183
2015-36,0.795756,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,22.0,13.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,57.0,5.0,5.0,5.0,33.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,27.0,0.0,5.0,0.0,23.0,0.0,0.0,23.0,1.0,60.0,0.0,0.0,0.0,100.0,0.8421559999999999,0.497512,1.30785,0.689338
2015-37,0.8421559999999999,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,21.0,0.0,0.0,0.0,50.0,6.0,3.0,0.0,0.0,19.0,12.0,0.0,25.0,7.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,23.0,9.0,0.0,13.0,27.0,0.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,34.0,0.0,5.0,9.0,51.0,0.0,20.0,4.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,15.0,15.0,23.0,12.0,0.0,0.0,15.0,0.0,0.0,30.0,51.0,3.0,7.0,3.0,15.0,0.0,15.0,15.0,4.0,61.0,0.0,0.0,0.0,62.0,0.497512,0.9454100000000001,0.62855,0.660979
2015-38,0.497512,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,21.0,0.0,0.0,0.0,50.0,6.0,3.0,0.0,0.0,19.0,12.0,0.0,25.0,7.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,23.0,9.0,0.0,13.0,27.0,0.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,34.0,0.0,5.0,9.0,51.0,0.0,20.0,4.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,15.0,15.0,23.0,12.0,0.0,0.0,15.0,0.0,0.0,30.0,51.0,3.0,7.0,3.0,15.0,0.0,15.0,15.0,4.0,61.0,0.0,0.0,0.0,62.0,0.9454100000000001,1.30785,0.397966,0.663507
2015-39,0.9454100000000001,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,21.0,0.0,0.0,0.0,50.0,6.0,3.0,0.0,0.0,19.0,12.0,0.0,25.0,7.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,23.0,9.0,0.0,13.0,27.0,0.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,34.0,0.0,5.0,9.0,51.0,0.0,20.0,4.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,15.0,15.0,23.0,12.0,0.0,0.0,15.0,0.0,0.0,30.0,51.0,3.0,7.0,3.0,15.0,0.0,15.0,15.0,4.0,61.0,0.0,0.0,0.0,62.0,1.30785,0.62855,0.488183,0.49005
2015-40,1.30785,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,21.0,0.0,0.0,0.0,50.0,6.0,3.0,0.0,0.0,19.0,12.0,0.0,25.0,7.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,23.0,9.0,0.0,13.0,27.0,0.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,34.0,0.0,5.0,9.0,51.0,0.0,20.0,4.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,15.0,15.0,23.0,12.0,0.0,0.0,15.0,0.0,0.0,30.0,51.0,3.0,7.0,3.0,15.0,0.0,15.0,15.0,4.0,61.0,0.0,0.0,0.0,62.0,0.62855,0.397966,0.689338,0.8449909999999999
2015-41,0.62855,19.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,6.0,0.0,0.0,16.0,16.0,0.0,29.0,0.0,24.0,51.0,0.0,0.0,13.0,0.0,0.0,50.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,20.0,20.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,5.0,11.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0,17.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,59.0,4.0,8.0,4.0,17.0,17.0,18.0,35.0,2.0,74.0,0.0,0.0,8.0,50.0,0.397966,0.488183,0.660979,0.721364
2015-42,0.397966,19.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,6.0,0.0,0.0,16.0,16.0,0.0,29.0,0.0,24.0,51.0,0.0,0.0,13.0,0.0,0.0,50.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,20.0,20.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,5.0,11.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0,17.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,59.0,4.0,8.0,4.0,17.0,17.0,18.0,35.0,2.0,74.0,0.0,0.0,8.0,50.0,0.488183,0.689338,0.663507,0.96706
2015-43,0.488183,19.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,6.0,0.0,0.0,16.0,16.0,0.0,29.0,0.0,24.0,51.0,0.0,0.0,13.0,0.0,0.0,50.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,20.0,20.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,5.0,11.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0,17.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,59.0,4.0,8.0,4.0,17.0,17.0,18.0,35.0,2.0,74.0,0.0,0.0,8.0,50.0,0.689338,0.660979,0.49005,1.04183
2015-44,0.689338,19.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,6.0,0.0,0.0,16.0,16.0,0.0,29.0,0.0,24.0,51.0,0.0,0.0,13.0,0.0,0.0,50.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,20.0,20.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,5.0,11.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0,17.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,59.0,4.0,8.0,4.0,17.0,17.0,18.0,35.0,2.0,74.0,0.0,0.0,8.0,50.0,0.660979,0.663507,0.8449909999999999,1.2116
2015-45,0.660979,24.0,26.0,0.0,0.0,0.0,0.0,15.0,15.0,29.0,20.0,31.0,0.0,0.0,0.0,72.0,5.0,3.0,0.0,0.0,26.0,26.0,0.0,21.0,0.0,28.0,33.0,0.0,0.0,11.0,0.0,14.0,50.0,14.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,22.0,67.0,9.0,9.0,9.0,100.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,17.0,23.0,0.0,34.0,30.0,0.0,0.0,30.0,59.0,0.0,5.0,0.0,45.0,22.0,0.0,15.0,1.0,77.0,0.0,0.0,0.0,47.0,0.663507,0.49005,0.721364,1.43746
2015-46,0.663507,24.0,26.0,0.0,0.0,0.0,0.0,15.0,15.0,29.0,20.0,31.0,0.0,0.0,0.0,72.0,5.0,3.0,0.0,0.0,26.0,26.0,0.0,21.0,0.0,28.0,33.0,0.0,0.0,11.0,0.0,14.0,50.0,14.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,22.0,67.0,9.0,9.0,9.0,100.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,17.0,23.0,0.0,34.0,30.0,0.0,0.0,30.0,59.0,0.0,5.0,0.0,45.0,22.0,0.0,15.0,1.0,77.0,0.0,0.0,0.0,47.0,0.49005,0.8449909999999999,0.96706,1.18955
2015-47,0.49005,24.0,26.0,0.0,0.0,0.0,0.0,15.0,15.0,29.0,20.0,31.0,0.0,0.0,0.0,72.0,5.0,3.0,0.0,0.0,26.0,26.0,0.0,21.0,0.0,28.0,33.0,0.0,0.0,11.0,0.0,14.0,50.0,14.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,22.0,67.0,9.0,9.0,9.0,100.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,17.0,23.0,0.0,34.0,30.0,0.0,0.0,30.0,59.0,0.0,5.0,0.0,45.0,22.0,0.0,15.0,1.0,77.0,0.0,0.0,0.0,47.0,0.8449909999999999,0.721364,1.04183,0.9095770000000001
2015-48,0.8449909999999999,24.0,26.0,0.0,0.0,0.0,0.0,15.0,15.0,29.0,20.0,31.0,0.0,0.0,0.0,72.0,5.0,3.0,0.0,0.0,26.0,26.0,0.0,21.0,0.0,28.0,33.0,0.0,0.0,11.0,0.0,14.0,50.0,14.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,22.0,67.0,9.0,9.0,9.0,100.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,17.0,23.0,0.0,34.0,30.0,0.0,0.0,30.0,59.0,0.0,5.0,0.0,45.0,22.0,0.0,15.0,1.0,77.0,0.0,0.0,0.0,47.0,0.721364,0.96706,1.2116,1.23082
2015-49,0.721364,24.0,26.0,0.0,0.0,0.0,0.0,15.0,15.0,29.0,20.0,31.0,0.0,0.0,0.0,72.0,5.0,3.0,0.0,0.0,26.0,26.0,0.0,21.0,0.0,28.0,33.0,0.0,0.0,11.0,0.0,14.0,50.0,14.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,45.0,0.0,0.0,22.0,67.0,9.0,9.0,9.0,100.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,17.0,23.0,0.0,34.0,30.0,0.0,0.0,30.0,59.0,0.0,5.0,0.0,45.0,22.0,0.0,15.0,1.0,77.0,0.0,0.0,0.0,47.0,0.96706,1.04183,1.43746,1.1969100000000001
2015-50,0.96706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,37.0,0.0,0.0,0.0,47.0,3.0,4.0,0.0,0.0,12.0,14.0,0.0,13.0,0.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,43.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,32.0,36.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,81.0,4.0,4.0,4.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,21.0,14.0,0.0,14.0,13.0,43.0,0.0,3.0,0.0,0.0,14.0,0.0,14.0,0.0,81.0,0.0,0.0,0.0,52.0,1.04183,1.2116,1.18955,1.38714
