date,ohio_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,flu ohio,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu and fever,flu care,flu in ohio,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,fever,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2013-10,1.1089,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,1.17899,0.8232709999999999,0.8813559999999999,0.384353
2013-11,1.17899,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,0.8232709999999999,0.8668450000000001,0.625,0.358543
2013-12,0.8232709999999999,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,0.8668450000000001,0.8813559999999999,0.496079,0.188147
2013-13,0.8668450000000001,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,0.8813559999999999,0.625,0.428266,0.325998
2013-14,0.8813559999999999,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,0.625,0.496079,0.384353,0.527929
2013-15,0.625,8.0,17.0,17.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,9.0,0.0,4.0,0.0,8.0,8.0,16.0,0.0,49.0,0.0,5.0,1.0,2.0,0.0,0.0,8.0,0.0,10.0,0.0,19.0,27.0,5.0,0.0,4.0,0.0,4.0,8.0,0.0,57.0,19.0,0.0,18.0,0.0,14.0,4.0,7.0,14.0,0.0,4.0,3.0,0.0,5.0,3.0,54.0,0.0,0.0,1.0,16.0,6.0,6.0,6.0,12.0,0.0,3.0,4.0,4.0,3.0,7.0,3.0,0.0,14.0,22.0,16.0,16.0,5.0,8.0,0.0,0.0,0.0,47.0,0.496079,0.428266,0.358543,0.26942699999999997
2013-16,0.496079,8.0,17.0,17.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,9.0,0.0,4.0,0.0,8.0,8.0,16.0,0.0,49.0,0.0,5.0,1.0,2.0,0.0,0.0,8.0,0.0,10.0,0.0,19.0,27.0,5.0,0.0,4.0,0.0,4.0,8.0,0.0,57.0,19.0,0.0,18.0,0.0,14.0,4.0,7.0,14.0,0.0,4.0,3.0,0.0,5.0,3.0,54.0,0.0,0.0,1.0,16.0,6.0,6.0,6.0,12.0,0.0,3.0,4.0,4.0,3.0,7.0,3.0,0.0,14.0,22.0,16.0,16.0,5.0,8.0,0.0,0.0,0.0,47.0,0.428266,0.384353,0.188147,0.245523
2013-17,0.428266,8.0,17.0,17.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,9.0,0.0,4.0,0.0,8.0,8.0,16.0,0.0,49.0,0.0,5.0,1.0,2.0,0.0,0.0,8.0,0.0,10.0,0.0,19.0,27.0,5.0,0.0,4.0,0.0,4.0,8.0,0.0,57.0,19.0,0.0,18.0,0.0,14.0,4.0,7.0,14.0,0.0,4.0,3.0,0.0,5.0,3.0,54.0,0.0,0.0,1.0,16.0,6.0,6.0,6.0,12.0,0.0,3.0,4.0,4.0,3.0,7.0,3.0,0.0,14.0,22.0,16.0,16.0,5.0,8.0,0.0,0.0,0.0,47.0,0.384353,0.358543,0.325998,0.396264
2013-18,0.384353,8.0,17.0,17.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,9.0,0.0,4.0,0.0,8.0,8.0,16.0,0.0,49.0,0.0,5.0,1.0,2.0,0.0,0.0,8.0,0.0,10.0,0.0,19.0,27.0,5.0,0.0,4.0,0.0,4.0,8.0,0.0,57.0,19.0,0.0,18.0,0.0,14.0,4.0,7.0,14.0,0.0,4.0,3.0,0.0,5.0,3.0,54.0,0.0,0.0,1.0,16.0,6.0,6.0,6.0,12.0,0.0,3.0,4.0,4.0,3.0,7.0,3.0,0.0,14.0,22.0,16.0,16.0,5.0,8.0,0.0,0.0,0.0,47.0,0.358543,0.188147,0.527929,0.31851399999999996
2013-19,0.358543,5.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,29.0,10.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,29.0,43.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,20.0,0.0,0.0,13.0,0.0,15.0,0.0,1.0,7.0,0.0,5.0,3.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,12.0,14.0,15.0,9.0,6.0,6.0,0.0,0.0,0.0,53.0,0.188147,0.325998,0.26942699999999997,0.129486
2013-20,0.188147,5.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,29.0,10.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,29.0,43.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,20.0,0.0,0.0,13.0,0.0,15.0,0.0,1.0,7.0,0.0,5.0,3.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,12.0,14.0,15.0,9.0,6.0,6.0,0.0,0.0,0.0,53.0,0.325998,0.527929,0.245523,0.328431
2013-21,0.325998,5.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,29.0,10.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,29.0,43.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,20.0,0.0,0.0,13.0,0.0,15.0,0.0,1.0,7.0,0.0,5.0,3.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,12.0,14.0,15.0,9.0,6.0,6.0,0.0,0.0,0.0,53.0,0.527929,0.26942699999999997,0.396264,0.08595989999999999
2013-22,0.527929,5.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,29.0,10.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,29.0,43.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,20.0,0.0,0.0,13.0,0.0,15.0,0.0,1.0,7.0,0.0,5.0,3.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,12.0,14.0,15.0,9.0,6.0,6.0,0.0,0.0,0.0,53.0,0.26942699999999997,0.245523,0.31851399999999996,0.180505
2013-23,0.26942699999999997,4.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,59.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,8.0,32.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,57.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,19.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.245523,0.396264,0.129486,0.37404699999999996
2013-24,0.245523,4.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,59.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,8.0,32.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,57.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,19.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.396264,0.31851399999999996,0.328431,0.12651099999999998
2013-25,0.396264,4.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,59.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,8.0,32.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,57.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,19.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.31851399999999996,0.129486,0.08595989999999999,0.309816
2013-26,0.31851399999999996,4.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,59.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,8.0,32.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,57.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,19.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.129486,0.328431,0.180505,0.275482
2013-27,0.129486,4.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0,59.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,8.0,32.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,57.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,19.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,41.0,0.328431,0.08595989999999999,0.37404699999999996,0.299835
2013-28,0.328431,6.0,0.0,17.0,0.0,17.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,0.0,8.0,0.0,8.0,5.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,12.0,4.0,5.0,34.0,0.0,0.0,0.0,0.0,11.0,4.0,19.0,19.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,16.0,11.0,8.0,5.0,11.0,5.0,0.0,3.0,0.0,46.0,0.08595989999999999,0.180505,0.12651099999999998,0.36459600000000003
2013-29,0.08595989999999999,6.0,0.0,17.0,0.0,17.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,0.0,8.0,0.0,8.0,5.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,12.0,4.0,5.0,34.0,0.0,0.0,0.0,0.0,11.0,4.0,19.0,19.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,16.0,11.0,8.0,5.0,11.0,5.0,0.0,3.0,0.0,46.0,0.180505,0.37404699999999996,0.309816,0.322719
2013-30,0.180505,6.0,0.0,17.0,0.0,17.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,0.0,8.0,0.0,8.0,5.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,12.0,4.0,5.0,34.0,0.0,0.0,0.0,0.0,11.0,4.0,19.0,19.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,16.0,11.0,8.0,5.0,11.0,5.0,0.0,3.0,0.0,46.0,0.37404699999999996,0.12651099999999998,0.275482,0.247441
2013-31,0.37404699999999996,6.0,0.0,17.0,0.0,17.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,0.0,8.0,0.0,8.0,5.0,48.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,12.0,4.0,5.0,34.0,0.0,0.0,0.0,0.0,11.0,4.0,19.0,19.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,16.0,11.0,8.0,5.0,11.0,5.0,0.0,3.0,0.0,46.0,0.12651099999999998,0.309816,0.299835,0.723643
2013-32,0.12651099999999998,14.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,26.0,13.0,0.0,9.0,5.0,0.0,0.0,2.0,7.0,25.0,4.0,5.0,0.0,15.0,0.0,8.0,5.0,41.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,4.0,19.0,4.0,15.0,33.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,36.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,1.0,10.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,5.0,26.0,18.0,10.0,8.0,5.0,0.0,0.0,0.0,60.0,0.309816,0.275482,0.36459600000000003,0.478911
2013-33,0.309816,14.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,26.0,13.0,0.0,9.0,5.0,0.0,0.0,2.0,7.0,25.0,4.0,5.0,0.0,15.0,0.0,8.0,5.0,41.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,4.0,19.0,4.0,15.0,33.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,36.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,1.0,10.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,5.0,26.0,18.0,10.0,8.0,5.0,0.0,0.0,0.0,60.0,0.275482,0.299835,0.322719,0.646813
2013-34,0.275482,14.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,26.0,13.0,0.0,9.0,5.0,0.0,0.0,2.0,7.0,25.0,4.0,5.0,0.0,15.0,0.0,8.0,5.0,41.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,4.0,19.0,4.0,15.0,33.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,36.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,1.0,10.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,5.0,26.0,18.0,10.0,8.0,5.0,0.0,0.0,0.0,60.0,0.299835,0.36459600000000003,0.247441,0.525323
2013-35,0.299835,14.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,26.0,13.0,0.0,9.0,5.0,0.0,0.0,2.0,7.0,25.0,4.0,5.0,0.0,15.0,0.0,8.0,5.0,41.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,4.0,19.0,4.0,15.0,33.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,36.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,1.0,10.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,5.0,26.0,18.0,10.0,8.0,5.0,0.0,0.0,0.0,60.0,0.36459600000000003,0.322719,0.723643,0.541415
2013-36,0.36459600000000003,24.0,16.0,16.0,16.0,16.0,17.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,21.0,0.0,0.0,9.0,0.0,0.0,2.0,5.0,16.0,3.0,5.0,0.0,18.0,7.0,7.0,10.0,44.0,5.0,10.0,0.0,55.0,1.0,0.0,4.0,9.0,14.0,7.0,22.0,22.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,16.0,0.0,16.0,4.0,2.0,15.0,5.0,3.0,7.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,20.0,5.0,8.0,5.0,14.0,2.0,7.0,4.0,7.0,5.0,10.0,0.0,5.0,20.0,25.0,20.0,20.0,17.0,7.0,5.0,5.0,0.0,77.0,0.322719,0.247441,0.478911,0.565866
2013-37,0.322719,24.0,16.0,16.0,16.0,16.0,17.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,21.0,0.0,0.0,9.0,0.0,0.0,2.0,5.0,16.0,3.0,5.0,0.0,18.0,7.0,7.0,10.0,44.0,5.0,10.0,0.0,55.0,1.0,0.0,4.0,9.0,14.0,7.0,22.0,22.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,16.0,0.0,16.0,4.0,2.0,15.0,5.0,3.0,7.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,20.0,5.0,8.0,5.0,14.0,2.0,7.0,4.0,7.0,5.0,10.0,0.0,5.0,20.0,25.0,20.0,20.0,17.0,7.0,5.0,5.0,0.0,77.0,0.247441,0.723643,0.646813,0.684692
2013-38,0.247441,24.0,16.0,16.0,16.0,16.0,17.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,21.0,0.0,0.0,9.0,0.0,0.0,2.0,5.0,16.0,3.0,5.0,0.0,18.0,7.0,7.0,10.0,44.0,5.0,10.0,0.0,55.0,1.0,0.0,4.0,9.0,14.0,7.0,22.0,22.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,16.0,0.0,16.0,4.0,2.0,15.0,5.0,3.0,7.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,20.0,5.0,8.0,5.0,14.0,2.0,7.0,4.0,7.0,5.0,10.0,0.0,5.0,20.0,25.0,20.0,20.0,17.0,7.0,5.0,5.0,0.0,77.0,0.723643,0.478911,0.525323,0.71213
2013-39,0.723643,24.0,16.0,16.0,16.0,16.0,17.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,21.0,0.0,0.0,9.0,0.0,0.0,2.0,5.0,16.0,3.0,5.0,0.0,18.0,7.0,7.0,10.0,44.0,5.0,10.0,0.0,55.0,1.0,0.0,4.0,9.0,14.0,7.0,22.0,22.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,16.0,0.0,16.0,4.0,2.0,15.0,5.0,3.0,7.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,20.0,5.0,8.0,5.0,14.0,2.0,7.0,4.0,7.0,5.0,10.0,0.0,5.0,20.0,25.0,20.0,20.0,17.0,7.0,5.0,5.0,0.0,77.0,0.478911,0.646813,0.541415,0.683909
2013-40,0.478911,24.0,16.0,16.0,16.0,16.0,17.0,0.0,1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,21.0,0.0,0.0,9.0,0.0,0.0,2.0,5.0,16.0,3.0,5.0,0.0,18.0,7.0,7.0,10.0,44.0,5.0,10.0,0.0,55.0,1.0,0.0,4.0,9.0,14.0,7.0,22.0,22.0,7.0,0.0,0.0,0.0,9.0,4.0,0.0,26.0,0.0,0.0,16.0,0.0,16.0,4.0,2.0,15.0,5.0,3.0,7.0,0.0,9.0,0.0,50.0,0.0,0.0,1.0,20.0,5.0,8.0,5.0,14.0,2.0,7.0,4.0,7.0,5.0,10.0,0.0,5.0,20.0,25.0,20.0,20.0,17.0,7.0,5.0,5.0,0.0,77.0,0.646813,0.525323,0.565866,0.9772299999999999
