date,ohio_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,flu ohio,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu and fever,flu care,flu in ohio,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,fever,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2012-31,0.0138255,12.0,0.0,20.0,0.0,20.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,16.0,0.0,5.0,8.0,0.0,0.0,1.0,7.0,22.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,18.0,5.0,15.0,31.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,9.0,1.0,13.0,6.0,80.0,6.0,3.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,6.0,6.0,15.0,0.0,6.0,6.0,0.0,3.0,0.0,60.0,0.190269,0.06310740000000001,0.301902,0.49830399999999997
2012-32,0.190269,16.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,51.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,16.0,22.0,3.0,7.0,0.0,13.0,0.0,9.0,12.0,48.0,0.0,18.0,1.0,24.0,0.0,0.0,4.0,9.0,15.0,0.0,30.0,24.0,6.0,0.0,0.0,4.0,13.0,0.0,21.0,64.0,0.0,0.0,22.0,0.0,22.0,0.0,3.0,14.0,0.0,21.0,6.0,0.0,6.0,0.0,48.0,1.0,0.0,1.0,12.0,6.0,6.0,6.0,9.0,0.0,0.0,9.0,3.0,0.0,7.0,3.0,12.0,18.0,18.0,15.0,12.0,6.0,6.0,6.0,0.0,0.0,72.0,0.06310740000000001,0.19691199999999998,0.297018,0.9194889999999999
2012-33,0.06310740000000001,16.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,51.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,16.0,22.0,3.0,7.0,0.0,13.0,0.0,9.0,12.0,48.0,0.0,18.0,1.0,24.0,0.0,0.0,4.0,9.0,15.0,0.0,30.0,24.0,6.0,0.0,0.0,4.0,13.0,0.0,21.0,64.0,0.0,0.0,22.0,0.0,22.0,0.0,3.0,14.0,0.0,21.0,6.0,0.0,6.0,0.0,48.0,1.0,0.0,1.0,12.0,6.0,6.0,6.0,9.0,0.0,0.0,9.0,3.0,0.0,7.0,3.0,12.0,18.0,18.0,15.0,12.0,6.0,6.0,6.0,0.0,0.0,72.0,0.19691199999999998,0.301902,0.367607,0.754795
2012-34,0.19691199999999998,16.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,51.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,16.0,22.0,3.0,7.0,0.0,13.0,0.0,9.0,12.0,48.0,0.0,18.0,1.0,24.0,0.0,0.0,4.0,9.0,15.0,0.0,30.0,24.0,6.0,0.0,0.0,4.0,13.0,0.0,21.0,64.0,0.0,0.0,22.0,0.0,22.0,0.0,3.0,14.0,0.0,21.0,6.0,0.0,6.0,0.0,48.0,1.0,0.0,1.0,12.0,6.0,6.0,6.0,9.0,0.0,0.0,9.0,3.0,0.0,7.0,3.0,12.0,18.0,18.0,15.0,12.0,6.0,6.0,6.0,0.0,0.0,72.0,0.301902,0.297018,0.482625,0.864975
2012-35,0.301902,16.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,51.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,1.0,16.0,22.0,3.0,7.0,0.0,13.0,0.0,9.0,12.0,48.0,0.0,18.0,1.0,24.0,0.0,0.0,4.0,9.0,15.0,0.0,30.0,24.0,6.0,0.0,0.0,4.0,13.0,0.0,21.0,64.0,0.0,0.0,22.0,0.0,22.0,0.0,3.0,14.0,0.0,21.0,6.0,0.0,6.0,0.0,48.0,1.0,0.0,1.0,12.0,6.0,6.0,6.0,9.0,0.0,0.0,9.0,3.0,0.0,7.0,3.0,12.0,18.0,18.0,15.0,12.0,6.0,6.0,6.0,0.0,0.0,72.0,0.297018,0.367607,0.49830399999999997,0.8635079999999999
2012-36,0.297018,21.0,0.0,17.0,0.0,17.0,16.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,54.0,14.0,23.0,0.0,5.0,10.0,1.0,0.0,2.0,10.0,19.0,1.0,7.0,0.0,20.0,0.0,16.0,0.0,33.0,0.0,27.0,0.0,41.0,0.0,0.0,12.0,8.0,24.0,10.0,8.0,43.0,0.0,0.0,0.0,0.0,14.0,6.0,38.0,38.0,0.0,0.0,10.0,0.0,10.0,4.0,5.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,74.0,0.0,0.0,2.0,11.0,0.0,17.0,6.0,7.0,8.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,19.0,25.0,33.0,11.0,11.0,8.0,0.0,9.0,0.0,59.0,0.367607,0.482625,0.9194889999999999,0.804787
2012-37,0.367607,21.0,0.0,17.0,0.0,17.0,16.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,54.0,14.0,23.0,0.0,5.0,10.0,1.0,0.0,2.0,10.0,19.0,1.0,7.0,0.0,20.0,0.0,16.0,0.0,33.0,0.0,27.0,0.0,41.0,0.0,0.0,12.0,8.0,24.0,10.0,8.0,43.0,0.0,0.0,0.0,0.0,14.0,6.0,38.0,38.0,0.0,0.0,10.0,0.0,10.0,4.0,5.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,74.0,0.0,0.0,2.0,11.0,0.0,17.0,6.0,7.0,8.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,19.0,25.0,33.0,11.0,11.0,8.0,0.0,9.0,0.0,59.0,0.482625,0.49830399999999997,0.754795,0.9230370000000001
2012-38,0.482625,21.0,0.0,17.0,0.0,17.0,16.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,54.0,14.0,23.0,0.0,5.0,10.0,1.0,0.0,2.0,10.0,19.0,1.0,7.0,0.0,20.0,0.0,16.0,0.0,33.0,0.0,27.0,0.0,41.0,0.0,0.0,12.0,8.0,24.0,10.0,8.0,43.0,0.0,0.0,0.0,0.0,14.0,6.0,38.0,38.0,0.0,0.0,10.0,0.0,10.0,4.0,5.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,74.0,0.0,0.0,2.0,11.0,0.0,17.0,6.0,7.0,8.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,19.0,25.0,33.0,11.0,11.0,8.0,0.0,9.0,0.0,59.0,0.49830399999999997,0.9194889999999999,0.864975,0.9713350000000001
2012-39,0.49830399999999997,21.0,0.0,17.0,0.0,17.0,16.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,54.0,14.0,23.0,0.0,5.0,10.0,1.0,0.0,2.0,10.0,19.0,1.0,7.0,0.0,20.0,0.0,16.0,0.0,33.0,0.0,27.0,0.0,41.0,0.0,0.0,12.0,8.0,24.0,10.0,8.0,43.0,0.0,0.0,0.0,0.0,14.0,6.0,38.0,38.0,0.0,0.0,10.0,0.0,10.0,4.0,5.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,74.0,0.0,0.0,2.0,11.0,0.0,17.0,6.0,7.0,8.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,19.0,25.0,33.0,11.0,11.0,8.0,0.0,9.0,0.0,59.0,0.9194889999999999,0.754795,0.8635079999999999,1.6437
2012-40,0.9194889999999999,21.0,0.0,17.0,0.0,17.0,16.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,54.0,14.0,23.0,0.0,5.0,10.0,1.0,0.0,2.0,10.0,19.0,1.0,7.0,0.0,20.0,0.0,16.0,0.0,33.0,0.0,27.0,0.0,41.0,0.0,0.0,12.0,8.0,24.0,10.0,8.0,43.0,0.0,0.0,0.0,0.0,14.0,6.0,38.0,38.0,0.0,0.0,10.0,0.0,10.0,4.0,5.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,74.0,0.0,0.0,2.0,11.0,0.0,17.0,6.0,7.0,8.0,0.0,10.0,3.0,0.0,3.0,0.0,5.0,19.0,25.0,33.0,11.0,11.0,8.0,0.0,9.0,0.0,59.0,0.754795,0.864975,0.804787,1.6207
2012-41,0.754795,18.0,0.0,0.0,18.0,18.0,14.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,57.0,19.0,28.0,0.0,0.0,10.0,1.0,0.0,3.0,8.0,8.0,0.0,8.0,0.0,21.0,8.0,8.0,6.0,61.0,0.0,17.0,1.0,25.0,0.0,0.0,8.0,4.0,12.0,8.0,19.0,39.0,6.0,0.0,8.0,4.0,12.0,8.0,0.0,20.0,39.0,0.0,16.0,0.0,25.0,16.0,8.0,25.0,4.0,5.0,3.0,0.0,8.0,0.0,53.0,0.0,0.0,2.0,0.0,6.0,34.0,6.0,10.0,6.0,6.0,10.0,6.0,3.0,14.0,3.0,0.0,45.0,14.0,20.0,0.0,11.0,23.0,0.0,0.0,6.0,36.0,0.864975,0.8635079999999999,0.9230370000000001,2.27431
2012-42,0.864975,18.0,0.0,0.0,18.0,18.0,14.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,57.0,19.0,28.0,0.0,0.0,10.0,1.0,0.0,3.0,8.0,8.0,0.0,8.0,0.0,21.0,8.0,8.0,6.0,61.0,0.0,17.0,1.0,25.0,0.0,0.0,8.0,4.0,12.0,8.0,19.0,39.0,6.0,0.0,8.0,4.0,12.0,8.0,0.0,20.0,39.0,0.0,16.0,0.0,25.0,16.0,8.0,25.0,4.0,5.0,3.0,0.0,8.0,0.0,53.0,0.0,0.0,2.0,0.0,6.0,34.0,6.0,10.0,6.0,6.0,10.0,6.0,3.0,14.0,3.0,0.0,45.0,14.0,20.0,0.0,11.0,23.0,0.0,0.0,6.0,36.0,0.8635079999999999,0.804787,0.9713350000000001,2.99779
2012-43,0.8635079999999999,18.0,0.0,0.0,18.0,18.0,14.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,57.0,19.0,28.0,0.0,0.0,10.0,1.0,0.0,3.0,8.0,8.0,0.0,8.0,0.0,21.0,8.0,8.0,6.0,61.0,0.0,17.0,1.0,25.0,0.0,0.0,8.0,4.0,12.0,8.0,19.0,39.0,6.0,0.0,8.0,4.0,12.0,8.0,0.0,20.0,39.0,0.0,16.0,0.0,25.0,16.0,8.0,25.0,4.0,5.0,3.0,0.0,8.0,0.0,53.0,0.0,0.0,2.0,0.0,6.0,34.0,6.0,10.0,6.0,6.0,10.0,6.0,3.0,14.0,3.0,0.0,45.0,14.0,20.0,0.0,11.0,23.0,0.0,0.0,6.0,36.0,0.804787,0.9230370000000001,1.6437,4.87248
2012-44,0.804787,18.0,0.0,0.0,18.0,18.0,14.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,57.0,19.0,28.0,0.0,0.0,10.0,1.0,0.0,3.0,8.0,8.0,0.0,8.0,0.0,21.0,8.0,8.0,6.0,61.0,0.0,17.0,1.0,25.0,0.0,0.0,8.0,4.0,12.0,8.0,19.0,39.0,6.0,0.0,8.0,4.0,12.0,8.0,0.0,20.0,39.0,0.0,16.0,0.0,25.0,16.0,8.0,25.0,4.0,5.0,3.0,0.0,8.0,0.0,53.0,0.0,0.0,2.0,0.0,6.0,34.0,6.0,10.0,6.0,6.0,10.0,6.0,3.0,14.0,3.0,0.0,45.0,14.0,20.0,0.0,11.0,23.0,0.0,0.0,6.0,36.0,0.9230370000000001,0.9713350000000001,1.6207,5.3116699999999994
2012-45,0.9230370000000001,32.0,18.0,18.0,0.0,0.0,31.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,55.0,43.0,43.0,5.0,5.0,29.0,1.0,0.0,8.0,22.0,27.0,4.0,15.0,0.0,38.0,8.0,17.0,17.0,69.0,6.0,17.0,1.0,28.0,0.0,1.0,10.0,4.0,29.0,6.0,20.0,54.0,11.0,6.0,8.0,8.0,23.0,27.0,70.0,40.0,40.0,20.0,29.0,4.0,57.0,19.0,11.0,53.0,17.0,4.0,8.0,3.0,41.0,0.0,63.0,1.0,0.0,4.0,23.0,12.0,32.0,9.0,27.0,0.0,10.0,17.0,6.0,9.0,35.0,3.0,14.0,37.0,43.0,32.0,23.0,35.0,20.0,0.0,6.0,12.0,62.0,0.9713350000000001,1.6437,2.27431,3.6794300000000004
2012-46,0.9713350000000001,32.0,18.0,18.0,0.0,0.0,31.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,55.0,43.0,43.0,5.0,5.0,29.0,1.0,0.0,8.0,22.0,27.0,4.0,15.0,0.0,38.0,8.0,17.0,17.0,69.0,6.0,17.0,1.0,28.0,0.0,1.0,10.0,4.0,29.0,6.0,20.0,54.0,11.0,6.0,8.0,8.0,23.0,27.0,70.0,40.0,40.0,20.0,29.0,4.0,57.0,19.0,11.0,53.0,17.0,4.0,8.0,3.0,41.0,0.0,63.0,1.0,0.0,4.0,23.0,12.0,32.0,9.0,27.0,0.0,10.0,17.0,6.0,9.0,35.0,3.0,14.0,37.0,43.0,32.0,23.0,35.0,20.0,0.0,6.0,12.0,62.0,1.6437,1.6207,2.99779,2.89587
2012-47,1.6437,32.0,18.0,18.0,0.0,0.0,31.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,55.0,43.0,43.0,5.0,5.0,29.0,1.0,0.0,8.0,22.0,27.0,4.0,15.0,0.0,38.0,8.0,17.0,17.0,69.0,6.0,17.0,1.0,28.0,0.0,1.0,10.0,4.0,29.0,6.0,20.0,54.0,11.0,6.0,8.0,8.0,23.0,27.0,70.0,40.0,40.0,20.0,29.0,4.0,57.0,19.0,11.0,53.0,17.0,4.0,8.0,3.0,41.0,0.0,63.0,1.0,0.0,4.0,23.0,12.0,32.0,9.0,27.0,0.0,10.0,17.0,6.0,9.0,35.0,3.0,14.0,37.0,43.0,32.0,23.0,35.0,20.0,0.0,6.0,12.0,62.0,1.6207,2.27431,4.87248,3.00585
2012-48,1.6207,32.0,18.0,18.0,0.0,0.0,31.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,55.0,43.0,43.0,5.0,5.0,29.0,1.0,0.0,8.0,22.0,27.0,4.0,15.0,0.0,38.0,8.0,17.0,17.0,69.0,6.0,17.0,1.0,28.0,0.0,1.0,10.0,4.0,29.0,6.0,20.0,54.0,11.0,6.0,8.0,8.0,23.0,27.0,70.0,40.0,40.0,20.0,29.0,4.0,57.0,19.0,11.0,53.0,17.0,4.0,8.0,3.0,41.0,0.0,63.0,1.0,0.0,4.0,23.0,12.0,32.0,9.0,27.0,0.0,10.0,17.0,6.0,9.0,35.0,3.0,14.0,37.0,43.0,32.0,23.0,35.0,20.0,0.0,6.0,12.0,62.0,2.27431,2.99779,5.3116699999999994,2.65128
2012-49,2.27431,14.0,0.0,0.0,38.0,0.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,68.0,10.0,25.0,0.0,0.0,12.0,1.0,0.0,2.0,9.0,12.0,3.0,6.0,0.0,13.0,13.0,0.0,18.0,71.0,0.0,30.0,1.0,8.0,1.0,0.0,9.0,7.0,4.0,7.0,12.0,35.0,0.0,0.0,0.0,0.0,6.0,9.0,31.0,0.0,0.0,0.0,26.0,4.0,20.0,13.0,4.0,40.0,4.0,6.0,0.0,0.0,11.0,0.0,52.0,0.0,0.0,1.0,12.0,6.0,12.0,0.0,10.0,3.0,3.0,10.0,0.0,0.0,13.0,0.0,0.0,45.0,30.0,21.0,12.0,24.0,6.0,0.0,6.0,0.0,55.0,2.99779,4.87248,3.6794300000000004,2.02597
2012-50,2.99779,14.0,0.0,0.0,38.0,0.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,68.0,10.0,25.0,0.0,0.0,12.0,1.0,0.0,2.0,9.0,12.0,3.0,6.0,0.0,13.0,13.0,0.0,18.0,71.0,0.0,30.0,1.0,8.0,1.0,0.0,9.0,7.0,4.0,7.0,12.0,35.0,0.0,0.0,0.0,0.0,6.0,9.0,31.0,0.0,0.0,0.0,26.0,4.0,20.0,13.0,4.0,40.0,4.0,6.0,0.0,0.0,11.0,0.0,52.0,0.0,0.0,1.0,12.0,6.0,12.0,0.0,10.0,3.0,3.0,10.0,0.0,0.0,13.0,0.0,0.0,45.0,30.0,21.0,12.0,24.0,6.0,0.0,6.0,0.0,55.0,4.87248,5.3116699999999994,2.89587,1.68523
2012-51,4.87248,14.0,0.0,0.0,38.0,0.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,68.0,10.0,25.0,0.0,0.0,12.0,1.0,0.0,2.0,9.0,12.0,3.0,6.0,0.0,13.0,13.0,0.0,18.0,71.0,0.0,30.0,1.0,8.0,1.0,0.0,9.0,7.0,4.0,7.0,12.0,35.0,0.0,0.0,0.0,0.0,6.0,9.0,31.0,0.0,0.0,0.0,26.0,4.0,20.0,13.0,4.0,40.0,4.0,6.0,0.0,0.0,11.0,0.0,52.0,0.0,0.0,1.0,12.0,6.0,12.0,0.0,10.0,3.0,3.0,10.0,0.0,0.0,13.0,0.0,0.0,45.0,30.0,21.0,12.0,24.0,6.0,0.0,6.0,0.0,55.0,5.3116699999999994,3.6794300000000004,3.00585,1.50813
2012-52,5.3116699999999994,14.0,0.0,0.0,38.0,0.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,68.0,10.0,25.0,0.0,0.0,12.0,1.0,0.0,2.0,9.0,12.0,3.0,6.0,0.0,13.0,13.0,0.0,18.0,71.0,0.0,30.0,1.0,8.0,1.0,0.0,9.0,7.0,4.0,7.0,12.0,35.0,0.0,0.0,0.0,0.0,6.0,9.0,31.0,0.0,0.0,0.0,26.0,4.0,20.0,13.0,4.0,40.0,4.0,6.0,0.0,0.0,11.0,0.0,52.0,0.0,0.0,1.0,12.0,6.0,12.0,0.0,10.0,3.0,3.0,10.0,0.0,0.0,13.0,0.0,0.0,45.0,30.0,21.0,12.0,24.0,6.0,0.0,6.0,0.0,55.0,3.6794300000000004,2.89587,2.65128,2.11968
2013-01,3.6794300000000004,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,2.89587,3.00585,2.02597,1.58579
2013-02,2.89587,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,3.00585,2.65128,1.68523,1.1089
2013-03,3.00585,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,2.65128,2.02597,1.50813,1.17899
2013-04,2.65128,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,2.02597,1.68523,2.11968,0.8232709999999999
2013-05,2.02597,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,1.68523,1.50813,1.58579,0.8668450000000001
2013-06,1.68523,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,1.50813,2.11968,1.1089,0.8813559999999999
2013-07,1.50813,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,2.11968,1.58579,1.17899,0.625
2013-08,2.11968,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,1.58579,1.1089,0.8232709999999999,0.496079
2013-09,1.58579,12.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,5.0,1.0,3.0,0.0,16.0,0.0,12.0,5.0,48.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,6.0,8.0,26.0,50.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,37.0,0.0,0.0,10.0,0.0,19.0,12.0,4.0,38.0,5.0,4.0,3.0,0.0,8.0,3.0,57.0,1.0,0.0,1.0,5.0,11.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,0.0,6.0,0.0,0.0,19.0,11.0,13.0,5.0,21.0,11.0,0.0,0.0,0.0,72.0,1.1089,1.17899,0.8668450000000001,0.428266
