date,alabama_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,flu test,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,tamiflu,treatment for flu,taking temperature,exposed to flu,flu length,flu alabama,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu in alabama,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2014-23,1.26949,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.3166200000000001,0.9358290000000001,0.9074770000000001,0.648324
2014-24,1.3166200000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.9358290000000001,0.923861,0.728079,1.0201
2014-25,0.9358290000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.923861,0.9074770000000001,0.758799,1.28946
2014-26,0.923861,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.9074770000000001,0.728079,0.881921,1.56935
2014-27,0.9074770000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.728079,0.758799,0.648324,1.71348
2014-28,0.728079,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,3.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,13.0,9.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,46.0,0.758799,0.881921,1.0201,1.8173599999999999
2014-29,0.758799,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,3.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,13.0,9.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,46.0,0.881921,0.648324,1.28946,1.75595
2014-30,0.881921,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,3.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,13.0,9.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,46.0,0.648324,1.0201,1.56935,2.12647
2014-31,0.648324,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,3.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,13.0,9.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,46.0,1.0201,1.28946,1.71348,2.04542
2014-32,1.0201,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,17.0,0.0,2.0,38.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,10.0,32.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,43.0,0.0,9.0,9.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,26.0,0.0,6.0,10.0,0.0,0.0,6.0,11.0,0.0,6.0,0.0,44.0,1.28946,1.56935,1.8173599999999999,1.73174
2014-33,1.28946,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,17.0,0.0,2.0,38.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,10.0,32.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,43.0,0.0,9.0,9.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,26.0,0.0,6.0,10.0,0.0,0.0,6.0,11.0,0.0,6.0,0.0,44.0,1.56935,1.71348,1.75595,2.0662700000000003
2014-34,1.56935,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,17.0,0.0,2.0,38.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,10.0,32.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,43.0,0.0,9.0,9.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,26.0,0.0,6.0,10.0,0.0,0.0,6.0,11.0,0.0,6.0,0.0,44.0,1.71348,1.8173599999999999,2.12647,1.7350400000000001
2014-35,1.71348,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,17.0,0.0,2.0,38.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,10.0,32.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,43.0,0.0,9.0,9.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,26.0,0.0,6.0,10.0,0.0,0.0,6.0,11.0,0.0,6.0,0.0,44.0,1.8173599999999999,1.75595,2.04542,1.8387
2014-36,1.8173599999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,17.0,0.0,2.0,38.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,10.0,32.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,43.0,0.0,9.0,9.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,26.0,0.0,6.0,10.0,0.0,0.0,6.0,11.0,0.0,6.0,0.0,44.0,1.75595,2.12647,1.73174,2.11822
2014-37,1.75595,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,26.0,0.0,14.0,6.0,11.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,10.0,10.0,42.0,0.0,4.0,4.0,0.0,89.0,0.0,0.0,22.0,9.0,0.0,9.0,3.0,10.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,28.0,0.0,6.0,9.0,0.0,3.0,0.0,9.0,0.0,6.0,8.0,43.0,2.12647,2.04542,2.0662700000000003,2.5133
2014-38,2.12647,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,26.0,0.0,14.0,6.0,11.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,10.0,10.0,42.0,0.0,4.0,4.0,0.0,89.0,0.0,0.0,22.0,9.0,0.0,9.0,3.0,10.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,28.0,0.0,6.0,9.0,0.0,3.0,0.0,9.0,0.0,6.0,8.0,43.0,2.04542,1.73174,1.7350400000000001,3.9553300000000013
2014-39,2.04542,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,26.0,0.0,14.0,6.0,11.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,10.0,10.0,42.0,0.0,4.0,4.0,0.0,89.0,0.0,0.0,22.0,9.0,0.0,9.0,3.0,10.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,28.0,0.0,6.0,9.0,0.0,3.0,0.0,9.0,0.0,6.0,8.0,43.0,1.73174,2.0662700000000003,1.8387,5.70089
2014-40,1.73174,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,26.0,0.0,14.0,6.0,11.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,10.0,10.0,42.0,0.0,4.0,4.0,0.0,89.0,0.0,0.0,22.0,9.0,0.0,9.0,3.0,10.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,28.0,0.0,6.0,9.0,0.0,3.0,0.0,9.0,0.0,6.0,8.0,43.0,2.0662700000000003,1.7350400000000001,2.11822,7.2621600000000015
2014-41,2.0662700000000003,13.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,20.0,20.0,0.0,20.0,0.0,2.0,43.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,11.0,5.0,0.0,5.0,0.0,0.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,17.0,17.0,16.0,7.0,5.0,14.0,0.0,68.0,0.0,0.0,20.0,10.0,10.0,20.0,4.0,17.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,3.0,8.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,47.0,1.7350400000000001,1.8387,2.5133,5.01346
2014-42,1.7350400000000001,13.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,20.0,20.0,0.0,20.0,0.0,2.0,43.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,11.0,5.0,0.0,5.0,0.0,0.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,17.0,17.0,16.0,7.0,5.0,14.0,0.0,68.0,0.0,0.0,20.0,10.0,10.0,20.0,4.0,17.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,3.0,8.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,47.0,1.8387,2.11822,3.9553300000000013,10.1072
2014-43,1.8387,13.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,20.0,20.0,0.0,20.0,0.0,2.0,43.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,11.0,5.0,0.0,5.0,0.0,0.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,17.0,17.0,16.0,7.0,5.0,14.0,0.0,68.0,0.0,0.0,20.0,10.0,10.0,20.0,4.0,17.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,3.0,8.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,47.0,2.11822,2.5133,5.70089,15.3305
2014-44,2.11822,13.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,20.0,20.0,0.0,20.0,0.0,2.0,43.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,11.0,5.0,0.0,5.0,0.0,0.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,17.0,17.0,16.0,7.0,5.0,14.0,0.0,68.0,0.0,0.0,20.0,10.0,10.0,20.0,4.0,17.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,3.0,8.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,47.0,2.5133,3.9553300000000013,7.2621600000000015,19.4177
2014-45,2.5133,27.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,15.0,0.0,20.0,0.0,30.0,2.0,3.0,73.0,22.0,2.0,0.0,0.0,30.0,2.0,0.0,38.0,6.0,21.0,41.0,47.0,0.0,25.0,0.0,54.0,5.0,0.0,39.0,70.0,15.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,24.0,21.0,24.0,12.0,0.0,0.0,18.0,18.0,34.0,13.0,25.0,29.0,18.0,9.0,13.0,54.0,0.0,70.0,1.0,1.0,77.0,29.0,10.0,58.0,5.0,25.0,9.0,11.0,39.0,1.0,1.0,2.0,0.0,7.0,64.0,8.0,13.0,10.0,3.0,10.0,19.0,6.0,0.0,13.0,8.0,46.0,3.9553300000000013,5.70089,5.01346,11.2212
2014-46,3.9553300000000013,27.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,15.0,0.0,20.0,0.0,30.0,2.0,3.0,73.0,22.0,2.0,0.0,0.0,30.0,2.0,0.0,38.0,6.0,21.0,41.0,47.0,0.0,25.0,0.0,54.0,5.0,0.0,39.0,70.0,15.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,24.0,21.0,24.0,12.0,0.0,0.0,18.0,18.0,34.0,13.0,25.0,29.0,18.0,9.0,13.0,54.0,0.0,70.0,1.0,1.0,77.0,29.0,10.0,58.0,5.0,25.0,9.0,11.0,39.0,1.0,1.0,2.0,0.0,7.0,64.0,8.0,13.0,10.0,3.0,10.0,19.0,6.0,0.0,13.0,8.0,46.0,5.70089,7.2621600000000015,10.1072,5.4291599999999995
2014-47,5.70089,27.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,15.0,0.0,20.0,0.0,30.0,2.0,3.0,73.0,22.0,2.0,0.0,0.0,30.0,2.0,0.0,38.0,6.0,21.0,41.0,47.0,0.0,25.0,0.0,54.0,5.0,0.0,39.0,70.0,15.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,24.0,21.0,24.0,12.0,0.0,0.0,18.0,18.0,34.0,13.0,25.0,29.0,18.0,9.0,13.0,54.0,0.0,70.0,1.0,1.0,77.0,29.0,10.0,58.0,5.0,25.0,9.0,11.0,39.0,1.0,1.0,2.0,0.0,7.0,64.0,8.0,13.0,10.0,3.0,10.0,19.0,6.0,0.0,13.0,8.0,46.0,7.2621600000000015,5.01346,15.3305,8.25184
2014-48,7.2621600000000015,27.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,15.0,0.0,20.0,0.0,30.0,2.0,3.0,73.0,22.0,2.0,0.0,0.0,30.0,2.0,0.0,38.0,6.0,21.0,41.0,47.0,0.0,25.0,0.0,54.0,5.0,0.0,39.0,70.0,15.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,24.0,21.0,24.0,12.0,0.0,0.0,18.0,18.0,34.0,13.0,25.0,29.0,18.0,9.0,13.0,54.0,0.0,70.0,1.0,1.0,77.0,29.0,10.0,58.0,5.0,25.0,9.0,11.0,39.0,1.0,1.0,2.0,0.0,7.0,64.0,8.0,13.0,10.0,3.0,10.0,19.0,6.0,0.0,13.0,8.0,46.0,5.01346,10.1072,19.4177,9.66053
2014-49,5.01346,27.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,15.0,0.0,20.0,0.0,30.0,2.0,3.0,73.0,22.0,2.0,0.0,0.0,30.0,2.0,0.0,38.0,6.0,21.0,41.0,47.0,0.0,25.0,0.0,54.0,5.0,0.0,39.0,70.0,15.0,0.0,0.0,2.0,4.0,27.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,24.0,21.0,24.0,12.0,0.0,0.0,18.0,18.0,34.0,13.0,25.0,29.0,18.0,9.0,13.0,54.0,0.0,70.0,1.0,1.0,77.0,29.0,10.0,58.0,5.0,25.0,9.0,11.0,39.0,1.0,1.0,2.0,0.0,7.0,64.0,8.0,13.0,10.0,3.0,10.0,19.0,6.0,0.0,13.0,8.0,46.0,10.1072,15.3305,11.2212,8.53614
2014-50,10.1072,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,1.0,37.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,4.0,7.0,7.0,19.0,5.0,5.0,0.0,9.0,0.0,70.0,0.0,0.0,45.0,30.0,0.0,10.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,60.0,15.3305,19.4177,5.4291599999999995,8.2831
2014-51,15.3305,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,1.0,37.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,4.0,7.0,7.0,19.0,5.0,5.0,0.0,9.0,0.0,70.0,0.0,0.0,45.0,30.0,0.0,10.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,60.0,19.4177,11.2212,8.25184,8.414
2014-52,19.4177,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,1.0,37.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,4.0,7.0,7.0,19.0,5.0,5.0,0.0,9.0,0.0,70.0,0.0,0.0,45.0,30.0,0.0,10.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,60.0,11.2212,5.4291599999999995,9.66053,6.0343
2015-01,11.2212,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,1.0,37.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,4.0,7.0,7.0,19.0,5.0,5.0,0.0,9.0,0.0,70.0,0.0,0.0,45.0,30.0,0.0,10.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,60.0,5.4291599999999995,8.25184,8.53614,5.52358
2015-02,5.4291599999999995,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,1.0,37.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,4.0,7.0,7.0,19.0,5.0,5.0,0.0,9.0,0.0,70.0,0.0,0.0,45.0,30.0,0.0,10.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,60.0,8.25184,9.66053,8.2831,5.87052
