date,maryland_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu maryland,flu game,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,fever,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,stomach,how long is flu contagious,treatment for flu,cdc flu,taking temperature,exposed to flu,flu length,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2015-19,1.10579,7.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,41.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,38.0,0.0,0.0,7.0,0.0,14.0,0.0,14.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,0.9011549999999999
2015-20,0.9011549999999999,7.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,41.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,38.0,0.0,0.0,7.0,0.0,14.0,0.0,14.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,1.13001
2015-21,1.13001,7.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,41.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,38.0,0.0,0.0,7.0,0.0,14.0,0.0,14.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,1.87553
2015-22,1.87553,7.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,41.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,38.0,0.0,0.0,7.0,0.0,14.0,0.0,14.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,1.3738
2015-23,1.3738,7.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,41.0,2.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,38.0,0.0,0.0,7.0,0.0,14.0,0.0,14.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,1.80365
2015-24,1.80365,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,40.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,38.0,0.0,0.0,34.0,0.0,7.0,7.0,8.0,5.0,3.0,7.0,0.0,5.0,0.0,5.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,5.0,5.0,73.0,1.7341
2015-25,1.7341,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,40.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,38.0,0.0,0.0,34.0,0.0,7.0,7.0,8.0,5.0,3.0,7.0,0.0,5.0,0.0,5.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,5.0,5.0,73.0,2.1826
2015-26,2.1826,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,40.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,38.0,0.0,0.0,34.0,0.0,7.0,7.0,8.0,5.0,3.0,7.0,0.0,5.0,0.0,5.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,5.0,5.0,73.0,1.47186
2015-27,1.47186,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,40.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,38.0,0.0,0.0,34.0,0.0,7.0,7.0,8.0,5.0,3.0,7.0,0.0,5.0,0.0,5.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,5.0,5.0,73.0,2.14266
2015-28,2.14266,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,20.0,0.0,7.0,0.0,13.0,3.0,0.0,14.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.88399
2015-29,1.88399,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,20.0,0.0,7.0,0.0,13.0,3.0,0.0,14.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.54211
2015-30,1.54211,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,20.0,0.0,7.0,0.0,13.0,3.0,0.0,14.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.67691
2015-31,1.67691,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,20.0,0.0,7.0,0.0,13.0,3.0,0.0,14.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.1910100000000001
2015-32,1.1910100000000001,18.0,0.0,0.0,13.0,0.0,16.0,16.0,0.0,16.0,37.0,0.0,6.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,14.0,17.0,4.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,19.0,13.0,13.0,20.0,59.0,0.0,29.0,1.0,27.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,49.0,0.0,0.0,0.0,0.0,35.0,18.0,1.0,42.0,0.0,0.0,29.0,0.0,13.0,19.0,8.0,3.0,3.0,43.0,0.0,9.0,0.0,4.0,66.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,56.0,0.0,0.0,30.0,8.0,0.0,0.0,51.0,0.0,4.0,0.0,12.0,24.0,12.0,0.0,0.0,5.0,73.0,2.60994
2015-33,2.60994,18.0,0.0,0.0,13.0,0.0,16.0,16.0,0.0,16.0,37.0,0.0,6.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,14.0,17.0,4.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,19.0,13.0,13.0,20.0,59.0,0.0,29.0,1.0,27.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,49.0,0.0,0.0,0.0,0.0,35.0,18.0,1.0,42.0,0.0,0.0,29.0,0.0,13.0,19.0,8.0,3.0,3.0,43.0,0.0,9.0,0.0,4.0,66.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,56.0,0.0,0.0,30.0,8.0,0.0,0.0,51.0,0.0,4.0,0.0,12.0,24.0,12.0,0.0,0.0,5.0,73.0,1.4166299999999998
2015-34,1.4166299999999998,18.0,0.0,0.0,13.0,0.0,16.0,16.0,0.0,16.0,37.0,0.0,6.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,14.0,17.0,4.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,19.0,13.0,13.0,20.0,59.0,0.0,29.0,1.0,27.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,49.0,0.0,0.0,0.0,0.0,35.0,18.0,1.0,42.0,0.0,0.0,29.0,0.0,13.0,19.0,8.0,3.0,3.0,43.0,0.0,9.0,0.0,4.0,66.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,56.0,0.0,0.0,30.0,8.0,0.0,0.0,51.0,0.0,4.0,0.0,12.0,24.0,12.0,0.0,0.0,5.0,73.0,0.9805969999999999
2015-35,0.9805969999999999,18.0,0.0,0.0,13.0,0.0,16.0,16.0,0.0,16.0,37.0,0.0,6.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,14.0,17.0,4.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,19.0,13.0,13.0,20.0,59.0,0.0,29.0,1.0,27.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,49.0,0.0,0.0,0.0,0.0,35.0,18.0,1.0,42.0,0.0,0.0,29.0,0.0,13.0,19.0,8.0,3.0,3.0,43.0,0.0,9.0,0.0,4.0,66.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,56.0,0.0,0.0,30.0,8.0,0.0,0.0,51.0,0.0,4.0,0.0,12.0,24.0,12.0,0.0,0.0,5.0,73.0,1.30884
2015-36,1.30884,18.0,0.0,0.0,13.0,0.0,16.0,16.0,0.0,16.0,37.0,0.0,6.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,14.0,17.0,4.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,19.0,13.0,13.0,20.0,59.0,0.0,29.0,1.0,27.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,49.0,0.0,0.0,0.0,0.0,35.0,18.0,1.0,42.0,0.0,0.0,29.0,0.0,13.0,19.0,8.0,3.0,3.0,43.0,0.0,9.0,0.0,4.0,66.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,56.0,0.0,0.0,30.0,8.0,0.0,0.0,51.0,0.0,4.0,0.0,12.0,24.0,12.0,0.0,0.0,5.0,73.0,1.85274
2015-37,1.85274,32.0,0.0,3.0,8.0,3.0,15.0,0.0,0.0,15.0,93.0,3.0,3.0,0.0,0.0,1.0,62.0,7.0,1.0,0.0,0.0,15.0,23.0,4.0,4.0,0.0,0.0,10.0,5.0,5.0,12.0,24.0,0.0,0.0,18.0,69.0,0.0,9.0,0.0,61.0,0.0,0.0,12.0,0.0,25.0,18.0,28.0,28.0,0.0,0.0,17.0,0.0,17.0,25.0,1.0,44.0,1.0,1.0,22.0,0.0,18.0,12.0,9.0,8.0,0.0,65.0,0.0,4.0,0.0,4.0,62.0,0.0,0.0,2.0,10.0,10.0,19.0,0.0,1.0,0.0,56.0,0.0,0.0,29.0,7.0,0.0,0.0,48.0,0.0,4.0,0.0,11.0,34.0,11.0,0.0,0.0,0.0,65.0,1.6053600000000001
2015-38,1.6053600000000001,32.0,0.0,3.0,8.0,3.0,15.0,0.0,0.0,15.0,93.0,3.0,3.0,0.0,0.0,1.0,62.0,7.0,1.0,0.0,0.0,15.0,23.0,4.0,4.0,0.0,0.0,10.0,5.0,5.0,12.0,24.0,0.0,0.0,18.0,69.0,0.0,9.0,0.0,61.0,0.0,0.0,12.0,0.0,25.0,18.0,28.0,28.0,0.0,0.0,17.0,0.0,17.0,25.0,1.0,44.0,1.0,1.0,22.0,0.0,18.0,12.0,9.0,8.0,0.0,65.0,0.0,4.0,0.0,4.0,62.0,0.0,0.0,2.0,10.0,10.0,19.0,0.0,1.0,0.0,56.0,0.0,0.0,29.0,7.0,0.0,0.0,48.0,0.0,4.0,0.0,11.0,34.0,11.0,0.0,0.0,0.0,65.0,1.46268
2015-39,1.46268,32.0,0.0,3.0,8.0,3.0,15.0,0.0,0.0,15.0,93.0,3.0,3.0,0.0,0.0,1.0,62.0,7.0,1.0,0.0,0.0,15.0,23.0,4.0,4.0,0.0,0.0,10.0,5.0,5.0,12.0,24.0,0.0,0.0,18.0,69.0,0.0,9.0,0.0,61.0,0.0,0.0,12.0,0.0,25.0,18.0,28.0,28.0,0.0,0.0,17.0,0.0,17.0,25.0,1.0,44.0,1.0,1.0,22.0,0.0,18.0,12.0,9.0,8.0,0.0,65.0,0.0,4.0,0.0,4.0,62.0,0.0,0.0,2.0,10.0,10.0,19.0,0.0,1.0,0.0,56.0,0.0,0.0,29.0,7.0,0.0,0.0,48.0,0.0,4.0,0.0,11.0,34.0,11.0,0.0,0.0,0.0,65.0,1.24585
2015-40,1.24585,32.0,0.0,3.0,8.0,3.0,15.0,0.0,0.0,15.0,93.0,3.0,3.0,0.0,0.0,1.0,62.0,7.0,1.0,0.0,0.0,15.0,23.0,4.0,4.0,0.0,0.0,10.0,5.0,5.0,12.0,24.0,0.0,0.0,18.0,69.0,0.0,9.0,0.0,61.0,0.0,0.0,12.0,0.0,25.0,18.0,28.0,28.0,0.0,0.0,17.0,0.0,17.0,25.0,1.0,44.0,1.0,1.0,22.0,0.0,18.0,12.0,9.0,8.0,0.0,65.0,0.0,4.0,0.0,4.0,62.0,0.0,0.0,2.0,10.0,10.0,19.0,0.0,1.0,0.0,56.0,0.0,0.0,29.0,7.0,0.0,0.0,48.0,0.0,4.0,0.0,11.0,34.0,11.0,0.0,0.0,0.0,65.0,1.0923100000000001
2015-41,1.0923100000000001,19.0,0.0,0.0,8.0,0.0,24.0,0.0,16.0,16.0,29.0,0.0,3.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,1.0,13.0,8.0,8.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,19.0,0.0,13.0,14.0,67.0,10.0,0.0,0.0,31.0,0.0,0.0,13.0,26.0,32.0,13.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,42.0,0.0,0.0,6.0,0.0,6.0,0.0,17.0,5.0,3.0,37.0,0.0,8.0,0.0,0.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,0.0,30.0,7.0,0.0,0.0,69.0,0.0,6.0,12.0,0.0,35.0,0.0,5.0,7.0,10.0,65.0,0.792553
2015-42,0.792553,19.0,0.0,0.0,8.0,0.0,24.0,0.0,16.0,16.0,29.0,0.0,3.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,1.0,13.0,8.0,8.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,19.0,0.0,13.0,14.0,67.0,10.0,0.0,0.0,31.0,0.0,0.0,13.0,26.0,32.0,13.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,42.0,0.0,0.0,6.0,0.0,6.0,0.0,17.0,5.0,3.0,37.0,0.0,8.0,0.0,0.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,0.0,30.0,7.0,0.0,0.0,69.0,0.0,6.0,12.0,0.0,35.0,0.0,5.0,7.0,10.0,65.0,1.4436799999999999
2015-43,1.4436799999999999,19.0,0.0,0.0,8.0,0.0,24.0,0.0,16.0,16.0,29.0,0.0,3.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,1.0,13.0,8.0,8.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,19.0,0.0,13.0,14.0,67.0,10.0,0.0,0.0,31.0,0.0,0.0,13.0,26.0,32.0,13.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,42.0,0.0,0.0,6.0,0.0,6.0,0.0,17.0,5.0,3.0,37.0,0.0,8.0,0.0,0.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,0.0,30.0,7.0,0.0,0.0,69.0,0.0,6.0,12.0,0.0,35.0,0.0,5.0,7.0,10.0,65.0,1.44254
2015-44,1.44254,19.0,0.0,0.0,8.0,0.0,24.0,0.0,16.0,16.0,29.0,0.0,3.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,1.0,13.0,8.0,8.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,19.0,0.0,13.0,14.0,67.0,10.0,0.0,0.0,31.0,0.0,0.0,13.0,26.0,32.0,13.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,42.0,0.0,0.0,6.0,0.0,6.0,0.0,17.0,5.0,3.0,37.0,0.0,8.0,0.0,0.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,0.0,30.0,7.0,0.0,0.0,69.0,0.0,6.0,12.0,0.0,35.0,0.0,5.0,7.0,10.0,65.0,1.43698
2015-45,1.43698,17.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,3.0,3.0,1.0,0.0,71.0,4.0,3.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,12.0,9.0,28.0,9.0,19.0,0.0,16.0,0.0,1.0,12.0,19.0,13.0,12.0,19.0,38.0,9.0,9.0,0.0,17.0,17.0,34.0,1.0,39.0,0.0,0.0,16.0,0.0,31.0,6.0,37.0,10.0,3.0,27.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,73.0,0.0,7.0,11.0,0.0,0.0,2.0,41.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,54.0,1.44607
2015-46,1.44607,17.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,3.0,3.0,1.0,0.0,71.0,4.0,3.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,12.0,9.0,28.0,9.0,19.0,0.0,16.0,0.0,1.0,12.0,19.0,13.0,12.0,19.0,38.0,9.0,9.0,0.0,17.0,17.0,34.0,1.0,39.0,0.0,0.0,16.0,0.0,31.0,6.0,37.0,10.0,3.0,27.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,73.0,0.0,7.0,11.0,0.0,0.0,2.0,41.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,54.0,1.6853900000000002
2015-47,1.6853900000000002,17.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,3.0,3.0,1.0,0.0,71.0,4.0,3.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,12.0,9.0,28.0,9.0,19.0,0.0,16.0,0.0,1.0,12.0,19.0,13.0,12.0,19.0,38.0,9.0,9.0,0.0,17.0,17.0,34.0,1.0,39.0,0.0,0.0,16.0,0.0,31.0,6.0,37.0,10.0,3.0,27.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,73.0,0.0,7.0,11.0,0.0,0.0,2.0,41.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,54.0,2.6400200000000003
2015-48,2.6400200000000003,17.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,3.0,3.0,1.0,0.0,71.0,4.0,3.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,12.0,9.0,28.0,9.0,19.0,0.0,16.0,0.0,1.0,12.0,19.0,13.0,12.0,19.0,38.0,9.0,9.0,0.0,17.0,17.0,34.0,1.0,39.0,0.0,0.0,16.0,0.0,31.0,6.0,37.0,10.0,3.0,27.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,73.0,0.0,7.0,11.0,0.0,0.0,2.0,41.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,54.0,2.11117
2015-49,2.11117,17.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,3.0,3.0,1.0,0.0,71.0,4.0,3.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,12.0,9.0,28.0,9.0,19.0,0.0,16.0,0.0,1.0,12.0,19.0,13.0,12.0,19.0,38.0,9.0,9.0,0.0,17.0,17.0,34.0,1.0,39.0,0.0,0.0,16.0,0.0,31.0,6.0,37.0,10.0,3.0,27.0,4.0,4.0,0.0,0.0,70.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,73.0,0.0,7.0,11.0,0.0,0.0,2.0,41.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,54.0,1.91238
2015-50,1.91238,16.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,51.0,8.0,2.0,0.0,0.0,15.0,14.0,26.0,6.0,0.0,3.0,10.0,0.0,9.0,8.0,8.0,0.0,8.0,13.0,39.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,17.0,9.0,9.0,13.0,19.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,45.0,0.0,0.0,19.0,0.0,17.0,6.0,18.0,4.0,4.0,8.0,8.0,10.0,0.0,6.0,66.0,0.0,1.0,1.0,7.0,0.0,13.0,7.0,1.0,0.0,75.0,0.0,0.0,5.0,0.0,0.0,0.0,49.0,0.0,2.0,8.0,8.0,16.0,8.0,5.0,0.0,0.0,55.0,2.28471
2015-51,2.28471,16.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,51.0,8.0,2.0,0.0,0.0,15.0,14.0,26.0,6.0,0.0,3.0,10.0,0.0,9.0,8.0,8.0,0.0,8.0,13.0,39.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,17.0,9.0,9.0,13.0,19.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,45.0,0.0,0.0,19.0,0.0,17.0,6.0,18.0,4.0,4.0,8.0,8.0,10.0,0.0,6.0,66.0,0.0,1.0,1.0,7.0,0.0,13.0,7.0,1.0,0.0,75.0,0.0,0.0,5.0,0.0,0.0,0.0,49.0,0.0,2.0,8.0,8.0,16.0,8.0,5.0,0.0,0.0,55.0,3.08793
