date,district_of_columbia_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,dc flu,how long is the flu contagious,medicine for the flu,treating flu,flu like symptoms,flu how long,fever cough,flu and cold,flu lasts,the flu,flu symptoms,flu shot cvs,flu game,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,spanish flu,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,cold symptoms,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2017-11,9.050880000000001,15.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,35.0,0.0,0.0,35.0,14.0,17.0,5.0,0.0,17.0,11.0,0.0,0.0,0.0,17.0,4.0,9.0,10.0,0.0,0.0,6.0,0.0,32.0,0.0,28.0,0.0,3.0,0.0,3.0,0.0,24.0,24.0,0.0,0.0,13.0,52.0,25.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,0.0,0.0,8.0,4.0,6.0,13.0,17.0,0.0,14.0,5.0,4.0,0.0,8.0,23.0,0.0,0.0,0.0,36.0,0.0,29.0,0.0,10.0,14.0,0.0,27.0,0.0,18.0,48.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,42.0,7.8258
2017-12,7.8258,15.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,35.0,0.0,0.0,35.0,14.0,17.0,5.0,0.0,17.0,11.0,0.0,0.0,0.0,17.0,4.0,9.0,10.0,0.0,0.0,6.0,0.0,32.0,0.0,28.0,0.0,3.0,0.0,3.0,0.0,24.0,24.0,0.0,0.0,13.0,52.0,25.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,0.0,0.0,8.0,4.0,6.0,13.0,17.0,0.0,14.0,5.0,4.0,0.0,8.0,23.0,0.0,0.0,0.0,36.0,0.0,29.0,0.0,10.0,14.0,0.0,27.0,0.0,18.0,48.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,42.0,7.1428600000000015
2017-13,7.1428600000000015,15.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,35.0,0.0,0.0,35.0,14.0,17.0,5.0,0.0,17.0,11.0,0.0,0.0,0.0,17.0,4.0,9.0,10.0,0.0,0.0,6.0,0.0,32.0,0.0,28.0,0.0,3.0,0.0,3.0,0.0,24.0,24.0,0.0,0.0,13.0,52.0,25.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,0.0,0.0,8.0,4.0,6.0,13.0,17.0,0.0,14.0,5.0,4.0,0.0,8.0,23.0,0.0,0.0,0.0,36.0,0.0,29.0,0.0,10.0,14.0,0.0,27.0,0.0,18.0,48.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,42.0,6.7320699999999984
2017-14,6.7320699999999984,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,36.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,0.0,0.0,5.0,8.0,0.0,8.0,18.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,52.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,51.0,0.15674000000000002
2017-15,0.15674000000000002,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,36.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,0.0,0.0,5.0,8.0,0.0,8.0,18.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,52.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,51.0,4.52506
2017-16,4.52506,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,36.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,0.0,0.0,5.0,8.0,0.0,8.0,18.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,52.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,51.0,0.0001
2017-17,0.0001,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,36.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,0.0,0.0,5.0,8.0,0.0,8.0,18.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,52.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,51.0,4.68417
2017-18,4.68417,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,36.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,0.0,0.0,5.0,8.0,0.0,8.0,18.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,52.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,51.0,3.6162
2017-19,3.6162,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,4.0,6.0,7.0,0.0,6.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,9.0,21.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,14.0,27.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,8.0,9.0,0.0,0.0,18.0,8.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,10.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0001
2017-20,0.0001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,4.0,6.0,7.0,0.0,6.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,9.0,21.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,14.0,27.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,8.0,9.0,0.0,0.0,18.0,8.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,10.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.7554
2017-21,5.7554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,4.0,6.0,7.0,0.0,6.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,9.0,21.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,14.0,27.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,8.0,9.0,0.0,0.0,18.0,8.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,10.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.49556
2017-22,4.49556,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,4.0,6.0,7.0,0.0,6.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,9.0,21.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,14.0,27.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,8.0,9.0,0.0,0.0,18.0,8.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,10.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.08685
2017-23,5.08685,7.0,0.0,0.0,13.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,8.0,8.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,32.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,18.0,7.0,5.0,5.0,20.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,58.0,0.0001
2017-24,0.0001,7.0,0.0,0.0,13.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,8.0,8.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,32.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,18.0,7.0,5.0,5.0,20.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,58.0,5.97222
2017-25,5.97222,7.0,0.0,0.0,13.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,8.0,8.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,32.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,18.0,7.0,5.0,5.0,20.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,58.0,4.11423
2017-26,4.11423,7.0,0.0,0.0,13.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,8.0,8.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,32.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,18.0,7.0,5.0,5.0,20.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,58.0,3.8797800000000002
2017-27,3.8797800000000002,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,7.0,3.0,3.0,0.0,7.0,6.0,0.0,2.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,55.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,21.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,0.0,9.0,26.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0,57.0,3.33201
2017-28,3.33201,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,7.0,3.0,3.0,0.0,7.0,6.0,0.0,2.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,55.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,21.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,0.0,9.0,26.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0,57.0,3.20073
2017-29,3.20073,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,7.0,3.0,3.0,0.0,7.0,6.0,0.0,2.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,55.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,21.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,0.0,9.0,26.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0,57.0,4.19548
2017-30,4.19548,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,7.0,3.0,3.0,0.0,7.0,6.0,0.0,2.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,55.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,21.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,0.0,9.0,26.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0,57.0,4.59722
2017-31,4.59722,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,7.0,3.0,3.0,0.0,7.0,6.0,0.0,2.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,55.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,21.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,0.0,9.0,26.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0,57.0,3.37255
2017-32,3.37255,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,45.0,0.0,0.0,13.0,0.0,36.0,8.0,24.0,0.0,1.0,0.0,32.0,0.0,0.0,12.0,12.0,0.0,38.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,0.0,0.0,11.0,9.0,0.0,4.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,24.0,0.0,10.0,0.0,10.0,10.0,14.0,0.0,0.0,9.0,29.0,0.0,4.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0,51.0,3.15789
2017-33,3.15789,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,45.0,0.0,0.0,13.0,0.0,36.0,8.0,24.0,0.0,1.0,0.0,32.0,0.0,0.0,12.0,12.0,0.0,38.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,0.0,0.0,11.0,9.0,0.0,4.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,24.0,0.0,10.0,0.0,10.0,10.0,14.0,0.0,0.0,9.0,29.0,0.0,4.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0,51.0,3.9879599999999997
2017-34,3.9879599999999997,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,45.0,0.0,0.0,13.0,0.0,36.0,8.0,24.0,0.0,1.0,0.0,32.0,0.0,0.0,12.0,12.0,0.0,38.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,0.0,0.0,11.0,9.0,0.0,4.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,24.0,0.0,10.0,0.0,10.0,10.0,14.0,0.0,0.0,9.0,29.0,0.0,4.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0,51.0,5.74447
2017-35,5.74447,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,45.0,0.0,0.0,13.0,0.0,36.0,8.0,24.0,0.0,1.0,0.0,32.0,0.0,0.0,12.0,12.0,0.0,38.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,0.0,0.0,11.0,9.0,0.0,4.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,24.0,0.0,10.0,0.0,10.0,10.0,14.0,0.0,0.0,9.0,29.0,0.0,4.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0,51.0,6.05607
2017-36,6.05607,32.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,16.0,11.0,11.0,0.0,20.0,11.0,3.0,1.0,0.0,9.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,45.0,16.0,29.0,2.0,0.0,0.0,50.0,0.0,31.0,0.0,18.0,0.0,13.0,46.0,13.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,41.0,57.0,0.0,0.0,11.0,4.0,0.0,9.0,31.0,4.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,0.0,10.0,10.0,14.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,15.0,22.0,0.0,0.0,13.0,0.0,62.0,5.07881
2017-37,5.07881,32.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,16.0,11.0,11.0,0.0,20.0,11.0,3.0,1.0,0.0,9.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,45.0,16.0,29.0,2.0,0.0,0.0,50.0,0.0,31.0,0.0,18.0,0.0,13.0,46.0,13.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,41.0,57.0,0.0,0.0,11.0,4.0,0.0,9.0,31.0,4.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,0.0,10.0,10.0,14.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,15.0,22.0,0.0,0.0,13.0,0.0,62.0,5.05875
2017-38,5.05875,32.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,16.0,11.0,11.0,0.0,20.0,11.0,3.0,1.0,0.0,9.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,45.0,16.0,29.0,2.0,0.0,0.0,50.0,0.0,31.0,0.0,18.0,0.0,13.0,46.0,13.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,41.0,57.0,0.0,0.0,11.0,4.0,0.0,9.0,31.0,4.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,0.0,10.0,10.0,14.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,15.0,22.0,0.0,0.0,13.0,0.0,62.0,5.92809
2017-39,5.92809,32.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,16.0,11.0,11.0,0.0,20.0,11.0,3.0,1.0,0.0,9.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,45.0,16.0,29.0,2.0,0.0,0.0,50.0,0.0,31.0,0.0,18.0,0.0,13.0,46.0,13.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,41.0,57.0,0.0,0.0,11.0,4.0,0.0,9.0,31.0,4.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,0.0,10.0,10.0,14.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,15.0,22.0,0.0,0.0,13.0,0.0,62.0,1.91672
2017-40,1.91672,25.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0,0.0,0.0,0.0,67.0,10.0,7.0,27.0,0.0,13.0,9.0,6.0,0.0,0.0,16.0,0.0,8.0,50.0,0.0,0.0,12.0,0.0,46.0,15.0,23.0,2.0,2.0,0.0,32.0,0.0,46.0,23.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,0.0,0.0,15.0,42.0,0.0,17.0,55.0,14.0,38.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,0.0,0.0,19.0,18.0,18.0,0.0,0.0,43.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0,12.0,0.0,43.0,1.9689299999999998
2017-41,1.9689299999999998,25.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0,0.0,0.0,0.0,67.0,10.0,7.0,27.0,0.0,13.0,9.0,6.0,0.0,0.0,16.0,0.0,8.0,50.0,0.0,0.0,12.0,0.0,46.0,15.0,23.0,2.0,2.0,0.0,32.0,0.0,46.0,23.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,0.0,0.0,15.0,42.0,0.0,17.0,55.0,14.0,38.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,0.0,0.0,19.0,18.0,18.0,0.0,0.0,43.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0,12.0,0.0,43.0,2.0171
2017-42,2.0171,25.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0,0.0,0.0,0.0,67.0,10.0,7.0,27.0,0.0,13.0,9.0,6.0,0.0,0.0,16.0,0.0,8.0,50.0,0.0,0.0,12.0,0.0,46.0,15.0,23.0,2.0,2.0,0.0,32.0,0.0,46.0,23.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,0.0,0.0,15.0,42.0,0.0,17.0,55.0,14.0,38.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,0.0,0.0,19.0,18.0,18.0,0.0,0.0,43.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0,12.0,0.0,43.0,1.8567799999999999
