date,west_virginia_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,medicine for flu,flu treatments,cold vs flu,dog flu,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,what is flu a,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,stomach flu,how long does flu last,swine flu,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,tamiflu,flu map,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,flu a and b,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2013-24,0.191778,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.151976
2013-25,0.151976,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.104254
2013-26,0.104254,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.13044
2013-27,0.13044,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.06190030000000001
2013-28,0.06190030000000001,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.144733
2013-29,0.144733,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.178309
2013-30,0.178309,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.11672300000000001
2013-31,0.11672300000000001,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.175593
2013-32,0.175593,11.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,22.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,22.0,0.0,22.0,18.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,21.0,0.0,0.0,10.0,10.0,0.0,20.0,0.193109
2013-33,0.193109,11.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,22.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,22.0,0.0,22.0,18.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,21.0,0.0,0.0,10.0,10.0,0.0,20.0,0.0998814
2013-34,0.0998814,11.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,22.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,22.0,0.0,22.0,18.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,21.0,0.0,0.0,10.0,10.0,0.0,20.0,0.23888
2013-35,0.23888,11.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,22.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,22.0,0.0,22.0,18.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,21.0,0.0,0.0,10.0,10.0,0.0,20.0,0.285068
2013-36,0.285068,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,32.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,58.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,31.0,0.39420700000000003
2013-37,0.39420700000000003,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,32.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,58.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,31.0,0.346605
2013-38,0.346605,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,32.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,58.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,31.0,0.597693
2013-39,0.597693,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,32.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,58.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,31.0,0.425137
2013-40,0.425137,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,32.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,58.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,31.0,0.600144
2013-41,0.600144,12.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,6.0,6.0,6.0,33.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,76.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,18.0,0.0,15.0,0.0,0.0,7.0,0.0,7.0,7.0,11.0,0.0,11.0,0.0,45.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,4.0,4.0,4.0,0.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,69.0,0.0,0.0,0.0,16.0,0.450942
2013-42,0.450942,12.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,6.0,6.0,6.0,33.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,76.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,18.0,0.0,15.0,0.0,0.0,7.0,0.0,7.0,7.0,11.0,0.0,11.0,0.0,45.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,4.0,4.0,4.0,0.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,69.0,0.0,0.0,0.0,16.0,0.63305
2013-43,0.63305,12.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,6.0,6.0,6.0,33.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,76.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,18.0,0.0,15.0,0.0,0.0,7.0,0.0,7.0,7.0,11.0,0.0,11.0,0.0,45.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,4.0,4.0,4.0,0.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,69.0,0.0,0.0,0.0,16.0,0.578331
2013-44,0.578331,12.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,6.0,6.0,6.0,33.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,76.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,18.0,0.0,15.0,0.0,0.0,7.0,0.0,7.0,7.0,11.0,0.0,11.0,0.0,45.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,4.0,4.0,4.0,0.0,11.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,69.0,0.0,0.0,0.0,16.0,0.714434
2013-45,0.714434,14.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,12.0,8.0,0.0,14.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,21.0,0.0,0.0,35.0,0.0,18.0,9.0,8.0,0.0,9.0,0.0,0.0,13.0,0.0,44.0,18.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.906949
2013-46,0.906949,14.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,12.0,8.0,0.0,14.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,21.0,0.0,0.0,35.0,0.0,18.0,9.0,8.0,0.0,9.0,0.0,0.0,13.0,0.0,44.0,18.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.650195
2013-47,0.650195,14.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,12.0,8.0,0.0,14.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,21.0,0.0,0.0,35.0,0.0,18.0,9.0,8.0,0.0,9.0,0.0,0.0,13.0,0.0,44.0,18.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.1587399999999999
2013-48,1.1587399999999999,14.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,12.0,8.0,0.0,14.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,21.0,0.0,0.0,35.0,0.0,18.0,9.0,8.0,0.0,9.0,0.0,0.0,13.0,0.0,44.0,18.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.02495
2013-49,1.02495,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,0.9265389999999999
2013-50,0.9265389999999999,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,1.24187
2013-51,1.24187,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,1.9583
2013-52,1.9583,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,3.0213900000000002
2014-01,3.0213900000000002,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,3.49505
2014-02,3.49505,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,4.12063
2014-03,4.12063,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,4.54972
2014-04,4.54972,8.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,7.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,17.0,41.0,8.0,17.0,0.0,13.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,2.78674
