date,texas_flu,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,pneumonia,fever flu,flu type a,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,cold versus flu,incubation period for flu,how long flu,treating the flu,flu treatments,flu complications,flu contagious,contagious flu,how to treat flu,flu fever,symptoms of bronchitis,cure the flu,flu vs cold,flu contagious period,bronchitis,flu test,signs of the flu,the flu virus,flu cough,treat flu,ear thermometer,taking temperature,treatment for flu,over the counter flu,reduce a fever,flu and cold,fight the flu,flu vs. cold,cure flu,human temperature,how to treat the flu,flu length,remedies for flu,how long does flu last,break a fever,flu shots,symptoms of flu,treat the flu,flu headache,flu report,incubation period for the flu,influenza a and b,how long is the flu contagious,normal body temperature,tamiflu,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,cold vs flu,flu like symptoms,flu recovery,flu versus cold,exposed to flu,body temperature,influenza type a,flu medicine,symptoms,flu texas,the flu symptoms,flu shot,flu or cold,the flu,cold vs. flu,flu a symptoms,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu,target
2015-28,1.26985,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0,1.29911
2015-29,1.29911,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0,1.28852
2015-30,1.28852,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0,1.0823
2015-31,1.0823,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0,1.12071
2015-32,1.12071,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0,1.1459700000000002
2015-33,1.1459700000000002,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0,1.58142
2015-34,1.58142,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0,1.1363
2015-35,1.1363,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0,1.52525
2015-36,1.52525,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0,2.01858
2015-37,2.01858,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0,1.8631
2015-38,1.8631,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0,2.09836
2015-39,2.09836,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0,2.17404
2015-40,2.17404,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0,3.1748
2015-41,3.1748,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0,3.42995
2015-42,3.42995,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0,3.6305699999999996
2015-43,3.6305699999999996,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0,3.8493699999999995
2015-44,3.8493699999999995,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0,3.47839
2015-45,3.47839,10.0,3.0,5.0,51.0,9.0,0.0,12.0,4.0,28.0,55.0,3.0,0.0,6.0,2.0,7.0,4.0,39.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,6.0,6.0,1.0,11.0,5.0,0.0,1.0,1.0,60.0,11.0,8.0,4.0,5.0,15.0,20.0,16.0,10.0,3.0,2.0,26.0,1.0,0.0,10.0,36.0,10.0,0.0,4.0,8.0,6.0,7.0,7.0,1.0,2.0,8.0,0.0,4.0,8.0,2.0,3.0,0.0,0.0,8.0,9.0,9.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,0.0,58.0,0.0,0.0,61.0,0.0,1.0,6.0,0.0,9.0,0.0,13.0,2.0,2.0,2.0,0.0,5.0,2.0,11.0,37.0,2.0,3.8624300000000003
2015-46,3.8624300000000003,10.0,3.0,5.0,51.0,9.0,0.0,12.0,4.0,28.0,55.0,3.0,0.0,6.0,2.0,7.0,4.0,39.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,6.0,6.0,1.0,11.0,5.0,0.0,1.0,1.0,60.0,11.0,8.0,4.0,5.0,15.0,20.0,16.0,10.0,3.0,2.0,26.0,1.0,0.0,10.0,36.0,10.0,0.0,4.0,8.0,6.0,7.0,7.0,1.0,2.0,8.0,0.0,4.0,8.0,2.0,3.0,0.0,0.0,8.0,9.0,9.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,0.0,58.0,0.0,0.0,61.0,0.0,1.0,6.0,0.0,9.0,0.0,13.0,2.0,2.0,2.0,0.0,5.0,2.0,11.0,37.0,2.0,3.9677800000000003
2015-47,3.9677800000000003,10.0,3.0,5.0,51.0,9.0,0.0,12.0,4.0,28.0,55.0,3.0,0.0,6.0,2.0,7.0,4.0,39.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,6.0,6.0,1.0,11.0,5.0,0.0,1.0,1.0,60.0,11.0,8.0,4.0,5.0,15.0,20.0,16.0,10.0,3.0,2.0,26.0,1.0,0.0,10.0,36.0,10.0,0.0,4.0,8.0,6.0,7.0,7.0,1.0,2.0,8.0,0.0,4.0,8.0,2.0,3.0,0.0,0.0,8.0,9.0,9.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,0.0,58.0,0.0,0.0,61.0,0.0,1.0,6.0,0.0,9.0,0.0,13.0,2.0,2.0,2.0,0.0,5.0,2.0,11.0,37.0,2.0,4.8139199999999995
2015-48,4.8139199999999995,10.0,3.0,5.0,51.0,9.0,0.0,12.0,4.0,28.0,55.0,3.0,0.0,6.0,2.0,7.0,4.0,39.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,6.0,6.0,1.0,11.0,5.0,0.0,1.0,1.0,60.0,11.0,8.0,4.0,5.0,15.0,20.0,16.0,10.0,3.0,2.0,26.0,1.0,0.0,10.0,36.0,10.0,0.0,4.0,8.0,6.0,7.0,7.0,1.0,2.0,8.0,0.0,4.0,8.0,2.0,3.0,0.0,0.0,8.0,9.0,9.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,0.0,58.0,0.0,0.0,61.0,0.0,1.0,6.0,0.0,9.0,0.0,13.0,2.0,2.0,2.0,0.0,5.0,2.0,11.0,37.0,2.0,4.43529
2015-49,4.43529,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.49576
2015-50,4.49576,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.67202
2015-51,4.67202,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,5.1279699999999995
2015-52,5.1279699999999995,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,5.70737
2015-53,5.70737,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.68602
2016-01,4.68602,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.16846
2016-02,4.16846,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.36048
2016-03,4.36048,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.96129
2016-04,4.96129,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,4.89241
2016-05,4.89241,13.0,3.0,7.0,61.0,10.0,3.0,11.0,2.0,51.0,52.0,5.0,2.0,8.0,7.0,13.0,4.0,40.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,10.0,12.0,3.0,18.0,8.0,0.0,0.0,0.0,51.0,13.0,6.0,16.0,12.0,15.0,25.0,21.0,13.0,4.0,2.0,21.0,3.0,0.0,10.0,47.0,4.0,0.0,5.0,20.0,9.0,3.0,10.0,0.0,2.0,20.0,3.0,7.0,17.0,2.0,11.0,0.0,0.0,8.0,13.0,22.0,5.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,76.0,0.0,0.0,71.0,0.0,2.0,2.0,0.0,13.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,3.0,19.0,40.0,2.0,5.62804
2016-06,5.62804,13.0,1.0,4.0,79.0,12.0,4.0,10.0,6.0,50.0,48.0,5.0,1.0,6.0,4.0,12.0,2.0,43.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,19.0,17.0,1.0,19.0,5.0,0.0,0.0,0.0,47.0,15.0,3.0,9.0,15.0,20.0,17.0,8.0,8.0,2.0,3.0,23.0,2.0,0.0,20.0,52.0,4.0,1.0,6.0,15.0,6.0,1.0,11.0,2.0,3.0,3.0,7.0,0.0,23.0,2.0,16.0,0.0,0.0,4.0,14.0,25.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,62.0,0.0,0.0,66.0,0.0,1.0,2.0,0.0,12.0,0.0,15.0,3.0,3.0,7.0,0.0,6.0,3.0,15.0,39.0,2.0,6.36256
2016-07,6.36256,13.0,1.0,4.0,79.0,12.0,4.0,10.0,6.0,50.0,48.0,5.0,1.0,6.0,4.0,12.0,2.0,43.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,19.0,17.0,1.0,19.0,5.0,0.0,0.0,0.0,47.0,15.0,3.0,9.0,15.0,20.0,17.0,8.0,8.0,2.0,3.0,23.0,2.0,0.0,20.0,52.0,4.0,1.0,6.0,15.0,6.0,1.0,11.0,2.0,3.0,3.0,7.0,0.0,23.0,2.0,16.0,0.0,0.0,4.0,14.0,25.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,62.0,0.0,0.0,66.0,0.0,1.0,2.0,0.0,12.0,0.0,15.0,3.0,3.0,7.0,0.0,6.0,3.0,15.0,39.0,2.0,4.48169
