date,texas_flu,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,pneumonia,fever flu,flu type a,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,cold versus flu,incubation period for flu,how long flu,treating the flu,flu treatments,flu complications,flu contagious,contagious flu,how to treat flu,flu fever,symptoms of bronchitis,cure the flu,flu vs cold,flu contagious period,bronchitis,flu test,signs of the flu,the flu virus,flu cough,treat flu,ear thermometer,taking temperature,treatment for flu,over the counter flu,reduce a fever,flu and cold,fight the flu,flu vs. cold,cure flu,human temperature,how to treat the flu,flu length,remedies for flu,how long does flu last,break a fever,flu shots,symptoms of flu,treat the flu,flu headache,flu report,incubation period for the flu,influenza a and b,how long is the flu contagious,normal body temperature,tamiflu,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,cold vs flu,flu like symptoms,flu recovery,flu versus cold,exposed to flu,body temperature,influenza type a,flu medicine,symptoms,flu texas,the flu symptoms,flu shot,flu or cold,the flu,cold vs. flu,flu a symptoms,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu,target
2016-08,4.48169,13.0,1.0,4.0,79.0,12.0,4.0,10.0,6.0,50.0,48.0,5.0,1.0,6.0,4.0,12.0,2.0,43.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,19.0,17.0,1.0,19.0,5.0,0.0,0.0,0.0,47.0,15.0,3.0,9.0,15.0,20.0,17.0,8.0,8.0,2.0,3.0,23.0,2.0,0.0,20.0,52.0,4.0,1.0,6.0,15.0,6.0,1.0,11.0,2.0,3.0,3.0,7.0,0.0,23.0,2.0,16.0,0.0,0.0,4.0,14.0,25.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,62.0,0.0,0.0,66.0,0.0,1.0,2.0,0.0,12.0,0.0,15.0,3.0,3.0,7.0,0.0,6.0,3.0,15.0,39.0,2.0,4.7195
2016-09,4.7195,13.0,1.0,4.0,79.0,12.0,4.0,10.0,6.0,50.0,48.0,5.0,1.0,6.0,4.0,12.0,2.0,43.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,19.0,17.0,1.0,19.0,5.0,0.0,0.0,0.0,47.0,15.0,3.0,9.0,15.0,20.0,17.0,8.0,8.0,2.0,3.0,23.0,2.0,0.0,20.0,52.0,4.0,1.0,6.0,15.0,6.0,1.0,11.0,2.0,3.0,3.0,7.0,0.0,23.0,2.0,16.0,0.0,0.0,4.0,14.0,25.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,62.0,0.0,0.0,66.0,0.0,1.0,2.0,0.0,12.0,0.0,15.0,3.0,3.0,7.0,0.0,6.0,3.0,15.0,39.0,2.0,4.01485
2016-10,4.01485,10.0,1.0,3.0,66.0,11.0,4.0,8.0,4.0,39.0,42.0,2.0,1.0,6.0,2.0,6.0,3.0,34.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,11.0,2.0,8.0,4.0,0.0,1.0,0.0,42.0,12.0,2.0,9.0,7.0,11.0,13.0,21.0,3.0,2.0,2.0,14.0,2.0,0.0,16.0,43.0,12.0,1.0,1.0,11.0,7.0,1.0,8.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,7.0,0.0,0.0,6.0,5.0,17.0,6.0,1.0,3.0,2.0,6.0,2.0,0.0,2.0,70.0,0.0,0.0,62.0,0.0,1.0,1.0,0.0,9.0,0.0,11.0,2.0,1.0,4.0,0.0,4.0,2.0,14.0,38.0,3.0,3.7311900000000002
2016-11,3.7311900000000002,10.0,1.0,3.0,66.0,11.0,4.0,8.0,4.0,39.0,42.0,2.0,1.0,6.0,2.0,6.0,3.0,34.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,11.0,2.0,8.0,4.0,0.0,1.0,0.0,42.0,12.0,2.0,9.0,7.0,11.0,13.0,21.0,3.0,2.0,2.0,14.0,2.0,0.0,16.0,43.0,12.0,1.0,1.0,11.0,7.0,1.0,8.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,7.0,0.0,0.0,6.0,5.0,17.0,6.0,1.0,3.0,2.0,6.0,2.0,0.0,2.0,70.0,0.0,0.0,62.0,0.0,1.0,1.0,0.0,9.0,0.0,11.0,2.0,1.0,4.0,0.0,4.0,2.0,14.0,38.0,3.0,3.4631800000000004
2016-12,3.4631800000000004,10.0,1.0,3.0,66.0,11.0,4.0,8.0,4.0,39.0,42.0,2.0,1.0,6.0,2.0,6.0,3.0,34.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,11.0,2.0,8.0,4.0,0.0,1.0,0.0,42.0,12.0,2.0,9.0,7.0,11.0,13.0,21.0,3.0,2.0,2.0,14.0,2.0,0.0,16.0,43.0,12.0,1.0,1.0,11.0,7.0,1.0,8.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,7.0,0.0,0.0,6.0,5.0,17.0,6.0,1.0,3.0,2.0,6.0,2.0,0.0,2.0,70.0,0.0,0.0,62.0,0.0,1.0,1.0,0.0,9.0,0.0,11.0,2.0,1.0,4.0,0.0,4.0,2.0,14.0,38.0,3.0,3.2444
2016-13,3.2444,10.0,1.0,3.0,66.0,11.0,4.0,8.0,4.0,39.0,42.0,2.0,1.0,6.0,2.0,6.0,3.0,34.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,11.0,2.0,8.0,4.0,0.0,1.0,0.0,42.0,12.0,2.0,9.0,7.0,11.0,13.0,21.0,3.0,2.0,2.0,14.0,2.0,0.0,16.0,43.0,12.0,1.0,1.0,11.0,7.0,1.0,8.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,7.0,0.0,0.0,6.0,5.0,17.0,6.0,1.0,3.0,2.0,6.0,2.0,0.0,2.0,70.0,0.0,0.0,62.0,0.0,1.0,1.0,0.0,9.0,0.0,11.0,2.0,1.0,4.0,0.0,4.0,2.0,14.0,38.0,3.0,2.83508
2016-14,2.83508,8.0,1.0,1.0,57.0,3.0,1.0,5.0,3.0,36.0,37.0,3.0,0.0,4.0,3.0,4.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,41.0,4.0,2.0,5.0,5.0,8.0,16.0,16.0,7.0,3.0,1.0,14.0,1.0,0.0,6.0,51.0,6.0,1.0,2.0,8.0,6.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,35.0,1.0,3.25267
2016-15,3.25267,8.0,1.0,1.0,57.0,3.0,1.0,5.0,3.0,36.0,37.0,3.0,0.0,4.0,3.0,4.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,41.0,4.0,2.0,5.0,5.0,8.0,16.0,16.0,7.0,3.0,1.0,14.0,1.0,0.0,6.0,51.0,6.0,1.0,2.0,8.0,6.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,35.0,1.0,3.5792900000000003
2016-16,3.5792900000000003,8.0,1.0,1.0,57.0,3.0,1.0,5.0,3.0,36.0,37.0,3.0,0.0,4.0,3.0,4.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,41.0,4.0,2.0,5.0,5.0,8.0,16.0,16.0,7.0,3.0,1.0,14.0,1.0,0.0,6.0,51.0,6.0,1.0,2.0,8.0,6.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,35.0,1.0,3.0393
2016-17,3.0393,8.0,1.0,1.0,57.0,3.0,1.0,5.0,3.0,36.0,37.0,3.0,0.0,4.0,3.0,4.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,41.0,4.0,2.0,5.0,5.0,8.0,16.0,16.0,7.0,3.0,1.0,14.0,1.0,0.0,6.0,51.0,6.0,1.0,2.0,8.0,6.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,35.0,1.0,2.74919
2016-18,2.74919,8.0,1.0,1.0,57.0,3.0,1.0,5.0,3.0,36.0,37.0,3.0,0.0,4.0,3.0,4.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,41.0,4.0,2.0,5.0,5.0,8.0,16.0,16.0,7.0,3.0,1.0,14.0,1.0,0.0,6.0,51.0,6.0,1.0,2.0,8.0,6.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,35.0,1.0,2.30401
2016-19,2.30401,5.0,0.0,2.0,47.0,2.0,0.0,3.0,2.0,27.0,31.0,2.0,0.0,4.0,2.0,3.0,2.0,28.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,30.0,4.0,1.0,5.0,4.0,9.0,4.0,17.0,6.0,2.0,1.0,14.0,1.0,0.0,11.0,21.0,8.0,1.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,49.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,27.0,0.0,2.35638
2016-20,2.35638,5.0,0.0,2.0,47.0,2.0,0.0,3.0,2.0,27.0,31.0,2.0,0.0,4.0,2.0,3.0,2.0,28.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,30.0,4.0,1.0,5.0,4.0,9.0,4.0,17.0,6.0,2.0,1.0,14.0,1.0,0.0,11.0,21.0,8.0,1.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,49.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,27.0,0.0,2.78809
2016-21,2.78809,5.0,0.0,2.0,47.0,2.0,0.0,3.0,2.0,27.0,31.0,2.0,0.0,4.0,2.0,3.0,2.0,28.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,30.0,4.0,1.0,5.0,4.0,9.0,4.0,17.0,6.0,2.0,1.0,14.0,1.0,0.0,11.0,21.0,8.0,1.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,49.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,27.0,0.0,2.47401
2016-22,2.47401,5.0,0.0,2.0,47.0,2.0,0.0,3.0,2.0,27.0,31.0,2.0,0.0,4.0,2.0,3.0,2.0,28.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,30.0,4.0,1.0,5.0,4.0,9.0,4.0,17.0,6.0,2.0,1.0,14.0,1.0,0.0,11.0,21.0,8.0,1.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,49.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,27.0,0.0,1.99249
2016-23,1.99249,4.0,0.0,2.0,48.0,2.0,2.0,2.0,5.0,16.0,27.0,1.0,0.0,5.0,3.0,3.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,28.0,3.0,1.0,2.0,3.0,0.0,16.0,17.0,3.0,0.0,1.0,7.0,0.0,0.0,4.0,28.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,30.0,1.0,2.1005
2016-24,2.1005,4.0,0.0,2.0,48.0,2.0,2.0,2.0,5.0,16.0,27.0,1.0,0.0,5.0,3.0,3.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,28.0,3.0,1.0,2.0,3.0,0.0,16.0,17.0,3.0,0.0,1.0,7.0,0.0,0.0,4.0,28.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,30.0,1.0,1.87159
2016-25,1.87159,4.0,0.0,2.0,48.0,2.0,2.0,2.0,5.0,16.0,27.0,1.0,0.0,5.0,3.0,3.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,28.0,3.0,1.0,2.0,3.0,0.0,16.0,17.0,3.0,0.0,1.0,7.0,0.0,0.0,4.0,28.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,30.0,1.0,1.84575
2016-26,1.84575,4.0,0.0,2.0,48.0,2.0,2.0,2.0,5.0,16.0,27.0,1.0,0.0,5.0,3.0,3.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,28.0,3.0,1.0,2.0,3.0,0.0,16.0,17.0,3.0,0.0,1.0,7.0,0.0,0.0,4.0,28.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,30.0,1.0,1.66667
2016-27,1.66667,5.0,0.0,2.0,38.0,3.0,0.0,4.0,0.0,15.0,27.0,1.0,0.0,4.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,4.0,3.0,6.0,13.0,16.0,3.0,2.0,0.0,13.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,62.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,23.0,1.0,1.55492
2016-28,1.55492,5.0,0.0,2.0,38.0,3.0,0.0,4.0,0.0,15.0,27.0,1.0,0.0,4.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,4.0,3.0,6.0,13.0,16.0,3.0,2.0,0.0,13.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,62.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,23.0,1.0,1.42177
2016-29,1.42177,5.0,0.0,2.0,38.0,3.0,0.0,4.0,0.0,15.0,27.0,1.0,0.0,4.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,4.0,3.0,6.0,13.0,16.0,3.0,2.0,0.0,13.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,62.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,23.0,1.0,1.57115
2016-30,1.57115,5.0,0.0,2.0,38.0,3.0,0.0,4.0,0.0,15.0,27.0,1.0,0.0,4.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,4.0,3.0,6.0,13.0,16.0,3.0,2.0,0.0,13.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,62.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,23.0,1.0,1.27404
2016-31,1.27404,5.0,0.0,2.0,38.0,3.0,0.0,4.0,0.0,15.0,27.0,1.0,0.0,4.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,4.0,3.0,6.0,13.0,16.0,3.0,2.0,0.0,13.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,62.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,23.0,1.0,1.30064
2016-32,1.30064,12.0,0.0,3.0,54.0,3.0,2.0,2.0,0.0,35.0,63.0,2.0,0.0,6.0,3.0,7.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,7.0,4.0,0.0,1.0,0.0,34.0,5.0,2.0,5.0,7.0,8.0,14.0,12.0,8.0,3.0,3.0,25.0,0.0,0.0,6.0,61.0,8.0,2.0,1.0,5.0,3.0,24.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,8.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,72.0,0.0,0.0,62.0,0.0,1.0,12.0,0.0,8.0,0.0,8.0,2.0,1.0,1.0,0.0,7.0,1.0,10.0,36.0,1.0,1.31155
2016-33,1.31155,12.0,0.0,3.0,54.0,3.0,2.0,2.0,0.0,35.0,63.0,2.0,0.0,6.0,3.0,7.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,7.0,4.0,0.0,1.0,0.0,34.0,5.0,2.0,5.0,7.0,8.0,14.0,12.0,8.0,3.0,3.0,25.0,0.0,0.0,6.0,61.0,8.0,2.0,1.0,5.0,3.0,24.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,8.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,72.0,0.0,0.0,62.0,0.0,1.0,12.0,0.0,8.0,0.0,8.0,2.0,1.0,1.0,0.0,7.0,1.0,10.0,36.0,1.0,1.7658200000000002
2016-34,1.7658200000000002,12.0,0.0,3.0,54.0,3.0,2.0,2.0,0.0,35.0,63.0,2.0,0.0,6.0,3.0,7.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,7.0,4.0,0.0,1.0,0.0,34.0,5.0,2.0,5.0,7.0,8.0,14.0,12.0,8.0,3.0,3.0,25.0,0.0,0.0,6.0,61.0,8.0,2.0,1.0,5.0,3.0,24.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,8.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,72.0,0.0,0.0,62.0,0.0,1.0,12.0,0.0,8.0,0.0,8.0,2.0,1.0,1.0,0.0,7.0,1.0,10.0,36.0,1.0,2.8970599999999997
2016-35,2.8970599999999997,12.0,0.0,3.0,54.0,3.0,2.0,2.0,0.0,35.0,63.0,2.0,0.0,6.0,3.0,7.0,2.0,22.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,1.0,7.0,4.0,0.0,1.0,0.0,34.0,5.0,2.0,5.0,7.0,8.0,14.0,12.0,8.0,3.0,3.0,25.0,0.0,0.0,6.0,61.0,8.0,2.0,1.0,5.0,3.0,24.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,8.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,72.0,0.0,0.0,62.0,0.0,1.0,12.0,0.0,8.0,0.0,8.0,2.0,1.0,1.0,0.0,7.0,1.0,10.0,36.0,1.0,3.0076
2016-36,3.0076,15.0,3.0,0.0,45.0,6.0,4.0,5.0,1.0,20.0,38.0,3.0,0.0,5.0,3.0,8.0,2.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,13.0,3.0,0.0,1.0,0.0,35.0,10.0,4.0,7.0,7.0,13.0,12.0,20.0,5.0,3.0,1.0,19.0,0.0,0.0,8.0,51.0,8.0,0.0,1.0,6.0,5.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,68.0,0.0,0.0,59.0,0.0,1.0,22.0,0.0,11.0,0.0,11.0,4.0,0.0,2.0,0.0,7.0,2.0,15.0,31.0,0.0,2.60465
2016-37,2.60465,15.0,3.0,0.0,45.0,6.0,4.0,5.0,1.0,20.0,38.0,3.0,0.0,5.0,3.0,8.0,2.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,13.0,3.0,0.0,1.0,0.0,35.0,10.0,4.0,7.0,7.0,13.0,12.0,20.0,5.0,3.0,1.0,19.0,0.0,0.0,8.0,51.0,8.0,0.0,1.0,6.0,5.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,68.0,0.0,0.0,59.0,0.0,1.0,22.0,0.0,11.0,0.0,11.0,4.0,0.0,2.0,0.0,7.0,2.0,15.0,31.0,0.0,2.57309
2016-38,2.57309,15.0,3.0,0.0,45.0,6.0,4.0,5.0,1.0,20.0,38.0,3.0,0.0,5.0,3.0,8.0,2.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,13.0,3.0,0.0,1.0,0.0,35.0,10.0,4.0,7.0,7.0,13.0,12.0,20.0,5.0,3.0,1.0,19.0,0.0,0.0,8.0,51.0,8.0,0.0,1.0,6.0,5.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,68.0,0.0,0.0,59.0,0.0,1.0,22.0,0.0,11.0,0.0,11.0,4.0,0.0,2.0,0.0,7.0,2.0,15.0,31.0,0.0,2.75084
2016-39,2.75084,15.0,3.0,0.0,45.0,6.0,4.0,5.0,1.0,20.0,38.0,3.0,0.0,5.0,3.0,8.0,2.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,13.0,3.0,0.0,1.0,0.0,35.0,10.0,4.0,7.0,7.0,13.0,12.0,20.0,5.0,3.0,1.0,19.0,0.0,0.0,8.0,51.0,8.0,0.0,1.0,6.0,5.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,68.0,0.0,0.0,59.0,0.0,1.0,22.0,0.0,11.0,0.0,11.0,4.0,0.0,2.0,0.0,7.0,2.0,15.0,31.0,0.0,2.08692
2016-40,2.08692,11.0,0.0,3.0,47.0,2.0,1.0,11.0,5.0,28.0,42.0,3.0,0.0,5.0,3.0,8.0,4.0,40.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,5.0,1.0,13.0,7.0,1.0,1.0,0.0,43.0,8.0,3.0,6.0,9.0,8.0,13.0,20.0,4.0,2.0,1.0,20.0,1.0,0.0,12.0,56.0,4.0,2.0,3.0,6.0,5.0,10.0,10.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,8.0,7.0,8.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,63.0,0.0,0.0,58.0,0.0,1.0,11.0,0.0,8.0,0.0,11.0,3.0,3.0,3.0,0.0,4.0,2.0,10.0,34.0,0.0,1.9523400000000002
