date,connecticut_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu connecticut,flu headache,flu vs. cold,ct flu,high fever,cvs flu shot,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu in ct,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2013-29,0.0001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,22.0,7.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,32.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0001,0.0001,0.0001,0.06863419999999999
2013-30,0.0001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,22.0,7.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,32.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0001,0.0001,0.297619,0.37950700000000004
2013-31,0.0001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,22.0,7.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,32.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0001,0.0001,0.0001,2.31101
2013-32,0.0001,14.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,4.0,0.0,1.0,7.0,4.0,0.0,11.0,3.0,3.0,18.0,12.0,0.0,12.0,0.0,25.0,0.0,29.0,2.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,20.0,24.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,24.0,0.0,0.0,13.0,0.0,6.0,6.0,7.0,7.0,0.0,38.0,0.0,11.0,0.0,8.0,0.0,0.0,9.0,16.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,8.0,6.0,23.0,3.0,3.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,0.0,75.0,0.0001,0.297619,0.21246500000000001,0.701388
2013-33,0.0001,14.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,4.0,0.0,1.0,7.0,4.0,0.0,11.0,3.0,3.0,18.0,12.0,0.0,12.0,0.0,25.0,0.0,29.0,2.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,20.0,24.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,24.0,0.0,0.0,13.0,0.0,6.0,6.0,7.0,7.0,0.0,38.0,0.0,11.0,0.0,8.0,0.0,0.0,9.0,16.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,8.0,6.0,23.0,3.0,3.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,0.0,75.0,0.297619,0.0001,0.06863419999999999,0.765879
2013-34,0.297619,14.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,4.0,0.0,1.0,7.0,4.0,0.0,11.0,3.0,3.0,18.0,12.0,0.0,12.0,0.0,25.0,0.0,29.0,2.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,20.0,24.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,24.0,0.0,0.0,13.0,0.0,6.0,6.0,7.0,7.0,0.0,38.0,0.0,11.0,0.0,8.0,0.0,0.0,9.0,16.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,8.0,6.0,23.0,3.0,3.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,0.0,75.0,0.0001,0.21246500000000001,0.37950700000000004,0.851115
2013-35,0.0001,14.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,4.0,0.0,1.0,7.0,4.0,0.0,11.0,3.0,3.0,18.0,12.0,0.0,12.0,0.0,25.0,0.0,29.0,2.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,20.0,24.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,24.0,0.0,0.0,13.0,0.0,6.0,6.0,7.0,7.0,0.0,38.0,0.0,11.0,0.0,8.0,0.0,0.0,9.0,16.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,8.0,6.0,23.0,3.0,3.0,0.0,0.0,34.0,0.0,0.0,7.0,0.0,0.0,75.0,0.21246500000000001,0.06863419999999999,2.31101,1.32646
2013-36,0.21246500000000001,23.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,40.0,3.0,1.0,0.0,1.0,11.0,6.0,0.0,7.0,0.0,5.0,17.0,0.0,0.0,34.0,0.0,24.0,35.0,28.0,2.0,0.0,0.0,49.0,0.0,0.0,15.0,15.0,5.0,5.0,0.0,25.0,15.0,22.0,7.0,0.0,0.0,0.0,30.0,15.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,6.0,23.0,3.0,7.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,39.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,71.0,0.06863419999999999,0.37950700000000004,0.701388,1.78213
2013-37,0.06863419999999999,23.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,40.0,3.0,1.0,0.0,1.0,11.0,6.0,0.0,7.0,0.0,5.0,17.0,0.0,0.0,34.0,0.0,24.0,35.0,28.0,2.0,0.0,0.0,49.0,0.0,0.0,15.0,15.0,5.0,5.0,0.0,25.0,15.0,22.0,7.0,0.0,0.0,0.0,30.0,15.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,6.0,23.0,3.0,7.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,39.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,71.0,0.37950700000000004,2.31101,0.765879,1.8160900000000002
2013-38,0.37950700000000004,23.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,40.0,3.0,1.0,0.0,1.0,11.0,6.0,0.0,7.0,0.0,5.0,17.0,0.0,0.0,34.0,0.0,24.0,35.0,28.0,2.0,0.0,0.0,49.0,0.0,0.0,15.0,15.0,5.0,5.0,0.0,25.0,15.0,22.0,7.0,0.0,0.0,0.0,30.0,15.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,6.0,23.0,3.0,7.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,39.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,71.0,2.31101,0.701388,0.851115,1.1764700000000001
2013-39,2.31101,23.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,40.0,3.0,1.0,0.0,1.0,11.0,6.0,0.0,7.0,0.0,5.0,17.0,0.0,0.0,34.0,0.0,24.0,35.0,28.0,2.0,0.0,0.0,49.0,0.0,0.0,15.0,15.0,5.0,5.0,0.0,25.0,15.0,22.0,7.0,0.0,0.0,0.0,30.0,15.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,6.0,23.0,3.0,7.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,39.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,71.0,0.701388,0.765879,1.32646,0.666667
2013-40,0.701388,23.0,34.0,34.0,0.0,0.0,0.0,5.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,40.0,3.0,1.0,0.0,1.0,11.0,6.0,0.0,7.0,0.0,5.0,17.0,0.0,0.0,34.0,0.0,24.0,35.0,28.0,2.0,0.0,0.0,49.0,0.0,0.0,15.0,15.0,5.0,5.0,0.0,25.0,15.0,22.0,7.0,0.0,0.0,0.0,30.0,15.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,6.0,23.0,3.0,7.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,4.0,39.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,71.0,0.765879,0.851115,1.78213,0.8934709999999999
2013-41,0.765879,13.0,35.0,35.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,3.0,0.0,0.0,13.0,7.0,0.0,6.0,0.0,7.0,23.0,0.0,0.0,12.0,0.0,43.0,7.0,39.0,1.0,1.0,0.0,28.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,9.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,0.0,0.0,6.0,0.0,25.0,0.0,14.0,10.0,0.0,38.0,0.0,19.0,0.0,7.0,4.0,0.0,18.0,18.0,0.0,0.0,15.0,29.0,10.0,0.0,24.0,0.0,4.0,0.0,8.0,10.0,58.0,0.0,4.0,8.0,8.0,17.0,8.0,8.0,0.0,7.0,0.0,50.0,0.851115,1.32646,1.8160900000000002,0.933998
2013-42,0.851115,13.0,35.0,35.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,3.0,0.0,0.0,13.0,7.0,0.0,6.0,0.0,7.0,23.0,0.0,0.0,12.0,0.0,43.0,7.0,39.0,1.0,1.0,0.0,28.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,9.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,0.0,0.0,6.0,0.0,25.0,0.0,14.0,10.0,0.0,38.0,0.0,19.0,0.0,7.0,4.0,0.0,18.0,18.0,0.0,0.0,15.0,29.0,10.0,0.0,24.0,0.0,4.0,0.0,8.0,10.0,58.0,0.0,4.0,8.0,8.0,17.0,8.0,8.0,0.0,7.0,0.0,50.0,1.32646,1.78213,1.1764700000000001,1.2318
2013-43,1.32646,13.0,35.0,35.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,3.0,0.0,0.0,13.0,7.0,0.0,6.0,0.0,7.0,23.0,0.0,0.0,12.0,0.0,43.0,7.0,39.0,1.0,1.0,0.0,28.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,9.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,0.0,0.0,6.0,0.0,25.0,0.0,14.0,10.0,0.0,38.0,0.0,19.0,0.0,7.0,4.0,0.0,18.0,18.0,0.0,0.0,15.0,29.0,10.0,0.0,24.0,0.0,4.0,0.0,8.0,10.0,58.0,0.0,4.0,8.0,8.0,17.0,8.0,8.0,0.0,7.0,0.0,50.0,1.78213,1.8160900000000002,0.666667,1.33091
2013-44,1.78213,13.0,35.0,35.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,3.0,0.0,0.0,13.0,7.0,0.0,6.0,0.0,7.0,23.0,0.0,0.0,12.0,0.0,43.0,7.0,39.0,1.0,1.0,0.0,28.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,9.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,0.0,0.0,6.0,0.0,25.0,0.0,14.0,10.0,0.0,38.0,0.0,19.0,0.0,7.0,4.0,0.0,18.0,18.0,0.0,0.0,15.0,29.0,10.0,0.0,24.0,0.0,4.0,0.0,8.0,10.0,58.0,0.0,4.0,8.0,8.0,17.0,8.0,8.0,0.0,7.0,0.0,50.0,1.8160900000000002,1.1764700000000001,0.8934709999999999,1.43035
2013-45,1.8160900000000002,14.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,19.0,0.0,19.0,0.0,46.0,6.0,3.0,0.0,0.0,10.0,8.0,0.0,12.0,3.0,4.0,22.0,0.0,0.0,11.0,7.0,44.0,14.0,17.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,11.0,37.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,24.0,0.0,0.0,0.0,0.0,18.0,12.0,39.0,3.0,3.0,3.0,0.0,14.0,0.0,14.0,8.0,0.0,17.0,21.0,0.0,0.0,14.0,14.0,9.0,9.0,14.0,0.0,0.0,4.0,12.0,8.0,51.0,0.0,5.0,4.0,0.0,0.0,8.0,16.0,0.0,6.0,0.0,26.0,1.1764700000000001,0.666667,0.933998,1.39241
2013-46,1.1764700000000001,14.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,19.0,0.0,19.0,0.0,46.0,6.0,3.0,0.0,0.0,10.0,8.0,0.0,12.0,3.0,4.0,22.0,0.0,0.0,11.0,7.0,44.0,14.0,17.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,11.0,37.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,24.0,0.0,0.0,0.0,0.0,18.0,12.0,39.0,3.0,3.0,3.0,0.0,14.0,0.0,14.0,8.0,0.0,17.0,21.0,0.0,0.0,14.0,14.0,9.0,9.0,14.0,0.0,0.0,4.0,12.0,8.0,51.0,0.0,5.0,4.0,0.0,0.0,8.0,16.0,0.0,6.0,0.0,26.0,0.666667,0.8934709999999999,1.2318,1.40479
2013-47,0.666667,14.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,19.0,0.0,19.0,0.0,46.0,6.0,3.0,0.0,0.0,10.0,8.0,0.0,12.0,3.0,4.0,22.0,0.0,0.0,11.0,7.0,44.0,14.0,17.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,11.0,37.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,24.0,0.0,0.0,0.0,0.0,18.0,12.0,39.0,3.0,3.0,3.0,0.0,14.0,0.0,14.0,8.0,0.0,17.0,21.0,0.0,0.0,14.0,14.0,9.0,9.0,14.0,0.0,0.0,4.0,12.0,8.0,51.0,0.0,5.0,4.0,0.0,0.0,8.0,16.0,0.0,6.0,0.0,26.0,0.8934709999999999,0.933998,1.33091,1.56156
2013-48,0.8934709999999999,14.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,19.0,0.0,19.0,0.0,46.0,6.0,3.0,0.0,0.0,10.0,8.0,0.0,12.0,3.0,4.0,22.0,0.0,0.0,11.0,7.0,44.0,14.0,17.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,11.0,37.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,24.0,0.0,0.0,0.0,0.0,18.0,12.0,39.0,3.0,3.0,3.0,0.0,14.0,0.0,14.0,8.0,0.0,17.0,21.0,0.0,0.0,14.0,14.0,9.0,9.0,14.0,0.0,0.0,4.0,12.0,8.0,51.0,0.0,5.0,4.0,0.0,0.0,8.0,16.0,0.0,6.0,0.0,26.0,0.933998,1.2318,1.43035,2.11538
2013-49,0.933998,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.2318,1.33091,1.39241,3.24649
2013-50,1.2318,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.33091,1.43035,1.40479,3.27323
2013-51,1.33091,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.43035,1.39241,1.56156,2.31715
2013-52,1.43035,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.39241,1.40479,2.11538,2.9813
2014-01,1.39241,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.40479,1.56156,3.24649,2.43843
2014-02,1.40479,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.56156,2.11538,3.27323,2.50557
2014-03,1.56156,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.11538,3.24649,2.31715,1.8018
2014-04,2.11538,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,3.24649,3.27323,2.9813,2.8450599999999997
2014-05,3.24649,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,3.27323,2.31715,2.43843,2.772
2014-06,3.27323,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.31715,2.9813,2.50557,2.76172
2014-07,2.31715,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.9813,2.43843,1.8018,2.77388
