date,utah_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,flu utah,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,food poisoning,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,flu in utah,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2013-01,6.62258,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,5.4211
2013-02,5.4211,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,5.49212
2013-03,5.49212,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,5.58777
2013-04,5.58777,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,5.05722
2013-05,5.05722,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,4.17015
2013-06,4.17015,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,3.63476
2013-07,3.63476,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,3.33351
2013-08,3.33351,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,3.0499099999999997
2013-09,3.0499099999999997,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,2.6884900000000003
2013-10,2.6884900000000003,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,2.47748
2013-11,2.47748,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,1.9325700000000001
2013-12,1.9325700000000001,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,1.7995400000000001
2013-13,1.7995400000000001,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,1.92144
2013-14,1.92144,14.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4.0,15.0,0.0,5.0,0.0,0.0,63.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,31.0,0.0,0.0,16.0,0.0,32.0,16.0,39.0,0.0,33.0,0.0,39.0,0.0,13.0,0.0,14.0,0.0,21.0,14.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,19.0,0.0,0.0,11.0,0.0,11.0,40.0,0.0,11.0,18.0,17.0,44.0,0.0,10.0,10.0,35.0,1.63571
2013-15,1.63571,10.0,0.0,45.0,45.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,36.0,27.0,0.0,10.0,0.0,67.0,1.39591
2013-16,1.39591,10.0,0.0,45.0,45.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,36.0,27.0,0.0,10.0,0.0,67.0,1.48716
2013-17,1.48716,10.0,0.0,45.0,45.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,36.0,27.0,0.0,10.0,0.0,67.0,1.53596
2013-18,1.53596,10.0,0.0,45.0,45.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,21.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,36.0,27.0,0.0,10.0,0.0,67.0,1.51779
2013-19,1.51779,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,17.0,0.0,0.0,6.0,2.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.0,72.0,0.0,36.0,15.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,18.0,0.0,36.0,18.0,25.0,0.0,52.0,4.0,30.0,0.0,15.0,0.0,16.0,0.0,31.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,74.0,1.42519
2013-20,1.42519,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,17.0,0.0,0.0,6.0,2.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.0,72.0,0.0,36.0,15.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,18.0,0.0,36.0,18.0,25.0,0.0,52.0,4.0,30.0,0.0,15.0,0.0,16.0,0.0,31.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,74.0,1.5619299999999998
2013-21,1.5619299999999998,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,17.0,0.0,0.0,6.0,2.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.0,72.0,0.0,36.0,15.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,18.0,0.0,36.0,18.0,25.0,0.0,52.0,4.0,30.0,0.0,15.0,0.0,16.0,0.0,31.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,74.0,1.7372400000000001
2013-22,1.7372400000000001,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,17.0,0.0,0.0,6.0,2.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.0,72.0,0.0,36.0,15.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,18.0,0.0,36.0,18.0,25.0,0.0,52.0,4.0,30.0,0.0,15.0,0.0,16.0,0.0,31.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,74.0,1.5233
2013-23,1.5233,6.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,18.0,11.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,26.0,0.0,13.0,0.0,23.0,3.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,47.0,1.18249
2013-24,1.18249,6.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,18.0,11.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,26.0,0.0,13.0,0.0,23.0,3.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,47.0,1.3128799999999998
2013-25,1.3128799999999998,6.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,18.0,11.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,26.0,0.0,13.0,0.0,23.0,3.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,47.0,1.0177
2013-26,1.0177,6.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,18.0,11.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,26.0,0.0,13.0,0.0,23.0,3.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,47.0,0.858116
2013-27,0.858116,6.0,37.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,18.0,11.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,26.0,0.0,13.0,0.0,23.0,3.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,47.0,0.8727659999999999
2013-28,0.8727659999999999,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,21.0,0.0,11.0,2.0,2.0,0.0,0.0,10.0,5.0,7.0,10.0,5.0,0.0,0.0,35.0,7.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,21.0,9.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,16.0,11.0,14.0,0.0,34.0,2.0,9.0,0.0,0.0,0.0,10.0,0.0,28.0,10.0,10.0,0.0,14.0,14.0,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,0.0,0.0,0.0,7.0,48.0,0.938416
2013-29,0.938416,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,21.0,0.0,11.0,2.0,2.0,0.0,0.0,10.0,5.0,7.0,10.0,5.0,0.0,0.0,35.0,7.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,21.0,9.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,16.0,11.0,14.0,0.0,34.0,2.0,9.0,0.0,0.0,0.0,10.0,0.0,28.0,10.0,10.0,0.0,14.0,14.0,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,0.0,0.0,0.0,7.0,48.0,1.0955700000000002
2013-30,1.0955700000000002,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,21.0,0.0,11.0,2.0,2.0,0.0,0.0,10.0,5.0,7.0,10.0,5.0,0.0,0.0,35.0,7.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,21.0,9.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,16.0,11.0,14.0,0.0,34.0,2.0,9.0,0.0,0.0,0.0,10.0,0.0,28.0,10.0,10.0,0.0,14.0,14.0,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,0.0,0.0,0.0,7.0,48.0,0.9348489999999999
2013-31,0.9348489999999999,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,21.0,0.0,11.0,2.0,2.0,0.0,0.0,10.0,5.0,7.0,10.0,5.0,0.0,0.0,35.0,7.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,21.0,9.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,11.0,16.0,11.0,14.0,0.0,34.0,2.0,9.0,0.0,0.0,0.0,10.0,0.0,28.0,10.0,10.0,0.0,14.0,14.0,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,0.0,0.0,0.0,7.0,48.0,0.9731799999999999
2013-32,0.9731799999999999,21.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,39.0,0.0,4.0,0.0,0.0,0.0,1.0,40.0,10.0,10.0,0.0,0.0,15.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,5.0,17.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,18.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,16.0,0.0,10.0,2.0,28.0,2.0,9.0,0.0,9.0,9.0,9.0,0.0,33.0,0.0,10.0,0.0,0.0,24.0,13.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,0.0,7.0,7.0,48.0,0.86334
2013-33,0.86334,21.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,39.0,0.0,4.0,0.0,0.0,0.0,1.0,40.0,10.0,10.0,0.0,0.0,15.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,5.0,17.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,18.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,16.0,0.0,10.0,2.0,28.0,2.0,9.0,0.0,9.0,9.0,9.0,0.0,33.0,0.0,10.0,0.0,0.0,24.0,13.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,12.0,0.0,7.0,7.0,48.0,0.8474
