date,hawaii_flu,flu,bird flu,cure the flu,flu season,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,flu children,incubation period for flu,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,flu hawaii,flu vs cold,flu and fever,flu care,flu headache,flu symptoms 2018,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza symptoms,the flu virus,reduce fever,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,food poisoning,flu symptoms 2016,swine flu,flu cough,contagious flu,flu report,signs of flu,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,flu map,cdc flu,taking temperature,flu symptoms 2019,flu shot symptoms,keto flu,flu contagious,bronchitis,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu shot side effects,treat flu,body temperature,h1n1 flu,target_1,target_2,target_4,target_8
2013-29,0.5089060000000001,12.0,17.0,0.0,18.0,25.0,0.0,27.0,23.0,0.0,4.0,7.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,17.0,0.0,0.0,42.0,0.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,68.0,0.0,65.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,33.0,0.0,0.0,37.0,30.0,0.0,0.0,51.0,0.0,0.567721,0.587248,0.6134970000000001,1.61663
2013-30,0.567721,12.0,17.0,0.0,18.0,25.0,0.0,27.0,23.0,0.0,4.0,7.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,17.0,0.0,0.0,42.0,0.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,68.0,0.0,65.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,33.0,0.0,0.0,37.0,30.0,0.0,0.0,51.0,0.0,0.587248,0.160128,0.527357,1.37195
2013-31,0.587248,12.0,17.0,0.0,18.0,25.0,0.0,27.0,23.0,0.0,4.0,7.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,17.0,0.0,0.0,42.0,0.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,68.0,0.0,65.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,33.0,0.0,0.0,37.0,30.0,0.0,0.0,51.0,0.0,0.160128,0.6134970000000001,1.3398299999999999,1.7735299999999998
2013-32,0.160128,27.0,0.0,0.0,0.0,59.0,16.0,28.0,23.0,0.0,27.0,20.0,0.0,15.0,0.0,29.0,34.0,23.0,61.0,0.0,0.0,33.0,44.0,20.0,0.0,0.0,52.0,36.0,17.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,40.0,0.0,18.0,0.0,7.0,0.0,56.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,0.0,67.0,0.0,0.0,0.0,0.0,56.0,36.0,18.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,27.0,0.0,0.6134970000000001,0.527357,1.4269999999999998,1.25261
2013-33,0.6134970000000001,27.0,0.0,0.0,0.0,59.0,16.0,28.0,23.0,0.0,27.0,20.0,0.0,15.0,0.0,29.0,34.0,23.0,61.0,0.0,0.0,33.0,44.0,20.0,0.0,0.0,52.0,36.0,17.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,40.0,0.0,18.0,0.0,7.0,0.0,56.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,0.0,67.0,0.0,0.0,0.0,0.0,56.0,36.0,18.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,27.0,0.0,0.527357,1.3398299999999999,1.61663,1.9855599999999998
2013-34,0.527357,27.0,0.0,0.0,0.0,59.0,16.0,28.0,23.0,0.0,27.0,20.0,0.0,15.0,0.0,29.0,34.0,23.0,61.0,0.0,0.0,33.0,44.0,20.0,0.0,0.0,52.0,36.0,17.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,40.0,0.0,18.0,0.0,7.0,0.0,56.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,0.0,67.0,0.0,0.0,0.0,0.0,56.0,36.0,18.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,27.0,0.0,1.3398299999999999,1.4269999999999998,1.37195,1.98925
2013-35,1.3398299999999999,27.0,0.0,0.0,0.0,59.0,16.0,28.0,23.0,0.0,27.0,20.0,0.0,15.0,0.0,29.0,34.0,23.0,61.0,0.0,0.0,33.0,44.0,20.0,0.0,0.0,52.0,36.0,17.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,40.0,0.0,18.0,0.0,7.0,0.0,56.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,0.0,67.0,0.0,0.0,0.0,0.0,56.0,36.0,18.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,27.0,0.0,1.4269999999999998,1.61663,1.7735299999999998,1.95767
2013-36,1.4269999999999998,25.0,17.0,0.0,18.0,38.0,16.0,80.0,23.0,0.0,19.0,12.0,32.0,15.0,45.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,40.0,16.0,16.0,35.0,0.0,39.0,0.0,32.0,36.0,31.0,0.0,16.0,38.0,33.0,0.0,39.0,25.0,0.0,44.0,8.0,23.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,44.0,0.0,34.0,0.0,29.0,32.0,66.0,0.0,35.0,0.0,0.0,38.0,17.0,33.0,34.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,1.61663,1.37195,1.25261,2.10403
2013-37,1.61663,25.0,17.0,0.0,18.0,38.0,16.0,80.0,23.0,0.0,19.0,12.0,32.0,15.0,45.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,40.0,16.0,16.0,35.0,0.0,39.0,0.0,32.0,36.0,31.0,0.0,16.0,38.0,33.0,0.0,39.0,25.0,0.0,44.0,8.0,23.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,44.0,0.0,34.0,0.0,29.0,32.0,66.0,0.0,35.0,0.0,0.0,38.0,17.0,33.0,34.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,1.37195,1.7735299999999998,1.9855599999999998,2.2093599999999998
2013-38,1.37195,25.0,17.0,0.0,18.0,38.0,16.0,80.0,23.0,0.0,19.0,12.0,32.0,15.0,45.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,40.0,16.0,16.0,35.0,0.0,39.0,0.0,32.0,36.0,31.0,0.0,16.0,38.0,33.0,0.0,39.0,25.0,0.0,44.0,8.0,23.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,44.0,0.0,34.0,0.0,29.0,32.0,66.0,0.0,35.0,0.0,0.0,38.0,17.0,33.0,34.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,1.7735299999999998,1.25261,1.98925,2.1264
2013-39,1.7735299999999998,25.0,17.0,0.0,18.0,38.0,16.0,80.0,23.0,0.0,19.0,12.0,32.0,15.0,45.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,40.0,16.0,16.0,35.0,0.0,39.0,0.0,32.0,36.0,31.0,0.0,16.0,38.0,33.0,0.0,39.0,25.0,0.0,44.0,8.0,23.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,44.0,0.0,34.0,0.0,29.0,32.0,66.0,0.0,35.0,0.0,0.0,38.0,17.0,33.0,34.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,1.25261,1.9855599999999998,1.95767,2.53583
2013-40,1.25261,25.0,17.0,0.0,18.0,38.0,16.0,80.0,23.0,0.0,19.0,12.0,32.0,15.0,45.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,40.0,16.0,16.0,35.0,0.0,39.0,0.0,32.0,36.0,31.0,0.0,16.0,38.0,33.0,0.0,39.0,25.0,0.0,44.0,8.0,23.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,44.0,0.0,34.0,0.0,29.0,32.0,66.0,0.0,35.0,0.0,0.0,38.0,17.0,33.0,34.0,0.0,0.0,0.0,48.0,0.0,51.0,0.0,1.9855599999999998,1.98925,2.10403,1.7406400000000002
2013-41,1.9855599999999998,19.0,0.0,0.0,17.0,33.0,15.0,52.0,43.0,0.0,17.0,19.0,0.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,25.0,15.0,0.0,0.0,55.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,34.0,0.0,49.0,0.0,21.0,45.0,23.0,47.0,0.0,0.0,31.0,26.0,31.0,35.0,33.0,0.0,0.0,0.0,33.0,21.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,16.0,0.0,33.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,1.98925,1.95767,2.2093599999999998,2.10035
2013-42,1.98925,19.0,0.0,0.0,17.0,33.0,15.0,52.0,43.0,0.0,17.0,19.0,0.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,25.0,15.0,0.0,0.0,55.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,34.0,0.0,49.0,0.0,21.0,45.0,23.0,47.0,0.0,0.0,31.0,26.0,31.0,35.0,33.0,0.0,0.0,0.0,33.0,21.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,16.0,0.0,33.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,1.95767,2.10403,2.1264,2.86248
2013-43,1.95767,19.0,0.0,0.0,17.0,33.0,15.0,52.0,43.0,0.0,17.0,19.0,0.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,25.0,15.0,0.0,0.0,55.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,34.0,0.0,49.0,0.0,21.0,45.0,23.0,47.0,0.0,0.0,31.0,26.0,31.0,35.0,33.0,0.0,0.0,0.0,33.0,21.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,16.0,0.0,33.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,2.10403,2.2093599999999998,2.53583,3.265
2013-44,2.10403,19.0,0.0,0.0,17.0,33.0,15.0,52.0,43.0,0.0,17.0,19.0,0.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,25.0,15.0,0.0,0.0,55.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,34.0,0.0,49.0,0.0,21.0,45.0,23.0,47.0,0.0,0.0,31.0,26.0,31.0,35.0,33.0,0.0,0.0,0.0,33.0,21.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,16.0,0.0,33.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,2.2093599999999998,2.1264,1.7406400000000002,2.0604400000000003
2013-45,2.2093599999999998,25.0,17.0,0.0,18.0,43.0,24.0,0.0,23.0,0.0,28.0,24.0,0.0,15.0,0.0,0.0,32.0,34.0,0.0,0.0,0.0,32.0,17.0,19.0,0.0,0.0,18.0,19.0,0.0,0.0,56.0,39.0,0.0,32.0,18.0,31.0,0.0,0.0,0.0,33.0,0.0,39.0,17.0,0.0,44.0,51.0,0.0,70.0,0.0,0.0,0.0,27.0,0.0,0.0,69.0,0.0,31.0,0.0,34.0,44.0,64.0,0.0,23.0,0.0,48.0,0.0,0.0,0.0,0.0,27.0,47.0,52.0,0.0,0.0,0.0,0.0,30.0,0.0,37.0,45.0,16.0,2.1264,2.53583,2.10035,2.95858
2013-46,2.1264,25.0,17.0,0.0,18.0,43.0,24.0,0.0,23.0,0.0,28.0,24.0,0.0,15.0,0.0,0.0,32.0,34.0,0.0,0.0,0.0,32.0,17.0,19.0,0.0,0.0,18.0,19.0,0.0,0.0,56.0,39.0,0.0,32.0,18.0,31.0,0.0,0.0,0.0,33.0,0.0,39.0,17.0,0.0,44.0,51.0,0.0,70.0,0.0,0.0,0.0,27.0,0.0,0.0,69.0,0.0,31.0,0.0,34.0,44.0,64.0,0.0,23.0,0.0,48.0,0.0,0.0,0.0,0.0,27.0,47.0,52.0,0.0,0.0,0.0,0.0,30.0,0.0,37.0,45.0,16.0,2.53583,1.7406400000000002,2.86248,3.6158900000000003
2013-47,2.53583,25.0,17.0,0.0,18.0,43.0,24.0,0.0,23.0,0.0,28.0,24.0,0.0,15.0,0.0,0.0,32.0,34.0,0.0,0.0,0.0,32.0,17.0,19.0,0.0,0.0,18.0,19.0,0.0,0.0,56.0,39.0,0.0,32.0,18.0,31.0,0.0,0.0,0.0,33.0,0.0,39.0,17.0,0.0,44.0,51.0,0.0,70.0,0.0,0.0,0.0,27.0,0.0,0.0,69.0,0.0,31.0,0.0,34.0,44.0,64.0,0.0,23.0,0.0,48.0,0.0,0.0,0.0,0.0,27.0,47.0,52.0,0.0,0.0,0.0,0.0,30.0,0.0,37.0,45.0,16.0,1.7406400000000002,2.10035,3.265,3.38421
2013-48,1.7406400000000002,25.0,17.0,0.0,18.0,43.0,24.0,0.0,23.0,0.0,28.0,24.0,0.0,15.0,0.0,0.0,32.0,34.0,0.0,0.0,0.0,32.0,17.0,19.0,0.0,0.0,18.0,19.0,0.0,0.0,56.0,39.0,0.0,32.0,18.0,31.0,0.0,0.0,0.0,33.0,0.0,39.0,17.0,0.0,44.0,51.0,0.0,70.0,0.0,0.0,0.0,27.0,0.0,0.0,69.0,0.0,31.0,0.0,34.0,44.0,64.0,0.0,23.0,0.0,48.0,0.0,0.0,0.0,0.0,27.0,47.0,52.0,0.0,0.0,0.0,0.0,30.0,0.0,37.0,45.0,16.0,2.10035,2.86248,2.0604400000000003,5.3030300000000015
2013-49,2.10035,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,2.86248,3.265,2.95858,4.99376
2013-50,2.86248,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,3.265,2.0604400000000003,3.6158900000000003,5.58968
2013-51,3.265,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,2.0604400000000003,2.95858,3.38421,5.77617
2013-52,2.0604400000000003,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,2.95858,3.6158900000000003,5.3030300000000015,8.10466
2014-01,2.95858,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,3.6158900000000003,3.38421,4.99376,6.8452399999999995
2014-02,3.6158900000000003,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,3.38421,5.3030300000000015,5.58968,6.30225
2014-03,3.38421,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,5.3030300000000015,4.99376,5.77617,4.625
2014-04,5.3030300000000015,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,4.99376,5.58968,8.10466,2.6212299999999997
2014-05,4.99376,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,5.58968,5.77617,6.8452399999999995,3.03721
2014-06,5.58968,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,5.77617,8.10466,6.30225,3.0303
2014-07,5.77617,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,8.10466,6.8452399999999995,4.625,2.15783
2014-08,8.10466,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,6.8452399999999995,6.30225,2.6212299999999997,3.2497700000000003
2014-09,6.8452399999999995,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,6.30225,4.625,3.03721,2.49844
2014-10,6.30225,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,4.625,2.6212299999999997,3.0303,1.78462
2014-11,4.625,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,2.6212299999999997,3.03721,2.15783,1.81932
2014-12,2.6212299999999997,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,3.03721,3.0303,3.2497700000000003,2.41477
2014-13,3.03721,14.0,18.0,0.0,18.0,81.0,16.0,41.0,23.0,35.0,13.0,7.0,0.0,0.0,0.0,19.0,66.0,23.0,30.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,35.0,32.0,22.0,48.0,48.0,57.0,0.0,7.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,70.0,22.0,66.0,35.0,19.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,35.0,0.0,38.0,61.0,0.0,38.0,39.0,0.0,3.0303,2.15783,2.49844,3.3213
