date,minnesota_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,mn flu,influenza a and b,remedies for flu,flu season,flu shots,dangerous fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,flu how long,fever cough,flu and cold,flu in mn,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,flu minnesota,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2017-12,3.01904,13.0,6.0,4.0,7.0,0.0,0.0,26.0,1.0,1.0,4.0,8.0,4.0,2.0,0.0,0.0,14.0,0.0,11.0,9.0,12.0,2.0,0.0,19.0,6.0,1.0,11.0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,36.0,2.0,0.0,13.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,10.0,54.0,0.0,9.0,9.0,18.0,1.0,1.0,1.0,35.0,8.0,15.0,31.0,0.0,0.0,2.0,29.0,1.0,5.0,2.0,2.0,14.0,6.0,0.0,0.0,74.0,7.0,15.0,0.0,8.0,0.0,12.0,6.0,6.0,8.0,0.0,22.0,0.0,5.0,10.0,11.0,8.0,6.0,0.0,6.0,6.0,0.0,4.0,4.0,93.0,3.16175,3.30335,2.9253299999999998,1.85063
2017-13,3.16175,13.0,6.0,4.0,7.0,0.0,0.0,26.0,1.0,1.0,4.0,8.0,4.0,2.0,0.0,0.0,14.0,0.0,11.0,9.0,12.0,2.0,0.0,19.0,6.0,1.0,11.0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,36.0,2.0,0.0,13.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,10.0,54.0,0.0,9.0,9.0,18.0,1.0,1.0,1.0,35.0,8.0,15.0,31.0,0.0,0.0,2.0,29.0,1.0,5.0,2.0,2.0,14.0,6.0,0.0,0.0,74.0,7.0,15.0,0.0,8.0,0.0,12.0,6.0,6.0,8.0,0.0,22.0,0.0,5.0,10.0,11.0,8.0,6.0,0.0,6.0,6.0,0.0,4.0,4.0,93.0,3.30335,2.7661599999999997,2.4386900000000002,1.34168
2017-14,3.30335,8.0,2.0,2.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,5.0,2.0,0.0,11.0,6.0,0.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,7.0,0.0,13.0,39.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,16.0,8.0,0.0,3.0,14.0,0.0,10.0,3.0,0.0,3.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,4.0,0.0,0.0,13.0,11.0,16.0,6.0,12.0,0.0,0.0,8.0,8.0,4.0,42.0,2.7661599999999997,2.9253299999999998,2.14699,1.0442799999999999
2017-15,2.7661599999999997,8.0,2.0,2.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,5.0,2.0,0.0,11.0,6.0,0.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,7.0,0.0,13.0,39.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,16.0,8.0,0.0,3.0,14.0,0.0,10.0,3.0,0.0,3.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,4.0,0.0,0.0,13.0,11.0,16.0,6.0,12.0,0.0,0.0,8.0,8.0,4.0,42.0,2.9253299999999998,2.4386900000000002,2.20834,0.8058609999999999
2017-16,2.9253299999999998,8.0,2.0,2.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,5.0,2.0,0.0,11.0,6.0,0.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,7.0,0.0,13.0,39.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,16.0,8.0,0.0,3.0,14.0,0.0,10.0,3.0,0.0,3.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,4.0,0.0,0.0,13.0,11.0,16.0,6.0,12.0,0.0,0.0,8.0,8.0,4.0,42.0,2.4386900000000002,2.14699,1.85063,0.7223109999999999
2017-17,2.4386900000000002,8.0,2.0,2.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,5.0,2.0,0.0,11.0,6.0,0.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,7.0,0.0,13.0,39.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,16.0,8.0,0.0,3.0,14.0,0.0,10.0,3.0,0.0,3.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,4.0,0.0,0.0,13.0,11.0,16.0,6.0,12.0,0.0,0.0,8.0,8.0,4.0,42.0,2.14699,2.20834,1.34168,1.2775299999999998
2017-18,2.14699,8.0,2.0,2.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,5.0,2.0,0.0,11.0,6.0,0.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,7.0,0.0,13.0,39.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,16.0,8.0,0.0,3.0,14.0,0.0,10.0,3.0,0.0,3.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,4.0,0.0,0.0,13.0,11.0,16.0,6.0,12.0,0.0,0.0,8.0,8.0,4.0,42.0,2.20834,1.85063,1.0442799999999999,0.744359
2017-19,2.20834,6.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0,9.0,6.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,21.0,0.0,16.0,5.0,2.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,7.0,0.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,7.0,11.0,5.0,3.0,0.0,6.0,6.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,4.0,0.0,4.0,0.0,6.0,6.0,9.0,0.0,6.0,9.0,6.0,0.0,4.0,0.0,0.0,37.0,1.85063,1.34168,0.8058609999999999,0.633756
2017-20,1.85063,6.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0,9.0,6.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,21.0,0.0,16.0,5.0,2.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,7.0,0.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,7.0,11.0,5.0,3.0,0.0,6.0,6.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,4.0,0.0,4.0,0.0,6.0,6.0,9.0,0.0,6.0,9.0,6.0,0.0,4.0,0.0,0.0,37.0,1.34168,1.0442799999999999,0.7223109999999999,0.811542
2017-21,1.34168,6.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0,9.0,6.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,21.0,0.0,16.0,5.0,2.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,7.0,0.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,7.0,11.0,5.0,3.0,0.0,6.0,6.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,4.0,0.0,4.0,0.0,6.0,6.0,9.0,0.0,6.0,9.0,6.0,0.0,4.0,0.0,0.0,37.0,1.0442799999999999,0.8058609999999999,1.2775299999999998,1.12544
2017-22,1.0442799999999999,6.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0,9.0,6.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,21.0,0.0,16.0,5.0,2.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,7.0,0.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,7.0,11.0,5.0,3.0,0.0,6.0,6.0,39.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,4.0,0.0,4.0,0.0,6.0,6.0,9.0,0.0,6.0,9.0,6.0,0.0,4.0,0.0,0.0,37.0,0.8058609999999999,0.7223109999999999,0.744359,1.19541
2017-23,0.8058609999999999,6.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,6.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,19.0,5.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,8.0,17.0,0.0,0.0,2.0,17.0,2.0,7.0,3.0,0.0,5.0,6.0,6.0,0.0,30.0,0.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,9.0,0.0,0.0,6.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,0.7223109999999999,1.2775299999999998,0.633756,0.935673
2017-24,0.7223109999999999,6.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,6.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,19.0,5.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,8.0,17.0,0.0,0.0,2.0,17.0,2.0,7.0,3.0,0.0,5.0,6.0,6.0,0.0,30.0,0.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,9.0,0.0,0.0,6.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,1.2775299999999998,0.744359,0.811542,0.9479770000000001
2017-25,1.2775299999999998,6.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,6.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,19.0,5.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,8.0,17.0,0.0,0.0,2.0,17.0,2.0,7.0,3.0,0.0,5.0,6.0,6.0,0.0,30.0,0.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,9.0,0.0,0.0,6.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,0.744359,0.633756,1.12544,1.09426
2017-26,0.744359,6.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,6.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,19.0,5.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,8.0,17.0,0.0,0.0,2.0,17.0,2.0,7.0,3.0,0.0,5.0,6.0,6.0,0.0,30.0,0.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,9.0,0.0,0.0,6.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,0.633756,0.811542,1.19541,0.736607
2017-27,0.633756,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,8.0,2.0,0.0,7.0,5.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,2.0,2.0,18.0,4.0,13.0,0.0,0.0,8.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,5.0,10.0,10.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,37.0,0.811542,1.12544,0.935673,0.623182
2017-28,0.811542,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,8.0,2.0,0.0,7.0,5.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,2.0,2.0,18.0,4.0,13.0,0.0,0.0,8.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,5.0,10.0,10.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,37.0,1.12544,1.19541,0.9479770000000001,0.567823
2017-29,1.12544,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,8.0,2.0,0.0,7.0,5.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,2.0,2.0,18.0,4.0,13.0,0.0,0.0,8.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,5.0,10.0,10.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,37.0,1.19541,0.935673,1.09426,1.00271
2017-30,1.19541,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,8.0,2.0,0.0,7.0,5.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,2.0,2.0,18.0,4.0,13.0,0.0,0.0,8.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,5.0,10.0,10.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,37.0,0.935673,0.9479770000000001,0.736607,0.702494
2017-31,0.935673,7.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,8.0,2.0,0.0,7.0,5.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,2.0,2.0,18.0,4.0,13.0,0.0,0.0,8.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,5.0,10.0,10.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,37.0,0.9479770000000001,1.09426,0.623182,1.16713
2017-32,0.9479770000000001,17.0,2.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,10.0,27.0,2.0,0.0,29.0,15.0,15.0,9.0,7.0,13.0,2.0,0.0,15.0,5.0,0.0,9.0,4.0,7.0,0.0,10.0,0.0,10.0,0.0,24.0,9.0,0.0,13.0,1.0,0.0,0.0,36.0,0.0,0.0,28.0,11.0,7.0,0.0,16.0,29.0,0.0,36.0,0.0,9.0,1.0,0.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,43.0,3.0,0.0,3.0,0.0,17.0,0.0,36.0,8.0,0.0,0.0,15.0,6.0,0.0,21.0,6.0,8.0,4.0,4.0,0.0,5.0,5.0,16.0,11.0,0.0,17.0,0.0,20.0,0.0,0.0,4.0,79.0,1.09426,0.736607,0.567823,1.42651
2017-33,1.09426,17.0,2.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,10.0,27.0,2.0,0.0,29.0,15.0,15.0,9.0,7.0,13.0,2.0,0.0,15.0,5.0,0.0,9.0,4.0,7.0,0.0,10.0,0.0,10.0,0.0,24.0,9.0,0.0,13.0,1.0,0.0,0.0,36.0,0.0,0.0,28.0,11.0,7.0,0.0,16.0,29.0,0.0,36.0,0.0,9.0,1.0,0.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,43.0,3.0,0.0,3.0,0.0,17.0,0.0,36.0,8.0,0.0,0.0,15.0,6.0,0.0,21.0,6.0,8.0,4.0,4.0,0.0,5.0,5.0,16.0,11.0,0.0,17.0,0.0,20.0,0.0,0.0,4.0,79.0,0.736607,0.623182,1.00271,1.43321
2017-34,0.736607,17.0,2.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,10.0,27.0,2.0,0.0,29.0,15.0,15.0,9.0,7.0,13.0,2.0,0.0,15.0,5.0,0.0,9.0,4.0,7.0,0.0,10.0,0.0,10.0,0.0,24.0,9.0,0.0,13.0,1.0,0.0,0.0,36.0,0.0,0.0,28.0,11.0,7.0,0.0,16.0,29.0,0.0,36.0,0.0,9.0,1.0,0.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,43.0,3.0,0.0,3.0,0.0,17.0,0.0,36.0,8.0,0.0,0.0,15.0,6.0,0.0,21.0,6.0,8.0,4.0,4.0,0.0,5.0,5.0,16.0,11.0,0.0,17.0,0.0,20.0,0.0,0.0,4.0,79.0,0.623182,0.567823,0.702494,1.42129
2017-35,0.623182,17.0,2.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,10.0,27.0,2.0,0.0,29.0,15.0,15.0,9.0,7.0,13.0,2.0,0.0,15.0,5.0,0.0,9.0,4.0,7.0,0.0,10.0,0.0,10.0,0.0,24.0,9.0,0.0,13.0,1.0,0.0,0.0,36.0,0.0,0.0,28.0,11.0,7.0,0.0,16.0,29.0,0.0,36.0,0.0,9.0,1.0,0.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,43.0,3.0,0.0,3.0,0.0,17.0,0.0,36.0,8.0,0.0,0.0,15.0,6.0,0.0,21.0,6.0,8.0,4.0,4.0,0.0,5.0,5.0,16.0,11.0,0.0,17.0,0.0,20.0,0.0,0.0,4.0,79.0,0.567823,1.00271,1.16713,1.24153
2017-36,0.567823,28.0,0.0,4.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,8.0,63.0,2.0,0.0,13.0,13.0,13.0,11.0,6.0,23.0,6.0,0.0,22.0,13.0,0.0,11.0,2.0,6.0,4.0,9.0,0.0,9.0,0.0,36.0,12.0,10.0,18.0,0.0,0.0,1.0,64.0,0.0,0.0,20.0,10.0,9.0,0.0,15.0,47.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,14.0,0.0,2.0,5.0,25.0,3.0,54.0,5.0,0.0,8.0,10.0,15.0,0.0,51.0,7.0,28.0,0.0,10.0,5.0,0.0,5.0,5.0,4.0,0.0,13.0,4.0,0.0,12.0,19.0,24.0,16.0,13.0,5.0,53.0,4.0,0.0,4.0,70.0,1.00271,0.702494,1.42651,1.36721
2017-37,1.00271,28.0,0.0,4.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,8.0,63.0,2.0,0.0,13.0,13.0,13.0,11.0,6.0,23.0,6.0,0.0,22.0,13.0,0.0,11.0,2.0,6.0,4.0,9.0,0.0,9.0,0.0,36.0,12.0,10.0,18.0,0.0,0.0,1.0,64.0,0.0,0.0,20.0,10.0,9.0,0.0,15.0,47.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,14.0,0.0,2.0,5.0,25.0,3.0,54.0,5.0,0.0,8.0,10.0,15.0,0.0,51.0,7.0,28.0,0.0,10.0,5.0,0.0,5.0,5.0,4.0,0.0,13.0,4.0,0.0,12.0,19.0,24.0,16.0,13.0,5.0,53.0,4.0,0.0,4.0,70.0,0.702494,1.16713,1.43321,1.42363
2017-38,0.702494,28.0,0.0,4.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,8.0,63.0,2.0,0.0,13.0,13.0,13.0,11.0,6.0,23.0,6.0,0.0,22.0,13.0,0.0,11.0,2.0,6.0,4.0,9.0,0.0,9.0,0.0,36.0,12.0,10.0,18.0,0.0,0.0,1.0,64.0,0.0,0.0,20.0,10.0,9.0,0.0,15.0,47.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,14.0,0.0,2.0,5.0,25.0,3.0,54.0,5.0,0.0,8.0,10.0,15.0,0.0,51.0,7.0,28.0,0.0,10.0,5.0,0.0,5.0,5.0,4.0,0.0,13.0,4.0,0.0,12.0,19.0,24.0,16.0,13.0,5.0,53.0,4.0,0.0,4.0,70.0,1.16713,1.42651,1.42129,1.64262
2017-39,1.16713,28.0,0.0,4.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,8.0,63.0,2.0,0.0,13.0,13.0,13.0,11.0,6.0,23.0,6.0,0.0,22.0,13.0,0.0,11.0,2.0,6.0,4.0,9.0,0.0,9.0,0.0,36.0,12.0,10.0,18.0,0.0,0.0,1.0,64.0,0.0,0.0,20.0,10.0,9.0,0.0,15.0,47.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,14.0,0.0,2.0,5.0,25.0,3.0,54.0,5.0,0.0,8.0,10.0,15.0,0.0,51.0,7.0,28.0,0.0,10.0,5.0,0.0,5.0,5.0,4.0,0.0,13.0,4.0,0.0,12.0,19.0,24.0,16.0,13.0,5.0,53.0,4.0,0.0,4.0,70.0,1.42651,1.43321,1.24153,1.6596
2017-40,1.42651,21.0,0.0,2.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,26.0,0.0,0.0,21.0,28.0,14.0,15.0,9.0,16.0,4.0,0.0,20.0,13.0,0.0,15.0,2.0,8.0,2.0,0.0,0.0,14.0,9.0,35.0,4.0,8.0,12.0,1.0,1.0,0.0,36.0,0.0,11.0,21.0,11.0,9.0,0.0,37.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,35.0,7.0,0.0,26.0,7.0,1.0,1.0,35.0,2.0,27.0,6.0,0.0,7.0,5.0,5.0,0.0,48.0,7.0,11.0,7.0,14.0,0.0,11.0,11.0,6.0,4.0,0.0,12.0,0.0,0.0,25.0,15.0,13.0,28.0,16.0,22.0,22.0,0.0,4.0,0.0,78.0,1.43321,1.42129,1.36721,1.47341
2017-41,1.43321,21.0,0.0,2.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,26.0,0.0,0.0,21.0,28.0,14.0,15.0,9.0,16.0,4.0,0.0,20.0,13.0,0.0,15.0,2.0,8.0,2.0,0.0,0.0,14.0,9.0,35.0,4.0,8.0,12.0,1.0,1.0,0.0,36.0,0.0,11.0,21.0,11.0,9.0,0.0,37.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,35.0,7.0,0.0,26.0,7.0,1.0,1.0,35.0,2.0,27.0,6.0,0.0,7.0,5.0,5.0,0.0,48.0,7.0,11.0,7.0,14.0,0.0,11.0,11.0,6.0,4.0,0.0,12.0,0.0,0.0,25.0,15.0,13.0,28.0,16.0,22.0,22.0,0.0,4.0,0.0,78.0,1.42129,1.24153,1.42363,2.1503900000000002
2017-42,1.42129,21.0,0.0,2.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,26.0,0.0,0.0,21.0,28.0,14.0,15.0,9.0,16.0,4.0,0.0,20.0,13.0,0.0,15.0,2.0,8.0,2.0,0.0,0.0,14.0,9.0,35.0,4.0,8.0,12.0,1.0,1.0,0.0,36.0,0.0,11.0,21.0,11.0,9.0,0.0,37.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,35.0,7.0,0.0,26.0,7.0,1.0,1.0,35.0,2.0,27.0,6.0,0.0,7.0,5.0,5.0,0.0,48.0,7.0,11.0,7.0,14.0,0.0,11.0,11.0,6.0,4.0,0.0,12.0,0.0,0.0,25.0,15.0,13.0,28.0,16.0,22.0,22.0,0.0,4.0,0.0,78.0,1.24153,1.36721,1.64262,2.30408
