date,flu,symptoms of flu,stomach flu,the flu,bird flu,high fever,flu shot,flu how long,braun thermoscan,flu report,swine flu symptoms,oscillococcinum,bronchitis,contagious flu,cdc flu,flu fever,vermont flu,cold and flu,flu contagious,normal body,flu and cold,flu medicine,how long is the flu,flu vs cold,taking temperature,uvm flu shots,pneumonia,normal body temperature,symptoms of the flu,flu symptoms 2018,low body,flu shot side effects,influenza symptoms,how long contagious,is the flu contagious,flu symptoms 2017,i have the flu,fever flu,swine flu,how long does the flu last,cold vs flu,flu and fever,signs of flu,flu care,flu children,thermoscan,flu treatment,cdc flu map,the flu virus,how long does flu last,human temperature,how long is flu contagious,is flu contagious,how long is the flu contagious,cold or flu,flu map,flu symptoms,spanish flu,body temperature,fever reducer,flu cough,signs of the flu,how long flu,flu or cold,fever cough,ear thermometer
2016-09-01,13,0,21,7,45,87,17,11,0,0,0,0,59,0,29,0,0,31,0,0,31,0,0,0,0,57,78,0,71,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,31,0,7,24,40,0,0,0,11,31,0,0
2016-10-01,21,0,0,16,0,55,29,0,0,0,57,44,76,0,0,27,66,29,0,41,29,0,0,0,49,54,48,40,0,0,26,86,36,20,0,0,0,27,10,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,13,59,0,0,0,0,0,0
2016-11-01,13,0,20,16,0,83,37,10,0,0,58,0,57,0,28,0,0,0,0,28,0,40,56,0,0,0,65,0,0,0,53,0,0,20,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,41,0,0,0,0,0,5,47,39,0,0,0,10,0,29,0
2016-12-01,12,18,38,22,0,0,18,0,0,0,0,0,81,0,0,0,32,0,0,26,0,38,0,0,0,0,59,0,33,0,0,41,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,39,0,0,0,0,0,26,0,12,0,0,0,0,0,27,52
2017-01-01,23,17,91,15,40,50,11,9,0,0,0,41,97,21,25,25,41,27,21,0,27,0,0,53,0,0,71,0,31,0,24,0,0,55,40,41,0,25,0,0,53,0,0,0,0,0,0,0,0,41,37,34,0,0,54,31,17,0,29,0,0,0,9,54,52,0
2017-02-01,20,36,77,13,0,53,11,20,0,0,0,0,48,0,27,27,21,43,0,40,43,0,0,0,48,0,63,26,0,0,26,0,0,58,0,44,0,27,0,0,0,52,43,0,0,0,32,0,46,29,40,36,0,67,0,33,28,0,44,0,36,0,20,0,0,0
2017-03-01,18,16,77,17,38,24,6,0,0,0,50,0,43,20,0,24,19,0,20,48,0,0,0,50,0,0,39,23,59,0,0,0,32,26,0,39,0,24,9,0,50,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,14,0,33,52,0,48,0,0,25,0
2017-04-01,13,0,29,16,0,27,4,0,100,0,0,0,68,0,54,54,22,0,0,27,0,39,0,0,0,0,60,26,49,0,25,0,0,39,43,0,0,54,0,21,0,52,0,0,0,0,0,0,47,0,79,0,48,0,29,0,4,0,19,0,0,0,0,29,0,52
2017-05-01,6,0,39,3,0,27,0,10,0,0,0,0,42,23,0,0,22,0,23,27,0,0,0,0,0,0,48,0,0,0,0,0,0,20,44,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,68,0,0,4,23,0,0,0,0,10,0,0,0
2017-06-01,7,20,22,4,0,30,0,0,0,0,0,0,31,0,0,0,24,0,0,0,0,0,0,0,0,0,28,0,0,0,29,0,0,0,0,0,52,0,11,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,10,25,21,0,0,0,0,0,0,0
2017-07-01,3,20,21,0,0,29,0,11,0,0,0,0,45,0,0,0,0,31,0,29,31,0,0,0,0,0,34,0,0,0,0,0,0,22,47,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,11,0,0,0
2017-08-01,6,0,60,3,0,0,5,10,0,35,0,0,50,0,28,0,0,59,0,28,59,0,0,0,0,0,46,0,0,0,27,0,0,20,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,41,0,0,0,30,0,7,0,26,0,0,0,10,30,29,0
2017-09-01,15,0,19,3,0,0,20,15,0,0,0,0,54,0,0,0,21,28,0,0,28,0,0,0,0,0,47,0,0,0,25,42,0,20,0,0,0,0,0,20,0,51,0,100,0,0,0,0,0,0,0,0,0,0,29,0,4,0,12,0,36,0,15,29,0,0
2017-10-01,21,33,55,0,0,26,32,18,0,0,0,0,26,0,26,26,31,27,0,25,27,0,0,0,0,0,50,0,0,0,0,0,0,37,0,41,0,26,0,0,0,0,0,0,51,0,0,0,0,27,0,0,0,0,0,0,19,0,47,55,34,0,18,0,27,50
2017-11-01,19,0,36,12,0,62,41,9,0,0,0,0,70,0,0,37,20,0,0,75,0,0,0,52,0,0,70,24,0,0,24,39,0,18,0,0,43,37,0,0,52,0,20,0,0,36,30,0,0,0,0,0,0,0,0,31,14,42,17,0,0,0,9,0,26,0
2017-12-01,21,32,70,11,0,24,16,18,0,0,0,0,49,41,0,37,29,77,41,0,77,0,0,51,0,0,88,0,0,0,0,0,0,27,0,100,0,37,0,0,51,0,19,0,0,0,0,52,42,0,36,32,0,0,27,60,34,21,45,0,32,0,18,27,25,0
2018-01-01,75,100,92,76,0,93,44,55,0,29,0,75,65,68,70,58,74,61,68,23,61,100,46,73,0,0,68,0,56,100,0,0,31,42,56,95,40,58,0,89,73,44,19,0,69,33,41,49,40,100,34,31,82,57,0,99,74,0,43,0,62,0,55,0,60,0
2018-02-01,100,75,63,100,0,37,23,100,46,0,0,41,83,73,100,100,100,80,73,100,80,54,100,79,45,0,76,24,31,53,0,0,100,100,100,0,43,100,9,67,79,95,100,46,74,71,0,52,0,95,0,100,0,62,53,92,88,21,29,0,100,100,100,53,39,48
2018-03-01,24,31,41,35,0,23,8,8,0,0,0,0,88,39,70,23,37,0,39,23,0,34,0,48,0,0,84,23,56,12,0,0,31,42,0,38,0,23,0,35,48,0,19,0,46,0,28,49,0,0,0,0,41,0,100,28,32,0,21,100,31,0,8,100,48,45
2018-04-01,13,82,27,17,0,25,4,18,0,31,0,0,57,21,0,49,0,26,21,50,26,0,0,0,0,0,52,0,30,13,24,0,33,45,0,0,0,49,0,0,0,0,0,0,0,0,29,0,42,0,37,33,0,0,0,31,14,0,29,0,0,0,18,0,26,0
2018-05-01,7,0,18,0,0,0,0,0,0,0,0,0,52,21,0,25,0,0,21,38,0,0,0,0,0,0,45,25,0,0,0,0,0,19,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,0,0,0,0,0,53,0
2018-06-01,6,0,0,0,43,28,0,10,0,0,0,0,42,0,27,0,0,0,0,54,0,0,0,58,0,0,38,26,34,0,0,0,0,20,0,0,47,0,0,0,58,53,0,0,0,0,0,0,0,0,41,0,0,0,0,0,11,0,32,0,0,0,10,0,28,0
2018-07-01,3,0,19,3,0,52,4,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,24,0,32,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,4,0,18,0,0,0,0,0,27,0
2018-08-01,9,0,18,3,0,26,4,9,0,0,0,0,20,0,26,52,0,27,0,26,27,0,0,0,0,0,33,0,0,0,0,40,0,19,0,0,0,52,9,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10,0,36,0,0,0,9,0,0,100
2018-09-01,13,25,18,9,0,25,25,19,0,0,0,0,45,0,0,26,82,27,0,25,27,0,0,0,45,100,68,25,0,14,0,0,0,19,0,0,0,26,0,0,0,49,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,19,0,0,0
2018-10-01,38,32,35,28,0,0,70,18,0,60,0,0,62,20,0,36,39,51,20,0,51,35,0,51,0,0,37,0,0,0,69,38,0,18,0,0,42,36,0,0,51,0,19,0,48,0,0,0,0,0,36,0,43,0,0,59,8,0,34,0,0,0,18,0,25,0
2018-11-01,18,34,18,24,0,26,34,19,0,0,0,0,91,21,0,0,41,27,21,26,27,37,0,0,0,0,69,0,47,28,25,41,0,37,41,0,0,0,0,20,0,0,0,48,51,0,0,0,0,0,0,34,0,0,0,31,17,0,18,0,0,0,19,0,0,0
2018-12-01,18,17,64,30,40,25,30,37,0,0,0,0,52,43,0,38,20,27,43,51,27,37,0,0,0,0,54,0,0,0,24,0,0,28,0,0,0,38,9,0,0,0,0,0,0,0,0,0,44,27,37,0,0,0,0,0,29,0,24,0,34,0,37,0,26,0
2019-01-01,26,24,34,42,0,71,12,17,0,0,0,0,55,20,0,24,19,51,20,72,51,0,0,50,43,47,50,47,44,0,0,0,32,52,0,0,0,24,9,18,50,0,38,45,0,34,0,51,0,52,35,0,0,0,26,88,39,20,100,0,0,0,17,26,25,0
2019-02-01,31,35,75,28,0,52,9,38,0,0,0,0,60,44,26,79,63,55,44,39,55,38,0,0,0,0,80,26,48,0,0,0,0,38,0,0,0,79,9,100,0,100,0,49,52,0,31,0,0,57,39,0,0,0,28,0,32,0,12,0,0,53,38,28,27,51
2019-03-01,22,49,62,38,39,73,8,31,0,31,0,0,81,21,25,49,20,26,21,37,26,0,0,0,0,0,57,24,30,0,24,0,33,45,0,0,0,49,0,19,0,0,20,46,0,0,29,52,0,26,73,0,44,61,0,60,22,21,57,0,65,0,31,0,26,0
2019-04-01,14,26,57,9,0,26,0,34,0,0,0,0,47,22,0,26,42,28,22,53,28,38,0,0,0,0,59,26,0,0,25,0,0,48,42,0,0,26,0,41,0,0,0,49,52,0,0,84,0,29,39,0,47,0,0,32,15,0,31,0,0,0,34,0,27,0
2019-05-01,6,0,19,15,0,52,0,10,0,0,0,42,66,0,26,26,0,28,0,26,28,0,52,0,0,0,34,26,0,0,25,0,0,0,0,0,0,26,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,30,0,0,0,10,28,27,0
2019-06-01,4,18,0,6,0,0,0,0,0,0,0,0,42,0,28,0,0,58,0,0,58,0,0,0,0,0,35,0,0,0,26,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,29,0,4,0,19,0,0,0,0,29,0,0
2019-07-01,6,0,0,0,0,52,0,9,0,0,0,0,20,0,0,0,0,0,0,26,0,38,0,0,0,0,21,25,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,9,0,0,0
2019-08-01,4,0,37,6,40,0,4,0,0,0,0,0,27,0,0,0,0,27,0,26,27,0,0,0,46,0,36,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,0,0,0,0,0,0,11,0,12,0,0,0,0,0,27,0
2019-09-01,16,0,53,11,38,49,26,13,0,0,0,39,44,0,25,24,20,26,0,24,26,0,0,0,0,0,40,0,0,0,47,0,0,36,0,0,42,24,0,0,0,0,0,0,0,0,29,0,42,27,0,0,0,0,26,0,4,21,17,0,0,0,13,26,0,0
2019-10-01,40,31,17,19,0,0,100,13,0,0,0,0,100,0,46,23,37,25,0,93,25,33,0,49,0,0,81,0,28,0,44,55,0,17,0,0,0,23,0,18,49,0,0,43,0,0,28,0,0,0,51,0,0,0,25,28,9,29,16,0,31,0,13,25,0,0
2019-11-01,24,33,0,14,0,25,68,0,0,46,0,0,63,0,37,0,20,52,0,25,52,0,0,0,0,0,52,0,30,0,24,78,0,45,40,0,0,0,0,0,0,0,20,46,0,0,0,0,0,0,37,0,0,0,27,30,18,0,23,0,0,50,0,27,38,0
2019-12-01,26,16,51,20,37,36,20,22,0,0,0,0,85,20,49,71,29,38,20,24,38,0,48,50,0,0,39,0,0,0,23,38,0,70,38,0,0,71,0,18,50,46,0,0,0,0,29,0,41,26,0,32,43,0,26,0,23,20,33,51,0,0,22,26,25,92
