date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,flu symptoms 2018,human temperature,high fever,spanish flu,medicine for flu,flu treatments,cold vs flu,dog flu,fight the flu,influenza symptoms,the flu virus,reduce fever,type a influenza,1918 flu,influenza incubation period,walgreens flu shot,normal body temperature,how to treat the flu,how long does the flu last,stomach flu,how long does flu last,swine flu,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,flu in delaware,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,3,0,0,0,0,27,0,0,0,0,38,0,26,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,27,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2014-08-01,4,0,0,56,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,26,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2014-09-01,10,0,0,27,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,9,3,0,0,0,0,0,0,0,49,0,0,0,24,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,22,22,0,0,0,0,13,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,32,0,0,0,52
2014-10-01,24,0,0,25,0,0,0,0,0,0,0,0,0,0,35,0,0,0,5,15,5,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0,64,0,0,0,0,0,0,13,40,0,0,0,0,0,0,0,0,0,0,28,0,33,22,0,0,0,0,38,0,0,0,0,28,23,23,0,0,0,24,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,31,0,0,0,50
2014-11-01,9,0,0,82,0,0,0,0,0,0,0,0,0,0,75,0,22,0,0,5,7,0,20,0,10,0,0,0,0,0,0,0,24,6,0,0,20,0,30,0,0,0,0,0,21,0,0,0,27,0,0,0,26,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,30,0,50,0,0,0,0,25,0,0,26,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,36
2014-12-01,21,0,0,27,0,0,0,0,0,0,0,0,0,0,61,15,8,0,0,19,17,0,30,10,20,52,0,0,0,0,49,25,0,0,0,0,9,0,30,0,0,0,0,0,29,0,27,0,27,0,0,39,0,0,0,0,0,0,0,0,36,41,0,0,0,45,0,0,0,25,76,25,0,0,0,0,0,27,0,0,40,0,0,75,0,0,0,0,0,0,0,0,0,0,27
2015-01-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,0,0,0,24,27,0,29,0,15,26,0,0,0,0,24,48,24,0,0,0,11,0,60,0,30,0,0,0,21,27,0,0,53,0,0,26,0,0,0,0,0,23,24,0,23,40,13,0,0,45,0,0,30,50,50,25,0,0,0,25,0,26,53,0,66,0,0,73,0,0,0,30,0,0,0,0,0,0,18
2015-02-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,8,0,0,7,7,0,0,10,21,0,0,0,0,0,0,0,38,6,6,0,6,0,0,0,0,0,0,15,15,0,0,0,0,0,0,27,0,0,0,0,0,25,25,0,0,28,0,28,0,31,0,0,0,0,53,0,0,0,27,0,0,0,0,0,28,0,0,52,0,0,0,0,0,0,0,0,0,0,38
2015-03-01,6,0,0,27,0,0,0,0,0,0,0,0,0,0,51,0,7,0,0,8,8,0,9,0,19,25,0,0,0,0,23,23,23,0,0,0,5,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,33,0,13,0,0,0,0,0,0,48,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2015-04-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,24,0,48,6,6,0,6,0,0,30,30,0,0,0,14,27,0,0,0,52,0,26,0,0,0,0,0,0,0,0,24,41,14,0,0,0,0,0,0,0,25,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2015-05-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,7,7,0,0,0,0,27,0,0,0,0,51,0,74,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,31,0,0,31,26,52,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,37
2015-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2015-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,26,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2015-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,3,6,0,11,0,0,28,0,0,0,0,26,0,26,0,0,0,6,0,0,0,32,0,0,0,16,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,26,0,0,15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,9,3,0,0,0,0,27,0,0,0,0,51,0,38,0,0,0,27,0,31,0,0,0,0,30,15,0,0,0,28,0,0,0,0,0,0,0,0,25,25,0,0,0,0,14,0,31,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,19
2015-10-01,21,0,0,26,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,7,0,0,0,0,0,37,0,0,25,0,23,23,35,0,0,0,64,0,29,29,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,92,23,0,0,13,0,0,0,0,0,0,0,73,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,61
2015-11-01,10,0,0,27,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,7,8,0,0,0,0,25,0,0,0,0,0,0,48,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,24,0,0,13,0,0,0,0,0,25,100,0,0,0,25,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2015-12-01,16,0,0,27,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,12,11,0,10,10,10,0,0,0,0,0,24,0,0,0,6,0,9,0,0,0,0,0,0,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,24,0,0,27,27,14,0,30,0,0,0,25,0,0,0,0,0,25,0,0,26,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,27
2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,52,0,88,15,0,0,0,10,13,0,13,0,6,33,0,0,17,0,32,16,24,0,0,0,9,0,19,0,0,0,0,19,9,0,0,0,17,17,0,0,17,0,0,0,0,0,15,0,31,18,0,0,0,20,0,0,0,0,32,16,0,0,17,17,17,26,17,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,12
2016-02-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,5,0,0,10,8,0,7,7,10,27,0,0,0,0,17,0,0,4,4,0,4,0,21,0,0,0,0,0,20,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,0,0,21,18,35,0,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2016-03-01,15,0,0,18,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,13,11,0,26,0,13,25,0,0,17,0,32,16,24,4,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,16,0,0,31,31,0,0,9,20,0,0,0,17,17,17,0,0,0,0,0,36,0,0,0,0,0,33,0,0,0,20,0,0,0,0,0,0,30
2016-04-01,8,0,0,18,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,13,15,0,0,0,13,0,0,0,0,0,16,16,16,4,4,0,4,0,20,0,0,0,0,0,19,0,0,0,18,0,0,17,0,0,0,0,0,0,24,0,16,14,18,0,0,20,0,0,20,17,33,0,0,0,0,0,0,18,0,0,18,0,0,33,0,0,0,20,0,0,0,0,22,0,30
2016-05-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,7,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,19,0,0,16,0,16,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2016-06-01,5,0,0,29,0,0,0,0,0,0,0,0,0,0,48,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,24,0,32
2016-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2,2,0,7,0,7,0,0,0,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2016-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,10,0,0,2,3,0,7,0,0,18,0,0,0,0,50,0,33,0,0,0,6,0,0,0,0,0,0,10,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,26,17,0,0,0,0,0,18,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,19
2016-09-01,12,0,0,27,0,0,0,0,0,0,0,0,0,0,74,15,0,0,0,8,4,0,13,0,6,33,0,0,0,0,16,0,32,0,0,0,26,0,0,0,19,0,0,9,14,0,0,0,0,17,0,0,0,0,0,20,0,15,16,0,0,18,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,17,0,32,0,0,0,0,0,0,0,44,0,0,0,53
2016-10-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,8,11,0,6,0,6,17,0,0,17,0,16,0,0,0,4,0,58,0,19,0,0,0,0,0,9,17,0,0,17,0,0,0,17,0,0,0,0,15,0,0,0,17,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2016-11-01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,5,6,0,6,0,9,16,0,0,0,0,31,0,23,4,0,0,24,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,17,19,0,0,0,15,0,0,0,22,0,0,0,0,0,0,19,32,40,0,0,0,16,16,0,0,17,0,17,0,31,0,0,0,0,0,0,0,21,0,0,0,11
2016-12-01,11,0,0,17,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,11,7,0,6,0,0,16,0,0,16,0,15,15,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,25,8,8,0,18,0,0,0,0,16,0,0,0,0,16,0,0,0,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,11
2017-01-01,14,0,0,16,0,0,0,0,0,0,0,0,0,0,31,4,4,0,0,12,8,0,6,0,9,30,0,0,0,0,22,0,14,3,3,0,10,0,0,18,18,0,0,0,17,16,0,0,0,0,0,0,0,0,0,18,0,0,14,28,0,28,8,0,8,18,0,0,18,0,15,15,0,0,15,15,0,32,16,0,0,0,30,29,0,0,0,18,0,0,0,0,0,0,11
2017-02-01,35,0,0,0,0,0,0,0,0,0,0,0,100,0,76,38,5,0,0,31,21,0,34,6,22,40,0,0,16,0,31,15,46,0,4,0,11,0,38,19,0,0,0,14,9,0,0,0,34,0,0,16,16,0,0,0,0,15,15,0,15,51,21,9,9,28,0,0,28,0,32,32,0,0,0,16,0,34,17,0,0,0,31,47,0,0,0,0,0,0,0,0,0,0,23
2017-03-01,15,0,0,45,0,0,0,0,0,0,0,0,0,0,58,8,8,0,2,15,12,0,25,11,11,36,0,0,0,0,27,13,13,0,10,0,5,0,17,17,0,0,0,0,16,15,0,0,15,0,0,14,0,0,0,0,0,0,13,0,0,19,8,0,8,50,0,0,0,14,21,0,0,0,0,14,0,22,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,20
2017-04-01,6,0,0,16,0,0,0,0,0,0,0,0,47,0,49,4,0,0,0,8,5,0,9,6,6,0,0,0,15,0,73,15,29,3,3,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,8,0,0,27,0,0,0,0,30,0,0,0,0,15,0,16,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,43
2017-05-01,6,0,0,16,0,0,0,0,0,0,0,0,0,0,35,0,9,0,0,3,0,0,0,0,6,15,0,0,0,0,28,14,21,0,0,0,7,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,8,0,0,0,0,17,0,15,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,37
2017-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,10,0,0,3,3,0,0,0,0,0,0,0,0,0,46,0,31,0,0,0,4,0,0,0,0,0,0,0,9,17,17,0,0,16,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2017-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,14,0,0,2,7,0,0,0,0,0,0,0,0,0,15,0,29,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,45,0,0,0,0,15,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,27
2017-08-01,5,0,0,16,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,8,5,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,8,0,0,0,0,0,15,14,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2017-09-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,10,10,0,6,0,12,30,0,0,0,0,14,0,28,0,0,0,23,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,16,0,16,8,0,0,0,0,29,44,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,17,0,0,19,0,0,0,52
2017-10-01,25,0,0,15,0,0,0,0,0,0,0,0,0,0,46,17,4,0,0,11,7,0,22,0,5,14,0,0,14,0,27,0,26,3,0,0,59,0,16,0,0,0,0,0,16,0,15,0,15,0,0,14,28,0,0,17,0,39,13,0,26,19,7,7,0,17,0,0,0,21,21,0,0,0,0,0,0,22,0,0,29,0,0,27,0,0,0,17,0,0,37,0,0,0,30
2017-11-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,0,8,7,0,6,0,0,29,0,0,0,0,0,0,27,0,3,0,27,0,17,17,17,0,0,8,16,0,15,0,15,0,0,14,0,17,0,0,0,0,40,0,0,15,8,0,8,0,0,0,17,0,49,0,0,0,0,29,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2017-12-01,18,0,0,15,0,0,0,0,0,0,0,0,0,0,54,4,4,0,0,11,11,0,8,0,6,28,0,0,0,0,27,14,0,3,0,0,18,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,8,0,0,0,0,17,14,14,0,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2018-01-01,58,0,0,15,0,0,0,42,0,0,0,0,85,0,68,16,4,0,1,51,52,0,24,5,29,48,0,0,14,0,33,39,39,6,3,0,53,0,16,48,16,0,100,0,15,22,14,0,14,14,0,14,21,0,0,0,0,13,0,0,25,36,22,0,11,16,0,0,32,40,20,0,0,0,0,27,0,71,36,0,43,0,27,26,0,0,0,33,0,0,0,0,0,0,39
2018-02-01,100,0,0,16,0,0,0,0,0,0,0,0,0,0,82,74,9,0,0,100,75,0,100,9,89,52,0,0,30,0,49,21,21,7,5,0,49,0,35,17,43,0,79,12,33,16,31,0,31,91,0,23,45,17,0,17,0,28,14,14,21,59,31,8,24,61,0,0,43,58,59,44,0,0,0,59,15,85,15,0,69,0,29,100,0,0,0,70,0,0,38,0,0,0,47
2018-03-01,26,0,0,14,0,0,0,42,0,0,0,0,0,0,87,16,0,0,0,20,20,0,16,0,11,0,0,0,0,0,26,19,26,3,3,0,3,0,32,0,16,0,19,11,8,14,0,0,28,14,0,0,0,16,0,0,0,0,13,0,13,14,14,7,14,55,0,0,32,20,33,0,0,0,0,0,0,14,42,0,42,0,0,91,0,0,0,0,0,0,0,0,0,0,29
2018-04-01,12,0,0,15,0,0,0,0,0,0,0,0,0,0,63,8,0,0,0,10,9,0,14,0,17,0,0,0,14,0,14,0,14,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,14,15,0,0,0,0,0,13,0,13,27,15,8,0,17,0,0,17,14,42,14,0,0,0,14,0,22,15,0,0,0,28,28,0,0,0,17,0,0,0,0,19,0,56
2018-05-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,4,3,0,0,0,0,41,0,0,14,0,52,13,13,0,0,0,3,0,16,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,39
2018-06-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,9,0,0,3,3,0,6,0,0,30,0,0,0,0,14,0,28,0,0,0,10,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,35,0,22,0,0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,41
2018-07-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,3,0,5,0,0,14,0,0,0,0,13,0,26,0,0,0,3,0,0,0,0,0,0,0,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,16,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,19
2018-08-01,8,0,0,0,0,0,0,0,0,0,0,0,43,0,41,4,0,0,0,5,1,0,5,0,0,21,0,0,0,0,27,0,33,0,0,0,8,0,16,0,0,0,0,0,16,0,15,0,15,14,0,0,0,0,0,0,0,13,13,0,0,15,0,0,0,16,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,41,27,0,0,0,0,0,0,0,0,0,0,15
2018-09-01,21,0,0,15,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,6,6,0,11,0,0,35,0,0,0,0,13,0,13,0,0,0,28,0,33,16,16,0,8,16,8,0,0,0,29,0,0,0,14,0,0,0,0,13,26,0,13,26,0,0,7,16,0,0,0,27,14,14,0,0,0,0,0,0,0,0,15,0,27,27,0,0,0,17,0,0,36,0,0,0,35
2018-10-01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,1,17,9,0,8,0,0,14,0,0,0,0,26,0,13,3,0,0,100,0,0,0,16,0,8,8,16,15,0,0,0,0,0,0,14,16,0,0,0,51,13,0,13,7,11,7,0,0,0,0,0,20,14,0,0,0,0,0,0,22,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,24
2018-11-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,12,0,0,11,9,0,5,0,11,21,0,0,0,0,40,0,13,3,3,0,44,0,0,0,0,0,8,8,8,15,15,0,0,14,0,0,0,16,0,0,0,26,0,0,0,7,7,7,0,0,0,0,16,42,55,14,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,20
2018-12-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8,4,0,0,17,17,0,11,0,14,28,0,0,0,0,40,0,13,3,0,0,26,0,0,17,0,0,8,8,16,0,30,0,0,14,0,0,14,0,0,17,0,13,13,0,0,45,19,7,7,17,0,0,17,14,14,0,0,0,0,28,14,22,0,0,29,0,0,27,0,0,0,17,0,0,18,0,18,0,40
2019-01-01,29,0,0,15,0,0,0,0,0,0,0,0,0,0,72,8,0,0,0,23,17,0,16,0,19,55,0,0,14,0,78,13,20,0,6,0,11,0,16,0,0,0,0,0,8,15,15,0,14,21,0,0,21,16,0,32,0,0,13,0,13,36,7,7,11,32,0,0,16,20,34,0,0,0,0,14,0,14,14,0,14,0,27,53,0,0,0,33,0,0,0,0,0,0,24
2019-02-01,25,0,0,0,0,0,0,0,0,0,0,0,45,0,52,26,4,0,0,38,27,0,25,6,14,44,0,0,15,0,42,14,28,3,7,0,12,0,0,17,26,0,0,8,8,15,0,0,0,0,0,15,22,0,0,0,0,0,41,0,14,35,0,0,8,60,0,0,0,0,14,14,0,0,0,58,0,15,0,0,0,0,28,99,0,0,0,17,0,0,0,0,0,0,31
2019-03-01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8,0,0,0,22,17,0,21,10,18,27,0,0,13,0,32,13,13,0,3,0,9,0,16,0,16,0,0,8,23,0,0,0,14,14,0,14,14,32,0,0,0,0,19,0,12,21,7,14,14,31,0,0,31,13,26,13,0,0,0,27,0,14,14,0,14,0,52,52,0,0,0,0,0,0,0,0,17,0,43
2019-04-01,10,0,0,15,0,0,0,44,0,0,0,0,0,0,50,8,4,0,0,11,8,0,14,6,11,14,0,0,0,0,20,0,41,3,0,0,3,0,0,17,17,0,8,8,16,0,0,0,0,14,0,15,0,0,0,0,0,0,27,0,13,23,8,8,0,17,0,0,17,0,21,14,0,0,0,0,0,22,0,0,0,0,0,28,0,0,0,17,0,0,0,0,0,0,30
2019-05-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,4,0,0,6,6,0,10,0,0,27,0,0,0,0,26,0,0,0,0,0,3,0,0,16,0,0,0,8,11,0,14,0,0,0,0,0,0,0,0,16,0,0,13,0,0,7,0,14,7,16,0,0,0,0,26,13,0,0,0,27,0,28,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,33
2019-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,3,3,0,17,6,0,0,0,0,0,0,14,14,14,3,0,0,3,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,8,0,0,0,0,0,0,14,22,14,0,0,29,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2019-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,2,0,5,0,0,0,0,0,0,0,26,0,26,6,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,0,14,0,0,0,39,26,0,0,0,0,0,0,0,0,0,0,38
2019-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,0,0,3,2,0,0,0,0,54,0,0,0,0,19,0,26,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,7,0,7,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,33
2019-09-01,18,0,0,14,0,0,0,0,0,0,0,0,0,0,60,8,4,0,0,6,4,0,10,5,10,32,0,0,13,0,12,0,37,3,0,0,50,0,0,0,15,0,0,0,11,14,0,0,0,0,0,0,13,0,0,0,0,18,0,0,12,14,7,0,7,0,0,0,0,13,38,0,0,0,0,0,0,0,13,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,23
2019-10-01,30,0,0,13,0,0,0,0,0,0,0,0,0,0,59,15,0,0,0,22,9,0,17,10,15,38,0,0,13,0,36,12,48,3,0,0,96,0,15,0,29,0,0,7,28,0,0,0,13,0,0,0,13,0,0,0,0,70,0,0,12,17,13,0,7,0,0,0,15,12,37,0,0,0,0,37,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2019-11-01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,0,0,10,13,0,10,0,15,26,0,0,13,0,37,0,43,0,0,0,43,0,0,0,0,0,0,15,22,14,0,0,0,0,0,0,0,0,0,0,0,12,12,0,24,14,7,7,0,15,0,0,15,13,26,0,0,0,0,13,13,14,14,0,14,0,51,25,0,0,0,0,0,0,17,0,17,0,51
2019-12-01,29,0,0,0,0,0,0,0,0,0,0,0,39,0,89,18,4,0,0,24,16,0,27,5,15,13,0,0,0,0,24,12,12,3,3,0,21,0,15,30,15,0,0,7,7,0,27,0,13,13,0,0,0,15,0,0,0,0,0,0,0,37,7,7,7,30,0,0,0,0,12,12,0,0,0,100,12,13,0,0,13,0,24,49,0,0,0,15,0,0,16,0,16,0,31
