date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,flu massachusetts,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu boston,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,cdc,type a influenza,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2015-04-01,13,0,23,45,0,0,0,3,8,31,16,0,16,0,56,4,3,0,0,11,8,2,0,9,3,6,4,12,0,3,0,2,2,0,63,0,6,0,3,0,0,1,1,0,3,0,31,43,6,9,9,0,9,0,0,42,0,5,21,0,26,7,24,4,3,6,3,11,0,69,0,0,0,0,6,18,0,11,0,0,12,4,8,5,11,68,0,4,4,0,3,17,3,13,13,12,0
2015-05-01,7,24,0,0,0,0,3,0,6,0,16,0,0,0,39,4,3,0,0,5,5,1,0,9,0,12,3,12,0,0,0,0,8,12,30,0,6,0,2,0,0,2,1,1,3,0,9,39,6,19,9,0,9,0,1,32,0,0,15,0,10,7,18,4,2,3,0,5,0,67,0,0,0,0,0,6,6,12,0,0,4,3,3,0,5,49,0,3,1,0,0,4,0,0,13,13,0
2015-06-01,5,24,24,0,0,0,0,0,9,16,16,0,0,0,31,1,3,0,0,3,2,0,0,2,1,9,5,11,0,2,0,2,2,6,18,0,0,0,1,0,0,2,2,0,1,0,12,30,12,14,9,9,0,0,0,29,0,5,15,5,7,2,6,0,2,3,0,0,0,66,0,0,0,6,0,6,0,4,0,0,5,3,0,0,0,33,0,3,1,4,0,7,0,0,13,13,0
2015-07-01,4,0,0,0,0,0,0,0,5,18,0,0,0,0,29,1,2,0,0,4,3,0,0,3,0,3,7,3,0,0,0,0,2,6,32,6,6,0,1,0,0,0,1,1,2,0,16,39,13,0,0,0,10,0,1,37,0,11,11,0,5,3,10,3,2,0,0,6,0,70,0,0,0,0,0,7,0,4,0,0,0,3,3,0,6,23,0,3,1,0,0,11,0,0,0,14,14
2015-08-01,5,0,0,0,0,0,0,0,10,0,0,0,0,0,35,2,1,0,0,4,2,0,0,4,0,3,5,3,0,2,0,0,0,6,58,0,6,0,4,0,0,1,0,0,0,0,6,32,0,10,0,10,10,0,1,24,0,5,11,0,11,3,7,4,0,0,0,0,0,68,0,0,0,0,0,7,0,6,0,0,0,6,0,0,0,29,0,1,0,0,0,4,0,0,0,0,0
2015-09-01,15,0,24,0,0,0,0,0,15,0,17,0,0,0,42,2,2,0,0,9,5,0,0,5,0,12,3,11,0,4,0,0,2,6,43,0,12,0,26,0,0,1,1,2,7,0,24,30,6,10,0,0,10,0,0,32,0,5,40,0,13,5,13,2,2,7,0,0,0,65,0,0,0,7,13,7,0,8,0,3,5,7,4,0,0,44,0,2,3,4,38,5,4,0,20,13,0
2015-10-01,29,23,0,0,0,0,0,0,9,16,0,0,0,0,63,5,2,0,0,15,10,1,0,12,2,4,3,22,0,4,0,2,0,11,46,0,11,0,73,0,0,2,1,2,5,0,20,28,11,18,0,9,9,0,1,44,0,0,28,0,21,9,12,4,4,8,0,4,0,64,0,0,0,12,6,12,0,15,2,5,15,11,2,0,4,56,0,4,4,7,68,14,3,13,0,38,13
2015-11-01,18,0,0,0,0,0,3,3,7,16,0,0,16,1,59,3,2,0,0,11,8,0,0,7,0,9,5,20,6,5,0,0,2,6,24,0,6,0,26,0,0,0,1,1,4,0,15,33,18,0,9,0,19,0,1,35,0,5,15,0,15,11,16,4,5,9,0,5,0,65,0,0,0,13,6,0,0,18,4,0,9,4,3,0,5,56,1,3,3,7,12,5,0,0,13,26,13
2015-12-01,14,0,23,23,23,3,3,0,9,32,16,0,0,0,63,3,4,0,1,11,11,0,0,7,1,6,9,15,0,2,0,2,0,17,52,6,6,0,17,0,0,2,1,0,3,0,23,49,6,18,0,0,0,1,1,42,0,5,17,5,19,5,22,4,9,8,8,9,0,66,0,0,1,0,6,6,6,9,0,3,5,6,5,0,9,72,0,4,6,0,9,5,3,13,26,13,13
2016-01-01,14,18,0,0,18,0,2,4,4,12,12,0,0,0,69,3,3,0,0,11,10,1,0,7,2,8,7,26,0,1,0,1,1,9,40,9,9,0,11,0,0,2,0,1,3,0,18,56,7,14,0,7,11,0,1,34,0,6,11,4,15,8,33,6,4,6,2,9,0,70,0,0,0,7,0,12,5,13,2,0,8,5,5,2,9,66,0,5,3,4,3,5,11,0,10,39,0
2016-02-01,14,0,0,28,19,2,2,5,6,13,13,0,26,0,72,6,4,0,0,15,9,0,0,12,2,11,2,19,2,0,0,0,1,5,47,0,5,0,4,0,0,1,2,0,4,0,21,54,5,7,11,7,29,1,1,50,1,6,10,4,31,9,35,6,7,10,0,10,0,72,0,0,0,5,8,20,0,15,2,4,10,5,3,2,10,52,1,3,5,3,3,8,7,0,21,21,10
2016-03-01,20,18,18,44,18,2,2,3,5,60,18,12,12,0,60,12,6,0,0,19,16,3,0,26,2,10,8,23,0,3,0,0,0,27,45,0,22,0,5,0,0,1,3,1,3,0,13,62,9,10,7,7,17,0,1,42,0,5,22,0,29,10,32,13,10,10,2,25,0,73,0,0,1,19,5,14,7,16,2,8,12,7,5,2,25,76,1,7,4,10,4,17,9,10,19,10,10
2016-04-01,13,19,0,28,19,0,0,2,6,13,32,13,13,0,51,5,5,0,0,11,8,0,0,11,2,7,2,11,2,1,0,1,3,9,70,5,5,0,3,0,0,1,1,1,3,0,30,51,9,7,7,0,11,0,1,41,0,8,13,4,14,7,20,7,4,2,0,9,0,67,0,0,0,5,10,20,15,12,2,5,2,5,6,0,9,55,0,4,3,3,3,8,3,10,20,10,10
2016-05-01,10,18,0,18,0,2,0,0,0,26,19,0,13,0,39,2,3,0,0,5,4,0,0,4,1,2,7,6,2,0,0,0,0,9,32,0,0,0,1,0,0,2,1,1,2,0,9,35,0,15,7,0,7,0,1,32,0,4,17,0,10,7,11,2,3,4,0,4,0,69,0,0,0,5,0,15,0,11,0,2,2,3,3,0,4,32,1,0,2,3,3,5,5,0,10,0,0
2016-06-01,6,0,0,0,0,0,2,0,4,0,0,0,12,0,37,2,2,0,0,2,3,1,0,3,1,6,4,9,0,0,0,0,2,4,13,0,0,0,1,0,0,0,1,1,1,0,13,37,4,0,0,0,7,0,1,33,0,4,15,0,7,5,11,2,1,2,0,2,0,66,0,0,0,7,5,0,0,8,0,0,2,0,2,0,2,30,0,0,1,4,5,9,0,0,0,0,0
2016-07-01,5,0,0,0,0,0,2,0,2,23,11,0,11,0,24,1,2,0,0,3,2,0,0,3,0,4,2,10,0,0,0,0,0,4,25,4,0,0,1,0,0,0,1,1,1,0,12,50,0,0,0,0,7,0,0,23,0,3,7,3,7,3,9,1,1,2,0,4,0,69,0,0,0,4,4,4,0,4,0,2,2,2,3,2,4,28,0,1,2,2,7,7,0,0,0,9,0
2016-08-01,5,0,17,0,0,0,0,0,5,0,24,0,0,0,31,1,1,0,0,4,3,2,0,2,0,2,3,4,0,0,0,1,1,0,26,0,0,0,3,0,0,1,1,1,1,0,22,35,4,7,0,0,14,0,1,33,0,4,11,4,5,1,5,1,2,2,0,3,0,69,0,0,0,5,0,9,0,2,4,0,4,0,5,0,3,27,0,2,2,3,8,10,0,0,0,19,0
2016-09-01,15,0,0,0,0,0,0,0,16,0,12,0,0,0,70,2,2,0,0,8,4,1,0,4,0,5,2,9,2,2,0,0,0,4,40,4,13,0,28,0,0,2,4,2,3,0,16,67,0,14,0,0,7,0,1,33,0,4,11,7,7,7,7,3,5,5,2,4,0,62,0,0,0,14,5,5,0,12,0,0,6,7,2,0,4,37,1,3,3,8,39,4,3,0,0,0,0
2016-10-01,25,17,0,18,0,2,0,2,10,24,0,0,24,0,53,2,2,0,0,15,8,2,0,4,1,10,7,19,0,1,0,1,1,0,22,4,18,0,61,0,0,2,2,0,4,0,24,31,4,14,0,0,7,0,1,36,0,0,16,4,7,8,11,2,1,7,2,9,0,61,0,0,0,5,0,9,5,13,0,0,6,11,6,0,9,54,1,4,3,3,65,10,5,10,0,10,10
2016-11-01,16,17,18,17,17,0,2,2,10,24,12,0,12,0,57,4,2,0,0,10,6,1,0,8,1,6,3,10,0,3,0,0,1,18,48,4,13,0,26,0,0,2,1,2,2,0,28,46,4,21,0,7,0,1,0,36,0,4,11,4,13,3,13,4,3,2,0,4,0,61,0,0,0,16,0,7,0,6,2,2,6,9,3,2,4,54,0,1,2,9,30,10,5,0,19,29,0
2016-12-01,16,0,17,17,17,0,0,2,8,24,24,12,24,0,66,5,3,0,0,13,9,1,0,11,2,8,4,20,0,1,0,4,0,9,22,0,0,0,17,0,0,3,1,2,4,0,21,28,4,27,13,0,10,0,1,30,1,5,13,4,16,8,43,7,3,7,2,18,0,59,0,0,0,16,5,28,5,14,4,5,8,2,6,2,18,67,0,5,1,9,6,15,5,0,28,9,14
2017-01-01,22,0,17,34,0,2,2,3,12,17,12,0,0,0,76,9,4,0,0,17,14,1,0,20,1,12,3,15,4,1,0,1,1,8,47,4,4,0,13,0,0,3,1,2,4,0,13,55,13,23,13,7,10,1,1,33,1,18,14,4,32,9,55,13,3,6,0,18,2,67,0,0,1,14,9,16,5,15,2,6,13,10,2,6,18,71,1,3,2,8,4,6,8,0,9,23,19
2017-02-01,27,17,69,26,0,3,9,2,5,35,24,0,41,1,75,12,7,0,0,28,20,4,0,25,5,7,5,33,0,4,0,3,1,30,34,4,34,1,7,0,0,3,3,1,7,0,17,45,9,27,13,13,34,1,1,38,1,5,41,4,48,17,52,13,3,12,4,19,0,68,0,0,1,14,12,37,5,28,2,7,22,9,4,2,19,80,1,5,7,8,5,24,6,9,33,24,47
2017-03-01,19,0,16,31,15,2,3,2,10,27,21,0,43,0,59,10,4,0,0,17,12,1,0,22,3,10,5,15,2,1,0,1,1,20,27,4,12,0,3,0,0,2,1,1,3,0,20,60,8,18,12,0,9,1,0,33,1,8,16,0,34,13,28,8,4,6,5,16,0,64,0,0,1,8,4,21,0,22,3,5,14,3,2,2,16,61,2,4,3,5,7,13,7,0,26,9,17
2017-04-01,16,17,17,0,17,4,2,0,12,12,0,0,23,0,58,9,3,0,0,14,10,0,0,19,2,13,4,18,4,3,0,1,0,0,47,0,21,0,3,0,0,3,1,1,5,0,15,34,6,27,0,0,13,1,0,34,0,0,14,4,18,13,21,10,2,10,4,18,2,67,0,0,0,11,9,16,5,22,2,6,15,5,4,0,18,63,1,1,5,6,4,14,3,9,14,14,9
2017-05-01,6,0,0,17,0,0,0,2,6,12,0,12,0,0,38,2,2,0,0,5,5,1,0,3,4,4,0,3,0,0,0,3,0,8,64,0,4,0,2,0,0,1,0,0,1,0,19,38,0,7,0,0,7,0,1,29,0,14,14,0,4,3,12,1,2,3,0,2,0,69,0,0,0,7,0,0,0,5,2,0,4,2,2,0,2,42,0,1,2,4,3,5,5,0,0,9,10
2017-06-01,5,0,0,0,0,2,0,2,6,0,0,0,0,0,33,0,2,0,1,4,3,0,0,1,0,9,4,14,0,0,0,0,1,14,61,0,5,0,1,0,0,1,2,0,2,0,16,58,0,7,7,7,15,0,1,29,0,8,17,0,10,2,12,0,2,0,0,4,0,66,0,0,0,5,0,5,0,4,0,0,2,2,4,0,4,32,0,2,2,3,4,5,4,0,0,10,0
2017-07-01,4,0,0,38,0,0,5,0,2,39,13,0,0,0,34,1,1,0,0,3,3,1,0,2,1,4,2,8,0,2,0,0,3,0,38,0,0,0,1,0,0,1,0,1,1,0,12,59,0,7,0,0,0,0,1,31,0,0,23,4,10,3,4,2,2,0,0,2,0,71,0,0,0,5,10,5,0,5,0,0,6,2,2,0,2,26,0,3,1,3,3,6,3,0,0,0,0
2017-08-01,7,0,0,18,0,0,0,0,7,25,24,0,0,0,35,2,2,0,0,4,3,0,0,4,0,2,3,7,0,2,0,0,0,13,31,0,4,0,5,0,0,2,1,0,1,0,11,51,4,14,0,0,7,0,0,29,0,0,9,4,0,2,9,1,1,4,2,2,0,67,0,0,0,5,5,10,5,4,2,2,2,2,4,0,2,26,0,1,4,3,7,4,3,0,0,10,0
2017-09-01,16,0,17,0,0,0,2,2,13,12,24,12,0,0,42,3,1,0,0,9,6,0,0,7,0,13,4,31,0,2,0,1,0,9,31,9,0,0,28,0,0,1,0,1,4,0,30,50,9,7,0,0,10,1,1,33,0,7,18,7,13,6,11,3,2,2,0,4,2,66,0,0,0,7,5,0,0,10,0,0,6,7,2,0,4,42,0,2,2,4,50,8,5,0,10,0,10
2017-10-01,26,0,0,17,17,0,0,0,22,35,12,11,0,0,59,4,3,0,0,15,7,1,0,8,0,13,6,22,0,1,1,0,1,13,47,0,8,0,59,0,0,1,1,2,5,0,25,44,0,13,0,0,13,1,1,34,0,5,17,0,19,11,11,3,2,4,0,8,0,66,0,0,0,9,0,7,9,19,4,2,6,8,5,2,8,52,0,3,5,5,61,10,2,0,19,0,0
2017-11-01,21,0,26,17,0,2,4,2,9,18,0,0,12,1,75,4,3,0,1,16,8,2,0,9,3,8,3,22,2,1,0,0,1,9,43,4,4,1,30,0,0,3,2,3,4,0,28,50,0,27,0,0,10,0,1,38,0,5,27,4,13,8,10,5,5,9,0,8,2,64,0,0,0,14,5,12,5,13,0,0,10,7,6,0,8,62,1,3,3,8,25,5,3,0,29,9,9
2017-12-01,27,0,0,44,0,2,5,3,14,18,12,0,24,0,85,10,6,0,0,23,19,2,0,22,4,20,8,28,3,1,0,3,0,13,44,0,18,0,24,1,0,3,5,2,5,0,13,44,13,28,7,7,17,1,1,49,0,5,20,4,27,13,34,13,4,13,2,25,2,66,0,0,1,14,9,36,0,21,2,7,13,7,2,2,25,75,3,5,6,8,24,13,10,0,24,29,10
2018-01-01,88,33,33,100,17,4,7,5,84,46,11,17,92,0,100,39,7,0,0,83,71,3,0,85,11,72,2,52,2,15,0,5,4,34,92,13,46,1,45,52,0,7,5,6,23,0,25,77,10,65,26,13,49,2,1,46,1,3,21,10,73,35,54,31,9,24,6,78,5,84,1,0,2,27,16,81,11,58,13,21,44,50,4,9,78,100,2,6,16,15,12,50,22,32,78,50,18
2018-02-01,100,72,63,64,45,3,2,14,100,37,0,12,100,1,93,46,8,0,0,100,78,3,0,100,18,81,6,62,2,17,0,9,3,77,100,32,68,3,32,69,0,11,11,12,19,0,23,100,39,96,14,29,64,1,1,54,1,9,38,17,100,60,59,38,6,40,4,100,2,84,1,0,3,39,24,100,12,100,7,27,54,48,2,13,100,73,1,5,18,22,28,43,20,10,100,70,45
2018-03-01,24,33,25,33,0,2,0,3,14,17,11,0,46,1,59,10,4,0,0,23,21,1,0,23,2,20,5,13,2,1,0,4,1,4,54,4,8,0,4,13,0,2,1,6,6,0,27,54,8,23,0,0,20,0,1,39,0,0,17,0,15,19,30,9,2,6,2,20,4,69,0,0,1,4,4,18,4,32,2,7,5,20,2,3,20,51,0,1,4,2,6,14,7,9,23,9,0
2018-04-01,15,17,34,17,17,6,2,2,10,12,12,12,0,0,52,7,3,0,0,14,12,2,0,16,0,11,4,17,0,1,0,3,0,9,64,9,21,0,2,8,0,4,3,1,2,0,26,19,4,40,7,0,23,0,1,43,0,4,21,4,21,15,25,8,3,13,0,9,2,71,0,0,0,11,5,14,5,24,2,4,10,8,3,2,9,49,2,1,4,6,5,9,5,0,9,19,0
2018-05-01,7,0,34,0,0,2,0,0,8,12,12,0,12,0,44,3,4,0,0,8,5,1,0,7,1,8,4,9,0,1,0,1,0,0,81,0,4,0,1,2,0,1,1,1,1,0,21,42,0,7,7,0,10,0,1,33,0,5,16,0,9,6,16,3,3,6,2,7,0,67,0,0,0,0,9,18,5,9,0,2,5,8,2,0,7,45,1,1,2,0,3,6,3,0,0,14,19
2018-06-01,6,0,0,0,0,0,0,0,7,24,49,0,0,0,41,4,3,0,0,4,3,0,0,8,1,2,2,11,0,1,0,0,0,0,22,0,0,0,1,2,0,2,2,1,2,0,15,44,4,14,0,0,0,0,1,30,0,4,18,0,7,8,12,3,1,3,0,7,0,63,0,0,0,0,0,7,0,12,2,0,6,2,8,2,7,35,0,1,1,0,3,7,0,0,10,0,0
2018-07-01,5,0,0,18,0,0,0,0,4,0,0,0,0,0,32,1,2,0,0,2,2,0,0,1,0,5,4,11,0,0,0,1,1,0,70,0,4,0,0,1,0,1,1,0,1,0,9,53,0,7,7,0,7,0,1,30,0,0,15,0,7,2,13,1,1,2,4,2,0,67,0,0,0,5,0,5,5,4,0,0,2,2,2,0,2,33,0,1,3,3,8,8,0,0,10,0,0
2018-08-01,8,0,0,0,0,2,0,2,11,12,12,0,0,0,37,2,1,0,0,5,3,2,0,5,1,8,4,7,0,0,1,0,0,0,61,0,4,0,7,2,0,0,1,1,3,0,11,37,0,0,0,0,0,0,1,33,0,5,15,0,15,5,14,3,2,3,2,4,0,67,0,0,0,7,0,5,0,8,0,0,3,2,3,0,4,29,0,2,3,4,9,3,0,0,10,0,0
2018-09-01,20,0,0,17,0,2,0,2,12,36,0,12,0,0,42,3,2,0,1,13,7,0,0,7,3,8,3,23,0,1,3,0,0,4,44,4,9,0,43,11,0,1,1,2,4,0,22,41,0,14,0,0,0,0,1,33,0,5,9,0,13,3,10,0,3,2,2,3,0,64,0,0,0,5,5,5,0,6,2,2,5,15,4,0,3,42,0,3,6,3,43,10,3,10,0,0,0
2018-10-01,37,0,25,33,0,0,0,0,23,0,11,11,11,0,66,7,2,0,0,22,11,1,0,15,2,15,4,16,2,2,3,1,1,21,25,4,12,2,89,16,0,3,2,2,10,0,16,25,4,26,10,0,10,0,1,33,0,3,15,0,27,6,17,5,3,5,2,9,0,65,0,0,0,9,4,11,0,10,2,4,8,18,4,0,9,49,0,1,4,5,95,16,7,0,14,23,9
2018-11-01,25,0,17,17,17,0,2,0,14,24,12,0,36,0,86,5,4,0,0,18,11,1,0,12,5,11,2,22,0,2,3,0,1,17,47,0,4,1,42,7,0,1,1,2,5,0,11,41,4,7,0,0,14,0,2,41,0,4,14,5,16,11,25,5,2,10,0,10,2,68,0,0,0,5,5,21,0,18,4,4,17,4,2,2,10,67,0,6,5,3,19,13,3,9,19,28,10
2018-12-01,30,0,18,36,18,0,0,5,15,43,12,0,25,0,91,14,5,0,0,26,18,0,0,30,3,13,8,35,0,2,8,1,3,18,36,4,0,0,25,10,0,4,6,5,5,0,36,47,11,35,7,7,18,1,1,30,0,6,28,4,35,19,56,10,3,7,4,32,0,65,0,0,1,15,0,46,0,32,2,8,11,12,3,3,32,82,1,4,5,8,12,15,5,10,10,59,10
2019-01-01,44,42,25,33,17,4,6,2,22,29,0,0,80,1,94,26,5,0,0,46,32,2,0,57,4,31,6,50,3,3,100,3,3,25,92,4,34,1,24,6,0,6,1,4,9,0,25,65,21,59,13,16,36,1,1,35,1,7,26,0,45,27,56,11,7,18,4,41,2,72,0,0,1,27,11,45,11,45,2,16,25,18,2,6,41,89,1,5,9,15,12,29,4,9,60,37,14
2019-02-01,42,54,45,18,18,2,3,2,29,50,31,12,50,0,83,19,7,0,0,41,28,2,0,43,6,30,5,44,2,12,68,0,1,32,59,5,46,1,13,1,0,6,3,4,7,0,27,72,18,53,7,0,28,1,2,39,0,0,21,11,43,27,60,23,8,11,6,45,2,71,1,0,1,19,10,56,15,44,3,14,19,10,2,6,45,79,4,4,7,11,16,27,12,15,35,40,0
2019-03-01,27,25,33,41,0,2,4,2,19,23,17,0,40,1,68,15,5,0,0,24,19,2,0,32,5,15,4,23,2,0,31,1,0,29,75,4,17,1,6,2,0,3,1,5,3,0,23,58,6,26,16,6,16,1,2,38,1,9,19,3,43,17,51,14,3,12,2,34,0,73,0,0,1,16,4,58,4,29,2,12,20,11,4,7,34,74,1,3,5,9,6,20,2,0,32,14,0
2019-04-01,19,26,26,34,17,0,0,2,16,35,24,0,18,0,63,13,4,0,0,20,12,0,0,28,2,8,2,20,4,2,23,0,1,17,52,4,13,0,2,0,0,4,2,2,3,0,17,58,6,34,10,7,13,1,1,40,1,5,16,7,25,11,34,12,5,10,2,18,0,70,0,0,0,9,9,37,9,19,2,6,7,4,3,6,18,61,0,2,5,5,10,15,0,19,19,19,19
2019-05-01,9,17,34,17,0,0,2,0,11,18,12,0,0,0,51,4,3,0,0,9,6,1,0,9,2,4,4,10,0,1,12,1,1,17,69,9,0,0,2,0,0,1,2,2,3,0,21,49,4,13,7,0,7,1,0,31,0,0,9,4,18,9,18,4,2,3,2,3,0,68,0,0,0,5,5,14,0,15,0,2,7,2,4,3,3,57,0,2,4,3,3,4,5,0,9,9,0
2019-06-01,6,0,0,18,0,0,2,2,6,12,25,0,0,0,40,1,3,0,0,5,3,0,0,3,1,2,0,8,0,1,8,0,0,9,27,0,9,0,2,0,0,1,2,1,2,0,18,41,5,11,7,7,14,0,0,32,0,4,7,0,13,5,20,2,5,4,2,4,0,66,0,0,0,5,0,5,5,9,0,2,6,4,2,0,4,38,0,2,2,3,3,11,3,0,10,10,0
2019-07-01,6,0,18,18,0,2,0,0,4,18,12,0,12,0,38,1,1,0,0,4,2,1,0,3,1,0,2,7,0,0,6,0,3,4,45,4,0,0,3,0,0,2,1,1,2,0,22,33,0,21,7,7,0,0,0,30,0,7,6,0,4,2,20,2,1,2,2,6,0,69,0,0,0,0,5,10,0,4,2,2,2,2,2,2,6,27,0,3,1,0,3,3,3,0,0,10,0
2019-08-01,6,0,18,0,0,0,0,3,7,24,12,0,12,0,38,1,2,0,0,4,3,1,0,3,0,3,4,7,0,3,12,0,0,4,49,0,13,0,5,0,0,2,1,0,2,0,11,51,4,17,0,0,0,0,1,32,0,4,11,0,5,3,13,1,3,2,0,4,4,79,0,0,0,14,0,7,5,6,2,2,2,4,5,0,4,26,1,1,1,8,8,5,3,0,0,10,0
2019-09-01,20,16,33,0,0,0,0,0,29,23,11,0,0,0,53,5,1,0,0,13,6,0,0,10,1,15,3,25,2,3,58,0,0,13,54,4,0,0,44,0,0,3,0,1,3,0,21,45,12,26,6,7,6,0,0,38,0,3,29,0,10,8,11,5,3,3,2,2,0,88,0,0,0,11,0,18,0,13,2,0,6,9,5,0,2,38,0,3,7,6,41,7,2,18,14,0,0
2019-10-01,39,16,16,16,16,2,0,2,27,22,11,0,11,0,61,9,3,0,0,24,12,3,0,19,2,19,4,33,2,2,69,3,0,12,68,8,8,1,98,2,0,4,1,6,11,0,18,38,12,40,0,0,0,1,0,38,0,7,15,3,20,7,14,3,6,7,2,11,0,69,0,0,0,13,0,6,0,12,3,3,12,13,4,0,11,60,2,2,5,7,100,6,2,9,30,35,9
2019-11-01,27,25,17,0,17,0,2,0,17,46,11,0,11,0,72,7,3,0,1,16,10,0,0,16,4,12,8,25,2,3,30,1,1,8,37,4,4,0,46,0,0,3,1,3,6,0,25,21,4,29,0,0,13,1,1,35,0,5,9,3,24,11,18,6,4,10,2,10,0,68,0,0,0,7,0,18,0,18,0,4,5,7,4,2,10,61,0,3,3,4,26,17,6,0,23,23,0
2019-12-01,30,16,50,17,0,0,3,4,20,23,17,11,45,0,86,14,6,0,0,29,22,2,0,30,5,8,5,31,4,5,41,3,3,33,54,0,17,1,23,1,0,4,3,4,5,0,31,50,14,36,7,7,10,0,1,31,0,3,22,3,24,16,36,9,3,6,2,26,2,67,0,0,1,11,7,33,7,26,2,7,7,8,2,3,26,82,1,3,10,6,20,18,5,14,27,18,18
