date,flu,symptoms of flu,stomach flu,the flu,bird flu,high fever,flu shot,flu how long,braun thermoscan,symptoms of bronchitis,oscillococcinum,bronchitis,contagious flu,flu fever,influenza,influenza incubation period,stomach flu symptoms,cold and flu,flu contagious,normal body,flu and cold,flu medicine,how long is the flu,dog flu,cure flu,flu vs cold,taking temperature,pneumonia,normal body temperature,symptoms of the flu,flu symptoms 2018,low body,flu shot side effects,influenza symptoms,how long contagious,is the flu contagious,i have the flu,fever flu,how long does the flu last,cold vs flu,cure the flu,signs of flu,flu care,flu children,influenza a and b,thermoscan,flu treatment,influenza a,cdc flu map,the flu virus,how long does flu last,human temperature,is flu contagious,flu symptoms,flu symptoms in kids,flu symptoms 2019,dangerous fever,body temperature,flu cough,keto flu,how long flu,fever cough,ear thermometer
2017-07-01,5,0,10,5,0,20,4,0,0,0,0,14,0,0,3,0,28,0,0,24,0,0,0,0,0,0,36,30,29,0,0,0,0,4,0,0,52,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,9,0,0,0,22,0,0,0,0,0
2017-08-01,10,0,19,11,0,18,10,0,0,33,0,16,0,0,4,0,0,0,0,15,0,0,0,0,0,0,33,27,0,32,0,16,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,5,0,0,0,20,0,0,0,0,0
2017-09-01,29,0,14,20,0,35,19,18,0,0,0,40,22,0,5,0,0,15,22,28,15,44,0,0,0,0,0,46,0,0,0,0,0,7,0,47,46,0,0,0,0,0,0,32,0,0,0,0,0,0,28,0,0,5,0,0,0,59,0,50,18,0,0
2017-10-01,35,18,31,22,0,0,56,18,0,31,0,31,21,0,10,0,24,14,21,27,14,0,0,8,0,35,0,47,0,0,0,47,0,4,43,0,0,0,0,35,0,0,0,0,0,0,18,8,0,33,0,25,0,10,0,0,0,24,0,0,18,18,61
2017-11-01,36,27,44,24,0,0,32,36,0,31,0,50,21,35,7,0,0,0,21,21,0,0,0,0,0,0,0,78,49,0,0,0,18,5,14,0,0,35,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,21,0,0,0,29,30,0,36,37,0
2017-12-01,40,91,67,35,0,17,14,36,0,32,0,71,22,0,26,0,74,29,22,0,29,0,0,0,0,35,0,72,0,0,0,16,12,20,51,0,0,0,46,35,0,0,30,0,0,0,0,19,0,34,83,0,36,26,0,0,0,39,30,0,36,19,31
2018-01-01,100,50,74,81,0,64,23,58,0,29,100,73,40,33,71,62,90,40,40,19,40,40,38,15,43,32,30,84,23,71,100,29,0,67,40,43,83,33,42,32,76,28,57,0,89,0,32,62,47,31,38,0,33,91,100,0,40,18,56,0,58,26,28
2018-02-01,85,91,45,100,9,35,16,64,0,64,41,60,43,71,72,34,0,29,43,28,29,43,41,8,0,0,0,82,0,31,78,16,13,57,44,0,91,71,69,0,0,77,31,31,24,0,0,63,0,34,56,26,36,100,36,0,0,24,60,0,64,19,31
2018-03-01,45,34,45,31,0,95,0,42,0,29,0,51,40,82,25,0,0,40,40,13,40,40,0,15,0,0,0,60,23,57,0,29,0,21,14,85,42,82,43,0,0,28,28,0,22,41,0,18,0,32,77,0,0,46,0,0,0,18,0,45,42,17,28
2018-04-01,21,0,35,15,18,0,3,27,0,0,0,39,21,52,11,0,48,21,21,14,21,0,0,8,0,0,0,45,25,0,0,16,0,10,29,0,0,52,0,0,0,0,0,0,0,0,0,8,0,34,0,0,0,15,0,0,0,19,0,0,27,0,60
2018-05-01,12,0,27,9,0,17,3,19,0,32,0,12,0,0,6,0,25,15,0,14,15,0,0,0,0,0,0,46,26,0,0,16,0,5,15,0,0,0,0,0,0,31,0,0,25,0,0,0,0,0,0,0,0,13,0,0,0,19,31,100,19,19,0
2018-06-01,7,0,19,0,0,18,0,19,0,0,0,34,0,0,2,0,0,16,0,0,16,0,0,0,0,0,0,49,0,0,0,17,0,0,32,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,53,19,0,0
2018-07-01,8,19,18,0,0,18,3,0,0,33,0,25,0,0,1,0,0,15,0,0,15,0,42,0,0,0,0,30,0,0,16,16,0,0,15,0,0,0,47,0,0,0,32,0,0,0,0,0,0,0,43,0,0,5,0,0,0,15,31,0,0,0,0
2018-08-01,10,0,27,4,0,34,9,0,0,32,0,32,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,0,0,15,0,0,35,0,0,0,0,61,0,0,0,0,5,0,0,0,77,0,5,0,0,0,24,0,49,0,19,0
2018-09-01,25,18,9,17,0,0,26,36,0,0,27,43,0,35,3,0,0,29,0,14,29,0,0,0,0,0,0,69,25,0,0,47,0,3,22,0,0,35,0,0,0,30,0,0,0,0,0,0,0,0,27,25,0,10,0,0,0,24,0,0,36,0,31
2018-10-01,66,52,30,47,0,33,72,44,29,31,0,27,0,34,12,0,0,41,0,34,41,41,39,0,0,0,31,64,24,0,0,60,12,7,56,0,0,34,0,0,0,29,30,30,0,0,17,3,33,0,53,24,35,35,0,0,0,19,0,47,44,0,60
2018-11-01,38,18,26,35,0,17,34,53,0,0,0,66,21,69,8,0,0,14,21,55,14,0,40,8,91,0,0,92,0,0,0,31,12,5,14,0,0,69,0,0,0,30,0,31,0,0,17,5,0,34,0,25,0,21,0,0,0,38,0,48,53,28,0
2018-12-01,38,37,77,33,9,0,5,46,0,32,0,56,22,36,8,0,24,29,22,21,29,65,82,8,0,0,32,96,0,31,0,16,13,9,45,0,45,36,69,0,0,0,31,32,0,45,18,11,0,0,28,26,36,24,0,0,0,24,30,49,46,0,47
2019-01-01,42,34,46,35,0,0,7,68,0,0,0,70,40,66,34,32,0,20,40,26,20,40,39,0,0,0,0,90,24,0,0,0,12,30,27,43,0,66,86,0,0,0,0,0,23,0,17,33,0,32,65,24,34,42,0,46,0,27,70,92,68,97,29
2019-02-01,57,56,46,65,9,18,13,93,0,0,83,64,44,0,68,70,25,22,44,28,22,44,42,0,0,0,0,100,26,31,0,16,13,52,67,0,46,0,47,0,0,31,0,0,50,45,18,69,0,69,56,26,37,51,0,100,0,20,0,50,93,38,0
2019-03-01,38,35,47,46,18,0,21,52,0,30,26,45,51,34,38,33,0,14,51,13,14,0,0,8,0,100,0,75,24,0,0,30,12,27,63,44,43,34,44,100,0,29,29,0,23,0,34,44,0,32,0,24,52,27,0,31,0,27,0,0,52,45,0
2019-04-01,15,18,58,13,0,17,3,0,30,32,0,43,43,35,9,0,48,29,43,28,29,0,0,0,0,0,0,64,0,0,0,31,0,11,15,0,45,35,45,0,0,0,0,0,0,0,0,8,0,0,55,25,0,8,0,0,0,24,45,73,0,19,30
2019-05-01,17,18,31,20,0,0,3,18,0,31,0,54,0,0,4,0,0,14,0,0,14,0,0,0,0,0,0,47,25,0,0,0,0,3,14,0,0,0,45,0,0,0,0,0,24,0,0,3,0,0,0,0,0,5,0,0,0,19,30,48,18,28,0
2019-06-01,11,19,28,7,0,0,0,0,0,0,0,0,0,37,2,0,0,15,0,30,15,0,0,0,0,0,0,58,40,0,0,0,0,0,16,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,35,0,20,32,0,0,40,0
2019-07-01,10,0,18,9,9,34,0,18,0,0,0,36,0,0,2,34,24,15,0,14,15,0,41,0,0,0,32,41,25,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,5,0,0,42,10,0,49,18,19,0
2019-08-01,9,0,21,19,0,0,0,35,0,0,0,15,0,34,3,0,0,0,0,20,0,0,0,8,0,0,0,37,0,0,0,0,0,0,28,0,0,34,44,0,0,0,29,0,0,0,0,3,0,0,0,24,0,10,0,0,41,9,0,0,35,18,0
2019-09-01,29,0,16,20,0,0,22,24,0,0,0,32,0,31,6,0,0,13,0,25,13,38,36,0,0,0,0,62,56,0,0,14,11,6,26,0,0,31,81,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,87,24,0,27
2019-10-01,69,16,23,42,0,0,100,23,0,0,23,58,19,46,9,0,0,12,19,12,12,37,0,0,0,0,0,76,43,0,0,27,32,3,13,0,0,46,39,0,0,0,0,27,0,0,0,2,0,88,24,0,0,23,0,42,0,21,0,0,23,33,0
2019-11-01,47,49,44,28,0,15,41,33,0,29,0,25,39,32,7,0,44,26,39,13,26,0,0,0,0,0,0,77,0,42,0,14,11,10,33,0,41,32,0,0,0,0,28,28,0,0,16,4,30,31,37,0,0,31,0,0,38,13,0,44,33,0,0
2019-12-01,37,33,57,44,0,0,18,57,0,0,24,46,20,64,25,0,22,0,20,32,0,39,0,7,0,0,0,91,45,28,0,0,0,6,53,0,0,64,0,0,0,28,55,0,0,0,0,7,31,31,25,46,0,28,0,0,0,17,27,45,57,51,0
