date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu in idaho,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,dog flu,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,how long does the flu last,fever flu,how long does flu last,food poisoning,influenza a,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,keto flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,flu medicine,flu remedies,flu shot side effects,flu complications,treat flu,how to get rid of the flu,body temperature,h1n1 flu
2014-01-01,52,0,0,23,0,0,41,0,0,50,0,0,0,0,0,7,60,0,38,0,0,40,0,0,10,47,0,28,0,12,0,0,35,52,0,17,17,39,0,0,5,9,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,44,0,15,44,5,26,26,46,0,21,0,0,0,32,13,0,0,16,0,0,38,38,0,30,0,0,0,0,0,39,40,40,32,43,22,0,10,0,13,24
2014-02-01,15,0,13,13,0,0,19,4,0,28,28,0,0,0,0,0,65,0,0,0,0,26,0,0,7,21,11,0,0,0,13,0,52,39,0,39,19,10,0,0,4,0,0,0,0,0,21,0,0,0,23,0,23,0,0,0,51,0,0,0,0,0,20,6,17,0,23,0,23,0,14,15,0,0,0,0,0,17,17,17,17,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,6
2014-03-01,13,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,38,19,0,0,0,10,0,0,3,9,0,9,0,12,0,0,0,35,0,0,0,7,0,0,0,0,0,0,0,0,37,0,0,0,0,0,20,0,45,0,0,0,0,0,0,5,28,0,5,0,0,0,21,0,26,13,0,0,0,0,0,30,15,0,15,0,0,0,0,0,20,40,0,22,0,0,0,0,0,13,0
2014-04-01,10,0,12,12,0,0,12,0,0,0,0,0,0,0,0,0,43,0,0,0,20,14,3,0,3,10,0,20,0,0,0,0,25,36,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,47,0,0,16,0,0,16,5,24,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,42,21,0,22,0,0,0,0,0,27,0
2014-05-01,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,42,21,21,0,0,5,5,0,0,0,10,21,0,0,0,0,13,57,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,50,0,0,0,0,0,33,0,31,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,24,0,0,0,0,0,23,0
2014-06-01,8,0,15,0,0,0,13,0,0,0,0,0,0,0,0,0,34,0,0,0,0,9,0,0,18,13,0,0,0,0,0,0,16,46,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,20,0,0,0,7,34,7,7,0,0,0,0,0,43,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,26,0,0,28,0,0,0,0,0,21,0
2014-07-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,15,78,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,19,0,0,0,0,13,0,0,0,27,0,0,0,17,0,0,0,0,0,0,0,0,0,20,0,0,27,0,0,26,0,0,28,0,0,0,0,0,13,0
2014-08-01,4,0,0,43,0,0,4,0,0,0,32,0,0,0,0,4,37,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,33,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
2014-09-01,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,44,0,23,0,45,14,0,0,8,17,0,11,0,0,0,0,14,20,0,0,0,23,0,0,4,0,0,0,0,22,22,22,0,0,0,0,47,0,53,0,0,35,0,0,35,6,9,0,6,0,0,0,0,0,15,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,23,0,0,25,25,0,0,0,0,15,6
2014-10-01,32,0,0,0,0,0,21,0,4,0,0,0,0,0,0,4,48,22,22,0,0,21,0,0,4,16,0,11,0,0,0,0,53,20,0,20,39,53,0,0,4,0,21,0,0,21,42,0,0,0,0,0,23,0,0,0,0,100,0,0,33,0,38,12,6,0,35,0,47,0,37,29,0,0,18,0,0,17,0,0,17,0,0,24,0,0,0,22,0,24,0,36,0,0,0,18,0
2014-11-01,22,0,0,0,0,0,12,0,0,30,0,0,0,0,0,0,41,0,23,0,0,10,0,0,0,11,0,11,0,0,0,0,0,52,0,0,0,26,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,54,0,0,18,0,0,0,0,18,9,6,0,50,0,0,0,46,0,0,0,0,0,0,18,0,0,0,0,0,50,0,0,0,0,0,26,0,77,0,0,0,6,0
2014-12-01,25,0,0,13,0,0,19,0,0,29,0,28,0,0,0,4,51,0,0,0,0,36,0,0,11,32,21,22,0,0,0,0,53,20,0,20,0,10,0,0,0,0,10,0,0,63,21,21,0,0,0,0,23,52,52,0,0,33,0,0,0,0,18,23,0,0,71,0,24,0,22,0,0,0,0,53,0,17,0,0,0,0,0,72,0,0,45,23,22,0,73,24,0,0,0,27,12
2015-01-01,41,0,12,31,0,0,53,0,4,27,0,81,0,0,0,7,86,42,21,0,0,36,0,0,9,46,10,21,0,13,0,0,39,38,0,37,19,10,0,0,8,0,10,0,0,61,20,0,0,22,22,0,33,100,0,49,50,16,0,0,32,0,31,14,6,0,45,0,0,0,0,14,0,0,0,17,0,17,17,0,25,0,0,22,0,0,21,32,21,23,24,0,0,0,0,17,0
2015-02-01,21,0,13,0,0,0,22,4,4,30,0,0,0,0,0,4,69,46,23,0,0,39,0,0,4,17,0,11,0,14,0,0,14,41,0,21,0,13,0,0,0,11,22,0,0,44,0,0,0,0,0,0,24,0,0,0,0,17,0,0,0,0,27,15,0,0,100,0,0,0,31,15,0,0,19,18,0,18,18,0,0,0,0,100,0,0,24,24,0,26,38,26,0,0,0,19,0
2015-03-01,15,0,13,26,0,0,14,0,0,0,0,29,0,0,0,0,59,0,0,0,0,17,0,0,6,22,0,0,0,13,0,0,27,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,46,0,0,0,0,34,0,17,0,6,47,9,6,0,24,0,0,0,22,0,0,0,0,18,0,17,17,0,0,0,0,24,0,0,34,23,0,0,25,0,0,0,0,18,6
2015-04-01,15,0,0,19,0,0,27,0,0,28,0,0,0,0,0,4,33,22,22,0,0,11,0,0,4,11,0,11,0,0,0,0,27,39,0,20,0,0,0,0,0,10,0,0,0,42,21,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,23,0,0,0,24,0,0,0,44,0,0,0,0,18,0,17,0,0,17,0,0,24,0,0,0,0,0,0,24,0,0,0,0,18,0
2015-05-01,11,0,0,26,0,0,4,0,0,0,0,29,0,0,0,0,49,44,0,0,22,10,0,0,4,16,11,0,0,14,0,0,41,0,0,20,0,4,0,0,0,0,0,0,0,43,21,21,0,0,23,0,0,0,0,0,52,17,0,0,0,0,32,0,18,0,0,0,0,0,22,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,18,0
2015-06-01,6,0,0,27,0,0,10,0,0,30,0,30,0,0,0,0,33,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,24,0,24,54,0,0,0,0,0,0,0,0,34,12,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,26,0,0,0,6,0,9,0
2015-07-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,5,0,0,0,10,0,10,0,0,0,0,25,28,0,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6
2015-08-01,8,0,12,12,0,0,4,0,4,27,0,27,0,0,0,0,29,21,0,0,0,5,0,0,7,0,0,10,0,0,0,0,38,37,0,0,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,8,0,22,0,0,0,14,28,0,0,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,17,0
2015-09-01,20,0,0,12,0,0,15,0,0,25,0,0,0,0,0,3,23,20,20,0,20,18,0,0,7,10,10,10,0,24,0,0,36,18,0,0,0,13,0,0,0,0,0,0,0,19,0,19,0,0,20,0,20,46,46,0,0,15,0,0,0,10,29,10,5,0,21,0,0,0,52,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,20,0,22,0,0,0,5,0,19,0
2015-10-01,31,0,11,32,0,0,11,0,3,23,0,23,0,0,0,5,30,0,0,0,0,20,0,0,6,17,0,18,0,0,0,0,22,48,0,16,0,71,0,0,3,8,8,0,0,17,17,0,0,0,19,0,19,0,0,0,0,0,0,14,0,5,14,10,7,0,0,0,19,0,30,0,0,0,0,0,0,28,0,0,57,0,0,0,0,0,18,18,0,0,20,20,0,0,0,5,10
2015-11-01,19,0,0,21,0,0,13,3,0,0,0,24,0,0,0,3,66,0,36,0,0,9,0,0,8,9,0,18,0,0,0,0,44,32,16,0,16,25,0,0,0,0,0,0,0,34,0,0,0,0,0,0,19,0,42,0,0,0,0,0,27,0,17,5,0,0,20,0,0,0,12,12,0,0,15,15,0,14,14,0,0,0,0,20,0,0,0,0,0,20,0,40,0,5,0,12,0
2015-12-01,22,0,0,0,0,0,8,0,0,34,0,0,0,0,0,0,51,35,35,0,0,16,0,0,6,8,17,17,0,0,11,0,21,23,0,16,0,8,0,0,3,8,0,0,0,17,0,0,0,0,0,0,18,0,41,0,0,40,0,0,13,7,39,7,5,0,37,0,0,0,41,0,0,0,0,0,0,0,0,0,27,19,0,37,0,0,18,27,18,0,19,0,0,0,0,23,0
2016-01-01,14,0,0,9,0,0,16,0,0,21,0,21,0,0,0,0,49,48,0,0,0,19,6,0,3,0,8,24,0,0,0,0,49,51,0,14,0,3,0,0,0,0,8,0,0,46,0,0,0,0,17,0,17,0,76,0,0,12,0,0,0,4,17,4,0,0,0,0,0,0,22,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,16,0,0,18,18,0,4,0,15,0
2016-02-01,23,0,0,10,0,0,62,4,0,43,65,43,0,0,0,3,62,100,50,0,0,33,0,0,6,8,0,16,0,0,10,0,41,30,15,30,15,5,0,0,0,0,0,0,0,32,16,0,0,0,17,0,17,0,39,0,39,13,0,13,25,4,31,18,0,0,36,0,0,0,17,0,0,0,0,0,0,20,13,26,13,0,0,0,0,0,17,17,0,0,19,0,0,0,0,11,0
2016-03-01,23,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,54,0,48,0,0,36,5,0,7,23,0,20,0,0,0,0,58,14,0,0,0,12,0,0,0,8,0,0,0,46,15,0,0,0,17,0,17,0,37,0,37,0,0,12,24,8,23,11,8,0,34,0,0,0,32,11,0,0,0,0,0,25,13,13,25,0,0,34,0,0,16,33,16,18,18,0,0,0,0,26,6
2016-04-01,17,0,0,10,0,0,21,0,0,0,0,22,0,0,0,3,42,33,0,0,0,17,0,0,7,16,0,16,0,10,0,0,10,15,0,30,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,70,0,39,0,0,13,0,0,26,7,36,7,0,0,36,0,0,0,22,0,0,0,0,13,0,13,13,0,0,0,0,36,0,0,0,17,0,0,37,0,0,0,0,18,0
2016-05-01,12,0,0,10,0,0,6,0,3,21,0,0,0,0,0,3,29,0,33,0,0,8,0,0,0,0,8,12,0,0,0,0,30,44,0,0,0,3,0,0,0,8,0,0,0,16,0,0,0,17,0,0,0,0,39,39,0,13,0,0,0,0,22,0,9,0,0,0,0,0,22,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,18,0
2016-06-01,10,0,0,0,0,0,5,0,0,0,23,0,0,0,0,0,31,0,18,0,0,6,3,0,3,9,9,9,0,0,0,0,11,39,0,0,16,5,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,41,0,0,0,0,0,13,5,26,5,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0
2016-07-01,7,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,28,18,0,0,0,9,0,0,3,9,9,0,0,0,0,0,22,32,0,0,0,3,0,0,0,8,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,5,17,0,5,0,0,0,0,0,18,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,36,18,0,0,20,0,0,5,0,17,0
2016-08-01,10,0,10,0,0,0,5,0,0,22,0,22,0,0,0,0,18,0,35,0,0,9,0,0,0,8,0,17,0,0,0,0,32,31,0,0,0,3,0,0,0,0,8,0,0,17,17,0,0,0,0,0,0,0,0,0,41,13,0,13,13,0,11,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,14,0
2016-09-01,20,0,0,0,0,0,8,0,0,31,21,0,0,0,0,0,49,16,16,0,0,16,0,0,5,16,0,12,0,0,0,0,58,21,14,14,14,35,0,0,0,8,8,0,0,46,46,15,0,0,0,0,0,37,0,0,0,0,0,12,12,0,23,6,4,0,0,0,0,0,21,0,0,0,0,0,0,13,0,0,25,0,0,0,0,0,16,0,0,18,0,18,0,0,0,17,4
2016-10-01,32,0,0,0,0,0,12,0,0,40,0,20,0,0,0,3,30,15,15,0,0,14,3,0,3,15,7,8,0,9,0,0,9,21,0,0,0,65,0,0,0,0,0,0,0,59,0,15,0,0,0,0,24,0,0,0,0,0,0,0,23,0,14,4,0,0,16,0,0,0,31,0,0,0,0,12,0,24,24,12,18,0,0,16,0,0,16,0,0,17,0,34,0,4,0,23,0
2016-11-01,17,0,0,0,0,0,13,0,0,19,0,19,0,0,0,3,44,0,15,0,0,10,0,0,5,7,0,11,0,0,0,0,9,27,0,13,13,29,0,0,0,7,7,0,0,29,29,0,0,0,0,0,0,35,0,0,0,11,0,0,0,0,26,8,0,0,24,0,0,0,10,10,0,0,0,0,0,0,0,0,12,0,0,32,0,0,15,15,0,17,0,17,0,0,0,24,4
2016-12-01,19,0,0,0,0,0,15,0,0,19,0,19,0,0,0,3,42,29,87,0,0,14,0,0,7,11,0,28,0,9,9,0,26,32,0,0,0,17,0,0,3,0,7,0,0,42,0,0,0,0,15,0,0,0,34,0,0,11,0,11,22,6,29,13,4,0,39,0,0,0,19,0,0,0,0,12,0,11,0,0,0,0,0,62,0,0,15,0,15,0,16,0,0,4,0,14,4
2017-01-01,29,0,0,0,0,0,40,2,2,17,35,0,0,0,0,0,62,13,27,0,0,20,5,0,10,7,13,16,0,8,0,0,74,36,0,12,24,14,0,0,2,6,13,0,0,13,0,0,0,14,0,0,21,0,0,32,0,21,0,21,10,7,27,32,4,0,72,0,14,0,13,9,0,0,0,64,0,11,0,0,16,0,14,58,0,0,14,14,0,15,15,0,0,4,0,13,4
2017-02-01,29,9,13,17,0,0,63,0,3,0,37,38,0,0,0,8,80,29,29,0,14,31,0,0,7,21,0,25,0,0,0,0,62,26,0,13,13,7,0,0,3,7,7,0,0,14,14,28,0,30,15,0,38,0,68,69,0,33,0,11,44,12,13,39,8,0,31,0,0,0,34,15,0,0,12,23,0,29,34,11,11,16,0,31,0,0,15,22,15,0,24,0,0,0,0,10,0
2017-03-01,21,0,23,15,0,0,17,0,0,34,17,17,0,0,0,2,50,53,0,0,0,15,0,0,7,16,0,6,0,0,0,0,0,35,0,0,0,5,0,0,2,6,0,0,0,0,13,13,0,0,14,0,14,0,31,0,0,0,0,0,10,5,33,14,0,0,0,0,0,0,22,0,0,0,0,21,0,16,31,0,10,0,0,0,0,0,41,14,0,15,0,0,0,0,0,7,0
2017-04-01,10,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,54,28,28,0,0,7,2,0,5,0,7,14,0,0,0,0,34,44,0,0,0,5,0,0,0,0,7,0,0,13,0,0,0,0,15,0,0,0,0,0,0,11,0,11,0,0,32,15,0,0,15,0,0,0,38,0,0,0,23,11,0,22,11,0,11,0,0,15,0,0,0,0,0,0,0,16,0,4,0,13,0
2017-05-01,9,8,0,0,0,0,13,0,0,0,38,0,0,0,0,0,32,0,0,0,15,5,0,0,3,7,0,7,0,0,0,0,18,27,0,0,0,5,0,0,0,0,7,0,0,14,0,0,0,15,0,0,0,0,34,34,0,0,0,0,0,0,23,4,0,0,16,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,16,0,0,0,15,0,16,0,0,0,0,0,10,0
2017-06-01,10,0,9,0,0,0,8,0,0,0,20,20,0,0,0,0,32,0,0,0,0,12,3,0,3,8,0,0,0,0,0,0,0,28,14,0,0,6,0,0,0,7,0,0,0,30,0,0,0,0,16,0,16,0,0,0,0,0,0,24,0,8,31,6,4,0,0,0,0,0,10,10,0,0,12,12,0,12,0,0,0,0,33,0,0,0,0,16,0,17,0,0,0,4,0,17,0
2017-07-01,8,0,0,9,0,0,3,0,0,40,0,20,0,0,0,0,35,0,15,0,0,9,0,0,3,7,0,8,0,0,0,0,37,21,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,47,4,4,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,4,0,6,0
2017-08-01,11,0,0,0,0,0,5,0,0,0,37,0,0,0,0,0,32,0,0,0,0,4,0,0,5,7,0,0,0,0,0,0,17,26,13,0,0,9,0,0,0,0,7,0,0,27,0,0,0,0,0,0,15,33,0,0,0,11,0,0,0,0,19,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,0,0,0,0,0,0,0,0,8,0
2017-09-01,23,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,36,14,0,0,0,12,0,0,7,7,7,0,0,0,0,0,26,51,0,13,0,40,0,0,3,0,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,4,34,4,0,0,46,0,15,0,28,14,0,0,0,11,0,17,0,0,0,0,0,46,0,0,0,14,0,16,0,47,0,0,0,15,0
2017-10-01,27,0,8,8,0,0,13,0,0,17,0,35,0,0,0,2,50,0,27,0,0,20,0,0,9,7,0,16,0,0,0,0,0,18,12,0,12,50,0,0,0,0,0,0,6,0,26,0,0,0,0,0,14,0,0,0,0,21,0,0,0,7,21,4,0,0,44,0,0,0,40,0,0,0,0,11,0,11,0,0,11,0,14,0,0,0,21,14,0,22,0,37,0,4,0,33,7
2017-11-01,29,8,0,8,0,0,25,0,0,18,0,0,0,0,0,5,50,14,41,0,0,14,0,0,9,7,0,20,0,0,0,0,25,37,0,19,12,32,0,0,3,10,0,0,0,40,13,0,0,14,0,0,14,32,0,32,0,42,0,11,21,4,31,7,4,0,59,0,15,0,32,0,0,0,0,22,0,11,0,0,11,0,15,59,0,0,28,14,0,15,15,31,0,0,0,20,0
2017-12-01,34,0,8,0,0,0,43,0,0,27,0,18,0,0,0,4,63,56,14,0,0,21,2,0,8,17,7,10,0,0,9,0,51,25,0,12,12,24,0,0,0,0,13,0,0,27,13,0,0,0,0,0,22,33,33,0,0,0,0,11,43,4,33,17,4,0,30,0,15,0,28,19,0,0,11,11,0,11,22,16,27,0,15,45,0,0,14,14,57,16,16,0,0,0,0,21,4
2018-01-01,100,0,22,0,0,0,81,2,0,100,67,17,0,0,0,9,100,63,38,0,0,100,2,0,32,100,0,35,0,8,0,0,46,40,17,35,23,58,0,0,7,6,0,0,100,36,0,12,0,27,27,0,100,30,45,61,30,39,0,68,48,20,43,43,3,0,69,0,14,0,56,17,0,0,31,93,0,56,25,20,60,0,14,97,0,0,33,13,46,21,14,14,0,12,0,22,3
2018-02-01,79,0,0,0,0,0,60,2,0,100,0,18,0,0,0,9,83,14,14,0,14,85,2,0,12,37,7,14,0,0,0,0,26,50,0,13,25,26,0,0,3,10,13,0,89,67,0,0,0,15,36,0,66,33,66,33,33,0,0,43,64,17,22,32,0,0,83,0,0,0,33,9,0,0,0,100,0,44,22,0,11,0,15,45,0,0,29,21,28,31,23,16,0,15,0,21,0
2018-03-01,30,0,0,8,0,0,42,2,0,0,17,17,0,0,0,2,76,40,13,0,0,20,0,0,14,23,6,13,0,0,8,0,72,47,24,0,12,5,0,0,2,6,0,0,12,51,0,13,0,0,14,0,28,0,31,0,0,10,0,20,40,9,39,19,0,0,36,0,14,0,18,9,0,0,11,21,0,21,21,0,10,0,57,28,0,0,13,13,13,22,0,0,0,4,0,18,0
2018-04-01,16,0,8,8,0,0,23,2,0,26,18,18,0,0,0,5,55,54,0,0,0,16,0,0,7,13,0,20,0,8,0,0,0,24,0,0,0,3,0,0,3,0,0,0,6,65,13,0,0,0,35,0,28,0,0,0,0,0,0,0,21,5,38,5,0,0,0,0,0,0,41,0,0,0,0,22,0,22,11,0,16,0,15,0,0,0,0,14,0,0,0,0,0,0,0,26,4
2018-05-01,14,8,0,8,0,0,13,0,0,17,0,0,0,0,0,2,39,27,13,0,13,17,0,0,5,7,0,7,0,0,0,0,8,24,0,12,0,2,0,0,0,0,0,0,13,26,13,13,0,0,0,0,0,0,63,0,0,21,0,10,21,7,45,4,4,0,29,0,14,0,18,0,0,0,0,0,0,21,0,0,0,0,57,29,0,0,41,14,0,15,0,0,0,4,0,9,4
2018-06-01,11,0,0,8,0,0,8,0,0,18,0,0,0,0,0,3,41,57,14,0,14,15,0,0,2,14,0,7,0,0,0,0,43,13,0,26,0,3,0,0,0,7,0,0,0,55,0,14,0,0,15,0,0,0,0,0,0,0,0,11,0,0,31,6,0,0,16,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,16,16,0,0,15,0,0,0,24,16,0,0,0,12,0
2018-07-01,8,0,0,8,0,0,6,0,0,0,0,18,0,0,0,0,26,14,42,0,0,10,0,0,7,7,0,20,0,0,0,0,17,25,12,0,12,0,0,0,0,0,13,0,7,53,0,0,0,0,15,0,14,0,65,0,0,21,0,0,0,0,46,0,0,0,15,0,0,0,14,0,0,0,0,11,0,0,0,0,11,0,45,15,0,0,14,14,0,15,0,0,0,4,0,13,0
2018-08-01,10,0,0,0,0,0,10,0,0,18,0,0,0,0,0,2,23,0,14,0,0,8,2,0,5,7,0,7,0,0,0,0,17,37,12,0,12,4,0,0,0,0,0,0,6,39,13,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,32,9,0,0,0,0,0,0,11,0,0,0,44,0,0,0,28,0,14,0,0,0,0,0,0,9,4
2018-09-01,27,0,8,0,0,0,11,2,0,73,18,18,0,0,0,2,38,0,28,0,0,13,0,0,5,14,0,14,0,0,0,0,17,31,0,38,12,35,0,0,3,7,0,0,7,40,0,0,0,0,0,0,15,0,0,0,0,32,0,11,11,4,32,7,6,0,15,0,15,0,28,0,0,0,0,0,0,11,11,0,28,0,15,0,0,0,21,29,14,0,0,16,0,0,0,11,4
2018-10-01,43,0,0,0,0,0,9,0,2,52,17,0,0,0,0,4,59,27,54,0,0,32,0,0,10,13,0,17,0,8,0,0,25,36,0,36,36,100,0,0,2,6,6,0,13,26,13,0,0,0,28,0,21,0,0,0,0,10,0,0,10,4,27,5,0,0,22,0,0,0,27,9,0,0,0,22,0,11,0,0,21,0,29,29,0,0,28,14,14,30,30,30,0,0,0,13,0
2018-11-01,30,0,0,0,0,0,11,0,0,18,18,18,0,0,0,2,60,14,41,0,0,22,2,0,5,13,0,20,0,8,0,0,25,18,0,0,0,37,0,0,3,6,13,0,19,39,26,0,0,0,14,0,14,32,32,0,0,10,0,21,10,4,43,5,0,0,22,0,15,0,23,0,0,0,11,11,0,0,11,0,21,0,15,15,0,0,14,14,14,15,15,15,0,0,0,13,0
2018-12-01,29,8,8,8,0,0,13,0,2,35,18,18,0,0,0,7,63,55,0,0,0,19,0,0,16,13,0,27,0,0,0,0,59,18,0,25,0,18,0,0,0,0,6,0,0,39,13,0,0,0,14,0,14,0,32,0,32,10,0,31,21,13,33,11,4,0,44,0,15,0,23,9,0,0,0,0,0,32,22,0,22,15,15,29,0,0,42,0,0,38,15,30,0,0,0,20,4
2019-01-01,48,8,8,15,0,0,67,0,0,25,25,17,0,0,0,8,85,39,52,0,13,59,3,0,19,35,0,29,0,0,8,0,64,47,23,0,18,16,0,0,2,15,12,0,0,62,12,0,0,0,0,0,68,31,31,0,61,20,0,40,20,9,34,45,14,0,56,0,14,0,35,22,0,0,0,41,0,26,36,0,20,28,69,70,0,0,27,27,33,36,14,0,0,4,0,12,7
2019-02-01,55,8,0,8,0,0,100,0,2,27,18,36,0,0,0,8,74,14,96,0,0,39,0,0,28,17,7,34,0,8,8,0,100,49,12,0,37,19,0,0,4,6,0,0,0,13,13,0,0,14,14,0,93,32,32,33,32,10,0,10,42,4,20,93,5,0,89,0,0,0,41,9,0,0,0,22,0,22,0,11,11,15,15,89,0,0,28,21,42,46,15,31,0,4,0,17,0
2019-03-01,33,0,12,0,0,0,46,0,0,17,0,0,0,0,0,2,76,40,13,0,0,30,5,0,11,13,6,7,0,0,0,0,25,24,0,12,18,10,0,0,2,9,9,0,0,51,13,0,0,14,0,0,91,31,31,31,31,10,0,20,31,11,25,59,4,0,50,0,14,0,31,9,0,0,21,0,0,26,11,0,11,0,14,57,0,0,14,27,14,15,15,0,0,0,0,16,4
2019-04-01,16,8,0,8,0,0,14,0,0,18,0,18,0,0,0,0,46,14,27,0,14,10,0,0,5,10,0,10,0,0,0,0,25,48,0,0,12,3,0,0,0,6,0,0,0,78,39,0,0,0,0,0,14,95,0,0,32,41,0,21,0,11,34,5,4,0,15,0,0,0,36,0,0,0,0,0,0,11,11,0,0,0,29,15,0,0,21,14,28,0,0,0,0,11,0,13,4
2019-05-01,12,0,0,8,0,0,15,2,0,17,17,0,0,0,0,2,50,26,26,0,0,8,0,0,8,6,0,10,0,0,0,0,24,36,24,0,24,2,0,0,2,0,6,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,10,10,0,23,5,4,0,14,0,14,0,13,0,0,0,0,11,0,0,0,0,10,0,29,14,0,0,14,27,0,15,15,0,0,7,0,20,0
2019-06-01,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,59,0,0,0,0,10,2,0,4,7,7,7,0,0,0,0,26,25,0,13,13,0,0,0,0,0,0,0,0,0,14,14,0,0,22,0,0,0,0,0,0,0,0,11,22,4,26,0,4,0,15,0,0,0,33,10,0,0,0,0,0,11,0,0,0,0,60,15,0,0,0,0,14,31,0,0,0,0,0,17,0
