date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,how long does flu last,food poisoning,influenza a,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,flu map,treatment for flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2014-07-01,5,0,0,0,0,0,2,0,0,0,7,7,0,0,0,0,20,18,0,0,0,4,0,0,0,8,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,30,0,0,0,18,0,0,0,0,0,0,0,48,0,0,0,20,0,0,20,0,10,0,5,0,0,0,0,0,0,36,0,0,0,0,16,0,0,0,0,0,0,0,0,16,5,0,5,0,0,0,0,0,0,0,45
2014-08-01,7,0,0,0,0,0,2,0,0,21,14,0,0,0,0,0,34,0,0,0,0,6,0,0,4,8,0,16,0,0,0,0,13,11,0,0,0,4,0,0,0,0,0,0,0,70,18,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,34,0,0,9,0,0,17,0,0,0,0,24
2014-09-01,17,0,0,0,0,0,4,0,0,14,44,0,0,0,0,0,57,33,33,0,0,10,0,0,0,19,7,11,0,0,0,0,24,0,0,0,0,21,0,0,0,54,54,27,0,0,0,0,0,3,0,3,0,22,22,0,0,0,0,18,18,2,8,0,0,0,0,0,0,0,0,25,16,0,0,0,29,0,0,0,0,0,0,0,14,36,0,4,0,16,0,0,0,0,0,0,27
2014-10-01,34,0,11,0,0,0,4,0,0,13,69,0,0,0,0,0,67,48,0,0,0,18,0,0,2,22,0,14,0,0,12,0,29,31,0,10,10,46,0,0,0,26,0,26,0,49,0,0,0,0,0,3,7,21,0,0,0,35,0,17,35,0,10,5,3,0,0,14,0,0,0,16,16,28,0,14,28,0,15,15,0,0,0,0,13,35,0,0,8,15,15,0,39,0,0,0,44
2014-11-01,22,0,0,7,0,0,2,0,0,0,23,0,0,0,0,0,56,16,0,0,0,14,0,0,5,22,7,0,0,12,0,0,30,37,0,11,0,20,0,0,0,0,0,27,0,16,16,0,0,0,0,7,0,21,0,0,0,18,0,0,35,5,17,5,2,0,15,15,0,16,0,24,0,14,0,0,29,16,0,0,0,0,14,0,14,65,0,0,4,0,16,0,0,9,0,0,45
2014-12-01,41,0,7,11,0,0,38,1,0,13,13,7,6,2,0,0,42,0,32,0,16,42,2,0,11,29,0,14,0,23,0,0,52,26,0,0,10,11,0,0,0,0,26,39,0,0,16,0,0,3,0,33,5,21,21,42,0,0,0,51,34,7,18,31,0,29,0,44,0,16,0,39,16,28,0,14,42,31,23,45,0,0,0,0,27,60,0,8,4,15,16,15,0,0,9,0,61
2015-01-01,46,0,0,0,0,0,55,1,0,16,16,0,6,0,0,0,68,0,30,0,0,75,2,0,20,38,0,14,0,39,11,0,66,35,0,30,10,4,0,0,0,0,37,0,0,15,15,0,0,3,0,66,5,20,20,50,20,0,0,65,0,5,12,85,4,28,0,28,0,15,0,45,15,26,13,13,40,14,36,15,14,13,26,0,32,65,4,16,6,15,37,15,15,8,8,0,63
2015-02-01,23,0,0,6,0,0,22,0,0,0,0,0,9,0,0,0,60,29,100,0,0,22,2,0,6,16,0,36,0,10,0,0,68,9,0,9,0,2,0,0,0,0,23,70,0,29,0,0,0,3,0,42,0,38,19,38,19,0,0,46,62,5,22,25,4,0,0,13,0,28,0,43,14,13,0,12,38,14,34,28,0,12,0,12,12,59,4,15,0,14,42,21,14,0,8,0,39
2015-03-01,19,0,0,7,0,0,23,1,0,13,0,6,0,0,0,0,70,62,62,0,0,17,0,0,7,11,7,25,0,11,0,0,28,30,0,0,10,2,0,0,0,0,26,0,0,63,0,0,0,3,0,26,0,20,21,20,20,84,0,34,17,4,24,23,7,0,0,0,0,15,0,54,0,14,0,0,14,15,0,0,0,39,0,0,13,54,0,0,10,0,30,15,0,0,9,0,55
2015-04-01,22,0,0,44,0,0,11,0,0,0,6,9,0,0,0,0,62,15,31,0,0,28,2,0,6,10,0,14,0,11,11,0,28,25,0,10,0,2,0,0,0,25,25,0,0,47,0,0,0,0,0,10,3,0,0,0,20,17,0,17,0,3,22,3,2,0,0,0,0,0,0,23,15,0,0,13,27,0,15,15,0,0,0,0,13,28,0,6,0,15,0,15,0,0,0,0,25
2015-05-01,14,7,0,100,0,0,15,0,1,0,0,0,0,0,0,0,41,16,32,0,0,10,2,0,0,14,0,11,0,0,0,0,28,10,0,20,10,0,0,0,0,26,25,0,0,48,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,15,0,39,0,0,0,14,0,0,0,0,0,0,13,0,13,34,0,4,0,0,0,0,0,0,9,0,39
2015-06-01,8,0,0,11,0,0,2,0,0,0,0,7,7,0,0,0,36,0,0,0,0,11,0,0,0,7,0,7,0,12,0,0,23,0,0,10,0,3,0,0,0,0,26,26,0,32,16,0,0,0,0,3,0,0,0,0,0,0,0,0,17,2,16,2,0,0,0,0,0,16,0,40,0,0,0,21,14,0,15,0,0,0,0,0,0,23,0,4,4,0,0,0,0,0,0,0,35
2015-07-01,6,7,0,23,0,0,3,0,0,0,6,0,0,0,0,0,34,30,0,0,0,6,2,0,2,0,0,0,0,0,0,0,33,30,0,10,0,0,0,0,0,0,0,25,0,92,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,14,2,0,0,0,14,0,0,0,30,0,0,0,0,13,0,14,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,17
2015-08-01,9,0,0,22,0,0,1,0,0,9,6,0,12,0,0,0,37,0,29,0,0,5,0,0,2,7,0,13,0,0,0,0,31,14,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,0,0,46,0,0,0,0,12,0,0,0,0,0,0,14,0,50,0,0,0,13,0,0,14,14,0,24,0,0,0,19,0,4,4,0,0,0,0,8,0,0,51
2015-09-01,15,0,0,9,0,0,3,0,0,11,11,0,6,0,0,0,43,0,0,0,0,14,0,0,3,6,0,0,0,0,0,0,41,28,0,0,9,12,0,0,0,23,0,0,0,28,0,0,0,0,0,4,4,18,0,0,0,30,0,0,30,2,16,0,0,0,0,0,0,14,0,35,14,12,0,24,24,0,13,13,13,24,0,0,0,45,0,0,4,14,14,14,14,8,0,0,31
2015-10-01,32,0,0,0,0,0,4,0,0,5,41,0,5,0,0,0,55,0,14,0,0,20,0,0,3,6,6,9,0,0,0,0,49,26,0,0,0,46,0,0,0,0,22,0,0,0,14,0,0,0,0,3,0,18,0,0,18,0,0,29,0,3,12,4,0,0,0,24,0,13,0,27,0,12,12,24,24,13,0,13,0,23,0,11,22,47,0,3,3,0,13,26,26,0,0,0,26
2015-11-01,23,0,6,6,0,0,3,0,0,6,31,6,14,2,0,0,40,27,41,0,14,15,0,0,7,19,6,12,0,10,0,0,50,31,0,0,9,21,0,0,0,0,0,22,0,14,14,0,0,0,0,0,0,0,0,0,0,30,0,30,0,2,21,0,0,0,0,12,0,0,0,68,0,24,0,12,24,0,20,0,0,0,0,0,11,55,0,7,4,0,27,0,13,7,0,0,30
2015-12-01,19,0,12,0,0,0,2,0,0,0,11,0,0,0,0,0,57,26,0,0,0,12,0,0,8,12,0,12,0,10,14,0,58,13,0,9,9,10,0,0,0,0,22,0,0,0,0,13,0,0,0,5,3,35,0,0,0,14,0,43,14,5,17,2,0,0,0,0,0,0,0,20,13,0,0,0,12,13,13,0,13,0,0,0,11,43,0,3,3,13,0,0,13,7,0,0,51
2016-01-01,13,0,6,9,0,0,5,0,0,8,5,0,8,0,0,0,57,13,26,0,26,12,0,0,4,6,6,15,0,9,0,0,47,17,0,13,0,6,0,0,0,0,0,21,0,0,13,0,0,3,0,3,0,34,17,17,17,28,0,14,0,3,18,4,2,0,0,0,0,26,0,45,0,0,0,23,23,0,12,12,0,11,0,0,11,40,0,0,5,0,25,13,0,14,0,0,39
2016-02-01,17,0,0,6,0,0,9,0,0,0,0,11,6,0,0,0,62,27,14,0,14,14,2,0,9,12,12,6,0,0,0,0,20,22,0,0,9,3,0,0,0,0,0,45,0,69,0,0,0,3,0,3,3,18,18,0,0,30,0,0,15,2,16,10,2,12,12,12,0,0,0,68,0,24,0,12,12,0,20,13,0,11,0,0,23,71,0,7,11,0,0,0,13,7,7,0,37
2016-03-01,21,6,0,6,0,0,24,0,0,5,0,5,0,0,0,0,50,38,0,0,0,21,0,0,8,6,6,0,0,9,0,0,51,8,0,17,8,3,0,0,0,21,21,0,0,26,0,0,0,5,0,23,3,25,33,17,0,0,0,14,14,2,12,26,3,23,0,0,0,13,0,25,13,0,0,0,17,12,18,24,24,0,0,0,22,58,0,5,3,12,12,12,0,0,0,0,24
2016-04-01,12,0,10,0,0,0,15,1,0,5,0,5,0,0,0,0,34,12,24,0,0,11,0,0,10,13,0,11,0,9,0,0,43,31,0,8,0,1,0,0,0,19,0,0,0,60,0,0,0,0,0,20,0,15,0,0,0,13,0,13,13,3,11,12,0,0,0,11,0,12,0,41,0,21,10,10,10,0,11,0,0,0,10,0,10,47,0,6,3,0,11,11,0,6,6,0,48
2016-05-01,8,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,21,24,0,0,12,11,0,0,4,6,0,5,0,0,0,0,31,28,0,0,8,1,0,0,0,0,0,20,0,0,12,0,0,0,0,3,3,16,0,0,16,0,0,13,0,2,17,3,2,11,0,0,0,12,0,36,0,11,0,0,32,0,0,0,0,0,0,0,10,35,0,3,5,0,12,0,0,7,7,0,7
2016-06-01,6,0,0,6,0,0,2,0,0,0,0,0,5,0,0,0,24,38,0,0,0,8,0,0,0,12,6,0,0,0,0,0,33,21,8,0,0,6,0,0,0,0,0,0,0,39,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,25,13,0,0,22,0,0,0,0,0,0,0,0,0,23,0,3,3,12,0,0,0,0,0,0,25
2016-07-01,6,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,17,38,0,0,0,6,0,0,0,6,0,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,12,0,0,0,13,0,0,0,11,0,0,12,0,0,11,0,21,11,23,0,3,3,0,0,0,0,0,0,0,28
2016-08-01,8,0,0,5,0,0,1,0,0,5,10,0,0,0,0,0,21,24,0,0,12,6,0,0,2,5,0,0,0,0,0,0,45,28,8,0,0,3,0,0,0,40,0,20,0,0,0,0,0,0,0,3,3,16,0,0,0,13,0,0,13,0,17,2,0,0,0,0,0,0,0,84,0,0,0,11,11,0,0,0,0,10,0,10,0,17,0,3,0,0,0,0,0,0,0,0,30
2016-09-01,19,0,0,5,0,0,6,0,0,5,33,5,5,0,0,0,55,12,12,0,0,5,0,0,2,11,5,5,0,9,0,0,21,30,0,0,0,18,0,0,0,28,19,28,0,24,0,0,0,0,0,2,2,0,0,0,15,0,0,0,0,2,14,3,2,0,0,10,0,0,0,11,0,0,0,10,10,0,0,11,0,0,10,10,10,32,0,6,0,0,11,11,11,0,0,0,41
2016-10-01,27,0,0,0,0,0,7,0,0,9,33,5,0,0,0,0,39,11,11,0,0,10,2,0,8,10,0,5,0,0,0,0,42,15,0,0,0,46,0,0,0,19,0,0,0,35,12,0,0,0,0,6,2,15,0,0,0,12,0,0,0,2,14,2,0,0,0,10,0,11,0,34,0,10,0,10,30,0,11,0,0,10,0,0,10,37,3,0,3,0,22,0,45,6,0,0,25
2016-11-01,21,0,0,10,0,0,6,0,0,9,18,14,0,0,0,0,64,0,0,0,11,13,2,0,3,15,0,10,0,8,0,0,25,30,0,7,0,18,0,0,0,18,19,19,0,23,11,0,0,0,0,0,5,0,0,0,15,12,0,0,24,2,13,5,0,10,0,10,0,11,0,45,11,10,0,10,15,0,11,11,0,0,10,0,14,57,0,4,4,11,11,0,11,0,12,0,25
2016-12-01,26,0,5,0,0,0,9,0,0,5,14,5,5,0,0,0,60,11,11,0,0,18,0,0,8,13,5,8,0,0,8,0,37,11,0,7,7,11,0,0,0,0,0,37,0,45,11,34,0,0,0,6,0,22,0,0,15,12,0,0,12,3,26,14,2,0,0,10,0,0,0,39,0,20,0,10,10,11,21,11,0,10,0,9,10,62,0,12,0,0,22,11,22,12,0,0,31
2017-01-01,34,0,5,7,0,0,46,1,0,4,4,4,4,0,0,0,66,55,44,0,11,29,2,0,9,27,0,22,0,16,8,0,83,25,11,7,14,15,0,0,0,18,27,0,0,11,11,0,0,2,0,34,2,43,15,29,0,36,0,59,59,6,13,59,3,40,0,20,0,0,0,43,22,19,0,10,38,16,26,21,0,23,0,0,18,79,3,7,6,21,42,11,0,6,12,0,39
2017-02-01,31,5,5,10,0,0,65,3,0,9,0,0,7,2,0,0,49,34,80,0,0,33,2,0,7,31,0,37,0,8,8,0,50,30,0,7,15,10,0,0,0,19,37,47,0,12,12,12,0,0,0,57,7,0,0,23,15,25,0,25,37,2,20,85,0,0,0,52,0,0,0,51,17,30,0,10,40,11,22,22,0,10,19,0,34,59,0,4,4,17,22,11,11,0,0,0,44
2017-03-01,17,5,0,7,0,0,30,2,0,0,13,0,4,2,0,0,39,10,21,0,0,17,0,0,8,0,0,19,0,0,7,0,75,20,0,10,13,3,0,0,0,25,17,17,0,52,21,10,0,0,0,16,2,0,0,13,0,0,0,33,45,3,23,30,0,9,0,9,0,10,0,51,0,9,9,9,36,0,0,10,10,0,0,9,17,36,3,3,4,0,20,0,10,6,6,0,22
2017-04-01,10,0,0,14,0,0,17,0,0,0,0,0,7,0,0,0,39,0,11,0,11,12,0,0,2,5,0,5,0,0,0,0,24,14,0,0,0,4,0,0,0,0,18,18,0,22,22,11,0,0,0,18,0,0,0,14,14,12,0,0,12,2,15,6,2,0,0,0,0,0,0,54,0,0,10,10,10,0,21,0,0,9,0,9,0,37,3,11,6,0,11,11,0,0,0,0,54
2017-05-01,8,0,0,10,0,0,4,1,0,0,5,9,0,0,0,0,28,23,11,0,0,6,0,0,0,5,0,8,0,0,0,0,17,26,0,8,0,2,0,0,0,0,19,0,0,58,0,0,0,0,0,5,2,0,0,0,0,25,0,0,0,2,16,2,2,10,0,0,0,0,0,51,0,0,0,10,0,0,0,11,0,10,0,0,0,34,0,3,6,0,0,11,0,0,0,0,34
2017-06-01,6,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,19,35,0,0,0,3,0,0,3,0,5,0,0,9,0,0,39,31,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23,2,2,0,0,11,0,0,0,23,0,0,10,0,0,0,0,11,0,0,0,20,10,17,0,0,3,0,23,12,0,0,0,0,19
2017-07-01,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,36,0,0,0,4,0,0,4,5,0,0,0,0,0,0,35,12,0,0,0,5,0,0,0,20,20,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,35,0,0,0,10,11,0,0,0,0,20,10,10,0,23,0,0,3,0,12,0,0,0,0,0,33
2017-08-01,7,0,0,0,0,0,1,0,0,9,0,0,9,0,0,0,27,0,22,0,0,6,0,0,2,5,0,10,0,0,0,0,20,28,0,7,0,3,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,12,0,0,23,0,15,3,5,0,0,10,0,11,0,37,11,9,0,9,19,0,0,0,0,0,0,9,9,25,0,3,3,10,0,0,0,0,0,0,44
2017-09-01,20,0,0,5,0,0,3,0,0,9,46,0,0,0,0,0,44,0,11,0,11,8,0,0,4,0,5,5,0,0,0,0,31,32,0,0,0,24,2,0,0,18,35,0,0,11,0,0,0,0,0,2,0,0,0,0,14,12,0,0,0,2,12,3,2,0,0,0,0,11,0,53,11,9,9,9,10,0,0,0,0,0,0,9,0,47,0,0,3,10,0,11,0,6,0,0,35
2017-10-01,31,0,0,5,0,0,12,1,0,6,34,0,0,0,0,0,42,10,10,0,0,12,2,0,5,19,5,7,0,8,8,0,26,34,0,7,0,53,1,0,0,17,26,0,0,63,11,0,0,0,0,3,2,0,0,0,0,0,0,11,23,1,7,6,1,0,0,9,0,21,0,21,0,9,0,9,14,0,10,10,0,9,9,9,9,46,0,11,8,0,0,10,51,0,6,0,37
2017-11-01,25,0,0,4,0,0,7,0,0,8,33,0,0,0,0,0,61,0,40,0,10,20,0,0,8,16,0,21,0,7,0,0,40,20,0,0,13,31,0,0,0,16,16,16,0,20,0,0,0,2,0,5,4,0,13,0,13,0,0,11,33,2,17,5,1,9,0,27,0,10,0,30,0,22,0,18,18,0,19,19,0,8,17,0,21,56,0,5,3,0,39,10,44,0,6,0,38
2017-12-01,40,0,7,0,0,0,24,0,0,6,13,0,0,2,0,0,63,10,41,0,0,31,2,0,12,14,5,16,0,0,8,0,56,20,13,14,7,23,2,0,0,0,34,34,0,21,21,31,0,0,0,19,6,0,0,27,0,11,0,11,67,4,22,34,2,28,0,47,0,15,0,41,20,23,9,9,41,30,20,20,0,9,9,9,52,46,0,4,3,20,35,10,10,0,6,0,20
2018-01-01,100,4,13,4,0,0,99,4,0,45,20,4,6,3,0,0,75,40,40,0,10,100,1,0,24,100,5,23,0,15,7,0,91,52,10,20,20,32,41,0,0,16,25,49,0,51,30,10,0,4,0,100,3,13,26,26,0,11,0,65,98,9,17,97,0,27,0,27,0,64,0,69,20,52,13,26,75,24,53,43,19,25,8,21,55,74,5,10,4,19,49,29,29,22,5,0,63
2018-02-01,92,10,5,0,0,0,100,5,0,33,24,4,13,5,0,0,74,54,65,0,0,93,0,0,31,74,5,25,0,8,16,0,98,43,0,7,21,16,36,0,0,18,44,18,0,33,0,0,0,0,0,96,2,0,0,36,14,35,0,12,82,8,18,100,2,10,0,88,0,48,0,43,16,28,0,9,100,26,41,47,0,9,18,14,100,63,0,8,6,16,47,11,10,24,18,0,77
2018-03-01,29,0,4,4,0,0,41,2,1,8,4,4,8,3,0,0,53,40,50,0,0,30,0,0,11,23,5,18,0,22,0,0,66,17,0,13,10,6,14,0,0,25,25,50,0,31,0,10,0,0,0,36,2,0,0,20,0,44,0,0,22,1,19,40,1,27,0,9,0,10,0,55,0,13,9,9,18,10,10,48,0,17,0,13,21,61,3,7,3,0,29,20,0,11,5,0,27
2018-04-01,16,0,0,0,0,0,17,2,0,4,0,0,8,0,0,0,54,31,0,0,0,10,0,0,5,9,0,19,0,8,0,0,26,20,0,0,0,1,4,0,0,17,0,0,0,0,0,0,0,2,0,11,4,0,14,13,0,11,0,0,11,3,18,13,1,0,0,19,0,0,0,30,10,13,0,18,14,20,0,20,0,9,0,13,13,45,0,8,3,10,10,0,0,0,0,0,39
2018-05-01,8,5,0,0,0,0,5,0,0,4,0,4,4,0,0,0,31,42,0,0,11,4,0,0,2,10,5,0,0,8,0,0,27,21,0,0,0,1,1,0,0,0,0,17,0,21,0,0,0,0,0,7,0,0,0,0,14,0,0,0,34,1,20,5,2,0,0,10,0,10,0,26,10,0,0,0,28,0,0,10,0,0,0,9,9,33,0,3,0,10,10,10,0,0,0,0,34
2018-06-01,6,0,0,0,0,0,4,1,0,5,5,5,0,0,0,0,22,0,0,0,0,6,0,0,0,5,0,15,0,0,0,0,24,22,0,7,0,1,1,0,0,0,0,0,0,45,0,0,0,0,0,5,0,15,0,0,15,0,0,0,12,0,21,2,0,0,0,10,0,22,0,17,0,0,0,0,10,0,0,0,0,9,0,19,9,23,0,0,0,0,33,0,0,0,0,0,24
2018-07-01,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,37,22,0,0,0,3,0,0,2,5,5,0,0,0,0,0,32,25,0,7,0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,2,0,14,0,14,0,0,0,0,12,2,15,2,2,0,0,0,0,0,0,22,11,0,0,19,10,0,10,0,0,0,0,37,0,22,0,4,0,11,0,0,0,0,6,0,24
2018-08-01,10,0,0,5,0,0,2,0,0,4,4,4,4,0,0,0,32,10,10,0,10,5,0,0,2,7,0,9,0,0,0,0,52,20,7,7,0,3,3,0,0,0,0,0,0,21,0,10,0,0,0,2,2,13,0,13,13,33,0,0,22,0,17,3,1,0,0,0,0,0,0,25,0,0,0,0,18,0,10,0,0,9,0,13,0,30,0,3,0,0,30,0,0,0,0,0,42
2018-09-01,22,0,0,4,0,0,6,0,0,19,23,4,0,0,0,0,46,0,41,0,0,10,2,0,5,9,5,12,0,7,0,0,22,17,0,7,0,29,8,0,0,17,0,0,0,62,21,0,0,2,0,2,2,20,13,0,27,33,0,0,11,1,15,3,1,9,0,0,0,0,0,35,20,9,0,0,13,0,10,0,0,9,0,30,0,29,0,3,5,20,10,10,10,0,6,0,34
2018-10-01,47,0,4,0,0,0,10,1,1,14,73,0,4,3,0,0,55,40,10,0,20,17,0,0,7,14,0,14,0,15,14,0,7,26,0,16,7,92,9,0,0,0,33,0,0,40,20,10,0,0,0,4,0,0,0,0,13,32,0,0,0,3,12,4,2,0,0,9,0,20,0,49,10,9,0,9,26,10,14,29,19,8,0,17,8,53,0,3,5,10,19,0,29,0,5,0,27
2018-11-01,29,0,5,5,0,0,11,0,0,4,30,0,9,2,0,0,54,21,63,0,11,17,0,0,9,12,0,19,0,8,0,0,31,17,7,0,0,32,7,0,0,0,35,17,0,11,0,21,0,0,0,5,0,14,0,0,28,11,0,0,46,2,22,8,0,0,0,10,0,21,0,37,11,18,9,0,28,20,10,20,0,9,0,27,9,51,3,5,0,10,10,10,21,6,6,0,38
2018-12-01,45,0,14,5,0,0,36,3,0,9,13,4,4,2,0,0,58,44,0,0,11,37,2,0,26,20,0,19,0,8,8,0,71,43,14,7,11,17,13,0,0,54,36,0,0,44,22,22,0,2,0,28,0,14,14,29,14,24,0,71,36,3,25,52,3,10,10,39,0,11,0,95,11,14,0,14,24,26,21,26,10,0,14,9,46,48,3,7,3,10,21,10,0,18,12,0,27
2019-01-01,60,0,7,7,0,0,86,1,0,21,15,4,8,2,0,0,69,41,21,0,0,58,0,0,17,51,5,19,0,19,7,0,97,17,7,10,13,26,5,0,0,42,17,34,0,73,10,10,0,0,0,74,4,14,0,40,0,22,0,11,100,5,15,93,4,9,9,37,0,15,0,61,20,36,13,9,68,20,44,34,0,13,17,30,43,64,0,9,7,20,15,20,20,6,6,0,53
2019-02-01,38,0,10,0,0,0,54,0,0,7,4,4,7,5,0,0,74,44,33,0,0,38,0,0,16,28,5,12,0,8,0,0,100,25,14,14,22,8,2,0,0,27,27,27,0,33,22,0,0,5,0,68,3,29,29,50,14,24,0,24,83,8,24,73,3,20,20,50,0,22,0,43,27,29,0,29,53,11,21,21,0,9,18,14,51,53,0,4,3,27,54,11,21,12,18,0,45
2019-03-01,23,0,5,5,0,0,25,0,0,8,4,6,6,2,0,0,67,62,21,0,0,22,2,0,8,12,0,19,0,8,0,0,49,17,7,14,7,4,0,0,0,34,25,17,0,31,21,10,0,6,0,19,0,27,40,41,27,11,0,0,22,2,16,32,3,9,0,28,0,0,0,51,10,9,0,18,23,15,30,20,10,9,0,9,17,55,3,3,4,10,30,0,0,0,6,0,45
2019-04-01,16,0,0,0,0,0,11,1,1,11,0,4,4,0,0,0,60,43,32,0,0,14,2,0,3,22,0,15,0,0,0,0,31,18,0,0,0,5,1,0,0,17,17,0,0,22,0,0,0,0,0,3,2,28,0,14,0,23,0,23,35,3,15,11,2,10,0,10,0,0,0,16,0,0,0,9,28,0,10,21,0,18,0,18,9,57,3,3,6,0,10,10,0,0,6,0,50
2019-05-01,9,0,0,9,0,0,5,0,0,4,0,0,0,0,0,0,29,0,0,0,0,9,0,0,3,7,0,5,0,0,0,0,27,24,7,7,0,2,0,0,0,0,17,0,0,64,0,0,0,0,0,4,2,0,0,0,0,11,0,0,11,2,20,2,3,0,0,0,0,0,0,37,0,0,0,9,9,0,0,10,0,9,0,9,9,48,0,3,5,0,10,0,0,0,6,0,20
2019-06-01,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,37,11,11,0,0,7,0,0,2,0,10,5,0,0,0,0,29,19,0,0,0,1,0,0,0,74,0,0,0,11,0,0,0,0,0,2,2,15,0,15,0,12,0,0,12,0,19,2,2,10,0,10,0,0,0,39,11,0,0,0,15,0,0,11,0,10,0,14,10,28,0,3,0,11,0,11,0,6,0,0,25
2019-07-01,8,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,41,0,11,0,11,7,2,0,2,0,0,5,0,0,0,0,25,30,0,0,7,2,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,2,13,2,3,0,10,10,0,0,0,22,0,0,0,0,10,0,11,0,0,0,0,28,9,35,0,0,0,0,0,0,0,6,0,0,15
2019-08-01,9,0,0,0,0,0,1,0,0,0,4,4,9,0,0,0,31,21,21,0,11,3,0,0,3,5,5,7,0,0,0,0,11,14,0,7,0,5,0,0,0,17,17,0,0,32,11,0,0,0,0,0,0,0,0,0,14,11,0,11,11,2,22,2,2,0,0,10,0,0,0,72,11,0,0,9,19,10,20,0,0,9,0,13,9,22,0,0,0,10,21,0,0,0,0,0,29
2019-09-01,24,0,0,7,0,0,6,0,0,16,20,4,4,0,0,0,57,39,20,0,0,12,0,0,5,13,4,9,0,0,0,0,43,16,0,0,6,35,1,0,0,24,16,16,0,20,0,0,0,2,0,4,0,13,13,0,19,0,0,21,21,4,25,4,1,18,0,0,0,10,0,29,10,0,0,17,22,9,0,0,0,17,0,25,0,48,0,8,8,10,10,0,10,0,0,0,35
2019-10-01,53,0,0,0,0,0,10,0,0,4,100,4,4,0,0,0,84,19,19,0,0,18,1,0,6,9,0,7,0,7,0,0,63,28,0,6,6,100,2,0,0,0,16,16,0,10,0,0,0,0,0,8,4,0,0,0,0,21,0,10,21,1,16,5,1,9,0,17,0,0,0,28,9,8,0,8,17,9,18,18,9,8,0,16,12,71,0,5,5,9,0,0,37,0,0,0,45
2019-11-01,36,0,0,0,0,0,16,1,0,6,30,4,4,0,0,0,77,49,39,0,0,19,0,0,4,16,4,13,0,0,0,0,36,29,0,10,0,41,1,0,0,0,32,16,0,80,10,0,0,2,0,15,2,26,13,0,13,11,0,21,53,3,16,7,3,9,18,9,0,15,0,44,10,17,9,9,39,0,9,0,9,8,0,8,12,74,0,5,10,9,19,10,43,0,8,0,27
2019-12-01,68,0,7,0,0,0,60,2,0,14,16,4,8,3,0,0,100,69,59,0,0,57,1,0,26,31,9,22,0,7,7,0,93,42,0,13,13,36,2,0,0,24,65,24,0,50,10,80,0,4,0,55,2,32,26,26,19,0,0,75,43,8,18,78,0,18,0,99,0,20,0,34,20,39,0,13,43,28,33,61,14,8,12,17,96,100,0,5,0,19,39,14,19,19,11,0,43
