date,flu,bird flu,cure the flu,flu season,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,flu children,incubation period for flu,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,flu hawaii,flu vs cold,flu and fever,flu care,flu headache,flu symptoms 2018,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza symptoms,the flu virus,reduce fever,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,food poisoning,flu symptoms 2016,swine flu,flu cough,contagious flu,flu report,signs of flu,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,flu map,cdc flu,taking temperature,flu symptoms 2019,flu shot symptoms,keto flu,flu contagious,bronchitis,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu shot side effects,treat flu,body temperature,h1n1 flu
2015-12-01,17,0,0,39,100,17,29,25,0,9,24,0,0,0,61,0,25,0,55,22,0,56,0,0,0,4,14,0,0,0,0,0,35,20,0,0,0,0,0,0,0,38,0,0,47,26,39,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,36,0,0,0,30,81,57,36,0,0,41,33,0,41,64,0
2016-01-01,18,15,71,16,76,14,35,0,0,25,28,0,13,0,16,0,60,0,0,0,0,23,17,0,0,20,6,14,0,0,0,0,0,16,0,0,14,33,29,31,35,0,28,58,49,41,46,0,0,0,48,0,0,46,0,0,0,30,0,57,0,12,0,0,0,0,0,0,48,76,23,0,31,0,82,52,0,33,74,0
2016-02-01,32,16,73,0,96,59,49,21,0,39,42,59,55,0,0,30,31,54,0,18,0,32,0,0,0,13,23,15,0,52,35,0,59,33,84,0,15,0,30,0,0,16,29,20,97,21,64,26,6,30,37,0,0,16,0,0,0,31,0,0,0,42,0,0,31,0,0,0,37,71,16,31,0,0,33,27,17,34,41,0
2016-03-01,32,15,0,15,84,14,58,39,0,45,50,28,13,0,32,0,39,0,43,34,55,15,33,0,0,12,11,0,30,49,0,0,0,55,0,30,0,0,0,46,34,15,0,28,40,30,45,100,0,0,35,0,32,44,27,27,0,30,38,0,30,35,0,28,29,0,0,0,35,89,0,0,30,0,32,26,0,0,22,0
2016-04-01,18,0,0,15,70,21,0,20,0,24,19,28,26,39,16,28,20,0,0,52,0,15,0,0,0,14,11,0,0,0,0,0,0,32,27,30,0,0,0,62,0,30,27,38,37,41,52,17,0,0,47,0,32,15,27,27,0,30,38,56,30,44,0,56,0,0,30,0,47,30,15,0,31,0,32,0,0,0,56,0
2016-05-01,18,15,0,0,46,14,23,39,0,15,13,0,13,0,0,0,50,26,0,0,0,15,17,0,0,7,11,0,31,0,34,0,0,16,0,0,0,0,29,46,0,30,0,19,30,20,74,0,0,0,24,0,0,45,27,0,0,30,0,0,0,20,0,28,0,0,0,0,24,75,0,29,0,0,32,0,0,32,34,0
2016-06-01,12,0,0,0,56,14,0,0,31,16,20,0,0,0,0,89,0,27,0,18,0,0,0,0,58,0,6,15,32,52,36,0,0,58,28,0,15,0,0,0,36,0,0,100,39,21,35,18,0,0,0,0,0,16,0,0,0,31,100,0,0,29,0,0,30,0,0,0,0,35,32,0,0,0,0,0,0,0,53,0
2016-07-01,8,30,0,0,65,14,0,0,0,7,8,0,13,0,16,28,20,0,0,34,0,15,0,0,0,5,5,14,30,0,0,0,0,47,0,0,14,0,0,0,0,15,0,19,26,0,46,17,0,0,0,28,0,30,0,0,0,0,19,0,0,8,26,0,0,0,0,0,0,37,0,0,30,0,64,0,0,0,33,0
2016-08-01,10,15,0,0,56,14,48,0,0,4,13,0,13,0,16,57,20,0,0,0,28,15,17,0,0,11,19,0,31,0,35,0,29,48,0,0,0,0,0,0,34,22,0,39,26,21,37,0,0,0,24,0,0,60,0,0,0,30,0,0,0,0,0,0,0,0,0,0,24,42,23,0,31,0,32,0,17,32,79,0
2016-09-01,24,15,0,15,84,14,58,39,0,24,29,0,13,0,32,0,39,0,0,17,0,22,0,0,0,33,14,0,30,49,0,0,28,31,0,30,0,33,29,0,0,29,0,76,33,41,42,0,0,28,23,0,32,30,27,0,100,30,0,56,0,8,0,0,29,0,0,70,23,33,0,0,0,27,95,0,33,0,50,0
2016-10-01,30,15,69,0,60,20,57,19,0,31,17,28,13,0,16,56,19,25,43,34,0,0,0,0,0,48,8,14,90,0,0,0,28,23,0,0,14,0,29,0,33,29,0,56,29,0,27,16,6,27,23,0,0,73,0,53,0,58,0,55,0,8,25,28,0,0,59,0,23,29,29,0,0,0,32,0,33,0,22,0
2016-11-01,23,15,0,15,63,20,34,0,0,18,20,0,12,0,31,27,57,25,0,67,0,36,16,0,0,14,24,0,0,0,0,0,41,15,0,29,0,0,28,0,0,14,0,18,40,40,44,16,6,0,23,0,0,29,26,0,0,29,0,55,29,8,0,27,0,0,0,0,23,40,22,0,0,0,0,25,0,0,38,0
2016-12-01,28,0,0,14,69,38,43,18,0,43,15,51,59,36,37,26,54,23,39,16,50,41,0,0,0,14,5,13,28,0,0,0,38,50,25,0,13,0,0,28,31,14,25,35,71,19,61,15,0,38,22,0,29,27,49,0,0,27,0,51,27,15,0,0,26,0,0,0,22,82,21,79,27,49,88,24,0,0,41,0
2017-01-01,36,13,0,27,69,31,41,35,0,28,34,25,11,0,29,0,35,0,0,15,25,13,0,0,0,17,10,12,27,44,30,0,50,42,24,40,12,29,0,28,0,13,0,25,89,18,68,15,5,25,32,0,0,40,0,24,0,0,17,100,40,35,0,0,0,0,0,0,32,50,13,0,27,0,29,23,0,0,60,0
2017-02-01,30,29,0,15,67,53,34,38,0,47,35,0,75,38,62,27,47,24,0,50,27,0,0,0,54,12,5,27,58,47,0,0,27,23,0,43,27,32,0,60,33,29,0,27,100,20,59,0,0,27,45,0,62,14,26,26,0,29,18,0,29,34,0,0,0,0,0,0,45,94,22,28,0,26,31,25,16,93,27,14
2017-03-01,21,13,61,0,58,18,61,34,0,11,28,24,11,34,35,24,26,22,37,15,0,39,14,0,0,9,7,0,52,43,29,0,24,68,23,0,0,28,25,0,0,0,0,33,80,35,50,0,5,0,31,0,0,26,23,0,0,26,33,0,0,24,0,0,0,0,0,0,31,65,26,0,0,23,0,23,0,0,39,0
2017-04-01,17,14,0,0,69,19,31,18,27,22,11,25,23,35,14,0,18,0,0,46,0,34,15,0,0,9,10,13,27,44,0,0,0,43,0,0,13,30,0,27,61,13,49,51,50,37,55,0,0,0,0,0,0,13,24,24,0,27,34,51,27,7,0,51,26,0,0,0,0,64,13,0,0,24,29,0,15,0,25,0
2017-05-01,16,14,0,0,71,13,22,37,0,25,20,0,12,0,30,27,37,0,0,64,65,35,16,0,52,0,16,27,29,0,0,0,26,37,0,28,27,31,0,0,0,14,26,18,38,19,54,0,0,53,22,0,0,0,0,0,0,28,18,0,28,30,0,0,27,0,0,0,22,74,14,0,0,0,30,24,0,31,32,0
2017-06-01,18,16,73,32,41,28,73,20,0,21,17,0,26,0,25,0,20,0,0,53,0,38,17,29,0,4,11,15,0,51,0,0,0,16,0,61,15,0,0,32,0,31,0,20,69,32,41,0,0,29,24,0,0,15,0,0,0,0,19,0,31,12,0,0,0,0,0,36,24,38,15,30,0,0,33,0,0,67,17,0
2017-07-01,11,15,0,0,49,27,23,0,0,19,6,0,13,0,0,0,0,25,0,0,27,15,0,0,0,7,16,14,30,0,0,0,28,47,0,0,14,33,29,31,34,29,0,38,44,20,69,0,6,28,0,0,0,0,0,27,0,59,38,0,30,8,0,0,0,0,0,0,0,52,22,0,0,0,63,0,0,0,22,0
2017-08-01,12,14,0,14,42,13,44,37,0,19,6,0,12,0,22,0,28,0,40,16,0,14,15,0,0,15,5,39,28,0,0,0,26,44,0,0,39,0,0,29,0,28,0,18,10,19,51,0,6,26,0,0,0,0,0,0,94,0,0,0,0,15,0,26,27,0,0,0,0,35,14,0,0,0,0,0,0,0,26,0
2017-09-01,24,0,0,50,37,0,22,0,0,21,20,0,0,0,15,0,0,47,0,64,0,14,0,0,0,44,25,0,0,0,0,0,26,29,0,0,0,0,0,56,0,0,0,17,45,0,39,0,0,26,0,0,30,42,0,0,0,0,0,0,0,15,0,0,27,0,0,33,0,69,0,40,28,0,29,24,31,0,41,0
2017-10-01,29,0,0,42,47,25,64,54,0,32,21,0,35,36,22,0,54,0,0,0,51,48,0,0,0,53,10,0,0,45,62,0,26,14,0,0,0,0,27,28,0,14,49,35,24,37,56,0,0,26,32,0,29,55,0,0,0,0,52,0,27,14,23,0,26,0,0,32,32,38,14,26,0,0,0,24,0,29,26,0
2017-11-01,26,0,0,22,58,58,44,93,0,18,36,0,72,0,30,26,65,0,0,32,26,35,16,0,0,33,5,26,0,0,0,0,26,37,25,0,26,46,27,29,0,21,38,0,21,29,31,0,6,26,44,0,0,14,25,0,0,0,0,0,28,22,0,0,54,0,0,0,44,60,14,27,0,25,30,49,16,31,37,0
2017-12-01,43,0,66,29,60,78,88,56,0,65,58,80,73,56,38,27,47,0,0,32,26,14,16,26,53,10,10,13,29,46,32,0,27,75,26,71,13,31,0,58,32,21,26,36,60,29,75,0,0,79,78,0,30,56,51,76,0,0,18,53,0,53,24,27,0,0,57,0,78,71,28,27,0,51,46,49,0,0,79,0
2018-01-01,92,13,0,62,92,68,73,88,0,100,100,0,46,35,100,0,70,45,0,46,61,54,44,50,50,51,37,13,40,44,60,100,50,56,24,27,13,29,39,27,30,20,24,68,89,73,70,0,0,74,74,0,84,13,24,24,90,27,34,75,67,96,34,75,0,0,81,62,74,100,13,52,27,24,100,0,30,29,35,0
2018-02-01,77,0,0,37,96,93,45,38,0,99,69,0,100,75,62,0,38,25,0,100,53,29,24,40,53,41,58,13,0,47,49,36,27,30,52,29,13,32,28,29,0,14,65,64,57,69,50,0,6,67,46,27,0,15,26,53,0,0,74,54,29,100,37,27,0,0,0,51,46,90,0,28,29,0,62,38,0,31,32,0
2018-03-01,34,13,0,14,97,37,42,18,0,40,36,0,23,35,14,25,18,23,0,15,25,26,29,25,0,11,15,0,0,44,30,22,0,21,0,0,0,29,0,55,0,0,24,42,83,18,71,0,0,50,21,0,57,0,24,0,0,27,51,0,0,25,23,25,26,0,0,47,21,77,13,0,0,24,57,69,0,29,60,0
2018-04-01,24,0,0,55,85,19,53,0,0,29,17,0,12,0,14,0,18,0,0,15,25,40,30,25,50,5,7,13,27,0,31,11,0,35,0,0,13,29,26,28,0,13,24,68,57,0,60,0,0,25,63,0,29,40,0,48,0,0,68,0,27,0,0,25,26,0,0,31,63,57,13,0,55,0,29,0,0,29,50,0
2018-05-01,20,14,0,14,67,12,31,0,26,27,19,25,11,0,28,25,18,0,0,30,25,20,0,0,0,3,0,0,27,0,0,0,49,42,0,0,0,0,0,27,30,20,24,34,53,18,43,0,0,0,21,0,28,13,0,24,0,26,0,0,26,14,23,25,0,0,0,47,21,57,0,25,27,0,0,23,0,29,25,0
2018-06-01,12,15,0,15,56,14,68,0,0,15,0,28,13,0,16,27,19,0,0,68,0,29,16,0,0,0,11,14,0,48,33,12,27,46,27,0,14,0,0,0,0,44,27,19,47,41,45,0,0,0,23,0,0,59,0,27,0,0,19,0,0,8,0,0,0,0,0,68,23,77,15,0,30,0,0,38,0,0,33,0
2018-07-01,14,0,0,22,60,26,0,0,28,23,14,0,24,37,15,27,37,0,0,49,0,29,0,26,0,3,5,0,0,0,0,0,26,22,25,28,0,0,27,29,0,14,26,36,38,0,46,0,0,26,0,0,0,28,0,0,0,0,36,53,0,0,0,0,0,0,0,97,0,46,28,0,0,0,0,0,0,0,21,0
2018-08-01,14,0,0,14,47,25,0,0,0,15,13,0,0,0,29,0,18,0,0,16,0,54,15,0,0,8,0,0,28,0,0,0,0,43,25,0,0,0,26,28,0,13,0,35,54,0,39,0,0,0,0,0,0,14,25,25,0,0,0,0,0,15,0,0,26,0,0,63,0,27,14,0,0,0,29,0,0,0,20,0
2018-09-01,31,0,0,30,73,0,34,0,0,24,14,0,0,0,16,0,0,0,0,100,27,29,16,0,54,51,27,0,0,47,33,0,27,23,0,0,0,32,0,0,33,14,26,0,36,20,48,0,0,27,0,0,31,43,0,0,0,29,0,0,0,0,0,0,0,0,0,34,0,44,15,28,0,0,31,0,0,31,38,0
2018-10-01,41,0,67,44,51,26,22,0,28,46,22,0,24,37,15,0,19,73,0,33,0,71,16,0,0,72,31,13,0,47,0,12,27,60,0,43,13,0,28,0,0,21,51,45,39,39,41,0,0,27,22,0,30,43,0,51,0,0,54,0,57,8,25,53,28,0,57,33,22,71,14,0,58,0,46,25,16,31,59,0
2018-11-01,21,0,67,22,87,20,33,38,57,27,32,0,25,0,15,0,28,0,0,65,0,29,32,27,0,40,13,0,29,0,0,12,54,23,26,0,0,31,55,29,0,14,0,18,43,20,55,0,6,0,22,0,30,43,0,0,0,0,18,54,0,8,0,0,56,0,0,50,22,90,0,0,29,0,31,25,16,0,48,0
2018-12-01,27,0,67,22,53,46,44,37,0,27,20,27,49,0,23,0,37,0,0,0,26,21,16,0,0,18,16,13,0,0,32,0,53,30,0,28,13,0,0,0,0,28,26,36,84,39,58,0,0,0,22,0,0,28,26,0,0,28,18,0,0,15,0,53,0,0,0,33,22,85,21,0,29,0,31,37,16,31,48,13
2019-01-01,38,14,0,69,82,37,31,18,0,52,29,25,35,35,29,25,35,0,0,47,0,20,29,25,0,20,12,13,0,0,30,0,0,71,0,27,13,30,52,55,0,20,49,34,67,56,55,0,5,0,84,25,29,68,24,49,0,0,52,51,27,43,0,25,0,100,0,32,84,74,20,0,0,0,43,47,0,0,25,0
2019-02-01,44,15,0,60,71,40,23,77,0,35,47,0,25,76,31,27,67,25,0,50,0,22,24,27,0,12,19,14,0,0,100,0,55,23,40,29,14,64,28,30,33,15,40,19,65,0,47,0,12,27,34,0,31,29,26,0,0,0,18,55,29,62,25,27,29,54,0,0,34,73,29,0,59,26,47,51,16,32,38,41
2019-03-01,37,0,0,14,71,83,54,55,0,43,37,0,48,37,45,26,64,47,40,63,38,28,15,52,0,8,10,0,56,46,31,0,78,58,0,0,0,0,27,29,0,0,100,35,45,38,62,0,11,52,55,0,59,14,50,100,0,28,35,52,28,29,24,0,0,51,0,0,55,59,14,27,0,0,45,72,16,30,72,0
2019-04-01,27,28,0,15,97,39,33,93,0,25,30,26,36,37,53,53,65,0,0,16,26,28,0,0,0,10,5,0,29,0,32,0,79,15,25,28,0,31,55,29,0,42,26,36,70,19,60,0,6,39,33,0,30,70,25,0,0,28,36,0,28,30,0,53,0,0,0,33,33,99,14,0,57,25,30,24,0,31,32,0
2019-05-01,23,0,0,29,84,26,66,37,28,32,18,0,37,0,23,0,37,0,0,49,0,49,16,26,0,3,5,13,29,0,32,0,0,30,26,28,13,0,28,29,32,0,26,72,46,29,69,0,6,40,33,0,30,14,26,0,95,0,90,0,28,26,24,0,27,53,0,100,33,46,14,0,28,0,30,0,0,31,32,0
2019-06-01,19,0,70,0,61,35,35,20,0,9,21,0,39,0,32,56,20,0,0,69,0,37,17,28,0,0,11,14,0,0,34,0,28,79,0,0,14,65,29,63,0,29,27,19,41,20,46,0,0,28,47,28,0,0,0,0,0,0,19,0,0,8,26,28,0,56,0,71,47,53,30,0,0,0,32,0,0,0,22,0
2019-07-01,15,0,0,15,44,46,0,0,0,14,8,0,74,38,31,27,38,25,0,49,0,29,16,0,0,3,5,0,0,0,0,0,54,30,0,0,0,0,0,29,0,14,26,18,43,0,100,0,0,0,23,0,31,29,0,26,0,0,18,0,0,8,0,40,0,53,0,51,23,61,43,0,29,0,31,25,0,31,48,0
2019-08-01,18,0,0,21,44,13,22,0,0,23,26,0,12,36,30,0,0,0,0,0,51,21,0,26,0,15,10,0,0,0,31,0,26,29,38,0,0,0,27,0,0,21,25,35,65,38,57,0,0,0,22,0,0,14,25,0,0,28,0,78,0,7,0,0,0,51,0,98,22,24,28,0,0,25,91,0,16,61,36,0
2019-09-01,31,0,66,22,56,52,22,0,0,33,10,26,0,0,0,26,0,0,0,16,26,49,0,0,52,59,18,13,0,0,32,0,52,30,0,0,13,31,27,0,32,0,0,18,35,0,31,0,6,26,22,0,30,14,0,0,0,0,18,53,0,22,24,0,0,0,0,98,22,53,14,54,28,0,30,24,16,0,47,0
2019-10-01,42,0,0,35,73,31,32,54,0,59,34,0,23,0,43,25,36,0,0,31,25,34,15,25,0,92,27,25,27,44,31,0,0,29,0,0,25,30,26,28,0,13,0,17,34,19,22,0,0,25,21,0,29,41,0,0,0,27,0,0,27,14,0,25,0,0,27,63,21,74,41,0,0,0,29,46,15,0,40,0
2019-11-01,35,14,0,21,78,19,22,36,0,43,29,0,12,36,30,0,36,0,0,32,26,28,15,26,0,40,10,13,28,46,31,0,39,29,0,28,13,45,27,28,0,14,0,61,48,38,56,0,11,0,22,0,29,28,37,0,93,27,87,52,28,33,24,26,0,77,28,32,22,76,28,0,0,50,45,36,15,30,57,0
2019-12-01,41,0,0,41,86,68,52,89,0,63,40,0,93,35,14,25,53,0,0,15,24,27,29,25,0,42,24,12,0,66,30,0,74,28,48,27,12,0,0,27,0,0,24,51,69,64,79,0,0,25,53,25,29,27,24,24,0,0,51,50,27,46,23,25,0,100,27,32,53,60,27,0,27,24,29,47,30,29,25,13
