date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,cdc,type a influenza,influenza incubation period,thermoscan,how to treat the flu,nc flu,how long does the flu last,flu virus,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,cdc flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,25,0,34,17,0,0,6,0,10,18,9,0,0,0,53,6,4,0,0,15,8,0,10,2,8,30,4,0,13,2,2,15,2,0,15,6,9,0,0,1,1,23,6,0,32,0,0,6,6,3,10,7,0,100,0,0,0,0,34,2,6,10,3,10,59,0,13,0,0,6,0,15,14,5,9,5,9,0,5,5,3,4,0,16,13,51,0,5,3,8,8,0,0,5,0,86
2014-11-01,15,0,18,18,18,0,2,4,4,20,0,10,29,0,64,7,3,0,0,11,9,0,12,4,14,27,0,0,14,3,0,18,5,0,6,6,0,0,1,0,2,9,0,0,12,6,0,22,0,14,0,7,7,26,0,0,0,2,18,5,6,13,6,4,21,5,9,0,0,3,2,14,24,5,10,0,5,3,3,11,3,6,5,9,9,62,0,5,3,13,11,4,0,11,3,58
2014-12-01,38,18,44,44,26,2,7,4,7,48,39,0,68,1,85,28,6,0,0,37,35,0,47,7,30,41,5,5,54,20,5,69,10,28,22,47,16,0,0,1,3,39,9,0,27,18,12,34,12,56,28,28,7,43,1,1,0,2,34,9,15,39,20,6,30,8,66,2,3,16,4,47,24,12,61,7,12,8,34,56,8,7,7,39,66,94,4,9,15,18,35,18,0,4,7,76
2015-01-01,41,0,33,42,33,0,2,4,20,0,27,18,9,1,68,24,5,0,0,35,43,0,41,8,45,47,0,0,30,7,0,58,12,12,30,50,12,0,1,1,3,34,20,0,34,23,6,26,32,50,26,17,7,40,3,0,0,2,42,11,18,42,17,7,14,7,63,0,0,18,3,61,36,5,41,5,14,8,18,69,8,4,6,24,63,83,1,5,15,19,48,17,8,12,4,84
2015-02-01,22,17,35,26,17,0,0,4,4,10,19,0,38,2,63,10,3,0,0,20,25,0,17,4,25,31,4,4,27,0,0,48,10,31,31,31,12,0,0,0,1,24,15,0,30,24,6,12,6,14,3,21,3,40,0,0,2,2,13,3,12,48,9,14,10,2,28,2,2,4,2,27,21,5,33,5,12,3,11,50,6,6,3,8,28,62,2,4,8,4,26,24,4,3,0,73
2015-03-01,12,16,24,16,0,2,2,0,4,9,0,9,9,1,55,7,3,0,0,10,9,0,12,3,11,16,0,0,4,0,2,25,2,17,17,14,11,0,1,1,1,14,8,0,22,11,0,8,0,10,0,6,3,26,0,0,0,1,7,3,8,39,7,7,8,2,8,0,0,0,3,9,26,9,20,0,9,0,5,15,3,3,2,2,8,53,0,3,7,8,14,8,0,5,0,64
2015-04-01,9,0,0,0,0,0,0,0,0,0,19,0,0,0,51,5,3,0,0,8,7,0,9,1,10,13,0,0,4,2,2,27,0,6,15,0,12,0,0,0,0,6,18,0,26,6,0,0,0,10,10,10,7,38,0,0,0,1,5,1,8,12,2,3,4,2,7,0,0,4,0,12,17,0,5,5,7,0,3,14,0,5,0,2,7,44,0,3,1,9,17,4,0,5,3,78
2015-05-01,6,18,0,0,0,0,0,0,4,10,29,0,0,0,42,2,2,0,0,6,4,0,4,1,6,0,0,0,0,0,0,13,0,13,6,0,0,0,0,0,1,6,6,0,24,0,0,12,0,7,0,7,0,20,0,0,0,0,2,1,4,11,3,3,3,0,5,0,0,5,0,12,17,10,0,5,5,0,0,8,3,2,0,0,5,51,0,4,2,0,0,4,0,6,0,52
2015-06-01,4,0,0,18,0,0,0,2,0,0,0,0,0,0,37,1,2,0,0,3,2,0,2,0,3,19,0,0,0,0,5,16,3,0,7,0,7,0,0,0,1,0,0,0,13,6,0,6,0,0,4,7,0,29,0,0,0,0,6,0,4,12,0,2,2,2,5,0,0,2,2,6,8,5,0,0,8,0,0,0,0,7,0,2,5,33,2,3,0,0,14,5,0,0,0,52
2015-07-01,4,0,0,0,0,0,0,0,2,0,0,0,0,0,32,1,2,0,0,3,4,0,2,0,5,0,0,0,4,2,0,17,0,0,6,6,0,0,0,1,0,11,0,0,6,0,0,0,6,10,7,0,0,28,0,0,0,0,7,0,2,8,0,1,4,0,0,0,2,3,0,3,20,0,5,0,5,0,0,0,0,2,0,4,0,37,0,1,3,0,4,4,0,3,0,57
2015-08-01,5,16,0,0,0,0,0,0,4,9,0,0,0,0,39,1,3,0,0,5,3,0,2,0,3,8,0,0,4,2,0,5,0,0,6,6,6,0,0,0,0,0,5,0,14,0,6,0,6,10,3,3,0,28,0,0,0,0,6,1,4,11,2,1,9,0,0,0,0,3,0,4,18,0,0,0,4,0,0,3,5,0,0,4,0,30,0,1,2,0,0,0,0,3,0,45
2015-09-01,13,16,0,15,16,0,0,0,19,0,17,0,0,0,41,3,2,0,0,10,6,0,5,0,6,8,0,0,8,0,2,18,0,6,8,0,6,0,0,0,1,13,11,0,29,11,5,8,0,16,3,3,3,39,0,0,0,0,19,1,3,11,4,3,35,2,2,0,4,2,2,7,18,4,4,0,6,0,2,10,2,2,0,9,2,46,1,3,2,4,14,10,0,2,5,72
2015-10-01,24,0,15,15,15,0,0,0,18,8,8,8,0,0,58,6,4,0,0,14,8,0,10,2,8,30,0,0,23,0,4,24,4,11,11,5,8,0,1,1,1,5,13,0,36,5,0,10,5,12,3,6,6,42,0,0,0,1,29,1,7,7,6,4,49,6,5,0,2,3,2,10,18,4,6,0,4,0,0,12,2,5,2,18,5,57,0,4,7,7,24,4,4,7,0,62
2015-11-01,15,0,16,0,16,0,0,0,10,0,8,0,0,0,68,5,2,0,0,10,11,0,8,2,11,32,0,0,8,0,0,22,7,0,14,14,5,0,0,0,2,8,16,0,8,14,11,16,5,18,3,6,0,38,0,0,0,0,17,2,6,19,3,4,19,2,6,0,2,3,2,19,19,4,13,0,15,2,2,17,7,6,2,13,6,75,0,3,7,16,12,8,0,7,0,62
2015-12-01,11,0,0,15,15,0,2,2,8,17,17,0,0,1,85,4,6,0,0,9,9,0,7,3,10,24,0,8,12,2,0,38,0,5,5,11,5,0,1,0,1,11,21,0,26,0,5,8,0,9,3,9,0,23,0,0,0,1,12,3,9,34,8,2,9,3,10,0,0,5,0,14,21,0,11,4,8,0,0,2,2,2,2,7,10,84,0,6,7,4,8,0,0,2,2,49
2016-01-01,11,0,12,0,24,0,3,0,7,7,0,0,0,0,77,6,4,0,0,9,8,0,11,1,12,43,0,0,0,0,0,21,3,4,8,11,4,0,0,0,1,8,10,0,20,6,4,14,0,12,2,7,0,32,0,0,0,1,13,2,6,26,4,3,8,2,12,0,0,4,0,12,23,0,11,3,5,0,0,9,0,9,3,3,12,80,1,6,3,10,10,10,0,4,0,49
2016-02-01,15,12,12,12,0,0,0,3,6,13,13,0,7,0,68,8,4,0,0,10,9,0,14,1,12,37,3,0,9,2,4,16,5,13,13,25,4,0,0,0,0,10,21,0,8,13,0,4,0,12,5,19,5,33,0,0,0,0,8,3,8,37,5,4,4,3,10,0,2,6,3,18,17,7,17,0,7,4,6,19,2,2,2,5,10,62,1,5,4,9,20,11,0,6,0,53
2016-03-01,17,12,29,23,12,0,3,4,7,19,32,13,19,0,67,16,6,0,0,19,16,0,27,3,18,59,0,0,6,3,3,35,5,4,16,31,8,0,1,0,2,20,14,0,16,12,4,16,10,25,9,11,2,35,0,0,1,1,12,7,9,36,11,3,7,3,22,2,3,8,2,24,21,3,32,0,10,6,15,15,0,4,3,5,22,66,2,4,9,6,22,12,0,4,2,53
2016-04-01,12,12,24,12,12,1,0,0,7,0,13,0,13,0,57,9,3,0,0,14,10,0,15,3,10,12,0,0,3,0,0,33,2,4,15,15,4,0,0,0,1,12,12,0,23,4,0,6,0,10,5,7,10,30,0,0,1,0,9,4,7,21,5,3,8,2,14,3,0,4,0,16,27,10,18,0,5,0,10,17,0,6,2,3,14,50,1,2,4,3,5,6,3,2,0,47
2016-05-01,10,12,25,0,0,0,0,2,6,7,7,0,7,0,44,5,4,0,0,9,5,0,9,1,6,19,0,0,0,0,0,35,2,9,6,6,0,0,0,0,1,8,12,0,17,4,4,9,0,7,2,5,2,29,0,0,0,2,7,2,3,15,4,3,4,0,6,0,0,2,0,8,14,5,3,0,5,0,2,6,2,5,0,0,6,47,0,4,4,3,6,3,3,8,0,45
2016-06-01,6,0,13,19,0,0,0,0,0,21,7,0,7,0,41,3,2,0,0,3,5,0,5,0,2,7,0,0,0,0,4,21,4,0,0,9,5,0,0,0,0,7,4,0,11,4,0,0,0,8,0,3,0,33,0,0,0,0,2,2,2,10,0,1,2,2,2,2,0,3,1,5,10,0,4,0,4,0,2,8,0,3,0,3,2,42,0,2,2,0,6,0,0,2,0,44
2016-07-01,4,0,13,0,0,0,0,0,0,7,0,0,0,0,34,1,2,0,0,3,2,0,2,0,3,13,0,0,0,4,2,24,0,5,0,0,0,0,0,0,0,0,9,0,11,9,0,0,0,8,0,3,0,27,0,0,0,0,2,0,4,13,2,1,2,0,3,0,0,0,0,0,9,0,4,0,5,2,0,4,0,2,0,2,3,29,0,2,2,3,3,3,0,2,2,47
2016-08-01,4,0,0,0,0,0,0,0,3,7,7,0,0,0,38,1,3,0,0,2,2,0,2,0,1,7,0,0,0,0,2,15,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,3,0,28,0,0,1,0,3,2,2,9,1,1,4,2,2,0,0,1,0,4,17,0,0,0,12,0,0,6,0,3,0,2,2,29,0,1,1,3,7,10,0,0,2,28
2016-09-01,14,0,0,0,0,2,0,2,8,0,20,0,0,0,69,4,1,0,0,7,4,0,7,0,4,34,0,0,0,0,2,18,2,4,0,0,4,0,0,0,1,29,0,0,29,13,0,6,0,12,0,5,0,27,0,0,0,1,11,2,4,14,3,2,33,2,3,0,2,1,3,9,17,3,0,7,7,0,0,4,0,2,3,5,3,42,0,2,4,3,20,5,0,0,0,51
2016-10-01,17,0,12,0,0,1,0,1,3,7,26,0,7,0,54,4,4,0,0,13,9,0,7,1,8,24,0,0,6,0,2,17,7,8,8,6,0,0,0,0,1,28,8,0,22,10,0,8,8,9,5,14,2,31,1,0,0,1,19,1,8,23,5,2,26,2,6,0,2,2,2,12,25,3,10,0,3,2,2,9,0,4,2,9,6,57,0,1,3,7,13,3,3,3,2,45
2016-11-01,13,0,12,12,0,0,3,1,7,19,6,6,6,0,62,4,2,0,0,9,7,0,7,1,7,36,0,0,0,2,3,17,7,4,8,4,4,0,0,0,1,6,12,0,14,8,0,8,0,12,7,7,0,32,0,0,0,0,6,2,6,19,3,2,14,2,4,0,0,5,0,7,21,13,10,3,6,0,0,11,0,5,2,9,4,60,0,1,5,3,10,4,0,3,2,57
2016-12-01,15,11,11,11,0,0,0,0,6,0,6,0,0,0,68,8,5,0,0,12,12,0,14,2,8,40,3,0,9,2,2,39,3,6,22,14,0,0,0,0,2,8,8,0,21,8,4,18,4,13,4,9,2,24,0,0,0,0,13,1,6,41,4,2,7,2,16,0,1,8,1,12,12,0,11,0,22,4,4,9,2,3,3,2,16,68,1,3,5,14,18,9,0,2,2,40
2017-01-01,18,0,27,11,11,0,0,1,9,6,24,0,18,0,64,10,4,0,0,19,15,0,18,2,13,25,3,0,6,2,2,42,5,10,15,8,6,0,0,0,1,11,9,0,17,9,0,7,7,6,15,11,4,33,0,0,1,1,17,3,6,35,7,2,8,3,21,3,3,8,1,22,25,9,10,6,9,0,3,15,2,2,2,6,21,68,2,5,6,7,23,15,0,5,3,60
2017-02-01,39,34,46,12,11,1,3,0,11,19,37,0,50,1,76,31,8,0,0,43,35,0,53,8,44,58,0,0,17,15,2,51,15,29,37,51,18,0,0,1,2,45,26,0,24,24,6,22,8,43,7,38,11,42,1,1,1,2,37,16,18,51,19,3,14,2,40,0,2,17,2,77,24,11,51,5,11,9,22,94,9,5,6,16,40,86,2,5,15,19,45,35,6,18,6,83
2017-03-01,31,30,10,10,25,1,0,6,7,11,50,6,39,1,61,23,7,0,0,34,28,0,38,7,34,39,5,0,13,3,6,41,6,14,30,47,5,0,1,1,2,48,17,0,19,16,4,21,5,28,16,10,10,34,0,0,0,2,25,10,12,50,19,4,5,6,35,0,1,13,1,47,16,13,38,7,14,6,18,61,3,3,8,5,35,74,3,6,10,16,41,20,5,11,9,65
2017-04-01,15,0,11,0,11,0,0,3,8,0,24,0,24,0,54,9,2,0,0,14,10,0,16,2,14,37,3,3,9,2,3,39,3,8,18,16,4,0,0,0,1,9,4,0,17,8,4,6,4,13,7,24,0,37,0,0,0,1,10,5,8,32,8,3,7,2,13,3,0,4,1,19,27,6,15,3,6,2,7,21,7,3,3,4,13,57,0,3,5,4,15,4,3,7,0,46
2017-05-01,6,0,22,0,11,0,0,0,4,0,18,0,0,0,44,2,3,0,0,6,5,0,4,1,7,16,3,0,0,0,2,19,0,8,15,15,0,0,0,0,0,0,6,0,13,4,0,0,0,2,0,4,0,25,0,0,0,1,2,1,4,20,1,3,4,1,3,1,1,2,0,8,18,3,3,0,6,3,0,14,3,2,0,2,3,44,0,2,3,5,8,8,0,0,0,41
2017-06-01,6,0,11,0,0,0,1,0,6,0,25,0,0,0,38,1,2,0,0,5,5,0,2,1,6,29,0,0,0,0,2,20,0,0,12,4,0,0,0,0,0,12,4,0,0,0,4,4,4,0,2,2,0,29,0,0,0,0,8,0,3,11,1,1,12,2,3,0,0,0,0,3,11,0,3,0,8,0,0,7,0,2,0,3,3,35,1,2,2,0,6,3,0,0,0,42
2017-07-01,4,0,0,0,0,0,0,0,4,13,6,0,0,0,33,1,2,0,0,3,3,0,2,0,2,21,0,0,3,0,3,8,0,0,4,0,0,0,0,0,0,4,6,0,18,4,0,0,0,5,5,0,0,26,0,0,0,0,4,0,1,11,0,1,3,0,2,0,0,1,0,1,16,3,3,0,3,0,0,2,2,3,0,2,2,27,0,1,1,0,3,3,0,4,0,47
2017-08-01,5,11,0,0,0,0,0,0,1,0,6,0,0,0,38,2,1,0,0,4,4,0,4,1,3,25,0,0,0,0,2,14,0,0,0,4,4,0,0,0,0,4,4,0,15,4,0,4,0,6,0,2,0,24,0,0,0,0,3,1,4,12,3,2,8,0,2,1,1,1,0,4,18,0,3,3,10,2,0,7,0,3,0,4,2,28,1,2,2,3,8,3,0,2,2,35
2017-09-01,13,0,11,11,0,0,1,1,13,0,23,0,0,0,42,4,4,0,0,7,3,0,6,0,5,47,0,0,5,0,2,17,3,8,6,4,4,0,0,0,0,11,11,0,22,7,0,4,4,6,0,4,2,28,0,0,0,1,10,1,3,13,4,3,26,1,6,0,1,2,1,6,18,3,3,0,3,0,2,2,0,1,0,6,6,43,0,2,3,5,9,4,3,5,0,61
2017-10-01,18,0,31,10,0,0,1,1,9,0,11,0,6,0,56,5,2,0,0,12,8,0,9,2,5,24,0,0,5,0,2,33,2,7,11,6,0,1,0,0,1,14,7,0,34,4,4,5,4,10,8,6,4,32,0,0,0,1,21,4,4,15,4,2,45,1,6,1,1,3,2,10,18,3,6,3,10,3,0,10,3,3,3,8,6,55,1,3,5,4,14,8,5,6,2,51
2017-11-01,17,0,11,0,21,0,0,3,7,0,12,0,0,0,61,5,6,0,0,14,9,0,9,2,9,51,0,3,3,0,6,34,6,9,8,15,11,1,0,0,2,11,5,0,22,7,11,17,0,15,6,11,2,22,0,0,0,1,14,2,5,31,3,3,28,1,9,0,1,8,1,14,21,3,9,3,7,0,3,8,2,8,1,9,9,69,0,4,4,12,19,13,3,3,3,74
2017-12-01,24,11,27,0,0,0,0,4,8,12,18,0,35,0,75,14,5,0,0,22,19,0,24,4,18,55,0,3,16,6,2,59,14,6,32,19,11,1,0,0,2,26,11,0,24,19,4,21,0,23,6,11,4,37,0,0,0,1,14,7,8,47,10,3,16,6,23,1,5,10,1,21,18,10,22,3,9,2,15,12,3,4,1,12,23,84,1,4,8,18,51,13,3,7,5,67
2018-01-01,97,30,50,40,25,1,7,11,73,22,72,11,100,1,98,50,8,0,0,94,81,0,85,13,77,60,0,3,47,7,4,100,22,37,66,100,16,94,1,1,8,84,33,0,31,35,7,84,12,77,22,36,16,39,0,0,0,4,100,22,29,75,34,4,41,11,89,5,7,57,6,87,27,18,79,10,14,27,37,100,23,4,17,41,89,100,3,5,23,27,100,48,16,20,6,74
2018-02-01,100,33,92,27,16,3,1,19,100,36,54,6,90,0,100,59,8,0,0,100,79,0,100,16,96,98,8,11,62,14,2,100,28,42,52,75,36,100,0,1,10,100,54,0,22,55,7,100,9,100,15,46,26,48,1,1,1,6,95,25,29,63,35,4,30,11,100,6,15,55,4,100,40,13,100,28,18,33,29,85,12,6,17,40,100,87,3,6,31,35,87,41,19,24,6,94
2018-03-01,24,10,20,15,10,2,1,4,16,16,5,0,38,0,59,13,4,0,0,25,18,0,21,3,13,58,3,0,18,4,4,47,3,9,16,19,7,19,0,0,2,22,7,0,10,17,0,21,3,12,16,8,2,42,0,0,0,1,24,7,8,32,9,1,4,3,28,3,3,15,3,23,23,5,29,5,8,3,11,16,2,3,3,20,28,62,1,4,7,11,25,10,2,7,2,59
2018-04-01,12,11,32,11,0,1,0,3,13,0,12,0,17,0,52,7,4,0,0,13,8,0,12,2,11,30,0,3,13,3,2,46,9,11,11,9,0,9,0,0,0,13,5,0,20,7,4,4,0,13,2,6,6,34,0,0,0,0,10,2,6,30,5,1,9,1,9,0,2,4,0,12,20,3,14,0,6,0,5,12,2,5,5,5,9,56,1,3,7,3,17,5,0,3,2,66
2018-05-01,7,0,10,0,0,0,3,4,13,11,0,0,0,0,41,4,5,0,0,6,5,0,7,1,7,29,3,0,0,0,1,25,4,4,7,7,0,4,0,0,0,9,9,0,14,5,0,4,4,6,2,8,2,30,0,0,0,1,4,1,4,24,3,1,5,1,4,0,1,3,0,7,15,4,4,0,14,0,2,16,2,5,0,3,4,43,1,3,5,5,9,5,3,2,2,61
2018-06-01,5,0,0,0,11,0,0,0,0,0,6,0,0,0,42,2,4,0,0,4,2,0,3,1,4,6,0,0,3,0,2,31,0,0,12,0,0,1,0,0,0,8,0,0,4,4,0,4,4,2,2,2,0,23,0,0,0,0,4,1,1,19,2,1,3,0,1,0,1,1,0,4,11,3,0,0,3,0,0,4,0,3,1,1,1,38,0,1,3,3,6,4,0,0,0,53
2018-07-01,4,0,11,0,0,0,0,1,4,0,6,0,0,0,34,1,2,0,0,4,3,0,2,1,3,8,0,0,3,0,0,37,0,4,8,0,0,2,0,0,0,4,4,0,26,4,0,4,4,6,2,4,0,27,0,0,0,0,2,1,2,13,2,1,6,1,1,0,1,1,0,6,12,0,4,0,7,5,2,3,0,5,0,2,1,29,0,1,2,3,3,3,3,0,0,39
2018-08-01,6,0,0,0,0,0,0,0,5,0,36,0,0,0,37,3,2,0,0,3,3,0,5,1,4,20,0,0,0,0,2,27,0,4,4,0,4,5,0,0,0,0,8,0,11,4,0,0,0,4,2,4,4,27,0,0,1,0,3,1,2,14,2,1,8,1,2,1,0,2,0,3,16,3,6,0,6,2,0,5,0,4,1,4,2,34,0,2,2,0,11,3,0,3,2,45
2018-09-01,13,0,11,11,0,0,0,1,25,12,6,0,0,0,36,4,2,0,0,8,6,0,6,1,4,30,0,0,3,0,2,22,3,6,8,4,0,11,0,0,1,9,7,0,15,6,4,7,0,2,0,0,2,29,0,0,0,0,11,1,4,11,4,1,28,1,2,0,1,2,0,4,19,0,0,0,9,2,0,5,0,3,0,7,2,44,0,2,4,8,15,3,0,3,2,52
2018-10-01,30,10,10,10,0,1,0,1,18,11,17,0,0,0,57,7,3,0,0,22,9,0,12,1,11,35,0,3,19,0,0,23,11,4,7,5,4,26,0,0,1,56,11,0,16,9,4,14,0,8,4,4,4,42,0,0,1,0,42,3,9,20,9,4,50,1,8,0,1,5,1,9,23,3,9,6,3,0,0,12,2,1,2,11,8,53,0,3,7,8,29,5,4,3,0,66
2018-11-01,21,10,10,10,21,0,0,4,15,0,0,6,6,0,81,8,6,0,0,17,12,0,13,1,9,66,0,0,3,0,1,33,12,4,26,4,4,15,0,0,2,16,19,0,23,9,0,18,4,14,8,12,0,36,0,0,1,1,20,2,6,28,7,1,26,3,10,1,3,8,1,14,16,6,10,0,9,0,3,13,3,2,1,8,10,69,1,2,6,14,19,8,0,2,2,59
2018-12-01,20,0,21,21,11,0,1,5,12,23,23,0,17,0,79,11,6,0,0,16,15,0,19,4,14,71,3,0,14,0,3,35,11,11,17,17,11,11,0,0,2,9,15,0,27,22,4,22,4,17,6,6,2,26,0,0,0,0,13,3,9,34,9,4,11,1,21,0,4,6,1,20,15,3,19,3,12,0,12,22,3,4,1,8,21,85,1,3,7,7,37,8,0,7,2,40
2019-01-01,33,0,33,19,19,1,3,1,19,26,26,0,31,1,90,17,6,0,0,28,24,0,30,5,19,80,2,2,12,7,3,51,12,7,32,27,10,6,0,0,2,23,19,0,28,35,0,18,7,28,11,11,6,27,0,0,0,1,21,5,11,42,14,5,14,6,33,0,1,13,3,24,26,9,26,8,8,3,10,29,1,3,6,16,33,86,1,5,10,13,39,14,0,8,2,69
2019-02-01,56,10,100,30,15,1,4,14,35,38,33,0,71,0,94,49,8,0,0,66,44,0,83,12,41,100,5,0,23,13,0,78,23,12,37,90,18,3,0,1,3,41,34,0,26,35,3,26,14,52,16,34,4,36,1,0,1,2,40,17,19,61,32,4,18,11,84,4,3,38,4,58,33,8,77,10,19,3,32,41,11,7,14,21,84,90,5,4,17,30,88,34,8,11,6,100
2019-03-01,27,0,40,10,0,1,1,2,19,21,21,0,16,1,76,22,5,0,0,28,21,0,38,6,22,35,3,0,13,3,0,54,10,10,19,35,16,1,0,1,2,29,24,0,20,19,5,24,5,33,16,17,4,34,0,0,0,2,21,11,13,51,16,3,9,7,37,1,8,10,2,27,18,15,39,5,12,2,17,19,6,2,5,9,37,64,2,2,9,14,42,9,2,5,3,59
2019-04-01,12,10,20,0,0,1,0,5,11,6,6,6,0,0,61,7,4,0,0,12,11,0,13,1,8,36,3,3,3,3,1,18,6,4,9,7,7,1,0,0,1,10,7,0,17,16,0,7,4,14,12,6,4,29,0,0,1,1,9,5,6,38,7,3,8,1,10,0,3,5,1,12,23,0,13,3,8,6,6,6,0,5,3,6,10,61,1,3,4,5,20,8,3,5,2,51
2019-05-01,7,10,10,10,0,0,0,1,6,17,17,0,6,0,48,5,4,0,0,5,4,0,9,1,4,26,0,0,0,0,3,21,0,11,7,5,0,0,0,0,0,3,7,0,24,11,4,4,4,14,8,8,2,33,0,0,0,1,5,2,4,22,4,1,5,1,5,0,0,2,1,4,19,0,6,3,6,3,2,3,0,3,1,3,5,58,1,2,4,5,14,5,3,4,0,52
2019-06-01,6,11,0,0,0,0,0,0,0,12,12,0,6,0,45,2,2,0,0,3,3,0,4,0,5,22,0,0,0,0,5,33,2,0,8,8,0,1,0,0,0,6,4,0,24,9,0,4,4,4,4,0,0,31,0,0,0,0,3,2,3,20,2,2,3,0,5,0,0,3,0,3,17,3,0,0,3,0,0,3,0,3,0,1,5,42,1,2,1,0,8,3,3,2,2,41
2019-07-01,5,0,0,0,11,0,1,1,3,6,23,0,0,0,37,2,2,0,0,4,3,0,3,0,2,11,0,0,0,0,0,20,2,0,9,8,4,0,0,0,1,7,11,0,7,4,0,6,4,4,0,4,4,24,0,0,0,1,3,1,3,16,1,2,2,0,3,1,0,2,1,4,15,0,3,0,9,0,0,2,3,4,0,1,3,31,0,1,1,5,5,3,0,3,0,43
2019-08-01,6,0,10,0,0,0,0,0,13,6,34,0,0,0,41,1,1,0,0,6,4,0,2,1,4,24,0,0,5,0,0,24,1,4,5,5,4,0,0,0,0,3,7,0,17,4,0,0,0,4,2,0,0,26,0,0,1,0,5,1,2,11,2,2,8,1,3,0,0,1,0,3,16,3,3,0,3,0,0,5,3,5,0,2,3,31,1,1,2,10,5,0,0,5,2,44
2019-09-01,18,0,9,0,0,0,0,2,22,0,5,0,5,0,57,5,3,0,0,11,7,0,9,1,8,31,0,0,5,0,3,29,0,0,12,17,5,0,0,0,1,15,11,0,29,0,0,10,0,15,2,7,0,38,0,0,0,0,15,2,6,15,6,3,26,1,4,1,2,5,0,4,15,5,4,0,9,1,1,7,1,3,3,9,4,50,1,3,4,8,18,4,0,2,1,69
2019-10-01,27,9,14,9,0,0,5,2,23,25,25,0,20,0,63,12,4,0,0,20,10,0,20,3,9,28,0,0,5,0,1,28,4,5,21,5,7,1,0,0,1,20,17,0,22,8,0,14,0,11,4,15,5,34,0,0,0,0,24,1,8,23,5,3,46,0,11,0,5,5,0,16,20,3,11,0,15,3,1,10,3,4,2,10,11,63,1,1,9,6,16,5,2,3,3,53
2019-11-01,21,0,9,14,0,1,1,2,11,15,10,0,0,0,70,9,5,0,0,17,13,0,15,2,13,55,5,0,7,0,1,27,4,8,12,7,10,2,0,0,2,18,13,0,22,5,0,21,0,24,4,9,6,29,0,0,0,1,15,4,8,24,8,3,20,1,11,1,2,5,0,15,20,8,12,3,18,1,7,18,1,4,1,9,11,76,1,4,4,6,18,12,2,6,1,51
2019-12-01,33,18,23,14,14,1,2,3,13,15,35,0,30,0,93,30,9,0,0,32,25,0,50,5,28,80,5,0,12,5,3,54,15,8,45,39,10,0,0,0,3,27,27,0,33,21,3,30,3,36,9,13,5,25,0,0,0,2,26,10,14,39,18,3,15,7,44,1,4,16,2,33,19,6,55,15,15,4,13,28,3,2,7,6,44,99,3,4,12,14,53,20,0,7,3,69
