date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,pneumonia,flu how long,fever cough,flu arkansas,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,type b flu,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu type a,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,cdc flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-03-01,9,0,0,0,0,0,0,0,16,0,0,24,0,57,2,7,4,0,0,7,5,0,5,5,14,16,16,0,0,0,0,41,10,10,0,0,0,3,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,28,0,0,7,0,0,7,9,0,13,0,9,9,0,0,0,21,14,0,7,0,7,7,4,8,2,0,0,4,0,39,7,7,13,0,14,27,0,0,0,29
2014-04-01,5,0,0,0,0,17,0,0,0,0,0,0,0,47,7,4,3,0,0,5,4,0,14,5,14,33,0,0,17,0,0,21,0,31,0,0,0,0,0,0,0,8,0,0,8,26,20,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,9,0,9,0,0,0,0,0,29,0,0,0,0,8,0,2,2,2,0,0,0,0,38,0,7,7,0,0,14,0,0,0,88
2014-05-01,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,8,3,0,0,4,2,0,7,5,5,18,0,0,18,0,0,22,0,33,0,0,0,5,0,0,0,9,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,19,10,0,9,0,0,0,0,15,0,0,0,8,8,0,0,2,0,2,0,4,0,36,7,7,0,0,0,15,0,0,0,21
2014-06-01,2,0,0,0,0,0,0,0,42,31,0,0,0,32,0,0,0,0,0,0,1,0,0,0,6,21,0,0,21,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,25
2014-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,3,0,0,3,2,0,0,6,0,0,0,0,0,0,0,13,0,38,0,0,0,3,0,0,0,0,0,0,0,17,25,17,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,29,0,0,8,0,0,0,0,17,0,12
2014-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,0,4,3,0,6,0,6,0,0,0,0,0,0,13,0,12,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,9,0,0,3,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,48
2014-09-01,7,0,0,0,0,0,18,0,0,27,0,27,0,38,6,6,6,0,1,3,6,0,10,5,0,18,0,0,18,0,0,35,0,23,0,0,0,13,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,16,0,0,8,10,20,15,0,0,0,10,10,0,88,0,0,0,0,8,0,2,2,0,0,0,0,0,44,0,7,15,0,0,0,0,0,0,33
2014-10-01,23,31,0,0,0,0,18,18,18,0,0,0,0,50,8,0,12,0,0,16,11,0,15,0,20,18,0,0,18,0,0,34,0,22,0,11,0,67,0,0,0,0,9,9,9,14,14,14,0,0,0,12,12,0,0,0,0,0,0,0,31,19,24,82,10,10,0,0,19,0,47,0,0,0,8,32,0,5,3,2,9,0,5,0,36,7,15,11,0,0,15,0,15,0,32
2014-11-01,16,0,0,0,0,0,0,0,0,0,0,27,0,42,11,3,10,0,0,11,7,0,21,8,10,19,0,0,19,0,0,35,12,46,0,0,0,47,0,0,0,0,9,9,0,15,15,15,0,0,0,0,13,0,33,0,0,8,8,8,8,10,30,60,0,0,0,0,10,0,33,32,0,0,8,8,0,5,2,0,0,0,0,0,49,0,23,0,8,16,0,0,16,0,11
2014-12-01,25,0,0,0,0,0,0,36,0,0,0,82,27,79,26,10,8,0,0,31,28,0,49,10,26,37,0,0,18,23,0,81,11,34,0,23,23,26,0,0,5,18,37,0,9,15,37,15,0,13,0,32,0,32,32,32,32,8,0,0,24,30,15,15,35,44,0,0,20,0,40,0,16,0,0,25,0,12,38,2,8,5,21,0,69,0,22,30,15,30,31,0,15,11,65
2015-01-01,35,0,46,0,0,0,17,0,26,26,0,38,51,65,45,3,18,0,0,41,27,0,83,19,39,61,0,0,35,11,0,66,16,11,0,0,22,11,0,0,3,9,26,0,9,28,28,28,0,12,0,36,0,0,0,30,31,0,0,23,23,66,0,9,0,56,0,9,47,0,23,0,15,8,12,20,12,12,60,0,7,4,26,0,72,7,7,11,21,29,22,0,29,10,62
2015-02-01,18,0,0,0,0,18,18,0,27,0,0,0,0,73,14,0,8,0,0,22,26,0,26,5,36,37,0,0,28,0,0,35,35,11,0,11,0,4,0,0,0,0,19,0,9,22,67,0,0,0,0,13,13,0,0,0,0,33,0,0,16,10,10,20,10,30,0,0,35,0,32,16,16,0,0,29,0,10,41,2,2,0,14,0,70,8,8,42,8,31,31,0,16,0,22
2015-03-01,11,33,0,0,0,0,0,0,0,28,0,28,0,51,10,3,9,0,0,11,6,0,18,8,10,0,19,0,0,0,0,30,24,58,0,12,0,0,0,0,0,0,9,0,9,15,68,0,0,13,0,0,0,33,0,33,0,8,0,8,8,10,10,20,0,25,0,0,0,0,24,0,0,0,25,13,8,2,13,2,0,0,12,0,52,8,11,11,15,0,0,0,0,0,56
2015-04-01,8,0,32,0,0,0,0,18,18,27,0,0,0,46,3,3,6,0,0,9,6,0,5,0,5,18,0,0,0,12,0,12,0,23,0,0,0,2,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,10,0,32,0,0,0,8,8,0,5,5,0,0,0,5,0,55,0,15,7,0,15,0,0,0,0,65
2015-05-01,3,0,0,0,0,0,0,19,19,28,0,0,0,35,0,3,6,0,0,0,3,0,0,5,16,0,0,0,0,12,0,24,0,24,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,13,0,0,13,0,0,33,0,0,0,0,8,0,10,0,10,10,0,0,0,0,25,17,0,0,9,9,9,2,2,0,0,0,5,0,43,8,8,8,0,16,16,0,0,0,23
2015-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,6,0,0,1,1,0,6,0,6,21,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,18,18,0,0,9,0,0,0,0,0,0,0,5,0,21,8,0,0,0,0,0,0,0,0,37
2015-07-01,5,0,0,0,0,0,0,0,0,30,0,0,0,40,0,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,26,0,25,0,12,0,3,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,71,0,0,0,0,0,9,11,0,11,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,3,0,0,0,23,8,0,0,0,0,17,0,0,0,49
2015-08-01,3,0,0,0,0,0,0,0,29,0,0,0,0,43,3,3,0,0,1,3,4,0,5,5,5,0,0,0,0,0,0,25,0,48,0,0,0,5,0,0,0,0,0,0,0,16,71,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,11,11,0,0,0,0,0,34,0,0,9,9,9,0,3,3,0,5,0,0,0,22,0,8,0,0,0,0,0,0,0,35
2015-09-01,11,0,0,0,0,0,0,0,18,0,0,0,0,42,3,0,16,0,0,6,3,0,5,0,7,18,0,0,18,0,0,11,11,44,0,0,0,9,0,0,0,9,0,9,9,14,22,0,0,0,0,25,0,31,0,0,0,16,0,0,8,10,10,39,0,0,0,0,10,0,47,31,0,0,8,8,0,3,2,0,5,0,0,0,50,7,7,18,0,15,0,0,0,0,21
2015-10-01,18,0,0,0,0,0,0,14,43,0,0,0,0,54,10,3,7,0,0,15,7,0,18,4,16,0,0,0,0,0,0,23,0,18,0,0,0,64,2,0,0,0,7,7,0,23,29,0,0,0,10,15,10,25,25,0,0,6,0,0,6,8,8,90,8,8,8,0,8,0,44,0,0,0,6,7,0,2,2,0,6,0,4,0,35,9,9,12,0,0,0,0,12,0,34
2015-11-01,13,0,0,0,0,14,0,0,0,20,0,0,20,55,0,2,6,0,0,7,7,0,0,4,17,35,0,0,28,0,0,22,0,43,0,0,0,29,0,0,0,7,0,0,0,17,22,0,0,0,10,10,10,0,24,0,0,0,0,0,18,8,8,45,7,0,7,0,11,0,54,0,12,0,0,19,6,3,4,0,2,0,0,0,53,11,0,17,11,12,0,0,12,0,42
2015-12-01,12,0,23,0,0,0,0,26,0,0,0,0,0,59,10,8,4,0,0,10,8,0,19,4,22,54,0,0,0,8,0,34,0,17,0,0,0,10,0,0,2,0,0,0,20,0,27,11,0,0,0,14,9,23,23,0,0,6,0,0,12,7,7,29,0,11,0,0,11,0,17,0,0,0,0,12,0,3,5,0,3,0,5,0,54,16,5,0,5,17,0,0,0,0,56
2016-01-01,9,0,0,0,0,0,0,0,23,0,0,17,0,56,7,5,3,0,1,6,7,0,13,3,10,23,0,0,0,0,0,40,7,21,0,0,7,6,0,0,0,0,0,0,6,9,60,0,0,0,0,16,0,0,20,0,0,5,0,5,0,12,6,6,0,6,0,0,9,0,45,10,10,0,5,10,0,2,7,0,1,0,3,0,39,9,9,0,5,10,0,0,10,7,41
2016-02-01,11,0,0,0,0,11,0,11,11,17,0,17,0,63,2,9,5,0,0,9,7,0,3,3,16,17,0,0,0,0,0,25,0,28,0,0,21,4,0,0,0,6,6,6,0,9,50,0,0,0,0,0,8,0,59,0,0,10,0,0,10,12,12,6,6,9,0,6,18,0,44,10,10,0,5,8,0,1,6,0,0,3,4,0,61,9,5,14,5,19,0,0,0,13,20
2016-03-01,11,0,0,0,0,21,0,11,11,0,0,0,31,51,10,2,5,0,0,12,8,0,19,3,10,11,11,0,11,0,0,17,17,33,0,0,7,3,0,0,0,0,0,0,16,9,30,17,0,0,0,29,7,0,19,0,0,9,0,9,14,12,9,6,0,9,0,0,6,0,37,18,0,0,5,14,0,4,10,3,1,0,4,0,50,4,0,7,4,27,18,0,9,0,6
2016-04-01,7,0,0,0,0,0,0,0,0,17,0,17,0,48,6,2,2,0,0,10,9,0,11,0,16,23,0,0,0,0,0,15,0,29,7,0,0,3,0,0,0,6,6,0,6,19,37,0,0,0,0,8,8,20,20,0,0,21,0,5,0,13,0,6,13,6,0,0,6,0,46,10,10,0,5,16,0,3,5,0,1,3,3,0,38,7,10,0,0,10,0,0,10,0,35
2016-05-01,6,0,0,0,0,0,0,0,0,16,0,17,0,40,2,2,3,0,0,6,5,0,3,3,9,11,0,0,0,0,0,14,0,14,0,7,0,3,0,0,0,6,0,0,0,18,45,0,0,0,0,0,8,0,20,0,0,0,0,0,5,6,6,0,12,0,0,0,6,0,19,0,0,0,0,5,0,3,5,1,0,0,0,0,41,0,5,5,0,0,0,0,0,0,27
2016-06-01,4,0,22,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,2,6,0,0,0,5,0,0,0,0,0,0,23,0,23,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,0,0,11,0,0,16,7,13,0,0,0,0,0,0,0,32,0,0,0,0,14,0,0,0,0,0,0,0,0,28,5,8,0,0,10,0,0,0,0,7
2016-07-01,4,0,21,0,0,0,0,0,12,18,0,0,0,31,5,4,0,0,0,3,6,0,9,0,3,12,0,0,0,0,0,23,0,8,0,0,0,3,0,0,0,0,0,0,0,15,24,0,0,0,0,8,0,0,21,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,37,0,0,0,0,5,0,0,0,0,0,0,0,0,23,5,5,0,0,10,0,0,0,0,36
2016-08-01,5,0,0,0,0,0,0,0,12,17,0,0,0,25,0,2,2,0,0,2,3,0,0,0,0,18,0,0,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,9,28,9,0,0,0,0,0,0,21,0,0,0,0,0,5,6,0,10,0,0,0,0,0,0,31,10,0,0,0,5,0,0,2,0,5,0,0,0,21,0,0,0,0,10,0,0,0,0,7
2016-09-01,8,0,0,0,0,0,0,0,21,48,0,16,16,68,2,8,6,0,0,7,5,0,5,0,9,11,0,0,11,0,0,21,0,40,0,0,0,17,0,0,0,5,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,32,0,6,0,0,0,9,52,9,0,0,0,12,5,1,1,0,3,0,3,0,44,0,4,9,4,9,0,0,0,0,52
2016-10-01,16,0,19,0,0,0,0,0,33,0,0,0,0,43,4,2,8,0,0,6,8,0,8,0,6,22,0,0,11,0,0,17,0,41,0,0,0,51,0,0,0,0,0,11,0,9,27,0,0,0,8,8,8,0,39,0,0,15,0,0,5,0,12,56,6,0,0,6,0,10,58,0,0,0,5,10,0,3,1,0,3,0,0,0,33,4,13,9,0,19,0,0,0,0,46
2016-11-01,10,0,0,0,0,0,0,0,11,16,0,0,0,60,3,3,3,0,0,6,9,0,6,0,14,17,0,0,0,7,0,18,0,34,0,0,0,30,0,0,0,0,0,0,6,9,31,0,0,0,0,8,8,0,0,0,0,10,0,0,20,6,6,12,0,0,0,6,6,0,43,0,0,0,0,13,0,3,4,0,1,0,0,0,52,5,5,7,5,9,9,0,9,0,60
2016-12-01,9,0,39,0,0,0,0,0,0,0,0,16,0,63,8,3,3,0,0,11,10,0,14,3,3,78,0,0,11,0,0,14,0,20,0,0,7,8,0,0,0,6,11,0,6,13,22,0,0,0,8,8,0,19,19,0,0,0,0,5,0,12,6,15,6,12,0,0,6,19,24,0,0,5,5,0,0,1,6,0,3,0,6,0,60,5,7,5,4,14,0,0,9,0,33
2017-01-01,12,0,18,0,0,0,10,0,0,15,0,23,15,81,17,5,5,0,0,12,15,0,32,7,20,21,10,0,10,13,0,29,0,13,6,0,13,10,0,0,0,5,5,0,5,17,21,17,0,0,0,14,7,36,45,0,0,5,0,14,18,11,6,11,6,17,6,0,8,0,27,13,18,0,0,23,0,6,7,1,3,3,8,0,51,4,6,4,0,13,0,0,17,0,56
2017-02-01,33,0,19,0,0,11,11,11,21,16,0,48,16,64,20,9,10,0,0,40,34,0,37,8,37,60,11,0,11,10,0,55,21,27,7,20,7,7,0,0,1,16,5,11,11,18,79,22,0,23,0,30,15,0,38,57,0,24,0,24,19,24,12,9,12,41,6,12,15,14,62,19,19,5,5,22,5,11,35,3,3,3,19,0,83,4,27,16,9,27,18,0,9,0,46
2017-03-01,14,17,17,0,0,10,19,10,15,14,0,36,0,50,14,10,3,0,0,16,14,0,26,5,15,20,0,0,20,9,0,40,16,43,0,0,12,6,0,0,0,10,15,10,0,8,28,20,0,7,7,17,0,0,35,17,0,0,0,9,13,13,5,8,16,16,0,0,8,9,34,0,13,0,4,20,4,5,22,1,1,2,7,0,62,10,4,20,0,16,8,0,16,0,23
2017-04-01,7,0,0,0,0,0,0,0,0,16,0,16,0,48,4,6,3,0,0,6,5,0,7,3,16,37,11,0,0,13,0,26,7,19,0,0,6,1,0,0,1,0,0,5,5,8,25,8,0,0,0,18,0,0,37,0,18,9,0,0,14,6,6,6,0,17,0,0,6,0,32,0,0,0,5,14,0,6,5,0,0,0,8,0,53,9,6,9,0,0,9,0,0,0,63
2017-05-01,2,0,0,0,0,0,0,0,0,32,0,16,0,39,3,4,2,0,0,1,2,0,6,0,5,0,0,0,0,0,0,24,0,27,0,0,0,4,0,0,1,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,6,9,12,0,0,0,0,42,0,0,5,0,7,0,0,3,0,0,0,5,0,38,0,4,4,0,0,9,0,0,0,32
2017-06-01,3,0,21,0,0,0,0,0,0,0,0,0,0,36,2,4,0,0,0,2,5,0,3,3,7,12,0,0,0,0,0,15,8,37,0,7,0,2,2,0,0,0,0,0,0,10,67,0,0,0,0,0,0,0,21,0,0,5,0,0,5,0,0,6,0,6,0,0,0,0,16,10,0,0,5,5,5,0,2,0,0,0,3,0,39,5,7,0,0,10,0,0,0,0,21
2017-07-01,2,0,0,0,0,12,0,0,12,0,0,0,0,37,0,2,2,0,0,2,0,0,0,0,3,24,0,0,0,0,0,22,0,29,0,0,0,3,0,0,0,0,0,0,0,9,33,0,0,0,0,8,8,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,0,2,0,0,0,36,5,10,0,0,10,0,0,0,0,21
2017-08-01,4,0,0,0,0,0,0,10,10,16,0,16,0,38,5,3,2,0,0,1,1,0,9,3,9,16,0,0,0,0,0,20,0,6,0,0,0,3,0,0,0,0,0,5,0,8,25,0,0,0,0,15,0,0,18,0,0,0,0,0,0,0,6,11,0,11,0,0,6,0,18,0,0,0,7,5,5,1,1,0,2,0,5,0,36,0,4,9,0,26,0,0,0,0,38
2017-09-01,8,0,0,0,0,10,0,10,21,47,0,0,0,49,6,3,5,0,1,9,4,0,10,0,3,16,0,0,0,7,0,27,0,7,7,0,0,23,0,0,0,5,0,0,5,13,42,0,0,0,0,0,7,18,36,0,0,9,0,5,5,9,6,34,0,0,0,0,6,0,14,9,0,0,0,7,0,1,1,0,1,0,0,0,45,4,6,9,4,9,0,0,9,0,56
2017-10-01,17,0,35,0,0,0,0,0,20,30,0,0,0,47,11,5,6,0,0,17,8,0,20,3,10,35,0,0,0,6,0,32,0,37,6,0,6,62,2,0,1,0,10,0,0,8,24,8,0,0,0,14,0,0,0,0,0,4,4,4,9,5,0,73,8,11,0,0,5,0,48,9,9,0,4,16,0,4,5,0,3,5,5,0,58,8,0,10,0,8,8,0,8,6,18
2017-11-01,20,0,34,0,0,0,10,0,14,22,0,14,14,72,9,4,6,0,0,15,14,0,16,3,14,44,0,0,10,6,0,28,6,24,0,0,6,44,1,0,1,15,5,5,5,20,59,8,0,0,0,14,7,34,17,0,0,0,4,17,9,11,10,45,13,0,0,0,16,0,38,9,9,0,4,11,0,4,11,1,3,2,0,0,67,6,10,24,4,8,8,0,8,12,41
2017-12-01,44,0,17,0,0,0,10,29,10,36,0,14,21,82,32,6,12,0,0,48,31,0,60,4,31,34,10,0,10,6,0,76,12,18,0,6,12,28,1,0,4,0,53,24,10,23,43,19,0,0,7,30,17,17,34,0,0,4,0,30,34,26,5,26,5,89,0,8,31,0,38,25,21,0,4,31,4,7,50,0,3,5,42,0,72,6,6,20,16,41,16,0,28,6,64
2018-01-01,100,16,40,0,0,9,9,22,89,33,0,47,13,100,50,12,53,0,0,100,89,0,92,19,100,54,14,0,18,20,0,86,100,39,28,39,34,38,74,0,6,9,100,27,18,11,58,25,0,19,6,100,19,16,16,48,16,16,12,40,100,42,10,49,20,100,5,12,68,32,59,32,16,8,4,100,24,18,100,2,7,9,47,0,89,22,4,63,100,91,46,0,46,22,65
2018-02-01,79,0,50,0,0,9,0,9,89,14,0,21,14,83,51,9,44,0,0,85,82,0,94,13,93,53,10,0,33,21,0,81,81,24,29,41,18,22,71,0,0,24,81,5,14,15,34,15,0,0,7,92,33,58,17,0,17,25,8,51,80,36,10,28,36,82,0,21,57,0,58,12,21,6,6,97,13,13,97,1,9,7,39,0,55,19,4,45,47,100,24,0,32,6,68
2018-03-01,13,0,16,0,0,0,0,9,36,27,0,14,14,56,8,3,11,0,0,13,15,0,14,3,14,18,0,0,28,9,0,29,15,11,6,0,0,2,12,0,0,5,28,0,0,7,37,7,0,6,0,19,6,0,48,16,0,8,4,0,8,7,15,15,0,12,5,10,7,0,24,8,0,4,0,12,0,2,13,1,4,0,6,0,65,4,4,4,4,12,0,0,8,0,44
2018-04-01,8,0,0,0,0,0,0,0,18,21,0,0,0,46,4,4,9,0,0,6,3,0,7,3,9,19,9,0,9,0,0,18,6,17,6,0,6,5,4,0,0,0,0,0,0,7,11,7,0,6,0,6,6,0,16,16,0,8,0,0,4,5,0,5,5,5,0,5,5,8,32,8,0,0,4,6,4,2,1,0,1,0,2,0,59,15,15,11,4,23,8,0,8,0,50
2018-05-01,4,0,0,0,0,0,0,0,10,0,0,0,0,32,3,3,0,0,0,1,4,0,5,0,4,15,0,0,0,0,0,28,0,24,0,0,0,4,4,0,0,0,0,0,0,16,39,0,0,0,0,7,13,0,17,0,0,0,0,4,9,8,0,10,0,0,0,0,5,0,25,0,0,0,4,9,0,0,1,0,1,0,0,0,46,4,4,0,0,8,0,0,0,0,23
2018-06-01,3,0,0,0,0,0,0,0,10,0,0,15,0,34,6,5,3,0,0,1,4,0,12,3,4,21,0,0,10,0,0,10,0,19,0,0,0,2,4,0,0,5,0,0,0,0,33,17,0,7,0,0,0,0,18,18,0,5,0,0,0,6,0,6,6,6,0,0,0,0,18,0,0,0,0,5,0,0,0,0,1,0,3,0,28,11,8,4,8,9,0,0,9,0,31
2018-07-01,5,0,0,0,0,0,0,0,10,0,0,0,0,31,3,5,2,0,0,2,1,0,6,0,7,20,0,0,10,0,0,16,6,31,0,0,0,3,2,0,0,0,10,0,0,12,32,0,0,0,0,7,0,0,17,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,39,0,0,0,4,18,5,0,1,0,0,0,3,0,21,0,8,0,0,0,0,0,0,0,30
2018-08-01,5,0,0,0,0,0,0,0,24,14,0,14,0,32,1,1,1,0,0,5,1,0,3,0,3,14,0,0,0,0,0,15,6,36,0,0,0,7,2,0,0,0,5,0,10,15,19,8,0,0,0,0,0,0,17,0,0,4,0,0,4,5,0,26,10,5,0,5,0,0,42,0,0,0,4,4,4,1,4,0,2,2,2,0,29,12,4,0,4,12,0,0,0,0,23
2018-09-01,12,0,17,0,0,0,0,0,52,14,0,0,0,47,3,5,8,0,0,12,4,0,5,0,9,24,0,0,10,0,0,15,18,47,0,0,6,31,14,0,0,0,5,5,0,8,15,0,0,7,0,10,7,0,0,17,0,0,0,4,0,5,0,39,5,5,0,5,5,0,58,17,0,0,4,17,0,2,0,0,4,0,2,0,47,8,4,16,6,16,8,0,8,0,40
2018-10-01,28,0,16,0,0,9,0,9,18,0,0,0,0,49,8,3,18,0,0,22,8,0,14,4,8,42,0,0,28,0,0,18,6,46,0,0,0,100,22,0,1,9,0,0,9,15,30,0,0,0,6,26,6,0,0,0,0,0,0,4,8,8,0,100,15,5,0,5,10,0,16,8,16,0,4,17,0,1,1,0,5,0,2,0,48,6,11,15,0,23,8,0,0,0,28
2018-11-01,16,17,33,0,0,9,9,9,9,14,0,28,0,84,6,4,7,0,0,13,16,0,11,3,15,43,0,0,0,0,0,33,0,29,0,12,6,35,9,0,0,5,0,5,0,8,27,19,0,0,7,7,0,33,33,0,0,0,0,0,17,0,5,36,15,15,5,5,5,16,29,8,0,0,0,15,4,4,9,0,4,0,7,0,42,4,4,8,6,28,12,0,12,6,34
2018-12-01,19,0,0,0,0,9,0,0,14,14,0,28,42,68,7,7,7,0,0,14,16,0,13,11,21,48,10,0,10,0,0,30,6,24,0,0,6,12,11,0,2,5,10,0,5,12,54,23,0,7,0,13,0,17,17,17,0,17,0,8,8,13,13,15,10,13,0,15,10,8,46,8,0,0,9,13,0,3,7,1,1,0,6,0,63,12,4,8,10,28,32,0,12,0,34
2019-01-01,23,0,0,0,0,0,9,0,27,20,0,40,26,82,12,8,6,0,0,17,21,0,21,5,29,63,0,0,9,9,0,37,9,22,0,11,6,10,2,0,0,9,36,9,9,11,14,7,0,6,6,22,9,0,32,16,0,0,4,4,12,10,10,15,15,15,0,10,19,8,31,12,8,4,12,16,4,5,20,0,2,0,7,0,59,7,7,9,11,45,7,0,15,0,43
2019-02-01,50,0,33,0,0,0,9,23,28,49,0,35,14,73,38,7,25,0,1,55,48,0,71,12,52,100,10,0,19,15,0,63,30,58,12,23,18,19,7,0,0,5,53,14,5,0,80,15,0,7,7,59,20,25,17,17,17,0,4,33,54,46,0,18,13,64,0,5,23,8,33,16,8,0,0,77,13,4,60,3,7,8,30,0,65,12,6,37,35,44,32,0,12,0,74
2019-03-01,30,16,48,0,0,9,0,18,14,27,0,20,14,67,29,6,15,0,0,33,24,0,54,9,31,37,9,0,18,6,0,52,14,23,6,40,17,9,2,0,1,14,82,14,14,7,40,11,0,6,0,25,6,0,24,16,16,8,0,12,33,32,5,10,22,37,5,5,32,12,32,12,0,4,6,33,4,3,46,2,3,6,17,0,64,15,7,15,26,54,8,0,8,0,43
2019-04-01,9,0,0,0,0,9,0,9,9,14,0,0,14,41,3,6,1,0,0,9,6,0,5,0,14,28,0,0,9,0,0,27,6,23,0,0,0,3,0,0,0,9,9,0,5,23,23,23,0,0,0,7,13,33,0,0,0,12,0,4,12,10,8,10,10,5,0,0,5,0,33,8,8,0,8,11,0,2,5,0,0,0,2,0,62,10,6,8,6,12,8,0,0,6,45
2019-05-01,4,0,16,0,0,0,0,19,19,28,0,0,0,46,4,1,1,0,0,3,3,0,7,0,5,14,0,0,9,0,0,27,0,17,0,0,0,2,2,0,0,5,5,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,0,0,5,0,20,8,8,4,4,4,0,2,2,0,2,0,2,0,43,0,6,8,4,12,8,0,0,0,34
2019-06-01,5,0,0,0,0,0,0,0,20,15,0,0,0,35,5,3,3,0,0,3,3,0,9,0,3,10,0,0,0,6,0,16,6,19,0,13,0,3,0,0,0,5,5,0,0,0,20,8,0,0,0,0,0,0,18,0,0,9,0,0,14,17,5,6,0,0,0,0,5,0,18,9,0,0,0,14,0,1,1,1,0,3,0,0,23,6,4,4,0,9,0,0,0,0,6
2019-07-01,3,0,0,0,0,0,0,10,10,15,0,0,0,43,4,1,0,0,0,1,1,0,7,0,0,20,0,0,0,0,0,22,0,25,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,21,0,0,0,0,4,0,0,0,0,1,0,2,0,27,4,0,4,4,0,8,0,0,0,59
2019-08-01,5,0,0,0,0,0,0,0,18,14,0,0,14,40,4,0,2,0,1,4,1,0,8,3,3,28,0,0,0,0,0,32,0,23,0,11,0,4,0,0,0,5,0,0,0,7,33,7,0,0,0,6,6,0,0,0,0,12,0,4,0,5,0,5,0,0,0,0,5,0,20,0,0,0,8,0,0,1,1,0,0,0,0,0,39,0,4,4,0,16,8,0,8,0,22
2019-09-01,13,0,0,0,0,9,0,0,21,13,0,0,0,46,3,5,6,0,0,10,5,0,5,2,15,35,0,0,9,0,0,30,0,32,0,0,0,36,2,0,0,9,13,4,9,10,45,14,0,0,0,6,6,0,15,0,0,4,4,0,0,5,0,42,5,0,0,7,5,0,45,8,0,0,4,8,4,1,3,0,2,0,0,0,37,4,4,11,11,15,0,0,7,5,31
