date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,michigan flu,flu lasts,the flu,flu symptoms,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,flu in michigan,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2014-07-01,5,0,0,0,0,4,0,0,1,0,0,2,0,0,0,2,30,0,5,5,0,3,4,1,0,2,8,3,5,0,8,0,8,5,38,0,0,0,2,0,0,0,7,0,10,5,23,5,0,0,0,0,5,0,0,1,29,0,0,31,0,0,4,12,1,3,3,0,0,0,0,12,0,27,0,8,5,0,11,0,0,0,0,0,3,25,0,4,0,0,0,7,7,0,0,12,0
2014-08-01,6,0,0,0,0,4,0,0,0,7,2,5,0,0,0,2,33,3,5,7,0,4,4,0,0,0,5,2,5,0,25,8,0,6,56,0,6,0,3,0,0,7,7,0,7,9,14,0,5,6,0,0,6,1,0,0,39,0,21,65,0,2,0,10,3,4,6,3,0,0,6,6,0,34,8,0,0,4,0,0,0,0,11,0,4,40,0,1,2,7,11,11,7,0,0,0,0
2014-09-01,17,0,29,0,0,9,0,0,1,41,3,7,0,1,0,2,44,8,14,13,0,9,8,0,0,0,7,4,14,0,8,0,0,5,32,0,0,0,35,0,0,7,17,13,7,9,31,18,0,5,0,0,16,1,0,2,41,0,10,36,0,2,4,11,2,4,33,3,2,0,0,12,0,35,11,5,5,0,11,4,0,3,7,0,7,54,0,3,6,7,14,7,0,0,35,0,0
2014-10-01,31,0,49,0,0,18,0,0,0,88,4,4,0,0,0,1,58,16,13,26,0,23,10,0,0,3,13,2,13,0,23,8,8,0,52,0,10,1,76,0,0,20,16,7,16,35,13,26,4,15,0,0,10,1,1,2,100,0,20,25,0,2,12,22,4,7,62,4,0,0,6,17,0,70,10,0,10,7,35,3,0,0,13,0,10,55,1,4,5,20,13,36,7,0,11,23,0
2014-11-01,20,0,15,16,15,17,1,1,2,24,0,2,0,0,0,1,56,7,11,11,0,14,10,1,0,4,19,2,10,0,0,9,0,29,52,0,12,0,28,0,0,11,7,7,15,14,62,5,5,9,0,0,17,1,0,1,35,0,22,55,11,1,3,19,3,2,28,4,0,0,6,18,6,49,0,11,9,14,10,0,4,4,11,4,4,58,0,3,6,0,0,15,7,25,13,13,0
2014-12-01,40,16,47,16,0,45,2,1,2,23,4,13,0,1,1,2,67,21,23,29,2,38,30,1,0,12,38,2,23,0,26,21,9,46,58,0,17,1,27,0,0,36,14,40,25,14,63,48,10,28,29,0,37,3,1,1,35,22,11,78,11,5,14,46,12,4,34,6,5,0,6,46,6,61,20,14,49,4,41,8,14,0,7,4,66,75,3,4,6,11,26,40,33,0,38,13,25
2015-01-01,34,0,31,46,0,31,1,0,2,11,2,5,0,1,1,2,60,10,19,31,2,32,36,1,0,7,45,4,19,9,43,8,8,40,57,6,51,1,14,0,0,43,0,18,14,39,44,48,5,34,6,6,51,3,1,1,41,11,17,61,11,5,13,48,8,7,15,4,2,6,6,25,0,63,23,9,20,4,38,4,10,4,7,0,52,70,1,8,4,11,29,33,33,0,25,100,0
2015-02-01,20,0,58,17,0,20,1,1,2,8,0,3,0,1,1,2,61,11,8,12,2,25,16,1,0,7,26,2,8,18,27,9,14,0,37,6,24,1,9,0,0,12,8,12,23,26,41,21,0,9,0,6,9,2,1,1,42,12,0,76,0,4,5,79,6,8,9,5,2,0,7,7,0,64,6,12,27,8,14,4,18,0,0,0,39,65,2,7,4,8,8,27,42,0,13,13,27
2015-03-01,20,15,31,15,0,18,1,1,1,0,4,5,0,1,0,2,53,10,6,16,2,20,13,0,0,4,19,7,6,0,17,9,8,6,63,6,34,0,4,0,0,11,18,14,7,24,43,14,5,8,0,6,0,2,1,1,41,0,0,60,22,9,6,82,9,7,10,4,0,6,6,22,0,40,11,6,23,8,17,0,4,0,7,0,15,57,2,6,4,22,15,22,14,0,25,0,12
2015-04-01,19,0,16,16,0,20,0,0,1,5,8,3,0,2,0,2,53,5,14,14,2,16,11,0,0,2,15,2,14,0,9,18,13,6,48,12,24,0,3,0,0,8,8,0,8,5,15,15,10,6,0,0,12,2,2,2,33,17,12,52,0,3,3,45,3,6,8,5,2,6,0,13,6,48,6,0,6,6,10,4,6,4,12,0,15,62,0,6,5,15,8,46,15,13,0,26,0
2015-05-01,9,0,0,0,17,13,0,0,1,3,3,3,0,0,0,2,42,13,6,20,0,8,7,0,0,2,14,4,6,0,19,0,0,0,37,6,0,0,1,0,0,0,0,8,0,26,32,21,5,0,0,0,9,1,0,1,30,12,12,30,0,2,3,17,4,0,3,0,2,0,7,0,0,22,12,6,6,4,8,4,0,0,4,0,8,42,0,2,4,0,16,12,8,0,0,27,0
2015-06-01,10,0,0,0,0,8,1,0,0,5,0,3,0,0,0,2,34,8,5,18,0,5,6,0,0,2,7,2,5,0,0,0,19,0,31,0,6,0,1,0,0,0,16,0,12,5,16,21,0,0,6,0,31,0,0,3,31,0,12,36,0,1,3,18,3,2,2,2,0,0,0,10,0,37,6,0,0,8,8,4,0,0,4,0,0,29,0,3,3,0,8,16,0,0,14,0,0
2015-07-01,6,0,0,0,0,4,0,0,1,7,3,3,0,0,0,1,39,3,6,9,0,5,5,0,0,2,4,3,6,8,8,0,8,0,26,0,0,0,2,0,0,7,7,7,6,9,39,4,0,5,5,0,5,0,0,1,28,0,10,25,0,0,4,14,1,2,5,0,0,0,0,0,0,65,0,5,0,5,10,3,3,3,3,0,0,28,0,3,2,0,0,13,0,0,0,0,0
2015-08-01,6,0,0,14,0,5,0,0,0,9,2,2,2,0,0,1,36,5,7,10,0,4,5,0,0,0,8,2,7,0,8,0,8,0,15,0,5,0,2,0,0,0,13,13,0,13,30,9,0,0,0,0,5,1,0,1,23,0,10,44,0,2,2,9,3,2,8,0,0,0,5,11,0,38,0,0,10,3,7,5,0,0,0,0,3,37,0,3,2,7,0,13,0,0,11,0,0
2015-09-01,15,0,13,13,0,9,1,0,1,31,2,8,0,0,0,1,51,7,7,18,0,11,7,0,0,2,8,3,7,7,11,0,22,10,54,0,0,0,32,0,0,6,6,6,15,12,46,12,0,5,0,0,15,0,1,3,30,0,14,71,9,2,4,13,2,3,34,3,0,0,5,16,0,52,7,0,10,5,12,3,0,0,6,0,3,47,0,2,4,0,9,6,0,0,0,11,0
2015-10-01,27,0,25,0,0,12,0,0,0,74,2,5,0,0,0,3,61,5,14,12,0,20,9,0,0,2,15,3,14,0,10,0,0,9,69,0,5,0,76,0,0,20,6,14,9,12,42,8,0,16,0,5,9,1,0,1,42,9,18,40,0,2,6,18,2,6,56,7,3,0,0,10,5,57,9,7,18,6,17,0,3,3,3,0,6,58,1,6,4,12,12,20,12,0,40,30,0
2015-11-01,19,0,13,0,0,9,0,1,1,39,4,2,0,0,0,2,58,10,10,10,2,15,10,1,0,2,8,3,10,0,7,0,7,5,77,0,19,0,34,0,0,0,9,0,6,8,49,8,0,0,5,0,5,1,0,1,35,9,14,65,0,3,10,20,5,3,23,3,2,0,0,10,0,56,12,5,12,6,29,3,0,0,3,0,3,59,1,4,3,0,15,18,9,0,32,32,21
2015-12-01,18,0,24,12,12,11,0,0,1,13,0,4,0,0,0,1,61,9,10,8,0,17,13,0,0,3,11,1,10,0,20,7,27,14,50,14,5,0,17,0,0,14,8,6,17,42,38,15,11,11,0,4,20,0,1,1,28,0,26,30,13,2,8,41,3,3,11,1,0,0,10,12,0,56,4,13,23,9,24,3,6,0,0,3,20,66,1,5,6,9,6,23,28,0,10,39,0
2016-01-01,20,31,26,11,0,11,0,1,2,8,0,7,0,1,1,2,61,9,16,16,1,15,11,0,0,3,12,9,16,0,17,11,6,20,98,4,12,0,9,0,0,7,12,5,10,16,55,16,6,6,4,0,6,2,1,1,32,0,15,26,7,3,6,54,4,2,10,4,1,0,8,21,8,70,12,0,14,9,17,4,3,0,7,2,7,57,0,7,3,10,15,22,20,0,9,26,0
2016-02-01,24,11,21,11,0,26,0,1,1,7,3,12,2,0,1,2,65,17,15,13,1,26,20,1,0,5,16,5,15,0,6,0,0,16,56,4,16,0,10,0,0,10,12,32,15,13,54,23,7,8,0,4,12,4,1,1,42,15,8,65,0,3,14,73,6,6,11,5,0,0,0,11,0,88,8,10,22,7,41,5,7,8,13,0,28,69,1,7,4,10,10,18,18,0,17,35,9
2016-03-01,24,0,35,10,0,40,1,1,1,4,4,12,0,1,1,2,60,23,12,18,0,24,18,0,0,2,15,4,12,5,22,19,8,19,60,11,4,0,7,0,0,14,5,21,23,28,49,25,12,11,7,4,26,2,0,2,33,7,11,28,11,7,12,58,10,5,6,9,1,0,6,14,0,70,4,13,35,6,36,7,11,5,5,2,45,66,1,4,7,12,5,42,23,16,0,24,8
2016-04-01,14,0,16,0,0,18,1,0,0,2,2,3,2,0,0,2,49,10,7,8,0,16,9,0,0,3,10,6,6,0,6,6,9,4,62,0,8,3,4,0,0,10,17,5,10,16,43,7,3,8,4,4,8,2,1,1,28,0,8,30,8,3,5,32,5,5,4,1,2,0,4,8,0,78,10,4,8,7,13,0,5,3,15,0,5,54,0,3,3,5,12,15,12,0,17,0,17
2016-05-01,11,0,31,10,0,9,0,0,0,2,3,2,0,0,0,2,36,12,3,5,3,10,7,1,0,0,5,1,3,0,0,12,12,0,50,4,4,0,2,0,0,5,15,10,10,29,59,3,3,4,0,0,8,1,0,1,31,0,7,26,7,5,4,30,3,3,4,4,0,0,0,8,0,70,0,4,10,5,12,0,3,2,2,2,12,43,1,2,5,10,0,12,5,0,0,17,0
2016-06-01,7,0,11,0,0,4,0,0,1,2,2,3,0,0,0,1,30,7,3,3,0,5,4,0,0,0,7,0,3,0,0,6,0,4,43,0,0,0,2,0,0,5,5,5,0,16,39,0,0,4,0,0,15,0,0,0,30,8,15,15,0,1,1,15,1,2,4,1,0,4,0,4,0,43,8,4,6,4,4,0,3,2,2,0,0,26,0,2,1,5,10,10,0,0,9,0,0
2016-07-01,5,0,11,0,0,5,0,0,0,4,2,3,0,0,0,1,30,7,1,4,0,4,3,0,0,1,5,1,1,0,0,0,0,4,45,0,4,0,1,0,0,10,15,8,5,7,41,3,0,8,0,0,8,1,0,1,26,0,8,23,0,2,1,12,2,1,4,1,0,0,0,4,0,45,0,0,0,3,4,0,0,3,3,3,8,29,0,1,1,0,0,5,0,0,18,0,9
2016-08-01,7,0,0,0,0,4,0,0,0,6,2,6,0,0,0,1,31,5,4,5,1,4,4,0,0,3,6,3,4,0,6,0,0,4,26,4,0,0,5,0,0,0,0,5,8,7,33,11,0,0,0,0,4,0,1,1,32,0,12,8,0,1,4,12,1,7,7,2,0,0,0,16,0,52,4,0,4,3,12,0,3,0,0,0,0,22,0,2,2,0,5,0,0,0,9,9,0
2016-09-01,17,0,0,0,0,8,0,0,0,39,2,2,0,1,0,1,66,5,13,11,0,11,7,1,0,2,5,2,13,0,0,0,0,12,49,8,0,0,40,0,0,5,10,13,5,10,48,14,10,4,4,0,8,1,0,1,33,0,8,67,0,2,2,15,3,2,27,4,1,0,7,11,0,51,4,8,4,4,5,0,0,0,5,3,5,37,0,2,2,0,5,26,8,0,18,9,0
2016-10-01,24,0,10,15,10,11,0,0,1,51,3,5,0,0,0,1,61,7,14,11,1,17,7,0,0,1,10,2,14,6,8,0,6,15,37,0,4,1,61,0,0,9,7,28,7,19,38,6,0,7,4,4,15,1,0,1,33,7,0,22,0,3,8,15,3,5,37,4,1,0,4,6,0,49,4,8,7,9,23,5,4,2,2,0,5,61,1,2,4,10,5,19,19,0,0,8,8
2016-11-01,17,0,10,0,0,9,0,0,0,32,2,4,0,0,0,1,56,12,7,11,0,15,9,0,0,2,6,2,7,0,11,6,0,15,60,0,0,0,35,0,0,5,9,21,5,13,41,6,0,4,0,0,7,0,1,1,27,0,11,36,7,3,6,27,3,5,16,4,0,0,4,14,4,79,9,4,9,3,18,3,3,0,10,0,10,62,0,4,4,5,12,17,7,0,8,16,8
2016-12-01,22,20,15,15,10,11,0,0,1,14,2,8,0,1,0,2,61,12,17,12,1,21,12,0,0,5,9,3,17,5,8,16,0,7,36,0,11,1,17,0,0,14,0,14,21,12,27,9,3,11,4,4,14,1,1,1,26,7,14,28,7,4,7,67,6,3,11,2,5,0,6,21,8,55,11,7,18,7,21,4,12,0,7,2,26,63,1,7,3,12,14,32,11,0,32,8,24
2017-01-01,27,9,27,18,0,18,0,1,0,10,4,3,0,0,1,1,66,10,25,13,1,29,17,0,0,4,21,3,24,5,20,13,5,7,69,7,17,0,15,0,0,6,15,15,17,14,25,11,11,5,3,7,20,1,1,1,31,13,10,52,6,5,7,91,9,4,15,5,1,4,11,15,9,78,10,5,29,2,20,2,6,0,11,4,30,69,1,7,4,9,13,54,30,0,7,22,0
2017-02-01,38,20,60,30,10,58,1,0,1,9,6,5,0,1,0,1,73,20,26,22,0,42,23,0,0,7,23,5,25,0,16,14,11,26,56,7,19,1,13,0,0,16,32,9,23,19,68,25,12,13,9,4,49,3,1,2,35,14,14,71,7,14,15,94,16,5,12,7,5,8,10,20,8,100,18,7,43,6,44,5,16,5,5,7,33,85,1,9,4,19,24,65,33,0,16,49,24
2017-03-01,25,0,32,18,28,51,1,0,1,4,4,4,1,0,0,2,73,16,13,13,0,29,15,0,0,6,22,5,13,5,5,20,5,17,90,10,24,1,10,0,0,30,11,17,19,23,72,20,9,24,8,3,19,2,1,1,35,16,13,39,0,8,12,80,12,2,11,6,3,4,0,28,11,67,7,9,27,9,35,2,11,2,4,4,31,75,0,7,5,4,9,39,30,8,15,15,15
2017-04-01,15,10,0,0,0,23,1,0,1,2,2,5,0,0,0,2,48,8,9,9,1,17,8,0,0,2,16,3,9,0,11,5,5,22,74,4,4,0,4,0,0,9,5,5,5,19,34,25,3,7,0,0,11,2,1,2,31,7,0,32,7,4,4,39,6,1,5,4,1,0,8,16,0,63,9,6,15,7,12,5,7,0,0,5,10,44,0,5,2,5,12,23,12,8,16,16,0
2017-05-01,8,0,10,0,0,9,1,0,0,2,2,4,0,0,0,1,39,7,4,5,0,7,3,0,0,1,8,3,4,0,6,0,5,7,63,0,4,0,1,0,0,0,5,7,5,6,9,0,0,0,0,0,18,1,0,1,28,0,0,32,0,1,3,23,1,5,3,3,0,0,4,6,0,48,4,4,7,2,7,0,2,2,2,0,9,39,0,2,4,0,5,16,5,0,8,0,0
2017-06-01,7,0,10,10,0,5,0,0,0,2,2,3,0,0,0,2,32,6,4,3,0,6,2,0,0,1,4,1,4,0,0,0,6,4,62,0,8,1,3,0,0,5,5,0,5,10,45,6,3,4,0,4,9,1,0,1,28,0,11,18,0,1,2,16,3,1,9,1,0,0,8,4,0,33,0,4,4,3,6,0,0,0,5,0,5,29,0,1,1,0,0,19,5,0,0,0,8
2017-07-01,6,0,10,0,0,4,0,0,0,2,2,5,0,0,0,2,30,6,3,3,0,5,3,0,0,2,4,3,2,6,11,0,6,4,45,4,4,0,1,0,0,0,0,5,5,3,19,0,0,0,0,0,7,1,0,1,28,0,11,58,7,0,3,12,2,3,3,2,0,0,0,6,4,49,4,4,6,5,9,5,3,0,2,0,0,27,0,3,1,0,5,5,14,0,0,0,8
2017-08-01,8,0,0,0,0,5,0,0,0,5,2,2,0,0,0,1,30,8,10,4,0,6,4,0,0,0,2,1,10,0,0,0,11,0,58,0,4,0,11,0,0,0,5,5,9,9,33,0,6,0,4,4,7,1,1,1,27,0,7,24,7,1,2,18,3,3,12,1,1,0,4,8,8,51,4,4,4,7,6,0,0,0,7,0,2,26,0,3,1,0,5,14,5,8,0,8,0
2017-09-01,18,0,10,10,10,9,0,0,1,31,3,5,0,0,0,2,43,9,10,14,0,12,6,0,0,1,8,3,10,0,5,5,5,7,73,0,11,0,38,0,0,9,9,11,5,12,37,9,0,7,0,0,4,0,0,1,28,7,18,53,0,0,5,17,1,2,34,1,0,0,4,12,0,79,11,4,5,6,13,0,2,0,12,0,2,53,0,2,3,5,14,18,5,0,8,0,0
2017-10-01,26,0,19,9,0,14,0,0,0,57,6,4,0,0,0,1,51,8,14,16,0,16,9,0,0,1,11,1,14,0,21,5,5,0,45,3,10,0,78,1,0,9,9,20,7,12,49,9,0,7,0,3,15,1,1,1,34,7,7,56,10,2,5,22,3,2,45,1,1,0,4,6,4,66,7,0,7,12,14,5,5,0,11,0,2,54,0,3,2,9,9,15,13,0,15,15,0
2017-11-01,22,0,15,0,10,14,0,0,0,27,2,3,0,0,0,1,53,11,17,15,1,19,12,0,0,2,11,1,17,0,11,5,11,4,72,0,22,1,39,1,0,18,14,5,16,9,31,18,0,14,4,0,20,1,1,1,33,7,18,45,7,3,8,41,3,3,30,5,1,0,12,12,4,66,13,5,11,7,23,2,2,0,7,9,14,64,0,9,2,5,16,23,9,8,8,8,8
2017-12-01,31,0,25,20,0,26,0,1,1,28,5,6,3,0,0,2,65,14,22,15,1,29,21,1,0,6,17,2,21,6,6,6,11,22,45,0,7,1,29,1,0,24,16,16,12,9,63,13,19,18,11,0,22,2,1,2,47,14,11,47,11,5,13,81,9,5,23,6,1,8,8,16,4,71,17,11,28,5,36,5,18,0,7,5,29,81,1,6,4,17,21,35,21,8,16,24,8
2018-01-01,100,10,81,24,14,100,2,0,3,33,4,9,0,1,1,4,88,30,32,100,1,100,88,1,0,17,97,5,32,10,50,23,10,39,70,32,67,3,54,91,0,91,33,49,46,30,92,89,27,71,24,14,85,4,3,2,43,24,24,74,24,23,35,100,30,7,44,18,3,6,13,100,9,85,37,11,65,11,100,15,33,5,5,14,97,95,2,10,5,96,47,100,76,0,92,77,23
2018-02-01,89,21,74,26,10,99,2,1,2,22,8,7,3,1,0,3,76,28,36,68,2,94,79,1,0,22,100,5,35,6,52,23,12,62,81,15,58,3,33,72,0,100,51,41,41,29,82,88,33,78,23,8,100,4,2,2,54,15,19,67,15,13,30,85,19,5,42,19,4,8,27,75,4,97,41,8,72,10,88,7,29,7,5,5,100,80,2,13,3,91,52,74,54,0,93,76,25
2018-03-01,32,14,38,29,10,52,2,0,1,4,2,5,0,0,0,1,61,20,24,17,1,34,23,0,0,5,21,2,24,0,13,11,11,14,32,7,21,2,10,16,0,22,11,33,7,21,47,15,21,17,5,0,30,2,1,2,50,17,7,72,13,6,17,59,10,2,12,11,0,4,11,36,4,89,16,4,41,7,49,6,12,5,9,2,59,65,1,7,3,13,20,45,25,8,8,55,8
2018-04-01,20,0,10,0,0,29,1,0,1,2,2,2,0,0,0,1,52,9,11,13,0,22,14,0,0,4,14,1,11,0,17,11,6,8,60,8,19,0,4,12,0,24,5,14,14,6,32,9,3,19,6,0,15,1,1,1,42,14,7,43,7,8,10,49,10,2,6,2,1,0,8,10,0,64,8,9,23,3,28,3,11,7,5,2,24,59,1,4,2,7,10,24,9,16,8,16,16
2018-05-01,10,0,10,10,0,13,0,0,0,5,2,6,0,0,0,1,41,13,6,5,1,9,5,0,0,0,8,2,6,0,0,0,6,19,52,4,15,0,3,5,0,7,5,5,9,13,50,3,3,6,4,4,7,1,0,1,29,0,0,29,0,3,3,27,6,1,8,3,0,4,4,8,0,47,7,0,11,6,10,0,0,0,5,0,7,35,1,3,1,9,9,7,5,0,0,8,16
2018-06-01,7,0,21,10,0,4,0,0,0,2,2,4,0,0,0,1,36,8,4,7,0,5,4,0,0,0,4,5,4,0,0,0,6,8,42,0,0,0,2,1,0,0,5,5,5,13,38,13,3,0,0,6,8,1,0,1,31,0,11,29,0,1,2,17,1,1,4,0,0,0,0,8,0,56,4,0,6,3,5,3,5,2,10,0,5,38,0,1,2,5,5,5,5,0,8,0,8
2018-07-01,8,0,10,0,0,10,0,0,0,2,2,4,0,0,0,1,35,8,4,6,0,5,5,0,0,1,5,6,4,0,5,0,8,4,37,0,0,0,2,4,0,0,5,5,5,15,49,15,0,0,0,0,7,0,0,1,26,0,7,28,7,1,2,17,2,10,5,3,0,0,0,0,4,46,0,4,0,5,6,5,0,0,7,0,2,29,1,1,1,9,0,9,7,0,8,8,0
2018-08-01,12,0,10,10,10,14,0,0,0,11,2,2,0,0,0,1,30,6,6,21,0,7,6,0,0,4,9,2,6,0,0,0,6,4,30,0,19,1,13,6,0,5,9,5,9,16,31,19,3,4,0,0,11,1,0,2,32,0,7,32,0,0,6,16,1,15,18,3,1,0,8,12,4,43,15,0,4,5,16,0,0,0,5,0,7,23,0,2,2,5,19,12,0,0,0,0,0
2018-09-01,22,0,0,0,10,9,0,0,1,34,3,3,0,0,0,1,46,6,19,17,0,16,9,0,0,5,6,5,19,0,6,0,6,4,49,0,8,0,48,19,0,9,14,17,9,16,41,6,0,7,11,4,13,1,1,2,30,0,15,36,7,3,3,19,3,4,35,2,4,0,4,10,4,68,8,4,8,4,8,3,4,5,0,0,5,52,1,3,3,17,10,26,14,8,17,0,0
2018-10-01,38,0,20,0,10,15,0,0,1,86,2,5,0,0,0,2,58,8,15,26,0,29,11,0,0,3,16,2,15,0,16,5,11,22,51,7,4,0,100,15,0,9,5,27,16,21,45,39,6,7,0,4,7,2,0,1,33,0,0,52,7,2,10,18,4,2,63,5,1,4,0,23,4,71,7,5,7,4,30,2,5,5,7,0,7,50,1,1,2,9,9,32,7,8,8,0,0
2018-11-01,24,0,20,20,0,12,0,1,1,34,0,7,0,0,0,2,62,19,16,14,1,24,14,0,0,4,21,1,16,5,11,11,0,11,59,4,11,0,42,8,0,19,12,26,9,19,65,9,9,15,4,0,16,1,0,2,37,0,7,36,7,4,8,35,5,2,27,4,2,0,12,12,0,59,9,6,9,6,22,2,2,2,5,0,9,61,0,3,3,7,12,42,9,0,0,24,0
2018-12-01,28,0,45,20,0,22,0,0,0,9,2,3,2,1,0,2,68,22,23,11,0,33,16,0,0,5,17,2,23,0,22,6,11,26,75,4,19,0,30,9,0,23,19,9,14,16,31,9,12,18,4,4,24,1,1,1,38,7,7,54,11,7,11,75,10,6,18,6,2,0,16,20,0,52,15,9,28,9,31,3,13,2,12,5,41,78,1,5,4,21,19,31,9,16,16,25,25
2019-01-01,34,10,24,10,10,30,1,1,1,17,6,5,2,1,0,2,68,19,26,27,0,36,20,0,0,4,22,1,26,0,16,0,5,21,57,11,32,2,16,4,0,29,7,13,16,15,48,15,12,23,7,4,37,2,1,1,33,14,17,58,7,6,10,79,11,9,20,9,2,0,8,23,0,95,14,7,25,6,30,2,12,2,2,5,23,79,1,3,5,23,18,47,20,0,16,31,16
2019-02-01,27,0,27,11,11,37,2,1,1,7,3,8,0,2,1,1,66,13,26,17,1,26,21,1,0,4,21,4,25,0,29,9,6,16,71,0,20,0,9,2,0,22,27,15,17,30,53,0,7,17,10,0,23,1,1,2,39,15,8,34,8,8,10,67,12,4,18,7,0,0,4,13,0,67,6,6,27,11,29,3,9,0,15,3,40,58,0,6,2,22,7,32,15,9,9,17,17
2019-03-01,40,0,49,15,10,89,2,1,1,5,5,9,0,1,0,2,67,22,19,31,1,41,24,0,0,7,25,4,19,0,16,19,16,18,48,4,40,1,10,1,0,23,39,23,25,31,40,12,18,18,14,4,54,2,1,2,37,32,14,56,11,9,17,72,14,2,13,14,2,4,12,22,4,82,20,7,38,9,49,5,17,0,7,2,47,66,1,8,3,48,26,67,23,0,24,40,16
2019-04-01,22,0,26,32,0,46,2,0,1,3,2,6,0,0,0,3,57,15,12,20,0,23,13,0,0,3,18,2,11,0,11,14,6,8,100,4,8,1,7,0,0,24,15,27,15,7,33,13,10,19,13,8,31,2,1,1,47,15,7,30,7,4,12,52,6,4,12,7,2,4,13,17,4,68,4,12,15,8,35,8,9,2,12,2,17,68,1,2,3,15,5,32,20,0,8,8,8
2019-05-01,12,10,10,10,10,13,0,0,0,3,5,3,0,0,0,1,52,6,15,7,0,10,9,0,0,2,11,5,15,0,6,0,33,7,59,0,4,1,1,0,0,23,16,14,19,9,31,9,12,18,4,0,13,1,0,1,35,7,7,32,0,3,8,33,4,3,5,3,0,0,8,4,4,57,9,6,4,4,24,4,5,2,2,0,9,56,0,3,4,5,12,21,12,0,0,8,16
2019-06-01,7,0,31,21,10,8,0,0,0,5,4,6,0,0,0,2,39,9,10,4,0,7,6,0,0,3,8,4,10,0,0,0,6,4,51,0,4,0,3,0,0,5,10,7,5,10,49,7,3,4,4,0,8,1,0,1,34,0,7,37,11,1,3,17,1,2,2,1,0,0,0,6,4,60,4,0,8,10,8,0,0,0,10,0,5,48,0,4,2,5,5,15,7,0,0,0,9
2019-07-01,8,0,0,0,0,4,0,0,0,2,2,3,0,0,0,2,33,6,2,5,0,6,4,0,0,1,3,2,2,0,0,0,6,0,41,4,0,0,3,0,0,5,19,9,19,13,31,6,0,4,0,0,4,1,0,1,26,0,7,40,7,0,4,15,1,12,4,2,0,0,0,4,0,56,8,4,0,4,13,0,3,0,5,0,5,31,0,2,1,5,10,7,5,0,0,0,16
2019-08-01,9,0,10,0,0,5,0,0,0,12,3,2,0,0,0,1,39,7,6,7,0,8,5,0,0,4,4,1,6,0,6,6,0,0,49,0,7,0,4,1,0,5,7,9,9,9,28,6,0,4,0,4,18,0,0,1,27,0,7,29,0,3,5,19,3,8,6,5,0,0,0,4,0,47,4,4,11,3,15,3,3,0,5,2,7,31,1,1,1,12,5,9,7,0,0,0,0
2019-09-01,22,0,9,9,9,11,0,0,1,45,2,2,1,0,0,1,50,5,22,21,0,18,7,0,0,2,7,2,22,0,10,5,5,17,66,3,3,1,50,1,0,17,4,15,13,9,37,17,0,14,3,0,17,1,0,1,45,0,10,46,7,2,4,16,4,5,28,6,1,0,6,13,0,69,21,3,3,7,13,2,3,0,2,0,9,45,0,1,1,7,26,20,13,0,0,23,0
2019-10-01,39,9,23,9,0,18,0,0,0,86,7,4,0,1,0,2,70,14,15,27,0,30,15,0,0,4,16,5,14,0,5,10,0,10,55,3,14,0,100,1,0,23,26,23,15,20,57,6,8,18,0,7,23,1,0,1,35,0,13,42,7,2,12,27,4,3,52,4,3,0,0,22,0,73,12,3,14,5,35,5,3,2,2,0,15,62,0,4,2,9,15,21,6,7,15,22,0
2019-11-01,28,9,18,0,0,17,1,0,0,47,2,6,0,0,0,1,77,16,22,15,3,24,13,0,0,3,14,2,21,0,10,5,0,10,37,3,17,0,56,0,0,33,6,17,19,20,47,11,8,26,0,3,20,1,1,2,39,6,10,38,10,3,8,32,6,2,26,8,1,0,4,14,0,60,13,3,7,9,23,2,6,4,9,2,17,70,1,7,4,13,17,27,8,0,7,36,0
2019-12-01,43,18,27,9,13,52,2,1,1,17,3,9,1,0,0,3,100,27,30,23,0,51,27,1,0,8,31,4,29,5,22,22,7,13,85,10,29,1,35,0,0,27,29,47,19,22,61,22,28,21,6,3,39,3,0,1,30,19,9,22,6,13,21,74,17,3,21,11,3,4,11,28,4,49,18,15,46,9,59,0,19,6,4,11,55,100,2,8,5,31,23,71,27,7,21,14,14
