date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,treatment for flu,louisiana flu,exposed to flu,flu contagious,flu length,bronchitis,type a flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-07-01,3,0,0,0,0,0,0,6,16,0,0,0,0,0,0,36,0,1,0,0,1,0,0,0,0,9,18,0,0,0,0,19,0,10,0,10,0,0,0,0,2,0,20,0,0,13,0,13,0,10,0,0,0,0,0,0,13,5,5,5,15,3,3,0,0,0,0,74,0,0,47,0,0,0,5,5,0,1,1,0,1,0,0,0,23,0,0,4,0,8,8,0,0,0,28
2014-08-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,1,0,0,4,0,0,2,0,11,16,0,0,0,0,24,0,0,0,0,0,0,0,0,2,15,0,0,15,0,0,15,0,11,0,0,0,0,0,0,30,8,6,6,11,6,6,3,0,0,0,76,0,0,40,0,13,0,6,6,0,0,1,0,0,0,0,0,33,0,4,9,4,9,18,0,9,0,19
2014-09-01,10,0,0,0,0,0,0,0,15,0,31,0,0,1,1,50,1,1,0,0,6,0,0,0,2,42,21,0,11,0,6,21,0,0,11,0,0,0,0,0,0,0,15,0,38,0,0,0,0,44,11,11,0,0,0,15,38,14,0,6,14,3,32,0,0,0,0,81,0,0,54,0,0,0,6,6,0,2,2,0,3,0,3,0,35,0,7,4,0,0,0,0,9,0,65
2014-10-01,22,0,0,0,0,0,0,7,21,0,0,0,0,0,3,42,5,1,0,1,14,2,0,8,0,10,15,10,0,6,0,12,0,0,11,0,0,0,0,2,3,0,15,0,22,0,0,22,0,32,32,26,0,0,0,15,59,24,11,16,27,16,53,0,0,0,0,98,0,13,52,0,0,0,6,17,0,2,2,1,1,0,5,0,42,4,6,17,0,23,0,0,9,0,50
2014-11-01,18,0,0,0,0,8,0,8,8,16,64,0,16,0,1,59,9,2,0,0,16,0,0,16,5,0,28,11,0,6,0,32,19,12,23,12,35,0,0,0,5,0,16,0,16,32,0,32,0,34,17,23,0,0,0,0,48,29,17,38,23,0,10,7,3,0,0,68,0,14,71,21,0,6,0,41,0,5,13,1,1,3,13,0,53,7,9,12,5,39,10,0,20,0,61
2014-12-01,30,25,25,25,0,0,8,15,15,0,48,0,81,0,3,57,29,2,0,1,30,0,0,30,9,11,44,11,0,6,0,93,6,12,17,58,0,0,0,5,2,40,24,0,24,16,0,16,0,40,11,34,12,0,0,0,24,32,14,70,41,0,24,3,0,0,0,73,1,0,71,14,57,0,6,75,6,7,54,1,7,3,34,0,74,16,14,23,5,34,29,0,19,7,75
2015-01-01,29,0,100,25,0,0,0,7,11,0,31,0,61,0,4,48,20,4,0,0,29,0,0,26,2,16,80,11,0,0,9,50,6,11,11,34,0,0,0,0,2,15,31,0,15,23,0,15,0,55,17,17,22,0,0,15,30,25,20,28,31,0,6,3,6,0,0,77,1,0,68,21,14,0,0,30,12,8,36,3,5,5,16,0,84,31,13,29,9,28,19,0,9,0,45
2015-02-01,18,0,27,0,0,0,0,0,8,17,34,0,17,2,2,46,16,1,0,1,23,0,0,36,2,12,12,0,0,7,7,41,7,19,31,12,0,0,0,2,2,17,50,0,17,0,0,17,0,12,24,24,12,0,0,17,34,31,9,28,65,4,11,4,7,0,0,74,0,15,60,15,0,0,0,30,13,11,22,1,4,0,11,0,66,10,5,15,5,16,10,0,21,0,43
2015-03-01,9,0,26,0,0,8,0,0,0,0,17,0,17,0,2,52,5,2,0,1,16,0,0,7,0,23,34,0,0,13,7,20,27,24,30,18,0,0,0,0,0,17,16,0,17,25,0,0,16,12,12,24,0,16,0,16,41,12,12,30,42,7,11,4,0,0,0,71,0,0,51,30,15,0,13,32,7,4,9,1,1,0,15,0,43,5,5,19,10,25,10,0,10,0,63
2015-04-01,7,0,0,0,0,0,0,0,8,17,0,0,0,0,2,40,5,1,0,0,8,2,0,5,0,0,12,0,0,0,0,21,14,13,13,13,0,0,0,0,0,0,17,0,34,0,0,0,0,25,12,12,0,0,0,0,34,13,6,9,35,4,4,0,0,0,0,73,0,0,54,0,0,0,7,10,0,3,4,1,3,0,4,0,58,0,7,5,0,0,31,10,11,0,22
2015-05-01,5,0,0,0,0,0,0,0,16,0,0,0,0,0,2,44,3,0,0,0,3,0,0,5,0,12,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,86,0,0,6,6,4,4,0,0,0,0,60,0,0,54,15,0,0,10,7,0,1,0,0,1,0,3,0,51,0,5,0,0,11,11,0,11,0,15
2015-06-01,5,0,0,30,0,0,0,0,9,0,0,0,0,0,2,29,0,1,0,1,4,0,0,0,0,0,19,0,0,0,0,19,0,0,14,0,0,0,0,0,0,0,0,0,46,0,0,0,0,13,0,0,0,0,0,18,37,7,0,7,17,0,4,0,0,0,0,72,0,0,66,0,0,0,7,7,0,3,2,0,0,0,0,0,33,0,11,5,0,11,11,0,0,0,31
2015-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,1,0,0,3,0,0,0,0,14,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,7,11,0,0,4,0,0,0,69,0,0,44,0,17,0,0,8,0,0,2,2,0,0,0,0,21,0,0,0,0,0,12,0,0,0,25
2015-08-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,2,1,0,0,1,0,0,3,0,0,26,0,0,0,0,30,8,0,14,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,64,0,0,41,0,0,0,0,15,0,0,2,0,2,0,0,0,27,0,0,5,0,0,23,0,0,0,93
2015-09-01,10,0,0,0,0,0,0,0,26,0,0,0,0,0,2,43,2,1,0,1,7,0,0,3,3,12,25,0,0,7,0,25,0,0,0,0,0,0,0,0,0,54,36,0,63,18,0,0,0,13,13,13,0,0,0,18,27,13,0,0,20,0,11,0,0,0,0,65,0,0,48,0,0,0,0,0,0,3,2,2,2,3,6,0,41,0,5,5,0,11,11,0,0,0,46
2015-10-01,19,0,0,0,0,8,0,0,13,0,0,0,0,0,2,46,3,1,0,0,8,0,0,2,0,0,18,0,0,0,0,14,7,13,0,13,13,0,0,0,3,18,17,0,35,18,0,18,0,13,0,13,0,0,0,0,35,19,0,6,13,4,52,0,0,0,0,65,0,0,55,0,0,0,14,7,7,4,2,0,6,0,3,0,59,0,5,15,5,21,0,0,0,0,37
2015-11-01,10,29,0,0,0,0,0,9,17,0,0,0,0,0,2,60,2,2,0,1,7,0,0,3,3,12,37,0,0,0,0,29,0,0,13,0,13,0,0,0,0,18,18,0,18,18,0,0,0,0,0,26,0,0,0,0,54,13,7,13,23,0,11,0,0,0,0,66,0,0,64,0,0,0,7,14,0,2,2,0,2,0,3,0,63,0,5,10,0,11,11,0,11,0,45
2015-12-01,10,0,0,0,0,0,0,8,34,18,18,0,0,0,2,66,2,1,0,0,10,0,0,3,0,0,18,0,0,0,0,39,0,0,0,13,0,0,0,0,0,18,18,0,18,18,0,0,0,13,25,13,0,0,0,18,18,13,13,19,29,0,8,0,0,0,0,66,0,0,39,0,16,0,0,21,0,0,5,0,1,0,7,0,43,0,5,15,5,11,22,0,11,0,15
2016-01-01,9,20,0,0,0,0,6,6,12,37,0,0,0,1,1,51,2,1,0,0,9,0,0,3,0,0,21,0,9,0,0,12,10,0,9,18,9,0,0,0,7,0,0,0,24,12,0,49,0,18,9,9,0,0,0,0,24,11,0,9,18,0,5,0,0,0,0,71,0,0,71,11,0,0,0,10,0,2,2,0,2,0,2,0,47,0,5,11,3,15,8,0,15,0,41
2016-02-01,11,0,0,0,0,0,0,6,9,13,51,0,0,0,3,58,4,1,0,0,10,0,0,9,2,9,26,0,0,5,0,26,0,0,9,19,19,0,0,2,0,13,13,0,0,0,0,0,0,9,9,14,9,0,0,0,38,5,19,23,16,3,5,3,0,0,0,74,0,0,62,0,11,0,5,25,5,2,7,0,2,2,6,0,74,7,11,9,4,8,12,0,0,5,59
2016-03-01,14,0,0,0,0,0,0,6,17,12,24,0,24,0,1,49,8,1,0,0,14,2,0,12,3,17,16,8,0,5,5,29,7,9,13,35,17,0,0,2,2,24,12,0,35,24,0,12,12,34,8,13,8,12,0,12,29,9,6,24,19,2,10,7,0,0,0,68,0,0,53,0,0,0,5,26,5,4,13,1,2,2,14,0,51,7,10,7,7,22,0,0,0,0,100
2016-04-01,10,0,39,0,0,0,0,0,20,12,0,0,0,0,1,49,3,1,0,0,8,0,0,5,0,8,12,0,0,5,0,17,5,9,9,18,0,0,0,2,2,18,12,0,30,24,0,12,0,0,9,13,8,0,0,0,18,13,9,15,30,7,5,0,0,0,0,64,0,0,63,10,0,0,9,16,0,4,10,2,2,0,4,0,53,3,7,5,3,11,7,0,7,0,30
2016-05-01,11,0,0,0,0,0,0,0,6,12,12,0,0,0,2,49,5,0,0,0,5,3,0,8,0,17,8,0,0,0,5,22,5,9,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,9,9,9,0,0,0,0,12,0,9,4,22,5,0,3,0,0,0,69,0,0,43,0,0,0,7,5,0,3,4,0,1,0,2,0,37,3,5,7,0,11,0,0,0,0,35
2016-06-01,6,0,0,0,0,0,0,0,0,0,24,0,0,0,1,29,1,0,0,0,4,0,0,2,2,17,8,0,0,0,0,15,5,9,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,9,0,9,0,0,0,0,18,9,4,11,13,0,0,0,0,0,0,66,0,0,32,0,0,0,0,12,0,1,1,0,1,0,0,0,34,0,4,7,0,0,0,0,0,0,21
2016-07-01,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,34,1,1,0,0,4,0,0,0,0,0,13,0,0,0,5,25,0,0,18,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,12,24,9,4,4,22,0,0,0,0,0,0,67,0,0,27,0,0,0,5,5,0,1,1,0,1,2,0,0,26,0,4,4,0,0,8,8,0,0,41
2016-08-01,4,0,0,0,0,0,0,0,9,0,0,0,0,1,3,33,2,1,0,0,3,0,0,2,0,0,17,0,0,0,5,12,0,0,18,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,9,0,0,12,12,4,0,0,15,0,3,0,0,0,0,64,0,0,43,11,0,0,5,0,5,0,1,0,2,0,0,0,22,0,7,3,3,0,0,0,0,0,15
2016-09-01,10,0,0,0,0,0,0,0,8,0,35,0,0,0,0,65,1,2,0,0,7,0,0,2,0,8,36,0,0,0,5,23,5,8,0,8,8,0,0,0,2,11,17,0,23,11,0,12,0,8,0,17,0,0,0,0,34,13,0,13,38,0,24,0,0,0,0,64,0,0,51,10,0,0,5,14,0,2,1,1,2,0,4,0,43,0,13,5,0,7,7,7,0,0,39
2016-10-01,17,0,0,0,0,0,0,11,11,0,0,0,0,0,1,58,2,1,0,0,11,0,0,3,0,8,24,0,0,0,0,21,5,8,17,8,8,0,0,0,2,17,11,0,17,0,0,11,0,16,0,8,12,0,0,11,11,6,0,14,21,0,26,5,0,0,0,61,0,0,70,15,10,0,5,16,0,1,2,1,2,0,5,0,54,0,7,3,3,7,28,7,14,0,24
2016-11-01,10,0,36,0,0,5,0,0,5,11,11,0,0,0,2,45,3,2,0,0,8,0,0,5,0,0,39,0,0,0,0,32,4,0,8,8,0,0,0,0,2,11,0,0,11,11,0,11,0,8,8,12,8,0,0,11,44,8,4,8,47,2,12,5,0,0,0,64,0,0,35,10,10,0,0,9,0,2,4,0,1,2,2,0,46,3,6,10,3,7,10,0,10,0,47
2016-12-01,12,0,0,0,0,0,0,5,10,0,43,0,11,0,1,52,6,2,0,0,14,0,0,8,2,7,30,0,0,0,0,50,17,8,0,16,16,0,0,0,0,11,21,0,11,11,0,0,0,23,8,8,15,0,0,11,16,12,10,22,39,0,9,0,2,0,0,61,0,10,29,0,29,4,4,23,4,3,10,0,1,2,9,0,75,3,3,3,3,40,0,0,7,0,18
2017-01-01,22,0,33,17,0,5,5,7,12,10,31,0,20,0,2,63,11,3,0,0,22,0,0,16,7,7,53,7,0,8,4,45,10,7,22,41,7,0,0,0,1,25,30,0,20,20,0,10,0,40,7,18,0,0,0,0,20,9,22,33,37,6,6,2,0,0,0,67,0,0,45,9,9,4,4,36,4,5,13,1,2,2,12,0,64,18,6,9,3,22,12,0,6,0,56
2017-02-01,36,0,18,36,0,5,8,5,13,11,22,0,11,0,3,59,21,3,0,0,30,0,0,40,6,0,50,0,0,9,0,60,4,8,32,24,8,0,0,2,0,27,11,0,16,33,0,0,0,55,12,20,8,0,0,0,27,24,14,40,60,5,21,2,0,0,0,74,0,10,54,39,10,4,6,43,4,10,30,2,4,2,22,0,59,16,8,11,5,13,13,0,20,0,42
2017-03-01,18,0,16,0,0,0,5,5,14,19,10,0,19,1,1,50,14,2,0,1,23,3,0,20,1,20,37,7,7,8,4,21,10,14,25,21,7,0,0,0,3,10,9,0,38,10,0,19,0,28,14,21,17,0,0,19,24,17,23,37,51,0,2,10,0,0,0,67,0,0,90,17,17,0,6,40,4,7,23,1,2,2,9,0,55,15,6,17,4,24,6,0,12,0,60
2017-04-01,12,0,0,0,0,0,5,0,8,22,11,0,0,0,0,41,4,2,0,0,10,0,0,8,0,8,38,0,0,0,4,26,13,8,16,8,8,0,0,0,2,11,11,0,11,11,0,11,11,0,8,23,0,11,0,11,11,18,4,20,41,2,0,5,0,0,0,68,0,0,34,14,10,4,4,21,0,1,4,1,1,0,4,0,48,6,3,5,0,13,7,0,7,5,23
2017-05-01,7,0,0,0,0,5,0,5,10,0,0,0,0,0,1,40,3,1,0,0,6,0,0,6,0,8,11,0,0,0,0,22,4,0,16,12,0,0,0,0,0,11,11,0,21,11,0,0,0,8,12,8,0,0,0,0,21,8,0,4,45,0,5,0,0,0,0,67,0,0,53,0,0,0,4,4,0,3,4,1,1,2,4,0,44,0,3,6,0,7,0,7,0,0,32
2017-06-01,5,0,0,0,0,0,0,0,11,0,0,0,0,0,1,36,2,2,0,0,3,0,0,0,0,8,31,8,0,0,5,20,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,16,8,0,0,0,11,33,4,8,8,31,0,7,0,0,0,0,67,0,0,55,0,0,0,9,9,0,0,0,0,0,0,4,0,26,3,6,5,0,0,0,0,0,0,52
2017-07-01,5,0,0,0,0,0,0,0,5,0,11,0,0,0,1,25,3,0,0,0,3,0,0,5,0,8,8,0,0,0,0,9,0,0,8,8,0,0,0,0,0,11,11,0,23,11,0,0,0,0,8,0,8,0,0,11,22,4,4,8,27,2,0,5,0,0,0,71,0,0,76,10,0,0,5,9,0,0,1,0,1,2,0,0,19,3,5,3,0,10,7,0,7,0,38
2017-08-01,5,0,0,0,0,5,0,0,12,0,0,0,11,0,2,32,2,1,0,0,5,0,0,4,0,7,22,0,0,0,0,17,4,0,0,0,0,0,0,0,2,21,10,0,10,10,0,11,0,15,0,0,0,0,0,10,31,11,4,6,17,0,7,2,0,0,0,66,0,0,61,9,9,0,0,6,4,1,2,0,1,0,2,0,32,3,5,3,0,6,0,6,0,0,44
2017-09-01,13,0,17,0,0,0,0,5,20,11,11,0,0,0,1,50,4,2,0,0,10,2,0,9,0,0,33,0,7,9,0,30,4,0,8,16,0,0,0,0,2,21,11,0,26,11,0,11,0,19,0,8,8,0,0,0,21,10,0,8,25,0,22,0,0,0,0,69,0,0,76,14,0,0,4,8,0,1,3,1,2,0,2,0,44,0,3,3,3,13,0,0,7,0,63
2017-10-01,19,0,0,33,0,5,5,0,10,0,10,0,0,1,2,54,7,2,0,0,13,0,0,14,0,14,39,0,0,0,4,29,4,0,7,15,7,3,0,0,2,0,0,0,10,31,0,15,0,22,11,11,0,0,0,0,10,7,9,13,34,2,24,2,0,0,0,67,0,0,55,27,0,4,4,14,0,4,6,1,1,0,5,0,64,9,7,13,3,6,19,0,12,0,60
2017-11-01,22,0,17,0,0,10,0,5,15,10,0,0,0,1,4,61,10,2,0,0,20,0,0,25,1,11,36,0,0,4,4,40,4,15,11,19,0,0,0,0,2,21,0,0,16,21,0,10,10,26,15,11,30,10,0,0,52,29,6,17,55,4,15,4,0,0,0,68,0,0,56,9,9,0,4,18,0,4,11,1,1,5,9,0,69,6,8,6,3,10,26,0,16,4,40
2017-12-01,58,0,17,0,0,5,5,12,32,0,62,0,62,0,3,81,57,4,0,0,62,4,0,78,13,14,75,18,7,29,13,100,31,27,42,76,15,5,0,4,8,46,26,0,21,36,0,57,31,85,15,26,19,31,0,10,51,75,47,89,100,7,22,22,2,0,0,74,1,9,64,18,28,4,6,95,12,11,63,2,10,6,51,0,92,42,3,28,52,70,25,0,19,13,70
2018-01-01,100,31,46,62,0,5,5,9,78,29,0,0,48,2,9,100,60,6,0,0,100,3,0,100,16,17,100,17,7,10,4,85,31,32,67,74,21,100,0,2,10,62,29,0,43,87,0,72,14,100,24,52,10,14,0,19,29,54,40,93,95,8,33,28,10,0,0,85,2,21,68,26,30,4,4,100,15,11,100,3,17,5,49,0,97,61,7,42,100,100,47,9,50,8,57
2018-02-01,66,17,68,0,0,5,0,10,100,11,32,0,11,1,4,69,31,4,0,0,57,1,0,45,10,7,80,11,7,21,4,57,32,23,23,19,19,70,0,2,5,52,42,0,21,21,0,37,0,79,15,53,0,0,0,10,31,48,25,82,61,2,31,7,2,0,0,81,2,14,61,23,14,8,4,89,6,8,66,0,14,4,27,0,75,39,11,35,36,29,32,6,51,13,58
2018-03-01,16,15,31,0,0,0,0,7,25,10,0,0,0,0,3,58,6,1,0,0,14,0,0,11,0,0,17,7,0,0,4,17,4,11,7,7,0,17,0,0,1,9,14,0,24,14,0,10,10,41,7,7,7,10,0,10,38,17,3,12,31,0,10,0,0,0,0,70,0,0,60,8,0,0,0,13,8,2,12,0,1,0,4,0,44,3,6,6,10,20,6,6,23,0,77
2018-04-01,8,0,16,0,0,0,5,10,10,0,10,0,10,0,2,47,3,1,0,0,9,1,0,4,1,0,21,0,0,0,0,30,0,7,7,29,0,4,0,0,0,0,10,0,25,0,0,0,10,11,7,14,7,10,0,10,10,9,4,13,38,0,6,0,2,0,0,67,0,0,67,0,0,0,4,14,0,3,4,1,1,2,7,0,54,3,7,9,0,9,6,6,0,0,60
2018-05-01,5,0,0,0,0,5,5,0,12,10,10,0,0,0,1,36,3,1,0,0,6,0,0,4,0,7,24,0,0,4,0,16,8,7,0,0,15,4,0,0,0,0,20,0,25,10,0,0,0,7,0,11,7,0,0,0,15,9,7,11,32,2,0,0,0,0,0,64,0,0,40,0,0,0,0,12,0,0,1,0,1,0,2,0,39,0,4,4,3,12,0,0,0,0,42
2018-06-01,5,0,0,0,0,0,0,5,5,0,31,0,0,0,1,37,2,1,0,0,2,1,0,3,0,7,14,0,0,0,4,36,6,0,15,8,8,3,0,0,0,10,10,0,15,0,0,0,0,11,0,0,0,0,0,10,10,8,4,9,34,0,2,0,0,0,0,65,0,0,28,0,0,4,4,10,0,0,2,0,1,0,2,0,24,0,3,3,0,6,6,0,0,0,57
2018-07-01,5,0,0,0,0,0,0,5,10,0,0,0,0,0,1,39,3,0,0,0,4,0,0,0,0,7,0,0,0,0,4,22,0,0,15,0,0,2,0,0,1,10,10,0,20,30,0,10,0,7,0,0,0,0,0,0,10,7,0,0,15,0,4,2,0,0,0,64,0,0,49,0,9,0,4,0,0,0,0,0,0,0,2,0,34,0,3,0,0,0,0,0,0,0,51
2018-08-01,6,0,16,0,0,0,0,0,16,0,0,0,0,0,2,37,2,1,0,0,4,1,0,1,0,14,14,0,0,0,0,18,4,7,0,0,7,6,0,0,0,0,0,0,10,30,0,0,0,18,14,14,7,0,0,0,34,4,0,4,13,0,10,0,0,0,0,68,0,9,53,9,0,0,4,4,4,2,0,0,2,0,0,0,23,3,6,4,0,6,0,0,0,0,50
2018-09-01,13,0,0,0,0,5,0,0,26,0,40,0,0,0,2,45,3,1,0,0,8,0,0,4,1,14,21,7,0,0,0,28,4,7,7,7,7,15,0,0,1,20,10,0,35,30,0,10,0,14,7,7,14,0,0,0,25,13,4,9,24,2,30,0,0,0,0,67,0,0,99,0,0,0,8,10,0,1,4,2,2,0,3,0,44,6,3,13,6,25,6,0,12,0,47
2018-10-01,22,0,16,0,0,0,0,0,21,0,0,0,0,1,2,53,9,1,0,0,17,3,0,8,0,0,21,0,7,0,0,30,6,7,11,0,0,31,0,0,1,10,10,0,25,15,0,10,0,14,0,29,0,0,0,0,15,7,4,20,34,0,53,0,0,0,0,71,0,18,62,0,9,0,4,21,4,3,2,1,3,0,3,0,47,3,3,13,3,15,0,0,9,0,34
2018-11-01,17,0,16,0,0,0,0,9,14,0,30,0,10,0,4,69,7,3,0,0,15,1,0,14,4,21,55,7,0,0,0,46,8,7,7,7,15,21,0,0,1,15,10,0,25,10,0,10,10,35,7,7,7,10,0,0,34,13,7,27,42,2,19,4,0,0,0,66,0,0,84,0,0,0,8,29,0,2,7,1,2,0,8,0,59,3,0,9,9,60,6,0,6,0,55
2018-12-01,17,17,33,0,0,5,0,5,15,0,10,0,0,0,2,74,5,5,0,0,16,0,0,4,0,22,82,7,0,0,8,50,8,15,15,30,7,14,0,0,3,20,10,0,15,10,0,21,0,33,0,18,7,0,0,0,31,19,4,17,54,4,11,2,2,0,0,62,0,18,69,9,0,0,0,18,4,3,6,1,1,3,10,0,76,3,3,10,4,22,13,0,6,0,48
2019-01-01,23,16,31,0,0,0,5,7,28,0,10,0,0,1,2,86,13,4,0,0,21,4,0,25,1,24,74,7,0,12,8,29,8,14,14,14,14,4,0,0,2,19,10,0,29,24,0,14,0,31,7,7,7,0,0,0,34,11,5,32,55,8,12,10,2,0,0,64,0,9,47,17,9,0,0,34,8,6,22,0,4,2,9,0,75,15,7,11,10,15,18,0,0,4,49
2019-02-01,51,0,33,0,0,0,5,12,39,10,31,0,0,1,4,71,29,4,0,1,52,1,0,43,3,7,68,0,0,12,0,72,19,15,49,34,7,6,0,1,2,31,41,0,15,41,0,15,15,52,15,22,11,15,0,0,25,43,36,90,69,2,20,11,11,0,0,76,1,18,96,46,23,6,16,97,18,6,49,2,6,3,32,0,54,52,9,25,34,66,25,6,22,4,57
2019-03-01,29,0,0,0,0,0,0,9,23,0,20,0,10,0,2,67,23,3,0,1,28,0,0,38,3,14,54,7,0,4,4,69,14,0,21,29,11,4,0,1,3,54,24,0,34,20,0,20,0,35,0,18,7,0,0,0,29,27,18,48,48,4,0,12,6,0,0,73,1,30,83,17,9,4,4,52,12,5,29,2,5,5,19,0,64,27,0,23,24,30,15,6,54,4,37
2019-04-01,13,0,0,0,0,0,0,7,10,10,10,0,10,0,3,56,12,1,0,0,11,0,0,20,0,0,18,0,7,4,0,19,12,8,23,15,8,1,0,0,4,10,15,0,0,15,0,31,10,22,7,11,15,10,0,15,20,11,13,17,28,2,7,7,2,0,0,65,0,0,32,9,9,0,4,18,4,1,7,2,2,0,3,0,47,18,0,7,6,25,6,0,6,0,30
2019-05-01,5,0,0,0,0,0,0,0,5,0,60,0,0,0,0,36,2,1,0,0,4,0,0,4,1,0,14,0,0,0,8,16,0,0,7,7,7,1,0,0,0,0,10,0,20,10,0,0,10,14,0,0,7,10,0,10,15,11,4,7,20,0,2,0,0,0,0,66,0,0,66,0,0,0,6,8,0,1,3,0,1,0,4,0,44,0,6,9,3,0,0,0,6,0,29
2019-06-01,5,0,0,0,0,0,0,0,5,10,21,0,0,0,1,38,2,1,0,0,5,0,0,0,1,11,14,0,0,0,0,23,4,0,15,0,8,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,7,0,0,0,21,4,4,8,28,0,0,0,0,0,0,68,0,0,32,9,9,0,0,8,0,1,1,0,0,0,3,0,37,9,3,4,6,6,6,0,0,0,31
2019-07-01,4,0,0,0,0,0,0,0,7,0,31,0,0,0,2,32,2,1,0,0,4,1,0,1,0,14,11,0,0,0,4,10,6,0,15,7,7,1,0,0,0,10,10,0,10,10,0,0,0,7,7,7,0,0,0,10,20,9,4,6,15,0,4,2,0,0,0,64,0,0,50,0,0,0,4,6,0,1,1,1,0,0,3,0,29,0,3,0,6,16,0,0,0,0,30
2019-08-01,7,0,16,0,0,5,5,0,9,0,0,0,10,0,2,45,4,0,0,0,6,1,0,8,1,7,7,0,0,0,4,22,0,0,7,14,0,1,0,0,0,10,10,0,10,10,0,0,0,21,7,14,7,0,0,10,29,5,4,7,16,0,10,2,0,0,0,61,0,0,39,0,0,0,0,8,0,1,1,0,1,0,0,0,35,6,3,4,0,15,6,0,6,0,58
2019-09-01,15,0,0,0,0,4,0,4,38,19,0,0,9,0,3,40,5,1,0,0,11,0,0,11,4,0,23,0,0,0,0,26,8,7,7,7,10,1,0,0,1,19,9,0,23,33,0,9,0,7,7,7,7,0,0,9,42,9,10,14,17,4,22,0,0,0,0,64,0,0,62,8,8,0,4,15,4,3,5,0,4,0,6,0,48,3,12,8,3,17,0,0,9,0,55
2019-10-01,29,0,0,0,0,0,0,4,9,9,9,0,9,0,3,49,11,2,0,0,22,3,0,9,1,6,34,0,0,4,7,51,14,7,16,13,0,1,0,0,2,36,9,0,53,18,0,13,0,19,6,13,6,0,0,0,22,15,10,16,29,2,40,9,0,0,0,64,0,8,48,16,16,4,7,18,4,2,8,2,6,3,7,0,42,8,4,12,6,11,8,0,11,4,34
2019-11-01,38,15,75,0,0,4,4,7,29,0,28,0,19,0,3,83,26,3,0,0,45,1,0,36,5,10,58,0,0,0,0,62,11,24,7,44,7,0,0,1,0,9,14,0,23,42,0,0,0,30,13,20,10,0,0,0,23,27,32,39,47,8,37,6,6,0,0,67,1,12,58,25,12,4,11,42,11,7,20,0,6,3,22,0,67,16,11,13,13,71,11,0,31,8,55
2019-12-01,35,0,29,0,0,4,4,8,23,9,27,0,27,0,4,74,26,5,0,0,37,0,0,41,5,6,84,0,6,5,0,43,14,13,23,29,10,1,0,0,1,40,18,0,18,40,0,9,9,38,10,10,16,9,0,0,31,20,18,42,49,4,4,8,4,0,0,66,0,12,60,16,20,4,4,46,5,9,26,2,2,3,22,0,61,13,0,14,18,55,22,5,16,4,38
