date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,washington state flu,treat the flu,seattle flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,cold symptoms,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,stomach,how long is flu contagious,treatment for flu,cdc flu,taking temperature,exposed to flu,flu length,bronchitis,get over the flu,stomach flu symptoms,what is the flu,oscillococcinum,cold or flu,flu medicine,flu shot side effects,flu complications,signs of the flu,treat flu,body temperature
2014-07-01,7,0,49,0,0,9,0,0,0,2,0,2,0,0,0,36,1,1,0,0,4,5,0,2,0,6,6,0,0,4,4,24,0,0,0,10,0,1,1,0,0,0,9,9,9,11,22,0,0,9,0,0,9,1,32,1,4,0,9,0,5,0,14,2,3,0,0,5,0,64,0,0,0,10,0,10,0,0,0,70,0,6,10,0,0,0,25,0,2,17,8,9,25,0,0,0,0,35
2014-08-01,8,0,0,0,0,6,0,0,1,5,2,9,0,0,0,28,2,1,0,1,5,0,0,7,0,12,6,0,0,0,0,12,0,3,0,13,3,0,3,0,0,8,0,0,8,10,15,0,0,0,0,8,0,1,47,0,3,4,9,0,13,4,17,2,4,0,0,7,0,65,0,0,0,0,10,0,0,1,0,76,0,0,0,0,0,0,20,0,3,20,0,0,0,0,0,0,0,39
2014-09-01,19,0,21,0,0,14,1,1,0,39,0,0,0,0,0,43,3,4,0,0,10,2,0,10,0,5,39,0,0,0,0,24,11,6,3,21,3,1,28,0,0,22,22,18,7,14,9,0,0,0,0,0,15,2,42,0,8,4,23,0,35,11,22,5,8,11,4,17,4,69,0,0,0,17,9,0,0,2,0,69,0,11,11,11,0,0,39,0,5,22,7,14,14,33,0,0,7,60
2014-10-01,38,0,21,0,0,29,0,0,0,73,2,4,0,0,0,51,7,2,0,0,23,3,0,22,0,5,26,0,11,0,4,22,4,0,0,39,3,0,73,0,0,26,15,15,22,23,46,0,0,0,0,7,15,1,100,0,12,6,22,0,33,9,19,2,8,11,9,6,4,86,0,0,0,17,0,17,0,1,0,67,0,5,33,8,0,0,51,3,5,15,11,15,11,100,7,7,0,85
2014-11-01,23,0,23,0,0,16,1,0,1,39,0,3,0,0,1,57,6,5,0,1,15,4,0,18,2,8,51,0,0,8,4,48,4,3,3,11,10,1,31,0,0,8,12,16,8,25,50,0,0,0,0,8,16,2,39,0,6,4,13,8,21,4,39,2,3,5,0,14,0,66,0,0,0,0,0,23,0,1,0,69,0,0,9,9,6,0,64,1,6,23,15,0,16,39,0,8,8,56
2014-12-01,27,0,21,63,0,32,0,1,2,13,4,6,2,1,1,70,10,3,0,0,26,2,0,31,8,16,37,13,0,6,7,43,15,9,3,6,6,1,22,0,1,26,11,15,26,9,32,0,0,8,0,26,8,2,40,1,10,6,16,4,24,14,40,6,3,17,6,43,0,68,0,0,0,30,22,60,0,2,0,71,0,6,57,5,5,1,77,1,3,29,22,26,22,22,0,7,11,65
2015-01-01,49,0,42,62,0,55,1,0,6,9,4,3,4,0,0,83,17,6,0,1,47,4,0,51,7,21,70,5,5,7,7,81,11,41,4,32,13,2,15,0,1,36,18,29,22,18,55,9,0,11,7,78,18,1,44,1,13,8,27,0,27,15,51,12,6,10,4,80,8,76,0,0,1,38,13,72,9,2,0,82,1,8,30,13,5,1,87,0,12,61,29,32,61,22,7,15,11,60
2015-02-01,26,0,0,22,0,26,0,0,1,5,4,4,0,0,0,76,6,4,0,0,25,3,0,18,6,5,47,8,0,4,4,37,14,6,3,20,8,1,8,0,0,19,15,11,0,10,5,10,0,0,0,31,8,2,55,0,10,0,23,4,14,13,39,4,16,16,13,29,4,74,0,0,0,32,0,23,18,2,0,82,0,20,29,9,6,1,87,4,4,8,23,27,8,8,8,8,15,75
2015-03-01,19,0,0,21,0,15,0,0,2,2,2,3,0,0,0,58,10,3,0,0,16,2,0,29,5,5,29,5,0,4,0,45,8,3,3,9,8,1,2,0,0,22,7,0,7,19,33,0,0,0,0,8,8,1,38,0,8,0,18,4,20,11,56,7,10,6,0,26,4,69,0,0,0,17,0,22,9,2,0,82,1,0,22,11,0,0,84,1,5,18,0,15,22,7,0,7,7,72
2015-04-01,16,0,43,0,0,13,0,0,4,2,2,5,0,0,1,68,2,1,0,0,15,2,0,7,4,8,13,5,0,8,0,33,10,9,3,8,6,1,1,0,0,15,7,11,0,33,24,5,0,0,0,15,15,1,33,0,8,4,8,0,20,8,52,3,2,4,0,13,0,68,0,0,0,0,0,22,0,1,0,80,0,6,22,6,0,0,79,1,6,15,8,0,15,0,0,8,0,69
2015-05-01,12,0,0,23,0,13,0,1,2,4,2,4,0,0,0,60,6,2,0,0,11,2,0,17,2,12,21,0,0,0,8,33,4,10,3,5,0,0,2,0,0,8,28,8,8,15,21,0,0,0,8,8,21,1,34,0,4,0,9,4,20,6,42,4,5,7,0,5,0,64,0,0,0,0,0,19,0,1,0,80,0,6,18,6,0,0,53,0,3,16,12,0,16,0,0,0,12,51
2015-06-01,8,0,0,0,0,11,0,0,1,0,2,5,0,0,0,41,2,1,0,1,8,2,0,5,5,12,9,0,0,0,0,31,0,7,3,7,10,1,2,0,0,13,9,0,17,22,54,0,0,0,0,0,9,1,32,0,7,5,18,0,5,3,25,4,2,7,5,17,0,67,0,0,0,0,0,20,0,0,1,75,0,6,0,19,6,0,40,0,5,13,9,0,13,0,0,0,0,60
2015-07-01,6,0,0,0,0,8,0,0,1,2,0,2,0,0,0,32,1,0,0,1,4,4,0,4,3,7,0,0,0,0,0,24,0,4,0,7,11,0,3,0,0,0,0,9,9,23,18,0,0,0,0,10,0,2,39,0,3,5,12,0,15,0,18,0,4,5,0,5,0,60,0,0,0,0,0,22,11,0,0,73,0,0,0,10,0,0,25,0,3,0,9,0,0,0,0,0,0,50
2015-08-01,7,0,0,0,0,7,0,0,1,8,2,0,0,0,1,37,2,1,0,0,7,2,0,5,0,6,6,0,0,0,0,36,4,5,0,7,7,0,3,0,0,8,8,0,8,5,15,5,0,0,0,0,8,1,26,0,4,4,13,0,0,5,18,2,2,9,5,5,0,60,0,0,0,10,10,10,0,1,0,77,0,0,0,6,0,0,27,0,5,16,8,8,12,0,0,0,0,52
2015-09-01,17,0,45,23,0,8,0,0,0,38,4,4,0,1,0,37,1,1,0,1,12,2,0,3,0,0,14,8,0,0,4,26,10,9,0,17,3,0,24,0,0,12,12,8,16,5,35,0,0,0,0,8,16,2,34,0,5,4,15,0,19,5,29,3,9,9,0,9,0,60,0,0,0,9,0,9,0,1,0,67,0,0,15,6,0,0,26,1,4,31,8,8,19,12,0,8,0,63
2015-10-01,29,0,0,0,0,22,1,0,0,65,2,2,0,0,1,55,3,4,0,0,17,2,0,8,2,5,48,0,5,0,0,38,4,5,3,29,3,1,56,0,0,11,15,22,7,14,9,5,0,0,0,0,8,2,43,0,9,4,12,4,26,8,35,4,2,9,0,9,0,61,0,0,0,18,9,13,0,1,0,70,0,0,22,0,0,0,53,0,5,37,22,15,22,76,0,8,8,60
2015-11-01,21,0,23,0,0,18,0,0,2,24,2,4,0,1,0,63,5,3,0,0,17,0,0,16,7,6,35,0,0,0,0,54,4,5,0,23,5,0,26,0,0,16,8,20,8,15,30,15,0,0,8,16,0,3,42,0,9,0,11,0,9,6,28,5,2,9,5,12,0,63,0,0,0,19,0,19,0,1,0,68,0,12,12,9,6,0,56,1,1,32,16,16,24,28,0,8,8,38
2015-12-01,19,0,0,0,0,16,1,1,1,8,4,3,0,1,0,61,9,3,0,0,19,2,0,26,5,0,37,6,0,0,8,53,8,8,0,15,3,0,14,0,0,40,8,16,12,15,26,10,0,8,0,29,16,3,36,1,8,4,24,0,9,2,64,5,3,0,5,35,0,62,0,0,0,14,10,14,10,0,0,74,1,6,12,9,6,1,63,0,4,36,40,12,28,16,0,24,8,63
2016-01-01,23,18,37,0,0,26,0,0,1,8,2,2,0,1,1,64,7,2,0,0,21,0,0,20,5,7,18,5,0,3,6,37,5,16,3,35,6,0,8,0,0,16,19,9,19,28,44,4,0,0,0,20,20,1,39,0,12,0,7,3,24,8,55,4,3,7,4,18,0,67,0,0,0,23,8,15,15,1,0,88,0,0,9,9,5,0,59,0,8,22,16,19,35,6,0,13,6,58
2016-02-01,23,19,38,19,0,44,1,0,4,4,2,4,3,1,1,66,10,4,0,0,24,2,0,29,2,19,40,5,5,7,5,54,10,8,4,17,3,1,5,0,1,7,7,0,7,12,54,4,0,0,7,34,20,2,50,0,8,4,16,0,21,14,46,13,4,19,8,23,4,74,0,0,1,16,0,43,0,2,0,87,0,10,17,10,5,1,66,2,8,26,23,13,30,13,7,7,23,62
2016-03-01,24,0,54,0,0,34,0,1,2,3,2,6,0,0,0,66,7,3,0,1,23,4,0,20,6,11,36,0,0,3,0,37,5,3,3,6,5,0,3,0,0,12,19,12,19,36,79,8,0,10,6,42,26,1,44,1,10,5,15,3,30,13,39,8,8,15,7,29,0,71,0,0,1,30,7,37,0,2,0,85,0,5,9,5,9,0,68,1,7,16,16,25,19,0,6,6,22,61
2016-04-01,13,0,0,0,0,22,2,0,2,2,2,4,0,1,0,55,6,2,0,0,18,2,0,17,2,9,21,0,0,5,0,36,10,8,0,16,3,1,3,0,0,7,13,7,7,12,100,12,0,7,0,17,14,1,44,1,6,0,5,0,9,14,30,7,7,12,0,15,0,65,0,0,0,8,24,16,8,2,0,80,0,0,5,5,0,1,67,0,4,20,7,7,13,7,7,7,0,60
2016-05-01,9,0,0,0,0,13,0,0,2,2,3,0,0,1,1,38,4,2,0,0,10,4,0,11,3,9,18,4,0,0,3,29,6,3,5,6,6,0,2,0,0,13,12,6,6,28,16,4,0,0,0,6,10,2,37,0,4,3,15,0,8,3,21,2,6,4,4,4,0,67,0,0,0,7,0,15,0,0,0,81,0,5,14,9,0,0,33,3,5,9,0,6,12,0,0,6,6,64
2016-06-01,8,0,19,0,0,9,1,0,0,0,4,2,0,0,0,29,3,1,0,0,8,2,0,8,2,7,7,5,0,0,3,36,3,0,0,8,4,0,2,0,0,0,0,7,7,8,30,4,0,0,0,10,7,2,37,0,6,0,14,0,5,2,32,2,0,4,0,12,0,62,0,0,0,8,8,8,0,0,0,78,0,15,7,15,0,0,27,1,1,17,7,7,13,0,0,0,0,39
2016-07-01,7,0,0,40,0,4,0,0,2,3,0,2,0,0,1,30,1,0,0,0,7,2,0,3,0,5,5,5,0,0,4,32,4,0,0,13,3,0,2,0,0,7,14,7,7,9,48,0,0,0,0,7,7,1,31,0,3,7,7,0,26,2,21,2,3,4,0,8,0,63,0,0,0,0,8,8,8,0,0,79,0,0,8,20,0,0,24,0,2,10,7,0,14,0,0,0,14,46
2016-08-01,6,0,0,0,0,6,0,0,0,4,2,2,0,0,0,31,4,2,0,0,7,0,0,11,0,5,17,0,0,0,3,38,3,8,3,11,3,0,5,0,0,0,0,0,0,9,30,4,0,0,7,7,7,1,33,0,6,5,11,0,5,3,19,1,1,8,0,6,0,60,0,0,0,8,8,8,0,0,0,76,0,0,5,5,0,0,33,2,2,10,14,7,7,14,0,0,0,29
2016-09-01,20,0,0,0,0,13,0,0,0,25,3,2,0,0,0,75,5,3,0,0,12,2,0,14,2,7,28,0,0,0,0,35,3,9,3,20,5,0,31,0,0,7,7,7,7,13,21,4,0,0,0,7,7,3,35,0,10,4,11,0,9,6,30,2,6,8,4,4,0,60,0,0,0,12,8,0,0,1,0,77,0,0,17,0,0,0,39,1,2,13,13,10,20,40,0,0,7,39
2016-10-01,32,0,0,0,0,17,0,2,2,50,2,3,2,0,1,55,5,2,0,0,23,3,0,14,2,7,25,0,0,0,3,56,8,5,3,23,4,0,55,0,0,19,6,22,19,28,36,4,0,6,0,6,19,0,41,0,9,0,7,0,17,11,35,3,1,9,0,11,0,60,0,0,0,7,7,15,0,2,0,80,0,0,16,9,5,0,54,0,1,38,6,6,9,89,0,13,6,66
2016-11-01,21,0,0,18,0,19,0,2,0,27,3,2,0,1,0,51,4,3,0,0,18,2,0,11,3,9,33,4,0,3,3,38,3,8,5,9,6,0,25,0,0,15,6,12,15,12,27,8,0,13,0,22,13,0,34,1,9,7,13,0,10,9,27,4,4,7,0,20,0,60,0,0,0,18,11,15,7,1,0,75,0,5,11,5,5,0,61,1,2,15,9,15,18,28,0,6,19,68
2016-12-01,25,0,0,0,0,31,0,0,2,7,2,9,2,2,1,66,11,3,0,1,23,3,0,32,6,13,39,6,0,5,5,61,6,5,2,10,2,1,14,0,0,18,6,12,24,15,45,7,0,12,6,21,6,2,28,1,11,6,5,3,27,11,44,8,4,17,5,43,4,59,0,0,0,21,7,35,14,2,0,77,1,4,9,9,4,1,77,1,5,45,12,18,33,12,0,6,0,61
2017-01-01,57,49,33,16,0,73,0,2,2,25,5,4,0,1,1,84,21,9,0,1,53,3,0,62,12,20,100,20,0,7,6,77,17,76,2,57,14,1,27,0,0,68,28,23,25,29,72,14,0,12,6,44,23,3,38,1,16,6,20,9,46,23,74,19,4,20,7,63,0,71,0,0,1,47,17,47,7,3,0,92,1,8,32,15,15,1,97,1,7,51,11,40,73,20,6,9,43,100
2017-02-01,30,0,36,36,0,30,0,1,1,7,3,4,0,1,0,67,11,4,0,0,27,3,0,32,4,4,47,0,0,3,3,41,13,21,3,19,8,1,9,0,0,22,6,9,9,8,59,4,0,10,0,22,28,1,41,1,10,5,17,0,25,10,76,12,3,14,0,22,0,63,0,0,1,26,22,37,0,1,0,89,1,7,21,5,0,0,73,1,7,25,18,22,31,0,6,6,16,78
2017-03-01,17,0,0,0,0,17,2,0,1,1,2,2,0,1,0,50,4,2,0,0,18,5,0,13,3,12,24,0,4,6,0,41,6,9,4,15,10,1,4,0,0,5,14,6,8,7,28,0,0,11,0,23,6,1,38,1,9,3,15,0,22,6,50,8,2,11,0,10,3,68,0,0,0,20,19,20,6,1,0,92,0,0,16,8,4,1,60,1,4,22,6,16,11,0,0,14,22,47
2017-04-01,11,0,34,0,0,18,0,0,1,2,4,2,2,1,0,54,6,2,0,0,11,0,0,17,2,6,22,0,0,3,5,40,6,2,2,4,0,1,2,0,0,9,6,6,6,19,30,4,4,0,6,12,12,0,35,0,7,5,10,3,22,5,36,3,7,5,3,14,0,65,0,0,0,14,7,14,0,1,0,88,0,0,4,9,4,0,59,1,4,21,12,12,6,6,0,0,6,45
2017-05-01,11,0,0,0,0,9,1,0,1,3,0,2,0,1,0,45,5,3,0,0,7,0,0,14,0,4,31,0,0,0,0,20,3,2,2,10,2,0,3,0,0,9,6,0,6,8,30,0,0,0,6,0,6,2,34,0,5,0,11,3,6,7,21,3,4,5,0,11,0,67,0,0,0,14,0,7,0,1,0,83,0,0,5,18,0,0,42,0,4,12,6,12,12,0,6,0,9,53
2017-06-01,7,0,0,0,0,11,0,0,1,3,2,2,0,1,0,41,3,3,0,0,8,0,0,8,3,4,28,0,0,0,0,33,0,2,2,7,5,0,1,0,0,6,9,6,9,19,11,8,4,0,0,9,6,1,34,0,5,7,13,3,7,5,27,0,2,4,0,9,0,63,0,0,0,0,0,22,0,1,0,77,0,9,0,9,0,0,50,0,2,6,6,0,18,0,0,0,9,45
2017-07-01,8,0,0,0,0,5,0,0,0,5,2,5,0,0,0,32,2,1,0,0,5,2,0,6,0,7,7,0,0,3,6,22,0,0,0,8,5,0,2,0,0,0,0,12,9,15,27,4,0,0,0,6,6,1,31,0,4,0,7,0,7,5,27,3,0,4,0,7,0,63,0,0,0,15,7,7,0,1,0,83,0,0,0,0,0,0,36,0,3,6,6,12,30,0,0,6,6,54
2017-08-01,8,0,16,0,0,6,0,0,1,7,1,2,0,0,1,29,4,1,0,0,7,0,0,11,3,4,16,0,0,3,3,35,6,4,0,4,2,0,6,0,0,11,0,6,11,7,11,7,0,0,0,0,6,1,30,0,4,3,16,0,6,2,26,4,4,3,0,6,0,59,0,0,0,0,7,7,0,0,0,81,0,4,8,0,0,0,29,1,3,11,11,0,11,0,0,0,17,47
2017-09-01,24,0,0,0,0,14,0,0,2,33,2,3,0,0,0,35,5,3,0,0,15,2,0,16,2,4,34,4,0,0,5,24,3,7,0,22,0,0,36,1,0,6,12,21,23,7,41,4,0,0,6,9,6,1,31,0,8,0,9,0,11,6,23,3,7,7,0,5,0,63,0,0,0,7,0,10,0,1,0,77,0,4,13,4,0,1,35,0,5,32,18,6,9,21,0,6,6,49
2017-10-01,33,0,0,0,0,18,0,0,2,64,2,5,2,1,0,52,6,6,0,1,28,0,0,18,2,4,64,4,0,4,0,38,0,5,0,20,5,0,63,1,0,23,11,17,9,25,29,18,0,6,0,18,6,1,36,0,7,6,17,6,12,10,40,5,3,13,3,20,3,63,0,0,0,10,13,20,0,1,0,83,0,4,13,4,4,1,58,0,4,37,17,9,40,81,6,0,14,58
2017-11-01,25,0,16,16,0,23,0,2,2,31,0,2,0,0,0,56,8,4,0,0,21,4,0,24,2,10,40,0,4,4,3,42,3,7,2,24,6,0,33,1,0,28,22,11,8,14,32,0,0,9,0,14,26,1,32,1,9,3,14,0,32,11,54,4,1,10,0,28,6,62,0,0,0,17,7,30,7,2,0,90,1,4,13,4,0,0,68,1,6,39,6,14,25,31,0,6,17,72
2017-12-01,36,16,65,33,0,40,1,1,4,19,3,3,0,1,1,71,14,4,0,0,37,2,0,43,4,10,47,8,4,9,0,82,13,10,5,21,13,1,21,0,0,37,11,25,11,11,82,14,0,6,6,26,17,2,47,0,9,3,21,5,33,20,65,14,3,28,5,44,7,64,0,0,1,7,7,30,7,3,0,86,1,6,23,6,0,1,83,1,6,42,17,6,51,20,0,6,11,60
2018-01-01,100,15,45,61,0,100,3,2,3,30,4,8,0,1,1,98,34,8,0,0,100,4,0,100,15,13,91,6,4,4,4,91,28,59,4,68,24,1,38,58,0,100,55,39,26,27,56,10,3,19,5,89,41,3,50,1,15,3,26,4,62,38,78,29,8,37,14,100,6,85,1,0,2,56,12,100,6,6,1,100,1,14,85,8,10,2,97,3,16,89,92,47,100,24,8,13,37,82
2018-02-01,70,50,17,17,0,63,3,1,2,13,3,3,6,3,1,80,25,4,0,0,67,7,0,74,6,8,46,4,4,7,0,94,24,42,4,37,9,2,22,41,2,64,17,49,20,11,44,15,0,0,12,81,27,2,56,0,13,3,14,8,42,37,55,26,7,27,8,76,3,76,1,0,1,80,10,76,14,5,0,91,1,15,61,9,4,2,77,1,10,73,47,67,38,24,12,18,29,51
2018-03-01,30,16,16,47,0,40,1,1,2,6,3,4,1,1,1,73,14,5,0,0,35,5,0,43,7,16,54,6,4,6,8,72,11,14,2,12,8,1,4,15,0,30,19,27,16,10,41,14,0,11,8,25,17,0,48,1,9,6,23,4,25,20,48,10,2,31,6,35,3,72,0,0,1,19,13,22,0,3,0,93,1,4,32,16,8,1,79,2,5,48,22,16,40,5,5,5,19,47
2018-04-01,18,0,0,0,0,25,0,0,2,2,3,3,0,1,1,58,5,3,0,0,22,0,0,15,5,6,31,0,4,3,4,48,9,3,2,9,7,0,2,7,0,9,9,11,6,11,36,7,0,6,0,26,0,0,45,0,8,9,12,6,11,7,26,6,3,20,3,22,3,67,0,0,0,20,7,24,0,1,0,95,0,9,11,13,0,0,53,1,5,37,6,17,14,0,0,6,12,55
2018-05-01,11,0,0,0,0,15,0,0,1,0,2,2,0,1,0,48,3,2,0,1,9,0,0,10,2,4,27,0,0,0,3,37,3,2,2,6,2,0,3,3,0,6,11,6,14,18,32,4,4,0,0,9,6,1,35,0,7,6,15,0,8,6,31,3,3,3,0,13,0,67,0,0,0,14,0,20,0,1,0,95,0,4,6,4,0,0,42,0,1,6,0,11,14,0,0,0,9,56
2018-06-01,10,0,0,0,0,10,0,1,0,2,2,2,0,0,0,37,2,1,0,1,8,0,0,7,2,12,14,0,0,0,3,25,3,3,0,3,2,0,2,2,0,6,0,6,11,11,40,0,0,0,0,12,6,0,35,0,8,3,11,3,3,1,25,2,1,5,0,10,0,58,0,0,0,7,7,7,0,0,0,87,0,4,9,0,8,0,38,1,2,17,11,6,11,0,0,0,6,47
2018-07-01,8,0,16,0,0,6,0,0,1,1,4,1,0,0,1,27,3,2,0,1,7,2,0,9,2,8,18,0,0,0,3,33,3,0,0,7,3,1,2,3,0,11,8,6,11,0,21,0,0,0,6,6,11,2,32,0,5,6,17,0,9,9,23,2,1,0,5,10,0,61,0,0,0,0,0,13,7,1,0,92,0,4,4,4,4,0,29,0,2,6,11,0,0,0,0,0,6,57
2018-08-01,8,0,0,0,0,4,1,0,0,5,3,2,1,0,0,35,3,1,0,0,7,0,0,8,0,0,12,0,0,0,0,25,0,4,2,4,6,0,8,5,0,0,0,17,5,10,38,0,0,0,0,0,0,0,34,0,4,3,18,3,7,2,18,4,4,0,3,6,0,61,0,0,0,6,13,10,0,0,0,87,0,0,8,8,0,2,25,0,3,6,0,5,14,0,6,0,6,37
2018-09-01,29,0,34,0,0,8,1,2,0,51,6,2,0,0,0,44,6,4,0,0,20,5,0,19,2,6,50,0,0,3,0,23,5,12,0,24,2,0,42,14,0,36,12,21,9,11,26,0,0,0,0,12,12,0,40,0,8,3,15,0,10,6,32,7,3,9,0,9,0,61,0,0,0,7,18,14,7,1,0,88,0,0,25,7,9,0,34,0,2,15,12,6,12,30,0,0,6,60
2018-10-01,49,0,17,17,0,24,0,1,0,81,3,2,0,0,2,53,8,4,0,0,35,4,0,23,5,4,48,0,4,3,0,46,12,5,2,38,5,1,99,23,0,29,18,17,29,4,44,7,0,0,6,9,21,0,42,0,11,0,23,0,23,12,44,7,4,8,3,19,5,63,0,0,0,21,0,21,0,2,0,93,0,0,37,4,4,1,47,0,5,26,26,17,20,71,12,6,6,67
2018-11-01,29,0,34,0,0,21,1,0,0,30,3,3,0,0,1,57,7,6,0,0,26,3,0,21,3,6,63,4,0,4,0,40,4,6,2,14,8,0,43,12,0,32,9,15,12,7,22,4,0,6,6,12,21,0,44,0,10,3,13,3,24,14,50,10,0,9,0,15,0,65,0,0,0,10,14,31,0,2,0,94,0,4,28,4,4,1,53,0,4,23,15,9,20,33,9,9,6,55
2018-12-01,27,17,17,0,0,28,0,0,1,9,3,2,0,1,1,68,10,5,0,1,26,2,0,28,2,11,57,0,0,0,6,73,6,4,7,10,7,0,19,6,0,32,15,12,6,4,33,0,7,6,0,24,27,2,32,0,13,3,19,3,25,12,63,6,4,10,0,36,0,67,0,0,0,21,21,21,0,2,0,92,0,13,22,4,4,1,70,0,8,26,29,18,32,9,6,9,24,50
2019-01-01,36,0,15,0,0,45,1,2,1,11,6,4,0,1,1,88,13,5,0,0,37,3,0,38,4,4,56,4,0,3,3,69,11,11,2,16,8,1,14,4,0,24,19,30,22,27,54,10,0,6,0,39,22,1,46,0,8,3,15,3,23,18,62,11,7,25,6,46,0,75,0,0,1,22,19,41,6,3,0,100,1,6,28,6,12,0,80,1,6,48,22,19,43,11,8,11,14,71
2019-02-01,32,0,17,0,0,59,2,1,1,8,5,4,0,1,1,82,16,5,0,0,38,0,0,48,7,17,50,0,4,3,6,60,10,8,0,14,5,1,9,2,0,35,6,29,14,29,66,7,0,24,6,48,12,2,44,2,12,3,11,0,17,20,42,10,6,22,3,51,0,71,0,0,1,31,7,65,7,3,0,92,1,4,13,9,4,0,78,3,5,46,29,26,26,12,0,15,15,58
2019-03-01,45,0,16,64,0,99,1,1,2,6,2,5,0,1,0,92,24,5,0,0,51,3,0,72,13,20,54,4,4,6,6,87,16,15,5,25,10,1,12,1,0,42,33,31,36,25,92,7,4,29,0,100,26,3,42,2,14,4,24,4,57,34,54,21,8,29,5,89,6,75,0,0,1,26,13,69,7,5,0,98,1,15,15,10,13,0,79,2,8,42,25,22,39,14,0,20,37,74
2019-04-01,19,0,16,0,0,29,1,1,1,2,3,6,0,1,0,64,11,2,0,0,22,2,0,33,4,8,27,4,0,3,3,46,6,7,2,13,8,0,4,1,0,26,11,14,17,22,47,4,4,6,0,18,9,1,43,0,11,6,19,0,14,11,54,10,4,13,3,28,0,72,0,0,0,20,14,31,0,2,0,94,0,0,11,11,4,0,65,2,3,29,17,17,23,0,0,9,12,56
2019-05-01,14,16,32,16,0,9,0,0,0,5,3,1,1,0,1,50,5,4,0,1,15,3,0,14,4,0,50,0,0,3,3,38,6,5,2,9,5,0,3,1,0,6,8,11,11,7,18,14,4,0,0,6,0,1,40,0,7,6,12,0,12,9,33,4,4,3,0,18,0,69,0,0,0,10,0,10,7,1,0,95,0,0,0,4,4,0,59,0,3,19,8,8,33,0,0,11,8,56
2019-06-01,11,0,0,16,0,8,0,0,0,3,0,2,0,1,1,44,3,2,0,0,10,3,0,8,2,12,22,0,0,0,4,35,4,0,2,5,5,0,1,0,0,17,8,0,11,18,36,0,0,0,6,11,6,2,35,0,6,3,9,0,6,2,22,2,1,0,0,5,0,65,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,46,0,2,11,6,0,17,6,0,0,0,51
2019-07-01,9,0,0,31,0,7,0,0,1,3,0,0,0,0,0,36,4,2,0,1,7,0,0,11,2,6,27,0,0,0,8,32,3,2,2,6,4,0,1,0,0,0,0,5,11,14,41,0,0,0,6,0,11,0,35,0,7,3,7,0,6,5,27,2,2,6,3,8,0,64,0,0,0,19,6,10,0,1,0,88,0,0,4,8,0,0,40,0,2,5,11,16,8,5,5,5,5,57
2019-08-01,9,0,0,0,0,7,0,0,1,6,0,0,0,0,0,32,4,2,0,0,7,0,0,11,0,4,22,0,0,0,0,28,6,2,0,9,0,0,8,0,0,5,11,0,5,3,31,7,0,0,0,0,6,0,30,0,5,0,13,3,7,4,20,2,4,13,6,5,0,59,0,0,0,6,0,19,0,1,0,82,0,4,4,10,0,1,26,1,2,16,11,5,19,8,0,0,0,44
2019-09-01,26,0,15,0,0,13,0,2,1,54,3,0,0,1,0,56,5,3,0,1,20,1,0,16,3,4,30,0,0,0,4,34,5,4,2,19,8,1,42,0,0,8,13,24,16,3,33,3,0,0,0,8,22,1,41,0,11,6,13,4,14,8,22,5,2,6,0,6,0,62,0,0,0,16,6,13,0,1,0,82,0,0,34,0,8,0,44,2,2,8,11,13,18,16,0,0,5,82
2019-10-01,47,0,15,15,0,24,1,1,1,100,6,0,1,1,1,70,13,6,0,0,31,2,0,37,3,6,67,4,4,3,4,61,11,6,2,23,4,1,100,1,0,26,16,37,13,7,20,7,0,0,11,8,11,1,45,0,12,3,17,0,16,12,26,8,5,8,0,20,3,65,0,0,0,13,0,9,0,2,0,79,0,4,53,8,4,1,62,1,3,53,11,11,37,80,5,0,11,81
2019-11-01,38,0,46,61,0,33,1,1,2,44,3,3,1,1,1,64,15,5,0,0,35,4,0,45,4,11,57,4,0,0,3,61,9,8,4,20,14,1,47,0,0,24,18,24,13,10,40,7,0,0,0,24,14,1,44,0,11,3,16,6,28,20,46,8,6,11,3,31,3,66,0,0,0,6,6,34,6,3,0,89,0,8,22,0,4,1,62,1,8,39,16,5,47,48,0,11,21,52
